Transect,Recipient,Plant_ID,Sample ID,Tube ID,Weight including capsule (mg),Sample weight (mg),Tray Name,Well ID,Type of Material,Analysis,Enriched
8,HR_177,2,HR_177-008-02,322,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
8,HR_178,6,HR_178-008-06,323,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
8,HR_181,6,HR_181-008-06,324,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_004,4,HR_004-009-04,325,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_009,7,HR_009-009-07,326,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_011,8,HR_011-009-08,327,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_016,2,HR_016-009-02,328,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_021,8,HR_021-009-08,329,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_035,3,HR_035-009-03,330,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_036,8,HR_036-009-08,331,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_037,6,HR_037-009-06,332,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_038,7,HR_038-009-07,333,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_039,2,HR_039-009-02,334,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_043,4,HR_043-009-04,335,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_044,1,HR_044-009-01,336,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_047,7,HR_047-009-07,337,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_050,7,HR_050-009-07,338,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_053,4,HR_053-009-04,339,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_066,5,HR_066-009-05,340,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_073,4,HR_073-009-04,341,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_080,4,HR_080-009-04,342,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_085,8,HR_085-009-08,343,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_086,3,HR_086-009-03,344,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_087,4,HR_087-009-04,345,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_095,3,HR_095-009-03,346,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_101,8,HR_101-009-08,347,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_103,1,HR_103-009-01,348,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_105,5,HR_105-009-05,349,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_107,1,HR_107-009-01,350,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_108,1,HR_108-009-01,351,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_113,4,HR_113-009-04,352,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_118,1,HR_118-009-01,353,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_129,1,HR_129-009-01,354,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_135,2,HR_135-009-02,355,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_146,5,HR_146-009-05,356,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_149,7,HR_149-009-07,357,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_159,5,HR_159-009-05,358,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_170,7,HR_170-009-07,359,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_174,6,HR_174-009-06,360,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_190,7,HR_190-009-07,361,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_195,7,HR_195-009-07,362,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_196,6,HR_196-009-06,363,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
9,HR_197,4,HR_197-009-04,364,,,Nemo_2022_HR_4,,plant stem tissue,"13C, 15N",No
