Transect,Recipient,Plant_ID,Sample ID,Tube ID,Weight including capsule (mg),Sample weight (mg),Well ID,Tray Name,Type of Material,Analysis,Enriched
9,AC_034,7,AC_034-009-07,273,,,,Nemo_2022_AC_3,plant stem tissue,"13C, 15N",No
9,AC_055,3,AC_055-009-03,274,,,,Nemo_2022_AC_3,plant stem tissue,"13C, 15N",No
9,AC_064,2,AC_064-009-02,275,,,,Nemo_2022_AC_3,plant stem tissue,"13C, 15N",No
9,AC_075,6,AC_075-009-06,276,,,,Nemo_2022_AC_3,plant stem tissue,"13C, 15N",No
9,AC_083,7,AC_083-009-07,277,,,,Nemo_2022_AC_3,plant stem tissue,"13C, 15N",No
9,AC_089,2,AC_089-009-02,278,,,,Nemo_2022_AC_3,plant stem tissue,"13C, 15N",No
9,AC_090,10,AC_090-009-10,279,,,,Nemo_2022_AC_3,plant stem tissue,"13C, 15N",No
9,AC_095,10,AC_095-009-10,280,,,,Nemo_2022_AC_3,plant stem tissue,"13C, 15N",No
9,AC_096,10,AC_096-009-10,281,,,,Nemo_2022_AC_3,plant stem tissue,"13C, 15N",No
9,AC_099,7,AC_099-009-07,282,,,,Nemo_2022_AC_3,plant stem tissue,"13C, 15N",No
9,AC_109,1,AC_109-009-01,283,,,,Nemo_2022_AC_3,plant stem tissue,"13C, 15N",No
9,AC_110,10,AC_110-009-10,284,,,,Nemo_2022_AC_3,plant stem tissue,"13C, 15N",No
9,AC_115,1,AC_115-009-01,285,,,,Nemo_2022_AC_3,plant stem tissue,"13C, 15N",No
9,AC_118,2,AC_118-009-02,286,,,,Nemo_2022_AC_3,plant stem tissue,"13C, 15N",No
9,AC_119,6,AC_119-009-06,287,,,,Nemo_2022_AC_3,plant stem tissue,"13C, 15N",No
9,AC_123,10,AC_123-009-10,288,,,,Nemo_2022_AC_3,plant stem tissue,"13C, 15N",No
9,AC_142,10,AC_142-009-10,289,,,,Nemo_2022_AC_4,plant stem tissue,"13C, 15N",No
9,AC_147,4,AC_147-009-04,290,,,,Nemo_2022_AC_4,plant stem tissue,"13C, 15N",No
9,AC_152,6,AC_152-009-06,291,,,,Nemo_2022_AC_4,plant stem tissue,"13C, 15N",No
9,AC_153,9,AC_153-009-09,292,,,,Nemo_2022_AC_4,plant stem tissue,"13C, 15N",No
9,AC_155,5,AC_155-009-05,293,,,,Nemo_2022_AC_4,plant stem tissue,"13C, 15N",No
9,AC_168,9,AC_168-009-09,294,,,,Nemo_2022_AC_4,plant stem tissue,"13C, 15N",No
9,AC_187,6,AC_187-009-06,295,,,,Nemo_2022_AC_4,plant stem tissue,"13C, 15N",No
9,AC_188,7,AC_188-009-07,296,,,,Nemo_2022_AC_4,plant stem tissue,"13C, 15N",No
9,AC_189,4,AC_189-009-04,297,,,,Nemo_2022_AC_4,plant stem tissue,"13C, 15N",No
9,AC_197,8,AC_197-009-08,298,,,,Nemo_2022_AC_4,plant stem tissue,"13C, 15N",No
9,AC_204,6,AC_204-009-06,299,,,,Nemo_2022_AC_4,plant stem tissue,"13C, 15N",No
9,AC_205,1,AC_205-009-01,300,,,,Nemo_2022_AC_4,plant stem tissue,"13C, 15N",No
9,AC_212,10,AC_212-009-10,301,,,,Nemo_2022_AC_4,plant stem tissue,"13C, 15N",No
9,AC_216,3,AC_216-009-03,302,,,,Nemo_2022_AC_4,plant stem tissue,"13C, 15N",No
9,AC_218,2,AC_218-009-02,303,,,,Nemo_2022_AC_4,plant stem tissue,"13C, 15N",No
