Block,Transect,Recipient,Plant_ID,Leaf area (mm^2),Area notes,Dry weight (mg),Weight notes
2,5,BO_117,NA,,,,
2,5,BO_121,NA,,,,
2,5,BO_122,NA,,,,
2,5,BO_140,NA,,,,
2,5,BO_149,3,30.897,brightmax alt; 207,2.32,
2,5,BO_171,5,37.171,brightmax: 209,2.37,
2,5,BO_186,NA,,,,
2,5,BO_195,NA,,,,
2,5,BO_198,4,45.18,brightmax: 208,2.79,
2,6,BO_008,8,98.5,brightmax alt; 228,7.96,
2,6,BO_025,5,27.189,brightmax alt; 210,2.72,
2,6,BO_032,NA,,,,
2,6,BO_050,5,24.271,brightmax alt; 214,1.67,
2,6,BO_052,7,75.22,brightmax alt; 232,5.38,
2,6,BO_056,6,30.207,brightmax alt; 233,1.54,
2,6,BO_061,1,24.397,brightmax alt; 225,1.38,
2,6,BO_070,3,43.243,brightmax 196,0.8,
2,6,BO_070,5,NA,EXCLUDE. Fruit collection,NA,EXCLUDE. Fruit collection
2,6,BO_078,5,39.695,brightmax alt; 215,0.95,
2,6,BO_090,4,19.981,brightmax alt; 203,1.46,leaf broken
2,6,BO_096,NA,,,,
2,6,BO_118,8,11.293,brightmax alt; 222,0.84,
2,6,BO_120,2,17.625,brightmax alt; 188,1.67,
2,6,BO_127,3,34.674,brightmax: 215,3.01,
2,6,BO_130,5,42.803,brightmax: 196,2.82,
2,6,BO_131,4,123.788,brightmax: 217,8.96,
2,6,BO_132,8,94.448,brightmax: 198,8.5,
2,6,BO_137,3,110.558,brightmax: 198,15.34,
2,6,BO_139,2,25.169,brightmax: 218,1.73,missing
2,6,BO_142,7,17.152,brightmax: 216,1.1,
2,6,BO_147,7,49.489,brightmax: 235,3.18,
2,6,BO_151,5,38.293,brightmax: 221,2.31,
2,6,BO_153,5,35.199,brightmax: 222,16.28,
2,6,BO_157,NA,,,,
2,6,BO_158,4,38.091,brightmax: 220,2.29,
2,6,BO_161,3,26.736,brightmax: 220,1.9,
2,6,BO_174,NA,,,,
2,6,BO_182,7,11.368,brightmax: 222,0.75,
2,6,BO_191,NA,,,,
2,6,BO_200,5,41.954,brightmax; 195,3.05,
2,7,BO_013,7,20.185,brightmax: 176,1.1,
2,7,BO_024,7,24.834,brightmax; 156,1.88,
2,7,BO_029,NA,,,,
2,7,BO_043,NA,,,,
2,7,BO_055,1,15.098,brightmax: 178,0.97,
2,7,BO_067,8,18.594,brightmax: 165,1.26,
2,7,BO_069,NA,,,,
2,7,BO_072,5,38.493,brightmax: 187,2.53,
2,7,BO_080,NA,,,,
2,7,BO_087,7,40.97,brightmax: 160,3.39,
2,7,BO_094,4,19.881,brightmax: 185,0.97,
2,7,BO_099,5,46.87,brightmax: 151,3.05,
2,7,BO_104,NA,,,,
2,7,BO_105,5,25.922,brightmax: 145,1.59,
2,7,BO_123,3,58.799,brightmax: 197,4.05,
2,7,BO_124,8,55.489,brightmax: 143,5.01,
2,7,BO_125,4,23.846,brightmax: 174,1.43,
2,7,BO_135,8,24.348,brightmax: 176,1.17,
2,7,BO_150,4,24.112,brightmax: 187,1.42,
2,7,BO_155,NA,,,,missing
2,7,BO_159,7,35.242,brightmax: 162,2.32,
2,7,BO_164,4,33.858,brightmax: 191,2.01,
2,7,BO_166,6,21.487,brightmax: 192,1.55,
2,7,BO_177,3,30.637,brightmax: 187,1.50,
2,7,BO_185,NA,,,,
2,7,BO_189,2,29.332,brightmax: 168,2.00,
2,8,BO_004,NA,,,,
2,8,BO_009,NA,,,,
2,8,BO_015,6,88.455,brightmax: 192,5.09,
2,8,BO_018,NA,,,,
2,8,BO_019,8,16.96,brightmax: 176,1.45,
2,8,BO_021,4,36.877,brightmax: 184,2.71,
2,8,BO_021,5,44.776,brightmax: 151,3.24,
2,8,BO_034,6,33.659,brightmax: 143,4.05,
2,8,BO_037,1,30.166,brightmax: 198,2.73,
2,8,BO_048,7,18.084,brightmax: 180,1.99,
2,8,BO_048,4,71.503,"brightmax: 185, alt method",5.76,
2,8,BO_054,5,18.543,brightmax: 159,1.35,
2,8,BO_066,2,8.621,brightmax: 186,1.03,
2,8,BO_088,2,30.162,brightmax: 172,2.15,
2,8,BO_091,5,41.01,brightmax: 197,2.7,
2,8,BO_100,8,22.08,brightmax:190,1.46,
2,8,BO_102,NA,,,,
2,8,BO_116,NA,,,,
2,8,BO_126,7,33.278,brightmax: 193,2.03,
2,8,BO_126,8,46.62,brightmax: 169 [BO_126 has a plt 8 image but is not included in the data sheet. This row is manually added. (BY)],3.66,
2,8,BO_134,8,21.31,brightmax:193,1.88,
2,8,BO_143,NA,,,,
2,8,BO_144,NA,,,,
2,8,BO_148,7,34.745,brightmax: 187,2.24,
2,8,BO_152,8,32.417,brightmax: 187,1.94,
2,8,BO_152,7,38.451,brightmax: 200,2.69,
2,8,BO_154,1,42.968,brightmax: 180,3.22,
2,8,BO_167,NA,,,,
2,8,BO_169,3,87.173,brightmax: 190,6.59,
2,8,BO_175,1,82.761,brightmax: 177,2.39,
2,8,BO_176,NA,,,,
2,8,BO_178,NA,,,,
2,8,BO_180,6,19.341,brightmax: 165,1.43,
2,8,BO_184,7,14.3756,brightmax: 175,1.39,
2,8,BO_190,1,20.139,brightmax: 157,1.37,
2,8,BO_201,1,20.758,brightmax: 145,1.91,
3,9,BO_004,NA,,,,
3,9,BO_021,NA,,,,
3,9,BO_024,2,26.283,brightmax: 196,2.69,
3,9,BO_034,8,40.855,brightmax: 199,2.99,
3,9,BO_053,8,67.365,brightmax:220,4.29,
3,9,BO_070,7,31.478,brightmax: 191,2.24,
3,9,BO_072,4,13.358,brightmax: 178,1.01,
3,9,BO_088,2,17.068,brightmax: 174,1.25,
3,9,BO_090,NA,,,,
3,9,BO_094,8,13.012,brightmax: 222,0.92,
3,9,BO_095,NA,,,,
3,9,BO_102,NA,,,,
3,9,BO_106,5,25.021,brightmax: 213,1.95,
3,9,BO_116,6,5.156,brightmax: 213,0.5,
3,9,BO_123,6,32.209,brightmax: 181,3.01,
3,9,BO_124,NA,,,,
3,9,BO_125,1,19.262,brightmax: 213,1.08,
3,9,BO_131,1,20.212,brightmax: 219,1.47,
3,9,BO_135,1,75.901,brightmax: 222 (alt method b/c leaves touching),6.34,
3,9,BO_143,1,25.719,brightmax: 180,2.41,
3,9,BO_146,8,15.838,brightmax: 195,1.02,
3,9,BO_148,1,34.7,brightmax: 224 (alt method b/c leaves touching),1.77,
3,9,BO_154,1,23.354,brightmax: 189,2.05,
3,9,BO_155,8,26.999,brightmax: 192,1.57,
3,9,BO_174,1,50.119,brightmax: 225,1.79,
3,9,BO_199,NA,,,,
3,10,BO_018,2,62.527,brightmax: 222 (alt method),4.2,
3,10,BO_027,5,67.962,brightmax: 178,4.24,
3,10,BO_028,7,19.417,brightmax: 194,1.29,
3,10,BO_031,7,15.481,brightmax: 207,1.19,
3,10,BO_043,6,24.737,brightmax:214 (alt method),1.82,
3,10,BO_044,1,12.482,brightmax: 194,0.81,
3,10,BO_045,2,63.76,brightmax:228 (alt method),2.8,
3,10,BO_052,5,52.625,brightmax: 207,3.41,
3,10,BO_054,6,34.926,brightmax: 205,2.09,
3,10,BO_055,2,12.52,brightmax: 197,0.72,
3,10,BO_056,8,28.97,brightmax: 210,1.57,
3,10,BO_063,NA,,,,
3,10,BO_078,NA,,,,
3,10,BO_080,NA,,,,
3,10,BO_085,1,24.138,brightmax: 181,1.26,
3,10,BO_089,7,60.297,brightmax: 224,3.71,
3,10,BO_091,5,39.177,"brightmax: 209 (leaf broken, alt method)",2.39,
3,10,BO_098,4,38.796,brightmax: 225,1.81,
3,10,BO_121,3,14.518,brightmax: 216 (looks like the leaf overlaps a bit),0.73,
3,10,BO_126,8,28.753,brightmax: 196,2.42,
3,10,BO_126,3,39.343,brightmax: 205,2.2,
3,10,BO_127,1,7.665,brightmaax: 206,0.53,
3,10,BO_140,NA,,,,
3,10,BO_142,NA,,,,
3,10,BO_145,3,13.839,brightmax: 222,0.69,
3,10,BO_149,8,48.064,brightmax: 216,2.31,
3,10,BO_157,NA,,,,
3,10,BO_161,4,42.145,brightmax: 207,2.06,
3,10,BO_169,2,34.256,"brightmax: 199 (alt method, touching leaves)",2.55,
3,10,BO_171,7,21.016,brightmax: 202 (alt method),1,
3,10,BO_178,NA,,,,
3,10,BO_184,1,20.188,brightmax: 195,0.93,
3,10,BO_189,NA,,,,
3,10,BO_195,7,14.448,brightmax: 209,1.08,
3,10,BO_195,5,16.791,brightmax: 203,1.35,
3,10,BO_198,2,38.054,brightmax: 221,1.75,
3,10,BO_201,1,55.568,brightmax: 221,3.4,
3,11,BO_012,1,30.947,brightmax: 195,2.12,
3,11,BO_013,4,31.356,brightmax: 210,1.81,
3,11,BO_015,1,12.431,brightmax: 203,1.06,
3,11,BO_022,1,22.786,"brightmax: 226, one leaf seemed folded over",1.27,
3,11,BO_025,7,10.856,"brightmax: 230, half looks folded over",0.63,
3,11,BO_032,4,114.325,brightmax: 212,6.45,
3,11,BO_037,1,30.749,brightmax: 180,1.69,
3,11,BO_046,NA,,,,
3,11,BO_050,5,112.522,brightmax: 218,6.35,
3,11,BO_051,1,86.207,brightmax: 220,3.39,
3,11,BO_060,2,92.364,brightmax: 220,4.78,
3,11,BO_061,7,89.028,brightmax: 212,3.97,
3,11,BO_066,5,53.276,brightmax: 224 (alt method),2.23,
3,11,BO_067,1,47.664,brightmax: 212,2.48,
3,11,BO_069,NA,,,,
3,11,BO_071,NA,,,,
3,11,BO_079,NA,,,,
3,11,BO_082,NA,,,,
3,11,BO_099,NA,,,,
3,11,BO_102,2,23.607,brightmax: 200 (DG),1.41,added row for this leaf
3,11,BO_104,4,90.066,brightmax: 199,6.81,
3,11,BO_105,NA,,Photo & envelope exists labeled BO_102 plnat 2 (T11) but is a typo- no such ID in transect 11 (DG),,
3,11,BO_108,7,35.65,brightmax: 182,2.54,
3,11,BO_115,6,36.583,brightmax: 218,2.1,
3,11,BO_117,6,32.81,brightmax:195,2.63,
3,11,BO_118,NA,,,,
3,11,BO_122,NA,,,,
3,11,BO_130,1,51.006,brightmax: 212 (alt method b/c leaves touching),3.29,
3,11,BO_134,2,32.152,brightmax: 208,1.51,
3,11,BO_137,2,32.523,brightmax: 177,2.2,
3,11,BO_147,8,21.494,brightmax: 217,0.95,
3,11,BO_150,8,32.244,brightmax: 179,2.37,
3,11,BO_152,4,52.02,brightmax: 197,4.46,
3,11,BO_159,NA,,,,
3,11,BO_167,1,37.085,brightmax: 199,1.91,
3,11,BO_175,6,27.412,brightmax: 195 (alt method b/c leaves touching),1.66,
3,11,BO_176,4,33.061,brightmax: 224,1.63,
3,11,BO_180,5,27.326,brightmax: 205,1.46,
3,11,BO_182,5,57.047,brightmax: 194,3.53,
3,11,BO_200,1,77.954,brightmax: 212,3.87,
3,12,BO_001,2,93.751,brightmax: 173,7.53,
3,12,BO_008,6,29.456,brightmax: 217,2.33,
3,12,BO_009,NA,,,,
3,12,BO_014,1,101.513,brightmax: 179,8.45,
3,12,BO_020,4,27.531,brightmax: 193,1.64,
3,12,BO_029,1,57.954,brightmax: 208,3.82,
3,12,BO_048,6,83.235,brightmax: 205,4.85,
3,12,BO_086,6,43.385,brightmax: 166,2.74,
3,12,BO_096,8,89.365,brightmax: 219,5.15,
3,12,BO_111,NA,,,,
3,12,BO_114,4,50.381,brightmax: 219,3.03,
3,12,BO_132,2,47.037,brightmax: 191,3.48,
3,12,BO_141,2,12.364,brightmax: 222,0.88,
3,12,BO_144,8,72.767,brightmax: 218,4.98,
3,12,BO_151,4,32.945,brightmax: 217,1.64,
3,12,BO_153,1,31.903,brightmax: 210,2.03,
3,12,BO_166,8,21.932,brightmax: 205,1.13,
3,12,BO_167,8,32.909,brightmax: 230,1.83,
3,12,BO_177,NA,,,,
3,12,BO_186,NA,,,,
3,12,BO_190,3,17.669,brightmax: 192,1.64,
3,12,BO_191,3,18.826,brightmax: 211,1.45,
W,W1,BO_004,NA,,,,
W,W1,BO_021,2,44.567,brightmax: 255 I had to outline the leaf like this -> (-Sage T),2.53,
W,W1,BO_021,6,16.826,brightmax: 209,1.07,
W,W1,BO_024,4,33.279,brightmax: 199,1.59,
W,W1,BO_025,NA,,,,
W,W1,BO_048,NA,,,,
W,W1,BO_082,NA,,,,
W,W1,BO_086,NA,,,,
W,W1,BO_126,NA,,,,
W,W1,BO_130,3,37.807,brightmax: 177,2.52,
W,W1,BO_137,NA,,,,
W,W1,BO_142,NA,,,,
W,W1,BO_151,NA,,,,
W,W1,BO_152,NA,,,,
W,W1,BO_166,NA,,,,
W,W1,BO_182,NA,,,,
W,W1,BO_189,NA,,,,
W,W1,BO_195,NA,,,,
W,W1,BO_199,NA,,,,
W,W2,BO_004,NA,,,,
W,W2,BO_021,NA,,,,
W,W2,BO_024,3,83.306,brightmax: 164,5.57,
W,W2,BO_048,NA,,,,
W,W2,BO_080,NA,,,,
W,W2,BO_082,NA,,,,
W,W2,BO_126,NA,,,,
W,W2,BO_127,NA,,,,
W,W2,BO_130,NA,,,,
W,W2,BO_137,NA,,,,
W,W2,BO_142,NA,,,,
W,W2,BO_149,NA,,,,
W,W2,BO_151,NA,,,,
W,W2,BO_152,NA,,,,
W,W2,BO_166,3,59.828,brightmax: 155,4.46,
W,W2,BO_182,7,17.601,brightmax: 182,1.12,
W,W2,BO_189,NA,,,,
W,W2,BO_195,2,122.455,brightmax: 183,8.03,
W,W2,BO_195,8,235.009,brightmax: 186. Two leaves sampled from same plant on different dates,15.24,Larger leaf - see images
W,W2,BO_195,8,71.956,brightmax: 190,4.57,
W,W2,BO_199,NA,,,,
