Year,ID1,ID2,Latitude,Longitude,Elevation,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,MAR,Eref,CMD,RH
1936,BO,.,37.38199,-121.736746,-9999,14.8,22,8,14,665,42,37.3,524.5,24,3602,1629,455,351,29,352,323,3,-8.7,38.9,-9999,1074,788,67
1936,BB,.,38.318682,-123.071828,-9999,12.7,14.9,8.7,6.1,856,42,26.5,352,21,2748,2034,52,338,46,329,283,4,-11.5,33.6,-9999,950,658,64
1936,HA,.,36.379264,-121.562935,-9999,14.4,22.4,8.1,14.3,832,41,29.3,552.9,26,3448,1744,405,324,84,328,244,4,-11.5,39.6,-9999,1274,947,55
1937,AC,.,39.718477,-123.652786,-9999,11.9,19.1,2.3,16.8,2692,102,8.1,186.4,73,2696,2419,181,306,98,322,224,63,-15.1,38.9,-9999,1003,565,63
1937,BO,.,37.38199,-121.736746,-9999,14.1,21.6,4.4,17.2,814,14,29.6,1600.1,43,3408,1858,423,342,49,347,298,10,-8.7,38.9,-9999,1012,739,70
1937,BB,.,38.318682,-123.071828,-9999,11.9,14.7,4.8,9.9,1111,32,19.7,459.3,37,2555,2288,47,329,69,329,260,11,-11.5,33.6,-9999,898,540,67
1937,HA,.,36.379264,-121.562935,-9999,13.8,21.9,4.3,17.6,895,9,26.6,2337.6,45,3311,1943,399,317,100,329,229,15,-11.5,39.6,-9999,1226,947,57
1938,AC,.,39.718477,-123.652786,-9999,12.1,18.9,7.5,11.4,2689,73,8.2,259,44,2661,2347,169,316,86,328,241,35,-15.1,38.9,-9999,997,589,63
1938,BO,.,37.38199,-121.736746,-9999,14,21.2,8.4,12.8,809,13,29.7,1606.1,28,3327,1824,371,350,30,352,322,5,-8.7,38.9,-9999,988,670,71
1938,BB,.,38.318682,-123.071828,-9999,12,14,9.3,4.7,963,18,22.8,800.1,22,2502,2239,36,341,46,340,294,4,-11.5,33.6,-9999,874,494,68
1938,HA,.,36.379264,-121.562935,-9999,13.9,21.7,9.2,12.5,979,16,24.4,1388.7,27,3273,1858,348,327,83,333,250,6,-11.5,39.6,-9999,1202,857,58
1939,AC,.,39.718477,-123.652786,-9999,12.4,19,6.6,12.4,1376,130,16.3,146.2,44,2775,2238,176,307,94,320,226,20,-15.1,38.9,-9999,1056,628,59
1939,BO,.,37.38199,-121.736746,-9999,14.5,21.1,8.3,12.8,378,41,64.8,514.6,28,3495,1704,416,344,38,349,311,3,-8.7,38.9,-9999,1061,795,66
1939,BB,.,38.318682,-123.071828,-9999,12.4,14.2,8.9,5.2,477,40,47,351.6,22,2647,2122,48,334,57,334,277,3,-11.5,33.6,-9999,948,650,63
1939,HA,.,36.379264,-121.562935,-9999,14.2,21.3,8.6,12.7,515,29,46.9,736.9,29,3385,1782,373,324,78,336,258,4,-11.5,39.6,-9999,1242,937,56
1940,AC,.,39.718477,-123.652786,-9999,12.9,19.2,8,11.3,2843,159,8.1,120.6,31,2916,2053,184,332,70,334,263,18,-15.1,38.9,-9999,1037,530,62
1940,BO,.,37.38199,-121.736746,-9999,14.9,20.9,9.9,10.9,985,27,25.3,764.5,18,3582,1528,378,361,8,358,350,3,-8.7,38.9,-9999,1018,743,70
1940,BB,.,38.318682,-123.071828,-9999,12.6,14.2,9.5,4.8,1419,55,16,258.1,17,2712,2040,38,352,24,348,324,4,-11.5,33.6,-9999,884,489,69
1940,HA,.,36.379264,-121.562935,-9999,14.7,21.4,10.6,10.8,1085,24,22.8,906.3,17,3525,1568,357,346,51,343,292,3,-11.5,39.6,-9999,1229,924,59
1941,AC,.,39.718477,-123.652786,-9999,12.6,19.3,7.6,11.8,3185,227,7.1,85.2,32,2795,2151,161,334,61,326,265,21,-15.1,38.9,-9999,992,424,64
1941,BO,.,37.38199,-121.736746,-9999,14.7,21.7,10,11.8,1055,35,23.4,613.6,19,3520,1588,362,362,1,355,354,3,-8.7,38.9,-9999,983,614,72
1941,BB,.,38.318682,-123.071828,-9999,12.5,14.6,9.8,4.8,1365,66,16.5,220.9,18,2679,2074,37,354,16,340,323,4,-11.5,33.6,-9999,859,429,71
1941,HA,.,36.379264,-121.562935,-9999,14.5,21.8,9.9,11.8,1414,32,17.3,682.9,19,3448,1644,339,349,42,340,298,4,-11.5,39.6,-9999,1183,774,61
1942,AC,.,39.718477,-123.652786,-9999,12.1,19.3,7.6,11.7,2345,183,9.4,105.6,43,2657,2350,183,311,94,317,223,32,-15.1,38.9,-9999,1004,540,62
1942,BO,.,37.38199,-121.736746,-9999,14,21.6,9,12.6,691,45,34.7,484.1,27,3303,1829,350,349,29,350,321,4,-8.7,38.9,-9999,1005,641,69
1942,BB,.,38.318682,-123.071828,-9999,11.9,14.6,8.9,5.7,1078,51,20.3,283.8,23,2489,2265,36,340,44,334,289,5,-11.5,33.6,-9999,874,469,68
1942,HA,.,36.379264,-121.562935,-9999,13.7,21.8,9,12.8,659,32,35.9,688.1,28,3192,1899,302,324,83,330,247,4,-11.5,39.6,-9999,1186,777,58
1943,AC,.,39.718477,-123.652786,-9999,12.6,18.5,6.4,12.1,1615,80,14,232.4,36,2814,2168,178,318,83,330,247,24,-15.1,38.9,-9999,1026,574,60
1943,BO,.,37.38199,-121.736746,-9999,14.5,20.7,8.6,12.1,539,6,45.4,3349.2,22,3464,1657,359,351,25,354,329,3,-8.7,38.9,-9999,1043,759,67
1943,BB,.,38.318682,-123.071828,-9999,12.5,14.4,8.9,5.4,696,25,32.3,580.8,20,2659,2097,41,342,39,342,302,4,-11.5,33.6,-9999,904,537,66
1943,HA,.,36.379264,-121.562935,-9999,14.2,20.8,9,11.9,744,7,32.5,2941.4,23,3346,1738,316,334,69,339,270,4,-11.5,39.6,-9999,1222,923,57
1944,AC,.,39.718477,-123.652786,-9999,11.9,18.1,7,11.2,1975,128,11.1,141.6,44,2616,2356,140,308,96,322,226,18,-15.1,38.9,-9999,1010,511,61
1944,BO,.,37.38199,-121.736746,-9999,13.9,20.5,9,11.5,696,34,34.3,599.9,28,3271,1829,330,346,40,351,311,4,-8.7,38.9,-9999,1016,697,68
1944,BB,.,38.318682,-123.071828,-9999,11.8,14.1,8.7,5.4,920,53,23.7,264.4,23,2450,2291,34,341,46,336,290,4,-11.5,33.6,-9999,871,447,68
1944,HA,.,36.379264,-121.562935,-9999,13.5,20.5,9.1,11.4,775,32,30.4,642.5,28,3136,1922,277,325,87,330,243,5,-11.5,39.6,-9999,1167,840,59
1945,AC,.,39.718477,-123.652786,-9999,12.1,19.1,7.2,11.9,2640,166,8.4,115.2,43,2681,2328,176,314,95,321,227,24,-15.1,38.9,-9999,1028,527,62
1945,BO,.,37.38199,-121.736746,-9999,14.1,21.9,7.8,14.1,696,26,34.6,846.6,31,3358,1842,400,344,50,351,302,4,-8.7,38.9,-9999,1023,709,69
1945,BB,.,38.318682,-123.071828,-9999,12,14.1,8.5,5.7,1008,43,21.8,325.9,24,2510,2265,42,342,50,339,289,4,-11.5,33.6,-9999,870,511,69
1945,HA,.,36.379264,-121.562935,-9999,13.8,21.8,9,12.8,741,20,32.1,1078.3,29,3231,1911,352,323,92,335,243,4,-11.5,39.6,-9999,1196,863,58
1946,AC,.,39.718477,-123.652786,-9999,11.7,18.6,6.3,12.3,1411,85,15.4,217.9,52,2554,2464,158,295,108,308,200,30,-15.1,38.9,-9999,1035,600,59
1946,BO,.,37.38199,-121.736746,-9999,13.5,21.1,7.7,13.4,446,37,52.7,571.7,35,3164,1979,332,336,57,338,281,3,-8.7,38.9,-9999,1023,758,67
1946,BB,.,38.318682,-123.071828,-9999,11.5,14.3,8.5,5.8,496,25,43.3,582.2,28,2350,2416,34,329,68,323,254,4,-11.5,33.6,-9999,877,602,66
1946,HA,.,36.379264,-121.562935,-9999,13.4,21.1,8.3,12.8,589,25,39.7,836.6,32,3109,2002,304,314,92,324,231,4,-11.5,39.6,-9999,1194,888,57
1947,AC,.,39.718477,-123.652786,-9999,12.3,18.2,5.4,12.8,1429,79,15.6,232,46,2737,2265,154,306,90,322,233,17,-15.1,38.9,-9999,1029,610,60
1947,BO,.,37.38199,-121.736746,-9999,14.2,20.6,6.1,14.5,367,28,66,739.4,34,3401,1794,391,338,50,345,295,3,-8.7,38.9,-9999,1049,751,67
1947,BB,.,38.318682,-123.071828,-9999,12.1,14.3,6.9,7.4,581,42,38.1,341.4,28,2576,2215,41,333,53,332,279,3,-11.5,33.6,-9999,875,525,68
1947,HA,.,36.379264,-121.562935,-9999,14,20.8,7.5,13.3,336,23,71.5,890.1,29,3318,1809,337,321,82,331,250,3,-11.5,39.6,-9999,1234,941,56
1948,AC,.,39.718477,-123.652786,-9999,11,18.2,4.3,14,2000,207,10.5,88.3,69,2365,2696,132,281,113,308,195,41,-15.1,38.9,-9999,965,414,61
1948,BO,.,37.38199,-121.736746,-9999,13.4,20.4,6.4,14,529,44,44.2,468,36,3122,1995,306,336,49,340,291,3,-8.7,38.9,-9999,989,695,68
1948,BB,.,38.318682,-123.071828,-9999,11.1,14.1,6.6,7.5,723,36,29.2,396.2,34,2239,2548,30,322,67,320,253,5,-11.5,33.6,-9999,834,468,68
1948,HA,.,36.379264,-121.562935,-9999,13.2,20.1,6.6,13.6,605,27,38.4,741.1,35,3062,2018,270,313,93,322,229,4,-11.5,39.6,-9999,1179,843,57
1949,AC,.,39.718477,-123.652786,-9999,11.4,17.8,2.6,15.2,1289,72,16.6,247.9,84,2556,2547,141,287,102,310,208,46,-15.1,38.9,-9999,1016,695,59
1949,BO,.,37.38199,-121.736746,-9999,13.5,20.4,3.9,16.5,405,24,58.2,832.6,53,3238,1988,348,330,60,336,276,7,-8.7,38.9,-9999,998,784,68
1949,BB,.,38.318682,-123.071828,-9999,11.4,13.6,4.9,8.7,540,20,39.6,667.7,43,2385,2465,43,319,73,325,252,7,-11.5,33.6,-9999,873,627,66
1949,HA,.,36.379264,-121.562935,-9999,13.2,20.4,4.2,16.2,523,16,44.4,1264.4,51,3104,2059,287,311,94,321,227,9,-11.5,39.6,-9999,1174,919,58
1950,AC,.,39.718477,-123.652786,-9999,12,19.1,3.1,16,2320,94,9.5,203.7,61,2676,2384,173,308,105,324,219,58,-15.1,38.9,-9999,1016,573,62
1950,BO,.,37.38199,-121.736746,-9999,14.4,21.4,6.1,15.4,738,26,33,814.9,31,3473,1735,401,345,47,351,304,6,-8.7,38.9,-9999,1037,696,69
1950,BB,.,38.318682,-123.071828,-9999,11.9,14.8,6.4,8.4,951,23,23,631,29,2499,2293,40,338,60,339,279,8,-11.5,33.6,-9999,874,521,68
1950,HA,.,36.379264,-121.562935,-9999,14,21.2,6.3,14.8,734,18,32.7,1156.9,30,3310,1824,330,328,90,336,245,6,-11.5,39.6,-9999,1194,818,58
1951,AC,.,39.718477,-123.652786,-9999,11.9,18.5,5.9,12.7,2431,91,9,204.2,53,2615,2414,161,304,94,322,228,27,-15.1,38.9,-9999,1021,573,61
1951,BO,.,37.38199,-121.736746,-9999,13.8,20.2,7.9,12.3,611,25,39.1,812.4,30,3253,1847,312,346,33,350,316,2,-8.7,38.9,-9999,988,695,70
1951,BB,.,38.318682,-123.071828,-9999,11.6,13.6,8.3,5.3,911,37,23.7,371.9,27,2369,2390,29,339,43,339,296,4,-11.5,33.6,-9999,828,482,70
1951,HA,.,36.379264,-121.562935,-9999,13.5,20.4,7.8,12.5,609,20,38.6,1009.7,30,3148,1925,275,324,80,333,253,2,-11.5,39.6,-9999,1171,877,59
1952,AC,.,39.718477,-123.652786,-9999,11.7,19.1,4.3,14.8,2213,106,9.8,180.2,66,2597,2513,190,297,98,320,223,60,-15.1,38.9,-9999,1004,618,62
1952,BO,.,37.38199,-121.736746,-9999,13.9,21.6,7.2,14.4,791,16,30.3,1316.7,33,3307,1886,386,346,32,354,322,8,-8.7,38.9,13.5,1007,717,70
1952,BB,.,38.318682,-123.071828,-9999,11.5,14,7.1,6.9,1000,39,21.5,360.6,30,2363,2422,33,338,49,336,287,9,-11.5,33.6,-9999,845,549,70
1952,HA,.,36.379264,-121.562935,-9999,13.6,21.4,7.7,13.7,872,18,27,1188.7,32,3171,1954,319,327,79,337,258,8,-11.5,39.6,-9999,1176,877,59
1953,AC,.,39.718477,-123.652786,-9999,11.9,18.4,7.1,11.4,2046,191,10.7,96.6,41,2583,2389,162,309,105,325,220,32,-15.1,38.9,-9999,985,460,62
1953,BO,.,37.38199,-121.736746,-9999,14.1,21.4,9.6,11.7,326,29,73.8,728.7,24,3313,1794,338,346,45,349,303,3,-8.7,38.9,-9999,1000,730,68
1953,BB,.,38.318682,-123.071828,-9999,12.1,14,10,4,680,40,32.4,354.5,20,2512,2215,39,343,52,342,291,5,-11.5,33.6,-9999,868,523,68
1953,HA,.,36.379264,-121.562935,-9999,13.8,21.3,9.4,11.9,370,19,64.4,1103.8,24,3227,1850,306,322,99,334,235,4,-11.5,39.6,-9999,1192,903,57
1954,AC,.,39.718477,-123.652786,-9999,11.9,18.4,6.2,12.3,2324,103,9.4,178.8,47,2583,2384,122,310,90,317,227,28,-15.1,38.9,-9999,1012,542,61
1954,BO,.,37.38199,-121.736746,-9999,14,21.9,8.1,13.8,541,21,44.3,1042.6,29,3304,1814,320,347,32,346,313,2,-8.7,38.9,-9999,1028,756,68
1954,BB,.,38.318682,-123.071828,-9999,11.8,14.4,8.2,6.2,877,31,24.8,467.3,26,2434,2334,31,338,48,330,283,4,-11.5,33.6,-9999,889,515,67
1954,HA,.,36.379264,-121.562935,-9999,13.9,22.1,8.3,13.7,614,17,39,1331.4,26,3278,1811,297,328,75,327,252,3,-11.5,39.6,-9999,1223,916,57
1955,AC,.,39.718477,-123.652786,-9999,11.1,18,4.6,13.5,1977,36,10.7,506.4,64,2395,2637,118,286,117,309,192,38,-15.1,38.9,-9999,1011,639,60
1955,BO,.,37.38199,-121.736746,-9999,13.5,20.7,6.2,14.5,691,28,33.9,736.9,37,3151,1968,306,335,58,343,285,7,-8.7,38.9,-9999,1016,746,68
1955,BB,.,38.318682,-123.071828,-9999,11.2,13.4,7,6.4,823,13,25.8,1008.9,31,2269,2503,26,325,74,322,248,6,-11.5,33.6,-9999,895,614,66
1955,HA,.,36.379264,-121.562935,-9999,13.2,20,7,13,822,30,28.2,660.6,34,3033,2028,255,315,99,326,227,6,-11.5,39.6,-9999,1184,865,58
1956,AC,.,39.718477,-123.652786,-9999,11.6,18.4,6.1,12.3,1676,78,12.9,234.9,55,2527,2489,142,295,100,312,212,45,-15.1,38.9,-9999,1000,630,60
1956,BO,.,37.38199,-121.736746,-9999,13.9,20.5,9.1,11.4,419,47,57,431.4,30,3262,1847,322,339,48,343,295,4,-8.7,38.9,-9999,1006,745,67
1956,BB,.,38.318682,-123.071828,-9999,11.6,13.9,8.7,5.3,688,33,31.4,422.5,27,2391,2375,34,327,62,325,263,7,-11.5,33.6,-9999,872,583,66
1956,HA,.,36.379264,-121.562935,-9999,13.7,20.5,9.3,11.2,439,34,54.1,606.5,29,3206,1872,292,315,91,327,236,5,-11.5,39.6,-9999,1188,931,56
1957,AC,.,39.718477,-123.652786,-9999,11.9,18.3,4.1,14.2,2322,337,9.4,54.1,55,2625,2411,158,307,95,323,228,29,-15.1,38.9,-9999,999,427,62
1957,BO,.,37.38199,-121.736746,-9999,14.3,21.3,6.6,14.7,579,69,41.9,308.1,29,3420,1767,397,349,34,352,318,3,-8.7,38.9,-9999,1011,662,70
1957,BB,.,38.318682,-123.071828,-9999,12,14.2,6.7,7.4,895,115,24.6,123.7,28,2541,2255,46,338,48,339,290,4,-11.5,33.6,-9999,883,433,69
1957,HA,.,36.379264,-121.562935,-9999,14.1,21.4,6.9,14.5,676,58,35.6,369.9,27,3329,1805,349,333,72,340,268,4,-11.5,39.6,-9999,1194,836,60
1958,AC,.,39.718477,-123.652786,-9999,13.1,20.3,7.4,12.9,2258,96,10.2,211,35,2995,2058,253,325,80,328,247,27,-15.1,38.9,-9999,1028,627,62
1958,BO,.,37.38199,-121.736746,-9999,15.1,22.6,8.9,13.7,806,38,31.1,597,22,3676,1575,485,353,26,354,328,4,-8.7,38.9,-9999,1010,716,69
1958,BB,.,38.318682,-123.071828,-9999,12.9,15.6,9.2,6.4,963,26,23.8,604.4,19,2826,1979,64,346,42,338,296,4,-11.5,33.6,-9999,890,554,68
1958,HA,.,36.379264,-121.562935,-9999,14.8,21.9,9.4,12.4,870,42,28.5,522.2,22,3560,1627,421,336,67,340,273,5,-11.5,39.6,-9999,1206,842,58
1959,AC,.,39.718477,-123.652786,-9999,12.4,19.2,6.7,12.5,1413,140,15.8,137.6,41,2759,2241,177,303,104,319,215,18,-15.1,38.9,-9999,1060,690,58
1959,BO,.,37.38199,-121.736746,-9999,14.9,22.1,9.4,12.7,411,51,60.6,436.4,22,3608,1582,423,348,38,352,315,2,-8.7,38.9,-9999,1082,891,66
1959,BB,.,38.318682,-123.071828,-9999,12.8,14.8,9.7,5.1,596,56,38.1,265.8,19,2765,2009,49,341,50,340,291,2,-11.5,33.6,-9999,947,683,65
1959,HA,.,36.379264,-121.562935,-9999,14.6,21.9,9.9,12,475,28,51.9,785.4,20,3510,1621,368,331,80,337,257,2,-11.5,39.6,-9999,1264,1092,55
1960,AC,.,39.718477,-123.652786,-9999,12.2,19.4,6,13.4,2189,119,10.1,163.4,46,2713,2319,192,314,91,316,225,23,-15.1,38.9,-9999,1033,578,61
1960,BO,.,37.38199,-121.736746,-9999,14.2,21.9,7.9,14,483,20,50.2,1071.2,29,3388,1798,398,349,41,345,304,3,-8.7,38.9,-9999,1037,804,69
1960,BB,.,38.318682,-123.071828,-9999,12,14.2,8.4,5.8,874,33,25.1,424,24,2501,2260,39,343,47,332,285,4,-11.5,33.6,-9999,881,545,69
1960,HA,.,36.379264,-121.562935,-9999,13.9,21.8,7.8,14,569,15,41.9,1425.1,28,3267,1861,335,327,90,327,237,3,-11.5,39.6,-9999,1221,948,58
1961,AC,.,39.718477,-123.652786,-9999,12.1,19.6,6.4,13.1,1879,146,11.7,133.7,44,2668,2357,191,307,103,310,207,21,-15.1,38.9,-9999,1022,515,61
1961,BO,.,37.38199,-121.736746,-9999,14.3,22.6,7.6,15,384,36,63.3,633.4,30,3421,1837,454,345,50,344,294,3,-8.7,38.9,-9999,1031,755,69
1961,BB,.,38.318682,-123.071828,-9999,12,15.2,8,7.2,682,30,32.3,501.8,26,2530,2255,49,338,60,331,272,4,-11.5,33.6,-9999,891,570,68
1961,HA,.,36.379264,-121.562935,-9999,14.3,22.5,8.4,14,417,25,58.3,914.8,24,3403,1773,400,324,95,325,230,2,-11.5,39.6,-9999,1246,933,56
1962,AC,.,39.718477,-123.652786,-9999,12,18.6,6,12.6,1910,117,11.5,159.4,48,2631,2370,154,306,101,324,223,28,-15.1,38.9,-9999,1019,572,61
1962,BO,.,37.38199,-121.736746,-9999,13.8,21.1,7.5,13.7,587,8,40.6,2537.2,32,3255,1871,320,345,44,351,306,5,-8.7,38.9,-9999,1001,749,69
1962,BB,.,38.318682,-123.071828,-9999,11.8,14.5,8.7,5.8,841,25,25.9,577.2,25,2429,2331,29,339,56,337,282,4,-11.5,33.6,-9999,867,536,68
1962,HA,.,36.379264,-121.562935,-9999,13.8,20.8,8.9,11.9,640,13,37.1,1632,27,3214,1852,278,326,89,332,243,4,-11.5,39.6,-9999,1199,935,57
1963,AC,.,39.718477,-123.652786,-9999,12,18.3,5.4,12.9,2023,62,10.9,295.7,45,2653,2347,153,313,81,332,251,27,-15.1,38.9,-9999,974,574,63
1963,BO,.,37.38199,-121.736746,-9999,13.8,20.7,6.7,14,708,32,33.6,650.3,34,3244,1916,355,341,38,352,314,5,-8.7,38.9,-9999,965,604,71
1963,BB,.,38.318682,-123.071828,-9999,11.8,14.3,7.4,7,849,25,25.7,582.8,29,2470,2327,45,336,47,341,294,5,-11.5,33.6,-9999,851,459,69
1963,HA,.,36.379264,-121.562935,-9999,13.9,20.3,7.6,12.7,724,25,33,813.3,26,3265,1837,322,322,80,339,260,5,-11.5,39.6,-9999,1179,760,58
1964,AC,.,39.718477,-123.652786,-9999,11.5,18.7,5.6,13.1,2122,76,10.1,245.8,56,2494,2534,152,291,120,309,189,25,-15.1,38.9,-9999,1020,642,60
1964,BO,.,37.38199,-121.736746,-9999,13.8,21,7.7,13.3,566,36,42,581.6,30,3237,1907,350,339,60,348,288,3,-8.7,38.9,-9999,1006,772,68
1964,BB,.,38.318682,-123.071828,-9999,11.6,14.6,7.9,6.6,731,31,29.5,472.7,27,2379,2387,35,328,81,328,248,4,-11.5,33.6,-9999,891,597,66
1964,HA,.,36.379264,-121.562935,-9999,13.4,21,8.3,12.8,608,39,38.5,541.3,30,3103,1985,297,313,110,326,216,3,-11.5,39.6,-9999,1208,920,57
1965,AC,.,39.718477,-123.652786,-9999,11.8,18.8,5.8,13.1,1596,35,13.7,541.4,48,2588,2397,143,306,98,312,214,31,-15.1,38.9,-9999,998,657,61
1965,BO,.,37.38199,-121.736746,-9999,13.9,21.8,6.7,15.1,585,10,40.8,2087,32,3280,1872,341,347,29,352,324,3,-8.7,38.9,-9999,963,693,71
1965,BB,.,38.318682,-123.071828,-9999,11.7,15,7.2,7.7,777,14,27.9,1059.1,28,2420,2359,34,337,51,334,283,5,-11.5,33.6,-9999,843,526,69
1965,HA,.,36.379264,-121.562935,-9999,13.8,21.3,7.4,13.9,695,13,34.3,1592.2,29,3250,1875,326,329,80,337,257,3,-11.5,39.6,-9999,1162,820,60
1966,AC,.,39.718477,-123.652786,-9999,12,18.9,5.8,13.1,1849,38,11.9,500.8,50,2667,2344,152,304,101,321,219,32,-15.1,38.9,-9999,1041,712,60
1966,BO,.,37.38199,-121.736746,-9999,14.4,21.6,7.9,13.7,416,21,58.6,1031.6,30,3458,1718,385,347,37,350,312,4,-8.7,38.9,-9999,1034,838,69
1966,BB,.,38.318682,-123.071828,-9999,12,14.3,8.5,5.9,789,18,27.9,782,25,2531,2243,40,339,54,337,284,5,-11.5,33.6,-9999,900,648,67
1966,HA,.,36.379264,-121.562935,-9999,14.1,20.8,7.9,12.9,476,20,50.7,1018.7,29,3349,1780,336,328,76,336,259,4,-11.5,39.6,-9999,1221,1001,58
1967,AC,.,39.718477,-123.652786,-9999,12,20.6,5.3,15.3,1989,72,11.1,286.1,59,2696,2443,236,292,111,320,209,59,-15.1,38.9,-9999,1029,609,60
1967,BO,.,37.38199,-121.736746,-9999,14.3,22.6,7.6,15,678,27,35.8,843.7,33,3436,1866,482,342,43,348,305,10,-8.7,38.9,-9999,996,727,69
1967,BB,.,38.318682,-123.071828,-9999,12,15.1,8.5,6.5,861,30,25.5,498.8,27,2537,2267,51,334,64,338,273,10,-11.5,33.6,-9999,878,542,67
1967,HA,.,36.379264,-121.562935,-9999,14.1,22,7.9,14.1,683,31,35.3,703.4,29,3362,1859,415,325,84,338,253,9,-11.5,39.6,-9999,1185,848,59
1968,AC,.,39.718477,-123.652786,-9999,12,18.5,5.4,13.2,2074,145,10.6,127.9,48,2653,2358,160,311,104,322,218,26,-15.1,38.9,-9999,1005,559,62
1968,BO,.,37.38199,-121.736746,-9999,14.4,21.4,7.5,13.9,518,21,47,1035.2,28,3427,1751,389,349,44,348,305,3,-8.7,38.9,-9999,1019,748,70
1968,BB,.,38.318682,-123.071828,-9999,12.1,14.7,7.6,7.1,899,32,24.6,458.8,26,2546,2241,45,338,59,335,276,4,-11.5,33.6,-9999,891,539,68
1968,HA,.,36.379264,-121.562935,-9999,14.1,21.3,7.3,14,526,16,45.7,1319.9,26,3326,1806,342,330,89,333,245,2,-11.5,39.6,-9999,1211,884,59
1969,AC,.,39.718477,-123.652786,-9999,11.9,18.9,5.2,13.6,2388,43,9.2,443.8,55,2660,2397,182,305,95,316,221,70,-15.1,38.9,18.3,1001,612,62
1969,BO,.,37.38199,-121.736746,-9999,14.2,21.7,7.7,14,787,13,30.7,1715.8,31,3397,1804,403,349,35,349,315,9,-8.7,38.9,-9999,1000,721,70
1969,BB,.,38.318682,-123.071828,-9999,12,14.9,7.3,7.6,1083,9,20.3,1713.6,28,2532,2263,42,339,52,335,283,11,-11.5,33.6,-9999,868,533,68
1969,HA,.,36.379264,-121.562935,-9999,13.9,21.2,8.7,12.5,999,14,23.9,1561.1,29,3284,1839,333,331,79,334,255,10,-11.5,39.6,-9999,1179,880,59
1970,AC,.,39.718477,-123.652786,-9999,12.1,18.8,6.1,12.7,2380,40,9.3,475.7,41,2665,2325,160,314,102,309,207,19,-15.1,38.9,-9999,1042,662,61
1970,BO,.,37.38199,-121.736746,-9999,14.5,21.5,8.2,13.3,755,11,32.5,1954.3,23,3468,1678,385,354,35,350,315,2,-8.7,38.9,-9999,1038,775,69
1970,BB,.,38.318682,-123.071828,-9999,12.1,13.8,8.4,5.4,1093,15,20.2,896.3,21,2540,2214,35,345,54,330,276,3,-11.5,33.6,-9999,910,592,67
1970,HA,.,36.379264,-121.562935,-9999,14.1,21.5,8.2,13.3,800,10,30.1,2105.6,24,3329,1784,340,332,86,329,243,2,-11.5,39.6,-9999,1227,923,58
1971,AC,.,39.718477,-123.652786,-9999,11.2,19.8,4.4,15.5,1701,113,12.5,175.1,64,2432,2654,176,289,110,306,196,33,-15.1,38.9,-9999,988,553,61
1971,BO,.,37.38199,-121.736746,-9999,13.6,22.1,6.6,15.6,388,25,60.8,875.5,36,3197,2017,391,339,52,340,288,3,-8.7,38.9,-9999,989,720,69
1971,BB,.,38.318682,-123.071828,-9999,11.4,15.4,7.1,8.2,559,25,38.3,627.2,31,2346,2446,45,325,71,324,253,4,-11.5,33.6,-9999,886,603,66
1971,HA,.,36.379264,-121.562935,-9999,13.3,21.6,6.6,15,440,25,52.9,876.2,35,3087,2077,340,312,101,323,222,4,-11.5,39.6,-9999,1183,903,58
1972,AC,.,39.718477,-123.652786,-9999,11.8,19.4,4.5,14.9,1806,156,12.1,124.2,60,2617,2456,173,300,106,312,206,35,-15.1,38.9,-9999,1008,498,61
1972,BO,.,37.38199,-121.736746,-9999,14.2,21.9,6.4,15.6,493,26,49,855.9,35,3398,1824,404,343,45,350,305,3,-8.7,38.9,-9999,1010,760,70
1972,BB,.,38.318682,-123.071828,-9999,11.8,15,6.9,8,717,39,30.4,379.2,31,2472,2327,37,333,62,333,271,4,-11.5,33.6,-9999,873,521,69
1972,HA,.,36.379264,-121.562935,-9999,14,22.2,7.3,14.9,477,12,50.4,1884.4,29,3336,1829,367,327,85,338,253,4,-11.5,39.6,-9999,1197,923,59
1973,AC,.,39.718477,-123.652786,-9999,11.9,18.6,5.1,13.6,2732,117,8,158.7,52,2631,2394,158,314,94,321,227,51,-15.1,38.9,-9999,1017,605,63
1973,BO,.,37.38199,-121.736746,-9999,14.3,21,7.8,13.2,891,9,27.2,2293.8,29,3406,1764,389,353,30,350,320,7,-8.7,38.9,-9999,1001,730,71
1973,BB,.,38.318682,-123.071828,-9999,12.1,14.3,8,6.3,1236,37,17.8,384.8,25,2533,2244,39,344,45,339,294,8,-11.5,33.6,-9999,883,553,69
1973,HA,.,36.379264,-121.562935,-9999,13.8,21,7.8,13.3,964,8,24.7,2536,30,3251,1873,330,333,72,334,262,7,-11.5,39.6,-9999,1178,880,60
1974,AC,.,39.718477,-123.652786,-9999,11.9,19.1,5.8,13.4,2143,58,10.2,332.6,54,2651,2414,189,300,107,315,208,50,-15.1,38.9,17.2,1025,613,60
1974,BO,.,37.38199,-121.736746,-9999,14.3,21.4,8.1,13.2,527,13,46.1,1687,30,3415,1804,427,347,43,352,309,4,-8.7,38.9,-9999,1004,687,70
1974,BB,.,38.318682,-123.071828,-9999,11.9,14.5,8.5,6,862,19,25.4,745.3,27,2473,2298,39,334,61,332,271,7,-11.5,33.6,-9999,878,516,67
