Transect,Recipient,Gen,Symbol,Plant_ID,Segment,corolla_diam_mm,Photo date,Notes,,
7,AC_201,G1,-,4,4R,19.927,5/12/23,non fitness,,
7,AC_201,G1,-,5,4R,,,,,
7,AC_172,G2,X,2,6L,,,,,
7,AC_095,G1,-,3,6R,,,,,
7,AC_056,G1,-,3,7L,18.894,4/28,,,
7,AC_055,G1,-,3,7R,20.335,4/28,,,
7,AC_211,G2,X,1,8L,18.256,4/28,,,
7,AC_199,G2,X,4,8R,22.801,4/28,,,
7,AC_052,G1,-,3,9L,17.991,4/28,,,
7,AC_204,G2,X,3,9R,25.313,4/28,non-fitness plant,,
7,AC_204,G2,X,4,9R,,,,,
7,AC_074,G1,-,4,10L,17.388,4/28,,,
7,AC_179,G1,-,5,10R,17.588,4/28,,,
7,AC_200,G2,X,1,11R,19.125,4/28,non-fitness plant,,
7,AC_200,G2,X,3,11R,,,,,
7,AC_017,G1,-,2,12L,16.661,4/28,,,
7,AC_056,G2,X,1,12R,21.063,4/28,,,
7,AC_216,G2,X,2,13L,20.119,4/28,,,
7,AC_048,G1,-,4,14L,16.491,4/28,,,
7,AC_189,G2,X,1,14R,,,,,
7,AC_122,G2,X,2,15R,20.861,4/28,,,
7,AC_217,G2,X,1,16L,20.372,4/28,,,
7,AC_066,G1,-,5,17R,18.961,4/28,,,
7,AC_155,G2,X,2,19R,18.173,4/28,,,
7,AC_110,G2,X,5,20L,24.049,4/28,,,
7,AC_017,G1,-,5,21L,18.667,4/28,,,
7,AC_017,G2,X,1,21R,21.336,4/28,non-fitness plant,,
7,AC_017,G2,X,3,21R,20.548,4/28,,,
7,AC_051,G2,X,1,22L,,,,,
7,AC_086,G2,X,5,22R,17.333,4/28,,,
7,AC_104,G2,X,1,23L,24.109,04/14/23,,,
7,AC_057,G2,X,2,23R,,,,,
7,AC_218,G1,-,5,24L,18.439,04/14/23,,,
7,AC_081,G2,X,1,24R,,,,,
7,AC_114,G1,-,2,25L,,,,,
7,AC_092,G1,-,5,26R,,,,,
7,AC_017,G2,X,5,27R,,,,,
7,AC_151,G1,-,1,28L,,,,,
7,AC_189,G2,X,2,28R,11.392,06/09/23,,,
7,AC_189,G2,X,3,28R,17.462,04/14/23,non-fitness plant,,
7,AC_178,G2,X,4,29L,,,,,
7,AC_216,G1,-,1,29R,17.76,04/14/23,non-fitness plant,,
7,AC_216,G1,-,5,29R,,,,,
7,AC_096,G2,X,1,30L,,,,,
7,AC_114,G2,X,2,31L,,,,,
7,AC_123,G2,X,3,31R,17.201,04/14/23,,,
7,AC_083,G2,X,2,32L,,,,,
7,AC_034,G2,X,2,32R,15.641,04/14/23,,,
7,AC_216,G2,X,5,33L,,,,,
7,AC_075,G1,-,4,33R,,,,,
7,AC_107,G1,-,5,34L,19.167,04/14/23,,,
7,AC_082,G1,-,1,34R,,,,,
7,AC_097,G1,-,4,35L,22.539,04/14/23,non-fitness plant,,
7,AC_097,G1,-,5,35L,,,,,
7,AC_211,G2,X,1,35R,18.995,04/14/23,,,
7,AC_052,G2,X,3,36L,,,,,
7,AC_030,G2,X,5,36R,20.007,04/14/23,,,
8,AC_193,G2,X,1,1L,19.38,5/12/23,,,
8,AC_011,G1,-,5,1R,18.89,5/12/23,,,
8,AC_038,G2,X,4,2L,21.154,5/12/23,,,
8,AC_191,G2,X,1,2R,21.249,4/28,,,
8,AC_148,G2,X,4,3L,,,,,
8,AC_038,G1,-,2,3R,20.227,4/28,,,
8,AC_089,G2,X,3,4R,19.459,4/28,,,
8,AC_089,G2,X,3,4R,23.212,5/12/23,,,
8,AC_131,G1,-,5,5L,8.775,4/28,,,
8,AC_218,G2,X,1,5R,23.729,4/28,,,
8,AC_206,G1,-,1,6L,,,,,
8,AC_206,G1,-,3,6L,22.54,4/28,non-fitness,,
8,AC_186,G1,-,2,6R,19.318,4/28,,,
8,AC_211,G1,-,1,8L,20.267,4/28,,,
8,AC_017,G2,X,1,8R,,,,,
8,AC_185,G2,X,4,9L,18.607,4/28,,,
8,AC_028,G1,-,2,9R,,,,,
8,AC_028,G1,-,5,9R,19.119,4/21,non-fitness plant,,
8,AC_100,G2,X,1,10L,18.719,4/28,,,
8,AC_142,G2,X,2,10R,15.18,4/28,,,
8,AC_204,G1,-,4,11L,23.311,4/28,,,
8,AC_072,G1,-,2,12R,,,,,
8,AC_082,G1,-,2,13R,17.948,4/28,,,
8,AC_074,G1,-,5,14R,19.948,4/28,,,
8,AC_160,G2,X,1,15L,,,,,
8,AC_160,G1,-,1,15R,,,,,
8,AC_133,G2,X,5,16L,21.977,4/28,,,
8,AC_005,G2,X,1,16R,21.893,4/28,non-fitness plant,,
8,AC_005,G2,X,2,16R,,,,,
8,AC_206,G1,-,4,17L,18.795,4/28,,,
8,AC_110,G1,-,3,17R,,,,,
8,AC_110,G1,-,5,17R,21.147,4/28,non-fitness plant,,
8,AC_123,G2,X,5,18R,19.349,4/28,,,
8,AC_062,G1,-,4,19R,18.013,4/28,,,
8,AC_014,G1,-,2,20L,,,,,
8,AC_058,G2,X,5,20R,12.008,4/28,,,
8,AC_155,G2,X,4,21L,20.151,4/28,,,
8,AC_115,G1,-,3,21R,,,,,
8,AC_113,G2,X,5,22L,15.588,4/28,,,
8,AC_189,G1,-,3,22R,17.514,4/28,,,
8,AC_052,G2,X,5,23R,21.081,4/28,,,
8,AC_218,G2,X,4,24L,16.759,04/14/23,,,
8,AC_104,G2,X,2,24R,15.792,4/28,non-fitness plant,,
8,AC_104,G2,X,5,24R,,,,,
8,AC_208,G2,X,4,25L,,,,,
8,AC_097,G2,X,5,25R,,,,,
8,AC_158,G2,X,1,26L,16.641,4/28,,,
8,AC_096,G2,X,5,27L,,,,,
8,AC_083,G1,-,4,27R,,,,,
8,AC_133,G2,X,3,28L,,,,,
8,AC_142,G1,-,1,28R,,,,,
8,AC_130,G2,X,1,29L,,,,,
8,AC_092,G1,-,5,29R,17.41,4/28,,,
8,AC_014,G1,-,2,30R,,,,,
8,AC_151,G1,-,1,31L,,,,,
8,AC_120,G2,X,2,32L,18.997,4/14/2023,,,
8,AC_014,G2,X,2,32R,,,,,
8,AC_015,G1,-,1,33L,,,,,
8,AC_015,G1,-,2,33L,16.383,04/14/23,non-fitness plant,,
8,AC_151,G2,X,2,33R,,,,,
8,AC_119,G2,X,3,34L,12.663,4/28,,,
8,AC_088,G2,X,4,34R,,,,,
8,AC_064,G1,-,4,35L,,,,,
8,AC_182,G1,-,5,35R,,,,,
8,AC_200,G1,-,2,36R,16.136,4/28,,,
9,AC_182,G2,X,4,1L,18.451,5/26/23,,,
9,AC_182,G2,X,5,1L,22.107,5/12/23,non fitness,,
9,AC_090,G2,X,2,2L,,,,,
9,AC_218,G1,-,2,2R,23.282,04/28/23,non-fitness plant,,
9,AC_218,G1,-,3,2R,20.995,5/12/23,,,
9,AC_217,G1,-,4,3L,19.326,04/28/23,,,
9,AC_097,G2,X,1,3R,16.954,5/12/23,,,
9,AC_097,G2,X,5,3R,18.872,04/28/23,non-fitness plant,,
9,AC_158,G1,-,1,4L,18.005,04/28/23,,,
9,AC_100,G1,-,3,4R,15.659,04/28/23,,,
9,AC_118,G1,-,1,5L,17.139,04/28/23,,,
9,AC_097,G1,-,5,5R,20.841,04/28/23,,,
9,AC_201,G1,-,3,6L,20.31,04/28/23,,,
9,AC_066,G1,-,1,6R,19.802,4/28,,,
9,AC_040,G1,-,3,7L,20.67,04/28/23,,,
9,AC_208,G1,-,5,7R,19.69,04/28/23,,,
9,AC_168,G2,X,1,8R,23.997,04/28/23,,,
9,AC_110,G1,-,1,9R,,,,,
9,AC_110,G1,-,5,9R,20.857,04/28/23,non-fitness plant,,
9,AC_015,G1,-,4,10L,18.741,4/28,,,
9,AC_155,G1,-,2,10R,15.334,04/28/23,,,
9,AC_015,G2,X,1,11L,,,,,
9,AC_015,G2,X,2,11L,20.514,4/28,non fitness,,
9,AC_154,G2,X,1,11R,27.094,04/28/23,non-fitness plant,,
9,AC_154,G2,X,5,11R,,,,,
9,AC_115,G2,X,1,12L,19.271,04/28/23,,,
9,AC_092,G2,X,2,12R,23.698,04/28/23,,,
9,AC_122,G2,X,4,13L,22.519,04/28/23,,,
9,AC_048,G2,X,1,13R,19.763,4/28,non fitness,,
9,AC_048,G2,X,4,13R,,,,,
9,AC_074,G2,X,5,14L,18.509,04/28/23,,,
9,AC_211,G2,X,1,14R,,,,,
9,AC_211,G2,X,4,14R,19.176,04/28/23,non-fitness plant,,
9,AC_218,G2,X,1,15L,22.644,04/28/23,,,
9,AC_082,G2,X,1,16L,21.645,04/28/23,,,
9,AC_153,G2,X,1,17L,16.085,04/28/23,,,
9,AC_051,G2,X,2,18R,18.166,4/28,non fitness,,
9,AC_051,G2,X,5,18R,,,,,
9,AC_090,G1,-,3,19L,20.961,04/28/23,,,
9,AC_199,G1,-,1,20L,17.191,04/28/23,non-fitness plant,,
9,AC_199,G1,-,2,20L,,,,,
9,AC_034,G1,-,2,21L,,,,,
9,AC_070,G2,X,5,21R,,,,,
9,AC_217,G2,X,4,22R,22.742,04/28/23,,,
9,AC_081,G1,-,4,23L,19.476,04/28/23,,,
9,AC_155,G1,-,4,25L,22.31,04/28/23,non-fitness plant,,
9,AC_155,G1,-,5,25L,,,,,
9,AC_092,G2,X,2,26L,,,,,
9,AC_186,G2,X,1,26R,,,,,
9,AC_015,G1,-,3,27L,17.995,5/12/23,,,
9,AC_075,G2,X,5,28L,,,,,
9,AC_193,G1,-,3,28R,,,,,
9,AC_128,G1,-,2,29L,17.057,5/12/23,,,
9,AC_179,G2,X,1,29R,14.788,04/28/23,,,
9,AC_097,G2,X,3,30L,16.115,04/28/23,non-fitness plant,,
9,AC_097,G2,X,5,30L,,,,,
9,AC_136,G1,-,4,31L,,,,,
9,AC_014,G2,X,1,31R,,,,,
9,AC_188,G2,X,5,32L,,,,,
9,AC_133,G1,-,5,32R,19.475,04/28/23,,,
9,AC_081,G1,-,5,33L,,,,,
9,AC_201,G2,X,1,33R,,,,,
9,AC_113,G1,-,1,34R,,,,,
