Block,Transect,Donor,Recipient,est_seed_prod,total_fruit_prod,closed_fruits,seed_count,P_surv_flower,FIT_surv_x_seedprod,FIT_surv_x_fruitprod,BLOCKmean_FIT_surv_x_seedprod,BLOCKmean_FIT_surv_x_fruitprod,BLOCKmean_est_seed_prod,BLOCKmean_total_fruit_prod,BLOCKmean_seed_count,BLOCKmean_P_surv_flower,Rel_FIT_surv_x_seedprod,Rel_FIT_surv_x_fruitprod,Rel_est_seed_prod,Rel_total_fruit_prod,Rel_seed_count,Rel_P_surv_flower
1,1,BO_065,BO_115,NA,0,0,NA,0.25,NA,0,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,NA,0,NA,0,NA,0.9326923076923077
1,1,BO_070,BO_066,0,1,1,0,0.125,0,0.125,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,0,0.11411764705882352,0,0.2219679633867277,0,0.46634615384615385
1,1,BO_073,BO_117,NA,0,0,NA,0.25,NA,0,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,NA,0,NA,0,NA,0.9326923076923077
1,1,BO_074,BO_047,NA,0,0,NA,0.375,NA,0,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,NA,0,NA,0,NA,1.3990384615384617
1,1,BO_074,BO_118,NA,0,0,NA,0.5,NA,0,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,NA,0,NA,0,NA,1.8653846153846154
1,1,BO_096,BO_012,NA,0,0,NA,0.25,NA,0,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,NA,0,NA,0,NA,0.9326923076923077
1,1,BO_096,BO_178,2,2,2,2,0.625,1.25,1.25,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,0.5629612497634616,1.1411764705882352,0.1922990600508129,0.4439359267734554,0.5042016806722689,2.331730769230769
1,1,BO_101,BO_024,0,3,3,0,0.125,0,0.375,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,0,0.3423529411764706,0,0.665903890160183,0,0.46634615384615385
1,1,BO_101,BO_080,2,4,4,2,0.5,1,2,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,0.45036899981076933,1.8258823529411763,0.1922990600508129,0.8878718535469108,0.5042016806722689,1.8653846153846154
1,1,BO_101,BO_182,8,4,4,8,0.25,2,1,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,0.9007379996215387,0.9129411764705881,0.7691962402032516,0.8878718535469108,2.0168067226890756,0.9326923076923077
1,1,BO_106,BO_104,NA,0,0,NA,0,NA,0,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,NA,0,NA,0,NA,0
1,1,BO_106,BO_191,NA,0,0,NA,0.5,NA,0,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,NA,0,NA,0,NA,1.8653846153846154
1,1,BO_128,BO_060,6,4,2,3,0.25,1.5,1,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,0.675553499716154,0.9129411764705881,0.5768971801524387,0.8878718535469108,0.7563025210084033,0.9326923076923077
1,1,BO_130,BO_120,NA,0,0,NA,0.125,NA,0,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,NA,0,NA,0,NA,0.46634615384615385
1,1,BO_143,BO_004,NA,1,0,0,0.25,NA,0.25,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,NA,0.22823529411764704,NA,0.2219679633867277,0,0.9326923076923077
1,1,BO_149,BO_185,NA,0,0,NA,0.125,NA,0,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,NA,0,NA,0,NA,0.46634615384615385
1,1,BO_168,BO_155,NA,1,0,0,0.125,NA,0.125,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,NA,0.11411764705882352,NA,0.2219679633867277,0,0.46634615384615385
1,1,BO_168,BO_175,NA,0,0,NA,0.125,NA,0,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,NA,0,NA,0,NA,0.46634615384615385
1,1,BO_170,BO_045,NA,0,0,NA,0.125,NA,0,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,NA,0,NA,0,NA,0.46634615384615385
1,1,BO_177,BO_121,NA,0,0,NA,0.375,NA,0,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,NA,0,NA,0,NA,1.3990384615384617
1,1,BO_177,BO_139,NA,0,0,NA,0.25,NA,0,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,NA,0,NA,0,NA,0.9326923076923077
1,1,BO_188,BO_008,NA,0,0,NA,0.125,NA,0,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,NA,0,NA,0,NA,0.46634615384615385
1,1,BO_192,BO_021,6,3,3,6,0.375,2.25,1.125,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,1.013330249574231,1.0270588235294116,0.5768971801524387,0.665903890160183,1.5126050420168067,1.3990384615384617
1,1,BO_192,BO_127,124.85714285714285,38,14,46,0.125,15.607142857142856,4.75,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,7.02897331847522,4.336470588235294,12.00495560602932,8.434782608695652,11.596638655462185,0.46634615384615385
1,1,BO_192,BO_166,0,1,1,0,0.25,0,0.25,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,0,0.22823529411764704,0,0.2219679633867277,0,0.9326923076923077
1,1,BO_194,BO_098,2,1,1,2,0.125,0.25,0.125,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,0.11259224995269233,0.11411764705882352,0.1922990600508129,0.2219679633867277,0.5042016806722689,0.46634615384615385
1,1,BO_201,BO_130,29.6,37,15,12,0.125,3.7,4.625,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,1.6663652992998466,4.22235294117647,2.8460260887520312,8.212814645308924,3.0252100840336134,0.46634615384615385
1,2,BO_029,BO_061,22,22,2,2,0.375,8.25,8.25,2.220401493930906,1.0953608247422681,10.40046685340803,4.505154639175258,3.966666666666667,0.26804123711340205,3.715544248438847,7.5317647058823525,2.115289660558942,4.883295194508009,0.5042016806722689,1.3990384615384617
