Transect,Donor,Recipient,Stage,Plant_ID,date_1,date_2,date_3,date_4,date_5,Transect,Recipient,Plant_ID,date_1,date_2,date_3,date_4,date_5,flr_P
1,AC_91,AC_218,Flow Date,3,,,,,,1,AC_218,8,,,,,,
1,AC_91,AC_218,Flow Date,4,,,,,,1,AC_218,9,,,,,,
1,AC_91,AC_218,Flow Date,5,,,,,,1,AC_218,10,,,,,,
1,AC_170,AC_185,Flow Date,1,,,,,,1,AC_185,6,,,,,,
1,AC_170,AC_185,Flow Date,2,,,,,,1,AC_185,7,,,,,,
1,AC_170,AC_185,Flow Date,3,,,,,,1,AC_185,8,,,,,,
1,AC_170,AC_185,Flow Date,4,,,,,,1,AC_185,9,,,,,,
1,AC_170,AC_185,Flow Date,5,,,,,,1,AC_185,10,,,,,,
1,AC_207,AC_55,Flow Date,1,,,,,,1,AC_55,6,,,,,,
1,AC_207,AC_55,Flow Date,2,,,,,,1,AC_55,7,,,,,,
1,AC_207,AC_55,Flow Date,3,,,,,,1,AC_55,8,,,,,,
1,AC_207,AC_55,Flow Date,4,,,,,,1,AC_55,9,,,,,,
1,AC_207,AC_55,Flow Date,5,,,,,,1,AC_55,10,,,,,,
1,AC_91,AC_189,Flow Date,1,,,,,,1,AC_189,6,,,,,,
1,AC_91,AC_189,Flow Date,2,,,,,,1,AC_189,7,,,,,,
1,AC_91,AC_189,Flow Date,3,,,,,,1,AC_189,8,,,,,,
1,AC_91,AC_189,Flow Date,4,,,,,,1,AC_189,9,,,,,,
1,AC_91,AC_189,Flow Date,5,,,,,,1,AC_189,10,,,,,,
1,AC_198,AC_66,Flow Date,1,,,,,,1,AC_66,6,,,,,,
1,AC_198,AC_66,Flow Date,2,,,,,,1,AC_66,7,,,,,,
1,AC_198,AC_66,Flow Date,3,,,,,,1,AC_66,8,,,,,,
1,AC_198,AC_66,Flow Date,4,,,,,,1,AC_66,9,,,,,,
1,AC_198,AC_66,Flow Date,5,,,,,,1,AC_66,10,,,,,,
1,AC_64,AC_205,Flow Date,1,,,,,,1,AC_205,6,,,,,,
1,AC_64,AC_205,Flow Date,2,,,,,,1,AC_205,7,,,,,,
1,AC_64,AC_205,Flow Date,3,,,,,,1,AC_205,8,,,,,,
1,AC_64,AC_205,Flow Date,4,,,,,,1,AC_205,9,,,,,,
1,AC_64,AC_205,Flow Date,5,,,,,,1,AC_205,10,,,,,,
1,AC_96,AC_128,Flow Date,1,,,,,,1,AC_128,6,,,,,,
1,AC_96,AC_128,Flow Date,2,,,,,,1,AC_128,7,,,,,,
1,AC_96,AC_128,Flow Date,3,,,,,,1,AC_128,8,,,,,,
1,AC_96,AC_128,Flow Date,4,,,,,,1,AC_128,9,,,,,,
1,AC_96,AC_128,Flow Date,5,,,,,,1,AC_128,10,,,,,,
2,AC_186,AC_153,Flow Date,1,,,,,,2,AC_153,6,,,,,,
2,AC_186,AC_153,Flow Date,2,,,,,,2,AC_153,7,,,,,,
2,AC_186,AC_153,Flow Date,3,,,,,,2,AC_153,8,,,,,,
2,AC_186,AC_153,Flow Date,4,,,,,,2,AC_153,9,,,,,,
2,AC_186,AC_153,Flow Date,5,,,,,,2,AC_153,10,,,,,,
2,AC_216,AC_34,Flow Date,1,,,,,,2,AC_34,6,,,,,,
2,AC_216,AC_34,Flow Date,2,,,,,,2,AC_34,7,,,,,,
2,AC_216,AC_34,Flow Date,3,,,,,,2,AC_34,8,,,,,,
2,AC_216,AC_34,Flow Date,4,,,,,,2,AC_34,9,,,,,,
2,AC_216,AC_34,Flow Date,5,,,,,,2,AC_34,10,,,,,,
2,AC_8,AC_68,Flow Date,1,,,,,,2,AC_68,6,,,,,,
2,AC_8,AC_68,Flow Date,2,,,,,,2,AC_68,7,,,,,,
2,AC_8,AC_68,Flow Date,3,,,,,,2,AC_68,8,,,,,,
2,AC_8,AC_68,Flow Date,4,,,,,,2,AC_68,9,,,,,,
2,AC_8,AC_68,Flow Date,5,,,,,,2,AC_68,10,,,,,,
2,AC_150,AC_83,Flow Date,1,,,,,,2,AC_83,6,,,,,,
2,AC_150,AC_83,Flow Date,2,,,,,,2,AC_83,7,,,,,,
2,AC_150,AC_83,Flow Date,3,,,,,,2,AC_83,8,,,,,,
2,AC_150,AC_83,Flow Date,4,,,,,,2,AC_83,9,,,,,,
2,AC_150,AC_83,Flow Date,5,,,,,,2,AC_83,10,,,,,,
2,AC_124,AC_14,Flow Date,1,,,,,,2,AC_14,6,,,,,,
2,AC_124,AC_14,Flow Date,2,,,,,,2,AC_14,7,,,,,,
2,AC_124,AC_14,Flow Date,3,,,,,,2,AC_14,8,,,,,,
2,AC_124,AC_14,Flow Date,4,,,,,,2,AC_14,9,,,,,,
2,AC_124,AC_14,Flow Date,5,,,,,,2,AC_14,10,,,,,,
2,AC_91,AC_204,Flow Date,1,,,,,,2,AC_204,6,,,,,,
2,AC_91,AC_204,Flow Date,2,,,,,,2,AC_204,7,,,,,,
2,AC_91,AC_204,Flow Date,3,,,,,,2,AC_204,8,,,,,,
2,AC_91,AC_204,Flow Date,4,,,,,,2,AC_204,9,,,,,,
2,AC_91,AC_204,Flow Date,5,,,,,,2,AC_204,10,,,,,,
2,AC_161,AC_213,Flow Date,1,,,,,,2,AC_213,6,,,,,,
2,AC_161,AC_213,Flow Date,2,,,,,,2,AC_213,7,,,,,,
2,AC_161,AC_213,Flow Date,3,,,,,,2,AC_213,8,,,,,,
2,AC_161,AC_213,Flow Date,4,,,,,,2,AC_213,9,,,,,,
2,AC_161,AC_213,Flow Date,5,,,,,,2,AC_213,10,,,,,,
2,AC_177,AC_211,Flow Date,1,,,,,,2,AC_211,6,,,,,,
2,AC_177,AC_211,Flow Date,2,,,,,,2,AC_211,7,,,,,,
2,AC_177,AC_211,Flow Date,3,,,,,,2,AC_211,8,,,,,,
2,AC_177,AC_211,Flow Date,4,,,,,,2,AC_211,9,,,,,,
2,AC_177,AC_211,Flow Date,5,,,,,,2,AC_211,10,,,,,,
2,AC_168,AC_142,Flow Date,1,,,,,,2,AC_142,6,,,,,,
2,AC_168,AC_142,Flow Date,2,,,,,,2,AC_142,7,,,,,,
2,AC_168,AC_142,Flow Date,3,,,,,,2,AC_142,8,,,,,,
2,AC_168,AC_142,Flow Date,4,,,,,,2,AC_142,9,,,,,,
2,AC_168,AC_142,Flow Date,5,,,,,,2,AC_142,10,,,,,,
2,AC_125,AC_38,Flow Date,1,,,,,,2,AC_38,6,,,,,,
2,AC_125,AC_38,Flow Date,2,,,,,,2,AC_38,7,,,,,,
2,AC_125,AC_38,Flow Date,3,,,,,,2,AC_38,8,,,,,,
2,AC_125,AC_38,Flow Date,4,,,,,,2,AC_38,9,,,,,,
2,AC_125,AC_38,Flow Date,5,,,,,,2,AC_38,10,,,,,,
2,AC_179,AC_114,Flow Date,1,,,,,,2,AC_114,6,,,,,,
2,AC_179,AC_114,Flow Date,2,,,,,,2,AC_114,7,,,,,,
2,AC_179,AC_114,Flow Date,3,,,,,,2,AC_114,8,,,,,,
2,AC_179,AC_114,Flow Date,4,,,,,,2,AC_114,9,,,,,,
2,AC_179,AC_114,Flow Date,5,,,,,,2,AC_114,10,,,,,,
2,AC_186,AC_11,Flow Date,1,,,,,,2,AC_11,6,,,,,,
2,AC_186,AC_11,Flow Date,2,,,,,,2,AC_11,7,,,,,,
2,AC_186,AC_11,Flow Date,3,,,,,,2,AC_11,8,,,,,,
2,AC_186,AC_11,Flow Date,4,,,,,,2,AC_11,9,,,,,,
2,AC_186,AC_11,Flow Date,5,,,,,,2,AC_11,10,,,,,,
2,AC_002,AC_104,Flow Date,1,,,,,,2,AC_104,6,,,,,,
2,AC_002,AC_104,Flow Date,2,,,,,,2,AC_104,7,,,,,,
2,AC_002,AC_104,Flow Date,3,,,,,,2,AC_104,8,,,,,,
2,AC_002,AC_104,Flow Date,4,,,,,,2,AC_104,9,,,,,,
2,AC_002,AC_104,Flow Date,5,,,,,,2,AC_104,10,,,,,,
2,AC_159,AC_94,Flow Date,1,,,,,,2,AC_94,6,,,,,,
2,AC_159,AC_94,Flow Date,2,,,,,,2,AC_94,7,,,,,,
2,AC_159,AC_94,Flow Date,3,,,,,,2,AC_94,8,,,,,,
2,AC_159,AC_94,Flow Date,4,,,,,,2,AC_94,9,,,,,,
2,AC_159,AC_94,Flow Date,5,,,,,,2,AC_94,10,,,,,,
2,AC_169,AC_182,Flow Date,1,,,,,,2,AC_182,6,,,,,,
2,AC_169,AC_182,Flow Date,2,,,,,,2,AC_182,7,,,,,,
2,AC_169,AC_182,Flow Date,3,,,,,,2,AC_182,8,,,,,,
2,AC_169,AC_182,Flow Date,4,,,,,,2,AC_182,9,,,,,,
2,AC_169,AC_182,Flow Date,5,,,,,,2,AC_182,10,,,,,,
2,AC_179,AC_171,Flow Date,1,,,,,,2,AC_171,6,,,,,,
2,AC_179,AC_171,Flow Date,2,,,,,,2,AC_171,7,,,,,,
2,AC_179,AC_171,Flow Date,3,,,,,,2,AC_171,8,,,,,,
2,AC_179,AC_171,Flow Date,4,,,,,,2,AC_171,9,,,,,,
2,AC_179,AC_171,Flow Date,5,,,,,,2,AC_171,10,,,,,,
2,AC_061,AC_158,Flow Date,1,,,,,,2,AC_158,6,,,,,,
2,AC_061,AC_158,Flow Date,2,,,,,,2,AC_158,7,,,,,,
2,AC_061,AC_158,Flow Date,3,,,,,,2,AC_158,8,,,,,,
2,AC_061,AC_158,Flow Date,4,,,,,,2,AC_158,9,,,,,,
2,AC_061,AC_158,Flow Date,5,,,,,,2,AC_158,10,,,,,,
2,AC_97,AC_54,Flow Date,1,,,,,,2,AC_54,6,,,,,,
2,AC_97,AC_54,Flow Date,2,,,,,,2,AC_54,7,,,,,,
2,AC_97,AC_54,Flow Date,3,,,,,,2,AC_54,8,,,,,,
2,AC_97,AC_54,Flow Date,4,,,,,,2,AC_54,9,,,,,,
2,AC_97,AC_54,Flow Date,5,,,,,,2,AC_54,10,,,,,,
2,AC_107,AC_172,Flow Date,1,,,,,,2,AC_172,6,,,,,,
2,AC_107,AC_172,Flow Date,2,,,,,,2,AC_172,7,,,,,,
2,AC_107,AC_172,Flow Date,3,,,,,,2,AC_172,8,,,,,,
2,AC_107,AC_172,Flow Date,4,,,,,,2,AC_172,9,,,,,,
2,AC_107,AC_172,Flow Date,5,,,,,,2,AC_172,10,,,,,,
2,AC_102,AC_178,Flow Date,1,,,,,,2,AC_178,6,,,,,,
2,AC_102,AC_178,Flow Date,2,,,,,,2,AC_178,7,,,,,,
2,AC_102,AC_178,Flow Date,3,,,,,,2,AC_178,8,,,,,,
2,AC_102,AC_178,Flow Date,4,,,,,,2,AC_178,9,,,,,,
2,AC_102,AC_178,Flow Date,5,,,,,,2,AC_178,10,,,,,,
2,AC_165,AC_199,Flow Date,1,,,,,,2,AC_199,6,,,,,,
2,AC_165,AC_199,Flow Date,2,,,,,,2,AC_199,7,,,,,,
2,AC_165,AC_199,Flow Date,3,,,,,,2,AC_199,8,,,,,,
2,AC_165,AC_199,Flow Date,4,,,,,,2,AC_199,9,,,,,,
2,AC_165,AC_199,Flow Date,5,,,,,,2,AC_199,10,,,,,,
2,AC_198,AC_72,Flow Date,1,,,,,,2,AC_72,6,,,,,,
2,AC_198,AC_72,Flow Date,2,,,,,,2,AC_72,7,,,,,,
2,AC_198,AC_72,Flow Date,3,,,,,,2,AC_72,8,,,,,,
2,AC_198,AC_72,Flow Date,4,,,,,,2,AC_72,9,,,,,,
2,AC_198,AC_72,Flow Date,5,,,,,,2,AC_72,10,,,,,,
2,AC_159,AC_143,Flow Date,1,,,,,,2,AC_143,6,,,,,,
2,AC_159,AC_143,Flow Date,2,,,,,,2,AC_143,7,,,,,,
2,AC_159,AC_143,Flow Date,3,,,,,,2,AC_143,8,,,,,,
2,AC_159,AC_143,Flow Date,4,,,,,,2,AC_143,9,,,,,,
2,AC_159,AC_143,Flow Date,5,,,,,,2,AC_143,10,,,,,,
2,AC_45,AC_123,Flow Date,1,,,,,,2,AC_123,6,,,,,,
2,AC_45,AC_123,Flow Date,2,,,,,,2,AC_123,7,,,,,,
2,AC_45,AC_123,Flow Date,3,,,,,,2,AC_123,8,,,,,,
2,AC_45,AC_123,Flow Date,4,,,,,,2,AC_123,9,,,,,,
2,AC_45,AC_123,Flow Date,5,,,,,,2,AC_123,10,,,,,,
2,AC_061,AC_52,Flow Date,1,,,,,,2,AC_52,6,,,,,,
2,AC_061,AC_52,Flow Date,2,,,,,,2,AC_52,7,,,,,,
2,AC_061,AC_52,Flow Date,3,,,,,,2,AC_52,8,,,,,,
2,AC_061,AC_52,Flow Date,4,,,,,,2,AC_52,9,,,,,,
2,AC_061,AC_52,Flow Date,5,,,,,,2,AC_52,10,,,,,,
2,AC_124,AC_30,Flow Date,1,,,,,,2,AC_30,6,,,,,,
2,AC_124,AC_30,Flow Date,2,,,,,,2,AC_30,7,,,,,,
2,AC_124,AC_30,Flow Date,3,,,,,,2,AC_30,8,,,,,,
2,AC_124,AC_30,Flow Date,4,,,,,,2,AC_30,9,,,,,,
2,AC_124,AC_30,Flow Date,5,,,,,,2,AC_30,10,,,,,,
2,AC_103,AC_144,Flow Date,1,,,,,,2,AC_144,6,,,,,,
2,AC_103,AC_144,Flow Date,2,,,,,,2,AC_144,7,,,,,,
2,AC_103,AC_144,Flow Date,3,,,,,,2,AC_144,8,,,,,,
2,AC_103,AC_144,Flow Date,4,,,,,,2,AC_144,9,,,,,,
2,AC_103,AC_144,Flow Date,5,,,,,,2,AC_144,10,,,,,,
2,AC_207,AC_82,Flow Date,1,,,,,,2,AC_82,6,,,,,,
2,AC_207,AC_82,Flow Date,2,,,,,,2,AC_82,7,,,,,,
2,AC_207,AC_82,Flow Date,3,,,,,,2,AC_82,8,,,,,,
2,AC_207,AC_82,Flow Date,4,,,,,,2,AC_82,9,,,,,,
2,AC_207,AC_82,Flow Date,5,,,,,,2,AC_82,10,,,,,,
2,AC_47,AC_152,Flow Date,1,,,,,,2,AC_152,6,,,,,,
2,AC_47,AC_152,Flow Date,2,,,,,,2,AC_152,7,,,,,,
2,AC_47,AC_152,Flow Date,3,,,,,,2,AC_152,8,,,,,,
2,AC_47,AC_152,Flow Date,4,,,,,,2,AC_152,9,,,,,,
2,AC_47,AC_152,Flow Date,5,,,,,,2,AC_152,10,,,,,,
2,AC_71,AC_215,Flow Date,1,,,,,,2,AC_215,6,,,,,,
2,AC_71,AC_215,Flow Date,2,,,,,,2,AC_215,7,,,,,,
2,AC_71,AC_215,Flow Date,3,,,,,,2,AC_215,8,,,,,,
2,AC_71,AC_215,Flow Date,4,,,,,,2,AC_215,9,,,,,,
2,AC_71,AC_215,Flow Date,5,,,,,,2,AC_215,10,,,,,,
2,AC_160,AC_186,Flow Date,1,,,,,,2,AC_186,6,,,,,,
2,AC_160,AC_186,Flow Date,2,,,,,,2,AC_186,7,,,,,,
2,AC_160,AC_186,Flow Date,3,,,,,,2,AC_186,8,,,,,,
2,AC_160,AC_186,Flow Date,4,,,,,,2,AC_186,9,,,,,,
2,AC_160,AC_186,Flow Date,5,,,,,,2,AC_186,10,,,,,,
2,AC_170,AC_118,Flow Date,1,,,,,,2,AC_118,6,,,,,,
2,AC_170,AC_118,Flow Date,2,,,,,,2,AC_118,7,,,,,,
2,AC_170,AC_118,Flow Date,3,,,,,,2,AC_118,8,,,,,,
2,AC_170,AC_118,Flow Date,4,,,,,,2,AC_118,9,,,,,,
2,AC_170,AC_118,Flow Date,5,,,,,,2,AC_118,10,,,,,,
2,AC_168,AC_159,Flow Date,1,,,,,,2,AC_159,6,,,,,,
