Transect,Donor,Recipient,Stage,Plant_ID,date_1,date_2,date_3,date_4,date_5,Transect,Recipient,Plant_ID,date_1,date_2,date_3,date_4,date_5,flr_P
11,BO_128,BO_60,Flow Date,2,,,,,,11,BO_60,6,,,,,,
11,BO_128,BO_60,Flow Date,3,,,,,,11,BO_60,7,,,,,,
11,BO_128,BO_60,Flow Date,4,,,,,,11,BO_60,8,,,,,,
11,BO_119,BO_13,Flow Date,1,,,,,,11,BO_13,5,,,,,,
11,BO_119,BO_13,Flow Date,2,,,,,,11,BO_13,6,,,,,,
11,BO_119,BO_13,Flow Date,3,,,,,,11,BO_13,7,,,,,,
11,BO_119,BO_13,Flow Date,4,,,,,,11,BO_13,8,,,,,,
11,BO_39,BO_200,Flow Date,1,,,,,,11,BO_200,5,,,,,,
11,BO_39,BO_200,Flow Date,2,,,,,,11,BO_200,6,,,,,,
11,BO_39,BO_200,Flow Date,3,,,,,,11,BO_200,7,,,,,,
11,BO_39,BO_200,Flow Date,4,,,,,,11,BO_200,8,,,,,,
11,BO_143,BO_152,Flow Date,1,,,,,,11,BO_152,5,,,,,,
11,BO_143,BO_152,Flow Date,2,,,,,,11,BO_152,6,,,,,,
11,BO_143,BO_152,Flow Date,3,,,,,,11,BO_152,7,,,,,,
11,BO_143,BO_152,Flow Date,4,,,,,,11,BO_152,8,,,,,,
11,BO_096,BO_134,Flow Date,1,,,,,,11,BO_134,5,,,,,,
11,BO_096,BO_134,Flow Date,2,,,,,,11,BO_134,6,,,,,,
11,BO_096,BO_134,Flow Date,3,,,,,,11,BO_134,7,,,,,,
11,BO_096,BO_134,Flow Date,4,,,,,,11,BO_134,8,,,,,,
11,BO_40,BO_67,Flow Date,1,,,,,,11,BO_67,5,,,,,,
11,BO_40,BO_67,Flow Date,2,,,,,,11,BO_67,6,,,,,,
11,BO_40,BO_67,Flow Date,3,,,,,,11,BO_67,7,,,,,,
11,BO_40,BO_67,Flow Date,4,,,,,,11,BO_67,8,,,,,,
11,BO_65,BO_115,Flow Date,1,,,,,,11,BO_115,5,,,,,,
11,BO_65,BO_115,Flow Date,2,,,,,,11,BO_115,6,,,,,,
11,BO_65,BO_115,Flow Date,3,,,,,,11,BO_115,7,,,,,,
11,BO_65,BO_115,Flow Date,4,,,,,,11,BO_115,8,,,,,,
11,BO_096,BO_12,Flow Date,1,,,,,,11,BO_12,5,,,,,,
11,BO_096,BO_12,Flow Date,2,,,,,,11,BO_12,6,,,,,,
11,BO_096,BO_12,Flow Date,3,,,,,,11,BO_12,7,,,,,,
11,BO_096,BO_12,Flow Date,4,,,,,,11,BO_12,8,,,,,,
11,BO_177,BO_147,Flow Date,1,,,,,,11,BO_147,5,,,,,,
11,BO_177,BO_147,Flow Date,2,,,,,,11,BO_147,6,,,,,,
11,BO_177,BO_147,Flow Date,3,,,,,,11,BO_147,7,,,,,,
11,BO_177,BO_147,Flow Date,4,,,,,,11,BO_147,8,,,,,,
11,BO_199,BO_15,Flow Date,1,,,,,,11,BO_15,5,,,,,,
11,BO_199,BO_15,Flow Date,2,,,,,,11,BO_15,6,,,,,,
11,BO_199,BO_15,Flow Date,3,,,,,,11,BO_15,7,,,,,,
11,BO_199,BO_15,Flow Date,4,,,,,,11,BO_15,8,,,,,,
11,BO_038,BO_137,Flow Date,1,,,,,,11,BO_137,5,,,,,,
11,BO_038,BO_137,Flow Date,2,,,,,,11,BO_137,6,,,,,,
11,BO_038,BO_137,Flow Date,3,,,,,,11,BO_137,7,,,,,,
11,BO_038,BO_137,Flow Date,4,,,,,,11,BO_137,8,,,,,,
11,BO_33,BO_99,Flow Date,1,,,,,,11,BO_99,5,,,,,,
11,BO_33,BO_99,Flow Date,2,,,,,,11,BO_99,6,,,,,,
11,BO_33,BO_99,Flow Date,3,,,,,,11,BO_99,7,,,,,,
11,BO_33,BO_99,Flow Date,4,,,,,,11,BO_99,8,,,,,,
11,BO_5,BO_176,Flow Date,1,,,,,,11,BO_176,5,,,,,,
11,BO_5,BO_176,Flow Date,2,,,,,,11,BO_176,6,,,,,,
11,BO_5,BO_176,Flow Date,3,,,,,,11,BO_176,7,,,,,,
11,BO_5,BO_176,Flow Date,4,,,,,,11,BO_176,8,,,,,,
11,BO_187,BO_150,Flow Date,1,,,,,,11,BO_150,5,,,,,,
11,BO_187,BO_150,Flow Date,2,,,,,,11,BO_150,6,,,,,,
11,BO_187,BO_150,Flow Date,3,,,,,,11,BO_150,7,,,,,,
11,BO_187,BO_150,Flow Date,4,,,,,,11,BO_150,8,,,,,,
11,BO_106,BO_104,Flow Date,1,,,,,,11,BO_104,5,,,,,,
11,BO_106,BO_104,Flow Date,2,,,,,,11,BO_104,6,,,,,,
11,BO_106,BO_104,Flow Date,3,,,,,,11,BO_104,7,,,,,,
11,BO_106,BO_104,Flow Date,4,,,,,,11,BO_104,8,,,,,,
11,BO_149,BO_32,Flow Date,1,,,,,,11,BO_32,5,,,,,,
11,BO_149,BO_32,Flow Date,2,,,,,,11,BO_32,6,,,,,,
11,BO_149,BO_32,Flow Date,3,,,,,,11,BO_32,7,,,,,,
11,BO_149,BO_32,Flow Date,4,,,,,,11,BO_32,8,,,,,,
11,BO_128,BO_105,Flow Date,1,,,,,,11,BO_105,5,,,,,,
11,BO_128,BO_105,Flow Date,2,,,,,,11,BO_105,6,,,,,,
11,BO_128,BO_105,Flow Date,3,,,,,,11,BO_105,7,,,,,,
11,BO_128,BO_105,Flow Date,4,,,,,,11,BO_105,8,,,,,,
11,BO_198,BO_100,Flow Date,1,,,,,,11,BO_100,5,,,,,,
11,BO_198,BO_100,Flow Date,2,,,,,,11,BO_100,6,,,,,,
11,BO_198,BO_100,Flow Date,3,,,,,,11,BO_100,7,,,,,,
11,BO_198,BO_100,Flow Date,4,,,,,,11,BO_100,8,,,,,,
11,BO_74,BO_118,Flow Date,1,,,,,,11,BO_118,5,,,,,,
11,BO_74,BO_118,Flow Date,2,,,,,,11,BO_118,6,,,,,,
11,BO_74,BO_118,Flow Date,3,,,,,,11,BO_118,7,,,,,,
11,BO_74,BO_118,Flow Date,4,,,,,,11,BO_118,8,,,,,,
11,BO_119,BO_17,Flow Date,1,,,,,,11,BO_17,5,,,,,,
11,BO_119,BO_17,Flow Date,2,,,,,,11,BO_17,6,,,,,,
11,BO_119,BO_17,Flow Date,3,,,,,,11,BO_17,7,,,,,,
11,BO_119,BO_17,Flow Date,4,,,,,,11,BO_17,8,,,,,,
11,BO_5,BO_122,Flow Date,1,,,,,,11,BO_122,5,,,,,,
11,BO_5,BO_122,Flow Date,2,,,,,,11,BO_122,6,,,,,,
11,BO_5,BO_122,Flow Date,3,,,,,,11,BO_122,7,,,,,,
11,BO_5,BO_122,Flow Date,4,,,,,,11,BO_122,8,,,,,,
11,BO_185,BO_71,Flow Date,1,,,,,,11,BO_71,5,,,,,,
11,BO_185,BO_71,Flow Date,2,,,,,,11,BO_71,6,,,,,,
11,BO_185,BO_71,Flow Date,3,,,,,,11,BO_71,7,,,,,,
11,BO_185,BO_71,Flow Date,4,,,,,,11,BO_71,8,,,,,,
11,BO_70,BO_46,Flow Date,1,,,,,,11,BO_46,5,,,,,,
11,BO_70,BO_46,Flow Date,2,,,,,,11,BO_46,6,,,,,,
11,BO_70,BO_46,Flow Date,3,,,,,,11,BO_46,7,,,,,,
11,BO_70,BO_46,Flow Date,4,,,,,,11,BO_46,8,,,,,,
11,BO_153,BO_22,Flow Date,1,,,,,,11,BO_22,5,,,,,,
11,BO_153,BO_22,Flow Date,2,,,,,,11,BO_22,6,,,,,,
11,BO_153,BO_22,Flow Date,3,,,,,,11,BO_22,7,,,,,,
11,BO_153,BO_22,Flow Date,4,,,,,,11,BO_22,8,,,,,,
11,BO_168,BO_175,Flow Date,1,,,,,,11,BO_175,5,,,,,,
11,BO_168,BO_175,Flow Date,2,,,,,,11,BO_175,6,,,,,,
11,BO_168,BO_175,Flow Date,3,,,,,,11,BO_175,7,,,,,,
11,BO_168,BO_175,Flow Date,4,,,,,,11,BO_175,8,,,,,,
11,BO_199,BO_69,Flow Date,1,,,,,,11,BO_69,5,,,,,,
11,BO_199,BO_69,Flow Date,2,,,,,,11,BO_69,6,,,,,,
11,BO_199,BO_69,Flow Date,3,,,,,,11,BO_69,7,,,,,,
11,BO_199,BO_69,Flow Date,4,,,,,,11,BO_69,8,,,,,,
11,BO_029,BO_61,Flow Date,1,,,,,,11,BO_61,5,,,,,,
11,BO_029,BO_61,Flow Date,2,,,,,,11,BO_61,6,,,,,,
11,BO_029,BO_61,Flow Date,3,,,,,,11,BO_61,7,,,,,,
11,BO_029,BO_61,Flow Date,4,,,,,,11,BO_61,8,,,,,,
11,BO_1,BO_25,Flow Date,1,,,,,,11,BO_25,5,,,,,,
11,BO_1,BO_25,Flow Date,2,,,,,,11,BO_25,6,,,,,,
11,BO_1,BO_25,Flow Date,3,,,,,,11,BO_25,7,,,,,,
11,BO_1,BO_25,Flow Date,4,,,,,,11,BO_25,8,,,,,,
11,BO_038,BO_82,Flow Date,1,,,,,,11,BO_82,5,,,,,,
11,BO_038,BO_82,Flow Date,2,,,,,,11,BO_82,6,,,,,,
11,BO_038,BO_82,Flow Date,3,,,,,,11,BO_82,7,,,,,,
11,BO_038,BO_82,Flow Date,4,,,,,,11,BO_82,8,,,,,,
11,BO_168,BO_180,Flow Date,1,,,,,,11,BO_180,5,,,,,,
11,BO_168,BO_180,Flow Date,2,,,,,,11,BO_180,6,,,,,,
11,BO_168,BO_180,Flow Date,3,,,,,,11,BO_180,7,,,,,,
11,BO_168,BO_180,Flow Date,4,,,,,,11,BO_180,8,,,,,,
11,BO_119,BO_51,Flow Date,1,,,,,,11,BO_51,5,,,,,,
11,BO_119,BO_51,Flow Date,2,,,,,,11,BO_51,6,,,,,,
11,BO_119,BO_51,Flow Date,3,,,,,,11,BO_51,7,,,,,,
11,BO_119,BO_51,Flow Date,4,,,,,,11,BO_51,8,,,,,,
11,BO_173,BO_79,Flow Date,1,,,,,,11,BO_79,5,,,,,,
11,BO_173,BO_79,Flow Date,2,,,,,,11,BO_79,6,,,,,,
11,BO_173,BO_79,Flow Date,3,,,,,,11,BO_79,7,,,,,,
11,BO_173,BO_79,Flow Date,4,,,,,,11,BO_79,8,,,,,,
11,BO_101,BO_182,Flow Date,1,,,,,,11,BO_182,5,,,,,,
11,BO_101,BO_182,Flow Date,2,,,,,,11,BO_182,6,,,,,,
11,BO_101,BO_182,Flow Date,3,,,,,,11,BO_182,7,,,,,,
11,BO_101,BO_182,Flow Date,4,,,,,,11,BO_182,8,,,,,,
11,BO_198,BO_159,Flow Date,1,,,,,,11,BO_159,5,,,,,,
11,BO_198,BO_159,Flow Date,2,,,,,,11,BO_159,6,,,,,,
11,BO_198,BO_159,Flow Date,3,,,,,,11,BO_159,7,,,,,,
11,BO_198,BO_159,Flow Date,4,,,,,,11,BO_159,8,,,,,,
11,BO_73,BO_117,Flow Date,1,,,,,,11,BO_117,5,,,,,,
11,BO_73,BO_117,Flow Date,2,,,,,,11,BO_117,6,,,,,,
11,BO_73,BO_117,Flow Date,3,,,,,,11,BO_117,7,,,,,,
11,BO_73,BO_117,Flow Date,4,,,,,,11,BO_117,8,,,,,,
11,BO_088,BO_50,Flow Date,1,,,,,,11,BO_50,5,,,,,,
11,BO_088,BO_50,Flow Date,2,,,,,,11,BO_50,6,,,,,,
11,BO_088,BO_50,Flow Date,3,,,,,,11,BO_50,7,,,,,,
11,BO_088,BO_50,Flow Date,4,,,,,,11,BO_50,8,,,,,,
11,BO_194,BO_37,Flow Date,1,,,,,,11,BO_37,5,,,,,,
11,BO_194,BO_37,Flow Date,2,,,,,,11,BO_37,6,,,,,,
11,BO_194,BO_37,Flow Date,3,,,,,,11,BO_37,7,,,,,,
11,BO_194,BO_37,Flow Date,4,,,,,,11,BO_37,8,,,,,,
11,BO_70,BO_66,Flow Date,1,,,,,,11,BO_66,5,,,,,,
11,BO_70,BO_66,Flow Date,2,,,,,,11,BO_66,6,,,,,,
11,BO_70,BO_66,Flow Date,3,,,,,,11,BO_66,7,,,,,,
11,BO_70,BO_66,Flow Date,4,,,,,,11,BO_66,8,,,,,,
12,BO_13,BO_114,Flow Date,1,,,,,,12,BO_114,5,,,,,,
12,BO_13,BO_114,Flow Date,2,,,,,,12,BO_114,6,,,,,,
12,BO_13,BO_114,Flow Date,3,,,,,,12,BO_114,7,,,,,,
12,BO_13,BO_114,Flow Date,4,,,,,,12,BO_114,8,,,,,,
12,BO_188,BO_8,Flow Date,1,,,,,,12,BO_8,5,,,,,,
12,BO_188,BO_8,Flow Date,2,,,,,,12,BO_8,6,,,,,,
12,BO_188,BO_8,Flow Date,3,,,,,,12,BO_8,7,,,,,,
12,BO_188,BO_8,Flow Date,4,,,,,,12,BO_8,8,,,,,,
12,BO_153,BO_177,Flow Date,1,,,,,,12,BO_177,5,,,,,,
12,BO_153,BO_177,Flow Date,2,,,,,,12,BO_177,6,,,,,,
12,BO_153,BO_177,Flow Date,3,,,,,,12,BO_177,7,,,,,,
12,BO_153,BO_177,Flow Date,4,,,,,,12,BO_177,8,,,,,,
12,BO_1,BO_48,Flow Date,1,,,,,,12,BO_48,5,,,,,,
12,BO_1,BO_48,Flow Date,2,,,,,,12,BO_48,6,,,,,,
12,BO_1,BO_48,Flow Date,3,,,,,,12,BO_48,7,,,,,,
12,BO_1,BO_48,Flow Date,4,,,,,,12,BO_48,8,,,,,,
12,BO_106,BO_191,Flow Date,1,,,,,,12,BO_191,5,,,,,,
12,BO_106,BO_191,Flow Date,2,,,,,,12,BO_191,6,,,,,,
12,BO_106,BO_191,Flow Date,3,,,,,,12,BO_191,7,,,,,,
12,BO_106,BO_191,Flow Date,4,,,,,,12,BO_191,8,,,,,,
12,BO_177,BO_139,Flow Date,1,,,,,,12,BO_139,5,,,,,,
12,BO_177,BO_139,Flow Date,2,,,,,,12,BO_139,6,,,,,,
12,BO_177,BO_139,Flow Date,3,,,,,,12,BO_139,7,,,,,,
12,BO_177,BO_139,Flow Date,4,,,,,,12,BO_139,8,,,,,,
12,BO_13,BO_141,Flow Date,1,,,,,,12,BO_141,5,,,,,,
12,BO_13,BO_141,Flow Date,2,,,,,,12,BO_141,6,,,,,,
12,BO_13,BO_141,Flow Date,3,,,,,,12,BO_141,7,,,,,,
12,BO_13,BO_141,Flow Date,4,,,,,,12,BO_141,8,,,,,,
12,BO_192,BO_166,Flow Date,1,,,,,,12,BO_166,5,,,,,,
12,BO_192,BO_166,Flow Date,2,,,,,,12,BO_166,6,,,,,,
12,BO_192,BO_166,Flow Date,3,,,,,,12,BO_166,7,,,,,,
12,BO_192,BO_166,Flow Date,4,,,,,,12,BO_166,8,,,,,,
12,BO_73,BO_186,Flow Date,1,,,,,,12,BO_186,5,,,,,,
12,BO_73,BO_186,Flow Date,2,,,,,,12,BO_186,6,,,,,,
12,BO_73,BO_186,Flow Date,3,,,,,,12,BO_186,7,,,,,,
12,BO_73,BO_186,Flow Date,4,,,,,,12,BO_186,8,,,,,,
12,BO_022,BO_20,Flow Date,1,,,,,,12,BO_20,5,,,,,,
12,BO_022,BO_20,Flow Date,2,,,,,,12,BO_20,6,,,,,,
12,BO_022,BO_20,Flow Date,3,,,,,,12,BO_20,7,,,,,,
12,BO_022,BO_20,Flow Date,4,,,,,,12,BO_20,8,,,,,,
12,BO_109,BO_1,Flow Date,1,,,,,,12,BO_1,5,,,,,,
12,BO_109,BO_1,Flow Date,2,,,,,,12,BO_1,6,,,,,,
12,BO_109,BO_1,Flow Date,3,,,,,,12,BO_1,7,,,,,,
12,BO_109,BO_1,Flow Date,4,,,,,,12,BO_1,8,,,,,,
12,BO_185,BO_153,Flow Date,1,,,,,,12,BO_153,5,,,,,,
12,BO_185,BO_153,Flow Date,2,,,,,,12,BO_153,6,,,,,,
12,BO_185,BO_153,Flow Date,3,,,,,,12,BO_153,7,,,,,,
12,BO_185,BO_153,Flow Date,4,,,,,,12,BO_153,8,,,,,,
12,BO_170,BO_111,Flow Date,1,,,,,,12,BO_111,5,,,,,,
12,BO_170,BO_111,Flow Date,2,,,,,,12,BO_111,6,,,,,,
12,BO_170,BO_111,Flow Date,3,,,,,,12,BO_111,7,,,,,,
12,BO_170,BO_111,Flow Date,4,,,,,,12,BO_111,8,,,,,,
12,BO_022,BO_9,Flow Date,1,,,,,,12,BO_9,5,,,,,,
12,BO_022,BO_9,Flow Date,2,,,,,,12,BO_9,6,,,,,,
12,BO_022,BO_9,Flow Date,3,,,,,,12,BO_9,7,,,,,,
12,BO_022,BO_9,Flow Date,4,,,,,,12,BO_9,8,,,,,,
12,BO_189,BO_86,Flow Date,1,,,,,,12,BO_86,5,,,,,,
12,BO_189,BO_86,Flow Date,2,,,,,,12,BO_86,6,,,,,,
12,BO_189,BO_86,Flow Date,3,,,,,,12,BO_86,7,,,,,,
12,BO_189,BO_86,Flow Date,4,,,,,,12,BO_86,8,,,,,,
12,BO_32,BO_96,Flow Date,1,,,,,,12,BO_96,5,,,,,,
12,BO_32,BO_96,Flow Date,2,,,,,,12,BO_96,6,,,,,,
12,BO_32,BO_96,Flow Date,3,,,,,,12,BO_96,7,,,,,,
12,BO_32,BO_96,Flow Date,4,,,,,,12,BO_96,8,,,,,,
12,BO_1,BO_151,Flow Date,1,,,,,,12,BO_151,5,,,,,,
12,BO_1,BO_151,Flow Date,2,,,,,,12,BO_151,6,,,,,,
12,BO_1,BO_151,Flow Date,3,,,,,,12,BO_151,7,,,,,,
12,BO_1,BO_151,Flow Date,4,,,,,,12,BO_151,8,,,,,,
12,BO_151,BO_167,Flow Date,1,,,,,,12,BO_167,5,,,,,,
12,BO_151,BO_167,Flow Date,2,,,,,,12,BO_167,6,,,,,,
12,BO_151,BO_167,Flow Date,3,,,,,,12,BO_167,7,,,,,,
12,BO_151,BO_167,Flow Date,4,,,,,,12,BO_167,8,,,,,,
12,BO_32,BO_132,Flow Date,1,,,,,,12,BO_132,5,,,,,,
12,BO_32,BO_132,Flow Date,2,,,,,,12,BO_132,6,,,,,,
12,BO_32,BO_132,Flow Date,3,,,,,,12,BO_132,7,,,,,,
12,BO_32,BO_132,Flow Date,4,,,,,,12,BO_132,8,,,,,,
12,BO_65,BO_14,Flow Date,1,,,,,,12,BO_14,5,,,,,,
12,BO_65,BO_14,Flow Date,2,,,,,,12,BO_14,6,,,,,,
12,BO_65,BO_14,Flow Date,3,,,,,,12,BO_14,7,,,,,,
12,BO_65,BO_14,Flow Date,4,,,,,,12,BO_14,8,,,,,,
12,BO_163,BO_144,Flow Date,1,,,,,,12,BO_144,5,,,,,,
12,BO_163,BO_144,Flow Date,2,,,,,,12,BO_144,6,,,,,,
12,BO_163,BO_144,Flow Date,3,,,,,,12,BO_144,7,,,,,,
12,BO_163,BO_144,Flow Date,4,,,,,,12,BO_144,8,,,,,,
12,BO_029,BO_190,Flow Date,1,,,,,,12,BO_190,5,,,,,,
12,BO_029,BO_190,Flow Date,2,,,,,,12,BO_190,6,,,,,,
12,BO_029,BO_190,Flow Date,3,,,,,,12,BO_190,7,,,,,,
12,BO_029,BO_190,Flow Date,4,,,,,,12,BO_190,8,,,,,,
12,BO_40,BO_29,Flow Date,1,,,,,,12,BO_29,5,,,,,,
12,BO_40,BO_29,Flow Date,2,,,,,,12,BO_29,6,,,,,,
12,BO_40,BO_29,Flow Date,3,,,,,,12,BO_29,7,,,,,,
12,BO_40,BO_29,Flow Date,4,,,,,,12,BO_29,8,,,,,,
2,BO_187,BO_135,Flow Date,1,,,,,,2,BO_135,5,,,,,,
2,BO_187,BO_135,Flow Date,2,,,,,,2,BO_135,6,,,,,,
2,BO_187,BO_135,Flow Date,3,,,,,,2,BO_135,7,,,,,,
2,BO_187,BO_135,Flow Date,4,,,,,,2,BO_135,8,,,,,,
2,BO_188,BO_52,Flow Date,1,,,,,,2,BO_52,5,,,,,,
2,BO_188,BO_52,Flow Date,2,,,,,,2,BO_52,6,,,,,,
2,BO_188,BO_52,Flow Date,3,,,,,,2,BO_52,7,,,,,,
2,BO_188,BO_52,Flow Date,4,,,,,,2,BO_52,8,,,,,,
2,BO_201,BO_189,Flow Date,1,,,,,,2,BO_189,5,,,,,,
2,BO_201,BO_189,Flow Date,2,,,,,,2,BO_189,6,,,,,,
2,BO_201,BO_189,Flow Date,3,,,,,,2,BO_189,7,,,,,,
2,BO_201,BO_189,Flow Date,4,,,,,,2,BO_189,8,,,,,,
2,BO_162,BO_108,Flow Date,1,,,,,,2,BO_108,5,,,,,,
2,BO_162,BO_108,Flow Date,2,,,,,,2,BO_108,6,,,,,,
2,BO_162,BO_108,Flow Date,3,,,,,,2,BO_108,7,,,,,,
2,BO_162,BO_108,Flow Date,4,,,,,,2,BO_108,8,,,,,,
2,BO_183,BO_198,Flow Date,1,,,,,,2,BO_198,5,,,,,,
2,BO_183,BO_198,Flow Date,2,,,,,,2,BO_198,6,,,,,,
2,BO_183,BO_198,Flow Date,3,,,,,,2,BO_198,7,,,,,,
2,BO_183,BO_198,Flow Date,4,,,,,,2,BO_198,8,,,,,,
2,BO_65,BO_78,Flow Date,1,,,,,,2,BO_78,5,,,,,,
2,BO_65,BO_78,Flow Date,2,,,,,,2,BO_78,6,,,,,,
2,BO_65,BO_78,Flow Date,3,,,,,,2,BO_78,7,,,,,,
2,BO_65,BO_78,Flow Date,4,,,,,,2,BO_78,8,,,,,,
2,BO_151,BO_56,Flow Date,1,,,,,,2,BO_56,5,,,,,,
2,BO_151,BO_56,Flow Date,2,,,,,,2,BO_56,6,,,,,,
2,BO_151,BO_56,Flow Date,3,,,,,,2,BO_56,7,,,,,,
2,BO_151,BO_56,Flow Date,4,,,,,,2,BO_56,8,,,,,,
2,BO_183,BO_63,Flow Date,1,,,,,,2,BO_63,5,,,,,,
2,BO_183,BO_63,Flow Date,2,,,,,,2,BO_63,6,,,,,,
2,BO_183,BO_63,Flow Date,3,,,,,,2,BO_63,7,,,,,,
2,BO_183,BO_63,Flow Date,4,,,,,,2,BO_63,8,,,,,,
2,BO_187,BO_31,Flow Date,1,,,,,,2,BO_31,5,,,,,,
2,BO_187,BO_31,Flow Date,2,,,,,,2,BO_31,6,,,,,,
2,BO_187,BO_31,Flow Date,3,,,,,,2,BO_31,7,,,,,,
2,BO_187,BO_31,Flow Date,4,,,,,,2,BO_31,8,,,,,,
2,BO_5,BO_122,Flow Date,1,,,,,,2,BO_122,5,,,,,,
2,BO_5,BO_122,Flow Date,2,,,,,,2,BO_122,6,,,,,,
2,BO_5,BO_122,Flow Date,3,,,,,,2,BO_122,7,,,,,,
2,BO_5,BO_122,Flow Date,4,,,,,,2,BO_122,8,,,,,,
2,BO_73,BO_70,Flow Date,1,,,,,,2,BO_70,5,,,,,,
2,BO_73,BO_70,Flow Date,2,,,,,,2,BO_70,6,,,,,,
2,BO_73,BO_70,Flow Date,3,,,,,,2,BO_70,7,,,,,,
2,BO_73,BO_70,Flow Date,4,,,,,,2,BO_70,8,,,,,,
2,BO_170,BO_111,Flow Date,1,,,,,,2,BO_111,5,,,,,,
2,BO_170,BO_111,Flow Date,2,,,,,,2,BO_111,6,,,,,,
2,BO_170,BO_111,Flow Date,3,,,,,,2,BO_111,7,,,,,,
2,BO_170,BO_111,Flow Date,4,,,,,,2,BO_111,8,,,,,,
2,BO_32,BO_132,Flow Date,1,,,,,,2,BO_132,5,,,,,,
2,BO_32,BO_132,Flow Date,2,,,,,,2,BO_132,6,,,,,,
2,BO_32,BO_132,Flow Date,3,,,,,,2,BO_132,7,,,,,,
2,BO_32,BO_132,Flow Date,4,,,,,,2,BO_132,8,,,,,,
2,BO_162,BO_164,Flow Date,1,,,,,,2,BO_164,5,,,,,,
2,BO_162,BO_164,Flow Date,2,,,,,,2,BO_164,6,,,,,,
2,BO_162,BO_164,Flow Date,3,,,,,,2,BO_164,7,,,,,,
2,BO_162,BO_164,Flow Date,4,,,,,,2,BO_164,8,,,,,,
2,BO_162,BO_89,Flow Date,1,,,,,,2,BO_89,5,,,,,,
2,BO_162,BO_89,Flow Date,2,,,,,,2,BO_89,6,,,,,,
2,BO_162,BO_89,Flow Date,3,,,,,,2,BO_89,7,,,,,,
2,BO_162,BO_89,Flow Date,4,,,,,,2,BO_89,8,,,,,,
2,BO_188,BO_154,Flow Date,1,,,,,,2,BO_154,5,,,,,,
2,BO_188,BO_154,Flow Date,2,,,,,,2,BO_154,6,,,,,,
2,BO_188,BO_154,Flow Date,3,,,,,,2,BO_154,7,,,,,,
2,BO_188,BO_154,Flow Date,4,,,,,,2,BO_154,8,,,,,,
2,BO_185,BO_71,Flow Date,1,,,,,,2,BO_71,5,,,,,,
2,BO_185,BO_71,Flow Date,2,,,,,,2,BO_71,6,,,,,,
2,BO_185,BO_71,Flow Date,3,,,,,,2,BO_71,7,,,,,,
2,BO_185,BO_71,Flow Date,4,,,,,,2,BO_71,8,,,,,,
2,BO_198,BO_159,Flow Date,1,,,,,,2,BO_159,5,,,,,,
2,BO_198,BO_159,Flow Date,2,,,,,,2,BO_159,6,,,,,,
2,BO_198,BO_159,Flow Date,3,,,,,,2,BO_159,7,,,,,,
2,BO_198,BO_159,Flow Date,4,,,,,,2,BO_159,8,,,,,,
2,BO_201,BO_199,Flow Date,1,,,,,,2,BO_199,5,,,,,,
2,BO_201,BO_199,Flow Date,2,,,,,,2,BO_199,6,,,,,,
2,BO_201,BO_199,Flow Date,3,,,,,,2,BO_199,7,,,,,,
2,BO_201,BO_199,Flow Date,4,,,,,,2,BO_199,8,,,,,,
2,BO_149,BO_106,Flow Date,1,,,,,,2,BO_106,5,,,,,,
2,BO_149,BO_106,Flow Date,2,,,,,,2,BO_106,6,,,,,,
2,BO_149,BO_106,Flow Date,3,,,,,,2,BO_106,7,,,,,,
2,BO_149,BO_106,Flow Date,4,,,,,,2,BO_106,8,,,,,,
2,BO_119,BO_51,Flow Date,1,,,,,,2,BO_51,5,,,,,,
2,BO_119,BO_51,Flow Date,2,,,,,,2,BO_51,6,,,,,,
2,BO_119,BO_51,Flow Date,3,,,,,,2,BO_51,7,,,,,,
2,BO_119,BO_51,Flow Date,4,,,,,,2,BO_51,8,,,,,,
2,BO_128,BO_44,Flow Date,1,,,,,,2,BO_44,5,,,,,,
2,BO_128,BO_44,Flow Date,2,,,,,,2,BO_44,6,,,,,,
2,BO_128,BO_44,Flow Date,3,,,,,,2,BO_44,7,,,,,,
2,BO_128,BO_44,Flow Date,4,,,,,,2,BO_44,8,,,,,,
2,BO_194,BO_125,Flow Date,1,,,,,,2,BO_125,5,,,,,,
2,BO_194,BO_125,Flow Date,2,,,,,,2,BO_125,6,,,,,,
2,BO_194,BO_125,Flow Date,3,,,,,,2,BO_125,7,,,,,,
2,BO_194,BO_125,Flow Date,4,,,,,,2,BO_125,8,,,,,,
2,BO_029,BO_61,Flow Date,1,,,,,,2,BO_61,5,,,,,,
2,BO_029,BO_61,Flow Date,2,,,,,,2,BO_61,6,,,,,,
2,BO_029,BO_61,Flow Date,3,,,,,,2,BO_61,7,,,,,,
2,BO_029,BO_61,Flow Date,4,,,,,,2,BO_61,8,,,,,,
2,BO_163,BO_72,Flow Date,1,,,,,,2,BO_72,5,,,,,,
2,BO_163,BO_72,Flow Date,2,,,,,,2,BO_72,6,,,,,,
2,BO_163,BO_72,Flow Date,3,,,,,,2,BO_72,7,,,,,,
2,BO_163,BO_72,Flow Date,4,,,,,,2,BO_72,8,,,,,,
2,BO_119,BO_17,Flow Date,1,,,,,,2,BO_17,5,,,,,,
2,BO_119,BO_17,Flow Date,2,,,,,,2,BO_17,6,,,,,,
2,BO_119,BO_17,Flow Date,3,,,,,,2,BO_17,7,,,,,,
2,BO_119,BO_17,Flow Date,4,,,,,,2,BO_17,8,,,,,,
