Block,Location,Seq,Co.,Donor_ID,Recipient_ID,Stage,Plant_ID,date_1,date_2,date_3,date_4,date_5,Location,Recipient_ID,Plant_ID,date_1,date_2,date_3,date_4,date_5,flr_P
1,26,75,2,BB_014,BB_185,Flow Date,1,,,,,,26,BB_185,5,,,,,,
1,26,75,2,BB_014,BB_185,Flow Date,2,,,,,,26,BB_185,6,,,,,,
1,26,75,2,BB_014,BB_185,Flow Date,3,,,,,,26,BB_185,7,,,,,,
1,26,75,2,BB_014,BB_185,Flow Date,4,,,,,,26,BB_185,8,,,,,,
1,27,76,4,BB_26,BB_70,Flow Date,1,,,,,,27,BB_70,5,,,,,,
1,27,76,4,BB_26,BB_70,Flow Date,2,,,,,,27,BB_70,6,,,,,,
1,27,76,4,BB_26,BB_70,Flow Date,3,,,,,,27,BB_70,7,,,,,,
1,27,76,4,BB_26,BB_70,Flow Date,4,,,,,,27,BB_70,8,,,,,,
1,27,77,4,BB_73,BB_92,Flow Date,1,,,,,,27,BB_92,5,,,,,,
1,27,77,4,BB_73,BB_92,Flow Date,2,,,,,,27,BB_92,6,,,,,,
1,27,77,4,BB_73,BB_92,Flow Date,3,,,,,,27,BB_92,7,,,,,,
1,27,77,4,BB_73,BB_92,Flow Date,4,,,,,,27,BB_92,8,,,,,,
1,27,78,5,BB_108,BB_97,Flow Date,1,,,,,,27,BB_97,5,,,,,,
1,27,78,5,BB_108,BB_97,Flow Date,2,,,,,,27,BB_97,6,,,,,,
1,27,78,5,BB_108,BB_97,Flow Date,3,,,,,,27,BB_97,7,,,,,,
1,27,78,5,BB_108,BB_97,Flow Date,4,,,,,,27,BB_97,8,,,,,,
1,28,79,3,BB_169,BB_76,Flow Date,1,,,,,,28,BB_76,5,,,,,,
1,28,79,3,BB_169,BB_76,Flow Date,2,,,,,,28,BB_76,6,,,,,,
1,28,79,3,BB_169,BB_76,Flow Date,3,,,,,,28,BB_76,7,,,,,,
1,28,79,3,BB_169,BB_76,Flow Date,4,,,,,,28,BB_76,8,,,,,,
1,28,80,2,BB_107,BB_123,Flow Date,1,,,,,,28,BB_123,5,,,,,,
1,28,80,2,BB_107,BB_123,Flow Date,2,,,,,,28,BB_123,6,,,,,,
1,28,80,2,BB_107,BB_123,Flow Date,3,,,,,,28,BB_123,7,,,,,,
1,28,80,2,BB_107,BB_123,Flow Date,4,,,,,,28,BB_123,8,,,,,,
1,28,81,1,BB_194,BB_163,Flow Date,1,,,,,,28,BB_163,5,,,,,,
1,28,81,1,BB_194,BB_163,Flow Date,2,,,,,,28,BB_163,6,,,,,,
1,28,81,1,BB_194,BB_163,Flow Date,3,,,,,,28,BB_163,7,,,,,,
1,28,81,1,BB_194,BB_163,Flow Date,4,,,,,,28,BB_163,8,,,,,,
1,29,82,3,BB_168,BB_81,Flow Date,1,,,,,,29,BB_81,5,,,,,,
1,29,82,3,BB_168,BB_81,Flow Date,2,,,,,,29,BB_81,6,,,,,,
1,29,82,3,BB_168,BB_81,Flow Date,3,,,,,,29,BB_81,7,,,,,,
1,29,82,3,BB_168,BB_81,Flow Date,4,,,,,,29,BB_81,8,,,,,,
1,29,83,1,BB_100,BB_135,Flow Date,1,,,,,,29,BB_135,5,,,,,,
1,29,83,1,BB_100,BB_135,Flow Date,2,,,,,,29,BB_135,6,,,,,,
1,29,83,1,BB_100,BB_135,Flow Date,3,,,,,,29,BB_135,7,,,,,,
1,29,83,1,BB_100,BB_135,Flow Date,4,,,,,,29,BB_135,8,,,,,,
W1,30,,4,BB_99,BB_32,Flow Date,1,,,,,,30,BB_32,5,,,,,,
W1,30,,4,BB_99,BB_32,Flow Date,2,,,,,,30,BB_32,6,,,,,,
W1,30,,4,BB_99,BB_32,Flow Date,3,,,,,,30,BB_32,7,,,,,,
W1,30,,4,BB_99,BB_32,Flow Date,4,,,,,,30,BB_32,8,,,,,,
W1,30,,5,BB_176,BB_17,Flow Date,1,,,,,,30,BB_17,5,,,,,,
W1,30,,5,BB_176,BB_17,Flow Date,2,,,,,,30,BB_17,6,,,,,,
W1,30,,5,BB_176,BB_17,Flow Date,3,,,,,,30,BB_17,7,,,,,,
W1,30,,5,BB_176,BB_17,Flow Date,4,,,,,,30,BB_17,8,,,,,,
W1,30,,2,BB_014,BB_185,Flow Date,1,,,,,,30,BB_185,5,,,,,,
W1,30,,2,BB_014,BB_185,Flow Date,2,,,,,,30,BB_185,6,,,,,,
W1,30,,2,BB_014,BB_185,Flow Date,3,,,,,,30,BB_185,7,,,,,,
W1,30,,2,BB_014,BB_185,Flow Date,4,,,,,,30,BB_185,8,,,,,,
1,31,84,5,BB_173,BB_95,Flow Date,1,,,,,,31,BB_95,5,,,,,,
1,31,84,5,BB_173,BB_95,Flow Date,2,,,,,,31,BB_95,6,,,,,,
1,31,84,5,BB_173,BB_95,Flow Date,3,,,,,,31,BB_95,7,,,,,,
1,31,84,5,BB_173,BB_95,Flow Date,4,,,,,,31,BB_95,8,,,,,,
1,31,85,1,BB_162,BB_154,Flow Date,1,,,,,,31,BB_154,5,,,,,,
1,31,85,1,BB_162,BB_154,Flow Date,2,,,,,,31,BB_154,6,,,,,,
1,31,85,1,BB_162,BB_154,Flow Date,3,,,,,,31,BB_154,7,,,,,,
1,31,85,1,BB_162,BB_154,Flow Date,4,,,,,,31,BB_154,8,,,,,,
1,31,86,3,BB_65,BB_133,Flow Date,1,,,,,,31,BB_133,5,,,,,,
1,31,86,3,BB_65,BB_133,Flow Date,2,,,,,,31,BB_133,6,,,,,,
1,31,86,3,BB_65,BB_133,Flow Date,3,,,,,,31,BB_133,7,,,,,,
1,31,86,3,BB_65,BB_133,Flow Date,4,,,,,,31,BB_133,8,,,,,,
1,32,87,4,BB_73,BB_64,Flow Date,1,,,,,,32,BB_64,5,,,,,,
1,32,87,4,BB_73,BB_64,Flow Date,2,,,,,,32,BB_64,6,,,,,,
1,32,87,4,BB_73,BB_64,Flow Date,3,,,,,,32,BB_64,7,,,,,,
1,32,87,4,BB_73,BB_64,Flow Date,4,,,,,,32,BB_64,8,,,,,,
1,32,88,3,BB_167,BB_8,Flow Date,1,,,,,,32,BB_8,5,,,,,,
1,32,88,3,BB_167,BB_8,Flow Date,2,,,,,,32,BB_8,6,,,,,,
1,32,88,3,BB_167,BB_8,Flow Date,3,,,,,,32,BB_8,7,,,,,,
1,32,88,3,BB_167,BB_8,Flow Date,4,,,,,,32,BB_8,8,,,,,,
1,33,89,1,BB_194,BB_159,Flow Date,1,,,,,,33,BB_159,5,3-Mar,,,,,
1,33,89,1,BB_194,BB_159,Flow Date,2,,,,,,33,BB_159,6,,,,,,
1,33,89,1,BB_194,BB_159,Flow Date,3,,,,,,33,BB_159,7,,,,,,
1,33,89,1,BB_194,BB_159,Flow Date,4,,,,,,33,BB_159,8,,,,,,
1,33,90,5,BB_217,BB_205,Flow Date,1,,,,,,33,BB_205,5,,,,,,
1,33,90,5,BB_217,BB_205,Flow Date,2,,,,,,33,BB_205,6,,,,,,
1,33,90,5,BB_217,BB_205,Flow Date,3,,,,,,33,BB_205,7,,,,,,
1,33,90,5,BB_217,BB_205,Flow Date,4,,,,,,33,BB_205,8,,,,,,
1,33,91,1,BB_213,BB_147,Flow Date,1,,,,,,33,BB_147,5,,,,,,
1,33,91,1,BB_213,BB_147,Flow Date,2,,,,,,33,BB_147,6,,,,,,
1,33,91,1,BB_213,BB_147,Flow Date,3,,,,,,33,BB_147,7,,,,,,
1,33,91,1,BB_213,BB_147,Flow Date,4,,,,,,33,BB_147,8,,,,,,
1,34,92,2,BB_014,BB_102,Flow Date,1,,,,,,34,BB_102,5,,,,,,
1,34,92,2,BB_014,BB_102,Flow Date,2,,,,,,34,BB_102,6,,,,,,
1,34,92,2,BB_014,BB_102,Flow Date,3,,,,,,34,BB_102,7,,,,,,
1,34,92,2,BB_014,BB_102,Flow Date,4,,,,,,34,BB_102,8,,,,,,
1,34,93,4,BB_26,BB_53,Flow Date,1,,,,,,34,BB_53,5,,,,,,
1,34,93,4,BB_26,BB_53,Flow Date,2,,,,,,34,BB_53,6,,,,,,
1,34,93,4,BB_26,BB_53,Flow Date,3,,,,,,34,BB_53,7,,,,,,
1,34,93,4,BB_26,BB_53,Flow Date,4,,,,,,34,BB_53,8,,,,,,
1,34,94,3,BB_168,BB_46,Flow Date,1,,,,,,34,BB_46,5,,,,,,
1,34,94,3,BB_168,BB_46,Flow Date,2,,,,,,34,BB_46,6,,,,,,
1,34,94,3,BB_168,BB_46,Flow Date,3,,,,,,34,BB_46,7,,,,,,
1,34,94,3,BB_168,BB_46,Flow Date,4,,,,,,34,BB_46,8,,,,,,
1,35,95,3,BB_174,BB_2,Flow Date,1,,,,,,35,BB_2,5,,,,,,
1,35,95,3,BB_174,BB_2,Flow Date,2,,,,,,35,BB_2,6,,,,,,
1,35,95,3,BB_174,BB_2,Flow Date,3,,,,,,35,BB_2,7,,,,,,
1,35,95,3,BB_174,BB_2,Flow Date,4,,,,,,35,BB_2,8,,,,,,
1,35,96,2,BB_055,BB_183,Flow Date,1,,,,,,35,BB_183,5,,,,,,
1,35,96,2,BB_055,BB_183,Flow Date,2,,,,,,35,BB_183,6,,,,,,
1,35,96,2,BB_055,BB_183,Flow Date,3,,,,,,35,BB_183,7,,,,,,
1,35,96,2,BB_055,BB_183,Flow Date,4,,,,,,35,BB_183,8,,,,,,
1,36,97,2,BB_107,BB_151,Flow Date,1,,,,,,36,BB_151,5,,,,,,
1,36,97,2,BB_107,BB_151,Flow Date,2,,,,,,36,BB_151,6,,,,,,
1,36,97,2,BB_107,BB_151,Flow Date,3,,,,,,36,BB_151,7,,,,,,
1,36,97,2,BB_107,BB_151,Flow Date,4,,,,,,36,BB_151,8,,,,,,
1,36,98,1,BB_213,BB_204,Flow Date,1,,,,,,36,BB_204,5,,,,,,
1,36,98,1,BB_213,BB_204,Flow Date,2,,,,,,36,BB_204,6,,,,,,
1,36,98,1,BB_213,BB_204,Flow Date,3,,,,,,36,BB_204,7,,,,,,
1,36,98,1,BB_213,BB_204,Flow Date,4,,,,,,36,BB_204,8,,,,,,
1,36,99,4,BB_1,BB_72,Flow Date,1,,,,,,36,BB_72,5,,,,,,
1,36,99,4,BB_1,BB_72,Flow Date,2,,,,,,36,BB_72,6,,,,,,
1,36,99,4,BB_1,BB_72,Flow Date,3,,,,,,36,BB_72,7,,,,,,
1,36,99,4,BB_1,BB_72,Flow Date,4,,,,,,36,BB_72,8,,,,,,
1,37,100,5,BB_57,BB_121,Flow Date,1,,,,,,37,BB_121,5,,,,,,
1,37,100,5,BB_57,BB_121,Flow Date,2,,,,,,37,BB_121,6,,,,,,
1,37,100,5,BB_57,BB_121,Flow Date,3,,,,,,37,BB_121,7,,,,,,
1,37,100,5,BB_57,BB_121,Flow Date,4,,,,,,37,BB_121,8,,,,,,
1,37,101,1,BB_213,BB_132,Flow Date,1,,,,,,37,BB_132,5,,,,,,
1,37,101,1,BB_213,BB_132,Flow Date,2,3-Mar,,,,,37,BB_132,6,,,,,,
1,37,101,1,BB_213,BB_132,Flow Date,3,,,,,,37,BB_132,7,,,,,,
1,37,101,1,BB_213,BB_132,Flow Date,4,,,,,,37,BB_132,8,,,,,,
1,37,102,4,BB_175,BB_50,Flow Date,1,,,,,,37,BB_50,5,,,,,,
1,37,102,4,BB_175,BB_50,Flow Date,2,,,,,,37,BB_50,6,,,,,,
1,37,102,4,BB_175,BB_50,Flow Date,3,,,,,,37,BB_50,7,,,,,,
1,37,102,4,BB_175,BB_50,Flow Date,4,,,,,,37,BB_50,8,,,,,,
1,38,103,2,BB_196,BB_89,Flow Date,1,,,,,,38,BB_89,5,,,,,,
1,38,103,2,BB_196,BB_89,Flow Date,2,,,,,,38,BB_89,6,,,,,,
1,38,103,2,BB_196,BB_89,Flow Date,3,,,,,,38,BB_89,7,,,,,,
1,38,103,2,BB_196,BB_89,Flow Date,4,,,,,,38,BB_89,8,,,,,,
1,38,104,1,BB_122,BB_126,Flow Date,1,,,,,,38,BB_126,5,,,,,,
1,38,104,1,BB_122,BB_126,Flow Date,2,,,,,,38,BB_126,6,,,,,,
1,38,104,1,BB_122,BB_126,Flow Date,3,,,,,,38,BB_126,7,,,,,,
1,38,104,1,BB_122,BB_126,Flow Date,4,,,,,,38,BB_126,8,,,,,,
1,38,105,2,BB_015,BB_63,Flow Date,1,,,,,,38,BB_63,5,,,,,,
1,38,105,2,BB_015,BB_63,Flow Date,2,,,,,,38,BB_63,6,,,,,,
1,38,105,2,BB_015,BB_63,Flow Date,3,,,,,,38,BB_63,7,,,,,,
1,38,105,2,BB_015,BB_63,Flow Date,4,,,,,,38,BB_63,8,,,,,,
1,38,106,5,BB_91,BB_139,Flow Date,1,,,,,,38,BB_139,5,,,,,,
1,38,106,5,BB_91,BB_139,Flow Date,2,,,,,,38,BB_139,6,,,,,,
1,38,106,5,BB_91,BB_139,Flow Date,3,,,,,,38,BB_139,7,,,,,,
1,38,106,5,BB_91,BB_139,Flow Date,4,,,,,,38,BB_139,8,,,,,,
1,39,107,2,BB_055,BB_145,Flow Date,1,,,,,,39,BB_145,5,,,,,,
1,39,107,2,BB_055,BB_145,Flow Date,2,,,,,,39,BB_145,6,,,,,,
1,39,107,2,BB_055,BB_145,Flow Date,3,,,,,,39,BB_145,7,,,,,,
1,39,107,2,BB_055,BB_145,Flow Date,4,,,,,,39,BB_145,8,,,,,,
1,39,108,5,BB_51,BB_105,Flow Date,1,,,,,,39,BB_105,5,,,,,,
1,39,108,5,BB_51,BB_105,Flow Date,2,,,,,,39,BB_105,6,,,,,,
1,39,108,5,BB_51,BB_105,Flow Date,3,,,,,,39,BB_105,7,,,,,,
1,39,108,5,BB_51,BB_105,Flow Date,4,,,,,,39,BB_105,8,,,,,,
1,39,109,6,BB_171,BB_39,Flow Date,1,,,,,,39,BB_39,5,,,,,,
1,39,109,6,BB_171,BB_39,Flow Date,2,,,,,,39,BB_39,6,,,,,,
1,39,109,6,BB_171,BB_39,Flow Date,3,,,,,,39,BB_39,7,,,,,,
1,39,109,6,BB_171,BB_39,Flow Date,4,,,,,,39,BB_39,8,,,,,,
W1,40,,3,BB_115,BB_187,Flow Date,1,,,,,,40,BB_187,5,,,,,,
W1,40,,3,BB_115,BB_187,Flow Date,2,,,,,,40,BB_187,6,,,,,,
W1,40,,3,BB_115,BB_187,Flow Date,3,,,,,,40,BB_187,7,,,,,,
W1,40,,3,BB_115,BB_187,Flow Date,4,,,,,,40,BB_187,8,,,,,,
W1,40,,5,BB_51,BB_118,Flow Date,1,,,,,,40,BB_118,5,,,,,,
W1,40,,5,BB_51,BB_118,Flow Date,2,,,,,,40,BB_118,6,,,,,,
W1,40,,5,BB_51,BB_118,Flow Date,3,,,,,,40,BB_118,7,,,,,,
W1,40,,5,BB_51,BB_118,Flow Date,4,,,,,,40,BB_118,8,,,,,,
W1,40,,3,BB_115,BB_77,Flow Date,1,,,,,,40,BB_77,5,,,,,,
W1,40,,3,BB_115,BB_77,Flow Date,2,,,,,,40,BB_77,6,,,,,,
W1,40,,3,BB_115,BB_77,Flow Date,3,,,,,,40,BB_77,7,,,,,,
W1,40,,3,BB_115,BB_77,Flow Date,4,,,,,,40,BB_77,8,,,,,,
1,41,110,3,BB_115,BB_77,Flow Date,1,,,,,,41,BB_77,5,,,,,,
1,41,110,3,BB_115,BB_77,Flow Date,2,,,,,,41,BB_77,6,,,,,,
1,41,110,3,BB_115,BB_77,Flow Date,3,,,,,,41,BB_77,7,,,,,,
1,41,110,3,BB_115,BB_77,Flow Date,4,,,,,,41,BB_77,8,,,,,,
1,41,111,5,BB_141,BB_37,Flow Date,1,,,,,,41,BB_37,5,,,,,,
1,41,111,5,BB_141,BB_37,Flow Date,2,,,,,,41,BB_37,6,,,,,,
1,41,111,5,BB_141,BB_37,Flow Date,3,,,,,,41,BB_37,7,,,,,,
1,41,111,5,BB_141,BB_37,Flow Date,4,,,,,,41,BB_37,8,,,,,,
1,41,112,1,BB_023,BB_190,Flow Date,1,,,,,,41,BB_190,5,,,,,,
1,41,112,1,BB_023,BB_190,Flow Date,2,,,,,,41,BB_190,6,,,,,,
1,41,112,1,BB_023,BB_190,Flow Date,3,,,,,,41,BB_190,7,,,,,,
1,41,112,1,BB_023,BB_190,Flow Date,4,,,,,,41,BB_190,8,,,,,,
1,42,113,2,BB_015,BB_111,Flow Date,1,,,,,,42,BB_111,5,,,,,,
1,42,113,2,BB_015,BB_111,Flow Date,2,,,,,,42,BB_111,6,,,,,,
1,42,113,2,BB_015,BB_111,Flow Date,3,,,,,,42,BB_111,7,,,,,,
1,42,113,2,BB_015,BB_111,Flow Date,4,,,,,,42,BB_111,8,,,,,,
1,42,114,3,BB_198,BB_138,Flow Date,1,,,,,,42,BB_138,5,,,,,,
1,42,114,3,BB_198,BB_138,Flow Date,2,,,,,,42,BB_138,6,,,,,,
1,42,114,3,BB_198,BB_138,Flow Date,3,,,,,,42,BB_138,7,,,,,,
1,42,114,3,BB_198,BB_138,Flow Date,4,,,,,,42,BB_138,8,,,,,,
1,43,115,3,BB_198,BB_35,Flow Date,1,,,,,,43,BB_35,5,,,,,,
1,43,115,3,BB_198,BB_35,Flow Date,2,,,,,,43,BB_35,6,,,,,,
1,43,115,3,BB_198,BB_35,Flow Date,3,,,,,,43,BB_35,7,,,,,,
1,43,115,3,BB_198,BB_35,Flow Date,4,,,,,,43,BB_35,8,,,,,,
1,43,116,5,BB_217,BB_54,Flow Date,1,,,,,,43,BB_54,5,,,,,,
1,43,116,5,BB_217,BB_54,Flow Date,2,,,,,,43,BB_54,6,,,,,,
1,43,116,5,BB_217,BB_54,Flow Date,3,,,,,,43,BB_54,7,,,,,,
1,43,116,5,BB_217,BB_54,Flow Date,4,,,,,,43,BB_54,8,,,,,,
1,43,117,2,BB_066,BB_87,Flow Date,1,,,,,,43,BB_87,5,,,,,,
1,43,117,2,BB_066,BB_87,Flow Date,2,,,,,,43,BB_87,6,,,,,,
1,43,117,2,BB_066,BB_87,Flow Date,3,,,,,,43,BB_87,7,,,,,,
1,43,117,2,BB_066,BB_87,Flow Date,4,,,,,,43,BB_87,8,,,,,,
1,44,118,2,BB_014,BB_152,Flow Date,1,,,,,,44,BB_152,5,,,,,,
1,44,118,2,BB_014,BB_152,Flow Date,2,,,,,,44,BB_152,6,,,,,,
1,44,118,2,BB_014,BB_152,Flow Date,3,,,,,,44,BB_152,7,,,,,,
1,44,118,2,BB_014,BB_152,Flow Date,4,,,,,,44,BB_152,8,,,,,,
1,44,119,1,BB_122,BB_208,Flow Date,1,,,,,,44,BB_208,5,,,,,,
1,44,119,1,BB_122,BB_208,Flow Date,2,,,,,,44,BB_208,6,,,,,,
1,44,119,1,BB_122,BB_208,Flow Date,3,,,,,,44,BB_208,7,,,,,,
1,44,119,1,BB_122,BB_208,Flow Date,4,,,,,,44,BB_208,8,,,,,,
1,44,120,1,BB_162,BB_40,Flow Date,1,,,,,,44,BB_40,5,,,,,,
1,44,120,1,BB_162,BB_40,Flow Date,2,,,,,,44,BB_40,6,,,,,,
1,44,120,1,BB_162,BB_40,Flow Date,3,,,,,,44,BB_40,7,,,,,,
1,44,120,1,BB_162,BB_40,Flow Date,4,,,,,,44,BB_40,8,,,,,,
1,45,121,4,BB_1,BB_43,Flow Date,1,,,,,,45,BB_43,5,,,,,,
1,45,121,4,BB_1,BB_43,Flow Date,2,,,,,,45,BB_43,6,,,,,,
1,45,121,4,BB_1,BB_43,Flow Date,3,,,,,,45,BB_43,7,,,,,,
1,45,121,4,BB_1,BB_43,Flow Date,4,,,,,,45,BB_43,8,,,,,,
1,45,122,4,BB_1,BB_74,Flow Date,1,,,,,,45,BB_74,5,,,,,,
1,45,122,4,BB_1,BB_74,Flow Date,2,,,,,,45,BB_74,6,,,,,,
1,45,122,4,BB_1,BB_74,Flow Date,3,,,,,,45,BB_74,7,,,,,,
1,45,122,4,BB_1,BB_74,Flow Date,4,,,,,,45,BB_74,8,,,,,,
1,45,123,3,BB_65,BB_192,Flow Date,1,,,,,,45,BB_192,5,,,,,,
1,45,123,3,BB_65,BB_192,Flow Date,2,,,,,,45,BB_192,6,,,,,,
1,45,123,3,BB_65,BB_192,Flow Date,3,,,,,,45,BB_192,7,,,,,,
1,45,123,3,BB_65,BB_192,Flow Date,4,,,,,,45,BB_192,8,,,,,,
1,46,124,4,BB_26,BB_153,Flow Date,1,,,,,,46,BB_153,5,,,,,,
1,46,124,4,BB_26,BB_153,Flow Date,2,,,,,,46,BB_153,6,,,,,,
1,46,124,4,BB_26,BB_153,Flow Date,3,,,,,,46,BB_153,7,,,,,,
1,46,124,4,BB_26,BB_153,Flow Date,4,,,,,,46,BB_153,8,,,,,,
1,46,125,4,BB_125,BB_24,Flow Date,1,,,,,,46,BB_24,5,,,,,,
1,46,125,4,BB_125,BB_24,Flow Date,2,,,,,,46,BB_24,6,,,,,,
1,46,125,4,BB_125,BB_24,Flow Date,3,,,,,,46,BB_24,7,,,,,,
1,46,125,4,BB_125,BB_24,Flow Date,4,,,,,,46,BB_24,8,,,,,,
1,46,126,6,BB_171,BB_127,Flow Date,1,,,,,,46,BB_127,5,,,,,,
1,46,126,6,BB_171,BB_127,Flow Date,2,,,,,,46,BB_127,6,,,,,,
1,46,126,6,BB_171,BB_127,Flow Date,3,,,,,,46,BB_127,7,,,,,,
1,46,126,6,BB_171,BB_127,Flow Date,4,,,,,,46,BB_127,8,,,,,,
1,47,127,3,BB_144,BB_30,Flow Date,1,,,,,,47,BB_30,5,,,,,,
1,47,127,3,BB_144,BB_30,Flow Date,2,,,,,,47,BB_30,6,,,,,,
1,47,127,3,BB_144,BB_30,Flow Date,3,,,,,,47,BB_30,7,,,,,,
1,47,127,3,BB_144,BB_30,Flow Date,4,,,,,,47,BB_30,8,,,,,,
1,47,128,5,BB_176,BB_49,Flow Date,1,,,,,,47,BB_49,5,,,,,,
1,47,128,5,BB_176,BB_49,Flow Date,2,,,,,,47,BB_49,6,,,,,,
1,47,128,5,BB_176,BB_49,Flow Date,3,,,,,,47,BB_49,7,,,,,,
1,47,128,5,BB_176,BB_49,Flow Date,4,,,,,,47,BB_49,8,,,,,,
1,47,129,1,BB_100,BB_31,Flow Date,1,,,,,,47,BB_31,5,,,,,,
1,47,129,1,BB_100,BB_31,Flow Date,2,,,,,,47,BB_31,6,,,,,,
1,47,129,1,BB_100,BB_31,Flow Date,3,,,,,,47,BB_31,7,,,,,,
1,47,129,1,BB_100,BB_31,Flow Date,4,,,,,,47,BB_31,8,,,,,,
1,48,130,5,BB_215,BB_148,Flow Date,1,,,,,,48,BB_148,5,,,,,,
1,48,130,5,BB_215,BB_148,Flow Date,2,,,,,,48,BB_148,6,,,,,,
1,48,130,5,BB_215,BB_148,Flow Date,3,,,,,,48,BB_148,7,,,,,,
1,48,130,5,BB_215,BB_148,Flow Date,4,,,,,,48,BB_148,8,,,,,,
1,48,131,6,BB_171,BB_157,Flow Date,1,,,,,,48,BB_157,5,,,,,,
1,48,131,6,BB_171,BB_157,Flow Date,2,,,,,,48,BB_157,6,,,,,,
1,48,131,6,BB_171,BB_157,Flow Date,3,,,,,,48,BB_157,7,,,,,,
1,48,131,6,BB_171,BB_157,Flow Date,4,,,,,,48,BB_157,8,,,,,,
1,48,132,6,BB_188,BB_205 B,Flow Date,1,,,,,,48,BB_205 B,5,,,,,,
1,48,132,6,BB_188,BB_205 B,Flow Date,2,,,,,,48,BB_205 B,6,,,,,,
1,48,132,6,BB_188,BB_205 B,Flow Date,3,,,,,,48,BB_205 B,7,,,,,,
1,48,132,6,BB_188,BB_205 B,Flow Date,4,,,,,,48,BB_205 B,8,,,,,,
1,49,133,3,BB_169,BB_181,Flow Date,1,,,,,,49,BB_181,5,,,,,,
1,49,133,3,BB_169,BB_181,Flow Date,2,,,,,,49,BB_181,6,,,,,,
1,49,133,3,BB_169,BB_181,Flow Date,3,,,,,,49,BB_181,7,,,,,,
1,49,133,3,BB_169,BB_181,Flow Date,4,,,,,,49,BB_181,8,,,,,,
1,49,134,2,BB_196,BB_88,Flow Date,1,,,,,,49,BB_88,5,,,,,,
1,49,134,2,BB_196,BB_88,Flow Date,2,,,,,,49,BB_88,6,,,,,,
1,49,134,2,BB_196,BB_88,Flow Date,3,,,,,,49,BB_88,7,,,,,,
1,49,134,2,BB_196,BB_88,Flow Date,4,,,,,,49,BB_88,8,,,,,,
1,49,135,2,BB_055,BB_119,Flow Date,1,,,,,,49,BB_119,5,,,,,,
1,49,135,2,BB_055,BB_119,Flow Date,2,,,,,,49,BB_119,6,,,,,,
1,49,135,2,BB_055,BB_119,Flow Date,3,,,,,,49,BB_119,7,,,,,,
1,49,135,2,BB_055,BB_119,Flow Date,4,,,,,,49,BB_119,8,,,,,,
W1,50,,5,BB_176,BB_49,Flow Date,1,,,,,,50,BB_49,5,,,,,,
W1,50,,5,BB_176,BB_49,Flow Date,2,,,,,,50,BB_49,6,,,,,,
W1,50,,5,BB_176,BB_49,Flow Date,3,,,,,,50,BB_49,7,,,,,,
W1,50,,5,BB_176,BB_49,Flow Date,4,,,,,,50,BB_49,8,,,,,,
W1,50,,5,BB_51,BB_143,Flow Date,1,,,,,,50,BB_143,5,,,,,,
W1,50,,5,BB_51,BB_143,Flow Date,2,,,,,,50,BB_143,6,,,,,,
W1,50,,5,BB_51,BB_143,Flow Date,3,,,,,,50,BB_143,7,,,,,,
W1,50,,5,BB_51,BB_143,Flow Date,4,,,,,,50,BB_143,8,,,,,,
W1,50,,4,BB_99,BB_161,Flow Date,1,,,,,,50,BB_161,5,,,,,,
W1,50,,4,BB_99,BB_161,Flow Date,2,,,,,,50,BB_161,6,,,,,,
W1,50,,4,BB_99,BB_161,Flow Date,3,,,,,,50,BB_161,7,,,,,,
W1,50,,4,BB_99,BB_161,Flow Date,4,,,,,,50,BB_161,8,,,,,,
1,51,136,1,BB_162,BB_80,Flow Date,1,,,,,,51,BB_80,5,,,,,,
1,51,136,1,BB_162,BB_80,Flow Date,2,,,,,,51,BB_80,6,,,,,,
1,51,136,1,BB_162,BB_80,Flow Date,3,,,,,,51,BB_80,7,,,,,,
1,51,136,1,BB_162,BB_80,Flow Date,4,,,,,,51,BB_80,8,,,,,,
1,51,137,4,BB_177,BB_140,Flow Date,1,,,,,,51,BB_140,5,,,,,,
1,51,137,4,BB_177,BB_140,Flow Date,2,,,,,,51,BB_140,6,,,,,,
1,51,137,4,BB_177,BB_140,Flow Date,3,,,,,,51,BB_140,7,,,,,,
1,51,137,4,BB_177,BB_140,Flow Date,4,,,,,,51,BB_140,8,,,,,,
1,51,138,3,BB_144,BB_158,Flow Date,1,,,,,,51,BB_158,5,,,,,,
1,51,138,3,BB_144,BB_158,Flow Date,2,,,,,,51,BB_158,6,,,,,,
1,51,138,3,BB_144,BB_158,Flow Date,3,,,,,,51,BB_158,7,,,,,,
1,51,138,3,BB_144,BB_158,Flow Date,4,,,,,,51,BB_158,8,,,,,,
1,52,139,5,BB_217,BB_16,Flow Date,1,,,,,,52,BB_16,5,,,,,,
1,52,139,5,BB_217,BB_16,Flow Date,2,,,,,,52,BB_16,6,,,,,,
1,52,139,5,BB_217,BB_16,Flow Date,3,,,,,,52,BB_16,7,,,,,,
1,52,139,5,BB_217,BB_16,Flow Date,4,,,,,,52,BB_16,8,,,,,,
1,52,140,3,BB_38,BB_216,Flow Date,1,,,,,,52,BB_216,5,,,,,,
1,52,140,3,BB_38,BB_216,Flow Date,2,,,,,,52,BB_216,6,,,,,,
1,52,140,3,BB_38,BB_216,Flow Date,3,,,,,,52,BB_216,7,,,,,,
1,52,140,3,BB_38,BB_216,Flow Date,4,,,,,,52,BB_216,8,,,,,,
1,52,141,4,BB_125,BB_51,Flow Date,1,,,,,,52,BB_51,5,,,,,,
