Site: Bodega Bay (2021-2022),,,,,,,Plant ID,,,,,,,,,"D-dead; G- gopher; UR-uprooted (plug pushed up); B- buried; PR- paddle replaced; DP-deer poop; T-trampled by deer; (3)- Tripplet (3 Cotyledons); *-cotyledons missing; M -= Missing P-pig; ?-unsure; M- missing; C-regrew cotyledons, (n=2)- double",,
Block (1-3),Location (1-156),Seq (1-441),Co.,Donor_ID,Recipient_ID,mm/dd,1,2,3,4,5,6,7,8,,Notes 12/12,Notes 12/19-20,Notes 12/30
3,115,320,1,BB_194,BB_214,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,D-3
3,115,320,1,BB_194,BB_214,Flow Date,,,,,,,,,,,,
3,115,321,3,BB_115,BB_77,Germ Date,2022-12-20,2022-12-20,2022-12-20,2022-12-20,2022-12-13,2022-12-20,2022-12-13,2022-12-13,,,"*-1,2,3,4,6","*-4;D-2,3,6"
3,115,321,3,BB_115,BB_77,Flow Date,,,,,,,,,,,,
3,115,322,1,BB_202,BB_101,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,,(3)-2,"*-3,6","*-6;D-3,7;(3)-2"
3,115,322,1,BB_202,BB_101,Flow Date,,,,,,,,,,,,
3,116,323,1,BB_023,BB_78,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-2,"*-2,3"
3,116,323,1,BB_023,BB_78,Flow Date,,,,,,,,,,,,
3,116,324,3,BB_38,BB_149,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,,"*-3,4",*-4;D-3
3,116,324,3,BB_38,BB_149,Flow Date,,,,,,,,,,,,
3,116,325,4,BB_73,BB_64,Germ Date,2022-12-13,2022-12-20,,2022-12-30,,2022-12-13,2022-12-13,2022-12-13,,,"*-2,7","*-1,2,4,7"
3,116,325,4,BB_73,BB_64,Flow Date,,,,,,,,,,,,
3,117,326,1,BB_023,BB_190,Germ Date,2022-12-20,2022-12-20,2022-12-20,2022-12-20,2022-12-20,2022-12-13,2022-12-20,2022-12-13,,,"*-1,2,5,8","*-5,8;D-1"
3,117,326,1,BB_023,BB_190,Flow Date,,,,,,,,,,,,
3,117,327,4,BB_73,BB_92,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,,,*-5,
3,117,327,4,BB_73,BB_92,Flow Date,,,,,,,,,,,,
3,117,328,5,BB_91,BB_98,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,UR-7,*-6;D-8,*-8;D-6
3,117,328,5,BB_91,BB_98,Flow Date,,,,,,,,,,,,
3,118,329,3,BB_174,BB_2,Germ Date,2022-12-13,,2022-12-13,2022-12-20,2022-12-13,2022-12-13,,2022-12-13,,,,
3,118,329,3,BB_174,BB_2,Flow Date,,,,,,,,2022-03-04,,,,
3,118,330,4,BB_5,BB_34,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,,,"*-1,2,3,5,7","*-1,2,5;D-3,7"
3,118,330,4,BB_5,BB_34,Flow Date,,,,,,,,,,,,
3,118,331,3,BB_144,BB_207,Germ Date,2022-12-30,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-7,8","*-1,6;D-7,8"
3,118,331,3,BB_144,BB_207,Flow Date,,,,,,,,,,,,
3,119,332,5,BB_51,BB_143,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,G-1,"*-1,2,3,5","*-2,3,5"
3,119,332,5,BB_51,BB_143,Flow Date,,,,,,,,,,,,
3,119,333,2,BB_142,BB_86,Germ Date,,,2022-12-20,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-3,6,7",*-8
3,119,333,2,BB_142,BB_86,Flow Date,,,,,,,,,,,,
3,119,334,5,BB_108,BB_189,Germ Date,2022-12-13,2022-12-13,2022-12-30,2022-12-13,,2022-12-13,2022-12-13,2022-12-13,,"G-1-5;UR-3,6,7",*-6,*-3;T&UR-6
3,119,334,5,BB_108,BB_189,Flow Date,,,,,,,,,,,, 
3,121,335,4,BB_177,BB_134,Germ Date,2022-12-30,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,"*-1,3 "
3,121,335,4,BB_177,BB_134,Flow Date,,,,,,2022-03-04,,2022-03-04,,,,
3,121,336,1,BB_028,BB_109,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-9,D-8
3,121,336,1,BB_028,BB_109,Flow Date,,2022-03-04,,2022-03-04,,,,,,,,
3,121,337,2,BB_107,BB_123,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,121,337,2,BB_107,BB_123,Flow Date,2022-03-04,2022-03-04,,2022-02-25,2022-02-25,2022-02-25,,,,,,
3,121,338,2,BB_196,BB_88,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-20,2022-12-20,2022-12-20,2022-12-20,2022-12-20,,,*-6,D-6
3,121,338,2,BB_196,BB_88,Flow Date,2022-02-25,2022-02-25,2022-03-04,2022-03-04,2022-02-25,,,,,,,
3,122,339,2,BB_014,BB_152,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,,,"*-5,6,7","*-5,6,7"
3,122,339,2,BB_014,BB_152,Flow Date,2022-03-04,,,,,,,,,,,
3,122,340,4,BB_130,BB_120,Germ Date,2022-12-20,2022-12-20,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,,,*-2,"*-2,3"
3,122,340,4,BB_130,BB_120,Flow Date,,,,,,,,,,,,
3,122,341,2,BB_182,BB_21,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,122,341,2,BB_182,BB_21,Flow Date,,,,,,,,,,,,
3,123,342,1,BB_202,BB_18,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-6,*-6
3,123,342,1,BB_202,BB_18,Flow Date,,,,,,,,,,,,
3,123,343,3,BB_174,BB_10,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,,,"*-1,6",*-1 
3,123,343,3,BB_174,BB_10,Flow Date,,,,,,,,,,,,
3,123,344,5,BB_141,BB_3,Germ Date,2022-12-30,,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-3,"*-1,3"
3,123,344,5,BB_141,BB_3,Flow Date,,,,,,,,,,,,
3,124,345,4,BB_47,BB_193,Germ Date,,2022-12-13,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-2,*-2
3,124,345,4,BB_47,BB_193,Flow Date,,,,,2022-03-04,2022-03-04,,,,,,
3,124,346,3,BB_38,BB_42,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,124,346,3,BB_38,BB_42,Flow Date,2022-03-04,2022-03-04,,2022-03-04,2022-03-04,,,,,,,
3,124,347,4,BB_5,BB_195,Germ Date,2022-12-13,2022-12-20,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,124,347,4,BB_5,BB_195,Flow Date,,,,,,,,,,,,
3,124,348,4,BB_1,BB_74,Germ Date,2022-12-13,2022-12-13,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,124,348,4,BB_1,BB_74,Flow Date,,2022-03-04,,2022-03-04,2022-03-04,,2022-03-04,,,,,
3,125,349,5,BB_176,BB_49,Germ Date,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,*-8
3,125,349,5,BB_176,BB_49,Flow Date,,,,,,,,,,,,
3,125,350,4,BB_47,BB_131,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,*-1
3,125,350,4,BB_47,BB_131,Flow Date,,,,,,,,,,,,
3,125,351,5,BB_173,BB_44,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,125,351,5,BB_173,BB_44,Flow Date,,,,,,,,,,,,
3,126,352,4,BB_177,BB_117,Germ Date,2022-12-13,2022-12-20,,2022-12-13,2022-12-13,,12/13/2021 ?,2022-12-13,,,"*-1,4,5,7",
3,126,352,4,BB_177,BB_117,Flow Date,,,,,,,,,,,,
3,126,353,6,BB_188,BB_205 B,Germ Date,,2022-12-30,2022-12-13,2022-12-13,2022-12-20,2022-12-20,2022-12-20,,,,"*-4,5,6,7","*-2,4,6;D-3,5,7"
3,126,353,6,BB_188,BB_205 B,Flow Date,,,,,,,,,,,,
3,126,354,4,BB_175,BB_172,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,126,354,4,BB_175,BB_172,Flow Date,,,,,,,,,,,,
3,126,355,3,BB_65,BB_13,Germ Date,2022-12-20,,2022-12-13,2022-12-30,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-1,3,7","*-4;D-1,3,7"
3,126,355,3,BB_65,BB_13,Flow Date,,,,,,,,2022-03-04,,,,
3,127,356,1,BB_023,BB_206,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-30,2022-12-13,,PR-6,*-3,*-3;D-6
3,127,356,1,BB_023,BB_206,Flow Date,,,,,,,,,,,,
3,127,357,1,BB_162,BB_80,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,,2022-12-13,,,*-4,D-6 
3,127,357,1,BB_162,BB_80,Flow Date,,,,,,,,,,,,
3,127,358,2,BB_197,BB_60,Germ Date,2022-12-20,2022-12-13,,2022-12-30,2022-12-20,2022-12-20,2022-12-20,2022-12-20,,,(n=2)-2,*-4
3,127,358,2,BB_197,BB_60,Flow Date,,,,,,,,,,,,
3,128,359,4,BB_26,BB_153,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,,,
3,128,359,4,BB_26,BB_153,Flow Date,,,,,,2022-03-04,,,,,,
3,128,360,5,BB_217,BB_16,Germ Date,2022-12-13,2022-12-20,,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,,(n=2)-8,
3,128,360,5,BB_217,BB_16,Flow Date,,,,,,,,,,,,
3,128,361,2,BB_055,BB_183,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,,,
3,128,361,2,BB_055,BB_183,Flow Date,,,,,,,,,,,,
3,129,362,3,BB_168,BB_58,Germ Date,2022-12-20,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-4,*-4
3,129,362,3,BB_168,BB_58,Flow Date,,,,,,,,,,,,
3,129,363,2,BB_196,BB_89,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,,,"*-3,4",D-4;DP-1
3,129,363,2,BB_196,BB_89,Flow Date,,,,,,,,2022-03-04,,,,
3,129,364,4,BB_125,BB_137,Germ Date,2022-12-13,2022-12-20,2022-12-20,2022-12-20,2022-12-13,,,2022-12-20,,,,"*-4,5"
3,129,364,4,BB_125,BB_137,Flow Date,,,,,,,,,,,,
3,131,365,2,BB_197,BB_199,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,131,365,2,BB_197,BB_199,Flow Date,,,,,2022-03-04,,2022-03-04,2022-03-04,,,,
3,131,366,2,BB_066,BB_19,Germ Date,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,131,366,2,BB_066,BB_19,Flow Date,,,,,,,2022-03-04,,,,,
3,131,367,5,BB_173,BB_170,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,,,
3,131,367,5,BB_173,BB_170,Flow Date,,,,,,,,2022-03-04,,,,
3,131,368,4,BB_73,BB_84,Germ Date,2022-12-20,2022-12-20,2022-12-20,2022-12-13,2022-12-20,2022-12-13,2022-12-20,2022-12-13,,,,
3,131,368,4,BB_73,BB_84,Flow Date,,,,,,2022-02-25,,,,,,
3,132,369,1,BB_075,BB_79,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,2022-12-13,,,"*-2,4,5","*-2,4,5,8"
3,132,369,1,BB_075,BB_79,Flow Date,,,,,,,,,,,,
3,132,370,5,BB_57,BB_121,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-6,*-6
3,132,370,5,BB_57,BB_121,Flow Date,2022-03-04,,,2022-03-04,,,,,,,,
3,132,371,2,BB_015,BB_63,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-3,7",*-3;D-7
3,132,371,2,BB_015,BB_63,Flow Date,,,,2022-03-04,,,,2022-03-04,,,,
3,133,372,1,BB_100,BB_135,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,2022-12-13,2022-12-13,,,T-5;*-5,D-5
3,133,372,1,BB_100,BB_135,Flow Date,,,,,,,,,,,,
3,133,373,4,BB_26,BB_53,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,(3)-5,,"*-1,2"
3,133,373,4,BB_26,BB_53,Flow Date,,,,,,,,2022-03-04,,,,
3,133,374,3,BB_65,BB_133,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,133,374,3,BB_65,BB_133,Flow Date,,,,,2022-03-04,,,,,,,
3,134,375,5,BB_57,BB_146,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,134,375,5,BB_57,BB_146,Flow Date,,,,,,2022-03-04,2022-03-04,,,,,
3,134,376,1,BB_213,BB_132,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,134,376,1,BB_213,BB_132,Flow Date,2022-03-04,2022-03-04,,,,,2022-03-04,,,,,
3,134,377,1,BB_075,BB_85,Germ Date,2022-12-13,2022-12-30,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-2,6","*-2,6"
3,134,377,1,BB_075,BB_85,Flow Date,2022-02-25,,,2022-03-04,,,,2022-03-04,,,,
3,135,378,1,BB_122,BB_208,Germ Date,,,,,,,,,,,,
3,135,378,1,BB_122,BB_208,Flow Date,,,,,,,,,,,,
3,135,379,3,BB_198,BB_45,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,,,,,
3,135,379,3,BB_198,BB_45,Flow Date,,,,,,,,,,,,
3,135,380,2,BB_066,BB_52,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,135,380,2,BB_066,BB_52,Flow Date,,,,,,,,,,,,
3,136,381,5,BB_215,BB_210,Germ Date,2022-12-13,2022-12-30,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,PR-3,,
3,136,381,5,BB_215,BB_210,Flow Date,,,,,,,,,,,,
3,136,382,4,BB_130,BB_48,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-3,4,5,7","*-4,5,7,8;D-3"
3,136,382,4,BB_130,BB_48,Flow Date,,,,,,,,,,,,
3,136,383,4,BB_99,BB_61,Germ Date,2022-12-20,2022-12-20,2022-12-20,2022-12-20,2022-12-13,2022-12-20,2022-12-13,2022-12-13,,,"*-1,3,4,5","D-1,3,4"
3,136,383,4,BB_99,BB_61,Flow Date,,,,,,,,,,,,
3,137,384,1,BB_100,BB_31,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-20,2022-12-20,2022-12-13,2022-12-13,,,"*-4,5,6",*-5
3,137,384,1,BB_100,BB_31,Flow Date,,,,,,,,,,,,
3,137,385,4,BB_177,BB_140,Germ Date,2022-12-13,??,2022-12-13,,2022-12-13,2022-12-13,2022-12-20,2022-12-20,,,*-1,*-1
3,137,385,4,BB_177,BB_140,Flow Date,2022-03-04,2022-03-04,,,,,,,,,,
3,137,386,2,BB_142,BB_150,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,,,,
3,137,386,2,BB_142,BB_150,Flow Date,,,,,,,,,,,,
3,138,387,2,BB_014,BB_185,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,G-1,,*-6
3,138,387,2,BB_014,BB_185,Flow Date,,,,,,,,,,,,
3,138,388,3,BB_169,BB_76,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-3,4","*-4,6;D-3"
3,138,388,3,BB_169,BB_76,Flow Date,,,,,,,,,,,,
3,138,389,3,BB_169,BB_160,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,,,
3,138,389,3,BB_169,BB_160,Flow Date,,,2022-02-25,,,,,,,,,
3,139,390,3,BB_168,BB_46,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-3,
3,139,390,3,BB_168,BB_46,Flow Date,,,,,,,,,,,,
3,139,391,5,BB_57,BB_200,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-20,,,"*-1,8;UR-8",*-8
3,139,391,5,BB_57,BB_200,Flow Date,,,,,,,,,,,,
3,139,392,1,BB_100,BB_113,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-4,5,7","*-3,6;D-3,4,7"
3,139,392,1,BB_100,BB_113,Flow Date,,,,,,,,,,,,
3,141,393,1,BB_075,BB_164,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,141,393,1,BB_075,BB_164,Flow Date,,,,,,,,,,,,
3,141,394,5,BB_141,BB_37,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-7,*-6;D-7
3,141,394,5,BB_141,BB_37,Flow Date,,,,,,,,,,,,
3,141,395,3,BB_65,BB_192,Germ Date,2022-12-13,2022-12-20,2022-12-20,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-1,4,6,7,8","*-2,6,7,8;D-4"
3,141,395,3,BB_65,BB_192,Flow Date,,,,,,,,,,,,
3,141,396,1,BB_194,BB_163,Germ Date,2022-12-13,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"D-2;*-4,7",*-4
3,141,396,1,BB_194,BB_163,Flow Date,,,,,,,,,,,,
3,142,397,4,BB_175,BB_104,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-20,2022-12-13,2022-12-13,,,"*-2,3,8",D-5
3,142,397,4,BB_175,BB_104,Flow Date,,,,,,,,,,,,
3,142,398,1,BB_162,BB_154,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,,,
3,142,398,1,BB_162,BB_154,Flow Date,,,,,,,,,,,,
3,142,399,5,BB_217,BB_54,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-20,2022-12-13,2022-12-20,2022-12-13,2022-12-13,,,,
3,142,399,5,BB_217,BB_54,Flow Date,,,,,,,,,,,,
3,143,400,3,BB_167,BB_110,Germ Date,2022-12-20,,2022-12-20,,2022-12-20,2022-12-13,2022-12-13,2022-12-20,,,"T-4;*-5,7","*-5,8;D-7"
3,143,400,3,BB_167,BB_110,Flow Date,2022-03-04,,,,,2022-02-25,,,,,, 
3,143,401,5,BB_91,BB_94,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,,"*-4,5,7,8","*-1,2,5,8;D-7"
3,143,401,5,BB_91,BB_94,Flow Date,,,,,,,,,,,,
3,143,402,5,BB_176,BB_17,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-7,*-7;D-8
3,143,402,5,BB_176,BB_17,Flow Date,,,,,,,,,,,,
3,144,403,3,BB_168,BB_81,Germ Date,2022-12-13,2022-12-20,2022-12-20,2022-12-20,2022-12-20,2022-12-20,2022-12-20,2022-12-20,,,UR-6;*-8,
3,144,403,3,BB_168,BB_81,Flow Date,,,,,,,2022-03-04,,,,,
3,144,404,5,BB_51,BB_105,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,UR-7,*-5,*-5
3,144,404,5,BB_51,BB_105,Flow Date,,,,,,,,2022-03-04,,,,
3,144,405,2,BB_055,BB_119,Germ Date,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,,*-8,*-8
3,144,405,2,BB_055,BB_119,Flow Date,,,,,,,,,,,,
3,144,406,4,BB_26,BB_70,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,,,
3,144,406,4,BB_26,BB_70,Flow Date,,,,,,,,2022-03-04,,,,
3,145,407,4,BB_175,BB_50,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-20,,,,"*-1,2,4,6,7","*-1,4,6,7"
3,145,407,4,BB_175,BB_50,Flow Date,,,,,,,,,,,,
3,145,408,1,BB_028,BB_209,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,2022-12-13,,,"*-1,2,3,8;G-5,6",*-3;D-1;M-2
3,145,408,1,BB_028,BB_209,Flow Date,,,,,,,,,,,,
3,145,409,3,BB_38,BB_216,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-5,8",*-5;D-8
3,145,409,3,BB_38,BB_216,Flow Date,2022-02-25,,,,,,,,,,,
3,145,410,1,BB_028,BB_83,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,2022-12-13,2022-12-13,2022-12-13,,,"*-1,3,6,7,8;UR-4","*-1,3,8;D-6,7"
3,145,410,1,BB_028,BB_83,Flow Date,,,,,,,,,,,,
3,146,411,6,BB_171,BB_39,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-2,8","*-1,2;D-8"
3,146,411,6,BB_171,BB_39,Flow Date,,,,,,,,,,,,
3,146,412,3,BB_11,BB_116,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,,*-7,*-7
3,146,412,3,BB_11,BB_116,Flow Date,2022-03-04,,2022-03-04,2022-03-04,2022-03-04,2022-02-25,,,,,,
3,146,413,2,BB_014,BB_102,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,*-5
3,146,413,2,BB_014,BB_102,Flow Date,,,,,,,,,,,,
3,146,414,3,BB_144,BB_158,Germ Date,,,2022-12-30,2022-12-30,2022-12-20,2022-12-20,,2022-12-30,,,*-6,*-3;D-6 
3,146,414,3,BB_144,BB_158,Flow Date,,,,,,,,,,,,
3,147,415,3,BB_115,BB_187,Germ Date,2022-12-20,2022-12-20,2022-12-20,,,,2022-12-20,2022-12-20,,,*-8,"*-1,2"
3,147,415,3,BB_115,BB_187,Flow Date,,,,,,,,,,,,
3,147,416,1,BB_202,BB_25,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-2;PR-7;?-7,"*-2,7"
3,147,416,1,BB_202,BB_25,Flow Date,,,,,,,,,,,,
3,147,417,2,BB_015,BB_111,Germ Date,2022-12-13,2022-12-20,2022-12-30,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
3,147,417,2,BB_015,BB_111,Flow Date,,,,,,,,,,,,
3,148,418,1,BB_162,BB_40,Germ Date,,2022-12-13,2022-12-13,2022-12-20,,2022-12-20,2022-12-20,2022-12-20,,"UR-2,3","*-3,4,6,7,8","*-3;D-4,6,8;DP&M-7"
3,148,418,1,BB_162,BB_40,Flow Date,,,,,,,,,,,,
3,148,419,6,BB_188,BB_171,Germ Date,2022-12-20,2022-12-13,2022-12-30,2022-12-13,2022-12-13,,2022-12-13,2022-12-13,,,"*-2,5,7,8;T-8","*-2,3,8"
3,148,419,6,BB_188,BB_171,Flow Date,,,,,,,,,,,,
3,148,420,5,BB_141,BB_29,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,B-4,*-1,D-1
3,148,420,5,BB_141,BB_29,Flow Date,,,,,,,,,,,,
3,149,421,5,BB_91,BB_139,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-3,4",*-4;D-3
3,149,421,5,BB_91,BB_139,Flow Date,,,,,,,,,,,,
3,149,422,2,BB_142,BB_93,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,2022-12-13,2022-12-13,2022-12-13,,,"*-3,4,6,7,8;?-5","*-3,4,6;D-1,7,8"
3,149,422,2,BB_142,BB_93,Flow Date,,,,,,,,,,,,
3,149,423,3,BB_198,BB_138,Germ Date,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,,,,
3,149,423,3,BB_198,BB_138,Flow Date,,,,,,,,,,,,
3,149,424,3,BB_11,BB_56,Germ Date,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-20,2022-12-20,,,"*-3,4,7",*-3;D-7
3,149,424,3,BB_11,BB_56,Flow Date,,,,,,,,,,,,
