Site: Bodega Bay (2021-2022),,,,,,,Plant ID,,,,,,,,,"D-dead; G- gopher; UR-uprooted (plug pushed up); B- buried; PR- paddle replaced; DP-deer poop; T-trampled by deer; (3)- Tripplet (3 Cotyledons); *-cotyledons missing; M -= Missing P-pig; ?-unsure; M- missing; C-regrew cotyledons, (n=2)- double",,
Block (1-3),Location (1-156),Seq (1-441),Co.,Donor_ID,Recipient_ID,mm/dd,1,2,3,4,5,6,7,8,,Notes 12/12,Notes 12/19-20,Notes 12/30
1,38,105,2,BB_015,BB_63,Flow Date,,,,,,,,,,,,
1,38,106,5,BB_91,BB_139,Germ Date,2022-12-12,2022-12-12,,2022-12-12,2022-12-12,2022-12-12,2022-12-20,2022-12-20,,,"*-2;D-4,5","D-4,5"
1,38,106,5,BB_91,BB_139,Flow Date,,,,,,,,,,,,
1,39,107,2,BB_055,BB_145,Germ Date,2022-12-12,2022-12-12,2022-12-20,2022-12-12,2022-12-12,,2022-12-12,2022-12-12,,,*-3,*-3
1,39,107,2,BB_055,BB_145,Flow Date,,,,,,,,,,,,
1,39,108,5,BB_51,BB_105,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,*-7,*-7
1,39,108,5,BB_51,BB_105,Flow Date,,,,,,,,,,,,
1,39,109,6,BB_171,BB_39,Germ Date,2022-12-12,,2022-12-12,2022-12-12,2022-12-12,2022-12-20,2022-12-12,2022-12-20,,,,
1,39,109,6,BB_171,BB_39,Flow Date,,,,,,,,,,,,
1,41,110,3,BB_115,BB_77,Germ Date,2022-12-12,2022-12-12,,,,,,2022-12-12,,B-4,*-8,"*-8;DP-4,6"
1,41,110,3,BB_115,BB_77,Flow Date,,,,,,,,,,,,
1,41,111,5,BB_141,BB_37,Germ Date,2022-12-12,2022-12-20,2022-12-20,2022-12-20,,2022-12-20,2022-12-30,2022-12-20,,,"*-1,3","*-1,3,7"
1,41,111,5,BB_141,BB_37,Flow Date,,,,,,,,,,,,
1,41,112,1,BB_023,BB_190,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-20,2022-12-12,2022-12-12,,,*-6,
1,41,112,1,BB_023,BB_190,Flow Date,,,,,,,,,,,,
1,42,113,2,BB_015,BB_111,Germ Date,2022-12-12,2022-12-30,,2022-12-12,2022-12-12,2022-12-12,,2022-12-20,,PR-1,"*-1,4,5,8","*-1,2,4,5"
1,42,113,2,BB_015,BB_111,Flow Date,,,,,,,,,,,,
1,42,114,3,BB_198,BB_138,Germ Date,2022-12-12,2022-12-12,2022-12-20,,2022-12-30,2022-12-12,2022-12-12,2022-12-12,,,*-3,"*-5,7;D-3"
1,42,114,3,BB_198,BB_138,Flow Date,,,,,,,,,,,,
1,43,115,3,BB_198,BB_35,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,*-1,
1,43,115,3,BB_198,BB_35,Flow Date,,,,,,,,,,,,
1,43,116,5,BB_217,BB_54,Germ Date,2022-12-30,2022-12-12,2022-12-12,,,2022-12-12,2022-12-12,2022-12-20,,,D-2;*-7,*-7;D-2
1,43,116,5,BB_217,BB_54,Flow Date,,,,,,,,,,,,
1,43,117,2,BB_066,BB_87,Germ Date,2022-12-12,2022-12-30,2022-12-12,,,2022-12-20,2022-12-12,2022-12-20,,D-12,"*-3,6,8;DP-6,7","*-6,7,8"
1,43,117,2,BB_066,BB_87,Flow Date,,,,,,,,,,,,
1,44,118,2,BB_014,BB_152,Germ Date,2022-12-12,2022-12-12,2022-12-12,,2022-12-12,,,2022-12-12,,,"*-1,3,5,8","*-1,3,5"
1,44,118,2,BB_014,BB_152,Flow Date,,,,,,,,,,,,
1,44,119,1,BB_122,BB_208,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,2022-12-12,2022-12-20,2022-12-12,,,"*-2,4,7",D-6;?-2
1,44,119,1,BB_122,BB_208,Flow Date,,,,,,,,,,,,
1,44,120,1,BB_162,BB_40,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,2022-12-12,,,,,
1,44,120,1,BB_162,BB_40,Flow Date,,,,,,,,,,,,
1,45,121,4,BB_1,BB_43,Germ Date,2022-12-20,2022-12-30,2022-12-12,2022-12-12,2022-12-20,2022-12-20,2022-12-20,2022-12-30,,,"*-3,4,5,7","*-2,4,5,8"
1,45,121,4,BB_1,BB_43,Flow Date,,,,,,,,,,,,
1,45,122,4,BB_1,BB_74,Germ Date,,2022-12-12,2022-12-12,2022-12-12,2022-12-20,2022-12-12,,2022-12-12,,,"*-2,3,4","*-2,4"
1,45,122,4,BB_1,BB_74,Flow Date,,,,,,,,,,,,
1,45,123,3,BB_65,BB_192,Germ Date,2022-12-20,2022-12-20,2022-12-20,2022-12-12,2022-12-12,,,2022-12-30,,,"*-1,3,4,5","*-1,3,4,5"
1,45,123,3,BB_65,BB_192,Flow Date,,,,,,,,,,,,
1,46,124,4,BB_26,BB_153,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,2022-12-12,,2022-12-20,,,"*-2,6","*-2,6"
1,46,124,4,BB_26,BB_153,Flow Date,,,,,,,,,,,,
1,46,125,4,BB_125,BB_24,Germ Date,2022-12-12,2022-12-20,2022-12-12,2022-12-20,2022-12-20,2022-12-12,2022-12-12,2022-12-12,,,"*-5,7","*-5,7"
1,46,125,4,BB_125,BB_24,Flow Date,,,,,,,,,,,,
1,46,126,6,BB_171,BB_127,Germ Date,2022-12-12,,2022-12-12,2022-12-12,2022-12-12,,,,,,*-1,*-4
1,46,126,6,BB_171,BB_127,Flow Date,,,,,,,,,,,,
1,47,127,3,BB_144,BB_30,Germ Date,2022-12-20,2022-12-12,2022-12-12,2022-12-12,2022-12-20,,2022-12-12,,,,"*-3,4,5;D-7","*-3,4;D-5,7"
1,47,127,3,BB_144,BB_30,Flow Date,,,,,,,,,,,,
1,47,128,5,BB_176,BB_49,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,,
1,47,128,5,BB_176,BB_49,Flow Date,,,,,,,,,,,,
1,47,129,1,BB_100,BB_31,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,*-6,*-6
1,47,129,1,BB_100,BB_31,Flow Date,,,,,,,,,,,,
1,48,130,5,BB_215,BB_148,Germ Date,,2022-12-12,2022-12-20,2022-12-30,,,,,,,*-3,*-4;D-3
1,48,130,5,BB_215,BB_148,Flow Date,,,,,,,,,,,,
1,48,131,6,BB_171,BB_157,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,D-8,D-8
1,48,131,6,BB_171,BB_157,Flow Date,,,,,,,,,,,,
1,48,132,6,BB_188,BB_205 B,Germ Date,2022-12-20,2022-12-20,,2022-12-30,,,2022-12-30,,,,*-1,"*-1,4,7"
1,48,132,6,BB_188,BB_205 B,Flow Date,,,,,,,,,,,,
1,49,133,3,BB_169,BB_181,Germ Date,2022-12-30,,2022-12-20,,2022-12-30,2022-12-30,,2022-12-20,,,*-3,*-1;D-3
1,49,133,3,BB_169,BB_181,Flow Date,,,,,,,,,,,,
1,49,134,2,BB_196,BB_88,Germ Date,2022-12-20,,2022-12-30,,2022-12-12,,2022-12-12,2022-12-12,,,D-5,*-3;D-5
1,49,134,2,BB_196,BB_88,Flow Date,,,,,,,,,,,,
1,49,135,2,BB_055,BB_119,Germ Date,,2022-12-12,2022-12-20,2022-12-20,2022-12-12,2022-12-20,2022-12-12,2022-12-12,,,"*-2,5,6","*-2,6,7;D-5"
1,49,135,2,BB_055,BB_119,Flow Date,,,,,,,,,,,,
1,51,136,1,BB_162,BB_80,Germ Date,2022-12-20,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,"*-1,6",D-6
1,51,136,1,BB_162,BB_80,Flow Date,,,,,,,,,,,,
1,51,137,4,BB_177,BB_140,Germ Date,,2022-12-12,2022-12-12,2022-12-20,2022-12-12,2022-12-12,2022-12-12,2022-12-20,,,*-8,D-8
1,51,137,4,BB_177,BB_140,Flow Date,,,,,,,,,,,,
1,51,138,3,BB_144,BB_158,Germ Date,2022-12-20,,2022-12-20,2022-12-20,2022-12-30,2022-12-30,,2022-12-20,,,"*-1,3,4","*-1,3,4,6"
1,51,138,3,BB_144,BB_158,Flow Date,,,,,,,,,,,,
1,52,139,5,BB_217,BB_16,Germ Date,2022-12-12,2022-12-20,2022-12-20,2022-12-12,2022-12-20,,2022-12-12,,,,,
1,52,139,5,BB_217,BB_16,Flow Date,,,,,,,,,,,,
1,52,140,3,BB_38,BB_216,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,G-1,*-1,D-1
1,52,140,3,BB_38,BB_216,Flow Date,,,,,,,,,,,,
1,52,141,4,BB_125,BB_51,Germ Date,2022-12-12,2022-12-12,2022-12-12,,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,,
1,52,141,4,BB_125,BB_51,Flow Date,,,,,,,,,,,,
1,53,142,1,BB_023,BB_78,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,,
1,53,142,1,BB_023,BB_78,Flow Date,,,,,,,,,,,,
1,53,143,3,BB_11,BB_56,Germ Date,2022-12-12,2022-12-12,,2022-12-20,2022-12-12,2022-12-20,2022-12-12,,,,*-1,
1,53,143,3,BB_11,BB_56,Flow Date,,,,,,,,,,,,
1,53,144,5,BB_51,BB_118,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,*-1;D-7,D-1
1,53,144,5,BB_51,BB_118,Flow Date,,,,,,,,,,,,
1,54,145,4,BB_130,BB_120,Germ Date,2022-12-20,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-30,2022-12-20,2022-12-12,,,"*-1,7",D-7
1,54,145,4,BB_130,BB_120,Flow Date,,,,,,,,,,,,
1,54,146,3,BB_38,BB_42,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,2022-12-12,2022-12-12,2022-12-20,,,UR-7;*-8,*-8
1,54,146,3,BB_38,BB_42,Flow Date,,,,,,,,,,,,
1,55,147,2,BB_142,BB_86,Germ Date,2022-12-12,2022-12-20,2022-12-12,2022-12-20,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,"*-5,6,8",*-8;D-6
1,55,147,2,BB_142,BB_86,Flow Date,,,,,,,,,,,,
2,56,148,5,BB_217,BB_16,Germ Date,2022-12-12,2022-12-20,2022-12-20,2022-12-12,2022-12-12,,2022-12-12,2022-12-12,,,"*-2,4,5","*-2,5"
2,56,148,5,BB_217,BB_16,Flow Date,,,,,,,,,,,,
2,56,149,5,BB_51,BB_118,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-20,2022-12-12,2022-12-12,,,*-2,*-2
2,56,149,5,BB_51,BB_118,Flow Date,,,,,,,,,,,,
2,56,150,5,BB_215,BB_148,Germ Date,2022-12-12,,2022-12-12,,2022-12-20,2022-12-30,,2022-12-12,,G-2;UR-2,*-5,"*-5,6"
2,56,150,5,BB_215,BB_148,Flow Date,,,,,,,,,,,,
2,57,151,2,BB_015,BB_111,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-20,2022-12-20,2022-12-12,2022-12-12,2022-12-12,,,"*-2,5,6,7","*-2,5,7"
2,57,151,2,BB_015,BB_111,Flow Date,,,,,,,,,,,,
2,57,152,4,BB_130,BB_120,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-20,2022-12-12,2022-12-20,2022-12-12,,,*-4,*-4
2,57,152,4,BB_130,BB_120,Flow Date,,,,,,,,,,,,
2,57,153,4,BB_73,BB_92,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-20,2022-12-12,2022-12-12,2022-12-12,,,*-5,
2,57,153,4,BB_73,BB_92,Flow Date,,,,,,,2022-03-03,2022-03-03,,,,
2,58,154,6,BB_171,BB_127,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,,?-4
2,58,154,6,BB_171,BB_127,Flow Date,,,,,,,,,,,,
2,58,155,4,BB_26,BB_153,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-20,2022-12-20,2022-12-12,,,,
2,58,155,4,BB_26,BB_153,Flow Date,,,,,,,,2022-03-03,,,,
2,58,156,4,BB_175,BB_50,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,*-5,
2,58,156,4,BB_175,BB_50,Flow Date,2022-03-03,,,,,,,,,,,
2,59,157,3,BB_65,BB_133,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,2022-12-12,,,DF-8;D-8,
2,59,157,3,BB_65,BB_133,Flow Date,,,,,,,,,,,,
2,59,158,5,BB_51,BB_143,Germ Date,,2022-12-12,,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,,
2,59,158,5,BB_51,BB_143,Flow Date,,,,,,,,,,,,
2,59,159,3,BB_11,BB_56,Germ Date,2022-12-20,2022-12-20,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,D-5,"D-3,5,7"
2,59,159,3,BB_11,BB_56,Flow Date,,,,,,,,,,,,
2,61,160,1,BB_122,BB_27,Germ Date,2022-12-20,2022-12-30,,2022-12-12,,,2022-12-12,2022-12-12,,PR-7,,"*-2;D-1;M-7,8"
2,61,160,1,BB_122,BB_27,Flow Date,,,,,,,,,,,,
2,61,161,1,BB_023,BB_78,Germ Date,,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,,,,,D-2
2,61,161,1,BB_023,BB_78,Flow Date,,,,,,,,,,,,
2,61,162,1,BB_213,BB_147,Germ Date,2022-12-30,2022-12-20,2022-12-20,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,,
2,61,162,1,BB_213,BB_147,Flow Date,,,,,,,,2022-03-03,,,,
2,62,163,1,BB_194,BB_214,Germ Date,2022-12-20,2022-12-20,2022-12-12,2022-12-12,2022-12-20,2022-12-12,2022-12-12,2022-12-12,,,"*-1,5,6",
2,62,163,1,BB_194,BB_214,Flow Date,,,,,,,,,,,,
2,62,164,4,BB_99,BB_61,Germ Date,2022-12-12,2022-12-12,2022-12-20,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,"*-4,6;G-5",*-4
2,62,164,4,BB_99,BB_61,Flow Date,,,,,,,,,,,,
2,62,165,2,BB_197,BB_211,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,,PR-8,"*-1,2,4,7;D-6",*-1;D-4
2,62,165,2,BB_197,BB_211,Flow Date,,,,,,,,,,,,
2,63,166,3,BB_167,BB_114,Germ Date,2022-12-12,2022-12-20,2022-12-12,2022-12-12,2022-12-12,,2022-12-12,2022-12-12,,,"*-2,3,4","*-2,3"
2,63,166,3,BB_167,BB_114,Flow Date,,,,,,,,,,,,
2,63,167,1,BB_028,BB_83,Germ Date,2022-12-12,2022-12-20,2022-12-12,2022-12-12,2022-12-20,2022-12-12,2022-12-12,2022-12-12,,,"*-1,2,4","*-1,2,4"
2,63,167,1,BB_028,BB_83,Flow Date,,,,,,,,,,,,
2,63,168,6,BB_188,BB_171,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-12,2022-12-20,2022-12-12,2022-12-20,,,"*-6,7,8",
2,63,168,6,BB_188,BB_171,Flow Date,,,,,,,,,,,,
2,64,169,5,BB_108,BB_69,Germ Date,2022-12-12,,2022-12-30,2022-12-12,2022-12-12,2022-12-12,,2022-12-20,,,"1,4,5,8","*-1,3,5,8;D-6"
2,64,169,5,BB_108,BB_69,Flow Date,,,,,,,,,,,,
2,64,170,4,BB_125,BB_51,Germ Date,2022-12-20,2022-12-12,2022-12-12,,,2022-12-12,2022-12-12,2022-12-20,,,*-6,*-1;D-6
2,64,170,4,BB_125,BB_51,Flow Date,,,,,,,,,,,,
2,64,171,3,BB_115,BB_20,Germ Date,2022-12-20,,,2022-12-20,,2022-12-30,,,,,"*-1,4","*-1,4,6"
2,64,171,3,BB_115,BB_20,Flow Date,,,,,,,,,,,,
2,65,172,1,BB_100,BB_135,Germ Date,2022-12-20,,,,2022-12-12,2022-12-12,,2022-12-20,,,"*-1,6",*-6;D-1
2,65,172,1,BB_100,BB_135,Flow Date,,,,,,,,,,,,
2,65,173,2,BB_066,BB_52,Germ Date,2022-12-12,,,2022-12-20,,2022-12-30,,2022-12-12,,,*-1,
2,65,173,2,BB_066,BB_52,Flow Date,,,,,,,,,,,,
2,65,174,2,BB_142,BB_150,Germ Date,2022-12-20,2022-12-12,2022-12-30,,2022-12-20,2022-12-12,2022-12-12,2022-12-12,,,*-7,D-7
2,65,174,2,BB_142,BB_150,Flow Date,,,,,,,,,,,,
2,66,175,4,BB_73,BB_84,Germ Date,2022-12-30,2022-12-12,,,2022-12-12,2022-12-12,2022-12-20,2022-12-12,,,"*-5,6,7,8","*-1,6,7,8;D-5"
2,66,175,4,BB_73,BB_84,Flow Date,,,,,,,,,,,,
2,66,176,4,BB_1,BB_43,Germ Date,2022-12-12,2022-12-12,2022-12-20,,2022-12-12,,,2022-12-30,,,,"*-6,8"
2,66,176,4,BB_1,BB_43,Flow Date,,,,,,,,,,,,
2,66,177,5,BB_141,BB_37,Germ Date,2022-12-12,2022-12-12,,2022-12-12,,2022-12-12,2022-12-20,2022-12-12,,PR-5;G-5,"*-4,6,7","*-4,6,D-7"
2,66,177,5,BB_141,BB_37,Flow Date,,,,,,,,,,,,
2,67,178,1,BB_075,BB_164,Germ Date,,2022-12-12,,2022-12-30,,,,2022-12-20,,,*-8,
2,67,178,1,BB_075,BB_164,Flow Date,,,,,,,,,,,,
2,67,179,4,BB_177,BB_134,Germ Date,,2022-12-30,2022-12-30,,2022-12-12,2022-12-20,2022-12-12,2022-12-20,,,"*-6,8","*-2,3,6;D-5,8"
2,67,179,4,BB_177,BB_134,Flow Date,,,,,,,,,,,,
2,67,180,1,BB_213,BB_204,Germ Date,2022-12-30,,2022-12-12,2022-12-12,2022-12-20,2022-12-12,,2022-12-20,,,"*-4,5,6,8","*-1,5;D-4,8"
2,67,180,1,BB_213,BB_204,Flow Date,,,,,,,,,,,,
2,68,181,2,BB_015,BB_218,Germ Date,2022-12-12,2022-12-20,,2022-12-12,2022-12-12,2022-12-20,2022-12-20,2022-12-12,,,"*-1,2,5,6,8","*-2,5,6;D-8"
2,68,181,2,BB_015,BB_218,Flow Date,,,,,,,,,,,,
2,68,182,5,BB_57,BB_121,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,2022-12-12,,2022-12-20,,,"*-1,2,6","*-1,2;D-6"
2,68,182,5,BB_57,BB_121,Flow Date,,,,,,,,,,,,
2,69,183,3,BB_168,BB_81,Germ Date,2022-12-12,2022-12-12,2022-12-20,,2022-12-12,2022-12-12,2022-12-20,2022-12-20,,,"*-6,8",
2,69,183,3,BB_168,BB_81,Flow Date,2022-03-03,,2022-03-03,,,,,,,,,
2,69,184,1,BB_194,BB_163,Germ Date,2022-12-12,2022-12-12,2022-12-20,,2022-12-20,2022-12-12,2022-12-12,2022-12-12,,,"*-2,3,7","*-2,3,5"
2,69,184,1,BB_194,BB_163,Flow Date,,,,,,,,,,,,
2,69,185,2,BB_197,BB_199,Germ Date,2022-12-12,2022-12-12,2022-12-12,2022-12-12,,2022-12-30,2022-12-12,2022-12-20,,G-6,*-4,M-4
2,69,185,2,BB_197,BB_199,Flow Date,,,,,,,,,,,,
2,71,186,5,BB_57,BB_146,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-20,2022-12-13,,,"*-5,7","*-7,8;D-5"
2,71,186,5,BB_57,BB_146,Flow Date,,,,,,,,,,,,
2,71,187,5,BB_215,BB_210,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-3,5,6",*-6;D-5
2,71,187,5,BB_215,BB_210,Flow Date,,,,,,,,,,,,
2,71,188,3,BB_167,BB_8,Germ Date,2022-12-13,2022-12-13,2022-12-13,,2022-12-13,,2022-12-13,2022-12-13,,,"*-1,2,3,5;T-8",*-5
2,71,188,3,BB_167,BB_8,Flow Date,,,,,,,,,,,,
2,72,189,2,BB_055,BB_119,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-20,2022-12-20,2022-12-13,2022-12-13,,,,*-4,*-4;D-7
2,72,189,2,BB_055,BB_119,Flow Date,,,,,,,,,,,,
2,72,190,3,BB_174,BB_68,Germ Date,2022-12-20,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,,,T-1,*-6
2,72,190,3,BB_174,BB_68,Flow Date,,,,2022-03-03,,,,,,,,
2,72,191,4,BB_5,BB_195,Germ Date,2022-12-13,2022-12-13,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,"*-1,2","*-1,2"
2,72,191,4,BB_5,BB_195,Flow Date,,,,,,,,,,,,
2,73,192,3,BB_198,BB_45,Germ Date,2022-12-13,2022-12-20,2022-12-20,2022-12-13,2022-12-30,,2022-12-20,2022-12-20,,,*-7,*-7;D-1
2,73,192,3,BB_198,BB_45,Flow Date,,,,,,,,,,,,
2,73,193,4,BB_125,BB_24,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-20,,,,2022-12-13,,,"*-1,3,4","D-1,4"
2,73,193,4,BB_125,BB_24,Flow Date,,,,,,,,,,,,
2,73,194,3,BB_38,BB_216,Germ Date,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,*-3,
2,73,194,3,BB_38,BB_216,Flow Date,,,,,,,,,,,,
2,74,195,4,BB_73,BB_64,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,,,"*-2,4,5,6,7;UR-4","*-2,6,7;D-2; T-5"
2,74,195,4,BB_73,BB_64,Flow Date,,,,,,,,,,,,
2,74,196,1,BB_162,BB_40,Germ Date,2022-12-13,2022-12-13,,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-30,,,"D-1;*-4,7","*-1,2,4,5,7,8"
2,74,196,1,BB_162,BB_40,Flow Date,,,,,,,,,,,,
2,74,197,6,BB_171,BB_157,Germ Date,,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-2,5,8","*-2,8"
2,74,197,6,BB_171,BB_157,Flow Date,,,,,,,,,,,,
2,75,198,3,BB_168,BB_58,Germ Date,2022-12-20,2022-12-30,2022-12-13,,2022-12-13,,2022-12-13,2022-12-13,,,*-1,"*-1,2;D-5"
2,75,198,3,BB_168,BB_58,Flow Date,,,,,,,,,,,,
2,75,199,1,BB_100,BB_31,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-1,2,4,5,6,7","*-1,6;D-2,5"
2,75,199,1,BB_100,BB_31,Flow Date,,,,,,,,,,,,
2,75,200,5,BB_173,BB_95,Germ Date,2022-12-20,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-1,2,3,4,7,8","*-3,4,7;D-1,8"
2,75,200,5,BB_173,BB_95,Flow Date,,,,,,,,,,,,
2,76,201,1,BB_075,BB_85,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-20,2022-12-20,2022-12-13,2022-12-13,2022-12-13,,,"*-2,6,7","*-6,7"
2,76,201,1,BB_075,BB_85,Flow Date,,,,,,,,,,,,
2,76,202,4,BB_99,BB_161,Germ Date,2022-12-20,2022-12-20,2022-12-20,2022-12-13,2022-12-20,2022-12-20,2022-12-13,2022-12-20,,,"*-1,6,7,8","*-1,7;D-8"
2,76,202,4,BB_99,BB_161,Flow Date,,,,,,,,,,,,
2,76,203,4,BB_26,BB_53,Germ Date,2022-12-13,2022-12-20,2022-12-13,2022-12-13,2022-12-20,,2022-12-13,2022-12-20,,,"*-2,4",*-2
2,76,203,4,BB_26,BB_53,Flow Date,,,,,,,,,,,,
2,77,204,4,BB_175,BB_104,Germ Date,2022-12-13,2022-12-20,,,2022-12-13,2022-12-13,2022-12-30,2022-12-20,,,"*-2,5,7","*-2,7;D-5"
2,77,204,4,BB_175,BB_104,Flow Date,,,,,,,,,,,,
2,77,205,4,BB_99,BB_32,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-2,3,4,6,7","*-2,6,7"
2,77,205,4,BB_99,BB_32,Flow Date,,,,,,,,,,,,
2,77,206,2,BB_107,BB_151,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
2,77,206,2,BB_107,BB_151,Flow Date,,,,,,,2022-03-04,2022-03-04,,,,
2,78,207,1,BB_028,BB_209,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,UR-12,D-1,"*-7;D-1,4"
2,78,207,1,BB_028,BB_209,Flow Date,,,,,,,,,,,,
2,78,208,6,BB_188,BB_9,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-4,7",*-4;D-7
2,78,208,6,BB_188,BB_9,Flow Date,,,,,,,,,,,,
2,78,209,1,BB_202,BB_18,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,,,"*-5,7,8"
2,78,209,1,BB_202,BB_18,Flow Date,,,,,,,,,,,,
2,79,210,3,BB_169,BB_76,Germ Date,2022-12-20,2022-12-13,2022-12-13,2022-12-13,2022-12-20,2022-12-13,2022-12-30,2022-12-13,,,"*-2,4,5;D-6","*-2,7;D-3,6"
2,79,210,3,BB_169,BB_76,Flow Date,,,,,,,,,,,,
2,79,211,4,BB_1,BB_72,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-20,,2022-12-13,,,"*-3,5,6",*-6
2,79,211,4,BB_1,BB_72,Flow Date,,,,,,,,,,,,
2,79,212,5,BB_51,BB_105,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,"*-4,6",
2,79,212,5,BB_51,BB_105,Flow Date,,,,,,,,,,,,
2,80,213,3,BB_144,BB_207,Germ Date,2022-12-13,2022-12-30,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,*-2
2,80,213,3,BB_144,BB_207,Flow Date,,,,,,,,,,,,
2,80,214,2,BB_066,BB_19,Germ Date,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,2022-12-13,,,,
2,80,214,2,BB_066,BB_19,Flow Date,,,,,,,,,,,,
