,,,,,,Collection Date: 2022-04-13 ,,,,Collection Date: 2022-04-21 to 2022-04-22,,,,Collection Date: 2022-04-28 to 2022-04-29,,,,Collection Date: 2022-05-05,,,,Collection Date: 2022-05-11 to 2022-05-13,,,,Collection Date: 2022-05-20,,,,Collection Date: 2022-05-25 to 2022-05-27,,,,Collection Date: 2022-06-13 to 2022-06-14,,,,Collection Date: NA,,,,closed_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,mean_seeds_per_fruit,total_est_seed_production,Germ_Date
Transect,Sequence,Donor,Block,Recipient,Plant_ID,# of CLOSED Fruits collected from FITNESS plant,# of FILLED SEEDS from closed fruits collected from fitness plant,# of seeds WEIGHED,Mass of ALL WEIGHED SEEDS_mg,# of CLOSED Fruits collected from FITNESS plant,# of FILLED SEEDS from closed fruits collected from fitness plant,# of seeds WEIGHED,Mass of ALL WEIGHED SEEDS_mg,# of CLOSED Fruits collected from FITNESS plant,# of FILLED SEEDS from closed fruits collected from fitness plant,# of seeds WEIGHED,Mass of ALL WEIGHED SEEDS_mg,# of CLOSED Fruits collected from FITNESS plant,# of FILLED SEEDS from closed fruits collected from fitness plant,# of seeds WEIGHED,Mass of ALL WEIGHED SEEDS_mg,# of CLOSED Fruits collected from FITNESS plant,# of FILLED SEEDS from closed fruits collected from fitness plant,# of seeds WEIGHED,Mass of ALL WEIGHED SEEDS_mg,# of CLOSED Fruits collected from FITNESS plant,# of FILLED SEEDS from closed fruits collected from fitness plant,# of seeds WEIGHED,Mass of ALL WEIGHED SEEDS_mg,# of CLOSED Fruits collected from FITNESS plant,# of FILLED SEEDS from closed fruits collected from fitness plant,# of seeds WEIGHED,Mass of ALL WEIGHED SEEDS_mg,# of CLOSED Fruits collected from FITNESS plant,# of FILLED SEEDS from closed fruits collected from fitness plant,# of seeds WEIGHED,Mass of ALL WEIGHED SEEDS_mg,# of CLOSED Fruits collected from FITNESS plant,# of FILLED SEEDS from closed fruits collected from fitness plant,# of seeds WEIGHED,Mass of ALL WEIGHED SEEDS_mg,15,37,0,12,0.8,29.6,12/6/2021
5,152,BO_189,2,BO_086,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.16,,,,,8,10,4,3,0.375,3.75,12/6/2021
5,144,BO_162,2,BO_089,7,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14.07,,,,,,,,,0,2,4,0,0,0,12/6/2021
5,145,BO_109,2,BO_095,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,12/6/2021
5,156,BO_194,2,BO_098,5,,,,,,,,,,,,,,,,,,,15,52.69,,,,,,,,,,,,,,,,,1,1,1,0,0,0,12/6/2021
5,140,BO_162,2,BO_108,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,NA,0,0,12/6/2021
5,170,BO_013,2,BO_114,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,NA,0,0,12/6/2021
5,150,BO_065,2,BO_115,2,,,,,,,,,,,,,,,,,,,2,6.35,,,,,,,,,,,,,,,,,1,1,0,0,0,0,12/6/2021
5,172,BO_073,2,BO_117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,NA,0,0,12/15/2021
5,134,BO_177,2,BO_121,7,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.6,,,,,,,,,0,0,2,NA,0,0,12/6/2021
5,176,BO_005,2,BO_122,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,11,17,0,0,0,12/6/2021
5,169,BO_088,2,BO_140,4,,,,,,,,,,,,,,,,,,,,,,,2,15.78,,,,,,,,,,,,,0,2,0,0,0,0,12/15/2021
5,159,BO_038,2,BO_149,2,,,,,,,,,,,,,,,,,,,2,9.62,,,,,,,,,,,,,,,,,0,0,0,NA,0,0,12/6/2021
5,133,BO_040,2,BO_171,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,0,3,1.5,10.5,12/6/2021
5,173,BO_073,2,BO_186,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,NA,0,0,12/6/2021
5,167,BO_143,2,BO_195,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,12/6/2021
5,141,BO_183,2,BO_198,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,0,0,0,12/6/2021
6,179,BO_188,2,BO_008,7,,,,,,,,,,,,,,,,,,,2,10.35,,,,,,,4,28.98,,,,,,,,,0,3,8,0,0,0,12/6/2021
6,182,BO_001,2,BO_025,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,NA,0,0,12/6/2021
6,195,BO_149,2,BO_032,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,2,5,2.5,22.5,12/6/2021
6,181,BO_088,2,BO_050,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,7,0,0,0,12/6/2021
6,187,BO_188,2,BO_052,2,,,,,,,,,,,,,,,,,,,,,,,,,,,10,48.6,,,,,,,,,0,2,1,0,0,0,12/6/2021
6,185,BO_151,2,BO_056,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,3,1.5,6,12/6/2021
6,177,BO_029,2,BO_061,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,32,1,4,0.8,25.6,12/6/2021
6,196,BO_073,2,BO_070,5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15.65,,,,,,,,,0,0,0,0,0,0,12/6/2021
6,190,BO_065,2,BO_078,4,,,,,,,,,,,,,,,,,,,1,4.48,,,,,,,,,,,,,,,,,0,4,0,0,0,0,12/6/2021
6,200,BO_029,2,BO_090,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.68,,,,,,,,,4,20,0,0,0,0,12/6/2021
6,197,BO_032,2,BO_096,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,0,0,0,12/6/2021
6,188,BO_074,2,BO_118,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,NA,0,0,12/6/2021
6,193,BO_130,2,BO_120,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,6,3,6,12/6/2021
6,191,BO_192,2,BO_127,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,12/6/2021
6,192,BO_201,2,BO_130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,0,0,0,12/6/2021
6,178,BO_106,2,BO_131,5,,,,,,,,,,,,,,,,,,,,,,,,,,,4,20.22,,,,,,,,,5,10,3,6,1.2,12,12/6/2021
6,184,BO_032,2,BO_132,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,5,10,3.333333,56.66667,12/6/2021
6,186,BO_038,2,BO_137,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,14.36,,,,,,,,,0,6,2,0,0,0,12/6/2021
6,189,BO_177,2,BO_139,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,1,12/6/2021
6,203,BO_189,2,BO_142,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,3,1.5,6,12/6/2021
6,183,BO_177,2,BO_147,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,12/6/2021
6,202,BO_001,2,BO_151,8,,,,,,,,,,,,,,,,,,,,,,,2,18.65,,,,,,,,,,,,,2,19,0,0,0,0,12/6/2021
6,180,BO_185,2,BO_153,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,12/6/2021
6,199,BO_153,2,BO_157,6,,,,,,,3,7.23,,,,,,,,,,,2,5.25,,,,,,,,,,,,,,,,,2,4,13,1,0.5,2,12/6/2021
6,205,BO_198,2,BO_158,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,0,11,2.75,35.75,12/6/2021
6,198,BO_130,2,BO_161,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18,0,5,1.25,22.5,12/6/2021
6,204,BO_130,2,BO_174,1,,,,,,,,,,,,,,,,,,,3,15.01,,,,,,,,,,,,,,,,,0,9,0,0,0,0,12/6/2021
6,206,BO_101,2,BO_182,5,,,,,,,,,,,,,,,,,,,,,,,,,,,11,24.36,,,,,,,,,0,0,0,NA,0,0,12/6/2021
6,201,BO_106,2,BO_191,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,2,12/6/2021
6,194,BO_039,2,BO_200,8,,,,,,,,,,,,,,,,,,,6,8.42,,,,,,,,,,,,,,,,,1,1,1,0,0,0,12/6/2021
7,220,BO_119,2,BO_013,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,1,0.5,1,12/6/2021
7,217,BO_101,2,BO_024,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,NA,0,0,12/21/2021
7,208,BO_040,2,BO_029,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,12/6/2021
7,213,BO_069,2,BO_043,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,12,0,0,0,12/6/2021
7,211,BO_170,2,BO_055,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.05,,,,,,,,,2,3,7,3,1.5,4.5,12/6/2021
7,214,BO_040,2,BO_067,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,13,NA,0,0,12/21/2021
7,227,BO_199,2,BO_069,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,NA,0,0,12/6/2021
7,226,BO_163,2,BO_072,7,,,,,,,,,,,,,,,,,,,2,11.63,,,,,,,,,,,,,,,,,0,0,0,NA,0,0,12/6/2021
7,207,BO_101,2,BO_080,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,NA,0,0,12/6/2021
7,218,BO_039,2,BO_087,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,21,13,2.6,15.6,12/15/2021
7,222,BO_058,2,BO_094,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,NA,0,0,12/6/2021
7,229,BO_033,2,BO_099,7,,,,,,,,,,,,,,,,,,,1,2.13,,,,,,,,,,,,,,,,,1,1,5,1,1,1,12/6/2021
7,210,BO_106,2,BO_104,2,,,,,,,,,,,,,,,,,,,1,1.83,,,,,,,1,1.51,,,,,,,,,1,1,4,1,1,1,12/6/2021
7,216,BO_128,2,BO_105,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,0,0,0,12/6/2021
7,232,BO_058,2,BO_123,1,,,,,,,,,,,,,,,,,,,3,10.07,,,,,,,,,,,,,,,,,1,2,0,2,2,4,12/6/2021
7,224,BO_033,2,BO_124,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,0,0,0,0,12/6/2021
7,219,BO_194,2,BO_125,7,,,,,,,,,,,,,,,,,,,,,,,13,49.23,,,,,,,,,,,,,1,1,4,0,0,0,12/6/2021
7,212,BO_187,2,BO_135,3,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.81,,,,,,,,,0,0,0,NA,0,0,12/6/2021
7,221,BO_187,2,BO_150,3,,,,,,,,,,,,,,,,,,,,,,,1,4.8,,,,,,,,,,,,,0,0,9,NA,0,0,12/6/2021
7,231,BO_168,2,BO_155,8,,,,,,,,,,,,,,,,,,,6,19.9,,,7,23.87,,,,,,,,,,,,,1,1,0,3,3,3,12/6/2021
7,228,BO_198,2,BO_159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,0.333333,1,12/6/2021
7,230,BO_162,2,BO_164,6,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.73,,,,,,,,,3,3,2,13,4.333333,13,12/29/2021
7,225,BO_192,2,BO_166,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,2,12/6/2021
7,215,BO_153,2,BO_177,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,NA,0,0,12/6/2021
7,223,BO_149,2,BO_185,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,0,0,0,12/6/2021
7,209,BO_201,2,BO_189,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,11,1,2,0.4,4.4,12/6/2021
8,258,BO_143,2,BO_004,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6.44,,,,,,,,,2,13,0,0,0,0,12/15/2021
8,260,BO_022,2,BO_009,7,,,,,,,,,,,,,,,,,,,2,11.41,,,,,,,,,,,,,,,,,0,2,0,0,0,0,12/6/2021
8,257,BO_199,2,BO_015,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10.76,,,,,,,,,3,6,0,2,0.666667,4,12/6/2021
8,241,BO_199,2,BO_018,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,12/6/2021
8,243,BO_005,2,BO_019,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,NA,0,0,12/6/2021
8,252,BO_192,2,BO_021,6,,,,,,,,,,,,,,,,,,,6,37.02,,,,,,,6,23.28,,,,,,,,,0,7,0,0,0,0,12/6/2021
8,246,BO_163,2,BO_034,4,,,,,,,7,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,0,12/6/2021
8,240,BO_194,2,BO_037,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,NA,0,0,12/6/2021
8,250,BO_001,2,BO_048,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.7,,,,,5,8,4,3,0.6,4.8,12/6/2021
8,235,BO_173,2,BO_054,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,0,0,0,12/6/2021
8,244,BO_070,2,BO_066,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,12/6/2021
8,234,BO_032,2,BO_088,1,,,,,,,,,,,7,22.01,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,NA,0,0,12/6/2021
8,249,BO_173,2,BO_091,2,,,,,,,,,,,7,18.68,,,,,,,4,16.73,,,,,,,,,,,,,,,,,1,1,2,1,1,1,12/6/2021
8,239,BO_198,2,BO_100,2,,,,,,,,,,,,,,,,,,,1,2.04,,,,,,,,,,,,,,,,,0,7,13,0,0,0,12/6/2021
8,264,BO_039,2,BO_102,3,,,,,,,,,,,,,,,,,,,8,15.51,,,,,,,,,,,,,,,,,5,5,20,16,3.2,16,12/6/2021
8,236,BO_183,2,BO_116,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,9,0,0,0,12/6/2021
8,251,BO_189,2,BO_126,4,,,,,,,,,,,,,,,,,,,1,2.51,,,,,,,2,5.12,,,,,,,,,4,10,2,12,3,30,12/6/2021
8,248,BO_096,2,BO_134,7,,,,,,,,,,,,,,,,,,,1,2.21,,,,,,,,,,,,,,,,,9,14,3,11,1.222222,17.11111,12/6/2021
8,245,BO_033,2,BO_143,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,7,7,7,12/6/2021
8,261,BO_163,2,BO_144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,28,3,5,1.666667,46.66667,12/6/2021
8,237,BO_151,2,BO_148,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,9,0,0,0,12/6/2021
8,233,BO_143,2,BO_152,6,,,,,,,,,,,,,,,,,,,2,21.99,,,,,,,,,,,,,,,,,2,3,8,7,3.5,10.5,12/6/2021
8,254,BO_188,2,BO_154,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,8,0,0,0,12/6/2021
8,263,BO_151,2,BO_167,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.1,,,,,,,,,3,7,11,8,2.666667,18.66667,12/6/2021
8,262,BO_088,2,BO_169,1,,,,,,,,,,,5,9.62,,,,,,,,,,,,,,,3,10.43,,,,,,,,,1,3,0,1,1,3,12/6/2021
8,247,BO_168,2,BO_175,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,6,1,1,6,12/6/2021
8,259,BO_005,2,BO_176,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,35,0,2,0.5,17.5,12/15/2021
8,256,BO_096,2,BO_178,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,2,1,3,12/6/2021
8,238,BO_168,2,BO_180,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,0.5,2,12/6/2021
8,242,BO_070,2,BO_184,1,,,,,,,,,,,,,,,,,,,1,9.83,,,,,,,,,,,,,,,,,1,1,3,0,0,0,12/6/2021
8,253,BO_029,2,BO_190,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,0,0,0,12/6/2021
8,255,BO_069,2,BO_201,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,12/6/2021
9,285,BO_143,3,BO_004,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,1,0,0,0,12/6/2021
9,290,BO_192,3,BO_021,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,283,BO_101,3,BO_024,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.86,,,,,,,,,0,1,2,0,0,0,12/6/2021
9,280,BO_163,3,BO_034,7,,,,,,,,,,,2,4.95,,,,,,,,,,,,,,,,,,,,,,,,,5,12,3,7,1.4,16.8,12/6/2021
9,265,BO_013,3,BO_053,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,12/6/2021
9,271,BO_073,3,BO_070,4,,,,,,,,,,,,,,,,,,,3,9.85,,,,,,,,,,,,,,,,,3,6,7,10,3.333333,20,12/6/2021
9,274,BO_163,3,BO_072,3,,,,,,,,,,,,,,,,,,,1,1.98,,,,,,,,,,,,,,,,,1,4,0,0,0,0,12/6/2021
9,268,BO_032,3,BO_088,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,5,4,1,6,12/6/2021
9,284,BO_029,3,BO_090,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,12/6/2021
9,273,BO_058,3,BO_094,6,,,,,,,,,,,,,,,,,,,2,4.82,,,,,,,,,,,,,,,,,3,4,1,1,0.333333,1.333333,12/6/2021
9,278,BO_109,3,BO_095,6,,,,,,,,,,,,,,,,,,,7,43.22,,,,,,,,,,,,,,,,,0,3,0,0,0,0,12/6/2021
9,275,BO_039,3,BO_102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,0,0,12/6/2021
9,267,BO_149,3,BO_106,6,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9.57,,,,,,,,,1,1,9,0,0,0,12/6/2021
9,266,BO_183,3,BO_116,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,6,12/6/2021
9,272,BO_058,3,BO_123,7,,,,,,,,,,,,,,,,,,,10,44.33,,,,,,,,,,,,,,,,,2,2,4,2,1,2,12/6/2021
9,289,BO_033,3,BO_124,2,,,,,,,,,,,,,,,,,,,4,27.65,,,,,,,,,,,,,,,,,0,6,0,0,0,0,12/6/2021
9,269,BO_194,3,BO_125,8,,,,,,,,,,,,,,,,,,,1,2.17,,,,,,,2,2.65,,,,,,,,,2,5,1,1,0.5,2.5,12/6/2021
9,288,BO_106,3,BO_131,8,,,,,,,,,,,,,,,1,4.43,,,2,15.09,,,,,,,,,,,,,,,,,2,4,0,4,2,8,12/6/2021
9,287,BO_187,3,BO_135,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,3,1.5,4.5,12/6/2021
9,276,BO_033,3,BO_143,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,0,0,0,12/6/2021
9,270,BO_022,3,BO_146,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7.06,,,,,,,,,2,4,4,3,1.5,6,12/6/2021
9,282,BO_151,3,BO_148,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,2,0.666667,2.666667,12/6/2021
9,281,BO_188,3,BO_154,2,,,,,,,,,,,4,13.32,,,,,,,,,,,,,,,3,10.134,,,,,,,,,0,1,2,0,0,0,12/6/2021
9,286,BO_168,3,BO_155,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,0,0,0,12/6/2021
9,277,BO_130,3,BO_174,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,4,7,1.4,8.4,12/6/2021
9,279,BO_201,3,BO_199,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,8,2,0.666667,6,12/6/2021
10,297,BO_199,3,BO_018,4,,,,,,,,,,,,,,,,,,,,,,,1,1.64,,,,,,,,,,,5,11.48,2,2,0,6,3,6,12/6/2021
10,294,BO_074,3,BO_027,6,,,,,,,,,,,,,,,,,,,16,35.73,,,,,,,,,,,,,,,,,4,11,26,7,1.75,19.25,12/6/2021
10,309,BO_109,3,BO_028,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,12,0,0,0,12/6/2021
10,317,BO_187,3,BO_031,5,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.69,,,,,,,,,2,2,2,4,2,4,12/21/2021
10,295,BO_069,3,BO_043,4,,,,,,,,,,,,,,,6,4.49,,,1,0.69,,,,,,,,,,,,,,,,,1,2,0,1,1,2,12/6/2021
10,313,BO_128,3,BO_044,6,,,,,,,,,,,,,,,,,,,1,4.53,,,,,,,,,,,,,,,,,0,0,NA,NA,0,0,12/6/2021
10,303,BO_170,3,BO_045,6,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18.91,,,,,,,,,2,2,0,0,0,0,12/6/2021
10,307,BO_188,3,BO_052,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.89,,,,,,,,,1,2,3,0,0,0,12/6/2021
10,308,BO_173,3,BO_054,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,0,12/6/2021
10,320,BO_170,3,BO_055,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.68,,,,,,,,,1,1,0,2,2,2,12/15/2021
10,329,BO_151,3,BO_056,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,0,12/6/2021
10,322,BO_183,3,BO_063,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,0,0,0,12/6/2021
10,315,BO_065,3,BO_078,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,12/6/2021
10,298,BO_101,3,BO_080,1,,,,,,,,,,,4,18.62,,,,,,,2,9.53,,,,,,,,,,,,,,,,,1,1,4,0,0,0,12/6/2021
10,302,BO_185,3,BO_085,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,22,4,1,4,12/6/2021
10,301,BO_162,3,BO_089,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,0,0,0,12/6/2021
10,312,BO_173,3,BO_091,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,12/6/2021
10,299,BO_194,3,BO_098,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,0,0,0,12/6/2021
10,314,BO_177,3,BO_121,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,12/6/2021
10,305,BO_189,3,BO_126,2,,,,,,,,,,,3,1.23,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,12/6/2021
10,325,BO_192,3,BO_127,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,12/6/2021
10,324,BO_088,3,BO_140,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,12/6/2021
10,321,BO_189,3,BO_142,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5.67,,,,,,,,,0,0,0,0,0,0,12/6/2021
10,328,BO_069,3,BO_145,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,12/29/2021
10,296,BO_038,3,BO_149,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.75,,,,,,,,,6,6,15,6,1,6,12/6/2021
10,319,BO_153,3,BO_157,5,,,,,,,,,,,,,,,,,,,6,13.45,,,,,,,,,,,,,,,,,2,10,2,1,0.5,5,12/6/2021
10,326,BO_130,3,BO_161,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,0,0,0,12/6/2021
10,300,BO_088,3,BO_169,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,0,12/6/2021
10,311,BO_040,3,BO_171,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,0,0,0,12/6/2021
10,316,BO_096,3,BO_178,3,,,,,,,,,,,,,,,,,,,1,5.58,,,,,,,,,,,,,,,,,1,1,6,3,3,3,12/6/2021
10,318,BO_070,3,BO_184,5,,,,,,,,,,,,,,,,,,,,,,,4,9.61,,,,,,,,,,,,,3,3,1,6,2,6,12/6/2021
10,304,BO_201,3,BO_189,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,3,3,3,12/15/2021
10,306,BO_143,3,BO_195,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,0.5,1,12/6/2021
10,323,BO_183,3,BO_198,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,12/6/2021
10,310,BO_069,3,BO_201,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,0,0,0,12/6/2021
11,343,BO_096,3,BO_012,5,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3.33,,,,,,,,,0,0,2,NA,0,0,12/6/2021
11,337,BO_119,3,BO_013,6,,,,,,,,,,,,,,,,,,,,,,,,,,,4,21.55,,,1,5.76,,,,,3,13,11,3,1,13,12/6/2021
11,345,BO_199,3,BO_015,6,,,,,,,,,,,,,,,,,,,7,33.85,,,,,,,,,,,,,,,,,1,2,0,6,6,12,12/6/2021
11,359,BO_153,3,BO_022,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,0,0,0,0,12/15/2021
11,363,BO_001,3,BO_025,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,0,12/15/2021
