Transect,Recipient,Plant_ID,F?,3/11,3/17,3/25,04/01,04/08,4/13,4/21,4/28,05/05,5/12,5/20,5/25,,SLA,flr_P,Recipient,Plant_ID,F?,3/11,3/17,3/25,04/01,04/08,4/13,4/21,4/28,05/05,5/12,5/20,5/25,,SLA,flr_P
2,BO_199,4,F,,,3/25,04/01,04/08,4/13,4/21,4/28,,,,,,,3/25,BO_199,8,,,,,,,,,,,,,,,,
2,BO_106,1,,,,,,,,,,,,,,,,,BO_106,5,,,,,,,,,,,,,,,,
2,BO_106,2,,,,,,,,,,,,,,,,,BO_106,6,F, ,,,,04/08,,,,,,,,,,
2,BO_106,3,,,,,,,,,,,,,,,,,BO_106,7,,,,,,,,,,,,,,,,
2,BO_106,4,,,,,,,,,,,,,,,,,BO_106,8,,,,,,,,,,,,,,,,
2,BO_51,1,,,,,,,,,,,,,,,,,BO_51,5,,,,,,,,,,,,,,,,
2,BO_51,2,,,,,,,,,,,,,,,,,BO_51,6,,,,,,,,,,,,,,,,
2,BO_51,3,,,,,,,,,,,,,,,,,BO_51,7,F,,,,04/01,04/08,4/13,4/21,4/28,05/05,5/12,5/20,5/25,,,04/01
2,BO_51,4,,,,,,,,,,,,,,,,,BO_51,8,,,,,,,,,,,,,,,,
2,BO_44,1,,,,,,,,,,,,,,,,,BO_44,5,,,,,,,,,,,,,,,,
2,BO_44,2,,,,,,,,,,,,,,,,,BO_44,6,,,,,,,,,,,,,,,,
2,BO_44,3,,,,,,,,,,,,,,,,,BO_44,7,,,,,,,,,,,,,,,,
2,BO_44,4,,,,,,,,,,,,,,,,,BO_44,8,,,,,,,,,,,,,,,,
2,BO_125,1,,,,,,,,,,,,,,,,,BO_125,5,,,,,,,,,,,,,,,,
2,BO_125,2,,,,,04/01,04/08,4/13,4/21,4/28,05/05,5/12,5/20,,,,4/13,BO_125,6,,,,,,,,,,,,,,,,
2,BO_125,3,,,,,,,,,,,,,,,,,BO_125,7,F,,,,04/01,04/08,4/13,4/21,4/28,05/05,5/12,5/20,5/25,,,04/08
2,BO_125,4,,,,,,,,,,,,,,,,,BO_125,8,,,,,,,,,,,,,,,,
2,BO_61,1,F,,,,,04/08,4/13,4/21,4/28,05/05,5/12,5/20,,,,04/08,BO_61,5,,,,,,,,,,,,,,,,
2,BO_61,2,,,,,,,,,,,,,,,,,BO_61,6,,,,,,,,,,,,,,,,
2,BO_61,3,,,,,,,,,,,,,,,,,BO_61,7,,,,,,,,,,,,,,,,
2,BO_61,4,,,,3/25,04/01,04/08,4/13,4/21,4/28,05/05,5/12,5/20,,,5/12,3/25,BO_61,8,F,,,,04/01,04/08,4/13,4/21,4/28,05/05,5/12,5/20,,,,4/21
2,BO_72,1,,X,,3/25,04/01,04/08,4/13,4/21,4/28,05/05,,,,,,3/25,BO_72,5,,,,,,,,,,,,,,,,
2,BO_72,2,F,,,,,04/08,4/13,4/21,,,,,,,,04/08,BO_72,6,,,,3/25,04/01,04/08,4/13,4/21,,,,,,,,3/25
2,BO_72,3,,,,,,,,,,,,,,,,,BO_72,7,,,,,,,,,,,,,,,,
2,BO_72,4,,,,,,,,,,,,,,,,,BO_72,8,,,,,,,,,,,,,,,,
2,BO_17,1,,,,,,,,,,,,,,,,,BO_17,5,,,,,,,,,,,,,,,,
2,BO_17,2,,,,,,,,,,,,,,,,,BO_17,6,,,,,,,,,,,,,,,,
2,BO_17,3,F,,,,04/01,04/08,4/13,4/21,4/28,05/05,5/12,5/20,,,,04/01,BO_17,7,,,,,,,,,,,,,,,,
2,BO_17,4,,,,,04/01,04/08,4/13,4/21,,,,,,,5/12,4/13,BO_17,8,,,,,,,,,,,,,,,,
2,BO_200,1,,,,,,,,,,,,,,,,,BO_200,5,,,,,,,,,,,,,,,,
2,BO_200,2,,,,,,,,,,,,,,,,,BO_200,6,F,,,3/25,04/01,04/08,4/13,4/21,4/28,05/05,,,,,,3/25
2,BO_200,3,,,,,,,,,,,,,,,,,BO_200,7,,,,,,,,,,,,,,,,
2,BO_200,4,,,,,,,,,,,,,,,,,BO_200,8,,,,,,,,,,,,,,,,
2,BO_86,1,,,,,,04/08,,,,,,,,,,,BO_86,5,,,,,,,,,,,,,,,,
2,BO_86,2,F,,,,04/01,,4/13,4/21,4/28,,G,,,,,04/01,BO_86,6,,,,,,,,,,,,,,,,
2,BO_86,3,,,,,,,,,,,,,,,,,BO_86,7,F,,,,04/01,04/08,4/13,4/21,,,,,,,,
2,BO_86,4,,,,,,,,,,,,,,,,,BO_86,8,F,,,,04/01,04/08,4/13,4/21,,,G,,,,,04/08
2,BO_152,1,F,,,3/25,04/01,04/08,4/13,,,,G,,,,,4/13,BO_152,5,, ,,,,,,,,,,,,,,
2,BO_152,2,,,,,,,,,,,,,,,,,BO_152,6,,,,,,,,,,,,,,,,
2,BO_152,3,,,,,,,,,,,,,,,,,BO_152,7,F,,,3/25,04/01,04/08,4/13,4/21,4/28,05/05,,,,,,3/25
2,BO_152,4,,,,,,,,,,,,,,,,,BO_152,8,F,,,3/25,04/01,04/08,4/13,4/21,4/28,05/05,,5/20,,,,3/25
2,BO_55,1,,,,3/25,04/01,04/08,4/13,4/21,4/28,05/05,,5/20,,,,4/13,BO_55,5,,,,,,,,,,,,,,,,
2,BO_55,2,,,,,,,,,,05/05,,5/20,,,,,BO_55,6,,,,,,,,,,,,,,,,
2,BO_55,3,,,,,,,,,,,,,,,,,BO_55,7,F,,,3/25,04/01,04/08,4/13,4/21,4/28,05/05,,,,,,3/25
2,BO_55,4,,,,,,,,,,,,,,,,,BO_55,8,,,,,04/01,04/08,4/13,,,05/05,,,,,5/12,
2,BO_95,1,,,,,,04/08,,,,,,,,,,,BO_95,5,,,,,,,,,,,,,,,,
2,BO_95,2,,,,,,,,,,,,,,,,,BO_95,6,,,,,,04/08,4/13,4/21,4/28,05/05,,,,,,
2,BO_95,3,,,,,,,,,,,,,,,,,BO_95,7,,,,3/25,04/01,04/08,4/13,,,,,,,,5/12,4/13
2,BO_95,4,,,,,,,,,,,,,,,,,BO_95,8,F,,,,,04/08,,,,,,,,,,
2,BO_50,1,,,,,04/01,04/08,4/13,4/21,4/28,05/05,,,,,,,BO_50,5,,,,,,,,,,,,,,,,
2,BO_50,2,,,,,,,,,,,,,,,,,BO_50,6,,,,,04/01,04/08,4/13,,,,,,,,5/12,4/13
2,BO_50,3,,,,,,,,,,,,,,,,,BO_50,7,F,,,3/25,04/01,04/08,4/13,,,,,,,,,3/25
2,BO_50,4,,,,,,,,,,,,,,,,,BO_50,8,,,,,,,,,,,,,,,,
2,BO_174,1,,,,3/25,04/01,04/08,4/13,4/21,,,,,,,,3/25,BO_174,5,,,,,,,,,,,,,,,,
2,BO_174,2,F,,,3/25,04/01,04/08,,,,,,,,,,04/01,BO_174,6,,,,,,,,,,,,,,,,
2,BO_174,3,,,,,,,,,,,,,,,,,BO_174,7,,,,,,,,,,,,,,,,
2,BO_174,4,,,,,,,,,,,,,,,,,BO_174,8,,,,,04/01,04/08,4/13,4/21,4/28,,,,,,,
3,BO_124,1,,,,,,,,,,,,,,,,,BO_124,5,,,,,,,,,,,,,,,,
3,BO_124,2,,,,,,,,,,,,,,,,,BO_124,6,,,,,,,,,,,,,,,,
3,BO_124,3,,,,,,,,,,,,,,,,,BO_124,7,,,,,,,,,,,,,,,,
3,BO_124,4,,,,,,,,,,,,,,,,,BO_124,8,,,,,,,,,,,,,,,,
3,BO_201,1,,,,,,,,,,,,,,,,,BO_201,5,,,,,,,,,,,,,,,,
3,BO_201,2,,,,,,,,,,,,,,,,,BO_201,6,,,,,,,,,,,,,,,,
3,BO_201,3,,,,,,,,,,,,,,,,,BO_201,7,,,,,,,,,4/28,,5/12,,,,,4/28
3,BO_201,4,,,,,,,,,,,,,,,,,BO_201,8,,,,,,,,,,,,,,,,
3,BO_143,1,,,,,,,,,,,,,,,,,BO_143,5,,,,,,,,,,,,,,,,
3,BO_143,2,,,,,,,,,,,,,,,,,BO_143,6,,,,,,,,,,,,,,,,
3,BO_143,3,,,,,,,,,,,,,,,,,BO_143,7,,,,,,,,,,,,,,,,
3,BO_143,4,,,,,,,,,,,,,,,,,BO_143,8,,,,,,,,,,,,,,,,
3,BO_96,1,,,,,,,,,,,,,,,,,BO_96,5,,,,,,,,,,,,,,,,
3,BO_96,2,,,,,,,,,,,,,,,,,BO_96,6,,,,,,,,,,,,,,,,
3,BO_96,3,,,,,,,,,,,,,,,,,BO_96,7,,,,,,,,,,,,,,,,
3,BO_96,4,,,,,,,,,,,,,,,,,BO_96,8,,,,,,,,,,,,,,,,
3,BO_180,1,,,,,,,,,,,,,,,,,BO_180,5,,,,,,,,,,,,,,,,
3,BO_180,2,,,,,,,,,,,,,,,,,BO_180,6,,,,,,,,,,,,,,,,
3,BO_180,3,,,,,,,,,,,,,,,,,BO_180,7,,,,,,,,,,,,,,,,
3,BO_180,4,,,,,,,,,,,,,,,,,BO_180,8,,,,,,,,,,,,,,,,
3,BO_186,1,,,,,,,,,,,,,,,,,BO_186,5,,,,,,,,,,,,,,,,
3,BO_186,2,,,,,,,,,,,,,,,,,BO_186,6,,,,,,,,,,,,,,,,
3,BO_186,3,,,,,,,,,,,,,,,,,BO_186,7,,,,,,,,,,,,,,,,
3,BO_186,4,,,,,,,,,,,,,,,,,BO_186,8,,,,,,,,,,,,,,,,
3,BO_85,1,,,,,,,,,,,,,,,,,BO_85,5,,,,,,,,,,,,,,,,
3,BO_85,2,,,,,,,,,,,,,,,,,BO_85,6,,,,,,,,,,,,,,,,
3,BO_85,3,,,,,,,,4/21,,,,,,,,4/21,BO_85,7,,,,,,,,,,,,,,,,
3,BO_85,4,,,,,,,,,,,,,,,,,BO_85,8,,,,,,,,,,,,,,,,
3,BO_9,1,,,,,,,,,,,,,,,,,BO_9,5,,,,,,,,,,,,,,,,
3,BO_9,2,,,,,,,,,,,,,,,,,BO_9,6,,,,,,,,,,,,,,,,
3,BO_9,3,,,,,,,,,,,,,,,,,BO_9,7,,,,,,,,,,,,,,,,
3,BO_9,4,,,,,,,,,,,,,,,,,BO_9,8,,,,,,,,,,,,,,,,
3,BO_67,1,,,,,,,,,,,,,,,,,BO_67,5,,,,,,,,,,,,,,,,
3,BO_67,2,,,,,,,,,,,,,,,,,BO_67,6,,,,,,,,,,,,,,,,
3,BO_67,3,,,,,,,,,,,,,,,,,BO_67,7,,,,,,,,,,,,,,,,
3,BO_67,4,,,,,,,,,,,,,,,,,BO_67,8,,,,,,,,,,,,,,,,
3,BO_53,1,,,,,,,,,,,,,,,,,BO_53,5,,,,,,,,,,,,,,,,
3,BO_53,2,,,,,,,,,,,,,,,,,BO_53,6,,,,,,,,,,,,,,,,
3,BO_53,3,,,,,,,,,,,,,,,,,BO_53,7,,,,,,,,,,,,,,,,
3,BO_53,4,,,,,,,,,,,,,,,,,BO_53,8,,,,,,,,,,,,,,,,
3,BO_126,1,,,,,,,,,,,,,,,,,BO_126,5,F,,,,,04/08,,,,,,,,,,
3,BO_126,2,,,,,,,,,,,,,,,,,BO_126,6,F,,,,,04/08,,,,,G,,,,5/20,
3,BO_126,3,F,,,,,04/08,4/13,4/21,,05/05,,5/20,,,,4/13,BO_126,7,,,,,,,,,,,,,,,,
3,BO_126,4,,,,,,,,,,,,,,,,,BO_126,8,,,,,,,,,,,,,,,,
3,BO_69,1,F,,,,,,,4/21,4/28,,,,,,,4/20,BO_69,5,,,,,,,,,,,,,,,,
3,BO_69,2,,,,,,,,4/21,,,,,,,,4/20,BO_69,6,,,,,,,,,,,,,,,,
3,BO_69,3,,,,,,,,,,,,,,,,,BO_69,7,,,,,,,,,,,,,,,,
3,BO_69,4,,,,,,04/08,,,,,,,,,5/20,,BO_69,8,,,,,,,,,,,,,,,,
3,BO_123,1,,,,,,,,,,,,,,,5/20,,BO_123,5,,,,,,,,,,,,,,,,
3,BO_123,2,F,,,,04/01,,,,,,5/12,,,,,,BO_123,6,,,,,,,,,,,,,,,,
3,BO_123,3,,,,,,,,,,,,,,,,,BO_123,7,,,,,,,,,,,,,,,,
3,BO_123,4,,,,,,,,,,,,,,,,,BO_123,8,,,,,04/01,04/08,,,,,,,,,,
3,BO_150,1,,,,,,,,,,,,,,,,,BO_150,5,,,,,,,,,,,,,,,,
3,BO_150,2,,,,,,,,,,,,,,,,,BO_150,6,,,,,,,,,,,,,,,,
3,BO_150,3,,,,,,,,,,,,,,,,,BO_150,7,,,,,,,,,,,,,,,,
3,BO_150,4,F,,,,,04/08,,,4/28,05/05,5/12,,,,,,BO_150,8,,,,,04/01,04/08,4/13,4/21,4/28,,,,,,5/20,4/13
3,BO_148,1,,,,,,,,,,,,,,,,,BO_148,5,,,,,,,,,,,,,,,,
3,BO_148,2,,,,,,,,,,,,,,,,,BO_148,6,,,,,,,,,,,,,,,,
3,BO_148,3,,,,,,,,,,,,,,,,,BO_148,7,,,,,,,,,,,,,,,,
3,BO_148,4,,,,,,,,,,,,,,,,,BO_148,8,,,,,,,,,,,,,,,,
3,BO_158,1,F,,,,,04/08,4/13,,,,,,,,,4/13,BO_158,5,,,,,,04/08,4/13,4/21,,,,,,,,
3,BO_158,2,,,,,,04/08,4/13,4/21,,,,,,,,04/08,BO_158,6,,,,,,,,,,,,,,,,
3,BO_158,3,,,,,,04/08,4/13,4/21,,,,,,,,,BO_158,7,,,,,,,,,,,,,,,,
3,BO_158,4,,,,,,04/08,4/13,4/21,,,,,,,,,BO_158,8,,,,,,,,,,,,,,,,
3,BO_1,1,,,,,,04/08,4/13,4/21,4/28,,,,,,5/20,,BO_1,5,f,,,,,04/08,4/13,,,,,,,,,
3,BO_1,2,,,,,,,,,,,,,,,,,BO_1,6,,,,,04/01,04/08,,,,,,,,,,
3,BO_1,3,,,,,,,,,,,,,,,,,BO_1,7,,,,,04/01,04/08,4/13,4/21,4/28,,,,,,,04/01
3,BO_1,4,,,,,,04/08,,4/21,,,,,,,,,BO_1,8,,,,,,04/08,4/13,4/21,,05/05,,,,,,
3,BO_100,1,,,,,,04/08,4/13,4/21,,,,,,,,4/13,BO_100,5,,,,,,,,,,,,,,,,
3,BO_100,2,,,,,,,,,,,,,,,,,BO_100,6,,,,,,,,,,,,,,,,
3,BO_100,3,,,,,,,,,,,,,,,,,BO_100,7,,,,,,,,,,,,,,,,
3,BO_100,4,,,,,,,,,,,,,,,,,BO_100,8,F,,,,04/01,04/08,4/13,,,,G,,,,,04/01
3,BO_146,1,,,,,,,,,,,,,,,,,BO_146,5,,,,,,,,,,,,,,,,
3,BO_146,2,,,,,,,,,,,,,,,,,BO_146,6,,,,,,,,,,,,,,,,
3,BO_146,3,,,,3/25,04/01,04/08,4/13,,4/28,,,,,,,4/13,BO_146,7,F,,,3/25,04/01,04/08,4/13,,,05/05,,,,,,04/01
3,BO_146,4,,,,,,,,,,,,,,,,,BO_146,8,,,,,04/01,04/08,,,,,,,,,,
3,BO_169,1,,,,,,,,,,,,,,,,,BO_169,5,,,,,,,,,,,,,,,,
3,BO_169,2,,,,,,,,,,,,,,,,,BO_169,6,F,,,,04/01,04/08,4/13,4/21,,05/05,,,,,,04/08
3,BO_169,3,,,,,,,,,,,,,,,,,BO_169,7,,,,,,,,,,,,,,,,
3,BO_169,4,,,,,,,,,,,,,,,,,BO_169,8,,,,,,,,,,,,,,,,
3,BO_116,1,,,,,,,,,,,,,,,,,BO_116,5,,,,3/25,,04/08,4/13,,4/28,05/05,5/12,,,,5/20,
3,BO_116,2,,,,,,,,,,,,,,,,,BO_116,6,F,,,,,,,4/21,4/28,05/05,,,,,,4/21
3,BO_116,3,,,,,,,,,,,,,,,,,BO_116,7,,,,,,,,,,,,,,,,
3,BO_116,4,,,,,,,,,,,,,,,,,BO_116,8,,,,,,04/08,4/13,,,,,,,,,
3,BO_171,1,,,,,04/01,04/08,4/13,4/21,,,,,,,,,BO_171,5,,,,,,,,,,,,,,,,
3,BO_171,2,,,,,04/01,04/08,,4/21,,05/05,,,,,5/20,04/01,BO_171,6,,,,,,04/08,,4/21,4/28,,5/12,,,,,
3,BO_171,3,F,,,,,04/08,,4/21,4/28,05/05,5/12,,,,,4/28,BO_171,7,,,,,,,,,,,,,,,,
3,BO_171,4,,,,,04/01,04/08,4/13,4/21,4/28,05/05,5/12,,,,,,BO_171,8,,,,,,,,,,,,,,,,
3,BO_25,1,,,,,,,,,,,,,,,,,BO_25,5,F,,,,04/01,04/08,4/13,G?,,,G,,,,,04/01
3,BO_25,2,,,,,,,,,,,,,,,,,BO_25,6,,,,,,,,,,,,,,,,
3,BO_25,3,,,,,,,,,,,,,,,,,BO_25,7,F,,,,04/01,04/08,4/13,G?,,,G,,,,,4/13
3,BO_25,4,,,,,,,,,,,,,,,,,BO_25,8,,,,,,,,,,,,,,,,
3,BO_134,1,,,,,,,,,,,,,,,,,BO_134,5,F,,,,04/01,04/08,4/13,G?,,,,,,,,04/01
3,BO_134,2,,,,,,,,,,,,,,,,,BO_134,6,,,,,,,,,,,,,,,,
3,BO_134,3,,,,,,,,,,,,,,,,,BO_134,7,,,,,,,,,,,,,,,,
3,BO_134,4,,,,,,,,,,,,,,,,,BO_134,8,,,,,,,,,,,,,,,,
3,BO_13,1,,,,,,,,,,,,,,,,,BO_13,5,,,,,,,,,,,,,,,,
3,BO_13,2,,,,,,,,,,,,,,,,,BO_13,6,,,,,,,,,,,,,,,,
3,BO_13,3,,,,,,,,,,,,,,,,,BO_13,7,,,,,,,,,,,,,,,,
3,BO_13,4,,,,,,,,,,,,,,,,,BO_13,8,,,,,,,,,,,,,,,,
3,BO_145,1,,,,,04/01,04/08,4/13,4/21,,,G,,,,,,BO_145,5,,,,,,,,,,,,,,,,
3,BO_145,2,,,,,,,,,,,,,,,,,BO_145,6,,,,,,,,,,,,,,,,
3,BO_145,3,,,,,,,,,,,,,,,,,BO_145,7,,,,,04/01,04/08,4/13,4/21,4/28,05/05,,,,,,04/08
3,BO_145,4,F,,,,04/01,,4/13,,,,G,,,,,4/1,BO_145,8,,,,3/25,04/01,04/08,,,,,,,,,,
3,BO_142,1,,,,,,,,,,,,,,,,,BO_142,5,F,,,,04/01,04/08,4/13,4/21,4/28,,G,,,,,04/01
3,BO_142,2,,,,,,,,,,,,,,,,,BO_142,6,F,,,,,04/08,4/13,4/21,4/28,,G,,,,,04/08
3,BO_142,3,,,,,,,,,,,,,,,,,BO_142,7,,,,,,,,,,,,,,,,
3,BO_142,4,,,,,,,,,,,,,,,,,BO_142,8,F,,,,04/01,04/08,4/13,4/21,4/28,05/05,5/12,5/20,,,5/20,4/13
3,BO_140,1,F,,,3/25,04/01,04/08,4/13,4/21,G,,,,,,,04/01,BO_140,5,,,,,,,,,,,,,,,,
3,BO_140,2,,,,,04/01,04/08,4/13,,,,,,,,,4/13,BO_140,6,,,,,,,,,,,,,,,,
3,BO_140,3,,,,,,,,,,,,,,,,,BO_140,7,,,,,,,,,,,,,,,,
3,BO_140,4,,,,,,,,,,,,,,,,,BO_140,8,,,,,,,,,,,,,,,,
3,BO_151,1,,,,,,,,,,,,,,,,,BO_151,5,,,,,,,,,,,,,,,,
3,BO_151,2,,,,,,,,,,,,,,,,,BO_151,6,F,,,,,,,4/21,G,,,,,,,4/21
3,BO_151,3,F,,,3/25,04/01,04/08,4/13,4/21,4/28,05/05,5/12,,,,,04/08,BO_151,7,,,,,,,,,,,,,,,,
3,BO_151,4,,,,,,,,,,,,,,,,,BO_151,8,,,,,,,,,,,,,,,,
3,BO_28,1,F,,,,,04/08,,,,,5/12,,,,,,BO_28,5,,,,,,,,,,,,,,,,
3,BO_28,2,,,,,,,,,,,,,,,,,BO_28,6,,,,,,,,,,,,,,,,
3,BO_28,3,,,,,,04/08,,,,05/05,,,,,,,BO_28,7,,,,,,,,,,,,,,,,
3,BO_28,4,,,,,,,,,,,,,,,,,BO_28,8,,,,,,,,,,,,,,,,
3,BO_190,1,,,,,,,,,,,,,,,,,BO_190,5,,,,,,,,,,,,,,,,
3,BO_190,2,,,,,,,,,,,,,,,,,BO_190,6,,,,,,,,,,,,,,,,
3,BO_190,3,,,,,,,,,,,,,,,,,BO_190,7,,,,,,,,,,,,,,,,
3,BO_190,4,,,,,,,,,,,,,,,,,BO_190,8,,,,,,,,,,,,,,,,
3,BO_54,1,F,,,3/25,,04/08,4/13,4/21,4/28,,G,,,,,04/08,BO_54,5,,,,,,,,,,,,,,,,
3,BO_54,2,,,,,,,,,4/28,,G,,,,,,BO_54,6,,,,,,,,,,,,,,,,
3,BO_54,3,,,,,,,,,,,,,,,,,BO_54,7,,,,,,,,,,,,,,,,
3,BO_54,4,,,,,,,,,,,,,,,,,BO_54,8,,,,,,,,,,,,,,,,
3,BO_88,1,,,,,,,,,,,,,,,,,BO_88,5,F,,,3/25,04/01,04/08,4/13,4/21,4/28,,5/12,,,,,3/25
3,BO_88,2,,,,,,,,,,,,,,,,,BO_88,6,,,,,,,,,,,,,,,,
3,BO_88,3,,,,,,,,,,,,,,,,,BO_88,7,,,,,,,,,,,,,,,,
3,BO_88,4,,,,,,,,,,,,,,,,,BO_88,8,,,,,,,,,,,,,,,,
4,BO_14,1,,,,,,,,,,,,,,,,,BO_14,5,,,,,,,,,,,,,,,,
4,BO_14,2,F,,,,,04/08,4/13,,,,5/12,5/20,,,,5/12,BO_14,6,,,,,,,,,,,,,,,,
4,BO_14,3,,,,,,,,,,,,,,,,,BO_14,7,,,,,,,,,,,,,,,,
4,BO_14,4,,,,,,,,,,,,,,,,,BO_14,8,,,,,,,,,,,,,,,,
4,BO_91,1,,,,,,,,,,,,,,,,,BO_91,5,,,,,,,,,,,,,,,,
4,BO_91,2,,,,,,,,,,,,,,,,,BO_91,6,,,,,,,,,,,,,,,,
4,BO_91,3,,,,,,,,,,,,,,,,,BO_91,7,,,,,,,,,,,,,,,,
4,BO_91,4,,,,,,,,,,,,,,,,,BO_91,8,,,,,,,,,,,,,,,,
4,BO_177,1,,,,,,,,,,,,,,,,,BO_177,5,,,,,,,,,,,,,,,,
4,BO_177,2,,,,,,,,,,,,,,,,,BO_177,6,,,,,,,,,,,,,,,,
4,BO_177,3,,,,,,,,,,,,,,,,,BO_177,7,,,,,,,,,,,,,,,,
4,BO_177,4,,,,,,,,,,,,,,,,,BO_177,8,,,,,,,,,,,,,,,,
4,BO_81,1,,,,,,,,,,,,,,,,,BO_81,5,,,,,,,,,,,,,,,,
4,BO_81,2,,,,,,,,,,,,,,,,,BO_81,6,,,,,,,,,,,,,,,,
4,BO_81,3,,,,,,,,,,,,,,,,,BO_81,7,,,,,,,,,,,,,,,,
4,BO_81,4,,,,,,,,,,,,,,,,,BO_81,8,,,,,,,,,,,,,,,,
4,BO_157,1,,,,,,,,,,,,,,,,,BO_157,5,,,,,,,,,,,,,,,,
4,BO_157,2,,,,,,,,,,,,,,,,,BO_157,6,,,,,,,,,,,,,,,,
4,BO_157,3,,,,,,,,,,,,,,,,,BO_157,7,,,,,,,,,,,,,,,,
4,BO_157,4,,,,,,,,,,,,,,,,,BO_157,8,,,,,,,,,,,,,,,,
4,BO_20,1,,,,,,,,,,,,,,,,,BO_20,5,,,,,,,,,,,,,,,,
4,BO_20,2,,,,,,,,,,,,,,,,,BO_20,6,,,,,,,,,,,,,,,,
4,BO_20,3,,,,,,,,,,,,,,,,,BO_20,7,,,,,,,,,,,,,,,,
4,BO_20,4,,,,,,,,,,,,,,,,,BO_20,8,F,,,,,,,,,,,,,,,
4,BO_90,1,,,,,,,,,,,,,,,,,BO_90,5,,,,,,,,,,,,,,,,
4,BO_90,2,,,,,,,,,,,,,,,,,BO_90,6,,,,,,,,,,,,,,,,
4,BO_90,3,,,,,,,,,,,,,,,,,BO_90,7,,,,,,,,,,,,,,,,
4,BO_90,4,,,,,,,,,,,,,,,,,BO_90,8,F,,,,,04/08,4/13,4/21,,,,,,,,04/08
4,BO_46,1,,,,,,,,,,,,,,,,,BO_46,5,,,,,,,,,,,,,,,,
4,BO_46,2,,,,,,,,,,,,,,,,,BO_46,6,,,,,,,,,,,,,,,,
4,BO_46,3,F,,,,,,,,,,,5/20,,,,5/20,BO_46,7,,,,,,,,,,,,,,,,
4,BO_46,4,,,,,,,,,,,,,,,,,BO_46,8,,,,,,,,,,,,,,,,
4,BO_15,1,,,,,,,,,,,,,,,,,BO_15,5,,,,,,,,,,,,,,,,
4,BO_15,2,F,,,,,04/08,,4/21,4/28,,5/12,5/20,,,,04/08,BO_15,6,,,,,,,,,,,,,,,,
4,BO_15,3,,,,,,,,,,,,,,,,,BO_15,7,,,,,,,,,,,,,,,,
4,BO_15,4,,,,,,,,,,,,,,,,,BO_15,8,,,,,,,,,,,,,,,,
4,BO_195,1,,,,,,,,,,,,,,,,,BO_195,5,,,,,,,,,,,,,,,,
4,BO_195,2,,,,,,,,,,,,,,,,,BO_195,6,,,,,,,,,,,,,,,,
4,BO_195,3,F,,,,,04/08,,4/21,G,,,,,,,,BO_195,7,,,,,,,,,,,,,,,,
4,BO_195,4,,,,,,,,,,,,,,,,,BO_195,8,,,,,,,,,,,,,,,,
4,BO_18,1,,,,,,,,,,,,,,,,,BO_18,5,,,,,,,,,,,,,,,,
4,BO_18,2,,,,,,,,,,,,,,,,,BO_18,6,,,,,,,,,,,,,,,,
4,BO_18,3,,,,,,,,,,,,,,,,,BO_18,7,,,,,,,,,,,,,,,,
4,BO_18,4,,,,,,,,,,,,,,,,,BO_18,8,,,,,,,,,,,,,,,,
4,BO_144,1,,,,,,,,,,,,,,,,,BO_144,5,,,,,,,,,,,,,,,,
4,BO_144,2,,,,,,,,,,,,,,,,,BO_144,6,,,,3/25,04/01,04/08,,4/21,4/28,05/05,G,,,,,04/08
4,BO_144,3,F,,,,04/01,04/08,DEAD,,,,,,,,,,BO_144,7,,,,,,,,,,,,,,,,
4,BO_144,4,,,,,,,,,,,,,,,,,BO_144,8,,,,,,,,,,,,,,,,
4,BO_32,1,,,,,,,,,,,,,,,,,BO_32,5,,,,,,,,,,,,,,,,
4,BO_32,2,,,,,,,,,,,,,,,,,BO_32,6,,,,,,,4/13,,,,G,,,,,4/13
4,BO_32,3,,,,,,,,,,,,,,,,,BO_32,7,,,,,,,,,,,,,,,,
4,BO_32,4,,,,,,,,,,,,,,,,,BO_32,8,,,,,,,,,,,,,,,,
4,BO_131,1,,,,,,,,,,,,,,,,,BO_131,5,,,,,,,,,,,,,,,,
4,BO_131,2,,,,,,,,,,,,,,,,,BO_131,6,,,,,,,,,,,,,,,,
4,BO_131,3,F,,,,,04/08,,4/21,4/28,05/05,G,,,,,04/08,BO_131,7,,,,,,,,,,,,,,,,
4,BO_131,4,,,,,,,,,,,,,,,,,BO_131,8,,,,3/25,04/01,04/08,,,,,,,,,,04/01
4,BO_27,1,,,,,,,,,,,,,,,,,BO_27,5,,,,,,,,,,,,,,,,
4,BO_27,2,,,,,,,,,,,,,,,,,BO_27,6,,,,,,,,,,,,,,,,
4,BO_27,3,,,,,,,,,,,,,,,,,BO_27,7,,,,,,,,,,,,,,,,
4,BO_27,4,,,,,,,,,,,,,,,,,BO_27,8,,,,,,,,,,,,,,,,
4,BO_37,1,,,,,,,,,,,,,,,,,BO_37,5,,,,,04/01,,,,,,G,,,,,
4,BO_37,2,,,,,,,,,,,,,,,,,BO_37,6,,,,,,,,,,,,,,,,
4,BO_37,3,,,,,,,,,,,,,,,,,BO_37,7,,,,,,,,,,,,,,,,
4,BO_37,4,,,,,,,,,,,,,,,,,BO_37,8,,,,,,,,,,,,,,,,
4,BO_147,1,,,,,,,,,,,,,,,,,BO_147,5,,,,,,,,,,,,,,,,
4,BO_147,2,,,,,,,,,,,,,,,,,BO_147,6,,,,,,04/08,4/13,,,,G,,,,,4/13
