Block (1-3),Transect (1-12),Sequence (1-396),Pollen Donor ID,Maternal Sibship,mm/dd,1,2,3,4,5,6,7,8
3,10,295,BO_69,BO_43,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,
3,10,295,BO_69,BO_43,Flow Date,,,,,,,,
3,10,296,BO_038,BO_149,Germ Date,6-Dec,29-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
3,10,296,BO_038,BO_149,Flow Date,,,,,,,,
3,10,297,BO_199,BO_18,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
3,10,297,BO_199,BO_18,Flow Date,,,,,,,,
3,10,298,BO_101,BO_80,Germ Date,6-Dec,,6-Dec,6-Dec,,15-Dec,,6-Dec
3,10,298,BO_101,BO_80,Flow Date,,,,,,,,
3,10,299,BO_194,BO_98,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,,6-Dec,6-Dec,6-Dec
3,10,299,BO_194,BO_98,Flow Date,,,,,,,,
3,10,300,BO_088,BO_169,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
3,10,300,BO_088,BO_169,Flow Date,,,,,,,,
3,10,301,BO_162,BO_89,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,21-Dec
3,10,301,BO_162,BO_89,Flow Date,,,,,,,,
3,10,302,BO_185,BO_85,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,15-Dec,6-Dec,6-Dec,6-Dec
3,10,302,BO_185,BO_85,Flow Date,,,,,,,,
3,10,303,BO_170,BO_45,Germ Date,6-Dec,6-Dec,,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
3,10,303,BO_170,BO_45,Flow Date,,,,,,,,
3,10,304,BO_201,BO_189,Germ Date,6-Dec,,6-Dec,6-Dec,21-Dec,6-Dec,6-Dec,29-Dec
3,10,304,BO_201,BO_189,Flow Date,,,,,,,,
3,10,305,BO_189,BO_126,Germ Date,6-Dec,15-Dec,6-Dec,6-Dec,6-Dec,6-Dec,15-Dec,6-Dec
3,10,305,BO_189,BO_126,Flow Date,,,,,,,,
3,10,306,BO_143,BO_195,Germ Date,6-Dec,15-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
3,10,306,BO_143,BO_195,Flow Date,,,,,,,,
3,10,307,BO_188,BO_52,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
3,10,307,BO_188,BO_52,Flow Date,,,,,,,,
3,10,308,BO_173,BO_54,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
3,10,308,BO_173,BO_54,Flow Date,,,,,,,,
3,10,309,BO_109,BO_28,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,15-Dec,6-Dec,6-Dec,6-Dec
3,10,309,BO_109,BO_28,Flow Date,,,,,,,,
3,10,310,BO_69,BO_201,Germ Date,,6-Dec,6-Dec,6-Dec,15-Dec,6-Dec,6-Dec,15-Dec
3,10,310,BO_69,BO_201,Flow Date,,,,,,,,
3,10,311,BO_40,BO_171,Germ Date,21-Dec,6-Dec,6-Dec,6-Dec,6-Dec,,6-Dec,
3,10,311,BO_40,BO_171,Flow Date,,,,,,,,
3,10,312,BO_173,BO_91,Germ Date,6-Dec,21-Dec,21-Dec,,6-Dec,6-Dec,6-Dec,6-Dec
3,10,312,BO_173,BO_91,Flow Date,,,,,,,,
3,10,313,BO_128,BO_44,Germ Date,6-Dec,,6-Dec,6-Dec,6-Dec,6-Dec,21-Dec,15-Dec
3,10,313,BO_128,BO_44,Flow Date,,,,,,,,
3,10,314,BO_177,BO_121,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
3,10,314,BO_177,BO_121,Flow Date,,,,,,,,
3,10,315,BO_65,BO_78,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,21-Dec,6-Dec
3,10,315,BO_65,BO_78,Flow Date,,,,,,,,
3,10,316,BO_096,BO_178,Germ Date,,6-Dec,6-Dec,15-Dec,6-Dec,6-Dec,15-Dec,6-Dec
3,10,316,BO_096,BO_178,Flow Date,,,,,,,,
3,10,317,BO_187,BO_31,Germ Date,6-Dec,6-Dec,,6-Dec,6-Dec,15-Dec,6-Dec,6-Dec
3,10,317,BO_187,BO_31,Flow Date,,,,,,,,
3,10,318,BO_70,BO_184,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,21-Dec,6-Dec,6-Dec,
3,10,318,BO_70,BO_184,Flow Date,,,,,,,,
3,10,319,BO_153,BO_157,Germ Date,,,21-Dec,6-Dec,6-Dec,6-Dec,21-Dec,6-Dec
3,10,319,BO_153,BO_157,Flow Date,,,,,,,,
3,10,320,BO_170,BO_55,Germ Date,6-Dec,6-Dec,21-Dec,6-Dec,6-Dec,,,
3,10,320,BO_170,BO_55,Flow Date,,,,,,,,
3,10,321,BO_189,BO_142,Germ Date,15-Dec,6-Dec,6-Dec,,,,6-Dec,6-Dec
3,10,321,BO_189,BO_142,Flow Date,,,,,,,,
3,10,322,BO_183,BO_63,Germ Date,6-Dec,6-Dec,6-Dec,,6-Dec,6-Dec,6-Dec,6-Dec
3,10,322,BO_183,BO_63,Flow Date,,,,,,,,
3,10,323,BO_183,BO_198,Germ Date,,15-Dec,,,6-Dec,6-Dec,15-Dec,6-Dec
3,10,323,BO_183,BO_198,Flow Date,,,,,,,,
3,10,324,BO_088,BO_140,Germ Date,,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,,6-Dec
3,10,324,BO_088,BO_140,Flow Date,,,,,,,,
3,10,325,BO_192,BO_127,Germ Date,6-Dec,6-Dec,6-Dec,,6-Dec,6-Dec,6-Dec,6-Dec
3,10,325,BO_192,BO_127,Flow Date,,,,,,,,
3,10,326,BO_130,BO_161,Germ Date,6-Dec,,21-Dec,6-Dec,6-Dec,6-Dec,,6-Dec
3,10,326,BO_130,BO_161,Flow Date,,,,,,,,
3,10,327,BO_162,BO_164,Germ Date,6-Dec,6-Dec,,,6-Dec,,6-Dec,
3,10,327,BO_162,BO_164,Flow Date,,,,,,,,
3,10,328,BO_69,BO_145,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,15-Dec,6-Dec,6-Dec,6-Dec
3,10,328,BO_69,BO_145,Flow Date,,,,,,,,
3,10,329,BO_151,BO_56,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,29-Dec,6-Dec
3,10,329,BO_151,BO_56,Flow Date,,,,,,,,
3,10,330,BO_58,BO_81,Germ Date,,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,
3,10,330,BO_58,BO_81,Flow Date,,,,,,,,
3,10,331,BO_149,BO_185,Germ Date,,6-Dec,6-Dec,6-Dec,,,,
3,10,331,BO_149,BO_185,Flow Date,,,,,,,,
3,10,332,BO_130,BO_120,Germ Date,6-Dec,15-Dec,6-Dec,6-Dec,6-Dec,6-Dec,,21-Dec
3,10,332,BO_130,BO_120,Flow Date,,,,,,,,
3,10,333,BO_39,BO_87,Germ Date,,,,,,,,15-Dec
3,10,333,BO_39,BO_87,Flow Date,,,,,,,,
3,11,334,BO_162,BO_108,Germ Date,6-Dec,15-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
3,11,334,BO_162,BO_108,Flow Date,,,,,,,,
3,11,335,BO_201,BO_130,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,
3,11,335,BO_201,BO_130,Flow Date,,,,,,,,
3,11,336,BO_128,BO_60,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,,29-Dec,6-Dec,6-Dec
3,11,336,BO_128,BO_60,Flow Date,,,,,,,,
3,11,337,BO_119,BO_13,Germ Date,,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,
3,11,337,BO_119,BO_13,Flow Date,,,,,,,,
3,11,338,BO_39,BO_200,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
3,11,338,BO_39,BO_200,Flow Date,,,,,,,,
3,11,339,BO_143,BO_152,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
3,11,339,BO_143,BO_152,Flow Date,,,,,,,,
3,11,340,BO_096,BO_134,Germ Date,6-Dec,6-Dec,15-Dec,6-Dec,,6-Dec,6-Dec,6-Dec
3,11,340,BO_096,BO_134,Flow Date,,,,,,,,
3,11,341,BO_40,BO_67,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
3,11,341,BO_40,BO_67,Flow Date,,,,,,,,
3,11,342,BO_65,BO_115,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
3,11,342,BO_65,BO_115,Flow Date,,,,,,,,
3,11,343,BO_096,BO_12,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,,6-Dec,6-Dec
3,11,343,BO_096,BO_12,Flow Date,,,,,,,,
3,11,344,BO_177,BO_147,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec
3,11,344,BO_177,BO_147,Flow Date,,,,,,,,
3,11,345,BO_199,BO_15,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,15-Dec
3,11,345,BO_199,BO_15,Flow Date,,,,,,,,
3,11,346,BO_038,BO_137,Germ Date,21-Dec,6-Dec,29-Dec,,6-Dec,6-Dec,6-Dec,21-Dec
3,11,346,BO_038,BO_137,Flow Date,,,,,,,,
3,11,347,BO_33,BO_99,Germ Date,6-Dec,,6-Dec,6-Dec,6-Dec,21-Dec,6-Dec,21-Dec
3,11,347,BO_33,BO_99,Flow Date,,,,,,,,
3,11,348,BO_5,BO_176,Germ Date,6-Dec,21-Dec,6-Dec,6-Dec,21-Dec,6-Dec,6-Dec,
3,11,348,BO_5,BO_176,Flow Date,,,,,,,,
3,11,349,BO_187,BO_150,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,6-Dec,,6-Dec
3,11,349,BO_187,BO_150,Flow Date,,,,,,,,
3,11,350,BO_106,BO_104,Germ Date,6-Dec,15-Dec,,6-Dec,6-Dec,21-Dec,6-Dec,
3,11,350,BO_106,BO_104,Flow Date,,,,,,,,
3,11,351,BO_149,BO_32,Germ Date,6-Dec,6-Dec,,6-Dec,,,6-Dec,6-Dec
3,11,351,BO_149,BO_32,Flow Date,,,,,,,,
3,11,352,BO_128,BO_105,Germ Date,6-Dec,29-Dec,,15-Dec,,,15-Dec,
3,11,352,BO_128,BO_105,Flow Date,,,,,,,,
3,11,353,BO_198,BO_100,Germ Date,21-Dec,,,,15-Dec,6-Dec,21-Dec,6-Dec
3,11,353,BO_198,BO_100,Flow Date,,,,,,,,
3,11,354,BO_74,BO_118,Germ Date,15-Dec,21-Dec,,6-Dec,21-Dec,6-Dec,6-Dec,29-Dec
3,11,354,BO_74,BO_118,Flow Date,,,,,,,,
3,11,355,BO_119,BO_17,Germ Date,,,,,21-Dec,,,
3,11,355,BO_119,BO_17,Flow Date,,,,,,,,
3,11,356,BO_5,BO_122,Germ Date,,15-Dec,21-Dec,21-Dec,,,,29-Dec
3,11,356,BO_5,BO_122,Flow Date,,,,,,,,
3,11,357,BO_185,BO_71,Germ Date,,,21-Dec,15-Dec,6-Dec,21-Dec,,
3,11,357,BO_185,BO_71,Flow Date,,,,,,,,
3,11,358,BO_70,BO_46,Germ Date,15-Dec,21-Dec,6-Dec,15-Dec,6-Dec,6-Dec,15-Dec,6-Dec
3,11,358,BO_70,BO_46,Flow Date,,,,,,,,
3,11,359,BO_153,BO_22,Germ Date,15-Dec,15-Dec,15-Dec,,15-Dec,15-Dec,,21-Dec
3,11,359,BO_153,BO_22,Flow Date,,,,,,,,
3,11,360,BO_168,BO_175,Germ Date,,,15-Dec,15-Dec,15-Dec,6-Dec,6-Dec,15-Dec
3,11,360,BO_168,BO_175,Flow Date,,,,,,,,
3,11,361,BO_199,BO_69,Germ Date,15-Dec,,6-Dec,6-Dec,15-Dec,15-Dec,,
3,11,361,BO_199,BO_69,Flow Date,,,,,,,,
3,11,362,BO_029,BO_61,Germ Date,15-Dec,,15-Dec,15-Dec,21-Dec,15-Dec,6-Dec,15-Dec
3,11,362,BO_029,BO_61,Flow Date,,,,,,,,
3,11,363,BO_1,BO_25,Germ Date,15-Dec,15-Dec,15-Dec,15-Dec,15-Dec,6-Dec,15-Dec,15-Dec
3,11,363,BO_1,BO_25,Flow Date,,,,,,,,
3,11,364,BO_038,BO_82,Germ Date,15-Dec,,15-Dec,15-Dec,15-Dec,15-Dec,15-Dec,15-Dec
3,11,364,BO_038,BO_82,Flow Date,,,,,,,,
3,11,365,BO_168,BO_180,Germ Date,15-Dec,15-Dec,15-Dec,15-Dec,15-Dec,15-Dec,15-Dec,21-Dec
3,11,365,BO_168,BO_180,Flow Date,,,,,,,,
3,11,366,BO_119,BO_51,Germ Date,6-Dec,15-Dec,21-Dec,15-Dec,21-Dec,21-Dec,15-Dec,15-Dec
3,11,366,BO_119,BO_51,Flow Date,,,,,,,,
3,11,367,BO_173,BO_79,Germ Date,,15-Dec,15-Dec,,21-Dec,15-Dec,15-Dec,15-Dec
3,11,367,BO_173,BO_79,Flow Date,,,,,,,,
3,11,368,BO_101,BO_182,Germ Date,15-Dec,15-Dec,15-Dec,15-Dec,15-Dec,15-Dec,,6-Dec
3,11,368,BO_101,BO_182,Flow Date,,,,,,,,
3,11,369,BO_198,BO_159,Germ Date,15-Dec,15-Dec,,,,15-Dec,15-Dec,
3,11,369,BO_198,BO_159,Flow Date,,,,,,,,
3,11,370,BO_73,BO_117,Germ Date,15-Dec,,21-Dec,21-Dec,15-Dec,15-Dec,21-Dec,15-Dec
3,11,370,BO_73,BO_117,Flow Date,,,,,,,,
3,11,371,BO_088,BO_50,Germ Date,,15-Dec,21-Dec,15-Dec,21-Dec,21-Dec,15-Dec,15-Dec
3,11,371,BO_088,BO_50,Flow Date,,,,,,,,
3,11,372,BO_194,BO_37,Germ Date,6-Dec,6-Dec,,29-Dec,29-Dec,29-Dec,6-Dec,
3,11,372,BO_194,BO_37,Flow Date,,,,,,,,
3,11,373,BO_70,BO_66,Germ Date,6-Dec,15-Dec,21-Dec,15-Dec,15-Dec,15-Dec,21-Dec,6-Dec
3,11,373,BO_70,BO_66,Flow Date,,,,,,,,
3,12,374,BO_13,BO_114,Germ Date,15-Dec,,,,21-Dec,,6-Dec,15-Dec
3,12,374,BO_13,BO_114,Flow Date,,,,,,,,
3,12,375,BO_188,BO_8,Germ Date,21-Dec,6-Dec,,6-Dec,15-Dec,6-Dec,6-Dec,6-Dec
3,12,375,BO_188,BO_8,Flow Date,,,,,,,,
3,12,376,BO_153,BO_177,Germ Date,6-Dec,6-Dec,,29-Dec,,29-Dec,29-Dec,
3,12,376,BO_153,BO_177,Flow Date,,,,,,,,
3,12,377,BO_1,BO_48,Germ Date,15-Dec,15-Dec,15-Dec,15-Dec,,15-Dec,,15-Dec
3,12,377,BO_1,BO_48,Flow Date,,,,,,,,
3,12,378,BO_106,BO_191,Germ Date,,29-Dec,15-Dec,15-Dec,,15-Dec,,15-Dec
3,12,378,BO_106,BO_191,Flow Date,,,,,,,,
3,12,379,BO_177,BO_139,Germ Date,6-Dec,6-Dec,6-Dec,6-Dec,,21-Dec,6-Dec,6-Dec
3,12,379,BO_177,BO_139,Flow Date,,,,,,,,
3,12,380,BO_13,BO_141,Germ Date,15-Dec,15-Dec,21-Dec,15-Dec,,,,
3,12,380,BO_13,BO_141,Flow Date,,,,,,,,
3,12,381,BO_192,BO_166,Germ Date,15-Dec,,15-Dec,15-Dec,15-Dec,15-Dec,,
3,12,381,BO_192,BO_166,Flow Date,,,,,,,,
3,12,382,BO_73,BO_186,Germ Date,15-Dec,15-Dec,,,,,21-Dec,15-Dec
3,12,382,BO_73,BO_186,Flow Date,,,,,,,,
3,12,383,BO_022,BO_20,Germ Date,6-Dec,15-Dec,21-Dec,15-Dec,21-Dec,15-Dec,6-Dec,6-Dec
3,12,383,BO_022,BO_20,Flow Date,,,,,,,,
3,12,384,BO_109,BO_1,Germ Date,15-Dec,15-Dec,6-Dec,6-Dec,15-Dec,21-Dec,15-Dec,21-Dec
3,12,384,BO_109,BO_1,Flow Date,,,,,,,,
3,12,385,BO_185,BO_153,Germ Date,15-Dec,,15-Dec,21-Dec,15-Dec,,15-Dec,15-Dec
3,12,385,BO_185,BO_153,Flow Date,,,,,,,,
3,12,386,BO_170,BO_111,Germ Date,21-Dec,15-Dec,,15-Dec,29-Dec,29-Dec,15-Dec,15-Dec
3,12,386,BO_170,BO_111,Flow Date,,,,,,,,
3,12,387,BO_022,BO_9,Germ Date,,,15-Dec,29-Dec,15-Dec,21-Dec,,
3,12,387,BO_022,BO_9,Flow Date,,,,,,,,
3,12,388,BO_189,BO_86,Germ Date,15-Dec,,15-Dec,29-Dec,15-Dec,15-Dec,15-Dec,29-Dec
3,12,388,BO_189,BO_86,Flow Date,,,,,,,,
3,12,389,BO_32,BO_96,Germ Date,15-Dec,21-Dec,15-Dec,,15-Dec,15-Dec,,15-Dec
3,12,389,BO_32,BO_96,Flow Date,,,,,,,,
3,12,390,BO_1,BO_151,Germ Date,15-Dec,15-Dec,15-Dec,6-Dec,15-Dec,15-Dec,15-Dec,15-Dec
3,12,390,BO_1,BO_151,Flow Date,,,,,,,,
3,12,391,BO_151,BO_167,Germ Date,15-Dec,6-Dec,15-Dec,15-Dec,15-Dec,15-Dec,15-Dec,15-Dec
3,12,391,BO_151,BO_167,Flow Date,,,,,,,,
3,12,392,BO_32,BO_132,Germ Date,15-Dec,15-Dec,15-Dec,21-Dec,15-Dec,15-Dec,15-Dec,15-Dec
3,12,392,BO_32,BO_132,Flow Date,,,,,,,,
3,12,393,BO_65,BO_14,Germ Date,15-Dec,,,15-Dec,15-Dec,15-Dec,15-Dec,
3,12,393,BO_65,BO_14,Flow Date,,,,,,,,
3,12,394,BO_163,BO_144,Germ Date,,21-Dec,15-Dec,15-Dec,21-Dec,21-Dec,15-Dec,15-Dec
3,12,394,BO_163,BO_144,Flow Date,,,,,,,,
3,12,395,BO_029,BO_190,Germ Date,15-Dec,,,29-Dec,,15-Dec,15-Dec,29-Dec
3,12,395,BO_029,BO_190,Flow Date,,,,,,,,
3,12,396,BO_40,BO_29,Germ Date,15-Dec,15-Dec,15-Dec,15-Dec,15-Dec,21-Dec,15-Dec,15-Dec
3,12,396,BO_40,BO_29,Flow Date,,,,,,,,
