rowN,Transect,SegNoPos,Recipient,Gen,Plant_ID,Sample_ID,Tube ID,Total_weight(capsule+sample)(mg),Tray Name,Well_ID,capsule_size,capsule_weight_mg,sample weight (mg),Type of Material,Analysis,Enriched
170,4,4R,AC_107,G2,1,AC_107-G2-004-4R-1,170,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
171,4,5L,AC_178,G2,4,AC_178-G2-004-5L-4,171,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
172,4,5R,AC_201,G1,2,AC_201-G1-004-5R-2,172,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
173,4,6L,AC_179,G1,4,AC_179-G1-004-6L-4,173,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
174,4,6R,AC_109,G2,1,AC_109-G2-004-6R-1,174,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
175,4,7L,AC_014,G2,4,AC_014-G2-004-7L-4,175,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
176,4,7R,AC_136,G1,2,AC_136-G1-004-7R-2,176,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
177,4,8L,AC_168,G1,2,AC_168-G1-004-8L-2,177,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
178,4,8R,AC_057,G2,2,AC_057-G2-004-8R-2,178,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
179,4,9L,AC_147,G1,1,AC_147-G1-004-9L-1,179,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
180,4,9R,AC_186,G1,2,AC_186-G1-004-9R-2,180,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
181,4,10L,AC_083,G2,1,AC_083-G2-004-10L-1,181,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
182,4,10R,AC_110,G2,3,AC_110-G2-004-10R-3,182,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
183,4,11L,AC_058,G1,3,AC_058-G1-004-11L-3,183,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
184,4,12L,AC_054,G2,5,AC_054-G2-004-12L-5,184,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
185,4,12R,AC_128,G1,3,AC_128-G1-004-12R-3,185,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
186,4,13L,AC_168,G1,4,AC_168-G1-004-13L-4,186,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
187,4,13R,AC_070,G2,4,AC_070-G2-004-13R-4,187,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
188,4,14L,AC_072,G2,3,AC_072-G2-004-14L-3,188,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
189,4,14R,AC_151,G2,4,AC_151-G2-004-14R-4,189,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
190,4,15L,AC_099,G2,3,AC_099-G2-004-15L-3,190,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
191,4,16L,AC_048,G1,3,AC_048-G1-004-16L-3,191,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
192,4,17L,AC_068,G1,3,AC_068-G1-004-17L-3,192,,Nemo_2023_AC_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
193,4,17R,AC_109,G2,3,AC_109-G2-004-17R-3,193,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
194,4,18L,AC_011,G2,4,AC_011-G2-004-18L-4,194,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
195,4,18R,AC_088,G1,4,AC_088-G1-004-18R-4,195,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
196,4,19L,AC_055,G2,3,AC_055-G2-004-19L-3,196,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
197,4,19R,AC_017,G1,3,AC_017-G1-004-19R-3,197,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
198,4,20L,AC_203,G1,1,AC_203-G1-004-20L-1,198,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
199,4,20R,AC_030,G2,3,AC_030-G2-004-20R-3,199,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
200,4,21L,AC_160,G2,2,AC_160-G2-004-21L-2,200,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
201,4,21R,AC_195,G2,4,AC_195-G2-004-21R-4,201,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
202,4,22L,AC_005,G1,1,AC_005-G1-004-22L-1,202,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
203,4,22R,AC_172,G2,4,AC_172-G2-004-22R-4,203,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
204,4,23R,AC_120,G1,5,AC_120-G1-004-23R-5,204,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
205,4,24L,AC_123,G1,4,AC_123-G1-004-24L-4,205,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
206,4,25R,AC_130,G1,3,AC_130-G1-004-25R-3,206,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
207,4,26L,AC_100,G1,4,AC_100-G1-004-26L-4,207,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
208,4,26R,AC_051,G2,2,AC_051-G2-004-26R-2,208,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
209,4,27L,AC_208,G1,4,AC_208-G1-004-27L-4,209,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
210,4,27R,AC_040,G2,5,AC_040-G2-004-27R-5,210,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
211,4,28L,AC_070,G1,2,AC_070-G1-004-28L-2,211,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
212,4,28R,AC_040,G1,3,AC_040-G1-004-28R-3,212,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
213,4,29R,AC_216,G1,5,AC_216-G1-004-29R-5,213,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
214,4,30R,AC_204,G1,4,AC_204-G1-004-30R-4,214,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
215,4,31R,AC_068,G2,1,AC_068-G2-004-31R-1,215,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
216,4,32L,AC_179,G2,5,AC_179-G2-004-32L-5,216,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
217,4,32R,AC_190,G2,1,AC_190-G2-004-32R-1,217,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
218,4,33L,AC_118,G2,3,AC_118-G2-004-33L-3,218,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
219,4,33R,AC_064,G2,3,AC_064-G2-004-33R-3,219,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
220,4,34L,AC_147,G2,1,AC_147-G2-004-34L-1,220,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
221,4,34R,AC_131,G2,3,AC_131-G2-004-34R-3,221,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
222,4,35R,AC_062,G1,3,AC_062-G1-004-35R-3,222,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
223,4,36L,AC_159A,G2,5,AC_159A-G2-004-36L-5,223,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
224,4,36R,AC_159B,G2,5,AC_159B-G2-004-36R-5,224,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
225,5,1L,AC_109,G1,2,AC_109-G1-005-1L-2,225,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
226,5,1R,AC_153,G1,1,AC_153-G1-005-1R-1,226,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
227,5,2L,AC_200,G1,5,AC_200-G1-005-2L-5,227,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
228,5,2R,AC_171,G1,2,AC_171-G1-005-2R-2,228,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
229,5,3L,AC_128,G2,5,AC_128-G2-005-3L-5,229,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
230,5,3R,AC_046,G2,2,AC_046-G2-005-3R-2,230,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
231,5,4L,AC_058,G1,2,AC_058-G1-005-4L-2,231,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
232,5,4R,AC_195,G1,5,AC_195-G1-005-4R-5,232,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
233,5,5L,AC_208,G2,5,AC_208-G2-005-5L-5,233,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
234,5,5R,AC_178,G2,5,AC_178-G2-005-5R-5,234,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
235,5,6R,AC_010,G2,5,AC_010-G2-005-6R-5,235,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
236,5,7L,AC_068,G1,2,AC_068-G1-005-7L-2,236,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
237,5,8L,AC_206,G1,5,AC_206-G1-005-8L-5,237,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
238,5,8R,AC_032,G2,4,AC_032-G2-005-8R-4,238,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
239,5,9R,AC_056,G1,4,AC_056-G1-005-9R-4,239,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
240,5,10L,AC_217,G1,3,AC_217-G1-005-10L-3,240,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
241,5,10R,AC_064,G1,5,AC_064-G1-005-10R-5,241,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
242,5,11L,AC_064,G2,3,AC_064-G2-005-11L-3,242,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
243,5,11R,AC_070,G1,2,AC_070-G1-005-11R-2,243,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
244,5,13L,AC_153,G2,2,AC_153-G2-005-13L-2,244,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
245,5,14R,AC_040,G1,2,AC_040-G1-005-14R-2,245,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
246,5,15L,AC_104,G1,1,AC_104-G1-005-15L-1,246,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
247,5,16L,AC_030,G1,1,AC_030-G1-005-16L-1,247,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
248,5,16R,AC_048,G2,5,AC_048-G2-005-16R-5,248,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
249,5,17L,AC_144,G1,1,AC_144-G1-005-17L-1,249,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
250,5,18L,AC_115,G1,3,AC_115-G1-005-18L-3,250,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
251,5,18R,AC_090,G2,2,AC_090-G2-005-18R-2,251,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
252,5,19L,AC_109,G2,4,AC_109-G2-005-19L-4,252,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
253,5,19R,AC_090,G1,4,AC_090-G1-005-19R-4,253,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
254,5,20L,AC_192,G2,4,AC_192-G2-005-20L-4,254,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
255,5,20R,AC_205,G2,2,AC_205-G2-005-20R-2,255,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
256,5,21L,AC_097,G1,5,AC_097-G1-005-21L-5,256,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
257,5,21R,AC_182,G2,1,AC_182-G2-005-21R-1,257,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
258,5,22L,AC_160,G1,4,AC_160-G1-005-22L-4,258,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
259,5,22R,AC_204,G2,3,AC_204-G2-005-22R-3,259,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
260,5,23L,AC_155,G1,4,AC_155-G1-005-23L-4,260,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
261,5,24L,AC_192,G2,4,AC_192-G2-005-24L-4,261,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
262,5,24R,AC_046,G1,4,AC_046-G1-005-24R-4,262,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
263,5,25L,AC_181,G2,2,AC_181-G2-005-25L-2,263,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
264,5,25R,AC_123,G2,1,AC_123-G2-005-25R-1,264,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
265,5,26R,AC_095,G1,4,AC_095-G1-005-26R-4,265,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
266,5,27L,AC_142,G2,5,AC_142-G2-005-27L-5,266,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
267,5,28L,AC_120,G2,3,AC_120-G2-005-28L-3,267,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
268,5,28R,AC_171,G2,4,AC_171-G2-005-28R-4,268,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
269,5,29L,AC_185,G1,4,AC_185-G1-005-29L-4,269,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
270,5,29R,AC_147,G1,1,AC_147-G1-005-29R-1,270,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
271,5,30L,AC_130,G1,1,AC_130-G1-005-30L-1,271,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
272,5,30R,AC_058,G1,1,AC_058-G1-005-30R-1,272,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
273,5,31L,AC_159,G1,5,AC_159-G1-005-31L-5,273,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
274,5,31R,AC_158,G2,3,AC_158-G2-005-31R-3,274,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
275,5,32L,AC_011,G1,2,AC_011-G1-005-32L-2,275,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
276,5,33L,AC_114,G1,2,AC_114-G1-005-33L-2,276,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
277,5,33R,AC_100,G1,5,AC_100-G1-005-33R-5,277,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
278,5,34L,AC_153,G1,3,AC_153-G1-005-34L-3,278,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
279,5,34R,AC_081,G2,3,AC_081-G2-005-34R-3,279,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
280,5,35L,AC_216,G2,3,AC_216-G2-005-35L-3,280,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
281,5,36L,AC_205,G1,1,AC_205-G1-005-36L-1,281,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
282,5,36R,AC_034,G1,3,AC_034-G1-005-36R-3,282,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
283,6,1L,AC_083,G1,5,AC_083-G1-006-1L-5,283,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
284,6,1R,AC_016,G2,2,AC_016-G2-006-1R-2,284,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
285,6,2L,AC_115,G1,5,AC_115-G1-006-2L-5,285,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
286,6,2R,AC_160,G2,4,AC_160-G2-006-2R-4,286,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
287,6,3R,AC_120,G1,3,AC_120-G1-006-3R-3,287,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
288,6,4L,AC_099,G1,1,AC_099-G1-006-4L-1,288,,Nemo_2023_AC_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
289,6,4R,AC_131,G1,4,AC_131-G1-006-4R-4,289,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
290,6,5R,AC_054,G1,5,AC_054-G1-006-5R-5,290,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
291,6,6L,AC_104,G1,2,AC_104-G1-006-6L-2,291,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
292,6,6R,AC_171,G1,2,AC_171-G1-006-6R-2,292,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
293,6,7L,AC_185,G1,3,AC_185-G1-006-7L-3,293,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
294,6,8L,AC_187,G1,2,AC_187-G1-006-8L-2,294,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
295,6,9L,AC_136,G2,2,AC_136-G2-006-9L-2,295,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
296,6,10L,AC_187,G2,4,AC_187-G2-006-10L-4,296,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
297,6,11L,AC_111,G1,5,AC_111-G1-006-11L-5,297,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
298,6,11R,AC_095,G1,5,AC_095-G1-006-11R-5,298,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
299,6,13R,AC_122,G1,5,AC_122-G1-006-13R-5,299,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
300,6,14L,AC_197,G2,1,AC_197-G2-006-14L-1,300,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
301,6,14R,AC_120,G2,3,AC_120-G2-006-14R-3,301,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
302,6,15L,AC_213,G2,3,AC_213-G2-006-15L-3,302,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
303,6,15R,AC_158,G1,5,AC_158-G1-006-15R-5,303,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
304,6,16L,AC_109,G1,4,AC_109-G1-006-16L-4,304,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
305,6,17R,AC_143,G2,3,AC_143-G2-006-17R-3,305,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
306,6,18R,AC_099,G1,2,AC_099-G1-006-18R-2,306,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
307,6,19R,AC_066,G1,5,AC_066-G1-006-19R-5,307,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
308,6,20L,AC_172,G1,4,AC_172-G1-006-20L-4,308,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
309,6,20R,AC_142,G2,4,AC_142-G2-006-20R-4,309,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
310,6,21L,AC_171,G2,4,AC_171-G2-006-21L-4,310,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
311,6,21R,AC_199,G2,5,AC_199-G2-006-21R-5,311,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
312,6,22R,AC_193,G1,3,AC_193-G1-006-22R-3,312,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
313,6,23L,AC_115,G2,1,AC_115-G2-006-23L-1,313,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
314,6,23R,AC_062,G1,5,AC_062-G1-006-23R-5,314,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
315,6,24R,AC_189,G1,3,AC_189-G1-006-24R-3,315,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
316,6,25L,AC_090,G2,1,AC_090-G2-006-25L-1,316,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
317,6,25R,AC_055,G1,5,AC_055-G1-006-25R-5,317,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
318,6,26R,AC_208,G2,1,AC_208-G2-006-26R-1,318,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
319,6,27L,AC_182,G2,2,AC_182-G2-006-27L-2,319,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
320,6,27R,AC_130,G1,5,AC_130-G1-006-27R-5,320,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
321,6,28L,AC_016,G2,2,AC_016-G2-006-28L-2,321,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
322,6,28R,AC_131,G2,5,AC_131-G2-006-28R-5,322,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
323,6,29L,AC_086,G2,2,AC_086-G2-006-29L-2,323,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
324,6,29R,AC_186,G2,1,AC_186-G2-006-29R-1,324,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
325,6,30L,AC_052,G2,3,AC_052-G2-006-30L-3,325,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
326,6,30R,AC_158,G2,5,AC_158-G2-006-30R-5,326,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
327,6,31L,AC_034,G2,3,AC_034-G2-006-31L-3,327,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
328,6,31R,AC_171,G1,5,AC_171-G1-006-31R-5,328,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
329,6,33R,AC_182,G1,3,AC_182-G1-006-33R-3,329,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
330,6,34L,AC_128,G1,1,AC_128-G1-006-34L-1,330,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
331,6,34R,AC_147,G2,4,AC_147-G2-006-34R-4,331,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
332,7,2R,AC_110,G1,5,AC_110-G1-007-2R-5,332,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
333,7,3L,AC_191,G2,5,AC_191-G2-007-3L-5,333,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
334,7,3R,AC_070,G2,1,AC_070-G2-007-3R-1,334,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
335,7,4L,AC_187,G2,2,AC_187-G2-007-4L-2,335,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
336,7,4R,AC_201,G1,5,AC_201-G1-007-4R-5,336,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
337,7,6R,AC_095,G1,3,AC_095-G1-007-6R-3,337,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
338,7,7L,AC_056,G1,3,AC_056-G1-007-7L-3,338,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
339,7,7R,AC_055,G1,3,AC_055-G1-007-7R-3,339,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
340,7,8L,AC_211,G2,1,AC_211-G2-007-8L-1,340,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
341,7,8R,AC_199,G2,4,AC_199-G2-007-8R-4,341,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
342,7,9L,AC_052,G1,3,AC_052-G1-007-9L-3,342,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
343,7,9R,AC_204,G2,4,AC_204-G2-007-9R-4,343,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
344,7,11R,AC_200,G2,3,AC_200-G2-007-11R-3,344,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
345,7,12R,AC_056,G2,1,AC_056-G2-007-12R-1,345,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
346,7,13L,AC_216,G2,2,AC_216-G2-007-13L-2,346,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
