rowN,Transect,SegNoPos,Recipient,Gen,Plant_ID,Sample_ID,Tube ID,Total_weight(capsule+sample)(mg),Tray Name,Well_ID,capsule_size,capsule_weight_mg,sample weight (mg),Type of Material,Analysis,Enriched
347,7,14L,AC_048,G1,4,AC_048-G1-007-14L-4,347,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
348,7,14R,AC_189,G2,1,AC_189-G2-007-14R-1,348,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
349,7,15R,AC_122,G2,2,AC_122-G2-007-15R-2,349,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
350,7,16L,AC_217,G2,1,AC_217-G2-007-16L-1,350,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
351,7,17R,AC_066,G1,5,AC_066-G1-007-17R-5,351,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
352,7,19R,AC_155,G2,2,AC_155-G2-007-19R-2,352,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
353,7,20L,AC_110,G2,5,AC_110-G2-007-20L-5,353,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
354,7,21R,AC_017,G2,3,AC_017-G2-007-21R-3,354,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
355,7,22L,AC_051,G2,1,AC_051-G2-007-22L-1,355,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
356,7,22R,AC_086,G2,5,AC_086-G2-007-22R-5,356,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
357,7,23R,AC_057,G2,2,AC_057-G2-007-23R-2,357,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
358,7,24L,AC_218,G1,5,AC_218-G1-007-24L-5,358,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
359,7,24R,AC_081,G2,1,AC_081-G2-007-24R-1,359,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
360,7,25L,AC_114,G1,2,AC_114-G1-007-25L-2,360,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
361,7,26R,AC_092,G1,5,AC_092-G1-007-26R-5,361,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
362,7,27R,AC_017,G2,5,AC_017-G2-007-27R-5,362,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
363,7,28R,AC_189,G2,2,AC_189-G2-007-28R-2,363,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
364,7,29L,AC_178,G2,4,AC_178-G2-007-29L-4,364,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
365,7,29R,AC_216,G1,5,AC_216-G1-007-29R-5,365,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
366,7,30L,AC_096,G2,1,AC_096-G2-007-30L-1,366,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
367,7,31L,AC_114,G2,2,AC_114-G2-007-31L-2,367,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
368,7,31R,AC_123,G2,3,AC_123-G2-007-31R-3,368,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
369,7,32R,AC_034,G2,2,AC_034-G2-007-32R-2,369,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
370,7,33L,AC_216,G2,5,AC_216-G2-007-33L-5,370,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
371,7,33R,AC_075,G1,4,AC_075-G1-007-33R-4,371,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
372,7,34L,AC_107,G1,5,AC_107-G1-007-34L-5,372,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
373,7,34R,AC_082,G1,1,AC_082-G1-007-34R-1,373,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
374,7,35L,AC_097,G1,5,AC_097-G1-007-35L-5,374,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
375,7,35R,AC_211,G2,1,AC_211-G2-007-35R-1,375,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
376,7,36L,AC_052,G2,3,AC_052-G2-007-36L-3,376,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
377,7,36R,AC_030,G2,5,AC_030-G2-007-36R-5,377,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
378,8,1L,AC_193,G2,1,AC_193-G2-008-1L-1,378,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
379,8,1R,AC_011,G1,5,AC_011-G1-008-1R-5,379,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
380,8,2L,AC_038,G2,4,AC_038-G2-008-2L-4,380,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
381,8,2R,AC_191,G2,1,AC_191-G2-008-2R-1,381,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
382,8,3L,AC_148,G2,4,AC_148-G2-008-3L-4,382,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
383,8,3R,AC_038,G1,2,AC_038-G1-008-3R-2,383,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
384,8,4R,AC_089,G2,3,AC_089-G2-008-4R-3,384,,Nemo_2023_AC_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
385,8,5L,AC_131,G1,5,AC_131-G1-008-5L-5,385,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
386,8,5R,AC_218,G2,1,AC_218-G2-008-5R-1,386,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
387,8,6L,AC_206,G1,1,AC_206-G1-008-6L-1,387,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
388,8,6R,AC_186,G1,2,AC_186-G1-008-6R-2,388,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
389,8,8L,AC_211,G1,1,AC_211-G1-008-8L-1,389,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
390,8,8R,AC_017,G2,1,AC_017-G2-008-8R-1,390,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
391,8,9L,AC_185,G2,4,AC_185-G2-008-9L-4,391,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
392,8,10L,AC_100,G2,1,AC_100-G2-008-10L-1,392,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
393,8,11L,AC_204,G1,4,AC_204-G1-008-11L-4,393,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
394,8,12R,AC_072,G1,2,AC_072-G1-008-12R-2,394,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
395,8,13R,AC_082,G1,2,AC_082-G1-008-13R-2,395,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
396,8,14R,AC_074,G1,5,AC_074-G1-008-14R-5,396,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
397,8,15L,AC_160,G2,1,AC_160-G2-008-15L-1,397,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
398,8,15R,AC_160,G1,1,AC_160-G1-008-15R-1,398,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
399,8,16L,AC_133,G2,5,AC_133-G2-008-16L-5,399,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
400,8,16R,AC_005,G2,2,AC_005-G2-008-16R-2,400,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
401,8,17L,AC_206,G1,4,AC_206-G1-008-17L-4,401,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
402,8,17R,AC_110,G1,3,AC_110-G1-008-17R-3,402,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
403,8,18R,AC_123,G2,5,AC_123-G2-008-18R-5,403,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
404,8,19R,AC_062,G1,4,AC_062-G1-008-19R-4,404,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
405,8,20L,AC_014,G1,2,AC_014-G1-008-20L-2,405,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
406,8,20R,AC_058,G2,5,AC_058-G2-008-20R-5,406,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
407,8,21L,AC_155,G2,4,AC_155-G2-008-21L-4,407,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
408,8,21R,AC_115,G1,3,AC_115-G1-008-21R-3,408,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
409,8,22L,AC_113,G2,5,AC_113-G2-008-22L-5,409,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
410,8,22R,AC_189,G1,3,AC_189-G1-008-22R-3,410,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
411,8,23R,AC_052,G2,5,AC_052-G2-008-23R-5,411,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
412,8,24L,AC_218,G2,4,AC_218-G2-008-24L-4,412,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
413,8,24R,AC_104,G2,5,AC_104-G2-008-24R-5,413,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
414,8,25R,AC_097,G2,5,AC_097-G2-008-25R-5,414,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
415,8,26L,AC_158,G2,1,AC_158-G2-008-26L-1,415,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
416,8,27L,AC_096,G2,5,AC_096-G2-008-27L-5,416,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
417,8,27R,AC_083,G1,4,AC_083-G1-008-27R-4,417,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
418,8,28L,AC_133,G2,3,AC_133-G2-008-28L-3,418,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
419,8,29R,AC_092,G1,5,AC_092-G1-008-29R-5,419,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
420,8,30R,AC_014,G1,2,AC_014-G1-008-30R-2,420,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
421,8,31L,AC_151,G1,1,AC_151-G1-008-31L-1,421,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
422,8,32L,AC_120,G2,2,AC_120-G2-008-32L-2,422,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
423,8,33L,AC_015,G1,1,AC_015-G1-008-33L-1,423,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
424,8,33R,AC_151,G2,2,AC_151-G2-008-33R-2,424,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
425,8,34L,AC_119,G2,3,AC_119-G2-008-34L-3,425,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
426,8,34R,AC_088,G2,4,AC_088-G2-008-34R-4,426,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
427,8,35L,AC_064,G1,4,AC_064-G1-008-35L-4,427,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
428,8,35R,AC_182,G1,5,AC_182-G1-008-35R-5,428,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
429,8,36R,AC_200,G1,2,AC_200-G1-008-36R-2,429,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
430,9,1L,AC_182,G2,4,AC_182-G2-009-1L-4,430,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
431,9,2L,AC_090,G2,2,AC_090-G2-009-2L-2,431,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
432,9,2R,AC_218,G1,3,AC_218-G1-009-2R-3,432,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
433,9,3L,AC_217,G1,4,AC_217-G1-009-3L-4,433,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
434,9,3R,AC_097,G2,1,AC_097-G2-009-3R-1,434,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
435,9,4L,AC_158,G1,1,AC_158-G1-009-4L-1,435,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
436,9,4R,AC_100,G1,3,AC_100-G1-009-4R-3,436,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
437,9,5L,AC_118,G1,1,AC_118-G1-009-5L-1,437,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
438,9,5R,AC_097,G1,5,AC_097-G1-009-5R-5,438,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
439,9,6L,AC_201,G1,3,AC_201-G1-009-6L-3,439,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
440,9,6R,AC_066,G1,1,AC_066-G1-009-6R-1,440,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
441,9,7L,AC_040,G1,3,AC_040-G1-009-7L-3,441,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
442,9,7R,AC_208,G1,5,AC_208-G1-009-7R-5,442,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
443,9,8R,AC_168,G2,1,AC_168-G2-009-8R-1,443,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
444,9,9R,AC_110,G1,1,AC_110-G1-009-9R-1,444,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
445,9,10L,AC_015,G1,4,AC_015-G1-009-10L-4,445,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
446,9,10R,AC_155,G1,2,AC_155-G1-009-10R-2,446,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
447,9,11L,AC_015,G2,1,AC_015-G2-009-11L-1,447,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
448,9,11R,AC_154,G2,5,AC_154-G2-009-11R-5,448,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
449,9,12L,AC_115,G2,1,AC_115-G2-009-12L-1,449,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
450,9,12R,AC_092,G2,2,AC_092-G2-009-12R-2,450,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
451,9,13L,AC_122,G2,4,AC_122-G2-009-13L-4,451,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
452,9,13R,AC_048,G2,4,AC_048-G2-009-13R-4,452,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
453,9,14L,AC_074,G2,5,AC_074-G2-009-14L-5,453,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
454,9,14R,AC_211,G2,1,AC_211-G2-009-14R-1,454,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
455,9,15L,AC_218,G2,1,AC_218-G2-009-15L-1,455,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
456,9,16L,AC_082,G2,1,AC_082-G2-009-16L-1,456,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
457,9,17L,AC_153,G2,1,AC_153-G2-009-17L-1,457,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
458,9,18R,AC_051,G2,5,AC_051-G2-009-18R-5,458,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
459,9,19L,AC_090,G1,3,AC_090-G1-009-19L-3,459,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
460,9,20L,AC_199,G1,2,AC_199-G1-009-20L-2,460,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
461,9,21R,AC_070,G2,5,AC_070-G2-009-21R-5,461,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
462,9,22R,AC_217,G2,4,AC_217-G2-009-22R-4,462,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
463,9,23L,AC_081,G1,4,AC_081-G1-009-23L-4,463,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
464,9,25L,AC_155,G1,5,AC_155-G1-009-25L-5,464,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
465,9,26L,AC_092,G2,2,AC_092-G2-009-26L-2,465,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
466,9,26R,AC_186,G2,1,AC_186-G2-009-26R-1,466,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
467,9,28L,AC_075,G2,5,AC_075-G2-009-28L-5,467,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
468,9,28R,AC_193,G1,3,AC_193-G1-009-28R-3,468,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
469,9,29L,AC_128,G1,2,AC_128-G1-009-29L-2,469,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
470,9,30L,AC_097,G2,5,AC_097-G2-009-30L-5,470,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
471,9,31L,AC_136,G1,4,AC_136-G1-009-31L-4,471,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
472,9,31R,AC_014,G2,1,AC_014-G2-009-31R-1,472,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
473,9,32L,AC_188,G2,5,AC_188-G2-009-32L-5,473,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
474,9,32R,AC_133,G1,5,AC_133-G1-009-32R-5,474,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
475,9,33L,AC_081,G1,5,AC_081-G1-009-33L-5,475,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
476,9,33R,AC_201,G2,1,AC_201-G2-009-33R-1,476,,Nemo_2023_AC_5,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
