rowN,Transect,SegNoPos,Recipient,Gen,Plant_ID,Sample_ID,Tube ID,Total_weight(capsule+sample)(mg),Tray Name,Well_ID,capsule_size,capsule_weight_mg,sample weight (mg),Type of Material,Analysis,Enriched
173,3,5L,HR_149,G2,4,HR_149-G2-003-5L-4,173,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
174,3,5R,HR_150,G1,3,HR_150-G1-003-5R-3,174,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
175,3,6L,HR_134,G2,2,HR_134-G2-003-6L-2,175,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
176,3,6R,HR_165,G2,5,HR_165-G2-003-6R-5,176,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
177,3,7L,HR_026,G2,1,HR_026-G2-003-7L-1,177,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
178,3,8L,HR_067,G1,5,HR_067-G1-003-8L-5,178,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
179,3,8R,HR_067B,G1,5,HR_067B-G1-003-8R-5,179,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
180,3,9L,HR_193,G2,5,HR_193-G2-003-9L-5,180,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
181,3,9R,HR_123,G1,4,HR_123-G1-003-9R-4,181,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
182,3,10L,HR_006,G2,5,HR_006-G2-003-10L-5,182,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
183,3,10R,HR_066,G2,3,HR_066-G2-003-10R-3,183,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
184,3,11L,HR_046,G2,4,HR_046-G2-003-11L-4,184,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
185,3,11R,HR_164,G2,3,HR_164-G2-003-11R-3,185,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
186,3,12L,HR_170,G1,5,HR_170-G1-003-12L-5,186,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
187,3,12R,HR_158,G2,2,HR_158-G2-003-12R-2,187,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
188,3,13L,HR_193,G2,5,HR_193-G2-003-13L-5,188,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
189,3,13R,HR_156,G2,5,HR_156-G2-003-13R-5,189,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
190,3,14L,HR_049,G1,1,HR_049-G1-003-14L-1,190,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
191,3,14R,HR_065,G2,5,HR_065-G2-003-14R-5,191,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
192,3,15R,HR_145,G2,4,HR_145-G2-003-15R-4,192,,Nemo_2023_HR_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
193,3,16L,HR_017,G1,3,HR_017-G1-003-16L-3,193,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
194,3,16R,HR_176,G1,1,HR_176-G1-003-16R-1,194,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
195,3,17L,HR_164,G1,5,HR_164-G1-003-17L-5,195,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
196,3,17R,HR_041,G1,1,HR_041-G1-003-17R-1,196,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
197,3,18L,HR_104,G2,1,HR_104-G2-003-18L-1,197,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
198,3,18R,HR_153,G2,2,HR_153-G2-003-18R-2,198,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
199,3,19L,HR_190,G2,3,HR_190-G2-003-19L-3,199,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
200,3,19R,HR_155,G2,4,HR_155-G2-003-19R-4,200,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
201,3,20L,HR_021,G2,2,HR_021-G2-003-20L-2,201,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
202,3,20R,HR_174,G2,5,HR_174-G2-003-20R-5,202,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
203,3,21R,HR_159,G2,2,HR_159-G2-003-21R-2,203,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
204,3,22L,HR_175,G1,1,HR_175-G1-003-22L-1,204,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
205,3,22R,HR_107,G2,1,HR_107-G2-003-22R-1,205,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
206,3,23R,HR_053,G2,1,HR_053-G2-003-23R-1,206,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
207,3,24L,HR_083,G2,4,HR_083-G2-003-24L-4,207,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
208,3,24R,HR_071,G2,2,HR_071-G2-003-24R-2,208,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
209,3,25L,HR_027,G1,4,HR_027-G1-003-25L-4,209,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
210,3,25R,HR_053,G1,4,HR_053-G1-003-25R-4,210,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
211,3,26L,HR_179,G1,2,HR_179-G1-003-26L-2,211,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
212,3,26R,HR_116,G1,5,HR_116-G1-003-26R-5,212,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
213,3,27L,HR_039,G2,4,HR_039-G2-003-27L-4,213,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
214,3,27R,HR_006,G1,5,HR_006-G1-003-27R-5,214,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
215,3,28L,HR_139,G1,3,HR_139-G1-003-28L-3,215,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
216,3,28R,HR_103,G1,4,HR_103-G1-003-28R-4,216,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
217,3,29L,HR_095,G2,3,HR_095-G2-003-29L-3,217,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
218,3,29R,HR_005,G2,3,HR_005-G2-003-29R-3,218,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
219,3,30L,HR_015,G2,4,HR_015-G2-003-30L-4,219,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
220,3,30R,HR_042,G2,2,HR_042-G2-003-30R-2,220,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
221,3,31L,HR_190,G2,3,HR_190-G2-003-31L-3,221,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
222,3,31R,HR_079,G2,1,HR_079-G2-003-31R-1,222,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
223,3,32L,HR_161,G2,5,HR_161-G2-003-32L-5,223,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
224,3,32R,HR_112,G2,3,HR_112-G2-003-32R-3,224,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
225,3,33L,HR_047,G2,5,HR_047-G2-003-33L-5,225,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
226,3,33R,HR_036,G2,2,HR_036-G2-003-33R-2,226,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
227,3,34L,HR_179,G2,3,HR_179-G2-003-34L-3,227,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
228,3,34R,HR_104,G1,5,HR_104-G1-003-34R-5,228,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
229,3,35L,HR_201,G2,1,HR_201-G2-003-35L-1,229,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
230,3,35R,HR_164,G1,1,HR_164-G1-003-35R-1,230,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
231,3,36L,HR_147,G1,1,HR_147-G1-003-36L-1,231,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
232,3,36R,HR_162,G1,1,HR_162-G1-003-36R-1,232,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
233,3,37L,HR_116,G2,2,HR_116-G2-003-37L-2,233,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
234,3,37R,HR_046,G1,3,HR_046-G1-003-37R-3,234,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
235,3,38L,HR_014,G1,5,HR_014-G1-003-38L-5,235,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
236,3,38R,HR_020,G1,3,HR_020-G1-003-38R-3,236,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
237,3,39L,HR_147,G1,5,HR_147-G1-003-39L-5,237,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
238,3,39R,HR_032,G1,2,HR_032-G1-003-39R-2,238,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
239,3,40L,HR_173,G2,1,HR_173-G2-003-40L-1,239,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
240,3,40R,HR_119,G2,4,HR_119-G2-003-40R-4,240,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
241,3,41L,HR_166,G1,5,HR_166-G1-003-41L-5,241,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
242,3,41R,HR_037,G1,5,HR_037-G1-003-41R-5,242,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
243,3,42R,HR_153,G2,1,HR_153-G2-003-42R-1,243,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
244,3,43L,HR_068,G2,1,HR_068-G2-003-43L-1,244,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
245,3,43R,HR_023,G2,3,HR_023-G2-003-43R-3,245,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
246,3,44L,HR_026,G2,4,HR_026-G2-003-44L-4,246,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
247,3,45R,HR_126,G2,5,HR_126-G2-003-45R-5,247,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
248,4,1L,HR_108,G2,5,HR_108-G2-004-1L-5,248,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
249,4,1R,HR_177,G2,2,HR_177-G2-004-1R-2,249,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
250,4,2L,HR_124,G1,1,HR_124-G1-004-2L-1,250,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
251,4,2R,HR_165,G1,2,HR_165-G1-004-2R-2,251,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
252,4,3L,HR_019,G1,4,HR_019-G1-004-3L-4,252,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
253,4,3R,HR_123,G2,5,HR_123-G2-004-3R-5,253,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
254,4,4L,HR_190,G2,4,HR_190-G2-004-4L-4,254,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
255,4,4R,HR_015,G1,5,HR_015-G1-004-4R-5,255,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
256,4,5L,HR_041,G1,3,HR_041-G1-004-5L-3,256,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
257,4,5R,HR_135,G2,4,HR_135-G2-004-5R-4,257,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
258,4,6L,HR_006,G1,1,HR_006-G1-004-6L-1,258,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
259,4,6R,HR_184,G1,3,HR_184-G1-004-6R-3,259,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
260,4,7L,HR_017,G1,3,HR_017-G1-004-7L-3,260,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
261,4,7R,HR_141,G1,4,HR_141-G1-004-7R-4,261,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
262,4,8L,HR_150,G1,1,HR_150-G1-004-8L-1,262,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
263,4,8R,HR_146,G2,3,HR_146-G2-004-8R-3,263,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
264,4,9L,HR_181,G2,5,HR_181-G2-004-9L-5,264,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
265,4,9R,HR_183,G2,3,HR_183-G2-004-9R-3,265,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
266,4,10L,HR_174,G1,4,HR_174-G1-004-10L-4,266,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
267,4,10R,HR_072,G1,4,HR_072-G1-004-10R-4,267,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
268,4,11L,HR_137,G2,2,HR_137-G2-004-11L-2,268,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
269,4,11R,HR_056,G2,3,HR_056-G2-004-11R-3,269,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
270,4,12L,HR_009,G2,1,HR_009-G2-004-12L-1,270,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
271,4,12R,HR_078,G2,3,HR_078-G2-004-12R-3,271,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
272,4,13L,HR_159,G1,1,HR_159-G1-004-13L-1,272,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
273,4,13R,HR_166,G1,1,HR_166-G1-004-13R-1,273,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
274,4,14L,HR_042,G1,5,HR_042-G1-004-14L-5,274,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
275,4,14R,HR_046,G1,3,HR_046-G1-004-14R-3,275,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
276,4,15L,HR_088,G2,1,HR_088-G2-004-15L-1,276,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
277,4,15R,HR_192,G1,1,HR_192-G1-004-15R-1,277,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
278,4,16R,HR_170,G2,5,HR_170-G2-004-16R-5,278,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
279,4,17L,HR_001,G2,1,HR_001-G2-004-17L-1,279,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
280,4,17R,HR_118,G1,5,HR_118-G1-004-17R-5,280,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
281,4,18L,HR_064,G1,3,HR_064-G1-004-18L-3,281,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
282,4,18R,HR_127,G1,3,HR_127-G1-004-18R-3,282,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
283,4,19L,HR_177,G2,5,HR_177-G2-004-19L-5,283,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
284,4,19R,HR_016,G2,5,HR_016-G2-004-19R-5,284,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
285,4,20L,HR_073,G2,4,HR_073-G2-004-20L-4,285,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
286,4,21L,HR_158,G2,2,HR_158-G2-004-21L-2,286,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
287,4,21R,HR_112,G1,2,HR_112-G1-004-21R-2,287,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
288,4,22L,HR_180,G2,4,HR_180-G2-004-22L-4,288,,Nemo_2023_HR_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
289,4,22R,HR_043,G2,1,HR_043-G2-004-22R-1,289,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
290,4,23L,HR_201,G2,3,HR_201-G2-004-23L-3,290,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
291,4,23R,HR_088,G1,3,HR_088-G1-004-23R-3,291,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
292,4,24L,HR_162,G2,3,HR_162-G2-004-24L-3,292,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
293,4,24R,HR_039,G2,3,HR_039-G2-004-24R-3,293,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
294,4,25R,HR_124,G1,2,HR_124-G1-004-25R-2,294,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
295,4,26L,HR_110,G2,1,HR_110-G2-004-26L-1,295,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
296,4,26R,HR_039,G2,3,HR_039-G2-004-26R-3,296,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
297,4,27L,HR_134,G2,3,HR_134-G2-004-27L-3,297,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
298,4,27R,HR_123,G2,3,HR_123-G2-004-27R-3,298,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
299,4,28L,HR_050,G1,3,HR_050-G1-004-28L-3,299,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
300,4,28R,HR_164,G2,3,HR_164-G2-004-28R-3,300,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
301,4,29L,HR_038,G1,5,HR_038-G1-004-29L-5,301,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
302,4,29R,HR_023,G1,3,HR_023-G1-004-29R-3,302,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
303,4,30L,HR_107,G2,3,HR_107-G2-004-30L-3,303,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
304,4,31L,HR_050,G1,4,HR_050-G1-004-31L-4,304,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
305,4,31R,HR_062,G2,4,HR_062-G2-004-31R-4,305,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
306,4,32L,HR_007,G1,1,HR_007-G1-004-32L-1,306,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
307,4,32R,HR_042,G1,3,HR_042-G1-004-32R-3,307,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
308,4,33L,HR_018,G1,2,HR_018-G1-004-33L-2,308,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
309,4,33R,HR_005,G1,4,HR_005-G1-004-33R-4,309,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
310,4,34L,HR_009,G2,5,HR_009-G2-004-34L-5,310,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
311,4,34R,HR_033,G2,4,HR_033-G2-004-34R-4,311,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
312,4,35L,HR_181,G2,1,HR_181-G2-004-35L-1,312,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
313,4,35R,HR_182,G1,1,HR_182-G1-004-35R-1,313,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
314,4,36L,HR_083,G2,1,HR_083-G2-004-36L-1,314,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
315,4,36R,HR_115,G2,4,HR_115-G2-004-36R-4,315,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
316,4,37L,HR_016,G1,5,HR_016-G1-004-37L-5,316,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
317,4,37R,HR_114,G2,4,HR_114-G2-004-37R-4,317,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
318,4,38L,HR_070,G2,2,HR_070-G2-004-38L-2,318,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
319,4,38R,HR_113,G2,3,HR_113-G2-004-38R-3,319,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
320,4,39L,HR_043,G1,1,HR_043-G1-004-39L-1,320,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
321,4,39R,HR_021,G1,4,HR_021-G1-004-39R-4,321,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
322,4,40L,HR_017,G2,5,HR_017-G2-004-40L-5,322,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
323,4,40R,HR_149,G2,4,HR_149-G2-004-40R-4,323,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
324,4,41L,HR_079,G2,5,HR_079-G2-004-41L-5,324,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
325,4,42L,HR_085,G2,4,HR_085-G2-004-42L-4,325,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
326,4,42R,HR_025,G2,2,HR_025-G2-004-42R-2,326,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
327,4,43L,HR_004,G2,3,HR_004-G2-004-43L-3,327,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
328,4,43R,HR_028,G1,5,HR_028-G1-004-43R-5,328,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
329,4,44L,HR_124,G2,4,HR_124-G2-004-44L-4,329,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
330,4,44R,HR_181,G2,1,HR_181-G2-004-44R-1,330,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
331,4,45L,HR_180,G2,5,HR_180-G2-004-45L-5,331,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
332,4,45R,HR_065,G1,2,HR_065-G1-004-45R-2,332,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
333,5,3L,HR_059,G1,1,HR_059-G1-005-3L-1,333,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
334,5,3R,HR_146,G1,5,HR_146-G1-005-3R-5,334,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
335,5,4L,HR_071,G2,2,HR_071-G2-005-4L-2,335,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
336,5,4R,HR_145,G2,4,HR_145-G2-005-4R-4,336,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
337,5,5L,HR_044,G1,3,HR_044-G1-005-5L-3,337,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
338,5,5R,HR_078,G1,1,HR_078-G1-005-5R-1,338,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
339,5,6L,HR_153,G1,4,HR_153-G1-005-6L-4,339,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
340,5,6R,HR_054,G1,2,HR_054-G1-005-6R-2,340,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
341,5,7L,HR_139,G1,1,HR_139-G1-005-7L-1,341,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
342,5,7R,HR_126,G1,4,HR_126-G1-005-7R-4,342,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
343,5,8R,HR_061,G1,1,HR_061-G1-005-8R-1,343,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
344,5,9L,HR_053,G1,2,HR_053-G1-005-9L-2,344,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
345,5,9R,HR_028,G1,3,HR_028-G1-005-9R-3,345,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
346,5,10L,HR_011,G2,5,HR_011-G2-005-10L-5,346,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
347,5,10R,HR_197,G1,3,HR_197-G1-005-10R-3,347,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
348,5,11L,HR_170,G1,1,HR_170-G1-005-11L-1,348,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
349,5,11R,HR_073,G1,2,HR_073-G1-005-11R-2,349,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
350,5,12L,HR_061,G2,5,HR_061-G2-005-12L-5,350,,Nemo_2023_HR_4,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
