rowN,Transect,SegNoPos,Recipient,Gen,Plant_ID,Sample_ID,Tube ID,Total_weight(capsule+sample)(mg),Tray Name,Well_ID,capsule_size,capsule_weight_mg,sample weight (mg),Type of Material,Analysis,Enriched
165,9,10R,BO_159,G1,3,BO_159-G1-009-10R-3,165,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
166,9,11L,BO_146,G2,1,BO_146-G2-009-11L-1,166,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
167,9,11R,BO_056,G1,4,BO_056-G1-009-11R-4,167,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
168,9,12L,BO_105,G1,5,BO_105-G1-009-12L-5,168,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
169,9,12R,BO_127,G1,5,BO_127-G1-009-12R-5,169,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
170,9,13R,BO_123,G2,1,BO_123-G2-009-13R-1,170,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
171,9,15R,BO_125,G1,1,BO_125-G1-009-15R-1,171,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
172,9,16L,BO_159,G1,2,BO_159-G1-009-16L-2,172,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
173,9,17L,BO_066,G1,1,BO_066-G1-009-17L-1,173,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
174,9,17R,BO_176,G1,3,BO_176-G1-009-17R-3,174,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
175,9,18L,BO_150,G2,3,BO_150-G2-009-18L-3,175,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
176,9,18R,BO_125,G2,1,BO_125-G2-009-18R-1,176,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
177,9,19L,BO_014,G1,5,BO_014-G1-009-19L-5,177,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
178,9,20R,BO_195,G1,3,BO_195-G1-009-20R-3,178,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
179,9,21R,BO_085,G1,5,BO_085-G1-009-21R-5,179,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
180,9,23L,BO_186,G1,1,BO_186-G1-009-23L-1,180,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
181,9,23R,BO_052,G1,2,BO_052-G1-009-23R-2,181,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
182,9,24L,BO_061,G2,4,BO_061-G2-009-24L-4,182,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
183,9,24R,BO_106,G1,1,BO_106-G1-009-24R-1,183,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
184,9,25R,BO_009,G1,5,BO_009-G1-009-25R-5,184,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
185,9,27L,BO_166,G2,5,BO_166-G2-009-27L-5,185,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
186,9,27R,BO_169,G1,2,BO_169-G1-009-27R-2,186,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
187,9,30R,BO_018,G2,4,BO_018-G2-009-30R-4,187,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
188,10,2L,BO_184,G2,3,BO_184-G2-010-2L-3,188,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
189,10,2R,BO_142,G2,5,BO_142-G2-010-2R-5,189,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
190,10,3R,BO_199,G2,3,BO_199-G2-010-3R-3,190,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
191,10,4R,BO_184,G1,5,BO_184-G1-010-4R-5,191,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
192,10,7L,BO_115,G2,4,BO_115-G2-010-7L-4,192,,Nemo_2023_BO_2,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
193,10,7R,BO_149,G1,2,BO_149-G1-010-7R-2,193,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
194,10,8L,BO_142,G1,1,BO_142-G1-010-8L-1,194,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
195,10,8R,BO_013,G1,4,BO_013-G1-010-8R-4,195,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
196,10,9L,BO_019,G1,5,BO_019-G1-010-9L-5,196,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
197,10,9R,BO_089,G2,5,BO_089-G2-010-9R-5,197,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
198,10,10R,BO_143,G2,1,BO_143-G2-010-10R-1,198,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
199,10,12R,BO_008,G1,5,BO_008-G1-010-12R-5,199,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
200,10,13R,BO_060,G1,1,BO_060-G1-010-13R-1,200,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
201,10,14L,BO_095,G1,4,BO_095-G1-010-14L-4,201,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
202,10,14R,BO_012,G1,3,BO_012-G1-010-14R-3,202,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
203,10,15R,BO_125,G2,5,BO_125-G2-010-15R-5,203,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
204,10,16L,BO_146,G1,5,BO_146-G1-010-16L-5,204,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
205,10,18R,BO_186,G1,4,BO_186-G1-010-18R-4,205,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
206,10,19R,BO_108,G1,3,BO_108-G1-010-19R-3,206,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
207,10,22L,BO_001,G2,3,BO_001-G2-010-22L-3,207,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
208,10,23L,BO_037,G1,5,BO_037-G1-010-23L-5,208,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
209,10,23R,BO_098,G1,2,BO_098-G1-010-23R-2,209,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
210,10,24R,BO_025,G2,4,BO_025-G2-010-24R-4,210,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
211,10,25R,BO_177,G2,2,BO_177-G2-010-25R-2,211,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
212,10,26L,BO_184,G1,5,BO_184-G1-010-26L-5,212,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
213,10,26R,BO_171,G1,1,BO_171-G1-010-26R-1,213,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
214,10,28L,BO_176,G1,1,BO_176-G1-010-28L-1,214,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
215,10,29R,BO_180,G1,3,BO_180-G1-010-29R-3,215,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
216,10,30L,BO_088,G2,1,BO_088-G2-010-30L-1,216,,Nemo_2023_BO_3,,8x5mm,31.48,,plant stem tissue,"13C, 15N",No
