Sample ID,?13CVPDB (‰),Total C (µg),C Comment,Tray Name,Well Id,Type of Material,Analysis,Sample Weight (mg) from Sample List,Internal ID,Analysis Number,Mass Spec
HR-023-007-03,-29.62,888.95,,Nemo2022HR3,E10,plant stem tissue,13C,1.97,1998665,685857,H
HR-028-007-06,-30.77,1165.98,,Nemo2022HR3,E11,plant stem tissue,13C,2.74,1998666,685858,H
HR-046-007-04,-30.5,1002.89,,Nemo2022HR3,E12,plant stem tissue,13C,2.62,1998667,685859,H
HR-049-007-01,-31.26,620.86,,Nemo2022HR3,F1,plant stem tissue,13C,1.89,1998668,685866,H
HR-057-007-02,-30.27,1235.24,,Nemo2022HR3,F2,plant stem tissue,13C,2.81,1998669,685867,H
HR-058-007-02,-30.04,1463.12,,Nemo2022HR3,F3,plant stem tissue,13C,3.93,1998670,685868,H
HR-059-007-07,-30.07,1018.53,,Nemo2022HR3,F4,plant stem tissue,13C,2.84,1998671,685869,H
HR-061-007-03,-31.02,1119.07,,Nemo2022HR3,F5,plant stem tissue,13C,2.73,1998672,685870,H
HR-065-007-01,-30.93,1317.9,,Nemo2022HR3,F6,plant stem tissue,13C,3.02,1998673,685871,H
HR-067-007-05,-31.07,1190.56,,Nemo2022HR3,F7,plant stem tissue,13C,2.85,1998674,685872,H
HR-070-007-02,-29.05,1387.16,,Nemo2022HR3,F8,plant stem tissue,13C,3.55,1998675,685873,H
HR-078-007-03,-29.6,911.29,,Nemo2022HR3,F9,plant stem tissue,13C,2.02,1998676,685874,H
HR-104-007-05,-31.13,1335.77,,Nemo2022HR3,F10,plant stem tissue,13C,4.01,1998677,685875,H
HR-112-007-03,-31.09,1387.16,,Nemo2022HR3,F11,plant stem tissue,13C,3.11,1998678,685876,H
HR-114-007-03,-30.57,667.78,,Nemo2022HR3,F12,plant stem tissue,13C,1.96,1998679,685877,H
HR-124-007-08,-30.88,938.1,,Nemo2022HR3,G1,plant stem tissue,13C,1.94,1998680,685882,H
HR-127-007-02,-30.17,1101.19,,Nemo2022HR3,G2,plant stem tissue,13C,2.86,1998681,685883,H
HR-131-007-01,-31.11,1031.94,,Nemo2022HR3,G3,plant stem tissue,13C,2.61,1998682,685884,H
HR-136-007-02,-30.23,1020.77,,Nemo2022HR3,G4,plant stem tissue,13C,2.91,1998683,685885,H
HR-137-007-05,-29.73,964.91,,Nemo2022HR3,G5,plant stem tissue,13C,2.71,1998684,685886,H
HR-142-007-05,-31.59,1074.38,,Nemo2022HR3,G6,plant stem tissue,13C,2.91,1998685,685887,H
HR-148-007-07,-30.54,728.1,,Nemo2022HR3,G7,plant stem tissue,13C,1.86,1998686,685888,H
HR-152-007-02,-29.72,1351.41,,Nemo2022HR3,G8,plant stem tissue,13C,2.84,1998687,685889,H
HR-155-007-01,-30.77,1393.86,,Nemo2022HR3,G9,plant stem tissue,13C,3.74,1998688,685890,H
HR-156-007-07,-30.51,1020.77,,Nemo2022HR3,G10,plant stem tissue,13C,2.68,1998689,685891,H
HR-161-007-04,-31.13,868.85,,Nemo2022HR3,G11,plant stem tissue,13C,1.06,1998690,685892,H
HR-165-007-03,-30.87,877.78,,Nemo2022HR3,G12,plant stem tissue,13C,1.88,1998691,685893,H
HR-173-007-03,-30.2,1536.84,,Nemo2022HR3,H1,plant stem tissue,13C,4.25,1998692,685897,H
HR-175-007-07,-30.3,1304.5,,Nemo2022HR3,H2,plant stem tissue,13C,1.23,1998693,685898,H
HR-179-007-05,-31.08,1165.98,,Nemo2022HR3,H3,plant stem tissue,13C,2.88,1998694,685899,H
HR-182-007-07,-30.28,1230.77,,Nemo2022HR3,H4,plant stem tissue,13C,3.25,1998695,685900,H
HR-183-007-01,-31.05,1476.52,,Nemo2022HR3,H5,plant stem tissue,13C,3.13,1998696,685901,H
HR-184-007-06,-30.97,967.15,,Nemo2022HR3,H6,plant stem tissue,13C,2.65,1998697,685902,H
HR-192-007-01,-31.26,1682.06,,Nemo2022HR3,H7,plant stem tissue,13C,4.46,1998698,685903,H
HR-201-007-04,-31.21,1116.83,,Nemo2022HR3,H8,plant stem tissue,13C,2.29,1998699,685904,H
HR-006-008-01,-30.71,842.04,,Nemo2022HR3,H9,plant stem tissue,13C,1.73,1998700,685905,H
HR-007-008-03,-31.54,1577.06,,Nemo2022HR3,H10,plant stem tissue,13C,3.78,1998701,685906,H
HR-012-008-01,-30.68,1036.4,,Nemo2022HR3,H11,plant stem tissue,13C,2.32,1998702,685907,H
HR-014-008-01,-31.46,634.26,,Nemo2022HR3,H12,plant stem tissue,13C,1.57,1998703,685908,H
HR-018-008-06,-29.39,1188.32,,Nemo2022HR4,A1,plant stem tissue,13C,2.45,1998704,685915,H
HR-019-008-03,-29.31,1389.39,,Nemo2022HR4,A2,plant stem tissue,13C,3.45,1998705,685916,H
HR-025-008-02,-30.6,585.11,,Nemo2022HR4,A4,plant stem tissue,13C,1.41,1998707,685917,H
HR-026-008-02,-30,951.51,,Nemo2022HR4,A5,plant stem tissue,13C,1.98,1998708,685918,H
HR-033-008-07,-30.96,1916.64,,Nemo2022HR4,A6,plant stem tissue,13C,4.81,1998709,685919,H
HR-034-008-06,-29.85,1380.46,,Nemo2022HR4,A7,plant stem tissue,13C,3.24,1998710,685920,H
HR-040-008-08,-30.93,1371.52,,Nemo2022HR4,A8,plant stem tissue,13C,3.3,1998711,685921,H
HR-041-008-06,-30.56,978.32,,Nemo2022HR4,A9,plant stem tissue,13C,2.97,1998712,685922,H
HR-042-008-08,-29.76,893.42,,Nemo2022HR4,A10,plant stem tissue,13C,1.84,1998713,685923,H
HR-068-008-07,-31.44,542.67,,Nemo2022HR4,A11,plant stem tissue,13C,1.15,1998714,685924,H
HR-051-008-08,-29.81,1161.51,,Nemo2022HR4,A12,plant stem tissue,13C,2.53,1998715,685925,H
HR-064-008-01,-31.98,967.15,,Nemo2022HR4,B1,plant stem tissue,13C,3.01,1998716,685929,H
HR-071-008-05,-30.63,895.66,,Nemo2022HR4,B2,plant stem tissue,13C,2.4,1998717,685930,H
HR-072-008-05,-31.32,993.96,,Nemo2022HR4,B3,plant stem tissue,13C,3.42,1998718,685931,H
HR-083-008-05,-30.67,978.32,,Nemo2022HR4,B5,plant stem tissue,13C,2.79,1998720,685932,H
HR-088-008-05,-30.64,1047.57,,Nemo2022HR4,B6,plant stem tissue,13C,2.11,1998721,685933,H
HR-092-008-02,-30.28,636.5,,Nemo2022HR4,B7,plant stem tissue,13C,1.44,1998722,685934,H
HR-109-008-03,-30.7,719.16,,Nemo2022HR4,B8,plant stem tissue,13C,1.45,1998723,685935,H
HR-110-008-01,-30.6,705.76,,Nemo2022HR4,B9,plant stem tissue,13C,1.77,1998724,685936,H
HR-111-008-01,-30.8,1096.72,,Nemo2022HR4,B10,plant stem tissue,13C,2.38,1998725,685937,H
HR-119-008-05,-31.15,940.34,,Nemo2022HR4,B11,plant stem tissue,13C,2.23,1998726,685938,H
HR-133-008-05,-31.36,944.81,,Nemo2022HR4,B12,plant stem tissue,13C,2.26,1998727,685939,H
HR-139-008-01,-30.35,859.91,,Nemo2022HR4,C1,plant stem tissue,13C,2.44,1998728,685944,H
HR-145-008-04,-31.26,1217.37,,Nemo2022HR4,C2,plant stem tissue,13C,2.89,1998729,685945,H
HR-153-008-03,-30.36,1293.33,,Nemo2022HR4,C3,plant stem tissue,13C,2.74,1998730,685946,H
HR-162-008-07,-30.49,1264.28,,Nemo2022HR4,C4,plant stem tissue,13C,2.97,1998731,685947,H
HR-164-008-03,-31.57,1588.23,,Nemo2022HR4,C5,plant stem tissue,13C,3.32,1998732,685948,H
HR-166-008-03,-30.71,1279.92,,Nemo2022HR4,C6,plant stem tissue,13C,2.78,1998733,685949,H
HR-168-008-02,-29.55,1358.12,,Nemo2022HR4,C7,plant stem tissue,13C,3.21,1998734,685950,H
HR-169-008-06,-31.25,1076.62,,Nemo2022HR4,C8,plant stem tissue,13C,2.2,1998735,685951,H
HR-176-008-08,-30.56,1494.4,,Nemo2022HR4,C9,plant stem tissue,13C,3.34,1998736,685952,H
HR-177-008-02,-30.79,817.46,,Nemo2022HR4,C10,plant stem tissue,13C,2.33,1998737,685953,H
HR-178-008-06,-30.76,958.21,,Nemo2022HR4,C11,plant stem tissue,13C,2.41,1998738,685954,H
HR-181-008-06,-31.2,875.55,,Nemo2022HR4,C12,plant stem tissue,13C,1.61,1998739,685955,H
HR-004-009-04,-30.7,1085.55,,Nemo2022HR4,D1,plant stem tissue,13C,2.82,1998740,685962,H
HR-009-009-07,-29.93,1094.49,,Nemo2022HR4,D2,plant stem tissue,13C,2.32,1998741,685963,H
HR-011-009-08,-30.4,1259.81,,Nemo2022HR4,D3,plant stem tissue,13C,2.99,1998742,685964,H
HR-016-009-02,-30.03,1186.09,,Nemo2022HR4,D4,plant stem tissue,13C,2.36,1998743,685965,H
HR-021-009-08,-29.36,1438.54,,Nemo2022HR4,D5,plant stem tissue,13C,3.68,1998744,685966,H
HR-035-009-03,-30.09,1387.16,,Nemo2022HR4,D6,plant stem tissue,13C,3.04,1998745,685967,H
HR-036-009-08,-30.25,1043.11,,Nemo2022HR4,D7,plant stem tissue,13C,2.5,1998746,685968,H
HR-037-009-06,-30.5,1369.29,,Nemo2022HR4,D8,plant stem tissue,13C,3.64,1998747,685969,H
HR-038-009-07,-30.96,1639.61,,Nemo2022HR4,D9,plant stem tissue,13C,4.1,1998748,685970,H
HR-039-009-02,-30.77,1170.45,,Nemo2022HR4,D10,plant stem tissue,13C,2.81,1998749,685971,H
HR-043-009-04,-30.45,1579.29,,Nemo2022HR4,D11,plant stem tissue,13C,4.26,1998750,685972,H
HR-044-009-01,-30.81,1639.61,,Nemo2022HR4,D12,plant stem tissue,13C,4.44,1998751,685973,H
HR-047-009-07,-30.01,857.68,,Nemo2022HR4,E1,plant stem tissue,13C,2.12,1998752,685978,H
HR-050-009-07,-30.07,1005.13,,Nemo2022HR4,E2,plant stem tissue,13C,2.17,1998753,685979,H
HR-053-009-04,-31.44,1405.03,,Nemo2022HR4,E3,plant stem tissue,13C,3.56,1998754,685980,H
HR-066-009-05,-30.07,1228.54,,Nemo2022HR4,E4,plant stem tissue,13C,2.73,1998755,685981,H
HR-073-009-04,-30.95,913.53,,Nemo2022HR4,E5,plant stem tissue,13C,1.9,1998756,685982,H
HR-080-009-04,-30.16,1512.27,,Nemo2022HR4,E6,plant stem tissue,13C,4.27,1998757,685983,H
HR-085-009-08,-30.28,1514.5,,Nemo2022HR4,E7,plant stem tissue,13C,3.66,1998758,685984,H
HR-086-009-03,-30.33,1174.92,,Nemo2022HR4,E8,plant stem tissue,13C,2.72,1998759,685985,H
HR-087-009-04,-30.42,1083.32,,Nemo2022HR4,E9,plant stem tissue,13C,2.28,1998760,685986,H
HR-095-009-03,-29.12,1382.69,,Nemo2022HR4,E10,plant stem tissue,13C,3.47,1998761,685987,H
HR-101-009-08,-30.21,895.66,,Nemo2022HR4,E11,plant stem tissue,13C,1.57,1998762,685988,H
HR-103-009-01,-29.86,699.05,,Nemo2022HR4,E12,plant stem tissue,13C,1.25,1998763,685989,H
HR-105-009-05,-31.17,1023.59,,Nemo2022HR4,F1,plant stem tissue,13C,2.09,1998764,685153,H
HR-107-009-01,-29.87,664.26,,Nemo2022HR4,F2,plant stem tissue,13C,1.17,1998765,685154,H
HR-108-009-01,-30.4,1085.75,,Nemo2022HR4,F3,plant stem tissue,13C,2.31,1998766,685155,H
HR-113-009-04,-31.15,833.25,,Nemo2022HR4,F4,plant stem tissue,13C,2.18,1998767,685156,H
HR-118-009-01,-29.29,728.36,,Nemo2022HR4,F5,plant stem tissue,13C,1.73,1998768,685157,H
HR-129-009-01,-30.67,1602.41,,Nemo2022HR4,F6,plant stem tissue,13C,3.73,1998769,685158,H
HR-135-009-02,-30.6,1198.4,,Nemo2022HR4,F7,plant stem tissue,13C,3.48,1998770,685159,H
HR-146-009-05,-31.65,1126.54,,Nemo2022HR4,F8,plant stem tissue,13C,2.68,1998771,685160,H
HR-149-009-07,-31.2,1355.73,,Nemo2022HR4,F9,plant stem tissue,13C,3.73,1998772,685161,H
HR-159-009-05,-30.07,724.48,,Nemo2022HR4,F10,plant stem tissue,13C,1.82,1998773,685162,H
HR-170-009-07,-31.18,1068.27,,Nemo2022HR4,F11,plant stem tissue,13C,2.61,1998774,685163,H
HR-174-009-06,-29.74,1268.33,,Nemo2022HR4,F12,plant stem tissue,13C,2.94,1998775,685164,H
HR-190-009-07,-30.63,924.54,,Nemo2022HR4,G1,plant stem tissue,13C,2.05,1998776,685171,H
HR-195-009-07,-31.75,969.21,,Nemo2022HR4,G2,plant stem tissue,13C,2.64,1998777,685172,H
HR-196-009-06,-31.42,1225.6,,Nemo2022HR4,G3,plant stem tissue,13C,3.36,1998778,685173,H
HR-197-009-04,-31.24,1460.62,,Nemo2022HR4,G4,plant stem tissue,13C,3.38,1998779,685174,H
BB-085-002-03,-28.64,856.55,,Nemo2022BB1,A1,plant stem tissue,13C,2.26,1998788,685179,H
BB-010-003-05,-30.19,1689.81,,Nemo2022BB1,A3,plant stem tissue,13C,3.7,1998790,685180,H
BB-143-004-07,-29.35,1285.81,,Nemo2022BB1,A4,plant stem tissue,13C,2.98,1998791,685181,H
BB-161-004-04,-29.89,670.09,,Nemo2022BB1,A5,plant stem tissue,13C,3.19,1998792,685182,H
BB-069-005-04,-29.78,998.34,,Nemo2022BB1,A7,plant stem tissue,13C,2.51,1998794,685183,H
BB-114-005-05,-31.48,837.13,,Nemo2022BB1,A8,plant stem tissue,13C,2.6,1998795,685184,H
BB-104-006-08,-28.19,969.21,,Nemo2022BB1,A9,plant stem tissue,13C,1.86,1998796,685185,H
BB-195-006-04,-29.23,1212,,Nemo2022BB1,A10,plant stem tissue,13C,2.68,1998797,685186,H
BB-027-007-02,-27.76,953.67,,Nemo2022BB1,A11,plant stem tissue,13C,2.29,1998798,685187,H
BB-186-007-07,-28.67,1559.68,,Nemo2022BB1,A12,plant stem tissue,13C,3.19,1998799,685188,H
BB-137-008-03,-29.6,1033.31,,Nemo2022BB1,B1,plant stem tissue,13C,2.35,1998800,685192,H
BB-207-008-06,-29.96,701.17,,Nemo2022BB1,B2,plant stem tissue,13C,0.2,1998801,685193,H
BB-009-009-02,-32.71,1221.71,,Nemo2022BB1,B3,plant stem tissue,13C,2.21,1998802,685194,H
BB-017-009-04,-28.28,1087.69,,Nemo2022BB1,B4,plant stem tissue,13C,1.39,1998803,685195,H
BB-058-010-02,-30.56,1091.58,,Nemo2022BB1,B6,plant stem tissue,13C,2.99,1998805,685196,H
BB-187-010-03,-28.96,893.46,,Nemo2022BB1,B7,plant stem tissue,13C,2.14,1998806,685197,H
BB-060-011-03,-30.12,835.19,,Nemo2022BB1,B8,plant stem tissue,13C,1.84,1998807,685198,H
BB-093-011-07,-27.98,551.61,,Nemo2022BB1,B9,plant stem tissue,13C,1.43,1998808,685199,H
BB-018-012-06,-30.3,1194.52,,Nemo2022BB1,B10,plant stem tissue,13C,3.28,1998809,685200,H
BB-029-013-05,-28.34,784.69,,Nemo2022BB1,B11,plant stem tissue,13C,1.03,1998810,685201,H
BB-131-013-06,-30.33,710.88,,Nemo2022BB1,B12,plant stem tissue,13C,1.51,1998811,685202,H
BB-083-014-07,-29.59,969.21,,Nemo2022BB1,C1,plant stem tissue,13C,2.05,1998812,685209,H
BB-116-014-06,-31.68,961.44,,Nemo2022BB1,C2,plant stem tissue,13C,2.51,1998813,685210,H
BB-172-014-04,-32.24,1450.91,,Nemo2022BB1,C3,plant stem tissue,13C,3.37,1998814,685211,H
BB-061-015-08,-28.4,1507.23,,Nemo2022BB1,C5,plant stem tissue,13C,4.15,1998816,685212,H
BB-166-016-05,-31.88,916.77,,Nemo2022BB1,C6,plant stem tissue,13C,2.1,1998817,685213,H
BB-210-016-06,-29.73,899.29,,Nemo2022BB1,C7,plant stem tissue,13C,2.1,1998818,685214,H
BB-034-017-05,-31.48,1138.19,,Nemo2022BB1,C8,plant stem tissue,13C,2.47,1998819,685215,H
BB-098-017-02,-31.04,1744.2,,Nemo2022BB1,C9,plant stem tissue,13C,3.93,1998820,685216,H
BB-052-018-05,-31.23,823.53,,Nemo2022BB1,C10,plant stem tissue,13C,1.22,1998821,685217,H
BB-117-019-05,-28.73,967.27,,Nemo2022BB1,C11,plant stem tissue,13C,4.19,1998822,685218,H
BB-134-019-06,-29.79,866.27,,Nemo2022BB1,C12,plant stem tissue,13C,1.75,1998823,685219,H
BB-209-019-06,-31.18,879.86,,Nemo2022BB1,D1,plant stem tissue,13C,2,1998824,685223,H
BB-048-020-08,-32.4,1163.44,,Nemo2022BB1,D2,plant stem tissue,13C,3.15,1998825,685224,H
BB-150-020-03,-29.06,1513.06,,Nemo2022BB1,D3,plant stem tissue,13C,3.58,1998826,685225,H
BB-164-020-04,-30.55,856.55,,Nemo2022BB1,D4,plant stem tissue,13C,2.64,1998827,685226,H
BB-004-021-04,-30.55,1278.04,,Nemo2022BB1,D5,plant stem tissue,13C,4.04,1998828,685227,H
BB-160-021-03,-29.26,1289.69,,Nemo2022BB1,D7,plant stem tissue,13C,2.82,1998830,685228,H
BB-084-022-04,-30.75,1843.26,,Nemo2022BB1,D8,plant stem tissue,13C,4.33,1998831,685229,H
BB-215-022-05,-30.8,1421.77,,Nemo2022BB1,D9,plant stem tissue,13C,3.53,1998832,685230,H
BB-103-023-05,-31.66,1155.67,,Nemo2022BB1,D11,plant stem tissue,13C,3.66,1998834,685232,H
BB-199-024-01,-29.56,1654.85,,Nemo2022BB1,D12,plant stem tissue,13C,3.25,1998835,685233,H
BB-200-024-05,-30.75,1408.18,,Nemo2022BB1,E1,plant stem tissue,13C,3.18,1998836,685238,H
BB-211-024-03,-28.41,1157.61,,Nemo2022BB1,E2,plant stem tissue,13C,2.05,1998837,685239,H
BB-113-025-02,-30.67,829.36,,Nemo2022BB1,E3,plant stem tissue,13C,1.89,1998838,685240,H
BB-171-025-02,-30.33,613.76,,Nemo2022BB1,E4,plant stem tissue,13C,0.94,1998839,685241,H
BB-025-026-04,-30.43,765.26,,Nemo2022BB1,E5,plant stem tissue,13C,1.81,1998840,685242,H
BB-059-026-03,-29.9,683.69,,Nemo2022BB1,E6,plant stem tissue,13C,1.2,1998841,685243,H
BB-185-026-04,-29.58,1429.54,,Nemo2022BB1,E7,plant stem tissue,13C,3.23,1998842,685244,H
BB-070-027-06,-31.89,809.94,,Nemo2022BB1,E8,plant stem tissue,13C,2.39,1998843,685245,H
BB-092-027-08,-29.86,1202.29,,Nemo2022BB1,E9,plant stem tissue,13C,3.21,1998844,685246,H
BB-076-028-01,-30.69,994.46,,Nemo2022BB1,E10,plant stem tissue,13C,2.8,1998845,685247,H
BB-123-028-04,-30.7,1582.98,,Nemo2022BB1,E11,plant stem tissue,13C,3.41,1998846,685248,H
BB-135-029-08,-28.86,1722.83,,Nemo2022BB1,E12,plant stem tissue,13C,1.98,1998847,685249,H
BB-154-031-04,-29.94,866.27,,Nemo2022BB1,F1,plant stem tissue,13C,1.63,1998848,685256,H
BB-008-032-08,-32.07,940.07,,Nemo2022BB1,F2,plant stem tissue,13C,2.3,1998849,685257,H
BB-147-033-01,-30.21,1258.62,,Nemo2022BB1,F3,plant stem tissue,13C,3.24,1998850,685258,H
BB-159-033-05,-29.29,953.67,,Nemo2022BB1,F4,plant stem tissue,13C,1.81,1998851,685259,H
BB-205-033-01,-30.77,885.69,,Nemo2022BB1,F5,plant stem tissue,13C,1.5,1998852,685260,H
BB-002-035-06,-31.08,802.17,,Nemo2022BB1,F6,plant stem tissue,13C,1.18,1998853,685261,H
BB-072-036-04,-30.77,1046.9,,Nemo2022BB1,F7,plant stem tissue,13C,1.91,1998854,685262,H
BB-204-036-08,-30.75,1000.29,,Nemo2022BB1,F8,plant stem tissue,13C,2.07,1998855,685263,H
BB-050-037-02,-32.75,1064.38,,Nemo2022BB1,F9,plant stem tissue,13C,1.96,1998856,685264,H
BB-121-037-07,-30.23,1518.89,,Nemo2022BB1,F10,plant stem tissue,13C,3.07,1998857,685265,H
BB-132-037-06,-28.99,1031.36,,Nemo2022BB1,F11,plant stem tissue,13C,5.09,1998858,685266,H
BB-089-038-04,-29.48,986.69,,Nemo2022BB1,F12,plant stem tissue,13C,2.79,1998859,685267,H
BB-105-039-03,-30.18,762.07,,Nemo2022BB1,G2,plant stem tissue,13C,1.38,1998861,686308,H
BB-145-039-04,-30.77,917.78,,Nemo2022BB1,G3,plant stem tissue,13C,2.5,1998862,686309,H
BB-037-041-02,-29.56,1795.08,,Nemo2022BB1,G4,plant stem tissue,13C,4.25,1998863,686310,H
BB-190-041-02,-30.4,1783.68,,Nemo2022BB1,G5,plant stem tissue,13C,4.13,1998864,686311,H
BB-111-042-06,-29.97,1618.48,,Nemo2022BB1,G6,plant stem tissue,13C,4.16,1998865,686312,H
BB-138-042-01,-30.24,1107.67,,Nemo2022BB1,G7,plant stem tissue,13C,2.62,1998866,686313,H
BB-054-043-06,-28.18,957.66,,Nemo2022BB1,G8,plant stem tissue,13C,2.28,1998867,686314,H
BB-040-044-04,-30.04,1590,,Nemo2022BB1,G9,plant stem tissue,13C,3.19,1998868,686315,H
BB-152-044-02,-29.59,1460.87,,Nemo2022BB1,G10,plant stem tissue,13C,3.25,1998869,686316,H
BB-074-045-04,-31.76,1206.42,,Nemo2022BB1,G12,plant stem tissue,13C,2.73,1998871,686317,H
BB-024-046-04,-30.22,993.74,,Nemo2022BB1,H1,plant stem tissue,13C,2.6,1998872,686324,H
BB-153-046-01,-27.01,955.76,,Nemo2022BB1,H2,plant stem tissue,13C,2.01,1998873,686325,H
BB-049-047-05,-28.65,824.74,,Nemo2022BB1,H3,plant stem tissue,13C,1.67,1998874,686326,H
BB-157-048-07,-28.79,591.17,,Nemo2022BB1,H4,plant stem tissue,13C,1.38,1998875,686327,H
BB-088-049-07,-30.11,1174.14,,Nemo2022BB1,H5,plant stem tissue,13C,2.83,1998876,686328,H
BB-078-053-07,-29.86,775.37,,Nemo2022BB1,H6,plant stem tissue,13C,1.89,1998877,686329,H
BB-120-054-08,-27.53,1139.96,,Nemo2022BB1,H8,plant stem tissue,13C,2.95,1998879,686330,H
BB-016-056-04,-29.9,684.22,,Nemo2022BB1,H10,plant stem tissue,13C,3.17,1998881,686331,H
BB-092-057-07,-27.2,1172.24,,Nemo2022BB1,H11,plant stem tissue,13C,3.18,1998882,686332,H
BB-111-057-01,-30.82,967.16,,Nemo2022BB1,H12,plant stem tissue,13C,1.97,1998883,686333,H
BB-120-057-03,-29.04,1481.2,,Nemo2022BB2,A1,plant stem tissue,13C,3.45,1998884,685320,H
BB-153-058-03,-28.76,715.67,,Nemo2022BB2,A3,plant stem tissue,13C,2.13,1998886,685321,H
BB-133-059-08,-29.76,611.55,,Nemo2022BB2,A4,plant stem tissue,13C,1.58,1998887,685322,H
BB-143-059-05,-27.22,962.49,,Nemo2022BB2,A5,plant stem tissue,13C,2.03,1998888,685323,H
BB-061-062-01,-28.02,952.85,,Nemo2022BB2,A7,plant stem tissue,13C,1.85,1998890,685324,H
BB-214-062-08,-31.53,933.57,,Nemo2022BB2,A8,plant stem tissue,13C,2.18,1998891,685325,H
BB-171-063-01,-29.36,1290.3,,Nemo2022BB2,A9,plant stem tissue,13C,3.04,1998892,685326,H
BB-051-064-03,-29.02,1182.32,,Nemo2022BB2,A10,plant stem tissue,13C,3.13,1998893,685327,H
BB-052-065-04,-30.18,767.74,,Nemo2022BB2,A11,plant stem tissue,13C,1.18,1998894,685328,H
BB-150-065-08,-30.41,1681.74,,Nemo2022BB2,A12,plant stem tissue,13C,4.74,1998895,685329,H
BB-164-067-02,-27.39,964.42,,Nemo2022BB2,B1,plant stem tissue,13C,2.39,1998896,685336,H
BB-199-069-08,-27.09,1492.77,,Nemo2022BB2,B2,plant stem tissue,13C,3.1,1998897,685337,H
BB-210-071-01,-30.01,893.08,,Nemo2022BB2,B3,plant stem tissue,13C,2.28,1998898,685338,H
BB-195-072-07,-29.56,1319.22,,Nemo2022BB2,B5,plant stem tissue,13C,4.03,1998900,685339,H
BB-045-073-02,-28.22,1010.7,,Nemo2022BB2,B6,plant stem tissue,13C,1.98,1998901,685340,H
BB-031-075-03,-30.18,997.2,,Nemo2022BB2,B8,plant stem tissue,13C,2.91,1998903,685341,H
BB-053-076-07,-30.63,1683.67,,Nemo2022BB2,B10,plant stem tissue,13C,3.79,1998905,685342,H
BB-151-077-06,-29.04,968.28,,Nemo2022BB2,B12,plant stem tissue,13C,1.04,1998907,685343,H
BB-209-078-06,-29.24,1072.4,,Nemo2022BB2,C1,plant stem tissue,13C,2.59,1998908,685348,H
BB-076-079-08,-29.3,1600.75,,Nemo2022BB2,C2,plant stem tissue,13C,3.67,1998909,685349,H
BB-019-080-08,-30.51,1296.09,,Nemo2022BB2,C3,plant stem tissue,13C,3.4,1998910,685350,H
BB-207-080-03,-28.21,1029.98,,Nemo2022BB2,C4,plant stem tissue,13C,2.37,1998911,685351,H
BB-039-083-05,-28.48,1695.24,,Nemo2022BB2,C6,plant stem tissue,13C,3.98,1998913,685352,H
BB-093-083-06,-29.95,910.43,,Nemo2022BB2,C7,plant stem tissue,13C,1.57,1998914,685353,H
BB-102-083-06,-29.17,1082.05,,Nemo2022BB2,C8,plant stem tissue,13C,2.26,1998915,685354,H
BB-109-083-03,-29.27,864.15,,Nemo2022BB2,C9,plant stem tissue,13C,1.5,1998916,685355,H
BB-002-085-03,-30.89,1494.7,,Nemo2022BB2,C10,plant stem tissue,13C,4.17,1998917,685356,H
BB-029-085-04,-29.77,1411.78,,Nemo2022BB2,C11,plant stem tissue,13C,3.61,1998918,685357,H
BB-079-085-03,-29.33,1456.13,,Nemo2022BB2,C12,plant stem tissue,13C,3.76,1998919,685358,H
BB-193-085-06,-29.39,769.67,,Nemo2022BB2,D1,plant stem tissue,13C,2.02,1998920,685362,H
BB-077-086-07,-28.96,1431.06,,Nemo2022BB2,D2,plant stem tissue,13C,3.01,1998921,685363,H
BB-103-086-01,-29.37,777.38,,Nemo2022BB2,D3,plant stem tissue,13C,1.68,1998922,685364,H
BB-179-086-02,-29.65,1033.84,,Nemo2022BB2,D4,plant stem tissue,13C,2.33,1998923,685365,H
BB-189-086-07,-29.11,991.42,,Nemo2022BB2,D5,plant stem tissue,13C,1.85,1998924,685366,H
BB-087-087-05,-27.25,1201.6,,Nemo2022BB2,D6,plant stem tissue,13C,3.34,1998925,685367,H
BB-126-087-08,-30.26,702.18,,Nemo2022BB2,D7,plant stem tissue,13C,1.81,1998926,685368,H
BB-137-087-02,-29.17,989.49,,Nemo2022BB2,D8,plant stem tissue,13C,2.18,1998927,685369,H
BB-149-088-08,-29.49,977.92,,Nemo2022BB2,D10,plant stem tissue,13C,2.37,1998929,685370,H
BB-160-092-08,-27.44,846.8,,Nemo2022BB2,D12,plant stem tissue,13C,2.31,1998931,685371,H
BB-138-093-02,-28.68,1076.26,,Nemo2022BB2,E1,plant stem tissue,13C,2.13,1998932,685378,H
BB-060-097-05,-28.35,680.96,,Nemo2022BB2,E4,plant stem tissue,13C,1.65,1998935,685379,H
BB-071-097-01,-29.89,671.32,,Nemo2022BB2,E5,plant stem tissue,13C,1.97,1998936,685380,H
BB-035-099-05,-29.29,841.01,,Nemo2022BB2,E7,plant stem tissue,13C,1.79,1998938,685381,H
BB-059-099-02,-28.03,750.38,,Nemo2022BB2,E8,plant stem tissue,13C,1.73,1998939,685382,H
BB-192-099-04,-30.77,1203.53,,Nemo2022BB2,E9,plant stem tissue,13C,2.53,1998940,685383,H
BB-205A-099-06,-30.82,977.92,,Nemo2022BB2,E10,plant stem tissue,13C,2.44,1998941,685384,H
BB-183-102-04,-29.76,569.12,,Nemo2022BB2,E12,plant stem tissue,13C,1.51,1998943,685385,H
