Sample ID,?13CVPDB (‰),Total C (µg),C Comment,Tray Name,Well Id,Type of Material,Analysis,Sample Weight (mg) from Sample List,Internal ID,Analysis Number,Mass Spec
BB-030-103-06,-29.48,952.85,,Nemo2022BB2,F1,plant stem tissue,13C,2.14,1998944,685389,H
BB-054-103-07,-29.42,1272.95,,Nemo2022BB2,F2,plant stem tissue,13C,3.21,1998945,685390,H
BB-048-104-04,-32.55,1465.77,,Nemo2022BB2,F4,plant stem tissue,13C,2.92,1998947,685391,H
BB-170-104-01,-30.44,752.31,,Nemo2022BB2,F5,plant stem tissue,13C,2.18,1998948,685392,H
BB-071-106-02,-29.99,972.13,,Nemo2022BB2,F6,plant stem tissue,13C,1.76,1998949,685393,H
BB-204-108-07,-27.18,613.48,,Nemo2022BB2,F8,plant stem tissue,13C,1.33,1998951,685394,H
BB-024-109-08,-30.37,1004.92,,Nemo2022BB2,F9,plant stem tissue,13C,2.43,1998952,685395,H
BB-027-111-02,-30.6,937.43,,Nemo2022BB2,F11,plant stem tissue,13C,2.81,1998954,685396,H
BB-127-111-07,-29.62,1402.14,,Nemo2022BB2,F12,plant stem tissue,13C,3.66,1998955,685397,H
BB-151-112-01,-30.71,1234.38,,Nemo2022BB2,G1,plant stem tissue,13C,3.4,1998956,685402,H
BB-218-112-08,-29.65,898.86,,Nemo2022BB2,G2,plant stem tissue,13C,2.76,1998957,685403,H
BB-035-114-04,-29.55,1089.76,,Nemo2022BB2,G4,plant stem tissue,13C,2.48,1998959,685404,H
BB-077-115-07,-29.6,825.59,,Nemo2022BB2,G5,plant stem tissue,13C,2.24,1998960,685405,H
BB-214-115-07,-30.36,1103.26,,Nemo2022BB2,G6,plant stem tissue,13C,3.36,1998961,685406,H
BB-078-116-07,-30.52,1621.96,,Nemo2022BB2,G7,plant stem tissue,13C,4.13,1998962,685407,H
BB-092-117-01,-28.05,1035.77,,Nemo2022BB2,G9,plant stem tissue,13C,2.53,1998964,685408,H
BB-098-117-01,-29.36,983.7,,Nemo2022BB2,G10,plant stem tissue,13C,1.91,1998965,685409,H
BB-190-117-06,-30.83,773.52,,Nemo2022BB2,G11,plant stem tissue,13C,1.18,1998966,685410,H
BB-002-118-04,-30.67,374.37,,Nemo2022BB2,G12,plant stem tissue,13C,1.24,1998967,685411,H
BB-207-118-05,-28.6,499.71,,Nemo2022BB2,H2,plant stem tissue,13C,1.04,1998969,685418,H
BB-086-119-05,-28.94,636.61,,Nemo2022BB2,H3,plant stem tissue,13C,1.22,1998970,685419,H
BB-143-119-01,-28.37,1039.62,,Nemo2022BB2,H4,plant stem tissue,13C,2.73,1998971,685420,H
BB-088-121-01,-28.3,852.58,,Nemo2022BB2,H6,plant stem tissue,13C,2.38,1998973,685421,H
BB-109-121-07,-29.74,607.69,,Nemo2022BB2,H7,plant stem tissue,13C,1.51,1998974,685422,H
BB-123-121-02,-27.83,981.78,,Nemo2022BB2,H8,plant stem tissue,13C,2.65,1998975,685423,H
BB-134-121-08,-29.06,1078.19,,Nemo2022BB2,H9,plant stem tissue,13C,2.27,1998976,685424,H
BB-021-122-05,-29.28,848.72,,Nemo2022BB2,H10,plant stem tissue,13C,2.35,1998977,685425,H
BB-152-122-02,-29.44,1240.17,,Nemo2022BB2,H12,plant stem tissue,13C,3.21,1998979,685426,H
BB-010-123-03,-29.14,1209.31,,Nemo2022BB3,A1,plant stem tissue,13C,3.59,1998980,685431,H
BB-018-123-05,-28.95,1556.4,,Nemo2022BB3,A2,plant stem tissue,13C,2.98,1998981,685432,H
BB-042-124-04,-27.92,1253.66,,Nemo2022BB3,A3,plant stem tissue,13C,3.44,1998982,685433,H
BB-193-124-08,-29.37,1201.6,,Nemo2022BB3,A4,plant stem tissue,13C,2.76,1998983,685434,H
BB-049-125-02,-28.25,1583.4,,Nemo2022BB3,A7,plant stem tissue,13C,3.98,1998986,685435,H
BB-080-127-08,-30.47,1481.2,,Nemo2022BB3,A8,plant stem tissue,13C,2.7,1998987,685436,H
BB-153-128-01,-29.39,1110.97,,Nemo2022BB3,A9,plant stem tissue,13C,3.29,1998988,685437,H
BB-058-129-01,-29.77,873.79,,Nemo2022BB3,A10,plant stem tissue,13C,1.72,1998989,685438,H
BB-089-129-08,-30.32,887.29,,Nemo2022BB3,A11,plant stem tissue,13C,2.16,1998990,685439,H
BB-199-131-05,-27.23,898.86,,Nemo2022BB3,B2,plant stem tissue,13C,2.34,1998993,685446,H
BB-079-132-06,-27.28,679.04,,Nemo2022BB3,B4,plant stem tissue,13C,1.28,1998995,685447,H
BB-133-133-03,-28.23,773.52,,Nemo2022BB3,B6,plant stem tissue,13C,1.51,1998997,685448,H
BB-085-134-07,-28.28,1207.38,,Nemo2022BB3,B8,plant stem tissue,13C,3.57,1998999,685449,H
BB-132-134-08,-28.51,1132.18,,Nemo2022BB3,B9,plant stem tissue,13C,2.64,1999000,685450,H
BB-146-134-01,-27.87,1159.18,,Nemo2022BB3,B10,plant stem tissue,13C,3.03,1999001,685451,H
BB-210-136-07,-30.56,933.57,,Nemo2022BB3,B12,plant stem tissue,13C,2.05,1999003,685452,H
BB-031-137-01,-28.35,1361.61,,Nemo2022BB3,C1,plant stem tissue,13C,3.77,1999004,685478,H
BB-150-137-07,-31.43,844.4,,Nemo2022BB3,C2,plant stem tissue,13C,1.41,1999005,685479,H
BB-046-139-02,-30.7,925.05,,Nemo2022BB3,C3,plant stem tissue,13C,2.31,1999006,685480,H
BB-037-141-08,-30.26,873.93,,Nemo2022BB3,C4,plant stem tissue,13C,2.18,1999007,685481,H
BB-163-141-05,-28.26,950.58,,Nemo2022BB3,C5,plant stem tissue,13C,1.85,1999008,685482,H
BB-164-141-01,-30.57,1338.4,,Nemo2022BB3,C6,plant stem tissue,13C,2.27,1999009,685483,H
BB-192-141-01,-31.08,856.22,,Nemo2022BB3,C7,plant stem tissue,13C,1.35,1999010,685484,H
BB-054-142-04,-28.44,1701.69,,Nemo2022BB3,C8,plant stem tissue,13C,4.84,1999011,685485,H
BB-104-142-01,-30.72,1227.87,,Nemo2022BB3,C9,plant stem tissue,13C,2.92,1999012,685486,H
BB-017-143-05,-27.62,887.71,,Nemo2022BB3,C10,plant stem tissue,13C,2.18,1999013,685487,H
BB-110-143-06,-28.33,1068.08,,Nemo2022BB3,C11,plant stem tissue,13C,2.36,1999014,685488,H
BB-105-144-08,-28.83,646.72,,Nemo2022BB3,C12,plant stem tissue,13C,1.28,1999015,685489,H
BB-102-146-02,-30.71,1377.07,,Nemo2022BB3,D2,plant stem tissue,13C,3.58,1999017,685496,H
BB-029-148-08,-29.36,1289.98,,Nemo2022BB3,D3,plant stem tissue,13C,3.35,1999018,685497,H
BB-056-149-08,-29.81,1878.65,,Nemo2022BB3,D4,plant stem tissue,13C,4.93,1999019,685498,H
BB-138-149-05,-29.83,1260.88,,Nemo2022BB3,D5,plant stem tissue,13C,2.52,1999020,685499,H
BB-008-151-07,-27.83,1173.41,,Nemo2022BB3,D6,plant stem tissue,13C,3.55,1999021,685500,H
BB-051-151-03,-31.44,1103.24,,Nemo2022BB3,D7,plant stem tissue,13C,2.68,1999022,685501,H
BB-043-152-05,-29.86,1276.4,,Nemo2022BB3,D8,plant stem tissue,13C,3.2,1999023,685502,H
BB-145-153-01,-29.97,1202.6,,Nemo2022BB3,D9,plant stem tissue,13C,3.18,1999024,685503,H
BB-179-153-07,-29.38,883.77,,Nemo2022BB3,D10,plant stem tissue,13C,1.7,1999025,685504,H
BB-205A-154-05,-30.9,1359.68,,Nemo2022BB3,D11,plant stem tissue,13C,4.14,1999026,685505,H
BB-059-155-06,-30.8,1003.51,,Nemo2022BB3,D12,plant stem tissue,13C,2.66,1999027,685506,H
BB-147-155-02,-28.94,1151.99,,Nemo2022BB3,E1,plant stem tissue,13C,3.08,1999028,685511,H
BB-157-155-07,-29,1116.89,,Nemo2022BB3,E2,plant stem tissue,13C,3.73,1999029,685512,H
BB-009-156-07,-28.31,801.03,,Nemo2022BB3,E3,plant stem tissue,13C,2.76,1999030,685513,H
BO-024-001-03,-27.82,1444.62,,Nemo2022BO1,A2,plant stem tissue,13C,3.81,1999041,685517,H
BO-048-001-03,-31.52,463.63,,Nemo2022BO1,A3,plant stem tissue,13C,1.48,1999042,685518,H
BO-060-001-04,-30.47,541.39,,Nemo2022BO1,A4,plant stem tissue,13C,1.57,1999043,685519,H
BO-080-001-01,-29.46,1077.85,,Nemo2022BO1,A5,plant stem tissue,13C,3.24,1999044,685520,H
BO-082-001-02,-27.92,1227.87,,Nemo2022BO1,A6,plant stem tissue,13C,3.97,1999045,685521,H
BO-094-001-04,-28.74,1218.15,,Nemo2022BO1,A7,plant stem tissue,13C,3.59,1999046,685522,H
BO-127-001-08,-27.97,1220.1,,Nemo2022BO1,A9,plant stem tissue,13C,3.35,1999048,685523,H
BO-130-001-07,-26.11,1251.18,,Nemo2022BO1,A10,plant stem tissue,13C,3.38,1999049,685524,H
BO-137-001-08,-28.09,1646.27,,Nemo2022BO1,A11,plant stem tissue,13C,4.78,1999050,685525,H
BO-149-001-01,-28.91,1136.4,,Nemo2022BO1,B1,plant stem tissue,13C,2.67,1999052,685532,H
BO-166-001-06,-27.76,1251.18,,Nemo2022BO1,B2,plant stem tissue,13C,3.6,1999053,685533,H
BO-176-001-05,-28.52,1249.23,,Nemo2022BO1,B3,plant stem tissue,13C,3.44,1999054,685534,H
BO-182-001-04,-29.1,656.63,,Nemo2022BO1,B4,plant stem tissue,13C,2.07,1999055,685535,H
BO-185-001-01,-28.44,1417.62,,Nemo2022BO1,B5,plant stem tissue,13C,3.58,1999056,685536,H
BO-017-002-03,-27.29,1251.18,,Nemo2022BO1,B6,plant stem tissue,13C,3.75,1999057,685537,H
BO-050-002-07,-29.33,1081.76,,Nemo2022BO1,B7,plant stem tissue,13C,3.94,1999058,685538,H
BO-051-002-07,-25.32,1087.62,,Nemo2022BO1,B8,plant stem tissue,13C,2.52,1999059,685539,H
BO-071-002-06,-30.05,1093.47,,Nemo2022BO1,B9,plant stem tissue,13C,3.37,1999060,685540,H
BO-086-002-07,-29.22,1515.85,,Nemo2022BO1,B10,plant stem tissue,13C,3.98,1999061,685541,H
BO-089-002-03,-30.97,1210.38,,Nemo2022BO1,B11,plant stem tissue,13C,3.05,1999062,685542,H
BO-125-002-07,-27.57,1640.53,,Nemo2022BO1,C2,plant stem tissue,13C,4.24,1999065,685546,H
BO-132-002-03,-28.21,917.19,,Nemo2022BO1,C3,plant stem tissue,13C,2.54,1999066,685547,H
BO-154-002-08,-28.94,1454.26,,Nemo2022BO1,C4,plant stem tissue,13C,4.11,1999067,685548,H
BO-159-002-06,-28.79,769.44,,Nemo2022BO1,C5,plant stem tissue,13C,2.08,1999068,685549,H
BO-164-002-05,-29.62,1243.41,,Nemo2022BO1,C6,plant stem tissue,13C,3.96,1999069,685550,H
BO-174-002-02,-28.93,581.18,,Nemo2022BO1,C7,plant stem tissue,13C,1.09,1999070,685551,H
BO-199-002-07,-28.86,664.56,,Nemo2022BO1,C9,plant stem tissue,13C,1.66,1999072,685552,H
BO-200-002-06,-28.44,1295.79,,Nemo2022BO1,C10,plant stem tissue,13C,3.58,1999073,685553,H
BO-069-003-01,-30.84,1322.91,,Nemo2022BO1,C11,plant stem tissue,13C,3.37,1999074,685554,H
BO-100-003-08,-28.11,1177.31,,Nemo2022BO1,C12,plant stem tissue,13C,3.02,1999075,685555,H
BO-126-003-03,-30.02,1465.82,,Nemo2022BO1,D1,plant stem tissue,13C,3.65,1999076,685560,H
BO-140-003-01,-28.15,1513.93,,Nemo2022BO1,D2,plant stem tissue,13C,3.92,1999077,685561,H
BO-158-003-01,-29.29,1657.74,,Nemo2022BO1,D3,plant stem tissue,13C,3.93,1999078,685562,H
BO-169-003-06,-29.1,1015.27,,Nemo2022BO1,D4,plant stem tissue,13C,1.9,1999079,685563,H
BO-201-003-07,-28.95,1791.27,,Nemo2022BO1,D5,plant stem tissue,13C,5.2,1999080,685564,H
BO-015-004-02,-26.96,1517.77,,Nemo2022BO1,D6,plant stem tissue,13C,4.6,1999081,685565,H
BO-144-004-03,-27.91,1473.52,,Nemo2022BO1,D7,plant stem tissue,13C,4.45,1999082,685566,H
BO-167-004-07,-29.76,1070.04,,Nemo2022BO1,D8,plant stem tissue,13C,2.86,1999083,685567,H
BO-001-005-04,-28.41,1751.28,,Nemo2022BO1,D9,plant stem tissue,13C,5.12,1999084,685568,H
BO-012-005-02,-26.55,1289.98,,Nemo2022BO1,D10,plant stem tissue,13C,3.88,1999085,685569,H
BO-014-005-07,-29.24,1030.92,,Nemo2022BO1,D11,plant stem tissue,13C,2.39,1999086,685570,H
BO-017-005-06,-29.64,1132.5,,Nemo2022BO1,D12,plant stem tissue,13C,4.26,1999087,685571,H
BO-020-005-01,-28.26,1652,,Nemo2022BO1,E1,plant stem tissue,13C,5.15,1999088,685578,H
BO-051-005-01,-29.01,824.69,,Nemo2022BO1,E2,plant stem tissue,13C,1.92,1999089,685579,H
BO-060-005-08,-28.78,1590.73,,Nemo2022BO1,E3,plant stem tissue,13C,4.2,1999090,685580,H
BO-063-005-08,-29.05,1202.6,,Nemo2022BO1,E4,plant stem tissue,13C,2.68,1999091,685581,H
BO-079-005-04,-27.16,2005.4,,Nemo2022BO1,E5,plant stem tissue,13C,5.25,1999092,685582,H
BO-082-005-06,-28.95,1487,,Nemo2022BO1,E6,plant stem tissue,13C,4.14,1999093,685583,H
BO-086-005-03,-25.92,1361.61,,Nemo2022BO1,E7,plant stem tissue,13C,3.55,1999094,685584,H
BO-089-005-07,-30.36,1122.75,,Nemo2022BO1,E8,plant stem tissue,13C,2.76,1999095,685585,H
BO-095-005-08,-27.57,1592.64,,Nemo2022BO1,E9,plant stem tissue,13C,4.17,1999096,685586,H
BO-114-005-08,-28.58,1146.14,,Nemo2022BO1,E11,plant stem tissue,13C,3.06,1999098,685587,H
BO-115-005-02,-28.39,747.71,,Nemo2022BO1,E12,plant stem tissue,13C,1.93,1999099,685588,H
BO-118-005-08,-28.25,1440.77,,Nemo2022BO1,F1,plant stem tissue,13C,2.95,1999100,685593,H
BO-121-005-07,-26.87,1454.26,,Nemo2022BO1,F2,plant stem tissue,13C,4.04,1999101,685594,H
BO-149-005-03,-28.72,1556.19,,Nemo2022BO1,F3,plant stem tissue,13C,3.89,1999102,685595,H
BO-171-005-01,-28.77,797.08,,Nemo2022BO1,F4,plant stem tissue,13C,2.09,1999103,685596,H
BO-025-006-07,-29.32,1510.08,,Nemo2022BO1,F7,plant stem tissue,13C,3.97,1999106,685597,H
BO-032-006-04,-27.1,974.12,,Nemo2022BO1,F8,plant stem tissue,13C,3.09,1999107,685598,H
BO-052-006-02,-28.38,1409.91,,Nemo2022BO1,F9,plant stem tissue,13C,4.2,1999108,685599,H
BO-056-006-08,-27.71,1233.7,,Nemo2022BO1,F10,plant stem tissue,13C,3.94,1999109,685600,H
BO-061-006-03,-29.79,1251.18,,Nemo2022BO1,F11,plant stem tissue,13C,3.3,1999110,685601,H
BO-070-006-05,-28.28,1019.18,,Nemo2022BO1,F12,plant stem tissue,13C,2.33,1999111,685602,H
BO-090-006-01,-28.18,1598.39,,Nemo2022BO1,G2,plant stem tissue,13C,4.39,1999113,685609,H
BO-118-006-01,-29.7,591.12,,Nemo2022BO1,G3,plant stem tissue,13C,2.07,1999114,685610,H
BO-120-006-07,-26.95,1402.18,,Nemo2022BO1,G4,plant stem tissue,13C,3.27,1999115,685611,H
BO-127-006-02,-29.44,1523.54,,Nemo2022BO1,G5,plant stem tissue,13C,4.41,1999116,685612,H
BO-130-006-08,-26.87,1142.24,,Nemo2022BO1,G6,plant stem tissue,13C,4.05,1999117,685613,H
BO-131-006-05,-28.46,1575.38,,Nemo2022BO1,G7,plant stem tissue,13C,4.74,1999118,685614,H
BO-132-006-06,-27.29,1322.91,,Nemo2022BO1,G8,plant stem tissue,13C,3.5,1999119,685615,H
BO-137-006-02,-29.49,1351.94,,Nemo2022BO1,G9,plant stem tissue,13C,3.57,1999120,685616,H
BO-139-006-08,-27.85,1836.9,,Nemo2022BO1,G10,plant stem tissue,13C,5.59,1999121,685617,H
BO-142-006-04,-27.99,1711.23,,Nemo2022BO1,G11,plant stem tissue,13C,4.76,1999122,685618,H
BO-147-006-08,-28.71,1348.07,,Nemo2022BO1,G12,plant stem tissue,13C,3.85,1999123,685619,H
BO-151-006-08,-28.52,775.37,,Nemo2022BO1,H1,plant stem tissue,13C,2.43,1999124,685624,H
BO-153-006-01,-30.47,1030.92,,Nemo2022BO1,H2,plant stem tissue,13C,2.69,1999125,685625,H
BO-157-006-06,-28.12,1315.17,,Nemo2022BO1,H3,plant stem tissue,13C,3.83,1999126,685626,H
BO-158-006-02,-25.77,1515.85,,Nemo2022BO1,H4,plant stem tissue,13C,3.91,1999127,685627,H
BO-161-006-01,-27.77,956.46,,Nemo2022BO1,H5,plant stem tissue,13C,3.92,1999128,685628,H
BO-174-006-01,-28.66,1330.66,,Nemo2022BO1,H6,plant stem tissue,13C,4.44,1999129,685629,H
BO-182-006-05,-28.44,1130.55,,Nemo2022BO1,H7,plant stem tissue,13C,3.14,1999130,685630,H
BO-191-006-04,-29.44,1216.21,,Nemo2022BO1,H8,plant stem tissue,13C,3.15,1999131,685631,H
BO-159-007-01,-26.39,1200.65,,Nemo2022BO1,H10,plant stem tissue,13C,2.92,1999133,685632,H
BO-013-007-03,-28.92,1808.39,,Nemo2022BO1,H11,plant stem tissue,13C,5.23,1999134,685633,H
BO-055-007-02,-26.77,1451.07,,Nemo2022BO2,A2,plant stem tissue,13C,4.63,1999137,685663,H
BO-067-007-02,-28.28,1414.27,,Nemo2022BO2,A3,plant stem tissue,13C,3.89,1999138,685664,H
BO-069-007-05,-26.95,1112.63,,Nemo2022BO2,A4,plant stem tissue,13C,3.59,1999139,685665,H
BO-072-007-07,-29.18,543.39,,Nemo2022BO2,A5,plant stem tissue,13C,1.5,1999140,685666,H
BO-087-007-03,-28.86,1295.86,,Nemo2022BO2,A6,plant stem tissue,13C,3.08,1999141,685667,H
BO-094-007-01,-28.56,1451.07,,Nemo2022BO2,A7,plant stem tissue,13C,4.11,1999142,685668,H
BO-099-007-07,-29.59,1003.02,,Nemo2022BO2,A8,plant stem tissue,13C,3.07,1999143,685669,H
BO-104-007-02,-27.53,1206.31,,Nemo2022BO2,A9,plant stem tissue,13C,4.06,1999144,685670,H
BO-105-007-06,-28.73,957.91,,Nemo2022BO2,A10,plant stem tissue,13C,2.6,1999145,685671,H
BO-123-007-01,-27.6,1803.54,,Nemo2022BO2,A11,plant stem tissue,13C,4.49,1999146,685672,H
BO-124-007-07,-28,1165.36,,Nemo2022BO2,A12,plant stem tissue,13C,3.07,1999147,685673,H
BO-125-007-07,-28.36,1055.91,,Nemo2022BO2,B1,plant stem tissue,13C,3.22,1999148,685680,H
BO-135-007-03,-29.31,1096.99,,Nemo2022BO2,B2,plant stem tissue,13C,3.06,1999149,685681,H
BO-150-007-03,-28.59,895.04,,Nemo2022BO2,B3,plant stem tissue,13C,2.64,1999150,685682,H
BO-155-007-08,-29.09,839.95,,Nemo2022BO2,B4,plant stem tissue,13C,1.93,1999151,685683,H
BO-166-007-01,-26.62,1642.19,,Nemo2022BO2,B7,plant stem tissue,13C,4.16,1999154,685684,H
BO-189-007-04,-27.75,1055.91,,Nemo2022BO2,B8,plant stem tissue,13C,2.39,1999155,685685,H
BO-004-008-02,-28.68,924.52,,Nemo2022BO2,B9,plant stem tissue,13C,2.67,1999156,685686,H
BO-009-008-07,-27.71,1540,,Nemo2022BO2,B10,plant stem tissue,13C,4.42,1999157,685687,H
BO-019-008-03,-26.62,634.59,,Nemo2022BO2,B12,plant stem tissue,13C,1.31,1999159,685688,H
BO-021-008-06,-29.23,887.18,,Nemo2022BO2,C1,plant stem tissue,13C,3.51,1999160,685693,H
BO-034-008-04,-26.92,1128.26,,Nemo2022BO2,C2,plant stem tissue,13C,2.8,1999161,685694,H
BO-048-008-01,-27.13,1356.09,,Nemo2022BO2,C3,plant stem tissue,13C,3.82,1999162,685695,H
BO-054-008-08,-29.95,729.51,,Nemo2022BO2,C4,plant stem tissue,13C,1.73,1999163,685696,H
BO-091-008-02,-29.08,543.39,,Nemo2022BO2,C6,plant stem tissue,13C,1.49,1999165,685697,H
BO-100-008-02,-27.58,1402.64,,Nemo2022BO2,C7,plant stem tissue,13C,3.7,1999166,685698,H
BO-116-008-05,-28.32,912.73,,Nemo2022BO2,C8,plant stem tissue,13C,2.12,1999167,685699,H
BO-126-008-04,-28.92,792.66,,Nemo2022BO2,C9,plant stem tissue,13C,2.17,1999168,685700,H
BO-134-008-07,-28.38,1016.74,,Nemo2022BO2,C10,plant stem tissue,13C,2.35,1999169,685701,H
BO-144-008-05,-29.05,688.01,,Nemo2022BO2,C11,plant stem tissue,13C,2.09,1999170,685702,H
BO-148-008-08,-27.63,713.71,,Nemo2022BO2,C12,plant stem tissue,13C,1.93,1999171,685703,H
BO-152-008-04,-29.22,676.15,,Nemo2022BO2,D1,plant stem tissue,13C,1.98,1999172,685707,H
BO-176-008-01,-27.87,515.58,,Nemo2022BO2,D3,plant stem tissue,13C,1.3,1999174,685708,H
BO-190-008-03,-27.84,934.35,,Nemo2022BO2,D7,plant stem tissue,13C,2.51,1999178,685709,H
BO-004-009-03,-28.6,822.22,,Nemo2022BO2,D10,plant stem tissue,13C,2.33,1999181,685710,H
BO-021-009-07,-28.6,1348.32,,Nemo2022BO2,D11,plant stem tissue,13C,3.95,1999182,685711,H
BO-053-009-07,-27.97,1175.11,,Nemo2022BO2,E1,plant stem tissue,13C,3.21,1999184,685718,H
BO-070-009-04,-27.6,1087.21,,Nemo2022BO2,E2,plant stem tissue,13C,3.01,1999185,685719,H
BO-072-009-03,-28.49,503.66,,Nemo2022BO2,E3,plant stem tissue,13C,1.58,1999186,685720,H
BO-090-009-02,-29.92,910.77,,Nemo2022BO2,E5,plant stem tissue,13C,2.23,1999188,685721,H
BO-102-009-01,-28.49,1651.82,,Nemo2022BO2,E6,plant stem tissue,13C,4.74,1999189,685722,H
BO-106-009-06,-27.92,1369.67,,Nemo2022BO2,E7,plant stem tissue,13C,3.66,1999190,685723,H
BO-123-009-07,-29.11,1225.8,,Nemo2022BO2,E9,plant stem tissue,13C,3.29,1999192,685724,H
BO-125-009-08,-28.3,1299.75,,Nemo2022BO2,E10,plant stem tissue,13C,3.44,1999193,685725,H
BO-131-009-08,-30.38,959.87,,Nemo2022BO2,E11,plant stem tissue,13C,2.78,1999194,685726,H
BO-146-009-05,-28.88,1559.31,,Nemo2022BO2,F1,plant stem tissue,13C,4.2,1999196,685730,H
BO-154-009-02,-28.17,1328.9,,Nemo2022BO2,F2,plant stem tissue,13C,3.9,1999197,685731,H
BO-155-009-06,-27.28,1540,,Nemo2022BO2,F3,plant stem tissue,13C,4.58,1999198,685732,H
BO-174-009-03,-29.52,1055.91,,Nemo2022BO2,F4,plant stem tissue,13C,2.59,1999199,685733,H
BO-199-009-07,-27.59,1543.87,,Nemo2022BO2,F5,plant stem tissue,13C,3.8,1999200,685734,H
BO-018-010-04,-29.19,1346.38,,Nemo2022BO2,F7,plant stem tissue,13C,3.52,1999202,685735,H
BO-043-010-04,-28.29,1724.88,,Nemo2022BO2,F10,plant stem tissue,13C,4.75,1999205,685736,H
BO-044-010-06,-28.5,1592.1,,Nemo2022BO2,F11,plant stem tissue,13C,4.29,1999206,685737,H
BO-045-010-06,-27.83,1676.83,,Nemo2022BO2,F12,plant stem tissue,13C,4.61,1999207,685738,H
BO-052-010-02,-28.18,1574.74,,Nemo2022BO2,G1,plant stem tissue,13C,3.91,1999208,685743,H
BO-054-010-01,-28.09,1323.07,,Nemo2022BO2,G2,plant stem tissue,13C,3.8,1999209,685744,H
BO-055-010-05,-27.18,1653.74,,Nemo2022BO2,G3,plant stem tissue,13C,4.79,1999210,685745,H
BO-056-010-07,-27.34,1030.45,,Nemo2022BO2,G4,plant stem tissue,13C,2.88,1999211,685746,H
BO-063-010-07,-28.87,1006.94,,Nemo2022BO2,G5,plant stem tissue,13C,2.55,1999212,685747,H
BO-080-010-01,-27.12,780.83,,Nemo2022BO2,G6,plant stem tissue,13C,2.55,1999213,685748,H
BO-091-010-06,-28.23,1083.3,,Nemo2022BO2,G7,plant stem tissue,13C,2.71,1999214,685749,H
BO-098-010-01,-29.62,691.97,,Nemo2022BO2,G8,plant stem tissue,13C,1.23,1999215,685750,H
BO-126-010-02,-28.53,1288.09,,Nemo2022BO2,G9,plant stem tissue,13C,3.23,1999216,685751,H
BO-127-010-02,-27.87,767.02,,Nemo2022BO2,G10,plant stem tissue,13C,2.13,1999217,685752,H
BO-142-010-01,-27.28,1157.55,,Nemo2022BO2,G11,plant stem tissue,13C,3.35,1999218,685753,H
BO-145-010-02,-26.62,1083.3,,Nemo2022BO2,G12,plant stem tissue,13C,3.31,1999219,685754,H
BO-169-010-05,-28.37,784.77,,Nemo2022BO2,H2,plant stem tissue,13C,2.91,1999221,685761,H
BO-171-010-03,-28.18,475.83,,Nemo2022BO2,H3,plant stem tissue,13C,1.55,1999222,685762,H
BO-178-010-03,-27.61,467.88,,Nemo2022BO2,H4,plant stem tissue,13C,1.35,1999223,685763,H
BO-189-010-04,-27.55,1391.01,,Nemo2022BO2,H6,plant stem tissue,13C,3.78,1999225,685764,H
BO-195-010-04,-28.36,449.97,,Nemo2022BO2,H7,plant stem tissue,13C,1.06,1999226,685765,H
BO-198-010-08,-27.76,654.38,,Nemo2022BO2,H8,plant stem tissue,13C,1.29,1999227,685766,H
BO-201-010-02,-27.79,1008.9,,Nemo2022BO2,H9,plant stem tissue,13C,2.69,1999228,685767,H
BO-012-011-05,-29.71,1190.72,,Nemo2022BO2,H10,plant stem tissue,13C,2.52,1999229,685768,H
BO-013-011-06,-29.44,1188.77,,Nemo2022BO2,H11,plant stem tissue,13C,3.5,1999230,685769,H
BO-015-011-06,-29.09,1028.49,,Nemo2022BO2,H12,plant stem tissue,13C,3.36,1999231,685770,H
BO-022-011-05,-27.84,1145.84,,Nemo2022BO3,A1,plant stem tissue,13C,3.38,1999232,685775,H
BO-025-011-06,-29.01,1182.92,,Nemo2022BO3,A2,plant stem tissue,13C,3.01,1999233,685776,H
BO-032-011-01,-26.18,1014.78,,Nemo2022BO3,A3,plant stem tissue,13C,2.71,1999234,685777,H
BO-051-011-02,-28.62,1328.9,,Nemo2022BO3,A4,plant stem tissue,13C,4.02,1999235,685778,H
BO-061-011-01,-28.72,1227.75,,Nemo2022BO3,A5,plant stem tissue,13C,2.92,1999236,685779,H
BO-066-011-04,-26.86,1594.03,,Nemo2022BO3,A6,plant stem tissue,13C,4.87,1999237,685780,H
BO-071-011-04,-29.89,725.56,,Nemo2022BO3,A8,plant stem tissue,13C,1.7,1999239,685781,H
BO-082-011-01,-28.39,788.72,,Nemo2022BO3,A9,plant stem tissue,13C,2.31,1999240,685782,H
BO-099-011-04,-28.57,1159.5,,Nemo2022BO3,A10,plant stem tissue,13C,3.23,1999241,685783,H
BO-104-011-04,-27.71,1233.59,,Nemo2022BO3,A11,plant stem tissue,13C,3.62,1999242,685784,H
BO-115-011-01,-29.44,1079.39,,Nemo2022BO3,A12,plant stem tissue,13C,3.21,1999243,685785,H
BO-117-011-08,-27.96,1161.45,,Nemo2022BO3,B1,plant stem tissue,13C,3.22,1999244,685792,H
BO-118-011-06,-27.36,1093.08,,Nemo2022BO3,B2,plant stem tissue,13C,2.98,1999245,685793,H
BO-130-011-05,-28.48,432.05,,Nemo2022BO3,B3,plant stem tissue,13C,1.49,1999246,685794,H
BO-134-011-01,-28.78,1055.91,,Nemo2022BO3,B4,plant stem tissue,13C,3.22,1999247,685795,H
