Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Fl_4.9,Fl_4.21,Fl_5.3,Fl_5.13,Fl_5.25,Fl_6.8,Fl_6.22,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,mean_seeds_per_fruit,total_est_seed_production,FFD,days_germ2flower,days_sow2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
1,3,92,AC_002,AC_122,n,3,FALSE,FALSE,2,2,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,NA,NA,2022-06-08,NA,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,138,169,2022-06-08,47,1,1,NA,NA
1,3,92,AC_002,AC_122,n,4,FALSE,FALSE,2,2,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,138,169,2022-05-13,21,1,1,NA,NA
1,3,92,AC_002,AC_122,n,5,FALSE,FALSE,2,2,NA,NA,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1,3,92,AC_002,AC_122,n,6,FALSE,FALSE,2,2,NA,2021-12-05,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1,3,92,AC_002,AC_122,n,7,FALSE,FALSE,2,2,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,138,169,2022-05-13,21,1,1,NA,NA
1,3,92,AC_002,AC_122,n,8,FALSE,FALSE,2,2,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,138,169,2022-05-13,21,1,1,NA,NA
1,3,92,AC_002,AC_122,n,9,FALSE,FALSE,2,2,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,125,156,2022-05-13,34,1,1,NA,NA
1,3,92,AC_002,AC_122,n,10,FALSE,FALSE,2,2,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,138,169,2022-05-03,11,1,1,NA,NA
1,3,93,AC_103,AC_154,n,1,FALSE,FALSE,3,3,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,125,156,2022-05-13,34,1,1,NA,NA
1,3,93,AC_103,AC_154,n,2,FALSE,FALSE,3,3,NA,2021-11-03,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1,3,93,AC_103,AC_154,n,3,TRUE,FALSE,3,3,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-22,2,1,0,3,15,4,2,6,2022-04-09,125,156,2022-05-03,24,1,1,1,1
1,3,93,AC_103,AC_154,n,4,FALSE,FALSE,3,3,NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,170,169,2022-05-13,21,1,1,NA,NA
1,3,93,AC_103,AC_154,n,5,FALSE,FALSE,3,3,NA,2021-11-03,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1,3,93,AC_103,AC_154,n,6,FALSE,FALSE,3,3,NA,NA,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,NA,156,2022-05-13,34,0,1,NA,NA
1,3,93,AC_103,AC_154,n,7,FALSE,FALSE,3,3,NA,2021-11-03,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1,3,93,AC_103,AC_154,n,8,FALSE,FALSE,3,3,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,93,AC_103,AC_154,n,9,FALSE,FALSE,3,3,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,125,156,2022-05-13,34,1,1,NA,NA
1,3,93,AC_103,AC_154,n,10,FALSE,FALSE,3,3,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,125,156,2022-05-13,34,1,1,NA,NA
1,3,94,AC_156,AC_090,n,1,FALSE,FALSE,4,4,NA,NA,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,NA,156,2022-05-13,34,0,1,NA,NA
1,3,94,AC_156,AC_090,n,2,FALSE,FALSE,4,4,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,94,AC_156,AC_090,n,3,FALSE,FALSE,4,4,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,94,AC_156,AC_090,n,4,TRUE,FALSE,4,4,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,7,2,0,9,16,14,2,18,2022-04-09,157,156,2022-05-13,34,1,1,1,1
1,3,94,AC_156,AC_090,n,5,FALSE,FALSE,4,4,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,94,AC_156,AC_090,n,6,FALSE,FALSE,4,4,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,94,AC_156,AC_090,n,7,FALSE,FALSE,4,4,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,94,AC_156,AC_090,n,8,FALSE,FALSE,4,4,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,94,AC_156,AC_090,n,9,FALSE,FALSE,4,4,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,94,AC_156,AC_090,n,10,FALSE,FALSE,4,4,NA,NA,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1,3,95,AC_052,AC_133,n,1,FALSE,FALSE,4,4,NA,NA,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1,3,95,AC_052,AC_133,n,2,FALSE,FALSE,4,4,NA,NA,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1,3,95,AC_052,AC_133,n,3,FALSE,FALSE,4,4,NA,NA,2021-11-04,NA,NA,NA,NA,NA,NA,NA,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1,3,95,AC_052,AC_133,n,4,TRUE,FALSE,4,4,NA,NA,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,NA,156,2022-05-13,34,0,1,NA,NA
1,3,95,AC_052,AC_133,n,5,FALSE,FALSE,4,4,NA,2021-12-05,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1,3,95,AC_052,AC_133,n,6,FALSE,FALSE,4,4,NA,2021-12-05,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1,3,95,AC_052,AC_133,n,7,FALSE,FALSE,4,4,NA,2021-12-05,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1,3,95,AC_052,AC_133,n,8,FALSE,FALSE,4,4,NA,2021-12-05,2021-11-04,NA,2022-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,138,169,2022-04-22,0,1,1,NA,NA
1,3,95,AC_052,AC_133,n,9,FALSE,FALSE,4,4,NA,NA,2021-11-04,2022-04-09,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-09,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,NA,156,2022-04-22,13,0,1,NA,NA
1,3,95,AC_052,AC_133,n,10,FALSE,FALSE,4,4,NA,NA,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,NA,169,2022-05-13,21,0,1,NA,NA
1,3,96,AC_054,AC_155,n,1,FALSE,FALSE,4,4,NA,NA,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,NA,156,2022-05-13,34,0,1,NA,NA
1,3,96,AC_054,AC_155,n,2,FALSE,FALSE,4,4,NA,2021-11-03,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1,3,96,AC_054,AC_155,n,3,FALSE,FALSE,4,4,NA,2021-11-03,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1,3,96,AC_054,AC_155,n,4,TRUE,FALSE,4,4,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,11,0,0,11,19,41,3.727272727272727,41,2022-04-09,157,156,2022-05-13,34,1,1,1,1
1,3,96,AC_054,AC_155,n,5,FALSE,FALSE,4,4,NA,2021-11-03,2021-11-04,2022-04-09,NA,2022-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-03,24,1,1,NA,NA
1,3,96,AC_054,AC_155,n,6,FALSE,FALSE,4,4,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,96,AC_054,AC_155,n,7,FALSE,FALSE,4,4,NA,2021-11-03,2021-11-04,NA,2022-04-22,NA,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,170,169,2022-05-13,21,1,1,NA,NA
1,3,96,AC_054,AC_155,n,8,FALSE,FALSE,4,4,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,96,AC_054,AC_155,n,9,FALSE,FALSE,4,4,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,NA,NA,NA,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-06-08,60,1,1,NA,NA
1,3,96,AC_054,AC_155,n,10,FALSE,FALSE,4,4,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-03,24,1,1,NA,NA
1,3,97,AC_094,AC_217,R,1,FALSE,TRUE,6,"6,5,10",NA,NA,2021-11-04,2022-04-09,2022-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,NA,156,2022-04-22,13,0,1,NA,NA
1,3,97,AC_094,AC_217,R,2,FALSE,FALSE,6,"6,5,10",NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,97,AC_094,AC_217,R,3,FALSE,FALSE,6,"6,5,10",NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,170,169,2022-05-13,21,1,1,NA,NA
1,3,97,AC_094,AC_217,R,4,FALSE,FALSE,6,"6,5,10",NA,NA,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1,3,97,AC_094,AC_217,R,5,FALSE,TRUE,6,"6,5,10",NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,4,3,0,7,0,13,3.25,22.75,2022-04-09,125,156,2022-05-13,34,1,1,1,1
1,3,97,AC_094,AC_217,R,6,TRUE,TRUE,6,"6,5,10",NA,2021-12-05,2021-11-04,NA,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-22,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,138,169,2022-04-22,0,1,1,NA,NA
1,3,97,AC_094,AC_217,R,7,FALSE,FALSE,6,"6,5,10",NA,NA,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1,3,97,AC_094,AC_217,R,8,FALSE,FALSE,6,"6,5,10",NA,2021-11-03,2021-11-04,2022-04-09,NA,2022-05-03,2022-05-13,NA,NA,NA,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,97,AC_094,AC_217,R,9,FALSE,FALSE,6,"6,5,10",NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,125,156,2022-05-03,24,1,1,NA,NA
1,3,97,AC_094,AC_217,R,10,FALSE,TRUE,6,"6,5,10",NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,7,2,0,9,0,17,2.4285714285714284,21.857142857142854,2022-04-09,157,156,2022-05-13,34,1,1,1,1
1,3,98,AC_097,AC_064,n,1,FALSE,FALSE,8,8,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,138,169,2022-05-03,11,1,1,NA,NA
1,3,98,AC_097,AC_064,n,2,FALSE,FALSE,8,8,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,98,AC_097,AC_064,n,3,FALSE,FALSE,8,8,NA,2021-11-03,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1,3,98,AC_097,AC_064,n,4,FALSE,FALSE,8,8,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-09,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-04-22,13,1,1,NA,NA
1,3,98,AC_097,AC_064,n,5,FALSE,FALSE,8,8,NA,2021-12-05,2021-11-04,NA,2022-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,138,169,2022-04-22,0,1,1,NA,NA
1,3,98,AC_097,AC_064,n,6,FALSE,FALSE,8,8,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,98,AC_097,AC_064,n,7,FALSE,FALSE,8,8,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,98,AC_097,AC_064,n,8,TRUE,FALSE,8,8,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,17,6,0,23,21,84,4.9411764705882355,113.64705882352942,2022-04-09,157,156,2022-05-13,34,1,1,1,1
1,3,98,AC_097,AC_064,n,9,FALSE,FALSE,8,8,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,98,AC_097,AC_064,n,10,FALSE,FALSE,8,8,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,138,169,2022-05-03,11,1,1,NA,NA
1,3,99,AC_054,AC_119,n,1,FALSE,FALSE,6,6,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,138,169,2022-05-03,11,1,1,NA,NA
1,3,99,AC_054,AC_119,n,2,FALSE,FALSE,6,6,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,99,AC_054,AC_119,n,3,FALSE,FALSE,6,6,NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,170,169,2022-05-13,21,1,1,NA,NA
1,3,99,AC_054,AC_119,n,4,FALSE,FALSE,6,6,NA,2021-11-03,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1,3,99,AC_054,AC_119,n,5,FALSE,FALSE,6,6,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,125,156,2022-05-13,34,1,1,NA,NA
1,3,99,AC_054,AC_119,n,6,TRUE,FALSE,6,6,NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,4,0,0,4,16,15,3.75,15,2022-04-22,170,169,2022-05-13,21,1,1,1,1
1,3,99,AC_054,AC_119,n,7,FALSE,FALSE,6,6,NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,170,169,2022-05-13,21,1,1,NA,NA
1,3,99,AC_054,AC_119,n,8,FALSE,FALSE,6,6,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,125,156,2022-05-13,34,1,1,NA,NA
1,3,99,AC_054,AC_119,n,9,FALSE,FALSE,6,6,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,157,156,2022-05-13,34,1,1,NA,NA
1,3,99,AC_054,AC_119,n,10,FALSE,FALSE,6,6,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,138,169,2022-05-13,21,1,1,NA,NA
1,3,100,AC_071,AC_115,n,1,FALSE,FALSE,6,6,NA,2021-12-05,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1,3,100,AC_071,AC_115,n,2,FALSE,FALSE,6,6,NA,NA,2021-11-04,NA,2022-04-22,2022-05-03,NA,NA,NA,NA,2022-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-22,NA,169,2022-05-03,11,0,1,NA,NA
1,3,100,AC_071,AC_115,n,3,FALSE,FALSE,6,6,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,125,156,2022-05-03,24,1,1,NA,NA
1,3,100,AC_071,AC_115,n,4,FALSE,FALSE,6,6,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,125,156,2022-05-13,34,1,1,NA,NA
1,3,100,AC_071,AC_115,n,5,FALSE,FALSE,6,6,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,125,156,2022-05-13,34,1,1,NA,NA
1,3,100,AC_071,AC_115,n,6,TRUE,FALSE,6,6,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,2022-06-07,NA,NA,2022-04-22,2,1,0,3,10,3,1.5,4.5,2022-04-09,157,156,2022-06-07,59,1,1,1,1
1,3,100,AC_071,AC_115,n,7,FALSE,FALSE,6,6,NA,2021-12-05,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1,3,100,AC_071,AC_115,n,8,FALSE,FALSE,6,6,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,125,156,2022-05-13,34,1,1,NA,NA
1,3,100,AC_071,AC_115,n,9,FALSE,FALSE,6,6,NA,2021-12-05,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1,3,100,AC_071,AC_115,n,10,FALSE,FALSE,6,6,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-09,125,156,2022-05-03,24,1,1,NA,NA
1,3,101,AC_159,AC_192,n,1,FALSE,FALSE,10,10,NA,NA,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1,3,101,AC_159,AC_192,n,2,FALSE,FALSE,10,10,NA,NA,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1,3,101,AC_159,AC_192,n,3,FALSE,FALSE,10,10,NA,NA,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1,3,101,AC_159,AC_192,n,4,FALSE,FALSE,10,10,NA,NA,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1,3,101,AC_159,AC_192,n,5,FALSE,FALSE,10,10,NA,2021-12-05,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1,3,101,AC_159,AC_192,n,6,FALSE,FALSE,10,10,NA,2021-12-05,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA
1,3,101,AC_159,AC_192,n,7,FALSE,FALSE,10,10,NA,NA,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1,3,101,AC_159,AC_192,n,8,FALSE,FALSE,10,10,NA,NA,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
1,3,101,AC_159,AC_192,n,9,FALSE,FALSE,10,10,NA,NA,2021-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
