Block,Location,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Co.,Germ_Date,Sow_Date,Fl_2.25,Fl_3.3,Fl_3.11,Fl_3.17,Fl_3.25,Fl_4.1,Fl_4.9,Fl_4.22,Fl_4.28,Fl_5.4,Fl_5.12,Fl_5.19,Fl_5.25,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,mean_seeds_per_fruit,total_est_seed_production,FFD,days_germ2flower,days_sow2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
2,82,220,BB_202,BB_025,n,5,FALSE,FALSE,FALSE,4,4,NA,1,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-25,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,NA,NA,0,NA,NA,NA,NA,2022-03-11,88,99,2022-04-02,22,1,1,0,0
2,82,220,BB_202,BB_025,n,6,FALSE,FALSE,FALSE,4,4,NA,1,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,NA,NA,0,NA,NA,NA,NA,2022-03-11,88,99,2022-03-25,14,1,1,0,0
2,82,220,BB_202,BB_025,n,7,FALSE,FALSE,FALSE,4,4,NA,1,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-25,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,NA,NA,0,NA,NA,NA,NA,2022-03-11,88,99,2022-04-02,22,1,1,0,0
2,82,220,BB_202,BB_025,n,8,FALSE,FALSE,FALSE,4,4,NA,1,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-17,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,NA,NA,0,NA,NA,NA,NA,2022-03-11,88,99,2022-04-02,22,1,1,0,0
2,82,221,BB_005,BB_166,n,1,NA,FALSE,FALSE,NA,NA,NA,4,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,82,221,BB_005,BB_166,n,2,NA,FALSE,FALSE,NA,NA,NA,4,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,82,221,BB_005,BB_166,n,3,NA,FALSE,FALSE,NA,NA,NA,4,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,82,221,BB_005,BB_166,n,4,NA,FALSE,FALSE,NA,NA,NA,4,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,82,221,BB_005,BB_166,n,5,NA,FALSE,FALSE,NA,NA,NA,4,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,82,221,BB_005,BB_166,n,6,NA,FALSE,FALSE,NA,NA,NA,4,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,82,221,BB_005,BB_166,n,7,NA,FALSE,FALSE,NA,NA,NA,4,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,82,221,BB_005,BB_166,n,8,NA,FALSE,FALSE,NA,NA,NA,4,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,82,222,BB_038,BB_042,n,1,NA,FALSE,FALSE,NA,NA,NA,3,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,82,222,BB_038,BB_042,n,2,NA,FALSE,FALSE,NA,NA,NA,3,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,82,222,BB_038,BB_042,n,3,NA,FALSE,FALSE,NA,NA,NA,3,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,82,222,BB_038,BB_042,n,4,NA,FALSE,FALSE,NA,NA,NA,3,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,82,222,BB_038,BB_042,n,5,NA,FALSE,FALSE,NA,NA,NA,3,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,82,222,BB_038,BB_042,n,6,NA,FALSE,FALSE,NA,NA,NA,3,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,82,222,BB_038,BB_042,n,7,NA,FALSE,FALSE,NA,NA,NA,3,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,82,222,BB_038,BB_042,n,8,NA,FALSE,FALSE,NA,NA,NA,3,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,223,BB_014,BB_102,R,1,FALSE,FALSE,FALSE,6,"6,4,8",NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,223,BB_014,BB_102,R,2,FALSE,FALSE,FALSE,6,"6,4,8",NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,223,BB_014,BB_102,R,3,FALSE,FALSE,FALSE,6,"6,4,8",NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,223,BB_014,BB_102,R,4,FALSE,TRUE,TRUE,6,"6,4,8",NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,NA,NA,0,NA,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
2,83,223,BB_014,BB_102,R,5,FALSE,FALSE,FALSE,6,"6,4,8",NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,223,BB_014,BB_102,R,6,TRUE,TRUE,TRUE,6,"6,4,8",NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,0,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
2,83,223,BB_014,BB_102,R,7,FALSE,FALSE,FALSE,6,"6,4,8",NA,2,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,223,BB_014,BB_102,R,8,FALSE,TRUE,TRUE,6,"6,4,8",NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-25,NA,NA,2022-04-23,NA,NA,NA,NA,NA,NA,2022-03-25,1,1,0,2,0,4,4,8,2022-03-25,102,113,2022-04-23,29,1,1,1,1
2,83,224,BB_142,BB_093,n,1,FALSE,FALSE,FALSE,6,6,NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,224,BB_142,BB_093,n,2,FALSE,FALSE,FALSE,6,6,NA,2,2021-12-13,2021-12-02,NA,NA,2022-03-11,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-03-11,88,99,2022-04-02,22,1,1,0,0
2,83,224,BB_142,BB_093,n,3,FALSE,FALSE,FALSE,6,6,NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,224,BB_142,BB_093,n,4,FALSE,FALSE,FALSE,6,6,NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,224,BB_142,BB_093,n,5,FALSE,FALSE,FALSE,6,6,NA,2,2021-12-20,2021-12-02,NA,NA,2022-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-03-11,81,99,2022-03-11,0,1,1,0,0
2,83,224,BB_142,BB_093,n,6,TRUE,FALSE,TRUE,6,6,NA,2,2021-12-20,2021-12-02,NA,NA,2022-03-11,2022-03-17,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,0,0,0,0,NA,0,0,2022-03-11,81,99,2022-04-02,22,1,1,0,0
2,83,224,BB_142,BB_093,n,7,FALSE,FALSE,FALSE,6,6,NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,224,BB_142,BB_093,n,8,FALSE,FALSE,FALSE,6,6,NA,2,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-04-02,93,121,2022-04-02,0,1,1,0,0
2,83,225,BB_171,BB_039,n,1,FALSE,FALSE,FALSE,5,5,**Two fitness plants? Double check. 4 and 5 originally recorded,6,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,225,BB_171,BB_039,n,2,FALSE,FALSE,FALSE,5,5,**Two fitness plants? Double check. 4 and 5 originally recorded,6,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,225,BB_171,BB_039,n,3,FALSE,FALSE,FALSE,5,5,**Two fitness plants? Double check. 4 and 5 originally recorded,6,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,83,225,BB_171,BB_039,n,4,FALSE,FALSE,FALSE,5,5,**Two fitness plants? Double check. 4 and 5 originally recorded,6,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,NA,NA,0,NA,NA,NA,NA,2022-04-02,103,121,2022-04-08,6,1,1,0,0
2,83,225,BB_171,BB_039,n,5,TRUE,FALSE,TRUE,5,5,**Two fitness plants? Double check. 4 and 5 originally recorded,6,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,0,0,0,0,1,NA,0,0,2022-03-11,88,99,2022-03-25,14,1,1,0,0
2,83,225,BB_171,BB_039,n,6,FALSE,FALSE,FALSE,5,5,**Two fitness plants? Double check. 4 and 5 originally recorded,6,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,225,BB_171,BB_039,n,7,FALSE,FALSE,FALSE,5,5,**Two fitness plants? Double check. 4 and 5 originally recorded,6,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-25,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,NA,NA,0,NA,NA,NA,NA,2022-03-11,88,99,2022-04-08,28,1,1,0,0
2,83,225,BB_171,BB_039,n,8,FALSE,FALSE,FALSE,5,5,**Two fitness plants? Double check. 4 and 5 originally recorded,6,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,83,226,BB_028,BB_109,n,1,FALSE,FALSE,FALSE,3,3,NA,1,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,226,BB_028,BB_109,n,2,FALSE,FALSE,FALSE,3,3,NA,1,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,83,226,BB_028,BB_109,n,3,TRUE,FALSE,TRUE,3,3,NA,1,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,0,0,0,0,1,NA,0,0,2022-03-25,102,113,2022-04-02,8,1,1,0,0
2,83,226,BB_028,BB_109,n,4,FALSE,FALSE,FALSE,3,3,NA,1,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,226,BB_028,BB_109,n,5,FALSE,FALSE,FALSE,3,3,NA,1,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,226,BB_028,BB_109,n,6,FALSE,FALSE,FALSE,3,3,NA,1,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,226,BB_028,BB_109,n,7,FALSE,FALSE,FALSE,3,3,NA,1,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,83,226,BB_028,BB_109,n,8,FALSE,FALSE,FALSE,3,3,NA,1,2021-12-13,2021-12-02,NA,NA,NA,2022-03-17,2022-03-25,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-03-17,94,105,2022-04-02,16,1,1,0,0
2,84,227,BB_196,BB_186,n,1,FALSE,FALSE,FALSE,8,8,NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,84,227,BB_196,BB_186,n,2,FALSE,FALSE,FALSE,8,8,NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-03-25,102,113,2022-03-25,0,1,1,0,0
2,84,227,BB_196,BB_186,n,3,FALSE,FALSE,FALSE,8,8,NA,2,2021-12-13,2021-12-02,NA,NA,NA,2022-03-17,2022-03-25,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,2022-03-17,94,105,2022-04-02,16,1,1,0,0
2,84,227,BB_196,BB_186,n,4,FALSE,FALSE,FALSE,8,8,NA,2,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,84,227,BB_196,BB_186,n,5,FALSE,FALSE,FALSE,8,8,NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,84,227,BB_196,BB_186,n,6,FALSE,FALSE,FALSE,8,8,NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,84,227,BB_196,BB_186,n,7,FALSE,FALSE,FALSE,8,8,NA,2,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,84,227,BB_196,BB_186,n,8,TRUE,FALSE,TRUE,8,8,NA,2,2021-12-13,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-25,2022-04-02,2022-04-08,2022-04-23,2022-04-29,NA,NA,NA,NA,NA,2022-03-11,0,0,0,0,3,NA,0,0,2022-03-11,88,99,2022-04-29,49,1,1,0,0
2,84,228,BB_115,BB_187,R,1,TRUE,TRUE,TRUE,1,"1,6,3",NA,3,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-04-02,110,121,2022-04-02,0,1,1,0,0
2,84,228,BB_115,BB_187,R,2,FALSE,FALSE,FALSE,1,"1,6,3",NA,3,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,84,228,BB_115,BB_187,R,3,FALSE,TRUE,TRUE,1,"1,6,3",NA,3,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,NA,NA,0,NA,NA,0,0,2022-04-02,103,121,2022-04-02,0,1,1,0,0
2,84,228,BB_115,BB_187,R,4,FALSE,FALSE,FALSE,1,"1,6,3",NA,3,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,84,228,BB_115,BB_187,R,5,FALSE,FALSE,FALSE,1,"1,6,3",NA,3,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,84,228,BB_115,BB_187,R,6,FALSE,TRUE,TRUE,1,"1,6,3",NA,3,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,2022-04-02,103,121,2022-04-02,0,1,1,0,0
2,84,228,BB_115,BB_187,R,7,FALSE,FALSE,FALSE,1,"1,6,3",NA,3,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,84,228,BB_115,BB_187,R,8,FALSE,FALSE,FALSE,1,"1,6,3",NA,3,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,84,229,BB_014,BB_152,R,1,NA,FALSE,FALSE,NA,NA,NA,2,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,84,229,BB_014,BB_152,R,2,NA,FALSE,FALSE,NA,NA,NA,2,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,84,229,BB_014,BB_152,R,3,NA,FALSE,FALSE,NA,NA,NA,2,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,84,229,BB_014,BB_152,R,4,NA,FALSE,FALSE,NA,NA,NA,2,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,84,229,BB_014,BB_152,R,5,NA,FALSE,FALSE,NA,NA,NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,84,229,BB_014,BB_152,R,6,NA,FALSE,FALSE,NA,NA,NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,84,229,BB_014,BB_152,R,7,NA,FALSE,FALSE,NA,NA,NA,2,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,84,229,BB_014,BB_152,R,8,NA,FALSE,FALSE,NA,NA,NA,2,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,85,230,BB_141,BB_029,n,1,FALSE,FALSE,FALSE,4,4,NA,5,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,85,230,BB_141,BB_029,n,2,FALSE,FALSE,FALSE,4,4,NA,5,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,85,230,BB_141,BB_029,n,3,FALSE,FALSE,FALSE,4,4,NA,5,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,85,230,BB_141,BB_029,n,4,TRUE,FALSE,TRUE,4,4,NA,5,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,2022-04-23,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,1,1,2022-04-02,110,121,2022-04-23,21,1,1,1,1
2,85,230,BB_141,BB_029,n,5,FALSE,FALSE,FALSE,4,4,NA,5,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,85,230,BB_141,BB_029,n,6,FALSE,FALSE,FALSE,4,4,NA,5,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,85,230,BB_141,BB_029,n,7,FALSE,FALSE,FALSE,4,4,NA,5,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2,85,230,BB_141,BB_029,n,8,FALSE,FALSE,FALSE,4,4,NA,5,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,85,231,BB_047,BB_193,n,1,FALSE,FALSE,FALSE,6,6,NA,4,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,85,231,BB_047,BB_193,n,2,FALSE,FALSE,FALSE,6,6,NA,4,2021-12-13,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,85,231,BB_047,BB_193,n,3,FALSE,FALSE,FALSE,6,6,NA,4,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
2,85,231,BB_047,BB_193,n,4,FALSE,FALSE,FALSE,6,6,NA,4,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
