Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_4.9,Fl_4.21,Fl_5.3,Fl_5.13,Fl_5.25,Fl_6.8,Fl_6.22,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_diam_mm,corolla_area_mm2,notes_corolla,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
2,6,194,AC_198,AC_051,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,1,1,0,2,5,1,NA,NA,1,1.79,NA,NA,NA,NA,NA,NA,NA,1.79,NA,NA,NA,1.79,NA,1,2,1.94,2022-04-21,19.554,224.151,NA,2022-04-21,169,176,168,2022-05-03,12,1,1,1,1
2,6,195,AC_064,AC_205,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,10,1,0,11,3,14,NA,NA,11,23.6,3,8.3,NA,NA,NA,NA,NA,2.1454545454545455,2.766666666666667,NA,NA,2.456060606060606,0.43926330346437065,1.4,15.399999999999999,45.14,2022-04-09,21.065,NA,herbivory,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
2,6,196,AC_198,AC_066,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-21,19.603,237.629,NA,2022-04-21,169,176,168,2022-05-03,12,1,1,0,0
2,6,197,AC_096,AC_181,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,3,0,0,3,4,3,NA,NA,2,3.28,1,2.86,NA,NA,NA,NA,NA,1.64,2.86,NA,NA,2.25,0.8626702730475879,1,3,3.34,2022-04-21,15.185,NA,folded,2022-04-21,137,176,168,2022-05-03,12,1,1,1,1
2,6,198,AC_195,AC_193,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-21,2,0,0,2,2,10,NA,NA,10,9.56,NA,NA,NA,NA,NA,NA,NA,0.9560000000000001,NA,NA,NA,0.9560000000000001,NA,5,10,4.43,2022-04-21,19.532,249.55,NA,2022-04-21,169,176,168,2022-04-21,0,1,1,1,1
2,6,199,AC_169,AC_075,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,4,0,0,4,3,5,NA,NA,5,8.74,NA,NA,NA,NA,NA,NA,NA,1.748,NA,NA,NA,1.748,NA,1.25,5,2.59,2022-04-21,18.234,178.005,NA,2022-04-21,137,176,168,2022-05-03,12,1,1,1,1
2,6,200,AC_096,AC_074,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,3,1,0,4,6,9,NA,NA,9,10.82,NA,NA,NA,NA,NA,NA,NA,1.2022222222222223,NA,NA,NA,1.2022222222222223,NA,3,12,5.03,2022-04-09,17.661,197.802,NA,2022-04-09,125,164,156,2022-05-03,24,1,1,1,1
2,6,201,AC_052,AC_133,n,3,TRUE,FALSE,TRUE,3,3,NA,NA,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,5,0,0,5,4,6,NA,NA,4,14.97,2,4.41,NA,NA,NA,NA,NA,3.7425,2.205,NA,NA,2.97375,1.087176676074317,1.2,6,7.68,2022-04-09,22.088,288.809,NA,2022-04-09,NA,164,156,2022-05-03,24,0,1,1,1
2,6,202,AC_216,AC_099,R,3,FALSE,TRUE,TRUE,10,"3,5,10",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-09,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-09,17.255,169.067,NA,2022-04-09,125,164,156,2022-04-21,12,1,1,0,0
2,6,202,AC_216,AC_099,R,5,FALSE,TRUE,TRUE,10,"3,5,10",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,6,1,0,7,0,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.166666666666666,64.16666666666666,15.83,2022-04-09,19.018,210.015,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
2,6,202,AC_216,AC_099,R,10,TRUE,TRUE,TRUE,10,"3,5,10",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,8,11,0,19,0,11,NA,NA,11,16.15,NA,NA,NA,NA,NA,NA,NA,1.468181818181818,NA,NA,NA,1.468181818181818,NA,1.375,26.125,60.81,2022-04-21,22.729,306.226,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
2,6,203,AC_177,AC_107,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,29,7,0,36,15,93,NA,NA,50,104.24,36,76.46,NA,NA,NA,NA,NA,2.0848,2.1238888888888887,NA,NA,2.104344444444444,0.02764001840238071,3.206896551724138,115.44827586206897,105.27,2022-04-09,23.525,341.304,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
2,6,204,AC_008,AC_188,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,6,1,0,7,11,10,NA,NA,8,14.1,2,4.78,NA,NA,NA,NA,NA,1.7625,2.39,NA,NA,2.07625,0.4437095051945587,1.6666666666666667,11.666666666666668,18.95,2022-04-09,16.2,174.468,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
2,6,205,AC_008,AC_068,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,24,4,0,28,15,94,6,11.74,50,80.64,14,21.54,NA,NA,NA,NA,1.9566666666666668,1.6128,1.5385714285714285,NA,NA,1.702679365079365,0.22306867155604984,3.9166666666666665,109.66666666666666,114.52,2022-04-09,18.25,231.906,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
2,6,206,AC_089,AC_057,n,5,TRUE,FALSE,TRUE,5,5,NA,NA,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,23,5,0,28,3,55,NA,NA,46,103.2,9,26.17,NA,NA,NA,NA,NA,2.243478260869565,2.907777777777778,NA,NA,2.5756280193236716,0.4697306931447449,2.391304347826087,66.95652173913044,NA,2022-04-09,21.263,282.457,NA,2022-04-09,NA,164,156,2022-05-13,34,0,1,1,1
2,6,207,AC_002,AC_160,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,32,5,0,37,7,97,7,18.27,50,68.34,14,28.27,2,3.06,NA,NA,2.61,1.3668,2.019285714285714,1.53,NA,1.8815214285714286,0.5592153703253901,3.03125,112.15625,203.79,2022-04-09,22.134,262.077,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
2,6,208,AC_179,AC_114,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,24,2,0,26,0,104,11,14.16,50,87.18,11,31.65,NA,NA,NA,NA,1.2872727272727273,1.7436,2.877272727272727,NA,NA,1.9693818181818181,0.8186929046144931,4.333333333333333,112.66666666666666,117.99,2022-04-09,17.622,NA,herbivory,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
2,6,209,AC_002,AC_104,n,10,TRUE,FALSE,TRUE,10,10,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,13,4,0,17,6,81,16,30.15,50,85.02,9,19.65,NA,NA,NA,NA,1.884375,1.7004,2.183333333333333,NA,NA,1.9227027777777776,0.2437373894648667,6.230769230769231,105.92307692307692,131.18,2022-04-09,18.81,215.506,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
2,6,210,AC_102,AC_191,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,NA,2,0,0,2,2,4,NA,NA,4,8.42,NA,NA,NA,NA,NA,NA,NA,2.105,NA,NA,NA,2.105,NA,2,4,6.9,NA,NA,NA,NA,2022-04-21,169,176,168,2022-05-03,12,1,1,1,1
2,6,211,AC_186,AC_153,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,16,2,0,18,8,64,13,28.22,38,89.06,13,30.52,NA,NA,NA,NA,2.170769230769231,2.343684210526316,2.3476923076923075,NA,NA,2.287381916329285,0.10100943043037629,4,72,124.31,2022-04-09,20.454,274.569,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
2,6,212,AC_007,AC_187,R,2,FALSE,TRUE,TRUE,8,"2,8,5",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-04-09,26,10,0,36,0,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.153846153846154,221.53846153846155,NA,2022-04-09,19.553,222.43,NA,2022-04-09,157,164,156,2022-05-24,45,1,1,1,1
2,6,212,AC_007,AC_187,R,5,FALSE,TRUE,TRUE,8,"2,8,5",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-04-21,13,14,0,27,0,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.923076923076923,132.92307692307693,184.63,2022-04-09,21.786,269.425,NA,2022-04-09,157,164,156,2022-05-24,45,1,1,1,1
2,6,212,AC_007,AC_187,R,8,TRUE,TRUE,TRUE,8,"2,8,5",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,11,2,0,13,1,39,4,4.61,30,45.07,3,4.82,2,4.47,NA,NA,1.1525,1.5023333333333333,1.6066666666666667,2.235,NA,1.624125,0.45119707804987025,3.5454545454545454,46.09090909090909,82.63,2022-04-09,17.319,172.21,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
2,6,213,AC_124,AC_030,n,10,TRUE,FALSE,TRUE,10,10,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-09,2,1,0,3,4,2,NA,NA,2,2.04,NA,NA,NA,NA,NA,NA,NA,1.02,NA,NA,NA,1.02,NA,1,3,NA,2022-04-09,16.635,153.16,NA,2022-04-09,125,164,156,2022-04-21,12,1,1,1,1
2,6,214,AC_186,AC_011,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,2022-05-24,2022-06-08,NA,NA,NA,12,3,0,15,8,20,NA,NA,15,46.58,2,9.38,3,4.9,NA,NA,NA,3.1053333333333333,4.69,1.6333333333333335,NA,3.142888888888889,1.5286793622576949,1.6666666666666667,25,100.26,2022-04-09,20.265,237.103,NA,2022-04-09,157,164,156,2022-06-08,60,1,1,1,1
3,7,215,AC_160,AC_186,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-05-03,3,1,0,4,8,12,NA,NA,NA,NA,12,16.1,NA,NA,NA,NA,NA,NA,1.3416666666666668,NA,NA,1.3416666666666668,NA,4,16,10.61,2022-05-03,26.317,420.859,NA,2022-05-03,149,188,180,2022-05-24,21,1,1,1,1
3,7,216,AC_007,AC_081,R,3,FALSE,TRUE,TRUE,6,"6,3,8",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-05-03,15,3,0,18,0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,50.4,44.12,2022-05-03,25.476,383.952,NA,2022-05-03,181,188,180,2022-05-24,21,1,1,1,1
3,7,216,AC_007,AC_081,R,6,TRUE,TRUE,TRUE,6,"6,3,8",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-05-03,29,5,0,34,0,78,NA,NA,11,16,50,91.19,15,29.83,NA,NA,NA,1.4545454545454546,1.8237999999999999,1.9886666666666666,NA,1.755670707070707,0.2735005808508315,2.689655172413793,91.44827586206897,124.73,2022-05-03,24.303,371.587,NA,2022-05-03,181,188,180,2022-05-24,21,1,1,1,1
3,7,216,AC_007,AC_081,R,8,FALSE,TRUE,TRUE,6,"6,3,8",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,16,2,0,18,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,36,48.55,2022-05-03,19.853,244.782,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
3,7,217,AC_096,AC_074,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,5,0,0,5,7,7,NA,NA,4,5.27,3,8.87,NA,NA,NA,NA,NA,1.3175,2.9566666666666666,NA,NA,2.137083333333333,1.159065865494949,1.4,7,7.76,2022-05-03,21.171,282.491,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
3,7,218,AC_216,AC_058,R,3,TRUE,TRUE,TRUE,3,"3,9,5",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,11,0,0,11,10,22,NA,NA,14,36.39,NA,NA,4,13.12,4,9.29,NA,2.599285714285714,NA,3.28,2.3225,2.7339285714285713,0.4927454583602916,2,22,35.64,NA,NA,NA,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
3,7,218,AC_216,AC_058,R,5,FALSE,TRUE,TRUE,3,"3,9,5",NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,14,5,0,19,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2857142857142856,43.42857142857142,78.67,NA,NA,NA,NA,2022-04-21,169,176,168,2022-05-13,22,1,1,1,1
3,7,218,AC_216,AC_058,R,9,FALSE,TRUE,TRUE,3,"3,9,5",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,NA,2022-05-13,NA,NA,NA,NA,NA,2,1,0,3,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,7.5,NA,NA,NA,NA,NA,2022-05-13,191,198,190,2022-05-13,0,1,1,1,1
3,7,219,AC_124,AC_100,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,9,0,0,9,8,10,NA,NA,5,7.95,5,9.47,NA,NA,NA,NA,NA,1.59,1.8940000000000001,NA,NA,1.742,0.2149604614807105,1.1111111111111112,10,14.38,2022-05-03,20.099,NA,folded,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
3,7,220,AC_177,AC_107,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,12,2,0,14,7,16,NA,NA,6,9.89,10,22.86,NA,NA,NA,NA,NA,1.6483333333333334,2.286,NA,NA,1.9671666666666667,0.4508984241366218,1.3333333333333333,18.666666666666664,33.1,2022-05-03,20.653,286.976,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
3,7,221,AC_096,AC_128,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,11,0,0,11,21,13,NA,NA,8,18.59,5,13.77,NA,NA,NA,NA,NA,2.32375,2.754,NA,NA,2.538875,0.30423269260551206,1.1818181818181819,13,26.13,2022-05-03,18.071,226.184,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
3,7,222,AC_103,AC_201,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,8,0,0,8,9,9,NA,NA,6,8.87,3,3.43,NA,NA,NA,NA,NA,1.4783333333333333,1.1433333333333333,NA,NA,1.3108333333333333,0.2368807716974934,1.125,9,24.72,2022-05-03,20.491,247.101,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
3,7,223,AC_172,AC_111,R,1,FALSE,TRUE,TRUE,5,"1,7,5",NA,NA,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,3,0,0,3,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12,5.93,2022-05-03,25.577,353.952,NA,2022-05-03,NA,188,180,2022-05-13,10,0,1,1,1
3,7,223,AC_172,AC_111,R,5,TRUE,TRUE,TRUE,5,"1,7,5",NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,9,1,0,10,0,36,NA,NA,29,43.05,7,13.98,NA,NA,NA,NA,NA,1.4844827586206895,1.997142857142857,NA,NA,1.7408128078817733,0.36250543210878833,4,40,22.59,2022-05-03,25.3,387.519,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
3,7,223,AC_172,AC_111,R,7,FALSE,TRUE,TRUE,5,"1,7,5",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,7,1,0,8,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4285714285714284,27.428571428571427,12.38,2022-05-03,25.382,376.417,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
3,7,224,AC_002,AC_160,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,17,9,0,26,1,32,NA,NA,21,55.19,11,25.03,NA,NA,NA,NA,NA,2.628095238095238,2.2754545454545454,NA,NA,2.4517748917748916,0.24935462508855466,1.8823529411764706,48.94117647058823,91.38,2022-04-21,19.532,233.472,NA,2022-04-21,169,176,168,2022-05-13,22,1,1,1,1
3,7,225,AC_159,AC_094,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,NA,NA,NA,NA,NA,2022-05-03,2,0,0,2,0,2,NA,NA,1,3.05,1,2,NA,NA,NA,NA,NA,3.05,2,NA,NA,2.525,0.7424621202458748,1,2,NA,2022-05-03,20.954,275.587,NA,2022-05-03,149,188,180,2022-05-03,0,1,1,1,1
3,7,226,AC_179,AC_171,n,10,TRUE,FALSE,TRUE,10,10,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,16,2,0,18,7,22,NA,NA,14,37.58,NA,NA,NA,NA,8,16.06,NA,2.684285714285714,NA,NA,2.0075,2.3458928571428572,0.4785597679816099,1.375,24.75,53.45,2022-04-21,20.792,263.332,NA,2022-04-21,169,176,168,2022-05-13,22,1,1,1,1
3,7,227,AC_071,AC_215,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,16,1,0,17,2,26,NA,NA,24,47.67,2,4.03,NA,NA,NA,NA,NA,1.98625,2.015,NA,NA,2.0006250000000003,0.02032931995911328,1.625,27.625,NA,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
3,7,228,AC_064,AC_017,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,23,0,0,23,6,56,NA,NA,39,78.63,17,28.4,NA,NA,NA,NA,NA,2.016153846153846,1.6705882352941175,NA,NA,1.8433710407239818,0.24435178678378583,2.4347826086956523,56,80.27,2022-04-21,22.191,323.484,NA,2022-04-21,169,176,168,2022-05-13,22,1,1,1,1
3,7,229,AC_094,AC_217,R,2,FALSE,TRUE,TRUE,10,"2,9,10",NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,8,0,0,8,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,14,24.97,2022-04-21,21.113,272.272,NA,2022-04-21,137,176,168,2022-05-13,22,1,1,1,1
3,7,229,AC_094,AC_217,R,9,FALSE,TRUE,TRUE,10,"2,9,10",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,14,1,0,15,0,32,NA,NA,NA,NA,9,27.79,NA,NA,NA,NA,NA,NA,3.0877777777777777,NA,NA,3.0877777777777777,NA,2.2857142857142856,34.285714285714285,64.04,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
3,7,229,AC_094,AC_217,R,10,TRUE,TRUE,TRUE,10,"2,9,10",NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,6,0,0,6,9,6,NA,NA,6,24.15,NA,NA,NA,NA,NA,NA,NA,4.0249999999999995,NA,NA,NA,4.0249999999999995,NA,1,6,14.85,2022-04-21,20.298,265.195,NA,2022-04-21,137,176,168,2022-05-13,22,1,1,1,1
3,7,230,AC_169,AC_120,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,14,1,0,15,4,18,NA,NA,15,30.38,3,4.96,NA,NA,NA,NA,NA,2.025333333333333,1.6533333333333333,NA,NA,1.8393333333333333,0.2630437226013956,1.2857142857142858,19.28571428571429,NA,NA,NA,NA,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
3,7,231,AC_186,AC_048,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,3,0,0,3,0,11,NA,NA,11,20.07,NA,NA,NA,NA,NA,NA,NA,1.8245454545454545,NA,NA,NA,1.8245454545454545,NA,3.6666666666666665,11,4.8,2022-04-21,19.898,223.047,NA,2022-04-21,169,176,168,2022-05-03,12,1,1,1,1
3,7,232,AC_089,AC_032,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,4,0,0,4,0,7,NA,NA,7,13,NA,NA,NA,NA,NA,NA,NA,1.8571428571428572,NA,NA,NA,1.8571428571428572,NA,1.75,7,NA,NA,NA,NA,NA,2022-04-09,125,164,156,2022-05-03,24,1,1,1,1
3,7,233,AC_097,AC_054,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7.91,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-03,24,1,1,1,0
3,7,234,AC_107,AC_130,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,5,0,0,5,0,13,NA,NA,13,19.66,NA,NA,NA,NA,NA,NA,NA,1.5123076923076924,NA,NA,NA,1.5123076923076924,NA,2.6,13,NA,2022-04-21,23.088,298.865,NA,2022-04-09,125,164,156,2022-05-03,24,1,1,1,1
3,7,235,AC_170,AC_203,n,5,TRUE,FALSE,TRUE,5,5,NA,NA,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,3,0,0,3,0,8,NA,NA,8,11.81,NA,NA,NA,NA,NA,NA,NA,1.47625,NA,NA,NA,1.47625,NA,2.6666666666666665,8,4.09,2022-04-21,21.328,286.086,NA,2022-04-21,NA,176,168,2022-05-03,12,0,1,1,1
3,7,236,AC_002,AC_122,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,3,2,0,5,2,7,NA,NA,7,13.03,NA,NA,NA,NA,NA,NA,NA,1.8614285714285714,NA,NA,NA,1.8614285714285714,NA,2.3333333333333335,11.666666666666668,NA,2022-04-22,20.227,265.093,NA,2022-04-21,137,176,168,2022-05-03,12,1,1,1,1
