Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_4.9,Fl_4.21,Fl_5.3,Fl_5.13,Fl_5.25,Fl_6.8,Fl_6.22,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_diam_mm,corolla_area_mm2,notes_corolla,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
1,3,97,AC_094,AC_217,R,6,TRUE,TRUE,TRUE,6,"6,5,10",NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-22,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.62,2022-04-22,19.764,227.057,NA,2022-04-22,138,177,169,2022-04-22,0,1,1,0,0
1,3,97,AC_094,AC_217,R,10,FALSE,TRUE,TRUE,6,"6,5,10",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,7,2,0,9,0,17,NA,NA,17,28.34,NA,NA,NA,NA,NA,NA,NA,1.6670588235294117,NA,NA,NA,1.6670588235294117,NA,2.4285714285714284,21.857142857142854,NA,2022-04-22,20.137,241.332,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
1,3,98,AC_097,AC_064,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,17,6,0,23,21,84,NA,NA,63,100.16,21,37.88,NA,NA,NA,NA,NA,1.5898412698412698,1.803809523809524,NA,NA,1.696825396825397,0.1512984033395979,4.9411764705882355,113.64705882352942,78.17,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
1,3,99,AC_054,AC_119,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,4,0,0,4,16,15,NA,NA,NA,NA,15,22.66,NA,NA,NA,NA,NA,NA,1.5106666666666666,NA,NA,1.5106666666666666,NA,3.75,15,28.12,2022-04-22,19.45,231.376,NA,2022-04-22,170,177,169,2022-05-13,21,1,1,1,1
1,3,100,AC_071,AC_115,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,2022-06-07,NA,NA,2022-04-22,2,1,0,3,10,3,NA,NA,1,2.64,2,6.6,NA,NA,NA,NA,NA,2.64,3.3,NA,NA,2.9699999999999998,0.46669047558312116,1.5,4.5,29.69,2022-04-22,22.165,318.973,NA,2022-04-09,157,164,156,2022-06-07,59,1,1,1,1
1,3,101,AC_159,AC_192,n,10,TRUE,FALSE,TRUE,10,10,NA,NA,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,0,6,0,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.88,2022-04-22,27.127,445.133,NA,2022-04-22,NA,177,169,2022-05-13,21,0,1,1,0
1,3,102,AC_216,AC_099,R,2,FALSE,TRUE,TRUE,9,"2,8,9",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,5,3,0,8,0,16,NA,NA,16,21.72,NA,NA,NA,NA,NA,NA,NA,1.3575,NA,NA,NA,1.3575,NA,3.2,25.6,NA,2022-04-09,19.878,256.991,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
1,3,102,AC_216,AC_099,R,8,FALSE,TRUE,TRUE,9,"2,8,9",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,3,3,0,6,1,5,NA,NA,2,3.48,3,3.02,NA,NA,NA,NA,NA,1.74,1.0066666666666666,NA,NA,1.3733333333333333,0.5185449728701349,1.6666666666666667,10,NA,2022-04-09,19.787,235.637,NA,2022-04-09,125,164,156,2022-05-03,24,1,1,1,1
1,3,102,AC_216,AC_099,R,9,TRUE,TRUE,TRUE,9,"2,8,9",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-09,4,0,0,4,0,7,NA,NA,7,7.62,NA,NA,NA,NA,NA,NA,NA,1.0885714285714285,NA,NA,NA,1.0885714285714285,NA,1.75,7,6.52,2022-04-09,15.053,126.92,NA,2022-04-09,125,164,156,2022-04-22,13,1,1,1,1
1,3,103,AC_156,AC_005,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,NA,2022-05-13,NA,NA,NA,NA,2022-04-22,4,0,0,4,6,8,NA,NA,5,10.7,3,3.9,NA,NA,NA,NA,NA,2.1399999999999997,1.3,NA,NA,1.7199999999999998,0.5939696961966996,2,8,6.01,2022-04-22,16.385,167.762,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
1,3,104,AC_002,AC_160,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,11,6,0,17,10,12,NA,NA,12,25.56,NA,NA,NA,NA,NA,NA,NA,2.13,NA,NA,NA,2.13,NA,1.0909090909090908,18.545454545454543,44.98,2022-04-09,23.192,318.169,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
1,3,105,AC_172,AC_111,R,2,TRUE,TRUE,TRUE,2,"2,4,10",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,2022-06-08,2022-04-09,7,1,0,8,0,7,NA,NA,7,9.43,NA,NA,NA,NA,NA,NA,NA,1.3471428571428572,NA,NA,NA,1.3471428571428572,NA,1,8,21.16,2022-04-09,21.142,239.867,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
1,3,105,AC_172,AC_111,R,4,FALSE,TRUE,TRUE,2,"2,4,10",NA,NA,2021-10-27,2021-11-04,2022-04-09,2022-04-22,NA,2022-05-13,NA,NA,NA,NA,2022-04-09,0,3,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-09,20.124,253.33,NA,2022-04-09,NA,164,156,2022-05-13,34,0,1,1,0
1,3,105,AC_172,AC_111,R,10,FALSE,TRUE,TRUE,2,"2,4,10",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,7,0,0,7,0,28,NA,NA,28,44.48,NA,NA,NA,NA,NA,NA,NA,1.5885714285714285,NA,NA,NA,1.5885714285714285,NA,4,28,NA,2022-04-22,24.439,281.528,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
1,3,106,AC_052,AC_212,n,8,TRUE,FALSE,TRUE,8,8,NA,NA,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-22,5,1,0,6,0,8,NA,NA,8,8.84,NA,NA,NA,NA,NA,NA,NA,1.105,NA,NA,NA,1.105,NA,1.6,9.600000000000001,9.03,2022-04-22,19.394,212.273,NA,2022-04-09,NA,164,156,2022-05-03,24,0,1,1,1
1,3,107,AC_198,AC_051,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-09,4,3,0,7,2,10,NA,NA,10,16.04,NA,NA,NA,NA,NA,NA,NA,1.6039999999999999,NA,NA,NA,1.6039999999999999,NA,2.5,17.5,12.09,2022-04-09,19.416,221.79,NA,2022-04-09,157,164,156,2022-04-22,13,1,1,1,1
2,4,108,AC_054,AC_119,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,8,0,0,8,0,3,NA,NA,NA,NA,3,4.76,NA,NA,NA,NA,NA,NA,1.5866666666666667,NA,NA,1.5866666666666667,NA,0.375,3,34.36,2022-05-03,24.414,295.591,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
2,4,109,AC_089,AC_032,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-11-03,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,3,5,0,8,19,14,NA,NA,NA,NA,14,23.28,NA,NA,NA,NA,NA,NA,1.662857142857143,NA,NA,1.662857142857143,NA,4.666666666666667,37.333333333333336,21.67,2022-05-03,22.474,292.234,NA,2022-05-03,181,188,180,2022-05-13,10,1,1,1,1
2,4,110,AC_165,AC_206,n,2,TRUE,FALSE,TRUE,2,2,NA,NA,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-05-03,4,2,0,6,8,6,NA,NA,NA,NA,6,10.19,NA,NA,NA,NA,NA,NA,1.6983333333333333,NA,NA,1.6983333333333333,NA,1.5,9,12.2,2022-05-03,25.021,348.259,NA,2022-05-03,NA,188,180,2022-05-24,21,0,1,1,1
2,4,111,AC_168,AC_010,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-13,1,2,0,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7.46,2022-05-03,17.792,181.373,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,0
2,4,112,AC_170,AC_185,n,4,TRUE,FALSE,TRUE,4,4,NA,NA,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-05-03,8,3,0,11,3,13,NA,NA,2,2.8,8,12.03,3,5.55,NA,NA,NA,1.4,1.50375,1.8499999999999999,NA,1.5845833333333332,0.23563853851467786,1.625,17.875,19.7,NA,NA,NA,NA,2022-05-03,NA,188,180,2022-05-24,21,0,1,1,1
2,4,113,AC_207,AC_055,R,1,FALSE,TRUE,TRUE,2,"1,2,3",NA,NA,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-04-22,9,9,0,18,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5555555555555556,28,89.18,2022-04-22,24.558,318.339,NA,2022-04-22,NA,177,169,2022-05-24,32,0,1,1,1
2,4,113,AC_207,AC_055,R,2,TRUE,TRUE,TRUE,2,"1,2,3",NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,16,11,0,27,0,28,NA,NA,6,6.35,22,47.09,NA,NA,NA,NA,NA,1.0583333333333333,2.1404545454545456,NA,NA,1.5993939393939396,0.7651752471567156,1.75,47.25,164.44,2022-04-22,23.229,282.578,NA,2022-04-22,170,177,169,2022-05-13,21,1,1,1,1
2,4,113,AC_207,AC_055,R,3,FALSE,TRUE,TRUE,2,"1,2,3",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,14,11,0,25,5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4285714285714284,60.71428571428571,97.97,2022-05-03,25.479,343.741,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,1
2,4,114,AC_156,AC_016,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-05-03,4,4,0,8,14,11,NA,NA,NA,NA,11,19.53,NA,NA,NA,NA,NA,NA,1.7754545454545456,NA,NA,1.7754545454545456,NA,2.75,22,25.86,NA,NA,NA,NA,2022-04-22,138,177,169,2022-05-24,32,1,1,1,1
2,4,115,AC_169,AC_182,n,4,TRUE,FALSE,TRUE,4,4,NA,NA,2021-10-27,2021-11-04,NA,NA,NA,2022-05-13,NA,NA,NA,NA,NA,5,2,0,7,0,7,NA,NA,NA,NA,7,12.52,NA,NA,NA,NA,NA,NA,1.7885714285714285,NA,NA,1.7885714285714285,NA,1.4,9.799999999999999,13.24,NA,NA,NA,NA,2022-05-13,NA,198,190,2022-05-13,0,0,1,1,1
2,4,116,AC_172,AC_040,R,2,FALSE,TRUE,TRUE,7,"2,7,8",NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-05-03,7,7,0,14,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7142857142857142,24,34.34,2022-05-03,23.715,336.926,NA,2022-05-03,149,188,180,2022-05-24,21,1,1,1,1
2,4,116,AC_172,AC_040,R,7,TRUE,TRUE,TRUE,7,"2,7,8",NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-04-22,12,4,0,16,0,30,NA,NA,NA,NA,30,51.16,NA,NA,NA,NA,NA,NA,1.7053333333333331,NA,NA,1.7053333333333331,NA,2.5,40,NA,2022-04-22,22.2,305.3,NA,2022-04-22,138,177,169,2022-05-24,32,1,1,1,1
2,4,116,AC_172,AC_040,R,8,FALSE,TRUE,TRUE,7,"2,7,8",NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-04-22,10,5,0,15,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,21,NA,2022-04-22,25.488,406.151,NA,2022-04-22,138,177,169,2022-05-24,32,1,1,1,1
2,4,117,AC_103,AC_144,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-05,2021-10-27,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,0,3,0,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.9,2022-05-03,25.945,342.94,NA,2022-05-03,149,188,180,2022-05-13,10,1,1,1,0
2,4,118,AC_161,AC_088,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,7,6,0,13,10,7,NA,NA,NA,NA,7,14.83,NA,NA,NA,NA,NA,NA,2.1185714285714288,NA,NA,2.1185714285714288,NA,1,13,34.72,2022-04-22,19.986,289.914,NA,2022-04-22,170,177,169,2022-05-13,21,1,1,1,1
2,4,119,AC_008,AC_092,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,6,1,0,7,12,5,NA,NA,1,2.85,4,8,NA,NA,NA,NA,NA,2.85,2,NA,NA,2.425,0.6010407640085654,0.8333333333333334,5.833333333333334,NA,2022-04-22,23.389,330.775,NA,2022-04-22,138,177,169,2022-05-13,21,1,1,1,1
2,4,120,AC_091,AC_204,R,3,FALSE,TRUE,TRUE,6,"6,3,5",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,5,14,0,19,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,144.4,83.18,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
2,4,120,AC_091,AC_204,R,5,FALSE,TRUE,TRUE,6,"6,3,5",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,6,9,0,15,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8333333333333335,42.5,NA,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
2,4,120,AC_091,AC_204,R,6,TRUE,TRUE,TRUE,6,"6,3,5",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,11,7,0,18,19,31,NA,NA,20,19.02,11,14.5,NA,NA,NA,NA,NA,0.951,1.3181818181818181,NA,NA,1.134590909090909,0.25963675356476956,2.8181818181818183,50.727272727272734,50.44,2022-04-22,26.234,440.894,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
2,4,121,AC_170,AC_118,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,17,11,0,28,6,54,NA,NA,17,15.26,37,40.04,NA,NA,NA,NA,NA,0.8976470588235294,1.0821621621621622,NA,NA,0.9899046104928457,0.13047188080208386,3.176470588235294,88.94117647058823,51.92,2022-04-22,23.664,369.618,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
2,4,122,AC_107,AC_130,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,8,9,0,17,0,21,NA,NA,NA,NA,NA,NA,NA,NA,21,36.74,NA,NA,NA,NA,1.7495238095238097,1.7495238095238097,NA,2.625,44.625,42.48,2022-04-22,22.323,317.006,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
2,4,123,AC_039,AC_148,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,14,3,0,17,2,32,NA,NA,23,30.44,6,9.14,3,8.89,NA,NA,NA,1.3234782608695652,1.5233333333333334,2.9633333333333334,NA,1.9367149758454107,0.8946756124125519,2.2857142857142856,38.857142857142854,NA,NA,NA,NA,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
2,4,124,AC_047,AC_113,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-22,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-22,20.315,236.294,NA,2022-04-22,138,177,169,2022-04-22,0,1,1,0,0
2,4,125,AC_216,AC_034,R,1,FALSE,TRUE,TRUE,7,"1,7,4",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,6,1,0,7,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,13.45,NA,NA,NA,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
2,4,125,AC_216,AC_034,R,4,FALSE,TRUE,TRUE,7,"1,7,4",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,13,12,0,25,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6923076923076925,67.3076923076923,NA,NA,NA,NA,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
2,4,125,AC_216,AC_034,R,7,TRUE,TRUE,TRUE,7,"1,7,4",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,6,5,0,11,19,11,NA,NA,6,15.46,5,9.54,NA,NA,NA,NA,NA,2.5766666666666667,1.908,NA,NA,2.2423333333333333,0.4728187343534048,1.8333333333333333,20.166666666666664,24.45,2022-04-22,17.782,204.075,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
2,4,126,AC_054,AC_046,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,10,3,0,13,19,14,NA,NA,11,19.5,3,8.32,NA,NA,NA,NA,NA,1.7727272727272727,2.7733333333333334,NA,NA,2.273030303030303,0.707535330750903,1.4,18.2,19.14,2022-04-22,20.951,253.347,NA,2022-04-22,138,177,169,2022-05-13,21,1,1,1,1
2,4,127,AC_195,AC_179,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,3,4,0,7,9,7,NA,NA,7,13.71,NA,NA,NA,NA,NA,NA,NA,1.9585714285714286,NA,NA,NA,1.9585714285714286,NA,2.3333333333333335,16.333333333333336,10.18,2022-04-22,22.41,325.379,NA,2022-04-22,170,177,169,2022-05-13,21,1,1,1,1
2,4,128,AC_045,AC_151,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-05,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-22,3,3,0,6,18,6,NA,NA,2,5.7,4,7.57,NA,NA,NA,NA,NA,2.85,1.8925,NA,NA,2.37125,0.6770547429861192,2,12,21.75,2022-04-22,19.978,255.727,NA,2022-04-22,138,177,169,2022-05-03,11,1,1,1,1
2,4,129,AC_071,AC_215,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,17,5,0,22,18,24,NA,NA,10,20.63,14,32.05,NA,NA,NA,NA,NA,2.0629999999999997,2.289285714285714,NA,NA,2.1761428571428567,0.16000816305707027,1.411764705882353,31.058823529411768,106.85,2022-04-22,24.008,362.144,NA,2022-04-22,170,177,169,2022-05-13,21,1,1,1,1
2,4,130,AC_015,AC_197,R,3,TRUE,TRUE,TRUE,3,"6,7,3",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-04-09,30,14,0,44,0,175,NA,NA,49,82.09,50,76.29,NA,NA,NA,NA,NA,1.6753061224489796,1.5258,NA,NA,1.6005530612244898,0.10571679301257976,5.833333333333333,256.66666666666663,192.77,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-24,45,1,1,1,1
2,4,130,AC_015,AC_197,R,6,FALSE,TRUE,TRUE,3,"6,7,3",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,7,1,0,8,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.142857142857143,25.142857142857142,17.04,NA,NA,NA,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
2,4,130,AC_015,AC_197,R,7,FALSE,TRUE,TRUE,3,"6,7,3",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,15,10,0,25,22,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,130,NA,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
2,4,131,AC_198,AC_072,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,14,12,0,26,15,23,NA,NA,15,16.86,8,11.54,NA,NA,NA,NA,NA,1.1239999999999999,1.4425,NA,NA,1.2832499999999998,0.22521350980791538,1.6428571428571428,42.714285714285715,66.39,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
2,4,132,AC_216,AC_058,R,4,FALSE,TRUE,TRUE,8,"7,8,4",NA,2021-11-03,2021-10-27,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-04-22,25,5,0,30,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,37.2,93.5,2022-04-22,16.459,160.334,NA,2022-04-22,170,177,169,2022-05-24,32,1,1,1,1
2,4,132,AC_216,AC_058,R,7,FALSE,TRUE,TRUE,8,"7,8,4",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,35,9,0,44,0,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.342857142857143,103.08571428571429,NA,NA,NA,NA,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
2,4,132,AC_216,AC_058,R,8,TRUE,TRUE,TRUE,8,"7,8,4",NA,2021-12-05,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,5,2,0,7,52,41,NA,NA,35,71.7,11,24.28,NA,NA,NA,NA,NA,2.0485714285714285,2.2072727272727275,NA,NA,2.127922077922078,0.11221876449480035,8.2,57.39999999999999,NA,NA,NA,NA,NA,2022-04-09,125,164,156,2022-05-13,34,1,1,1,1
2,4,133,AC_094,AC_109,R,2,FALSE,TRUE,TRUE,6,"6,2,3",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-09,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-09,157,164,156,2022-04-22,13,1,1,0,0
2,4,133,AC_094,AC_109,R,3,FALSE,TRUE,TRUE,6,"6,2,3",NA,2021-11-03,2021-10-27,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,31,10,0,41,0,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.612903225806452,189.12903225806454,136.68,NA,NA,NA,NA,2022-04-09,157,164,156,2022-05-13,34,1,1,1,1
