Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_3.11,Fl_3.17,Fl_3.25,Fl_4.1,Fl_4.8,Fl_4.13,Fl_4.21,Fl_4.28,Fl_5.5,Fl_5.12,Fl_5.20,Fl_5.25,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,seeds_weighed_d6,seed_mass_mg_d6,seeds_weighed_d7,seed_mass_mg_d7,seeds_weighed_d8,seed_mass_mg_d8,seeds_weighed_d9,seed_mass_mg_d9,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_d6,msm_d7,msm_d8,msm_d9,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_area_mm2,corolla_diam_mm,notes_corolla,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
2,8,258,BO_143,BO_004,R,2,TRUE,TRUE,TRUE,2,2,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,NA,NA,2022-05-05,NA,NA,NA,NA,2022-03-25,3,3,0,6,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.22,NA,NA,3.22,NA,0.6666666666666666,4,51.83,2022-03-25,325.356,22.036,NA,2022-03-25,109,134,128,2022-05-05,41,1,1,1,1
2,8,259,BO_005,BO_176,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-15,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,NA,2022-05-12,2022-05-20,NA,NA,2022-03-25,2,11,0,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,62,2022-03-25,276.285,21.641,minor folding,2022-03-25,100,134,128,2022-05-20,56,1,1,1,0
2,8,260,BO_022,BO_009,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-15,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,2022-05-12,2022-05-20,NA,NA,2022-04-01,4,31,0,35,0,2,NA,NA,NA,NA,NA,NA,NA,NA,2,11.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.705,NA,NA,NA,NA,5.705,NA,0.5,17.5,136.95,2022-04-01,545.931,30.47,partially obstructed by vegetation,2022-03-25,100,134,128,2022-05-20,56,1,1,1,1
2,8,261,BO_163,BO_144,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,NA,2022-05-12,NA,NA,NA,2022-04-01,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,31.15,2022-03-25,284.849,23.544,NA,2022-03-25,109,134,128,2022-05-12,48,1,1,1,0
2,8,262,BO_088,BO_169,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,NA,2022-05-12,2022-05-20,NA,NA,2022-03-25,3,25,0,28,3,8,NA,NA,NA,NA,5,9.62,NA,NA,NA,NA,NA,NA,3,10.43,NA,NA,NA,NA,NA,NA,1.924,NA,NA,NA,3.4766666666666666,NA,NA,2.700333333333333,1.0979011289223128,2.6666666666666665,74.66666666666666,NA,2022-03-25,343.471,24.308,NA,2022-03-25,109,134,128,2022-05-20,56,1,1,1,1
2,8,263,BO_151,BO_167,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,2022-04-13,NA,NA,2022-05-05,NA,NA,NA,NA,NA,1,2,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,2.1,NA,1,3,NA,NA,NA,NA,NA,2022-04-08,123,148,142,2022-05-05,27,1,1,1,1
2,8,264,BO_039,BO_102,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,2022-04-21,NA,2022-05-05,NA,2022-05-20,NA,NA,2022-04-13,3,4,0,7,11,8,NA,NA,NA,NA,NA,NA,NA,NA,8,15.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93875,NA,NA,NA,NA,1.93875,NA,2.6666666666666665,18.666666666666664,NA,NA,NA,NA,NA,2022-04-01,116,141,135,2022-05-20,49,1,1,1,1
3,10,294,BO_074,BO_027,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-08,5,0,5,5,20,16,NA,NA,NA,NA,NA,NA,NA,NA,16,35.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.233125,NA,NA,NA,NA,2.233125,NA,3.2,16,NA,2022-04-08,315.703,21.77,NA,2022-04-01,116,141,135,2022-04-21,20,1,1,1,1
3,10,295,BO_069,BO_043,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,NA,2022-04-28,2022-05-05,NA,NA,2022-05-26,NA,2022-03-25,4,7,0,11,26,7,NA,NA,NA,NA,NA,NA,6,4.49,1,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7483333333333334,0.69,NA,NA,NA,NA,0.7191666666666667,0.04124789556921536,1.75,19.25,53.14,2022-03-25,381.289,24.699,NA,2022-03-25,109,134,128,2022-05-26,62,1,1,1,1
3,10,296,BO_038,BO_149,R,3,FALSE,TRUE,TRUE,5,"5,6,3",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,4,0,0,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,1,NA,2022-04-01,300.507,22.964,NA,2022-04-01,116,141,135,2022-04-08,7,1,1,1,1
3,10,296,BO_038,BO_149,R,5,TRUE,TRUE,TRUE,5,"5,6,3",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,NA,2022-04-28,NA,NA,2022-05-20,NA,NA,2022-04-01,1,1,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.75,NA,NA,5.75,NA,1,2,NA,2022-04-01,460.875,27.281,NA,2022-04-01,116,141,135,2022-05-20,49,1,1,1,1
3,10,296,BO_038,BO_149,R,6,FALSE,TRUE,TRUE,5,"5,6,3",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,NA,NA,2022-05-26,NA,2022-03-25,0,0,9,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-25,454.798,27.016,NA,2022-03-25,109,134,128,2022-05-26,62,1,1,0,0
3,10,297,BO_199,BO_018,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,NA,NA,NA,NA,NA,2022-04-01,6,0,13,6,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.64,NA,NA,NA,NA,5,11.48,NA,NA,NA,NA,NA,1.64,NA,NA,2.2960000000000003,1.968,0.4638620484583754,1,6,NA,2022-04-01,248.65,20.039,NA,2022-04-01,116,141,135,2022-04-28,27,1,1,1,1
3,10,298,BO_101,BO_080,R,1,TRUE,TRUE,TRUE,1,"1,3,4",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,NA,NA,NA,NA,2022-05-20,NA,NA,2022-04-08,2,0,1,2,0,6,NA,NA,NA,NA,4,18.62,NA,NA,2,9.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.655,NA,4.765,NA,NA,NA,NA,4.71,0.07778174593051983,3,6,13.97,2022-04-08,278.379,22.379,NA,2022-03-25,109,134,128,2022-05-20,56,1,1,1,1
3,10,298,BO_101,BO_080,R,3,FALSE,TRUE,TRUE,1,"1,3,4",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,1,0,2,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,30.67,2022-03-25,160.526,16.665,NA,2022-03-25,109,134,128,2022-04-08,14,1,1,1,1
3,10,298,BO_101,BO_080,R,4,FALSE,TRUE,TRUE,1,"1,3,4",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,NA,2022-05-12,2022-05-20,NA,NA,2022-03-25,3,3,8,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3333333333333333,2,67.4,2022-03-25,223.184,19.827,NA,2022-03-25,109,134,128,2022-05-20,56,1,1,1,1
3,10,299,BO_194,BO_098,n,1,TRUE,FALSE,TRUE,1,NA,Never marked in field but fruit collected,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,2022-05-12,NA,2022-05-26,NA,2022-03-25,1,0,12,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-25,202.803,19.073,NA,2022-03-25,109,134,128,2022-05-26,62,1,1,1,0
3,10,300,BO_088,BO_169,n,5,TRUE,FALSE,TRUE,5,NA,Never marked in field but fruit collected,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,NA,2022-05-12,2022-05-20,NA,NA,2022-04-01,1,1,11,2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,31.94,2022-04-01,345.81,23.421,NA,2022-04-01,116,141,135,2022-05-20,49,1,1,1,0
3,10,301,BO_162,BO_089,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,NA,2022-04-28,NA,NA,NA,NA,NA,2022-04-01,0,0,5,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-01,355.419,23.024,NA,2022-03-25,109,134,128,2022-04-28,34,1,1,0,0
3,10,302,BO_185,BO_085,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,2022-04-13,NA,NA,NA,NA,NA,NA,NA,2022-04-08,1,0,1,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-08,451.94,27.942,NA,2022-04-08,123,148,142,2022-04-13,5,1,1,1,0
3,10,303,BO_170,BO_045,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,2022-05-12,NA,NA,NA,2022-04-01,4,0,17,4,22,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,18.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7275,NA,NA,4.7275,NA,1,4,112.4,2022-04-01,381.538,28.386,NA,2022-04-01,116,141,135,2022-05-12,41,1,1,1,1
3,10,304,BO_201,BO_189,R,3,FALSE,TRUE,TRUE,4,"5,3,4",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-25,197.378,17.49,NA,2022-03-25,109,134,128,2022-04-08,14,1,1,0,0
3,10,304,BO_201,BO_189,R,4,TRUE,TRUE,TRUE,4,"5,3,4",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,NA,NA,NA,NA,2022-03-25,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,157.48,2022-03-25,267.413,21.23,NA,2022-03-25,109,134,128,2022-05-05,41,1,1,1,0
3,10,304,BO_201,BO_189,R,5,FALSE,TRUE,TRUE,4,"5,3,4",NA,2021-12-21,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-08,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.86,NA,NA,NA,NA,2022-04-08,108,148,142,2022-04-08,0,1,1,0,0
3,10,305,BO_189,BO_126,R,2,TRUE,TRUE,TRUE,2,"2,6,4",NA,2021-12-15,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-13,1,0,1,1,0,3,NA,NA,NA,NA,3,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,0.41,NA,3,3,21.28,NA,NA,NA,NA,2022-04-01,107,141,135,2022-04-21,20,1,1,1,1
3,10,305,BO_189,BO_126,R,4,FALSE,TRUE,TRUE,2,"2,6,4",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,2022-05-12,2022-05-20,2022-05-26,NA,2022-04-13,4,0,11,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2,NA,NA,NA,NA,NA,2022-03-25,109,134,128,2022-05-26,62,1,1,1,1
3,10,305,BO_189,BO_126,R,6,FALSE,TRUE,TRUE,2,"2,6,4",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,0,0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8.57,2022-03-25,255.763,20.969,NA,2022-03-25,109,134,128,2022-03-25,0,1,1,0,0
3,10,306,BO_143,BO_195,R,4,TRUE,TRUE,TRUE,4,"6,4,8",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,2022-05-12,2022-05-20,2022-05-26,NA,2022-04-13,1,0,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,43.78,NA,NA,NA,NA,2022-04-01,116,141,135,2022-05-26,55,1,1,1,0
3,10,306,BO_143,BO_195,R,6,FALSE,TRUE,TRUE,4,"6,4,8",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,2022-04-28,NA,NA,NA,NA,NA,2022-04-01,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-01,330.711,24.093,NA,2022-03-25,109,134,128,2022-04-28,34,1,1,1,0
3,10,306,BO_143,BO_195,R,8,FALSE,TRUE,TRUE,4,"6,4,8",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,NA,NA,NA,NA,NA,2022-04-01,1,1,5,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.92,2022-04-01,219.525,18.943,NA,2022-04-01,116,141,135,2022-04-28,27,1,1,1,0
3,10,307,BO_188,BO_052,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,NA,2022-04-28,NA,NA,NA,NA,NA,2022-04-01,2,0,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89,NA,NA,4.89,NA,0.5,1,11.66,2022-04-01,385.175,24.343,NA,2022-04-01,116,141,135,2022-04-28,27,1,1,1,1
3,10,308,BO_173,BO_054,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,NA,NA,2022-05-05,NA,2022-05-20,2022-05-26,NA,2022-04-08,1,1,8,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28.53,2022-04-08,386.214,25.102,NA,2022-04-01,116,141,135,2022-05-26,55,1,1,1,0
3,10,309,BO_109,BO_028,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,NA,2022-04-21,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-08,123,148,142,2022-04-21,13,1,1,1,0
3,10,310,BO_069,BO_201,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,2022-04-21,2022-04-28,2022-05-05,2022-05-12,2022-05-20,2022-05-26,NA,2022-04-01,2,2,9,4,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-01,181.856,18.307,NA,2022-04-01,116,141,135,2022-05-26,55,1,1,1,0
3,10,311,BO_040,BO_171,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-01,0,2,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.36,2022-04-01,247.575,19.786,NA,2022-04-01,116,141,135,2022-04-21,20,1,1,1,0
3,10,312,BO_173,BO_091,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,0,0,3,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-01,239.677,20.397,NA,2022-03-25,109,134,128,2022-04-08,14,1,1,0,0
3,10,313,BO_128,BO_044,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,2022-05-12,2022-05-20,NA,NA,2022-03-25,1,0,4,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53,NA,NA,NA,NA,4.53,NA,1,1,9.2,2022-03-25,205.72,18.008,NA,2022-03-25,109,134,128,2022-05-20,56,1,1,1,1
3,10,314,BO_177,BO_121,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-11,2021-11-17,NA,2022-03-17,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-03-17,101,126,120,2022-04-08,22,1,1,0,0
3,10,315,BO_065,BO_078,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,NA,2022-04-21,2022-04-28,2022-05-05,2022-05-12,NA,NA,NA,NA,1,0,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-05-05,396.359,25.881,NA,2022-04-01,116,141,135,2022-05-12,41,1,1,1,0
3,10,316,BO_096,BO_178,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,1,0,5,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58,NA,NA,NA,NA,5.58,NA,1,1,10.49,2022-04-01,261.406,19.749,NA,2022-04-01,116,141,135,2022-04-08,7,1,1,1,1
3,10,317,BO_187,BO_031,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,NA,NA,2022-04-28,NA,NA,NA,NA,NA,NA,1,0,1,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8966666666666667,NA,NA,1.8966666666666667,NA,3,3,5.31,NA,NA,NA,NA,2022-04-01,116,141,135,2022-04-28,27,1,1,1,1
3,10,318,BO_070,BO_184,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-21,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,2,0,0,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4025,NA,NA,NA,2.4025,NA,2,4,4.04,2022-04-01,276.639,21.636,NA,2022-04-01,101,141,135,2022-04-08,7,1,1,1,1
3,10,319,BO_153,BO_157,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,NA,2022-04-08,2022-04-13,NA,NA,NA,NA,NA,NA,NA,2022-03-25,3,0,0,3,1,6,NA,NA,NA,NA,NA,NA,NA,NA,6,13.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2416666666666667,NA,NA,NA,NA,2.2416666666666667,NA,2,6,4.62,2022-03-25,132.847,15.457,NA,2022-03-25,109,134,128,2022-04-13,19,1,1,1,1
3,10,320,BO_170,BO_055,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,NA,2022-04-08,2022-04-13,2022-04-21,NA,2022-05-05,2022-05-12,2022-05-20,NA,NA,2022-03-25,2,8,0,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68,NA,NA,3.68,NA,0.5,5,NA,2022-03-25,237.153,20.353,NA,2022-03-25,109,134,128,2022-05-20,56,1,1,1,1
3,10,321,BO_189,BO_142,R,1,TRUE,TRUE,TRUE,1,"1,7,8",NA,2021-12-15,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-13,NA,2022-04-28,2022-05-05,NA,2022-05-20,NA,NA,2022-03-25,1,0,4,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.835,NA,NA,2.835,NA,2,2,25.7,2022-03-25,239.57,21.115,NA,2022-03-25,100,134,128,2022-05-20,56,1,1,1,1
3,10,321,BO_189,BO_142,R,7,FALSE,TRUE,TRUE,1,"1,7,8",NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,NA,NA,2022-04-28,NA,NA,NA,NA,NA,2022-04-08,1,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.54,NA,NA,NA,NA,2022-04-08,123,148,142,2022-04-28,20,1,1,1,0
