Block,Location,Sequence,Donor,Recipient,Plant_ID,Co.,Germ_Date,Sow_Date
2,88,244,BB_011,BB_116,1,3,2021-12-20,2021-12-02
2,88,244,BB_011,BB_116,2,3,2021-12-13,2021-12-02
2,88,244,BB_011,BB_116,3,3,2021-12-20,2021-12-02
2,88,244,BB_011,BB_116,4,3,2021-12-20,2021-12-02
2,88,244,BB_011,BB_116,5,3,NA,2021-12-02
2,88,244,BB_011,BB_116,6,3,2021-12-20,2021-12-02
2,88,244,BB_011,BB_116,7,3,2021-12-20,2021-12-02
2,88,244,BB_011,BB_116,8,3,NA,2021-12-02
2,88,245,BB_177,BB_140,1,4,NA,2021-12-02
2,88,245,BB_177,BB_140,2,4,2021-12-13,2021-12-02
2,88,245,BB_177,BB_140,3,4,2021-12-13,2021-12-02
2,88,245,BB_177,BB_140,4,4,2021-12-13,2021-12-02
2,88,245,BB_177,BB_140,5,4,2021-12-13,2021-12-02
2,88,245,BB_177,BB_140,6,4,2021-12-13,2021-12-02
2,88,245,BB_177,BB_140,7,4,2021-12-20,2021-12-02
2,88,245,BB_177,BB_140,8,4,2021-12-13,2021-12-02
2,89,246,BB_162,BB_154,1,1,2021-12-30,2021-12-02
2,89,246,BB_162,BB_154,2,1,2021-12-20,2021-12-02
2,89,246,BB_162,BB_154,3,1,2021-12-13,2021-12-02
2,89,246,BB_162,BB_154,4,1,2021-12-20,2021-12-02
2,89,246,BB_162,BB_154,5,1,2021-12-13,2021-12-02
2,89,246,BB_162,BB_154,6,1,2021-12-13,2021-12-02
2,89,246,BB_162,BB_154,7,1,2021-12-13,2021-12-02
2,89,246,BB_162,BB_154,8,1,2021-12-20,2021-12-02
2,89,247,BB_091,BB_139,1,5,2021-12-13,2021-12-02
2,89,247,BB_091,BB_139,2,5,2021-12-20,2021-12-02
2,89,247,BB_091,BB_139,3,5,2021-12-20,2021-12-02
2,89,247,BB_091,BB_139,4,5,NA,2021-12-02
2,89,247,BB_091,BB_139,5,5,2021-12-13,2021-12-02
2,89,247,BB_091,BB_139,6,5,NA,2021-12-02
2,89,247,BB_091,BB_139,7,5,2021-12-20,2021-12-02
2,89,247,BB_091,BB_139,8,5,NA,2021-12-02
2,89,248,BB_014,BB_185,1,2,NA,2021-12-02
2,89,248,BB_014,BB_185,2,2,2021-12-13,2021-12-02
2,89,248,BB_014,BB_185,3,2,2021-12-20,2021-12-02
2,89,248,BB_014,BB_185,4,2,NA,2021-12-02
2,89,248,BB_014,BB_185,5,2,NA,2021-12-02
2,89,248,BB_014,BB_185,6,2,2021-12-13,2021-12-02
2,89,248,BB_014,BB_185,7,2,2021-12-13,2021-12-02
2,89,248,BB_014,BB_185,8,2,2021-12-13,2021-12-02
2,89,249,BB_122,BB_208,1,1,2021-12-13,2021-12-02
2,89,249,BB_122,BB_208,2,1,2021-12-13,2021-12-02
2,89,249,BB_122,BB_208,3,1,2021-12-13,2021-12-02
2,89,249,BB_122,BB_208,4,1,2021-12-13,2021-12-02
2,89,249,BB_122,BB_208,5,1,NA,2021-12-02
2,89,249,BB_122,BB_208,6,1,2021-12-20,2021-12-02
2,89,249,BB_122,BB_208,7,1,2021-12-13,2021-12-02
2,89,249,BB_122,BB_208,8,1,2021-12-13,2021-12-02
2,91,250,BB_144,BB_158,1,3,NA,2021-12-02
2,91,250,BB_144,BB_158,2,3,NA,2021-12-02
2,91,250,BB_144,BB_158,3,3,NA,2021-12-02
2,91,250,BB_144,BB_158,4,3,2021-12-20,2021-12-02
2,91,250,BB_144,BB_158,5,3,2021-12-20,2021-12-02
2,91,250,BB_144,BB_158,6,3,NA,2021-12-02
2,91,250,BB_144,BB_158,7,3,2021-12-30,2021-12-02
2,91,250,BB_144,BB_158,8,3,NA,2021-12-02
2,91,251,BB_176,BB_049,1,5,2021-12-13,2021-12-02
2,91,251,BB_176,BB_049,2,5,2021-12-20,2021-12-02
2,91,251,BB_176,BB_049,3,5,2021-12-13,2021-12-02
2,91,251,BB_176,BB_049,4,5,2021-12-20,2021-12-02
2,91,251,BB_176,BB_049,5,5,2021-12-13,2021-12-02
2,91,251,BB_176,BB_049,6,5,2021-12-13,2021-12-02
2,91,251,BB_176,BB_049,7,5,2021-12-13,2021-12-02
2,91,251,BB_176,BB_049,8,5,2021-12-13,2021-12-02
2,91,252,BB_026,BB_070,1,4,2021-12-13,2021-12-02
2,91,252,BB_026,BB_070,2,4,NA,2021-12-02
2,91,252,BB_026,BB_070,3,4,2021-12-13,2021-12-02
2,91,252,BB_026,BB_070,4,4,2021-12-30,2021-12-02
2,91,252,BB_026,BB_070,5,4,2021-12-20,2021-12-02
2,91,252,BB_026,BB_070,6,4,2021-12-20,2021-12-02
2,91,252,BB_026,BB_070,7,4,NA,2021-12-02
2,91,252,BB_026,BB_070,8,4,2021-12-20,2021-12-02
2,91,253,BB_130,BB_007,1,4,2021-12-13,2021-12-02
2,91,253,BB_130,BB_007,2,4,2021-12-13,2021-12-02
2,91,253,BB_130,BB_007,3,4,2021-12-13,2021-12-02
2,91,253,BB_130,BB_007,4,4,2021-12-13,2021-12-02
2,91,253,BB_130,BB_007,5,4,2021-12-13,2021-12-02
2,91,253,BB_130,BB_007,6,4,2021-12-13,2021-12-02
2,91,253,BB_130,BB_007,7,4,2021-12-13,2021-12-02
2,91,253,BB_130,BB_007,8,4,2021-12-13,2021-12-02
2,92,254,BB_169,BB_160,1,3,2021-12-13,2021-12-02
2,92,254,BB_169,BB_160,2,3,2021-12-20,2021-12-02
2,92,254,BB_169,BB_160,3,3,2021-12-13,2021-12-02
2,92,254,BB_169,BB_160,4,3,2021-12-13,2021-12-02
2,92,254,BB_169,BB_160,5,3,2021-12-13,2021-12-02
2,92,254,BB_169,BB_160,6,3,2021-12-13,2021-12-02
2,92,254,BB_169,BB_160,7,3,2021-12-13,2021-12-02
2,92,254,BB_169,BB_160,8,3,2021-12-20,2021-12-02
2,92,255,BB_174,BB_010,1,3,2021-12-13,2021-12-02
2,92,255,BB_174,BB_010,2,3,NA,2021-12-02
2,92,255,BB_174,BB_010,3,3,2021-12-13,2021-12-02
2,92,255,BB_174,BB_010,4,3,2021-12-20,2021-12-02
2,92,255,BB_174,BB_010,5,3,2021-12-13,2021-12-02
2,92,255,BB_174,BB_010,6,3,2021-12-13,2021-12-02
2,92,255,BB_174,BB_010,7,3,2021-12-13,2021-12-02
2,92,255,BB_174,BB_010,8,3,2021-12-13,2021-12-02
2,92,256,BB_177,BB_117,1,4,2021-12-13,2021-12-02
2,92,256,BB_177,BB_117,2,4,2021-12-13,2021-12-02
2,92,256,BB_177,BB_117,3,4,2021-12-13,2021-12-02
2,92,256,BB_177,BB_117,4,4,2021-12-13,2021-12-02
2,92,256,BB_177,BB_117,5,4,2021-12-13,2021-12-02
2,92,256,BB_177,BB_117,6,4,2021-12-13,2021-12-02
2,92,256,BB_177,BB_117,7,4,2021-12-20,2021-12-02
2,92,256,BB_177,BB_117,8,4,2021-12-13,2021-12-02
2,92,257,BB_162,BB_080,1,1,2021-12-13,2021-12-02
2,92,257,BB_162,BB_080,2,1,2021-12-30,2021-12-02
2,92,257,BB_162,BB_080,3,1,2021-12-13,2021-12-02
2,92,257,BB_162,BB_080,4,1,2021-12-13,2021-12-02
2,92,257,BB_162,BB_080,5,1,2021-12-13,2021-12-02
2,92,257,BB_162,BB_080,6,1,NA,2021-12-02
2,92,257,BB_162,BB_080,7,1,2021-12-20,2021-12-02
2,92,257,BB_162,BB_080,8,1,2021-12-13,2021-12-02
2,93,258,BB_215,BB_004,1,5,2021-12-20,2021-12-02
2,93,258,BB_215,BB_004,2,5,2021-12-13,2021-12-02
2,93,258,BB_215,BB_004,3,5,NA,2021-12-02
2,93,258,BB_215,BB_004,4,5,2021-12-13,2021-12-02
2,93,258,BB_215,BB_004,5,5,2021-12-13,2021-12-02
2,93,258,BB_215,BB_004,6,5,NA,2021-12-02
2,93,258,BB_215,BB_004,7,5,2021-12-13,2021-12-02
2,93,258,BB_215,BB_004,8,5,2021-12-20,2021-12-02
2,93,259,BB_175,BB_172,1,4,2021-12-13,2021-12-02
2,93,259,BB_175,BB_172,2,4,2021-12-13,2021-12-02
2,93,259,BB_175,BB_172,3,4,NA,2021-12-02
2,93,259,BB_175,BB_172,4,4,NA,2021-12-02
2,93,259,BB_175,BB_172,5,4,2021-12-13,2021-12-02
2,93,259,BB_175,BB_172,6,4,NA,2021-12-02
2,93,259,BB_175,BB_172,7,4,NA,2021-12-02
2,93,259,BB_175,BB_172,8,4,NA,2021-12-02
2,93,260,BB_198,BB_138,1,3,2021-12-13,2021-12-02
2,93,260,BB_198,BB_138,2,3,2021-12-30,2021-12-02
2,93,260,BB_198,BB_138,3,3,2021-12-13,2021-12-02
2,93,260,BB_198,BB_138,4,3,2021-12-13,2021-12-02
2,93,260,BB_198,BB_138,5,3,2021-12-13,2021-12-02
2,93,260,BB_198,BB_138,6,3,2021-12-13,2021-12-02
2,93,260,BB_198,BB_138,7,3,2021-12-20,2021-12-02
2,93,260,BB_198,BB_138,8,3,NA,2021-12-02
2,93,261,BB_213,BB_132,1,1,2021-12-13,2021-12-02
2,93,261,BB_213,BB_132,2,1,NA,2021-12-02
2,93,261,BB_213,BB_132,3,1,2021-12-13,2021-12-02
2,93,261,BB_213,BB_132,4,1,2021-12-13,2021-12-02
2,93,261,BB_213,BB_132,5,1,2021-12-30,2021-12-02
2,93,261,BB_213,BB_132,6,1,2021-12-13,2021-12-02
2,93,261,BB_213,BB_132,7,1,2021-12-13,2021-12-02
2,93,261,BB_213,BB_132,8,1,2021-12-20,2021-12-02
2,94,262,BB_091,BB_094,1,5,2021-12-20,2021-12-02
2,94,262,BB_091,BB_094,2,5,NA,2021-12-02
2,94,262,BB_091,BB_094,3,5,2021-12-13,2021-12-02
2,94,262,BB_091,BB_094,4,5,NA,2021-12-02
2,94,262,BB_091,BB_094,5,5,2021-12-13,2021-12-02
2,94,262,BB_091,BB_094,6,5,2021-12-13,2021-12-02
2,94,262,BB_091,BB_094,7,5,NA,2021-12-02
2,94,262,BB_091,BB_094,8,5,NA,2021-12-02
2,94,263,BB_065,BB_013,1,3,2021-12-13,2021-12-02
2,94,263,BB_065,BB_013,2,3,2021-12-20,2021-12-02
2,94,263,BB_065,BB_013,3,3,NA,2021-12-02
2,94,263,BB_065,BB_013,4,3,2021-12-20,2021-12-02
2,94,263,BB_065,BB_013,5,3,2021-12-13,2021-12-02
2,94,263,BB_065,BB_013,6,3,NA,2021-12-02
2,94,263,BB_065,BB_013,7,3,NA,2021-12-02
2,94,263,BB_065,BB_013,8,3,2021-12-13,2021-12-02
2,94,264,BB_202,BB_101,1,1,2021-12-13,2021-12-02
2,94,264,BB_202,BB_101,2,1,2021-12-13,2021-12-02
2,94,264,BB_202,BB_101,3,1,2021-12-13,2021-12-02
2,94,264,BB_202,BB_101,4,1,2021-12-13,2021-12-02
2,94,264,BB_202,BB_101,5,1,2021-12-13,2021-12-02
2,94,264,BB_202,BB_101,6,1,2021-12-13,2021-12-02
2,94,264,BB_202,BB_101,7,1,2021-12-13,2021-12-02
2,94,264,BB_202,BB_101,8,1,NA,2021-12-02
2,95,265,BB_182,BB_201,1,2,NA,2021-12-02
2,95,265,BB_182,BB_201,2,2,NA,2021-12-02
2,95,265,BB_182,BB_201,3,2,2021-12-13,2021-12-02
2,95,265,BB_182,BB_201,4,2,NA,2021-12-02
2,95,265,BB_182,BB_201,5,2,2021-12-13,2021-12-02
2,95,265,BB_182,BB_201,6,2,2021-12-13,2021-12-02
2,95,265,BB_182,BB_201,7,2,NA,2021-12-02
2,95,265,BB_182,BB_201,8,2,2021-12-13,2021-12-02
2,95,266,BB_196,BB_088,1,2,NA,2021-12-02
2,95,266,BB_196,BB_088,2,2,NA,2021-12-02
2,95,266,BB_196,BB_088,3,2,2021-12-13,2021-12-02
2,95,266,BB_196,BB_088,4,2,NA,2021-12-02
2,95,266,BB_196,BB_088,5,2,2021-12-13,2021-12-02
2,95,266,BB_196,BB_088,6,2,NA,2021-12-02
2,95,266,BB_196,BB_088,7,2,NA,2021-12-02
2,95,266,BB_196,BB_088,8,2,2021-12-20,2021-12-02
2,95,267,BB_015,BB_063,1,2,2021-12-13,2021-12-02
2,95,267,BB_015,BB_063,2,2,2021-12-13,2021-12-02
2,95,267,BB_015,BB_063,3,2,2021-12-13,2021-12-02
2,95,267,BB_015,BB_063,4,2,2021-12-13,2021-12-02
2,95,267,BB_015,BB_063,5,2,2021-12-13,2021-12-02
2,95,267,BB_015,BB_063,6,2,2021-12-13,2021-12-02
2,95,267,BB_015,BB_063,7,2,2021-12-13,2021-12-02
2,95,267,BB_015,BB_063,8,2,2021-12-13,2021-12-02
2,96,268,BB_188,BB_205,1,6,2021-12-13,2021-12-02
2,96,268,BB_188,BB_205,2,6,2021-12-20,2021-12-02
2,96,268,BB_188,BB_205,3,6,2021-12-20,2021-12-02
2,96,268,BB_188,BB_205,4,6,2021-12-13,2021-12-02
2,96,268,BB_188,BB_205,5,6,2021-12-13,2021-12-02
2,96,268,BB_188,BB_205,6,6,NA,2021-12-02
2,96,268,BB_188,BB_205,7,6,NA,2021-12-02
2,96,268,BB_188,BB_205,8,6,NA,2021-12-02
2,96,269,BB_057,BB_200,1,5,2021-12-13,2021-12-02
2,96,269,BB_057,BB_200,2,5,2021-12-13,2021-12-02
2,96,269,BB_057,BB_200,3,5,2021-12-13,2021-12-02
2,96,269,BB_057,BB_200,4,5,2021-12-13,2021-12-02
2,96,269,BB_057,BB_200,5,5,2021-12-13,2021-12-02
2,96,269,BB_057,BB_200,6,5,2021-12-13,2021-12-02
2,96,269,BB_057,BB_200,7,5,2021-12-13,2021-12-02
2,96,269,BB_057,BB_200,8,5,2021-12-13,2021-12-02
2,96,270,BB_091,BB_098,1,5,2021-12-13,2021-12-02
2,96,270,BB_091,BB_098,2,5,2021-12-13,2021-12-02
2,96,270,BB_091,BB_098,3,5,2021-12-13,2021-12-02
2,96,270,BB_091,BB_098,4,5,2021-12-13,2021-12-02
2,96,270,BB_091,BB_098,5,5,2021-12-20,2021-12-02
2,96,270,BB_091,BB_098,6,5,2021-12-13,2021-12-02
2,96,270,BB_091,BB_098,7,5,2021-12-13,2021-12-02
2,96,270,BB_091,BB_098,8,5,2021-12-13,2021-12-02
2,96,271,BB_173,BB_044,1,5,2021-12-13,2021-12-02
2,96,271,BB_173,BB_044,2,5,2021-12-13,2021-12-02
2,96,271,BB_173,BB_044,3,5,2021-12-20,2021-12-02
2,96,271,BB_173,BB_044,4,5,2021-12-13,2021-12-02
2,96,271,BB_173,BB_044,5,5,2021-12-20,2021-12-02
2,96,271,BB_173,BB_044,6,5,2021-12-13,2021-12-02
2,96,271,BB_173,BB_044,7,5,2021-12-13,2021-12-02
2,96,271,BB_173,BB_044,8,5,2021-12-13,2021-12-02
2,97,272,BB_197,BB_060,1,2,2021-12-13,2021-12-02
2,97,272,BB_197,BB_060,2,2,2021-12-13,2021-12-02
2,97,272,BB_197,BB_060,3,2,2021-12-13,2021-12-02
2,97,272,BB_197,BB_060,4,2,2021-12-13,2021-12-02
2,97,272,BB_197,BB_060,5,2,2021-12-13,2021-12-02
2,97,272,BB_197,BB_060,6,2,2021-12-13,2021-12-02
2,97,272,BB_197,BB_060,7,2,NA,2021-12-02
2,97,272,BB_197,BB_060,8,2,2021-12-13,2021-12-02
2,97,273,BB_023,BB_190,1,1,2021-12-13,2021-12-02
2,97,273,BB_023,BB_190,2,1,2021-12-13,2021-12-02
2,97,273,BB_023,BB_190,3,1,2021-12-13,2021-12-02
2,97,273,BB_023,BB_190,4,1,NA,2021-12-02
2,97,273,BB_023,BB_190,5,1,2021-12-30,2021-12-02
2,97,273,BB_023,BB_190,6,1,2021-12-13,2021-12-02
2,97,273,BB_023,BB_190,7,1,NA,2021-12-02
2,97,273,BB_023,BB_190,8,1,2021-12-20,2021-12-02
2,97,274,BB_047,BB_071,1,4,2021-12-13,2021-12-02
2,97,274,BB_047,BB_071,2,4,2021-12-13,2021-12-02
2,97,274,BB_047,BB_071,3,4,NA,2021-12-02
2,97,274,BB_047,BB_071,4,4,2021-12-13,2021-12-02
2,97,274,BB_047,BB_071,5,4,NA,2021-12-02
2,97,274,BB_047,BB_071,6,4,NA,2021-12-02
2,97,274,BB_047,BB_071,7,4,2021-12-13,2021-12-02
2,97,274,BB_047,BB_071,8,4,2021-12-13,2021-12-02
2,98,275,BB_167,BB_110,1,3,NA,2021-12-02
2,98,275,BB_167,BB_110,2,3,2021-12-20,2021-12-02
2,98,275,BB_167,BB_110,3,3,2021-12-13,2021-12-02
2,98,275,BB_167,BB_110,4,3,2021-12-13,2021-12-02
2,98,275,BB_167,BB_110,5,3,2021-12-20,2021-12-02
2,98,275,BB_167,BB_110,6,3,2021-12-13,2021-12-02
2,98,275,BB_167,BB_110,7,3,2021-12-20,2021-12-02
2,98,275,BB_167,BB_110,8,3,NA,2021-12-02
2,98,276,BB_142,BB_086,1,2,2021-12-20,2021-12-02
2,98,276,BB_142,BB_086,2,2,2021-12-13,2021-12-02
2,98,276,BB_142,BB_086,3,2,2021-12-13,2021-12-02
2,98,276,BB_142,BB_086,4,2,2021-12-13,2021-12-02
2,98,276,BB_142,BB_086,5,2,2021-12-13,2021-12-02
2,98,276,BB_142,BB_086,6,2,2021-12-30,2021-12-02
2,98,276,BB_142,BB_086,7,2,2021-12-13,2021-12-02
2,98,276,BB_142,BB_086,8,2,2021-12-13,2021-12-02
2,99,277,BB_217,BB_205,1,5,2021-12-13,2021-12-02
2,99,277,BB_217,BB_205,2,5,2021-12-13,2021-12-02
2,99,277,BB_217,BB_205,3,5,2021-12-13,2021-12-02
2,99,277,BB_217,BB_205,4,5,2021-12-13,2021-12-02
2,99,277,BB_217,BB_205,5,5,2021-12-13,2021-12-02
2,99,277,BB_217,BB_205,6,5,2021-12-13,2021-12-02
2,99,277,BB_217,BB_205,7,5,2021-12-13,2021-12-02
2,99,277,BB_217,BB_205,8,5,2021-12-13,2021-12-02
2,99,278,BB_176,BB_059,1,5,2021-12-13,2021-12-02
2,99,278,BB_176,BB_059,2,5,2021-12-13,2021-12-02
2,99,278,BB_176,BB_059,3,5,NA,2021-12-02
2,99,278,BB_176,BB_059,4,5,2021-12-20,2021-12-02
2,99,278,BB_176,BB_059,5,5,2021-12-13,2021-12-02
2,99,278,BB_176,BB_059,6,5,2021-12-13,2021-12-02
2,99,278,BB_176,BB_059,7,5,2021-12-13,2021-12-02
2,99,278,BB_176,BB_059,8,5,2021-12-20,2021-12-02
2,99,279,BB_198,BB_035,1,3,2021-12-13,2021-12-02
2,99,279,BB_198,BB_035,2,3,2021-12-13,2021-12-02
2,99,279,BB_198,BB_035,3,3,2021-12-20,2021-12-02
2,99,279,BB_198,BB_035,4,3,NA,2021-12-02
2,99,279,BB_198,BB_035,5,3,2021-12-13,2021-12-02
2,99,279,BB_198,BB_035,6,3,2021-12-13,2021-12-02
2,99,279,BB_198,BB_035,7,3,2021-12-13,2021-12-02
2,99,279,BB_198,BB_035,8,3,NA,2021-12-02
2,99,280,BB_065,BB_192,1,3,2021-12-13,2021-12-02
2,99,280,BB_065,BB_192,2,3,2021-12-13,2021-12-02
2,99,280,BB_065,BB_192,3,3,2021-12-13,2021-12-02
2,99,280,BB_065,BB_192,4,3,2021-12-13,2021-12-02
2,99,280,BB_065,BB_192,5,3,2021-12-13,2021-12-02
2,99,280,BB_065,BB_192,6,3,2021-12-13,2021-12-02
2,99,280,BB_065,BB_192,7,3,2021-12-30,2021-12-02
2,99,280,BB_065,BB_192,8,3,NA,2021-12-02
2,101,281,BB_108,BB_097,1,5,2021-12-13,2021-12-02
2,101,281,BB_108,BB_097,2,5,2021-12-13,2021-12-02
2,101,281,BB_108,BB_097,3,5,NA,2021-12-02
2,101,281,BB_108,BB_097,4,5,2021-12-13,2021-12-02
2,101,281,BB_108,BB_097,5,5,NA,2021-12-02
2,101,281,BB_108,BB_097,6,5,2021-12-13,2021-12-02
2,101,281,BB_108,BB_097,7,5,2021-12-13,2021-12-02
2,101,281,BB_108,BB_097,8,5,2021-12-13,2021-12-02
2,101,282,BB_001,BB_074,1,4,2021-12-13,2021-12-02
2,101,282,BB_001,BB_074,2,4,2021-12-13,2021-12-02
2,101,282,BB_001,BB_074,3,4,2021-12-13,2021-12-02
2,101,282,BB_001,BB_074,4,4,2021-12-13,2021-12-02
2,101,282,BB_001,BB_074,5,4,2021-12-20,2021-12-02
2,101,282,BB_001,BB_074,6,4,2021-12-13,2021-12-02
2,101,282,BB_001,BB_074,7,4,2021-12-13,2021-12-02
2,101,282,BB_001,BB_074,8,4,2021-12-13,2021-12-02
2,101,283,BB_182,BB_021,1,2,2021-12-13,2021-12-02
2,101,283,BB_182,BB_021,2,2,2021-12-13,2021-12-02
2,101,283,BB_182,BB_021,3,2,2021-12-13,2021-12-02
2,101,283,BB_182,BB_021,4,2,2021-12-13,2021-12-02
2,101,283,BB_182,BB_021,5,2,2021-12-13,2021-12-02
2,101,283,BB_182,BB_021,6,2,2021-12-13,2021-12-02
2,101,283,BB_182,BB_021,7,2,2021-12-13,2021-12-02
2,101,283,BB_182,BB_021,8,2,2021-12-13,2021-12-02
2,102,284,BB_196,BB_089,1,2,2021-12-13,2021-12-02
2,102,284,BB_196,BB_089,2,2,2021-12-20,2021-12-02
2,102,284,BB_196,BB_089,3,2,2021-12-13,2021-12-02
2,102,284,BB_196,BB_089,4,2,2021-12-13,2021-12-02
2,102,284,BB_196,BB_089,5,2,2021-12-20,2021-12-02
2,102,284,BB_196,BB_089,6,2,2021-12-13,2021-12-02
2,102,284,BB_196,BB_089,7,2,2021-12-13,2021-12-02
2,102,284,BB_196,BB_089,8,2,2021-12-20,2021-12-02
2,102,285,BB_055,BB_183,1,2,2021-12-13,2021-12-02
2,102,285,BB_055,BB_183,2,2,2021-12-13,2021-12-02
2,102,285,BB_055,BB_183,3,2,2021-12-13,2021-12-02
2,102,285,BB_055,BB_183,4,2,2021-12-13,2021-12-02
2,102,285,BB_055,BB_183,5,2,NA,2021-12-02
2,102,285,BB_055,BB_183,6,2,2021-12-13,2021-12-02
2,102,285,BB_055,BB_183,7,2,2021-12-30,2021-12-02
2,102,285,BB_055,BB_183,8,2,2021-12-13,2021-12-02
2,102,286,BB_005,BB_034,1,4,2021-12-13,2021-12-02
2,102,286,BB_005,BB_034,2,4,NA,2021-12-02
2,102,286,BB_005,BB_034,3,4,2021-12-20,2021-12-02
2,102,286,BB_005,BB_034,4,4,2021-12-13,2021-12-02
2,102,286,BB_005,BB_034,5,4,NA,2021-12-02
2,102,286,BB_005,BB_034,6,4,2021-12-20,2021-12-02
2,102,286,BB_005,BB_034,7,4,2021-12-13,2021-12-02
2,102,286,BB_005,BB_034,8,4,2021-12-20,2021-12-02
2,103,287,BB_217,BB_054,1,5,2021-12-13,2021-12-02
2,103,287,BB_217,BB_054,2,5,2021-12-13,2021-12-02
2,103,287,BB_217,BB_054,3,5,2021-12-13,2021-12-02
2,103,287,BB_217,BB_054,4,5,2021-12-13,2021-12-02
2,103,287,BB_217,BB_054,5,5,2021-12-13,2021-12-02
2,103,287,BB_217,BB_054,6,5,2021-12-13,2021-12-02
2,103,287,BB_217,BB_054,7,5,2021-12-13,2021-12-02
2,103,287,BB_217,BB_054,8,5,2021-12-13,2021-12-02
2,103,288,BB_011,BB_215,1,3,2021-12-13,2021-12-02
2,103,288,BB_011,BB_215,2,3,2021-12-20,2021-12-02
2,103,288,BB_011,BB_215,3,3,2021-12-20,2021-12-02
2,103,288,BB_011,BB_215,4,3,2021-12-13,2021-12-02
2,103,288,BB_011,BB_215,5,3,2021-12-20,2021-12-02
2,103,288,BB_011,BB_215,6,3,2021-12-13,2021-12-02
2,103,288,BB_011,BB_215,7,3,2021-12-13,2021-12-02
2,103,288,BB_011,BB_215,8,3,2021-12-13,2021-12-02
2,103,289,BB_144,BB_030,1,3,2021-12-20,2021-12-02
2,103,289,BB_144,BB_030,2,3,NA,2021-12-02
2,103,289,BB_144,BB_030,3,3,2021-12-13,2021-12-02
2,103,289,BB_144,BB_030,4,3,2021-12-13,2021-12-02
2,103,289,BB_144,BB_030,5,3,2021-12-13,2021-12-02
2,103,289,BB_144,BB_030,6,3,2021-12-13,2021-12-02
2,103,289,BB_144,BB_030,7,3,2021-12-13,2021-12-02
2,103,289,BB_144,BB_030,8,3,2021-12-13,2021-12-02
2,103,290,BB_169,BB_181,1,3,NA,2021-12-02
2,103,290,BB_169,BB_181,2,3,2021-12-20,2021-12-02
2,103,290,BB_169,BB_181,3,3,2021-12-20,2021-12-02
2,103,290,BB_169,BB_181,4,3,2021-12-30,2021-12-02
2,103,290,BB_169,BB_181,5,3,2021-12-20,2021-12-02
2,103,290,BB_169,BB_181,6,3,2021-12-13,2021-12-02
2,103,290,BB_169,BB_181,7,3,NA,2021-12-02
2,103,290,BB_169,BB_181,8,3,NA,2021-12-02
2,104,291,BB_130,BB_048,1,4,2021-12-13,2021-12-02
2,104,291,BB_130,BB_048,2,4,2021-12-20,2021-12-02
2,104,291,BB_130,BB_048,3,4,2021-12-20,2021-12-02
2,104,291,BB_130,BB_048,4,4,2021-12-13,2021-12-02
2,104,291,BB_130,BB_048,5,4,2021-12-20,2021-12-02
2,104,291,BB_130,BB_048,6,4,2021-12-13,2021-12-02
2,104,291,BB_130,BB_048,7,4,NA,2021-12-02
2,104,291,BB_130,BB_048,8,4,2021-12-13,2021-12-02
2,104,292,BB_168,BB_046,1,3,2021-12-20,2021-12-02
2,104,292,BB_168,BB_046,2,3,2021-12-13,2021-12-02
2,104,292,BB_168,BB_046,3,3,2021-12-13,2021-12-02
2,104,292,BB_168,BB_046,4,3,2021-12-13,2021-12-02
2,104,292,BB_168,BB_046,5,3,2021-12-13,2021-12-02
2,104,292,BB_168,BB_046,6,3,2021-12-13,2021-12-02
2,104,292,BB_168,BB_046,7,3,2021-12-13,2021-12-02
2,104,292,BB_168,BB_046,8,3,2021-12-13,2021-12-02
2,104,293,BB_173,BB_170,1,5,2021-12-13,2021-12-02
2,104,293,BB_173,BB_170,2,5,NA,2021-12-02
2,104,293,BB_173,BB_170,3,5,2021-12-13,2021-12-02
2,104,293,BB_173,BB_170,4,5,2021-12-30,2021-12-02
2,104,293,BB_173,BB_170,5,5,2021-12-13,2021-12-02
2,104,293,BB_173,BB_170,6,5,2021-12-13,2021-12-02
2,104,293,BB_173,BB_170,7,5,2021-12-20,2021-12-02
2,104,293,BB_173,BB_170,8,5,2021-12-13,2021-12-02
2,105,294,BB_107,BB_123,1,2,2021-12-13,2021-12-02
2,105,294,BB_107,BB_123,2,2,2021-12-13,2021-12-02
2,105,294,BB_107,BB_123,3,2,2021-12-13,2021-12-02
2,105,294,BB_107,BB_123,4,2,2021-12-13,2021-12-02
2,105,294,BB_107,BB_123,5,2,2021-12-13,2021-12-02
2,105,294,BB_107,BB_123,6,2,2021-12-13,2021-12-02
2,105,294,BB_107,BB_123,7,2,2021-12-13,2021-12-02
2,105,294,BB_107,BB_123,8,2,2021-12-13,2021-12-02
3,106,295,BB_047,BB_071,1,4,2021-12-13,2021-12-02
3,106,295,BB_047,BB_071,2,4,2021-12-13,2021-12-02
3,106,295,BB_047,BB_071,3,4,2021-12-13,2021-12-02
3,106,295,BB_047,BB_071,4,4,2021-12-20,2021-12-02
3,106,295,BB_047,BB_071,5,4,2021-12-20,2021-12-02
3,106,295,BB_047,BB_071,6,4,2021-12-13,2021-12-02
3,106,295,BB_047,BB_071,7,4,2021-12-20,2021-12-02
3,106,295,BB_047,BB_071,8,4,2021-12-13,2021-12-02
3,106,296,BB_182,BB_103,1,2,2021-12-13,2021-12-02
3,106,296,BB_182,BB_103,2,2,2021-12-20,2021-12-02
