Block,Location,Sequence,Donor,Recipient,Plant_ID,Co.,Germ_Date,Sow_Date
1,46,125,BB_125,BB_024,6,4,2021-12-12,2021-12-02
1,46,125,BB_125,BB_024,7,4,2021-12-12,2021-12-02
1,46,125,BB_125,BB_024,8,4,2021-12-12,2021-12-02
1,46,126,BB_171,BB_127,1,6,2021-12-12,2021-12-02
1,46,126,BB_171,BB_127,2,6,NA,2021-12-02
1,46,126,BB_171,BB_127,3,6,2021-12-12,2021-12-02
1,46,126,BB_171,BB_127,4,6,2021-12-12,2021-12-02
1,46,126,BB_171,BB_127,5,6,2021-12-12,2021-12-02
1,46,126,BB_171,BB_127,6,6,NA,2021-12-02
1,46,126,BB_171,BB_127,7,6,NA,2021-12-02
1,46,126,BB_171,BB_127,8,6,NA,2021-12-02
1,47,127,BB_144,BB_030,1,3,2021-12-20,2021-12-02
1,47,127,BB_144,BB_030,2,3,2021-12-12,2021-12-02
1,47,127,BB_144,BB_030,3,3,2021-12-12,2021-12-02
1,47,127,BB_144,BB_030,4,3,2021-12-12,2021-12-02
1,47,127,BB_144,BB_030,5,3,2021-12-20,2021-12-02
1,47,127,BB_144,BB_030,6,3,NA,2021-12-02
1,47,127,BB_144,BB_030,7,3,2021-12-12,2021-12-02
1,47,127,BB_144,BB_030,8,3,NA,2021-12-02
1,47,128,BB_176,BB_049,1,5,2021-12-12,2021-12-02
1,47,128,BB_176,BB_049,2,5,2021-12-12,2021-12-02
1,47,128,BB_176,BB_049,3,5,2021-12-12,2021-12-02
1,47,128,BB_176,BB_049,4,5,2021-12-12,2021-12-02
1,47,128,BB_176,BB_049,5,5,2021-12-12,2021-12-02
1,47,128,BB_176,BB_049,6,5,2021-12-12,2021-12-02
1,47,128,BB_176,BB_049,7,5,2021-12-12,2021-12-02
1,47,128,BB_176,BB_049,8,5,2021-12-12,2021-12-02
1,47,129,BB_100,BB_031,1,1,2021-12-12,2021-12-02
1,47,129,BB_100,BB_031,2,1,2021-12-12,2021-12-02
1,47,129,BB_100,BB_031,3,1,2021-12-12,2021-12-02
1,47,129,BB_100,BB_031,4,1,2021-12-12,2021-12-02
1,47,129,BB_100,BB_031,5,1,2021-12-12,2021-12-02
1,47,129,BB_100,BB_031,6,1,2021-12-12,2021-12-02
1,47,129,BB_100,BB_031,7,1,2021-12-12,2021-12-02
1,47,129,BB_100,BB_031,8,1,2021-12-12,2021-12-02
1,48,130,BB_215,BB_148,1,5,NA,2021-12-02
1,48,130,BB_215,BB_148,2,5,2021-12-12,2021-12-02
1,48,130,BB_215,BB_148,3,5,2021-12-20,2021-12-02
1,48,130,BB_215,BB_148,4,5,2021-12-30,2021-12-02
1,48,130,BB_215,BB_148,5,5,NA,2021-12-02
1,48,130,BB_215,BB_148,6,5,NA,2021-12-02
1,48,130,BB_215,BB_148,7,5,NA,2021-12-02
1,48,130,BB_215,BB_148,8,5,NA,2021-12-02
1,48,131,BB_171,BB_157,1,6,2021-12-12,2021-12-02
1,48,131,BB_171,BB_157,2,6,2021-12-12,2021-12-02
1,48,131,BB_171,BB_157,3,6,2021-12-12,2021-12-02
1,48,131,BB_171,BB_157,4,6,2021-12-12,2021-12-02
1,48,131,BB_171,BB_157,5,6,2021-12-12,2021-12-02
1,48,131,BB_171,BB_157,6,6,2021-12-12,2021-12-02
1,48,131,BB_171,BB_157,7,6,2021-12-12,2021-12-02
1,48,131,BB_171,BB_157,8,6,2021-12-12,2021-12-02
1,48,132,BB_188,BB_205,1,6,2021-12-20,2021-12-02
1,48,132,BB_188,BB_205,2,6,2021-12-20,2021-12-02
1,48,132,BB_188,BB_205,3,6,NA,2021-12-02
1,48,132,BB_188,BB_205,4,6,2021-12-30,2021-12-02
1,48,132,BB_188,BB_205,5,6,NA,2021-12-02
1,48,132,BB_188,BB_205,6,6,NA,2021-12-02
1,48,132,BB_188,BB_205,7,6,2021-12-30,2021-12-02
1,48,132,BB_188,BB_205,8,6,NA,2021-12-02
1,49,133,BB_169,BB_181,1,3,2021-12-30,2021-12-02
1,49,133,BB_169,BB_181,2,3,NA,2021-12-02
1,49,133,BB_169,BB_181,3,3,2021-12-20,2021-12-02
1,49,133,BB_169,BB_181,4,3,NA,2021-12-02
1,49,133,BB_169,BB_181,5,3,2021-12-30,2021-12-02
1,49,133,BB_169,BB_181,6,3,2021-12-30,2021-12-02
1,49,133,BB_169,BB_181,7,3,NA,2021-12-02
1,49,133,BB_169,BB_181,8,3,2021-12-20,2021-12-02
1,49,134,BB_196,BB_088,1,2,2021-12-20,2021-12-02
1,49,134,BB_196,BB_088,2,2,NA,2021-12-02
1,49,134,BB_196,BB_088,3,2,2021-12-30,2021-12-02
1,49,134,BB_196,BB_088,4,2,NA,2021-12-02
1,49,134,BB_196,BB_088,5,2,2021-12-12,2021-12-02
1,49,134,BB_196,BB_088,6,2,NA,2021-12-02
1,49,134,BB_196,BB_088,7,2,2021-12-12,2021-12-02
1,49,134,BB_196,BB_088,8,2,2021-12-12,2021-12-02
1,49,135,BB_055,BB_119,1,2,NA,2021-12-02
1,49,135,BB_055,BB_119,2,2,2021-12-12,2021-12-02
1,49,135,BB_055,BB_119,3,2,2021-12-20,2021-12-02
1,49,135,BB_055,BB_119,4,2,2021-12-20,2021-12-02
1,49,135,BB_055,BB_119,5,2,2021-12-12,2021-12-02
1,49,135,BB_055,BB_119,6,2,2021-12-20,2021-12-02
1,49,135,BB_055,BB_119,7,2,2021-12-12,2021-12-02
1,49,135,BB_055,BB_119,8,2,2021-12-12,2021-12-02
1,51,136,BB_162,BB_080,1,1,2021-12-20,2021-12-02
1,51,136,BB_162,BB_080,2,1,2021-12-12,2021-12-02
1,51,136,BB_162,BB_080,3,1,2021-12-12,2021-12-02
1,51,136,BB_162,BB_080,4,1,2021-12-12,2021-12-02
1,51,136,BB_162,BB_080,5,1,2021-12-12,2021-12-02
1,51,136,BB_162,BB_080,6,1,2021-12-12,2021-12-02
1,51,136,BB_162,BB_080,7,1,2021-12-12,2021-12-02
1,51,136,BB_162,BB_080,8,1,2021-12-12,2021-12-02
1,51,137,BB_177,BB_140,1,4,NA,2021-12-02
1,51,137,BB_177,BB_140,2,4,2021-12-12,2021-12-02
1,51,137,BB_177,BB_140,3,4,2021-12-12,2021-12-02
1,51,137,BB_177,BB_140,4,4,2021-12-20,2021-12-02
1,51,137,BB_177,BB_140,5,4,2021-12-12,2021-12-02
1,51,137,BB_177,BB_140,6,4,2021-12-12,2021-12-02
1,51,137,BB_177,BB_140,7,4,2021-12-12,2021-12-02
1,51,137,BB_177,BB_140,8,4,2021-12-20,2021-12-02
1,51,138,BB_144,BB_158,1,3,2021-12-20,2021-12-02
1,51,138,BB_144,BB_158,2,3,NA,2021-12-02
1,51,138,BB_144,BB_158,3,3,2021-12-20,2021-12-02
1,51,138,BB_144,BB_158,4,3,2021-12-20,2021-12-02
1,51,138,BB_144,BB_158,5,3,2021-12-30,2021-12-02
1,51,138,BB_144,BB_158,6,3,2021-12-30,2021-12-02
1,51,138,BB_144,BB_158,7,3,NA,2021-12-02
1,51,138,BB_144,BB_158,8,3,2021-12-20,2021-12-02
1,52,139,BB_217,BB_016,1,5,2021-12-12,2021-12-02
1,52,139,BB_217,BB_016,2,5,2021-12-20,2021-12-02
1,52,139,BB_217,BB_016,3,5,2021-12-20,2021-12-02
1,52,139,BB_217,BB_016,4,5,2021-12-12,2021-12-02
1,52,139,BB_217,BB_016,5,5,2021-12-20,2021-12-02
1,52,139,BB_217,BB_016,6,5,NA,2021-12-02
1,52,139,BB_217,BB_016,7,5,2021-12-12,2021-12-02
1,52,139,BB_217,BB_016,8,5,NA,2021-12-02
1,52,140,BB_038,BB_216,1,3,2021-12-12,2021-12-02
1,52,140,BB_038,BB_216,2,3,2021-12-12,2021-12-02
1,52,140,BB_038,BB_216,3,3,2021-12-12,2021-12-02
1,52,140,BB_038,BB_216,4,3,2021-12-12,2021-12-02
1,52,140,BB_038,BB_216,5,3,2021-12-12,2021-12-02
1,52,140,BB_038,BB_216,6,3,2021-12-12,2021-12-02
1,52,140,BB_038,BB_216,7,3,2021-12-12,2021-12-02
1,52,140,BB_038,BB_216,8,3,2021-12-12,2021-12-02
1,52,141,BB_125,BB_051,1,4,2021-12-12,2021-12-02
1,52,141,BB_125,BB_051,2,4,2021-12-12,2021-12-02
1,52,141,BB_125,BB_051,3,4,2021-12-12,2021-12-02
1,52,141,BB_125,BB_051,4,4,NA,2021-12-02
1,52,141,BB_125,BB_051,5,4,2021-12-12,2021-12-02
1,52,141,BB_125,BB_051,6,4,2021-12-12,2021-12-02
1,52,141,BB_125,BB_051,7,4,2021-12-12,2021-12-02
1,52,141,BB_125,BB_051,8,4,2021-12-12,2021-12-02
1,53,142,BB_023,BB_078,1,1,2021-12-12,2021-12-02
1,53,142,BB_023,BB_078,2,1,2021-12-12,2021-12-02
1,53,142,BB_023,BB_078,3,1,2021-12-12,2021-12-02
1,53,142,BB_023,BB_078,4,1,2021-12-12,2021-12-02
1,53,142,BB_023,BB_078,5,1,2021-12-12,2021-12-02
1,53,142,BB_023,BB_078,6,1,2021-12-12,2021-12-02
1,53,142,BB_023,BB_078,7,1,2021-12-12,2021-12-02
1,53,142,BB_023,BB_078,8,1,2021-12-12,2021-12-02
1,53,143,BB_011,BB_056,1,3,2021-12-12,2021-12-02
1,53,143,BB_011,BB_056,2,3,2021-12-12,2021-12-02
1,53,143,BB_011,BB_056,3,3,NA,2021-12-02
1,53,143,BB_011,BB_056,4,3,2021-12-20,2021-12-02
1,53,143,BB_011,BB_056,5,3,2021-12-12,2021-12-02
1,53,143,BB_011,BB_056,6,3,2021-12-20,2021-12-02
1,53,143,BB_011,BB_056,7,3,2021-12-12,2021-12-02
1,53,143,BB_011,BB_056,8,3,NA,2021-12-02
1,53,144,BB_051,BB_118,1,5,2021-12-12,2021-12-02
1,53,144,BB_051,BB_118,2,5,2021-12-12,2021-12-02
1,53,144,BB_051,BB_118,3,5,2021-12-12,2021-12-02
1,53,144,BB_051,BB_118,4,5,2021-12-12,2021-12-02
1,53,144,BB_051,BB_118,5,5,2021-12-12,2021-12-02
1,53,144,BB_051,BB_118,6,5,2021-12-12,2021-12-02
1,53,144,BB_051,BB_118,7,5,2021-12-12,2021-12-02
1,53,144,BB_051,BB_118,8,5,2021-12-12,2021-12-02
1,54,145,BB_130,BB_120,1,4,2021-12-20,2021-12-02
1,54,145,BB_130,BB_120,2,4,2021-12-12,2021-12-02
1,54,145,BB_130,BB_120,3,4,2021-12-12,2021-12-02
1,54,145,BB_130,BB_120,4,4,2021-12-12,2021-12-02
1,54,145,BB_130,BB_120,5,4,2021-12-12,2021-12-02
1,54,145,BB_130,BB_120,6,4,2021-12-30,2021-12-02
1,54,145,BB_130,BB_120,7,4,2021-12-20,2021-12-02
1,54,145,BB_130,BB_120,8,4,2021-12-12,2021-12-02
1,54,146,BB_038,BB_042,1,3,2021-12-12,2021-12-02
1,54,146,BB_038,BB_042,2,3,2021-12-12,2021-12-02
1,54,146,BB_038,BB_042,3,3,2021-12-12,2021-12-02
1,54,146,BB_038,BB_042,4,3,2021-12-12,2021-12-02
1,54,146,BB_038,BB_042,5,3,NA,2021-12-02
1,54,146,BB_038,BB_042,6,3,2021-12-12,2021-12-02
1,54,146,BB_038,BB_042,7,3,2021-12-12,2021-12-02
1,54,146,BB_038,BB_042,8,3,2021-12-20,2021-12-02
1,55,147,BB_142,BB_086,1,2,2021-12-12,2021-12-02
1,55,147,BB_142,BB_086,2,2,2021-12-20,2021-12-02
1,55,147,BB_142,BB_086,3,2,2021-12-12,2021-12-02
1,55,147,BB_142,BB_086,4,2,2021-12-20,2021-12-02
1,55,147,BB_142,BB_086,5,2,2021-12-12,2021-12-02
1,55,147,BB_142,BB_086,6,2,2021-12-12,2021-12-02
1,55,147,BB_142,BB_086,7,2,2021-12-12,2021-12-02
1,55,147,BB_142,BB_086,8,2,2021-12-12,2021-12-02
2,56,148,BB_217,BB_016,1,5,2021-12-12,2021-12-02
2,56,148,BB_217,BB_016,2,5,2021-12-20,2021-12-02
2,56,148,BB_217,BB_016,3,5,2021-12-20,2021-12-02
2,56,148,BB_217,BB_016,4,5,2021-12-12,2021-12-02
2,56,148,BB_217,BB_016,5,5,2021-12-12,2021-12-02
2,56,148,BB_217,BB_016,6,5,NA,2021-12-02
2,56,148,BB_217,BB_016,7,5,2021-12-12,2021-12-02
2,56,148,BB_217,BB_016,8,5,2021-12-12,2021-12-02
2,56,149,BB_051,BB_118,1,5,2021-12-12,2021-12-02
2,56,149,BB_051,BB_118,2,5,2021-12-12,2021-12-02
2,56,149,BB_051,BB_118,3,5,2021-12-12,2021-12-02
2,56,149,BB_051,BB_118,4,5,2021-12-12,2021-12-02
2,56,149,BB_051,BB_118,5,5,2021-12-12,2021-12-02
2,56,149,BB_051,BB_118,6,5,2021-12-20,2021-12-02
2,56,149,BB_051,BB_118,7,5,2021-12-12,2021-12-02
2,56,149,BB_051,BB_118,8,5,2021-12-12,2021-12-02
2,56,150,BB_215,BB_148,1,5,2021-12-12,2021-12-02
2,56,150,BB_215,BB_148,2,5,NA,2021-12-02
2,56,150,BB_215,BB_148,3,5,2021-12-12,2021-12-02
2,56,150,BB_215,BB_148,4,5,NA,2021-12-02
2,56,150,BB_215,BB_148,5,5,2021-12-20,2021-12-02
2,56,150,BB_215,BB_148,6,5,2021-12-30,2021-12-02
2,56,150,BB_215,BB_148,7,5,NA,2021-12-02
2,56,150,BB_215,BB_148,8,5,2021-12-12,2021-12-02
2,57,151,BB_015,BB_111,1,2,2021-12-12,2021-12-02
2,57,151,BB_015,BB_111,2,2,2021-12-12,2021-12-02
2,57,151,BB_015,BB_111,3,2,2021-12-12,2021-12-02
2,57,151,BB_015,BB_111,4,2,2021-12-20,2021-12-02
2,57,151,BB_015,BB_111,5,2,2021-12-20,2021-12-02
2,57,151,BB_015,BB_111,6,2,2021-12-12,2021-12-02
2,57,151,BB_015,BB_111,7,2,2021-12-12,2021-12-02
2,57,151,BB_015,BB_111,8,2,2021-12-12,2021-12-02
2,57,152,BB_130,BB_120,1,4,2021-12-12,2021-12-02
2,57,152,BB_130,BB_120,2,4,2021-12-12,2021-12-02
2,57,152,BB_130,BB_120,3,4,2021-12-12,2021-12-02
2,57,152,BB_130,BB_120,4,4,2021-12-12,2021-12-02
2,57,152,BB_130,BB_120,5,4,2021-12-20,2021-12-02
2,57,152,BB_130,BB_120,6,4,2021-12-12,2021-12-02
2,57,152,BB_130,BB_120,7,4,2021-12-20,2021-12-02
2,57,152,BB_130,BB_120,8,4,2021-12-12,2021-12-02
2,57,153,BB_073,BB_092,1,4,2021-12-12,2021-12-02
2,57,153,BB_073,BB_092,2,4,2021-12-12,2021-12-02
2,57,153,BB_073,BB_092,3,4,2021-12-12,2021-12-02
2,57,153,BB_073,BB_092,4,4,2021-12-12,2021-12-02
2,57,153,BB_073,BB_092,5,4,2021-12-20,2021-12-02
2,57,153,BB_073,BB_092,6,4,2021-12-12,2021-12-02
2,57,153,BB_073,BB_092,7,4,2021-12-12,2021-12-02
2,57,153,BB_073,BB_092,8,4,2021-12-12,2021-12-02
2,58,154,BB_171,BB_127,1,6,2021-12-12,2021-12-02
2,58,154,BB_171,BB_127,2,6,2021-12-12,2021-12-02
2,58,154,BB_171,BB_127,3,6,2021-12-12,2021-12-02
2,58,154,BB_171,BB_127,4,6,2021-12-12,2021-12-02
2,58,154,BB_171,BB_127,5,6,2021-12-12,2021-12-02
2,58,154,BB_171,BB_127,6,6,2021-12-12,2021-12-02
2,58,154,BB_171,BB_127,7,6,2021-12-12,2021-12-02
2,58,154,BB_171,BB_127,8,6,2021-12-12,2021-12-02
2,58,155,BB_026,BB_153,1,4,2021-12-12,2021-12-02
2,58,155,BB_026,BB_153,2,4,2021-12-12,2021-12-02
2,58,155,BB_026,BB_153,3,4,2021-12-12,2021-12-02
2,58,155,BB_026,BB_153,4,4,2021-12-12,2021-12-02
2,58,155,BB_026,BB_153,5,4,2021-12-12,2021-12-02
2,58,155,BB_026,BB_153,6,4,2021-12-20,2021-12-02
2,58,155,BB_026,BB_153,7,4,2021-12-20,2021-12-02
2,58,155,BB_026,BB_153,8,4,2021-12-12,2021-12-02
2,58,156,BB_175,BB_050,1,4,2021-12-12,2021-12-02
2,58,156,BB_175,BB_050,2,4,2021-12-12,2021-12-02
2,58,156,BB_175,BB_050,3,4,2021-12-12,2021-12-02
2,58,156,BB_175,BB_050,4,4,2021-12-12,2021-12-02
2,58,156,BB_175,BB_050,5,4,2021-12-12,2021-12-02
2,58,156,BB_175,BB_050,6,4,2021-12-12,2021-12-02
2,58,156,BB_175,BB_050,7,4,2021-12-12,2021-12-02
2,58,156,BB_175,BB_050,8,4,2021-12-12,2021-12-02
2,59,157,BB_065,BB_133,1,3,2021-12-12,2021-12-02
2,59,157,BB_065,BB_133,2,3,2021-12-12,2021-12-02
2,59,157,BB_065,BB_133,3,3,2021-12-12,2021-12-02
2,59,157,BB_065,BB_133,4,3,2021-12-12,2021-12-02
2,59,157,BB_065,BB_133,5,3,2021-12-12,2021-12-02
2,59,157,BB_065,BB_133,6,3,2021-12-12,2021-12-02
2,59,157,BB_065,BB_133,7,3,NA,2021-12-02
2,59,157,BB_065,BB_133,8,3,2021-12-12,2021-12-02
2,59,158,BB_051,BB_143,1,5,NA,2021-12-02
2,59,158,BB_051,BB_143,2,5,2021-12-12,2021-12-02
2,59,158,BB_051,BB_143,3,5,NA,2021-12-02
2,59,158,BB_051,BB_143,4,5,2021-12-12,2021-12-02
2,59,158,BB_051,BB_143,5,5,2021-12-12,2021-12-02
2,59,158,BB_051,BB_143,6,5,2021-12-12,2021-12-02
2,59,158,BB_051,BB_143,7,5,2021-12-12,2021-12-02
2,59,158,BB_051,BB_143,8,5,2021-12-12,2021-12-02
2,59,159,BB_011,BB_056,1,3,2021-12-20,2021-12-02
2,59,159,BB_011,BB_056,2,3,2021-12-20,2021-12-02
2,59,159,BB_011,BB_056,3,3,2021-12-12,2021-12-02
2,59,159,BB_011,BB_056,4,3,2021-12-12,2021-12-02
2,59,159,BB_011,BB_056,5,3,2021-12-12,2021-12-02
2,59,159,BB_011,BB_056,6,3,2021-12-12,2021-12-02
2,59,159,BB_011,BB_056,7,3,2021-12-12,2021-12-02
2,59,159,BB_011,BB_056,8,3,2021-12-12,2021-12-02
2,61,160,BB_122,BB_027,1,1,2021-12-20,2021-12-02
2,61,160,BB_122,BB_027,2,1,2021-12-30,2021-12-02
2,61,160,BB_122,BB_027,3,1,NA,2021-12-02
2,61,160,BB_122,BB_027,4,1,2021-12-12,2021-12-02
2,61,160,BB_122,BB_027,5,1,NA,2021-12-02
2,61,160,BB_122,BB_027,6,1,NA,2021-12-02
2,61,160,BB_122,BB_027,7,1,2021-12-12,2021-12-02
2,61,160,BB_122,BB_027,8,1,2021-12-12,2021-12-02
2,61,161,BB_023,BB_078,1,1,NA,2021-12-02
2,61,161,BB_023,BB_078,2,1,2021-12-12,2021-12-02
2,61,161,BB_023,BB_078,3,1,2021-12-12,2021-12-02
2,61,161,BB_023,BB_078,4,1,2021-12-12,2021-12-02
2,61,161,BB_023,BB_078,5,1,2021-12-12,2021-12-02
2,61,161,BB_023,BB_078,6,1,NA,2021-12-02
2,61,161,BB_023,BB_078,7,1,NA,2021-12-02
2,61,161,BB_023,BB_078,8,1,NA,2021-12-02
2,61,162,BB_213,BB_147,1,1,2021-12-30,2021-12-02
2,61,162,BB_213,BB_147,2,1,2021-12-20,2021-12-02
2,61,162,BB_213,BB_147,3,1,2021-12-20,2021-12-02
2,61,162,BB_213,BB_147,4,1,2021-12-12,2021-12-02
2,61,162,BB_213,BB_147,5,1,2021-12-12,2021-12-02
2,61,162,BB_213,BB_147,6,1,2021-12-12,2021-12-02
2,61,162,BB_213,BB_147,7,1,2021-12-12,2021-12-02
2,61,162,BB_213,BB_147,8,1,2021-12-12,2021-12-02
2,62,163,BB_194,BB_214,1,1,2021-12-20,2021-12-02
2,62,163,BB_194,BB_214,2,1,2021-12-20,2021-12-02
2,62,163,BB_194,BB_214,3,1,2021-12-12,2021-12-02
2,62,163,BB_194,BB_214,4,1,2021-12-12,2021-12-02
2,62,163,BB_194,BB_214,5,1,2021-12-20,2021-12-02
2,62,163,BB_194,BB_214,6,1,2021-12-12,2021-12-02
2,62,163,BB_194,BB_214,7,1,2021-12-12,2021-12-02
2,62,163,BB_194,BB_214,8,1,2021-12-12,2021-12-02
2,62,164,BB_099,BB_061,1,4,2021-12-12,2021-12-02
2,62,164,BB_099,BB_061,2,4,2021-12-12,2021-12-02
2,62,164,BB_099,BB_061,3,4,2021-12-20,2021-12-02
2,62,164,BB_099,BB_061,4,4,2021-12-12,2021-12-02
2,62,164,BB_099,BB_061,5,4,2021-12-12,2021-12-02
2,62,164,BB_099,BB_061,6,4,2021-12-12,2021-12-02
2,62,164,BB_099,BB_061,7,4,2021-12-12,2021-12-02
2,62,164,BB_099,BB_061,8,4,2021-12-12,2021-12-02
2,62,165,BB_197,BB_211,1,2,2021-12-12,2021-12-02
2,62,165,BB_197,BB_211,2,2,2021-12-12,2021-12-02
2,62,165,BB_197,BB_211,3,2,2021-12-12,2021-12-02
2,62,165,BB_197,BB_211,4,2,2021-12-12,2021-12-02
2,62,165,BB_197,BB_211,5,2,2021-12-12,2021-12-02
2,62,165,BB_197,BB_211,6,2,2021-12-12,2021-12-02
2,62,165,BB_197,BB_211,7,2,2021-12-12,2021-12-02
2,62,165,BB_197,BB_211,8,2,NA,2021-12-02
2,63,166,BB_167,BB_114,1,3,2021-12-12,2021-12-02
2,63,166,BB_167,BB_114,2,3,2021-12-20,2021-12-02
2,63,166,BB_167,BB_114,3,3,2021-12-12,2021-12-02
2,63,166,BB_167,BB_114,4,3,2021-12-12,2021-12-02
2,63,166,BB_167,BB_114,5,3,2021-12-12,2021-12-02
2,63,166,BB_167,BB_114,6,3,NA,2021-12-02
2,63,166,BB_167,BB_114,7,3,2021-12-12,2021-12-02
2,63,166,BB_167,BB_114,8,3,2021-12-12,2021-12-02
2,63,167,BB_028,BB_083,1,1,2021-12-12,2021-12-02
2,63,167,BB_028,BB_083,2,1,2021-12-20,2021-12-02
2,63,167,BB_028,BB_083,3,1,2021-12-12,2021-12-02
2,63,167,BB_028,BB_083,4,1,2021-12-12,2021-12-02
2,63,167,BB_028,BB_083,5,1,2021-12-20,2021-12-02
2,63,167,BB_028,BB_083,6,1,2021-12-12,2021-12-02
2,63,167,BB_028,BB_083,7,1,2021-12-12,2021-12-02
2,63,167,BB_028,BB_083,8,1,2021-12-12,2021-12-02
2,63,168,BB_188,BB_171,1,6,2021-12-12,2021-12-02
2,63,168,BB_188,BB_171,2,6,2021-12-12,2021-12-02
2,63,168,BB_188,BB_171,3,6,2021-12-12,2021-12-02
2,63,168,BB_188,BB_171,4,6,2021-12-12,2021-12-02
2,63,168,BB_188,BB_171,5,6,2021-12-12,2021-12-02
2,63,168,BB_188,BB_171,6,6,2021-12-20,2021-12-02
2,63,168,BB_188,BB_171,7,6,2021-12-12,2021-12-02
2,63,168,BB_188,BB_171,8,6,2021-12-20,2021-12-02
2,64,169,BB_108,BB_069,1,5,2021-12-12,2021-12-02
2,64,169,BB_108,BB_069,2,5,NA,2021-12-02
2,64,169,BB_108,BB_069,3,5,2021-12-30,2021-12-02
2,64,169,BB_108,BB_069,4,5,2021-12-12,2021-12-02
2,64,169,BB_108,BB_069,5,5,2021-12-12,2021-12-02
2,64,169,BB_108,BB_069,6,5,2021-12-12,2021-12-02
2,64,169,BB_108,BB_069,7,5,NA,2021-12-02
2,64,169,BB_108,BB_069,8,5,2021-12-20,2021-12-02
2,64,170,BB_125,BB_051,1,4,2021-12-20,2021-12-02
2,64,170,BB_125,BB_051,2,4,2021-12-12,2021-12-02
2,64,170,BB_125,BB_051,3,4,2021-12-12,2021-12-02
2,64,170,BB_125,BB_051,4,4,NA,2021-12-02
2,64,170,BB_125,BB_051,5,4,NA,2021-12-02
2,64,170,BB_125,BB_051,6,4,2021-12-12,2021-12-02
2,64,170,BB_125,BB_051,7,4,2021-12-12,2021-12-02
2,64,170,BB_125,BB_051,8,4,2021-12-20,2021-12-02
2,64,171,BB_115,BB_020,1,3,2021-12-20,2021-12-02
2,64,171,BB_115,BB_020,2,3,NA,2021-12-02
2,64,171,BB_115,BB_020,3,3,NA,2021-12-02
2,64,171,BB_115,BB_020,4,3,2021-12-20,2021-12-02
2,64,171,BB_115,BB_020,5,3,NA,2021-12-02
2,64,171,BB_115,BB_020,6,3,2021-12-30,2021-12-02
2,64,171,BB_115,BB_020,7,3,NA,2021-12-02
2,64,171,BB_115,BB_020,8,3,NA,2021-12-02
2,65,172,BB_100,BB_135,1,1,2021-12-20,2021-12-02
2,65,172,BB_100,BB_135,2,1,NA,2021-12-02
2,65,172,BB_100,BB_135,3,1,NA,2021-12-02
2,65,172,BB_100,BB_135,4,1,NA,2021-12-02
2,65,172,BB_100,BB_135,5,1,2021-12-12,2021-12-02
2,65,172,BB_100,BB_135,6,1,2021-12-12,2021-12-02
2,65,172,BB_100,BB_135,7,1,NA,2021-12-02
2,65,172,BB_100,BB_135,8,1,2021-12-20,2021-12-02
2,65,173,BB_066,BB_052,1,2,2021-12-12,2021-12-02
2,65,173,BB_066,BB_052,2,2,NA,2021-12-02
2,65,173,BB_066,BB_052,3,2,NA,2021-12-02
2,65,173,BB_066,BB_052,4,2,2021-12-20,2021-12-02
2,65,173,BB_066,BB_052,5,2,NA,2021-12-02
2,65,173,BB_066,BB_052,6,2,2021-12-30,2021-12-02
2,65,173,BB_066,BB_052,7,2,NA,2021-12-02
2,65,173,BB_066,BB_052,8,2,2021-12-12,2021-12-02
2,65,174,BB_142,BB_150,1,2,2021-12-20,2021-12-02
2,65,174,BB_142,BB_150,2,2,2021-12-12,2021-12-02
2,65,174,BB_142,BB_150,3,2,2021-12-30,2021-12-02
2,65,174,BB_142,BB_150,4,2,NA,2021-12-02
2,65,174,BB_142,BB_150,5,2,2021-12-20,2021-12-02
2,65,174,BB_142,BB_150,6,2,2021-12-12,2021-12-02
2,65,174,BB_142,BB_150,7,2,2021-12-12,2021-12-02
2,65,174,BB_142,BB_150,8,2,2021-12-12,2021-12-02
2,66,175,BB_073,BB_084,1,4,2021-12-30,2021-12-02
2,66,175,BB_073,BB_084,2,4,2021-12-12,2021-12-02
2,66,175,BB_073,BB_084,3,4,NA,2021-12-02
2,66,175,BB_073,BB_084,4,4,NA,2021-12-02
2,66,175,BB_073,BB_084,5,4,2021-12-12,2021-12-02
2,66,175,BB_073,BB_084,6,4,2021-12-12,2021-12-02
2,66,175,BB_073,BB_084,7,4,2021-12-20,2021-12-02
2,66,175,BB_073,BB_084,8,4,2021-12-12,2021-12-02
2,66,176,BB_001,BB_043,1,4,2021-12-12,2021-12-02
2,66,176,BB_001,BB_043,2,4,2021-12-12,2021-12-02
2,66,176,BB_001,BB_043,3,4,2021-12-20,2021-12-02
2,66,176,BB_001,BB_043,4,4,NA,2021-12-02
2,66,176,BB_001,BB_043,5,4,2021-12-12,2021-12-02
2,66,176,BB_001,BB_043,6,4,NA,2021-12-02
2,66,176,BB_001,BB_043,7,4,NA,2021-12-02
2,66,176,BB_001,BB_043,8,4,2021-12-30,2021-12-02
2,66,177,BB_141,BB_037,1,5,2021-12-12,2021-12-02
2,66,177,BB_141,BB_037,2,5,2021-12-12,2021-12-02
2,66,177,BB_141,BB_037,3,5,NA,2021-12-02
2,66,177,BB_141,BB_037,4,5,2021-12-12,2021-12-02
2,66,177,BB_141,BB_037,5,5,NA,2021-12-02
2,66,177,BB_141,BB_037,6,5,2021-12-12,2021-12-02
2,66,177,BB_141,BB_037,7,5,2021-12-20,2021-12-02
