Donor,Recipient,mean_surv_to_flowering,mean_fruit_prod,mean_est_seed_prod_R,mean_surv_x_est_seed_prod_R,total_seed_count
BO_162,BO_164,0.375,2,0.25669142102542547,0.29167540002898956,5
BO_163,BO_034,0.6875,5,0.9324433683711186,1.26335678539944,9
BO_163,BO_072,0.3333333333333333,2.3333333333333335,0.22131866302735892,0.20679098991123782,5
BO_163,BO_144,0.3333333333333333,1.3333333333333333,0.6422624553984406,0.5984576785137069,4
BO_168,BO_155,0.20833333333333334,3.3333333333333335,0.8371006926699636,0.4321908508034317,13
BO_168,BO_175,0.4166666666666667,2.3333333333333335,0,0,0
BO_168,BO_180,0.6875,1.5,0.4014140346240254,0.5610540736066003,5
BO_170,BO_045,0.5,1.6666666666666667,0.5787006715976706,0.7896140691939131,8
BO_170,BO_055,0.375,12.666666666666666,0.5028366571165716,0.6082931328962607,4
BO_170,BO_111,0.125,4.5,0,0,0
BO_173,BO_054,0.5,0.6666666666666666,0,0,0
BO_173,BO_079,0.25,7,0.24837053518779137,0.19234867535757122,3
BO_173,BO_091,0.625,7,2.203649686686742,3.4131995396783843,11
BO_177,BO_121,0.4166666666666667,2.3333333333333335,1.3522395804668643,0.3490772256489256,3
BO_177,BO_139,0.5,0,NA,NA,0
BO_177,BO_147,0.4583333333333333,0,NA,NA,0
BO_183,BO_063,0.3333333333333333,0.3333333333333333,0,0,0
BO_183,BO_116,0.3333333333333333,3,0,0,0
BO_183,BO_198,0.25,1.3333333333333333,0,0,0
BO_185,BO_071,0.25,2,0.45990841646682984,0.40011609136992143,11
BO_185,BO_085,0.375,0.5,0,0,0
BO_185,BO_153,0.5625,3.5,0.6422624553984406,0.29922883925685345,4
BO_187,BO_031,0.4375,1,0.48169684154883047,0.5610540736066003,3
BO_187,BO_135,0.5,1.5,0.5795312487715133,0.7480226263905548,3
BO_187,BO_150,0.625,1,0.06439236097461258,0.11635907521630853,1
BO_188,BO_008,0.4583333333333333,3.6666666666666665,0.772708331695351,0.9973635018540732,6
BO_188,BO_052,0.625,2.6666666666666665,0.16056561384961016,0.29922883925685345,1
BO_188,BO_154,0.5833333333333334,11.666666666666666,2.406395986616196,3.428723530317904,13
BO_189,BO_086,0.375,9.333333333333334,1.2208207898985646,1.51733424974132,7
BO_189,BO_126,0.625,4,0.4146959339810737,0.6280221375004628,7
BO_189,BO_142,0.375,6.666666666666667,0.16056561384961016,0.14961441962842673,2
BO_192,BO_021,0.4166666666666667,6.333333333333333,2.220219419314597,2.5013921284952616,18
BO_192,BO_127,0.5,14,12.00495560602932,7.02897331847522,46
BO_192,BO_166,0.4583333333333333,3.6666666666666665,0.08028280692480508,0.07480720981421336,1
BO_194,BO_037,0.625,3.5,NA,NA,0
BO_194,BO_098,0.5416666666666666,2.3333333333333335,0.7080232964297302,0.8686670015292918,17
BO_194,BO_125,0.625,8.666666666666666,1.486217672752787,2.6355701574630723,17
BO_198,BO_100,0.375,2,0.2575694438984503,0.2659636004944195,1
BO_198,BO_158,0.4375,5,0,0,0
BO_198,BO_159,0.25,5.666666666666667,0.1281993733672086,0.07506149996846155,2
BO_199,BO_015,0.3333333333333333,2,0.7551567313974733,0.6732549939776046,9
BO_199,BO_018,0.6875,3,0.9633936830976609,1.7953730355411208,6
BO_199,BO_069,0.25,3,0.3687313970010244,0.5253669272406688,7
BO_201,BO_130,0.4583333333333333,14,1.4230130443760156,0.8331826496499233,12
BO_201,BO_189,0.375,1.6666666666666667,0.14422429503810968,0.08444418746451925,3
BO_201,BO_199,0.4375,1.5,NA,NA,0
