Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Fl_4.9,Fl_4.21,Fl_5.3,Fl_5.13,Fl_5.25,Fl_6.8,Fl_6.22,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,mean_seeds_per_fruit,total_est_seed_production,FFD,days_germ2flower,days_sow2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
1,3,84,AC_007,AC_187,R,5,TRUE,TRUE,TRUE,5,"2,7,5",NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,26,3,0,29,0,93,3.576923076923077,103.73076923076924,2022-04-09,157,156,2022-05-13,34,1,1,1,1
1,3,85,AC_008,AC_188,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,NA,4,0,0,4,12,8,2,8,2022-04-22,170,169,2022-05-03,11,1,1,1,1
1,3,86,AC_007,AC_147,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,8,2,0,10,13,25,3.125,31.25,2022-04-22,138,169,2022-05-13,21,1,1,1,1
1,3,87,AC_103,AC_201,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-22,7,0,0,7,7,9,1.2857142857142858,9,2022-04-22,138,169,2022-05-03,11,1,1,1,1
1,3,88,AC_094,AC_216,R,5,TRUE,TRUE,TRUE,5,"1,5,10",NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,14,2,0,16,0,32,2.2857142857142856,36.57142857142857,2022-04-22,170,169,2022-05-13,21,1,1,1,1
1,3,89,AC_172,AC_040,R,4,TRUE,TRUE,TRUE,4,"2,8,4",NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,37,2,0,39,0,87,2.3513513513513513,91.7027027027027,2022-04-09,157,156,2022-05-13,34,1,1,1,1
1,3,90,AC_007,AC_081,R,1,TRUE,TRUE,TRUE,1,"1,6,2",NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,2,0,0,2,0,7,3.5,7,2022-04-22,138,169,2022-05-13,21,1,1,1,1
1,3,91,AC_125,AC_095,n,10,TRUE,FALSE,TRUE,10,10,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-22,5,1,0,6,8,10,2,12,2022-04-09,157,156,2022-05-03,24,1,1,1,1
1,3,92,AC_002,AC_122,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-22,4,0,0,4,11,4,1,4,2022-04-22,138,169,2022-05-03,11,1,1,1,1
1,3,93,AC_103,AC_154,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-22,1,2,0,3,15,4,4,12,2022-04-09,125,156,2022-05-03,24,1,1,1,1
1,3,94,AC_156,AC_090,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,7,2,0,9,16,14,2,18,2022-04-09,157,156,2022-05-13,34,1,1,1,1
1,3,95,AC_052,AC_133,n,4,TRUE,FALSE,TRUE,4,4,NA,NA,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,0,0,0,0,0,0,0,0,2022-04-09,NA,156,2022-05-13,34,0,1,0,0
1,3,96,AC_054,AC_155,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,11,0,0,11,19,41,3.727272727272727,41,2022-04-09,157,156,2022-05-13,34,1,1,1,1
1,3,97,AC_094,AC_217,R,6,TRUE,TRUE,TRUE,6,"6,5,10",NA,2021-12-05,2021-11-04,NA,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-22,0,NA,NA,0,NA,0,0,0,2022-04-22,138,169,2022-04-22,0,1,1,0,0
1,3,98,AC_097,AC_064,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,17,6,0,23,21,84,4.9411764705882355,113.64705882352942,2022-04-09,157,156,2022-05-13,34,1,1,1,1
1,3,99,AC_054,AC_119,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,4,0,0,4,16,15,3.75,15,2022-04-22,170,169,2022-05-13,21,1,1,1,1
1,3,100,AC_071,AC_115,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,2022-06-07,NA,NA,2022-04-22,2,1,0,3,10,3,1.5,4.5,2022-04-09,157,156,2022-06-07,59,1,1,1,1
1,3,101,AC_159,AC_192,n,10,TRUE,FALSE,TRUE,10,10,NA,NA,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,0,6,0,6,0,0,0,0,2022-04-22,NA,169,2022-05-13,21,0,1,1,0
1,3,102,AC_216,AC_099,R,9,TRUE,TRUE,TRUE,9,"2,8,9",NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-09,4,0,0,4,0,7,1.75,7,2022-04-09,125,156,2022-04-22,13,1,1,1,1
1,3,103,AC_156,AC_005,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,NA,2022-05-13,NA,NA,NA,NA,2022-04-22,4,0,0,4,6,8,2,8,2022-04-09,157,156,2022-05-13,34,1,1,1,1
1,3,104,AC_002,AC_160,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,11,6,0,17,10,12,1.0909090909090908,18.545454545454543,2022-04-09,125,156,2022-05-13,34,1,1,1,1
1,3,105,AC_172,AC_111,R,2,TRUE,TRUE,TRUE,2,"2,4,10",NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,2022-06-08,2022-04-09,7,1,0,8,0,7,1,8,2022-04-09,125,156,2022-05-13,34,1,1,1,1
1,3,106,AC_052,AC_212,n,8,TRUE,FALSE,TRUE,8,8,NA,NA,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-22,4,1,0,5,0,8,2,10,2022-04-09,NA,156,2022-05-03,24,0,1,1,1
1,3,107,AC_198,AC_051,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-09,4,3,0,7,2,10,2.5,17.5,2022-04-09,157,156,2022-04-22,13,1,1,1,1
2,4,108,AC_054,AC_119,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,8,0,0,8,0,3,0.375,3,2022-05-03,181,180,2022-05-13,10,1,1,1,1
2,4,109,AC_089,AC_032,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,3,5,0,8,19,14,4.666666666666667,37.333333333333336,2022-05-03,181,180,2022-05-13,10,1,1,1,1
2,4,110,AC_165,AC_206,n,2,TRUE,FALSE,TRUE,2,2,NA,NA,2021-11-04,NA,NA,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-05-03,4,2,0,6,8,6,1.5,9,2022-05-03,NA,180,2022-05-24,21,0,1,1,1
2,4,111,AC_168,AC_010,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-05,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-13,1,2,0,3,2,0,0,0,2022-05-03,149,180,2022-05-13,10,1,1,1,0
2,4,112,AC_170,AC_185,n,4,TRUE,FALSE,TRUE,4,4,NA,NA,2021-11-04,NA,NA,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-05-03,8,3,0,11,3,13,1.625,17.875,2022-05-03,NA,180,2022-05-24,21,0,1,1,1
2,4,113,AC_207,AC_055,R,2,TRUE,TRUE,TRUE,2,"1,2,3",NA,2021-11-03,2021-11-04,2022-04-22,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,16,11,0,27,0,28,1.75,47.25,2022-04-22,170,169,2022-05-13,21,1,1,1,1
2,4,114,AC_156,AC_016,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-05,2021-11-04,2022-04-22,NA,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-05-03,4,4,0,8,14,11,2.75,22,2022-04-22,138,169,2022-05-24,32,1,1,1,1
2,4,115,AC_169,AC_182,n,4,TRUE,FALSE,TRUE,4,4,NA,NA,2021-11-04,NA,NA,NA,2022-05-13,NA,NA,NA,NA,NA,5,2,0,7,0,7,1.4,9.799999999999999,2022-05-13,NA,190,2022-05-13,0,0,1,1,1
2,4,116,AC_172,AC_040,R,7,TRUE,TRUE,TRUE,7,"2,7,8",NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-04-22,12,4,0,16,0,30,2.5,40,2022-04-22,138,169,2022-05-24,32,1,1,1,1
2,4,117,AC_103,AC_144,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-05,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,0,3,0,3,2,0,0,0,2022-05-03,149,180,2022-05-13,10,1,1,1,0
2,4,118,AC_161,AC_088,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,7,6,0,13,10,8,1.1428571428571428,14.857142857142856,2022-04-22,170,169,2022-05-13,21,1,1,1,1
2,4,119,AC_008,AC_092,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,6,1,0,7,12,5,0.8333333333333334,5.833333333333334,2022-04-22,138,169,2022-05-13,21,1,1,1,1
2,4,120,AC_091,AC_204,R,6,TRUE,TRUE,TRUE,6,"6,3,5",NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,11,7,0,18,19,31,2.8181818181818183,50.727272727272734,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,4,121,AC_170,AC_118,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,17,11,0,28,6,54,3.176470588235294,88.94117647058823,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,4,122,AC_107,AC_130,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,8,9,0,17,0,21,2.625,44.625,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,4,123,AC_039,AC_148,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,14,3,0,17,2,33,2.357142857142857,40.07142857142857,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,4,124,AC_047,AC_113,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-05,2021-11-04,NA,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-22,0,0,0,0,2,0,0,0,2022-04-22,138,169,2022-04-22,0,1,1,0,0
2,4,125,AC_216,AC_034,R,7,TRUE,TRUE,TRUE,7,"1,7,4",NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,4,5,0,9,19,11,2.75,24.75,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,4,126,AC_054,AC_046,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,10,3,0,13,19,14,1.4,18.2,2022-04-22,138,169,2022-05-13,21,1,1,1,1
2,4,127,AC_195,AC_179,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,3,4,0,7,9,7,2.3333333333333335,16.333333333333336,2022-04-22,170,169,2022-05-13,21,1,1,1,1
2,4,128,AC_045,AC_151,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-22,3,3,0,6,18,6,2,12,2022-04-22,138,169,2022-05-03,11,1,1,1,1
2,4,129,AC_071,AC_215,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,17,5,0,22,18,24,1.411764705882353,31.058823529411768,2022-04-22,170,169,2022-05-13,21,1,1,1,1
2,4,130,AC_015,AC_197,R,3,TRUE,TRUE,TRUE,3,"6,7,3",NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-04-09,30,14,0,44,0,175,5.833333333333333,256.66666666666663,2022-04-09,157,156,2022-05-24,45,1,1,1,1
2,4,131,AC_198,AC_072,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,12,12,0,24,15,23,1.9166666666666667,46,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,4,132,AC_216,AC_058,R,8,TRUE,TRUE,TRUE,8,"7,8,4",NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,5,2,0,7,52,41,8.2,57.39999999999999,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,4,133,AC_094,AC_109,R,6,TRUE,TRUE,TRUE,6,"6,2,3",NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,23,10,0,33,44,112,4.869565217391305,160.69565217391306,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,4,134,AC_150,AC_083,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,2,1,0,3,18,5,2.5,7.5,2022-04-09,157,156,2022-05-03,24,1,1,1,1
2,4,135,AC_124,AC_014,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,5,1,0,6,38,12,2.4,14.399999999999999,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,4,136,AC_103,AC_154,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,13,0,0,13,47,32,2.4615384615384617,32,2022-04-22,170,169,2022-05-13,21,1,1,1,1
2,4,137,AC_207,AC_070,R,5,TRUE,TRUE,TRUE,5,"7,4,5",NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,9,4,0,13,0,28,3.111111111111111,40.44444444444444,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,4,138,AC_179,AC_171,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,0,3,0,3,0,0,0,0,2022-04-09,125,156,2022-05-03,24,1,1,1,0
2,4,139,AC_071,AC_115,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,10,3,0,13,11,18,1.8,23.400000000000002,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,4,140,AC_047,AC_152,n,7,TRUE,FALSE,TRUE,7,7,NA,NA,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,2022-06-22,NA,2022-04-22,2,0,0,2,6,3,1.5,3,2022-04-09,NA,156,2022-06-22,74,0,1,1,1
2,4,141,AC_061,AC_158,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,7,1,0,8,25,9,1.2857142857142858,10.285714285714286,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,4,142,AC_170,AC_203,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,0,0,0,0,28,0,0,0,2022-04-09,157,156,2022-05-03,24,1,1,0,0
2,4,143,AC_102,AC_178,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,9,5,0,14,26,20,2.2222222222222223,31.111111111111114,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,5,144,AC_052,AC_131,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,9,3,0,12,28,9,1,12,2022-05-03,181,180,2022-05-13,10,1,1,1,1
2,5,145,AC_094,AC_216,R,6,TRUE,TRUE,TRUE,6,"6,4,5",NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,21,0,0,21,0,29,1.380952380952381,29,2022-05-03,181,180,2022-05-13,10,1,1,1,1
2,5,146,AC_165,AC_062,n,1,TRUE,FALSE,TRUE,1,1,NA,NA,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,7,1,0,8,8,5,0.7142857142857143,5.714285714285714,2022-05-03,NA,180,2022-05-13,10,0,1,1,1
2,5,147,AC_156,AC_005,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-13,0,1,0,1,6,0,0,0,2022-05-03,181,180,2022-05-13,10,1,1,1,0
2,5,148,AC_150,AC_110,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,7,2,0,9,6,26,3.7142857142857144,33.42857142857143,2022-05-03,181,180,2022-05-13,10,1,1,1,1
2,5,149,AC_068,AC_056,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,8,0,0,8,27,19,2.375,19,2022-04-22,170,169,2022-05-13,21,1,1,1,1
2,5,150,AC_054,AC_155,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,12,0,0,12,0,16,1.3333333333333333,16,2022-04-22,170,169,2022-05-13,21,1,1,1,1
2,5,151,AC_156,AC_090,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,12,4,0,16,19,28,2.3333333333333335,37.333333333333336,2022-04-22,170,169,2022-05-13,21,1,1,1,1
2,5,152,AC_177,AC_211,n,10,TRUE,FALSE,TRUE,10,10,NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-13,6,0,0,6,0,15,2.5,15,2022-05-03,181,180,2022-05-13,10,1,1,1,1
2,5,153,AC_159,AC_143,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,5,0,0,5,3,2,0.4,2,2022-04-22,170,169,2022-05-13,21,1,1,1,1
2,5,154,AC_168,AC_159,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,0,1,0,1,8,0,0,0,2022-05-03,181,180,2022-05-13,10,1,1,1,0
2,5,155,AC_186,AC_048,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,2022-06-08,2022-04-22,19,0,0,19,13,30,1.5789473684210527,30,2022-04-22,170,169,2022-05-13,21,1,1,1,1
2,5,156,AC_097,AC_064,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,17,1,0,18,16,33,1.9411764705882353,34.94117647058823,2022-04-22,170,169,2022-05-13,21,1,1,1,1
2,5,157,AC_160,AC_186,R,6,TRUE,TRUE,TRUE,6,"6,10",*seeds counted for plant 10 but moved to non-fitness box,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,5,1,0,6,30,9,1.8,10.8,2022-04-22,170,169,2022-05-13,21,1,1,1,1
2,5,158,AC_207,AC_082,R,6,TRUE,TRUE,TRUE,6,"1,6,10",NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,4,1,0,5,0,10,2.5,12.5,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,5,159,AC_068,AC_089,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-22,3,0,0,3,3,2,0.6666666666666666,2,2022-04-22,138,169,2022-05-03,11,1,1,1,1
2,5,160,AC_103,AC_201,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,4,0,0,4,11,7,1.75,7,2022-04-09,157,156,2022-05-03,24,1,1,1,1
2,5,161,AC_015,AC_097,R,9,TRUE,TRUE,TRUE,9,"8,4,9",NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,2022-06-08,2022-04-09,12,1,0,13,0,27,2.25,29.25,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,5,162,AC_161,AC_213,n,4,TRUE,FALSE,TRUE,4,4,NA,NA,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,12,1,0,13,1,12,1,13,2022-04-09,NA,156,2022-05-13,34,0,1,1,1
2,5,163,AC_096,AC_128,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,11,3,0,14,18,27,2.4545454545454546,34.36363636363637,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,5,164,AC_064,AC_017,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,12,1,0,13,14,10,0.8333333333333334,10.833333333333334,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,5,165,AC_002,AC_122,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,1,4,0,5,14,0,0,0,2022-04-09,157,156,2022-05-13,34,1,1,1,0
2,5,166,AC_094,AC_217,R,2,TRUE,TRUE,TRUE,2,"2,8,10",NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,26,3,0,29,0,86,3.3076923076923075,95.92307692307692,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,5,167,AC_007,AC_147,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,18,2,0,20,14,71,3.9444444444444446,78.88888888888889,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,5,168,AC_052,AC_212,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-12-05,2021-11-04,NA,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-22,1,1,0,2,0,0,0,0,2022-04-22,138,169,2022-04-22,0,1,1,1,0
2,5,169,AC_064,AC_086,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-05,2021-11-04,NA,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-22,3,0,0,3,10,7,2.3333333333333335,7,2022-04-22,138,169,2022-05-03,11,1,1,1,1
2,5,170,AC_045,AC_123,n,10,TRUE,FALSE,TRUE,10,10,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,3,2,0,5,12,13,4.333333333333333,21.666666666666664,2022-04-09,125,156,2022-05-03,24,1,1,1,1
2,5,171,AC_107,AC_172,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,16,4,0,20,9,26,1.625,32.5,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,5,172,AC_150,AC_200,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,7,1,0,8,2,15,2.142857142857143,17.142857142857142,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,5,173,AC_179,AC_136,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,8,2,0,10,4,10,1.25,12.5,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,5,174,AC_097,AC_054,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,23,2,0,25,7,52,2.260869565217391,56.52173913043478,2022-04-09,157,156,2022-05-13,34,1,1,1,1
