Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Fl_4.9,Fl_4.21,Fl_5.3,Fl_5.13,Fl_5.25,Fl_6.8,Fl_6.22,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,mean_seeds_per_fruit,total_est_seed_production,FFD,days_germ2flower,days_sow2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
2,5,175,AC_045,AC_096,n,1,TRUE,FALSE,TRUE,1,1,NA,NA,2021-11-04,NA,2022-04-22,2022-05-03,NA,NA,NA,NA,NA,NA,2,0,0,2,0,5,2.5,5,2022-04-22,NA,169,2022-05-03,11,0,1,1,1
2,5,176,AC_159,AC_192,n,2,TRUE,FALSE,TRUE,2,2,NA,NA,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,3,0,0,3,0,3,1,3,2022-04-09,NA,156,2022-05-13,34,0,1,1,1
2,5,177,AC_172,AC_111,R,9,TRUE,TRUE,TRUE,9,"8,9,10",NA,2021-11-03,2021-11-04,NA,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-22,2,3,0,5,0,4,2,10,2022-04-22,170,169,2022-05-13,21,1,1,1,1
2,5,178,AC_091,AC_218,R,5,TRUE,TRUE,TRUE,5,"6,4,5",NA,2021-11-03,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,7,25,0,32,0,29,4.142857142857143,132.57142857142858,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,5,179,AC_124,AC_100,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-22,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,13,2,0,15,10,22,1.6923076923076923,25.384615384615383,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,6,180,AC_061,AC_052,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,0,0,0,0,22,0,0,0,2022-05-03,181,180,2022-05-13,10,1,1,0,0
2,6,181,AC_159,AC_094,n,5,TRUE,FALSE,TRUE,5,5,NA,NA,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,3,0,0,3,15,3,1,3,2022-05-03,NA,180,2022-05-13,10,0,1,1,1
2,6,182,AC_169,AC_120,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-05,2021-11-04,NA,NA,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-05-03,1,1,0,2,11,0,0,0,2022-05-03,149,180,2022-05-24,21,1,1,1,0
2,6,183,AC_015,AC_190,R,7,TRUE,TRUE,TRUE,7,"7,3,9",NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,9,0,0,9,0,28,3.111111111111111,28,2022-05-03,181,180,2022-05-13,10,1,1,1,1
2,6,184,AC_172,AC_208,R,4,TRUE,TRUE,TRUE,4,"1,8,4",NA,2021-12-05,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,6,0,0,6,0,11,1.8333333333333333,11,2022-05-03,149,180,2022-05-13,10,1,1,1,1
2,6,185,AC_125,AC_095,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,1,5,0,6,15,8,8,48,2022-05-03,181,180,2022-05-13,10,1,1,1,1
2,6,186,AC_091,AC_189,R,5,TRUE,TRUE,TRUE,5,"4,5,10",NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,3,0,0,3,0,12,4,12,2022-05-03,181,180,2022-05-13,10,1,1,1,1
2,6,187,AC_165,AC_199,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,22,8,0,30,9,69,3.1363636363636362,94.0909090909091,2022-05-03,181,180,2022-05-13,10,1,1,1,1
2,6,188,AC_068,AC_195,n,1,TRUE,FALSE,TRUE,1,1,NA,NA,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,12,4,0,16,3,43,3.5833333333333335,57.333333333333336,2022-04-21,NA,168,2022-05-13,22,0,1,1,1
2,6,189,AC_168,AC_142,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-05,2021-11-04,NA,NA,2022-05-03,NA,NA,NA,NA,NA,2022-05-03,1,0,0,1,4,0,0,0,2022-05-03,149,180,2022-05-03,0,1,1,1,0
2,6,190,AC_160,AC_015,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-05,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,2022-05-13,NA,3,0,0,3,11,6,2,6,2022-05-03,149,180,2022-05-13,10,1,1,1,1
2,6,191,AC_125,AC_038,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-11-03,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,9,11,0,20,0,9,1,20,2022-04-21,169,168,2022-05-13,22,1,1,1,1
2,6,192,AC_039,AC_168,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-05,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,3,1,0,4,11,5,1.6666666666666667,6.666666666666667,2022-04-21,137,168,2022-05-13,22,1,1,1,1
2,6,193,AC_007,AC_081,R,8,TRUE,TRUE,TRUE,8,"2,7,8",NA,2021-11-03,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,6,0,0,6,0,17,2.8333333333333335,17,2022-04-21,169,168,2022-05-13,22,1,1,1,1
2,6,194,AC_198,AC_051,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-11-03,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,1,1,0,2,5,1,1,2,2022-04-21,169,168,2022-05-03,12,1,1,1,1
2,6,195,AC_064,AC_205,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,10,1,0,11,3,14,1.4,15.399999999999999,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,6,196,AC_198,AC_066,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,0,0,0,0,4,0,0,0,2022-04-21,169,168,2022-05-03,12,1,1,0,0
2,6,197,AC_096,AC_181,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-05,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,3,0,0,3,4,3,1,3,2022-04-21,137,168,2022-05-03,12,1,1,1,1
2,6,198,AC_195,AC_193,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-11-04,NA,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-21,2,0,0,2,2,10,5,10,2022-04-21,169,168,2022-04-21,0,1,1,1,1
2,6,199,AC_169,AC_075,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-05,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,4,0,0,4,3,5,1.25,5,2022-04-21,137,168,2022-05-03,12,1,1,1,1
2,6,200,AC_096,AC_074,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,3,1,0,4,6,9,3,12,2022-04-09,125,156,2022-05-03,24,1,1,1,1
2,6,201,AC_052,AC_133,n,3,TRUE,FALSE,TRUE,3,3,NA,NA,2021-11-04,2022-04-09,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,5,0,0,5,4,6,1.2,6,2022-04-09,NA,156,2022-05-03,24,0,1,1,1
2,6,202,AC_216,AC_099,R,10,TRUE,TRUE,TRUE,10,"3,5,10",NA,2021-12-05,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,8,11,0,19,0,11,1.375,26.125,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,6,203,AC_177,AC_107,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,29,7,0,36,15,93,3.206896551724138,115.44827586206897,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,6,204,AC_008,AC_188,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,6,1,0,7,11,10,1.6666666666666667,11.666666666666668,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,6,205,AC_008,AC_068,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,24,4,0,28,15,94,3.9166666666666665,109.66666666666666,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,6,206,AC_089,AC_057,n,5,TRUE,FALSE,TRUE,5,5,NA,NA,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,23,5,0,28,3,55,2.391304347826087,66.95652173913044,2022-04-09,NA,156,2022-05-13,34,0,1,1,1
2,6,207,AC_002,AC_160,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,32,5,0,37,7,97,3.03125,112.15625,2022-04-09,125,156,2022-05-13,34,1,1,1,1
2,6,208,AC_179,AC_114,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,24,2,0,26,0,104,4.333333333333333,112.66666666666666,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,6,209,AC_002,AC_104,n,10,TRUE,FALSE,TRUE,10,10,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,13,4,0,17,6,81,6.230769230769231,105.92307692307692,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,6,210,AC_102,AC_191,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-03,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,NA,1,0,0,1,2,0,0,0,2022-04-21,169,168,2022-05-03,12,1,1,1,0
2,6,211,AC_186,AC_153,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,16,2,0,18,8,64,4,72,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,6,212,AC_007,AC_187,R,8,TRUE,TRUE,TRUE,8,"2,8,5",NA,2021-11-03,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,11,2,0,13,1,39,3.5454545454545454,46.09090909090909,2022-04-09,157,156,2022-05-13,34,1,1,1,1
2,6,213,AC_124,AC_030,n,10,TRUE,FALSE,TRUE,10,10,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-09,2,1,0,3,4,2,1,3,2022-04-09,125,156,2022-04-21,12,1,1,1,1
2,6,214,AC_186,AC_011,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,2022-05-24,2022-06-08,NA,NA,NA,12,3,0,15,8,20,1.6666666666666667,25,2022-04-09,157,156,2022-06-08,60,1,1,1,1
3,7,215,AC_160,AC_186,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-12-05,2021-11-04,NA,NA,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-05-03,3,1,0,4,8,12,4,16,2022-05-03,149,180,2022-05-24,21,1,1,1,1
3,7,216,AC_007,AC_081,R,6,TRUE,TRUE,TRUE,6,"6,3,8",NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-05-03,29,5,0,34,0,78,2.689655172413793,91.44827586206897,2022-05-03,181,180,2022-05-24,21,1,1,1,1
3,7,217,AC_096,AC_074,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-05,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,5,0,0,5,7,7,1.4,7,2022-05-03,149,180,2022-05-13,10,1,1,1,1
3,7,218,AC_216,AC_058,R,3,TRUE,TRUE,TRUE,3,"3,9,5",NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,11,0,0,11,10,22,2,22,2022-05-03,181,180,2022-05-13,10,1,1,1,1
3,7,219,AC_124,AC_100,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-12-05,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,9,0,0,9,8,10,1.1111111111111112,10,2022-05-03,149,180,2022-05-13,10,1,1,1,1
3,7,220,AC_177,AC_107,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-05,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,12,2,0,14,7,16,1.3333333333333333,18.666666666666664,2022-05-03,149,180,2022-05-13,10,1,1,1,1
3,7,221,AC_096,AC_128,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-05,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,11,0,0,11,21,13,1.1818181818181819,13,2022-05-03,149,180,2022-05-13,10,1,1,1,1
3,7,222,AC_103,AC_201,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,8,0,0,8,9,9,1.125,9,2022-05-03,181,180,2022-05-13,10,1,1,1,1
3,7,223,AC_172,AC_111,R,5,TRUE,TRUE,TRUE,5,"1,7,5",NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,9,1,0,10,0,36,4,40,2022-05-03,181,180,2022-05-13,10,1,1,1,1
3,7,224,AC_002,AC_160,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,17,9,0,26,1,32,1.8823529411764706,48.94117647058823,2022-04-21,169,168,2022-05-13,22,1,1,1,1
3,7,225,AC_159,AC_094,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-05,2021-11-04,NA,NA,2022-05-03,NA,NA,NA,NA,NA,2022-05-03,2,0,0,2,0,2,1,2,2022-05-03,149,180,2022-05-03,0,1,1,1,1
3,7,226,AC_179,AC_171,n,10,TRUE,FALSE,TRUE,10,10,NA,2021-11-03,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,16,2,0,18,7,22,1.375,24.75,2022-04-21,169,168,2022-05-13,22,1,1,1,1
3,7,227,AC_071,AC_215,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,16,1,0,17,2,26,1.625,27.625,2022-04-09,157,156,2022-05-13,34,1,1,1,1
3,7,228,AC_064,AC_017,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,23,0,0,23,6,56,2.4347826086956523,56,2022-04-21,169,168,2022-05-13,22,1,1,1,1
3,7,229,AC_094,AC_217,R,10,TRUE,TRUE,TRUE,10,"2,9,10",NA,2021-12-05,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,6,0,0,6,9,6,1,6,2022-04-21,137,168,2022-05-13,22,1,1,1,1
3,7,230,AC_169,AC_120,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,14,1,0,15,4,18,1.2857142857142858,19.28571428571429,2022-04-09,125,156,2022-05-13,34,1,1,1,1
3,7,231,AC_186,AC_048,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-11-03,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,3,0,0,3,0,11,3.6666666666666665,11,2022-04-21,169,168,2022-05-03,12,1,1,1,1
3,7,232,AC_089,AC_032,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,4,0,0,4,0,7,1.75,7,2022-04-09,125,156,2022-05-03,24,1,1,1,1
3,7,233,AC_097,AC_054,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,0,2,0,2,0,0,0,0,2022-04-09,157,156,2022-05-03,24,1,1,1,0
3,7,234,AC_107,AC_130,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,5,0,0,5,0,13,2.6,13,2022-04-09,125,156,2022-05-03,24,1,1,1,1
3,7,235,AC_170,AC_203,n,5,TRUE,FALSE,TRUE,5,5,NA,NA,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,3,0,0,3,0,8,2.6666666666666665,8,2022-04-21,NA,168,2022-05-03,12,0,1,1,1
3,7,236,AC_002,AC_122,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-05,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,3,2,0,5,2,7,2.3333333333333335,11.666666666666668,2022-04-21,137,168,2022-05-03,12,1,1,1,1
3,7,237,AC_165,AC_062,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,16,6,0,22,0,34,2.125,46.75,2022-04-09,125,156,2022-05-13,34,1,1,1,1
3,7,238,AC_008,AC_068,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,7,1,0,8,10,23,3.2857142857142856,26.285714285714285,2022-04-21,169,168,2022-05-13,22,1,1,1,1
3,7,239,AC_054,AC_046,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,9,1,0,10,0,9,1,10,2022-04-21,169,168,2022-05-13,22,1,1,1,1
3,7,240,AC_159,AC_143,n,4,TRUE,FALSE,TRUE,4,4,NA,NA,2021-11-04,NA,2022-04-21,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,2,2,2,2022-04-21,NA,168,2022-04-21,0,0,1,1,1
3,7,241,AC_172,AC_040,R,4,TRUE,TRUE,TRUE,4,"1,7,4",NA,2021-11-03,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,0,10,0,10,0,0,0,0,2022-04-09,157,156,2022-05-13,34,1,1,1,0
3,7,242,AC_195,AC_193,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-11-03,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,7,0,0,7,0,5,0.7142857142857143,5,2022-04-21,169,168,2022-05-13,22,1,1,1,1
3,7,243,AC_125,AC_038,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-11-03,2021-11-04,2022-04-09,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,11,2,0,13,5,22,2,26,2022-04-09,157,156,2022-05-03,24,1,1,1,1
3,7,244,AC_002,AC_104,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-11-03,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,7,0,0,7,0,9,1.2857142857142858,9,2022-04-21,169,168,2022-05-13,22,1,1,1,1
3,7,245,AC_015,AC_097,R,1,TRUE,TRUE,TRUE,1,"1,7,10",NA,2021-11-03,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,NA,7,0,0,7,0,16,2.2857142857142856,16,2022-04-09,157,156,2022-05-13,34,1,1,1,1
3,7,246,AC_198,AC_072,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-05,2021-11-04,NA,2022-04-21,NA,2022-05-13,NA,NA,NA,NA,2022-04-21,6,0,0,6,0,22,3.6666666666666665,22,2022-04-21,137,168,2022-05-13,22,1,1,1,1
3,7,247,AC_102,AC_178,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,1,1,0,2,0,2,2,4,2022-04-09,125,156,2022-05-03,24,1,1,1,1
3,7,248,AC_047,AC_113,n,8,TRUE,FALSE,TRUE,8,8,NA,NA,2021-11-04,2022-04-09,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-09,2,1,0,3,0,2,1,3,2022-04-09,NA,156,2022-05-03,24,0,1,1,1
3,7,249,AC_107,AC_172,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-05,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,5,3,0,8,0,18,3.6,28.8,2022-04-09,125,156,2022-05-13,34,1,1,1,1
3,7,250,AC_015,AC_190,R,8,TRUE,TRUE,TRUE,8,"1,8,4",NA,2021-12-05,2021-11-04,2022-04-09,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-09,2,2,0,4,0,10,5,20,2022-04-09,125,156,2022-05-13,34,1,1,1,1
3,8,251,AC_068,AC_056,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,7,2,0,9,4,4,0.5714285714285714,5.142857142857142,2022-05-03,181,180,2022-05-13,10,1,1,1,1
3,8,252,AC_096,AC_181,n,10,TRUE,FALSE,TRUE,10,10,NA,NA,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,8,1,0,9,8,8,1,9,2022-05-03,NA,180,2022-05-13,10,0,1,1,1
3,8,253,AC_179,AC_114,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-05,2021-11-04,NA,NA,2022-05-03,2022-05-13,2022-05-24,NA,NA,NA,2022-05-03,13,0,0,13,6,6,0.46153846153846156,6,2022-05-03,149,180,2022-05-24,21,1,1,1,1
3,8,254,AC_177,AC_211,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-13,6,0,0,6,7,8,1.3333333333333333,8,2022-05-03,181,180,2022-05-13,10,1,1,1,1
3,8,255,AC_008,AC_092,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-05,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,9,1,0,10,16,4,0.4444444444444444,4.444444444444445,2022-05-03,149,180,2022-05-13,10,1,1,1,1
3,8,256,AC_195,AC_179,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-11-03,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,11,0,0,11,10,14,1.2727272727272727,14,2022-04-21,169,168,2022-05-13,22,1,1,1,1
3,8,257,AC_156,AC_005,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,7,0,0,7,0,6,0.8571428571428571,6,2022-05-03,181,180,2022-05-13,10,1,1,1,1
3,8,258,AC_061,AC_052,n,9,TRUE,FALSE,TRUE,9,9,NA,2021-11-03,2021-11-04,NA,NA,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-05-03,6,0,0,6,0,5,0.8333333333333334,5,2022-05-03,181,180,2022-05-13,10,1,1,1,1
3,8,259,AC_039,AC_148,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-11-03,2021-11-04,NA,NA,NA,2022-05-13,NA,NA,NA,NA,2022-05-13,0,0,0,0,0,0,0,0,2022-05-13,191,190,2022-05-13,0,1,1,0,0
3,8,260,AC_052,AC_133,n,3,TRUE,FALSE,TRUE,3,3,NA,NA,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,7,0,0,7,0,5,0.7142857142857143,5,2022-04-21,NA,168,2022-05-13,22,0,1,1,1
3,8,261,AC_061,AC_158,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-11-03,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,6,0,0,6,0,6,1,6,2022-04-21,169,168,2022-05-13,22,1,1,1,1
3,8,262,AC_198,AC_051,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-05,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,0,0,0,0,0,0,0,0,2022-04-21,137,168,2022-05-03,12,1,1,0,0
3,8,263,AC_207,AC_082,R,8,TRUE,TRUE,TRUE,8,"6,7,8",NA,2021-11-03,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,2022-06-08,2022-04-21,3,0,0,3,0,2,0.6666666666666666,2,2022-04-21,169,168,2022-05-13,22,1,1,1,1
3,8,264,AC_161,AC_088,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-05,2021-11-04,NA,2022-04-21,2022-05-03,2022-05-13,NA,NA,NA,NA,2022-04-21,6,1,0,7,0,9,1.5,10.5,2022-04-21,137,168,2022-05-13,22,1,1,1,1
3,8,265,AC_068,AC_195,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-05,2021-11-04,NA,2022-04-21,NA,NA,NA,NA,NA,NA,2022-04-21,2,0,0,2,0,5,2.5,5,2022-04-21,137,168,2022-04-21,0,1,1,1,1
3,8,266,AC_179,AC_136,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-05,2021-11-04,NA,2022-04-21,2022-05-03,NA,NA,NA,NA,NA,2022-04-21,3,0,0,3,0,3,1,3,2022-04-21,137,168,2022-05-03,12,1,1,1,1
3,8,267,AC_198,AC_066,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-05,2021-11-04,NA,2022-04-21,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,0,1,0.3333333333333333,1,2022-04-21,137,168,2022-04-21,0,1,1,1,1
