Year,Gen,Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_3.11,Fl_3.17,Fl_3.25,Fl_4.1,Fl_4.8,Fl_4.13,Fl_4.21,Fl_4.28,Fl_5.5,Fl_5.12,Fl_5.20,Fl_5.25,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,seeds_weighed_d6,seed_mass_mg_d6,seeds_weighed_d7,seed_mass_mg_d7,seeds_weighed_d8,seed_mass_mg_d8,seeds_weighed_d9,seed_mass_mg_d9,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_d6,msm_d7,msm_d8,msm_d9,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_area_mm2,corolla_diam_mm,notes_corolla,leaf_area_mm2,leafarea_notes,leaf_dryweight_mg,leafweight_notes,SLA,LMA,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod,d13C,sample_weight_mg
2022,G1,2,5,139,BO_153,BO_022,n,1,FALSE,FALSE,FALSE,2,2,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
2022,G1,2,5,139,BO_153,BO_022,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,109,134,128,2022-04-08,14,1,1,0,0,NA,NA
2022,G1,2,5,139,BO_153,BO_022,n,3,FALSE,FALSE,FALSE,2,2,NA,2021-12-06,2021-11-11,2021-11-17,NA,2022-03-17,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,101,126,120,2022-03-25,8,1,1,0,0,NA,NA
2022,G1,2,5,139,BO_153,BO_022,n,4,FALSE,FALSE,FALSE,2,2,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA
2022,G1,2,5,139,BO_153,BO_022,n,5,FALSE,FALSE,FALSE,2,2,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA
2022,G1,2,5,139,BO_153,BO_022,n,6,FALSE,FALSE,FALSE,2,2,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA
2022,G1,2,5,139,BO_153,BO_022,n,7,FALSE,FALSE,FALSE,2,2,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA
2022,G1,2,5,139,BO_153,BO_022,n,8,FALSE,FALSE,FALSE,2,2,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
2022,G1,2,5,140,BO_162,BO_108,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-25,146.531,16.24,NA,61.168,brightmax alt; 192,4.78,NA,12.796652719665271,0.07814543552184149,2022-03-25,109,134,128,2022-03-25,0,1,1,0,0,NA,NA
2022,G1,2,5,140,BO_162,BO_108,n,2,FALSE,FALSE,FALSE,1,1,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.168,brightmax alt; 192,4.78,NA,12.796652719665271,0.07814543552184149,2022-03-25,109,134,128,2022-03-25,0,1,1,0,0,NA,NA
2022,G1,2,5,140,BO_162,BO_108,n,3,FALSE,FALSE,FALSE,1,1,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.168,brightmax alt; 192,4.78,NA,12.796652719665271,0.07814543552184149,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA
2022,G1,2,5,140,BO_162,BO_108,n,4,FALSE,FALSE,FALSE,1,1,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.168,brightmax alt; 192,4.78,NA,12.796652719665271,0.07814543552184149,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA
2022,G1,2,5,140,BO_162,BO_108,n,5,FALSE,FALSE,FALSE,1,1,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,NA,NA,NA,NA,2022-04-28,NA,2022-05-12,2022-05-20,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.168,brightmax alt; 192,4.78,NA,12.796652719665271,0.07814543552184149,2022-03-25,109,134,128,2022-05-20,56,1,1,0,0,NA,NA
2022,G1,2,5,140,BO_162,BO_108,n,6,FALSE,FALSE,FALSE,1,1,NA,2021-12-21,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.168,brightmax alt; 192,4.78,NA,12.796652719665271,0.07814543552184149,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA
2022,G1,2,5,140,BO_162,BO_108,n,7,FALSE,FALSE,FALSE,1,1,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,2022-05-20,NA,2022-05-20,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.168,brightmax alt; 192,4.78,NA,12.796652719665271,0.07814543552184149,2022-03-25,109,134,128,2022-05-20,56,1,1,0,0,NA,NA
2022,G1,2,5,140,BO_162,BO_108,n,8,FALSE,FALSE,FALSE,1,1,NA,2021-12-06,2021-11-11,2021-11-17,NA,2022-03-17,2022-03-25,NA,NA,NA,NA,NA,2022-05-05,NA,2022-05-20,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.168,brightmax alt; 192,4.78,NA,12.796652719665271,0.07814543552184149,2022-03-17,101,126,120,2022-05-20,64,1,1,0,0,NA,NA
2022,G1,2,5,141,BO_183,BO_198,n,1,FALSE,FALSE,FALSE,8,8,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.18,brightmax: 208,2.79,NA,16.193548387096772,0.06175298804780877,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
2022,G1,2,5,141,BO_183,BO_198,n,2,FALSE,FALSE,FALSE,8,8,NA,2021-12-15,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.18,brightmax: 208,2.79,NA,16.193548387096772,0.06175298804780877,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA
2022,G1,2,5,141,BO_183,BO_198,n,3,FALSE,FALSE,FALSE,8,8,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.18,brightmax: 208,2.79,NA,16.193548387096772,0.06175298804780877,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
2022,G1,2,5,141,BO_183,BO_198,n,4,FALSE,FALSE,FALSE,8,8,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,2022-05-20,NA,2022-05-20,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.18,brightmax: 208,2.79,NA,16.193548387096772,0.06175298804780877,2022-03-25,109,134,128,2022-05-20,56,1,1,0,0,NA,NA
2022,G1,2,5,141,BO_183,BO_198,n,5,FALSE,FALSE,FALSE,8,8,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.18,brightmax: 208,2.79,NA,16.193548387096772,0.06175298804780877,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
2022,G1,2,5,141,BO_183,BO_198,n,6,FALSE,FALSE,FALSE,8,8,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.18,brightmax: 208,2.79,NA,16.193548387096772,0.06175298804780877,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA
2022,G1,2,5,141,BO_183,BO_198,n,7,FALSE,FALSE,FALSE,8,8,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,2022-05-12,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.18,brightmax: 208,2.79,NA,16.193548387096772,0.06175298804780877,2022-03-25,109,134,128,2022-05-12,48,1,1,0,0,NA,NA
2022,G1,2,5,141,BO_183,BO_198,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,NA,2022-04-21,NA,NA,2022-05-12,2022-05-20,NA,NA,2022-04-08,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-08,512.695,29.131,NA,45.18,brightmax: 208,2.79,NA,16.193548387096772,0.06175298804780877,2022-04-08,123,148,142,2022-05-20,42,1,1,0,0,NA,NA
2022,G1,2,5,142,BO_065,BO_014,n,1,FALSE,FALSE,FALSE,7,7,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.408,brightmax: 204,1.64,NA,11.834146341463416,0.08450123660346248,NA,NA,NA,NA,NA,NA,0,0,0,0,-29.24,2.39
2022,G1,2,5,142,BO_065,BO_014,n,2,FALSE,FALSE,FALSE,7,7,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.408,brightmax: 204,1.64,NA,11.834146341463416,0.08450123660346248,NA,NA,NA,NA,NA,NA,0,0,0,0,-29.24,2.39
2022,G1,2,5,142,BO_065,BO_014,n,3,FALSE,FALSE,FALSE,7,7,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.408,brightmax: 204,1.64,NA,11.834146341463416,0.08450123660346248,NA,NA,NA,NA,NA,NA,1,0,0,0,-29.24,2.39
2022,G1,2,5,142,BO_065,BO_014,n,4,FALSE,FALSE,FALSE,7,7,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.408,brightmax: 204,1.64,NA,11.834146341463416,0.08450123660346248,NA,NA,NA,NA,NA,NA,0,0,0,0,-29.24,2.39
2022,G1,2,5,142,BO_065,BO_014,n,5,FALSE,FALSE,FALSE,7,7,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.408,brightmax: 204,1.64,NA,11.834146341463416,0.08450123660346248,2022-04-01,116,141,135,2022-04-01,0,1,1,0,0,-29.24,2.39
2022,G1,2,5,142,BO_065,BO_014,n,6,FALSE,FALSE,FALSE,7,7,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.408,brightmax: 204,1.64,NA,11.834146341463416,0.08450123660346248,NA,NA,NA,NA,NA,NA,1,0,0,0,-29.24,2.39
2022,G1,2,5,142,BO_065,BO_014,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,2022-04-01,2022-04-08,2022-04-13,2022-04-21,NA,NA,2022-05-12,2022-05-20,NA,NA,2022-04-01,2,1,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24.19,2022-04-01,433.592,26.473,NA,19.408,brightmax: 204,1.64,NA,11.834146341463416,0.08450123660346248,2022-04-01,116,141,135,2022-05-20,49,1,1,1,0,-29.24,2.39
2022,G1,2,5,142,BO_065,BO_014,n,8,FALSE,FALSE,FALSE,7,7,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.408,brightmax: 204,1.64,NA,11.834146341463416,0.08450123660346248,2022-04-08,123,148,142,2022-04-08,0,1,1,0,0,-29.24,2.39
2022,G1,2,5,143,BO_109,BO_001,n,1,FALSE,FALSE,FALSE,4,4,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.644,brightmax: 198,1.25,NA,12.5152,0.07990283814881105,NA,NA,NA,NA,NA,NA,1,0,0,0,-28.41,5.12
2022,G1,2,5,143,BO_109,BO_001,n,2,FALSE,FALSE,FALSE,4,4,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.644,brightmax: 198,1.25,NA,12.5152,0.07990283814881105,NA,NA,NA,NA,NA,NA,1,0,0,0,-28.41,5.12
2022,G1,2,5,143,BO_109,BO_001,n,3,FALSE,FALSE,FALSE,4,4,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,2022-04-13,NA,NA,NA,NA,NA,NA,2022-05-20,2022-04-08,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-08,268.602,20.829,NA,15.644,brightmax: 198,1.25,NA,12.5152,0.07990283814881105,2022-04-08,123,148,142,2022-04-13,5,1,1,0,0,-28.41,5.12
2022,G1,2,5,143,BO_109,BO_001,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,2022-04-08,2022-04-13,NA,NA,NA,NA,NA,NA,NA,2022-04-13,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.08,NA,NA,NA,NA,15.644,brightmax: 198,1.25,NA,12.5152,0.07990283814881105,2022-04-08,123,148,142,2022-04-13,5,1,1,0,0,-28.41,5.12
2022,G1,2,5,143,BO_109,BO_001,n,5,FALSE,FALSE,FALSE,4,4,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,2022-03-25,NA,NA,NA,NA,NA,NA,2022-05-12,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.644,brightmax: 198,1.25,NA,12.5152,0.07990283814881105,2022-03-25,109,134,128,2022-05-12,48,1,1,0,0,-28.41,5.12
2022,G1,2,5,143,BO_109,BO_001,n,6,FALSE,FALSE,FALSE,4,4,NA,2021-12-15,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,2022-04-28,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.644,brightmax: 198,1.25,NA,12.5152,0.07990283814881105,2022-04-28,134,168,162,2022-04-28,0,1,1,0,0,-28.41,5.12
2022,G1,2,5,143,BO_109,BO_001,n,7,FALSE,FALSE,FALSE,4,4,NA,2021-12-21,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.644,brightmax: 198,1.25,NA,12.5152,0.07990283814881105,NA,NA,NA,NA,NA,NA,1,0,0,0,-28.41,5.12
2022,G1,2,5,143,BO_109,BO_001,n,8,FALSE,FALSE,FALSE,4,4,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.644,brightmax: 198,1.25,NA,12.5152,0.07990283814881105,NA,NA,NA,NA,NA,NA,0,0,0,0,-28.41,5.12
2022,G1,2,5,144,BO_162,BO_089,n,1,FALSE,FALSE,FALSE,7,7,NA,2021-12-06,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,-30.36,2.76
2022,G1,2,5,144,BO_162,BO_089,n,2,FALSE,FALSE,FALSE,7,7,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-30.36,2.76
2022,G1,2,5,144,BO_162,BO_089,n,3,FALSE,FALSE,FALSE,7,7,NA,NA,2021-11-11,2021-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,-30.36,2.76
