Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_3.10,Fl_3.16,Fl_3.24,Fl_3.31,Fl_4.7,Fl_4.14,Fl_4.20,Fl_4.26,Fl_5.4,Fl_5.11,Fl_5.20,Fl_5.24,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,seeds_weighed_d6,seed_mass_mg_d6,seeds_weighed_d7,seed_mass_mg_d7,seeds_weighed_d8,seed_mass_mg_d8,seeds_weighed_d9,seed_mass_mg_d9,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_d6,msm_d7,msm_d8,msm_d9,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_diam_mm,corolla_area_mm2,notes_corolla,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
2,6,267,HR_149,HR_174,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,2022-05-05,NA,NA,NA,NA,2022-03-24,4,0,0,4,3,1,NA,NA,NA,NA,NA,NA,1,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52,NA,NA,NA,NA,NA,2.52,NA,0.25,1,NA,2022-03-24,25.488,405.537,NA,2022-03-24,108,134,125,2022-05-05,42,1,1,1,1
2,6,268,HR_164,HR_041,n,6,TRUE,FALSE,TRUE,6,6,Two plants recorded originally - 5 and 6,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,17,34,0,51,0,58,NA,NA,NA,NA,NA,NA,23,51.9,34,104.96,1,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.256521739130435,3.0870588235294116,1.65,NA,NA,NA,2.3311935208866155,0.721433587944113,3.411764705882353,174,77.11,2022-04-07,25.207,361.028,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1
2,6,269,HR_156,HR_025,n,3,TRUE,FALSE,TRUE,3,3,NA,NA,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,NA,2022-04-20,2022-04-27,NA,2022-05-11,2022-05-20,NA,NA,2022-03-31,7,2,0,9,0,9,NA,NA,NA,NA,2,5.2,7,26.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,3.812857142857143,NA,NA,NA,NA,NA,3.206428571428572,0.8576195103248271,1.2857142857142858,11.571428571428573,34.12,2022-03-31,23.042,315.694,NA,2022-03-31,NA,141,132,2022-05-20,50,0,1,1,1
2,6,270,HR_062,HR_116,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,2022-05-05,NA,NA,2022-05-24,NA,2022-03-24,19,5,0,24,0,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3.62,1,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,2.57,NA,NA,NA,3.0949999999999998,0.7424621202458751,0.10526315789473684,2.526315789473684,NA,2022-03-24,22.887,335.73,NA,2022-03-24,97,134,125,2022-05-24,61,1,1,1,1
2,6,271,HR_066,HR_137,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,13,4,0,17,5,15,NA,NA,NA,NA,NA,NA,12,30.87,2,5.58,1,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5725000000000002,2.79,3.56,NA,NA,NA,2.9741666666666666,0.5188709698309718,1.1538461538461537,19.615384615384613,44.22,2022-03-24,22.933,330.678,NA,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1
2,6,272,HR_110,HR_032,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-16,1,0,0,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-16,21.074,282.158,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,0
2,6,273,HR_189,HR_018,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-16,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-16,23.755,357.571,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,0,0
2,6,274,HR_005,HR_149,R,3,TRUE,TRUE,TRUE,3,"3,6,7",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-16,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-16,18.794,239.673,NA,2022-03-24,108,134,125,2022-04-27,34,1,1,1,0
2,6,274,HR_005,HR_149,R,6,FALSE,TRUE,TRUE,3,"3,6,7",NA,2021-12-06,2021-11-10,2021-11-19,NA,2022-03-16,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-16,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-16,24.288,344.321,NA,2022-03-16,100,126,117,2022-04-20,35,1,1,0,0
2,6,274,HR_005,HR_149,R,7,FALSE,TRUE,TRUE,3,"3,6,7",NA,2021-12-06,2021-11-10,2021-11-19,NA,2022-03-16,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-04-07,2,0,0,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,NA,2022-03-16,100,126,117,2022-04-27,42,1,1,1,1
3,7,275,HR_066,HR_078,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,13,4,0,17,0,38,NA,NA,NA,NA,NA,NA,29,50.09,7,15.48,2,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.727241379310345,2.2114285714285713,0.72,NA,NA,NA,1.5528899835796388,0.7608472927028795,2.923076923076923,49.692307692307686,80.38,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1
3,7,276,HR_180,HR_023,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-16,35,3,0,38,32,193,NA,NA,NA,NA,50,132.8,50,106.54,5,16.55,1,3.43,NA,NA,NA,NA,NA,NA,NA,NA,2.656,2.1308000000000002,3.31,3.43,NA,NA,NA,2.8817000000000004,0.6052176137555813,5.514285714285714,209.54285714285714,263.14,2022-03-16,24.471,344.705,NA,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1
3,7,277,HR_074,HR_070,n,2,TRUE,FALSE,TRUE,2,2,Two plants recorded - 2 and 6,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-04-07,23,2,0,25,0,71,NA,NA,NA,NA,45,85.63,25,53,1,2.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9028888888888889,2.12,2.19,NA,NA,NA,NA,2.070962962962963,0.14970527973953696,3.0869565217391304,77.17391304347827,230.01,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1
3,7,278,HR_160,HR_173,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,2022-04-20,2022-04-27,2022-05-05,2022-05-11,NA,NA,NA,2022-03-24,1,1,0,2,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,63.07,NA,NA,NA,NA,2022-03-24,108,134,125,2022-05-11,48,1,1,1,0
3,7,279,HR_100,HR_192,n,1,TRUE,FALSE,TRUE,1,1,Two fitness plants originally recorded - 1 and 7. F plant chosen as plant 1 - no collections from plant 7 ever made.,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-04-14,22,0,0,22,0,38,NA,NA,NA,NA,14,31.55,21,42.83,NA,NA,3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,2.2535714285714286,2.0395238095238093,NA,1.1666666666666667,NA,NA,NA,1.819920634920635,0.5757687522648793,1.7272727272727273,38,97.34,2022-04-14,22.464,293.715,NA,2022-03-31,115,141,132,2022-04-27,27,1,1,1,1
3,7,280,HR_195,HR_104,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,3,1,0,4,6,1,NA,NA,NA,NA,1,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.05,NA,NA,NA,NA,NA,NA,3.05,NA,0.3333333333333333,1.3333333333333333,13.43,NA,NA,NA,NA,2022-03-24,97,134,125,2022-04-14,21,1,1,1,1
3,7,281,HR_133,HR_161,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-31,2,0,0,2,17,6,NA,NA,NA,NA,6,15.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6483333333333334,NA,NA,NA,NA,NA,NA,2.6483333333333334,NA,3,6,13.27,2022-03-31,18.499,224.547,NA,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1
3,7,282,HR_064,HR_028,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,59,0,0,59,30,156,NA,NA,NA,NA,50,86.81,52,84.94,4,11.53,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1.7362,1.6334615384615385,2.8825,3,NA,NA,NA,2.3130403846153844,0.7281872479397934,2.6440677966101696,156,229.08,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1
3,7,283,HR_002,HR_059,R,4,FALSE,TRUE,TRUE,7,"5,7,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0,0,31,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7419354838709677,23,5.51,2022-03-31,22.607,298.249,NA,2022-03-24,108,134,125,2022-03-31,7,1,1,1,1
3,7,283,HR_002,HR_059,R,5,FALSE,TRUE,TRUE,7,"5,7,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,2022-04-27,2022-05-05,2022-05-11,2022-05-20,NA,NA,2022-03-24,9,0,0,9,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2222222222222223,11,256.04,2022-03-24,26.193,425.509,NA,2022-03-24,108,134,125,2022-05-20,57,1,1,1,1
3,7,283,HR_002,HR_059,R,7,TRUE,TRUE,TRUE,7,"5,7,4",NA,2021-11-19,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,2022-05-05,NA,NA,NA,NA,2022-03-24,29,0,0,29,1,41,NA,NA,NA,NA,11,70.83,19,82.67,8,37.24,2,6.01,1,1.59,NA,NA,NA,NA,NA,NA,6.4390909090909085,4.3510526315789475,4.655,3.005,1.59,NA,NA,4.008028708133971,1.8234054754892641,1.4137931034482758,41,146.17,2022-03-24,26.462,451.304,NA,2022-03-24,125,134,125,2022-05-05,42,1,1,1,1
3,7,284,HR_164,HR_005,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,18,0,0,18,15,43,NA,NA,NA,NA,NA,NA,5,9.03,NA,NA,NA,NA,NA,NA,NA,NA,38,72.25,NA,NA,NA,1.8059999999999998,NA,NA,NA,NA,1.9013157894736843,1.853657894736842,0.06739844109099163,2.388888888888889,43,NA,2022-03-31,22.536,297.237,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1
3,7,285,HR_070,HR_061,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,17,1,0,18,28,12,NA,NA,NA,NA,8,27.39,2,5.04,NA,NA,2,5.43,NA,NA,NA,NA,NA,NA,NA,NA,3.42375,2.52,NA,2.715,NA,NA,NA,2.88625,0.47559009398851027,0.7058823529411765,12.705882352941178,51.97,2022-03-24,23.659,338.484,NA,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1
3,7,286,HR_110,HR_032,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,2,0,0,2,7,17,NA,NA,NA,NA,17,34.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,NA,NA,NA,NA,NA,NA,2.02,NA,8.5,17,NA,2022-03-24,24.376,372.823,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1
3,7,287,HR_108,HR_175,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,24,2,0,26,2,65,NA,NA,NA,NA,8,24.26,52,132.83,5,12.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0325,2.554423076923077,2.404,NA,NA,NA,NA,2.663641025641026,0.3281759935486102,2.7083333333333335,70.41666666666667,73.08,2022-03-24,27.805,465.915,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1
3,7,288,HR_005,HR_180,R,4,FALSE,TRUE,TRUE,5,"5,4,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,5,0,0,5,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,22,NA,2022-03-24,19.54,239.115,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1
3,7,288,HR_005,HR_180,R,5,TRUE,TRUE,TRUE,5,"5,4,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-31,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-31,23.148,337.075,NA,2022-03-24,108,134,125,2022-04-07,14,1,1,1,0
3,7,288,HR_005,HR_180,R,8,FALSE,TRUE,TRUE,5,"5,4,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,3,0,0,3,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.333333333333333,13,NA,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1
3,7,289,HR_135,HR_152,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,6,2,0,8,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,11.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93,NA,NA,NA,NA,2.93,NA,0.6666666666666666,5.333333333333333,NA,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1
3,7,290,HR_059,HR_155,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,14,0,0,14,7,19,NA,NA,NA,NA,6,14.49,12,26.84,1,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.415,2.236666666666667,1.97,NA,NA,NA,NA,2.207222222222222,0.22395642764047094,1.3571428571428572,19,84.68,2022-03-31,23.601,313.716,NA,2022-03-31,115,141,132,2022-04-20,20,1,1,1,1
3,7,291,HR_171,HR_057,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,2022-04-20,2022-04-27,NA,2022-05-11,NA,NA,NA,2022-03-24,8,1,0,9,16,7,NA,NA,NA,NA,NA,NA,7,18.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6157142857142857,NA,NA,NA,NA,NA,2.6157142857142857,NA,0.875,7.875,33.16,NA,NA,NA,NA,2022-03-24,108,134,125,2022-05-11,48,1,1,1,1
3,7,292,HR_088,HR_067,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,14,1,0,15,6,23,NA,NA,NA,NA,NA,NA,22,75.37,1,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4259090909090912,2.88,NA,NA,NA,NA,3.152954545454546,0.3860160200932019,1.6428571428571428,24.642857142857142,33.68,2022-03-24,21.813,295.901,NA,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1
3,7,293,HR_034,HR_112,R,2,FALSE,TRUE,TRUE,3,"2,3,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,27,1,0,28,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3333333333333333,9.333333333333332,NA,2022-03-24,24.614,402.443,NA,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1
3,7,293,HR_034,HR_112,R,3,TRUE,TRUE,TRUE,3,"2,3,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,24,1,0,25,0,53,NA,NA,NA,NA,NA,NA,36,84.09,16,29.36,1,1.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3358333333333334,1.835,1.52,NA,NA,NA,1.8969444444444445,0.41142902497586703,2.2083333333333335,55.208333333333336,66.09,2022-03-24,21.56,275.883,NA,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1
3,7,293,HR_034,HR_112,R,4,FALSE,TRUE,TRUE,3,"2,3,4",NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-04-07,7,1,0,8,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8571428571428571,6.857142857142857,15.83,NA,NA,NA,NA,2022-03-31,104,141,132,2022-04-14,14,1,1,1,1
3,7,294,HR_062,HR_136,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,9,2,0,11,2,3,NA,NA,NA,NA,NA,NA,2,6.2,NA,NA,1,4.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,4.54,NA,NA,NA,3.8200000000000003,1.0182337649086284,0.3333333333333333,3.6666666666666665,50.95,2022-03-24,22.521,341.45,NA,2022-03-24,97,134,125,2022-04-07,14,1,1,1,1
3,7,295,HR_131,HR_046,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,13,1,0,14,3,29,NA,NA,NA,NA,13,37.1,12,22.12,4,8.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.853846153846154,1.8433333333333335,2.065,NA,NA,NA,NA,2.254059829059829,0.5311231065659757,2.230769230769231,31.230769230769234,51.72,2022-03-24,17.315,189.138,NA,2022-03-24,108,134,125,2022-04-14,21,1,1,1,1
3,7,296,HR_002,HR_056,R,1,FALSE,TRUE,TRUE,5,"1,5,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-26,23.849,349.008,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,0,0
3,7,296,HR_002,HR_056,R,5,TRUE,TRUE,TRUE,5,"1,5,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,0,0
3,7,296,HR_002,HR_056,R,8,FALSE,TRUE,TRUE,5,"1,5,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-24,20.667,271.763,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,0,0
3,7,297,HR_200,HR_010,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-24,0,6,0,6,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-24,22.051,305.037,NA,2022-03-24,108,134,125,2022-04-07,14,1,1,1,0
3,7,298,HR_006,HR_142,R,5,TRUE,TRUE,TRUE,5,"5,7,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,18,4,0,22,0,37,NA,NA,NA,NA,NA,NA,29,89.29,7,11.9,NA,NA,1,1.56,NA,NA,NA,NA,NA,NA,NA,3.0789655172413797,1.7,NA,1.56,NA,NA,2.1129885057471265,0.8394841809418009,2.0555555555555554,45.222222222222214,102.35,2022-03-24,23.195,346.356,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1
3,7,298,HR_006,HR_142,R,7,FALSE,TRUE,TRUE,5,"5,7,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,21,3,0,24,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5238095238095237,36.57142857142857,134.07,2022-03-24,21.549,286.757,NA,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1
3,7,298,HR_006,HR_142,R,8,FALSE,TRUE,TRUE,5,"5,7,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-27,NA,NA,NA,NA,NA,2022-03-24,12,3,0,15,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6666666666666667,25,135.81,2022-03-24,23.476,325.096,NA,2022-03-24,108,134,125,2022-04-27,34,1,1,1,1
