Donor,Recipient,mean_surv_to_flowering,mean_fruit_prod,mean_est_seed_prod_R,mean_surv_x_est_seed_prod_R,total_seed_count
HR_156,HR_193,0.8333333333333334,28,2.725045179081798,2.7887620499970236,175
HR_156,HR_197,0.9166666666666666,4.666666666666667,0.3534066302289416,0.3783428677845275,20
HR_157,HR_085,0.9166666666666666,22.666666666666668,1.6000238497201298,1.8634048291838536,81
HR_157,HR_088,0.7916666666666666,15.666666666666666,1.0259993973379682,0.9925740994337182,67
HR_157,HR_095,0.9583333333333334,9.333333333333334,0.6418288157181364,0.7027561041558469,36
HR_160,HR_033,0.7916666666666666,14.333333333333334,0.7313962117646812,0.6376289125130852,30
HR_160,HR_079,0.9166666666666666,6.333333333333333,0.3292329593673031,0.35745337508772995,18
HR_160,HR_173,0.875,1.5,0,0,0
HR_164,HR_005,0.875,19.666666666666668,1.6988595610609714,1.7312947955354412,94
HR_164,HR_041,0.6666666666666666,23.666666666666668,4.903283494413409,5.159640694933723,116
HR_164,HR_201,0.9166666666666666,12.666666666666666,0.6723776055357917,0.7151326334511495,30
HR_168,HR_064,1,5,0.42726072631061457,0.5169599322537249,22
HR_168,HR_101,0.7083333333333334,17.333333333333332,2.371084633170095,1.642169773369541,99
HR_168,HR_148,0.75,10,1.3466249610196863,1.448019084321285,60
HR_171,HR_001,0.9583333333333334,15.333333333333334,1.4551563913831562,1.5928249279969957,79
HR_171,HR_057,0.9166666666666666,7.666666666666667,0.5405887794616984,0.5788071949022275,24
HR_171,HR_073,0.9583333333333334,12,0.8279878383505398,0.9137055314506003,36
HR_175,HR_027,0.9583333333333334,10.333333333333334,2.3064143407602735,2.5465379848716228,51
HR_175,HR_164,0.9166666666666666,8,0.8923702529859041,0.9491058774604118,57
HR_175,HR_196,0.8333333333333334,18.333333333333332,1.9109622847049366,1.5162600137374773,106
HR_180,HR_023,0.9583333333333334,16,3.159276979578778,3.472767228891187,210
HR_180,HR_036,0.9166666666666666,10.666666666666666,1.1197297083191313,1.1867694320822377,32
HR_180,HR_179,0.9583333333333334,14.333333333333334,0.5678162881456297,0.6097142772553699,29
HR_189,HR_018,1,6.666666666666667,1.2391142568625693,1.3634626004810433,32
HR_189,HR_051,0.9166666666666666,10.333333333333334,0.172095631794721,0.1662059392789653,8
HR_189,HR_168,0.7916666666666666,9.333333333333334,0.4594663256586297,0.3971368842991523,24
HR_195,HR_068,0.9583333333333334,8,0.1766035291818766,0.2032261885066217,10
HR_195,HR_104,0.9166666666666666,5.333333333333333,0.2091244669803343,0.24119470504537172,10
HR_195,HR_181,0.875,13.666666666666666,0.9172705995805059,0.9000931441334418,53
HR_196,HR_054,1,5.666666666666667,0.19002105766253882,0.22253751316770382,11
HR_196,HR_170,0.7916666666666666,23,2.2189412197271166,1.9139022247308364,120
HR_196,HR_183,0.9583333333333334,8.666666666666666,0.45912298415936215,0.4982542343127663,22
HR_200,HR_010,0.375,7.5,0.08666082880520484,0.013171251028977423,1
HR_200,HR_153,0.9166666666666666,4.333333333333333,0.34819128982230113,0.3722465511036542,17
HR_200,HR_159,0.7916666666666666,16.333333333333332,0.7099298235339215,0.6345318240185973,27
