Block,Location,Sequence,Co.,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Fl_2.25,Fl_3.3,Fl_3.11,Fl_3.17,Fl_3.25,Fl_4.1,Fl_4.9,Fl_4.22,Fl_4.28,Fl_5.4,Fl_5.12,Fl_5.19,Fl_5.25,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,mean_seeds_per_fruit,total_est_seed_production,FFD,days_germ2flower,days_sow2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
1,27,76,4,BB_026,BB_070,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,1,0,0,1,0,0,0,0,2022-03-25,95,113,2022-04-01,7,1,1,1,0
1,27,77,4,BB_073,BB_092,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,0,0,2022-03-17,95,105,2022-04-01,15,1,1,0,0
1,27,78,5,BB_108,BB_097,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-08,0,0,0,0,0,NA,0,0,2022-04-08,109,127,2022-04-08,0,1,1,0,0
1,28,79,3,BB_169,BB_076,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-12,2022-05-19,2022-05-25,NA,2022-05-19,2,0,0,2,5,6,3,6,2022-05-12,151,161,2022-05-25,13,1,1,1,1
1,28,80,2,BB_107,BB_123,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-03-26,104,114,2022-04-01,6,1,1,0,0
1,28,81,1,BB_194,BB_163,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-22,2022-04-28,NA,NA,2022-05-19,NA,NA,2022-04-08,0,0,0,0,0,NA,0,0,2022-04-08,109,127,2022-05-19,41,1,1,0,0
1,29,82,3,BB_168,BB_081,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0
1,29,83,1,BB_100,BB_135,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,1,0,0,1,0,0,0,0,2022-03-17,95,105,2022-04-01,15,1,1,1,0
1,31,84,5,BB_173,BB_095,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-08,0,0,0,0,3,NA,0,0,2022-04-08,109,127,2022-04-22,14,1,1,0,0
1,31,85,1,BB_162,BB_154,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,NA,2022-04-22,2022-04-28,NA,NA,2022-05-19,NA,NA,2022-03-17,0,0,0,0,1,NA,0,0,2022-03-17,95,105,2022-05-19,63,1,1,0,0
1,31,86,3,BB_065,BB_133,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,3,NA,0,0,2022-04-02,103,121,2022-04-08,6,1,1,0,0
1,32,87,4,BB_073,BB_064,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,0,0,0,0,NA,0,0,2022-03-17,95,105,2022-04-02,16,1,1,0,0
1,32,88,3,BB_167,BB_008,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,0,0,0,2022-04-02,103,121,2022-04-08,6,1,1,1,0
1,33,89,1,BB_194,BB_159,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-20,2021-12-02,NA,2022-03-03,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-08,2022-04-22,2022-04-28,NA,2022-05-12,NA,NA,NA,2022-03-11,5,3,0,8,1,5,1,8,2022-03-03,73,91,2022-05-12,70,1,1,1,1
1,33,90,5,BB_217,BB_205_A,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-08,5,2,0,7,0,24,4.8,33.6,2022-04-02,111,121,2022-04-22,20,1,1,1,1
1,33,91,1,BB_213,BB_147,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,NA,1,0,0,1,3,4,4,4,2022-04-08,117,127,2022-04-28,20,1,1,1,1
1,34,92,2,BB_014,BB_102,R,7,TRUE,TRUE,TRUE,7,"5,2,7",NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-02,0,NA,NA,0,NA,NA,0,0,2022-04-02,103,121,2022-04-22,20,1,1,0,0
1,34,93,4,BB_026,BB_053,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-20,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,2,0,0,2,4,0,0,0,2022-03-17,87,105,2022-04-02,16,1,1,1,0
1,34,94,3,BB_168,BB_046,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,0,0,0,0,NA,0,0,2022-03-17,95,105,2022-04-02,16,1,1,0,0
1,35,95,3,BB_174,BB_002,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-04-22,2,0,0,2,6,0,0,0,2022-04-22,123,141,2022-04-28,6,1,1,1,0
1,36,97,2,BB_107,BB_151,n,2,TRUE,FALSE,TRUE,2,2,NA,NA,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,NA,0,0,2022-04-08,NA,127,2022-04-08,0,0,1,0,0
1,36,98,1,BB_213,BB_204,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-20,2021-12-02,NA,NA,NA,2022-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,2022-03-17,87,105,2022-03-17,0,1,1,1,0
1,36,99,4,BB_001,BB_072,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-03-26,104,114,2022-04-02,7,1,1,0,0
1,37,100,5,BB_057,BB_121,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-04-08,1,2,0,3,6,0,0,0,2022-04-08,109,127,2022-04-28,20,1,1,1,0
1,37,101,1,BB_213,BB_132,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,7,1,0,8,18,21,3,24,2022-03-17,95,105,2022-04-02,16,1,1,1,1
1,37,102,4,BB_175,BB_050,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-22,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,4,4,4,2022-04-22,131,141,2022-04-22,0,1,1,1,1
1,38,103,2,BB_196,BB_089,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-20,2021-12-02,NA,NA,2022-03-11,2022-03-17,NA,2022-04-02,NA,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-03-11,1,2,0,3,0,3,3,9,2022-03-11,81,99,2022-04-28,48,1,1,1,1
1,38,104,1,BB_122,BB_126,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-03-26,104,114,2022-04-08,13,1,1,0,0
1,38,106,5,BB_091,BB_139,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-28,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,1,1,2022-04-28,129,147,2022-04-28,0,1,1,1,1
1,39,107,2,BB_055,BB_145,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-17,3,0,0,3,0,8,2.6666666666666665,8,2022-03-17,95,105,2022-04-08,22,1,1,1,1
1,39,108,5,BB_051,BB_105,R,3,TRUE,TRUE,TRUE,3,"2,3,4",*2 never flowered,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,2022-04-02,111,121,2022-04-08,6,1,1,1,0
1,39,109,6,BB_171,BB_039,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-28,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-04-28,137,147,2022-04-28,0,1,1,0,0
1,41,111,5,BB_141,BB_037,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,2,0,2,2,0,0,0,2022-03-26,96,114,2022-04-02,7,1,1,1,0
1,41,112,1,BB_023,BB_190,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-02,0,3,0,3,5,0,0,0,2022-03-26,104,114,2022-04-22,27,1,1,1,0
1,42,113,2,BB_015,BB_111,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,0,0,2022-03-26,104,114,2022-04-22,27,1,1,1,0
1,42,114,3,BB_198,BB_138,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,2,5,2.5,5,2022-03-26,104,114,2022-04-08,13,1,1,1,1
1,43,115,3,BB_198,BB_035,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-12,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,0,0,0,2,NA,0,0,2022-03-11,89,99,2022-04-08,28,1,1,0,0
1,43,116,5,BB_217,BB_054,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-22,NA,NA,NA,2022-05-19,NA,NA,2022-04-08,2,0,0,2,1,0,0,0,2022-04-08,117,127,2022-05-19,41,1,1,1,0
1,43,117,2,BB_066,BB_087,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-04-22,1,0,0,1,0,2,2,2,2022-04-02,111,121,2022-04-28,26,1,1,1,1
1,44,118,2,BB_014,BB_152,R,2,TRUE,TRUE,TRUE,2,2,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-02,2,0,0,2,0,6,3,6,2022-04-02,111,121,2022-04-08,6,1,1,1,1
1,44,119,1,BB_122,BB_208,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-26,104,114,2022-04-02,7,1,1,0,0
1,44,120,1,BB_162,BB_040,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-12,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,0,0,0,0,NA,0,0,2022-03-11,89,99,2022-04-02,22,1,1,0,0
1,45,122,4,BB_001,BB_074,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-22,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-04-22,131,141,2022-04-22,0,1,1,0,0
1,45,123,3,BB_065,BB_192,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-30,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-22,2022-04-28,NA,2022-05-12,NA,NA,NA,2022-04-22,0,0,0,0,0,NA,0,0,2022-04-22,113,141,2022-05-12,20,1,1,0,0
1,46,124,4,BB_026,BB_153,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,2022-04-22,2022-04-28,NA,2022-05-12,NA,NA,NA,2022-04-22,3,1,0,4,0,20,6.666666666666667,26.666666666666668,2022-04-02,111,121,2022-05-12,40,1,1,1,1
1,46,125,4,BB_125,BB_024,R,4,TRUE,TRUE,TRUE,4,"3,4,8",NA,2021-12-20,2021-12-02,NA,NA,2022-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,1,0,0,1,0,4,4,4,2022-03-11,81,99,2022-03-11,0,1,1,1,1
1,47,127,3,BB_144,BB_030,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-26,104,114,2022-04-08,13,1,1,0,0
1,47,128,5,BB_176,BB_049,R,3,TRUE,TRUE,TRUE,3,"5,3,8",NA,2021-12-12,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,NA,NA,0,NA,NA,0,0,2022-03-11,89,99,2022-03-26,15,1,1,0,0
1,47,129,1,BB_100,BB_031,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,0,0,0,0,0,0,0,2022-03-17,95,105,2022-04-08,22,1,1,0,0
1,48,131,6,BB_171,BB_157,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-03-17,95,105,2022-04-08,22,1,1,0,0
1,49,134,2,BB_196,BB_088,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-12,2021-12-02,NA,NA,2022-03-11,2022-03-17,NA,2022-04-02,2022-04-08,2022-04-23,2022-04-28,NA,2022-05-12,NA,NA,NA,2022-03-11,4,0,0,4,0,16,4,16,2022-03-11,89,99,2022-05-12,62,1,1,1,1
1,49,135,2,BB_055,BB_119,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-23,NA,NA,NA,NA,NA,NA,2022-04-08,0,0,0,0,0,NA,0,0,2022-04-08,117,127,2022-04-23,15,1,1,0,0
1,51,136,1,BB_162,BB_080,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-23,NA,NA,NA,NA,NA,NA,2022-04-08,0,0,0,0,0,NA,0,0,2022-04-08,117,127,2022-04-23,15,1,1,0,0
1,51,137,4,BB_177,BB_140,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-26,104,114,2022-03-26,0,1,1,0,0
1,51,138,3,BB_144,BB_158,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-23,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,2022-04-08,109,127,2022-04-23,15,1,1,0,0
1,52,139,5,BB_217,BB_016,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,2022-05-12,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-04-02,111,121,2022-05-12,40,1,1,0,0
1,52,140,3,BB_038,BB_216,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,2022-04-23,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,1,NA,0,0,2022-03-26,104,114,2022-04-23,28,1,1,0,0
1,52,141,4,BB_125,BB_051,R,1,TRUE,TRUE,TRUE,1,"1,2,6",NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,NA,NA,NA,NA,NA,NA,2022-04-23,0,NA,NA,0,NA,NA,0,0,2022-04-23,132,142,2022-04-23,0,1,1,0,0
1,53,142,1,BB_023,BB_078,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,2022-04-23,2022-04-28,NA,NA,NA,NA,NA,2022-03-26,3,0,0,3,4,0,0,0,2022-03-26,104,114,2022-04-28,33,1,1,1,0
1,53,143,3,BB_011,BB_056,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-26,96,114,2022-04-02,7,1,1,0,0
1,53,144,5,BB_051,BB_118,R,3,TRUE,TRUE,TRUE,3,"5,3,8",NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,1,NA,0,0,2022-03-26,104,114,2022-04-02,7,1,1,0,0
1,54,145,4,BB_130,BB_120,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-08,2022-04-23,2022-04-28,NA,NA,NA,NA,NA,2022-03-26,3,0,0,3,6,2,0.6666666666666666,2,2022-03-17,95,105,2022-04-28,42,1,1,1,1
1,54,146,3,BB_038,BB_042,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,1,NA,0,0,2022-03-17,95,105,2022-04-02,16,1,1,0,0
1,55,147,2,BB_142,BB_086,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-26,104,114,2022-03-26,0,1,1,0,0
2,56,148,5,BB_217,BB_016,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-04-02,111,121,2022-04-08,6,1,1,0,0
2,57,151,2,BB_015,BB_111,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-26,104,114,2022-03-26,0,1,1,0,0
2,57,152,4,BB_130,BB_120,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,2022-04-23,NA,NA,2022-05-12,NA,NA,NA,2022-03-26,1,0,0,1,8,0,0,0,2022-03-26,104,114,2022-05-12,47,1,1,1,0
2,57,153,4,BB_073,BB_092,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-12,2021-12-02,NA,2022-03-03,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,2,0,2,0,0,0,0,2022-03-03,81,91,2022-04-08,36,1,1,1,0
2,58,154,6,BB_171,BB_127,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,NA,0,0,2022-03-26,104,114,2022-04-02,7,1,1,0,0
2,58,155,4,BB_026,BB_153,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-12,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-26,2022-04-02,NA,2022-04-23,2022-04-29,NA,NA,NA,NA,NA,2022-03-11,1,0,0,1,3,0,0,0,2022-03-11,89,99,2022-04-29,49,1,1,1,0
2,58,156,4,BB_175,BB_050,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,1,0,0,0
2,59,157,3,BB_065,BB_133,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-02,2,0,0,2,0,4,2,4,2022-04-02,111,121,2022-04-08,6,1,1,1,1
2,59,158,5,BB_051,BB_143,R,2,TRUE,TRUE,TRUE,2,"5,2,4",NA,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,NA,NA,0,NA,NA,0,0,2022-03-17,95,105,2022-03-26,9,1,1,0,0
2,59,159,3,BB_011,BB_056,n,1,TRUE,FALSE,TRUE,1,1,**Two fitness plants? 1 and 8 originally recorded. Double check. No fruit collected from either,2021-12-20,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-26,96,114,2022-04-02,7,1,1,0,0
2,61,161,1,BB_023,BB_078,n,8,TRUE,FALSE,TRUE,8,8,NA,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,0,0,0,0
2,61,162,1,BB_213,BB_147,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,1,0,0,0
2,62,163,1,BB_194,BB_214,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-12,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-17,1,0,0,1,3,3,3,3,2022-03-17,95,105,2022-04-08,22,1,1,1,1
2,62,164,4,BB_099,BB_061,R,1,TRUE,TRUE,TRUE,1,"1,7,8",NA,2021-12-12,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,1,0,0,1,0,2,2,2,2022-03-11,89,99,2022-03-26,15,1,1,1,1
2,63,166,3,BB_167,BB_114,n,6,TRUE,FALSE,TRUE,6,6,NA,NA,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-23,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-04-23,NA,142,2022-04-23,0,0,1,0,0
2,63,167,1,BB_028,BB_083,n,6,TRUE,FALSE,TRUE,6,6,plants 6 and 3 originally recorded,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,2022-04-23,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,2022-04-02,111,121,2022-04-23,21,1,1,0,0
2,63,168,6,BB_188,BB_171,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,2022-03-26,104,114,2022-03-26,0,1,1,0,0
2,64,170,4,BB_125,BB_051,R,3,TRUE,TRUE,TRUE,3,"3,7,8",NA,2021-12-12,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,2,0,0,2,0,1,0.5,1,2022-03-11,89,99,2022-04-02,22,1,1,1,1
2,65,173,2,BB_066,BB_052,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-20,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,NA,0,0,2022-03-26,96,114,2022-04-08,13,1,1,0,0
2,65,174,2,BB_142,BB_150,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-12,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,1,0,0,1,1,2,2,2,2022-04-02,111,121,2022-04-02,0,1,1,1,1
