Block,Transect,Sequence,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_3.10,Fl_3.16,Fl_3.24,Fl_3.31,Fl_4.7,Fl_4.14,Fl_4.20,Fl_4.26,Fl_5.4,Fl_5.11,Fl_5.20,Fl_5.24,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,seeds_weighed_d6,seed_mass_mg_d6,seeds_weighed_d7,seed_mass_mg_d7,seeds_weighed_d8,seed_mass_mg_d8,seeds_weighed_d9,seed_mass_mg_d9,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_d6,msm_d7,msm_d8,msm_d9,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_diam_mm,corolla_area_mm2,notes_corolla,leaf_area_mm2,leafarea_notes,leaf_dryweight_mg,leafweight_notes,SLA,LMA,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod,d13C,sample_weight_mg
1,1,37,HR_095,HR_178,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,2022-05-05,NA,NA,NA,NA,2022-04-07,10,7,0,17,0,10,NA,NA,NA,NA,NA,NA,2,2.67,7,8,NA,NA,1,1.69,NA,NA,NA,NA,NA,NA,NA,1.335,1.1428571428571428,NA,1.69,NA,NA,1.3892857142857142,0.27758157469876293,1,17,35.57,2022-04-07,25.146,368.228,NA,59.297,brightmax: 189,2.64,NA,22.460984848484845,0.04452164527716412,2022-04-07,122,148,139,2022-05-05,28,1,1,1,1,-30.87,3.29
1,1,38,HR_155,HR_047,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-11-19,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-07,9,0,0,9,0,8,NA,NA,NA,NA,NA,NA,NA,NA,6,21.46,2,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5766666666666667,0.815,NA,NA,NA,2.1958333333333333,1.9527932273768487,0.8888888888888888,8,NA,2022-04-07,20.479,NA,flower not flat,84.131,brightmax: 170,4.09,NA,20.56992665036675,0.048614660469981336,2022-04-07,139,148,139,2022-04-26,19,1,1,1,1,-31.24,3.26
1,1,39,HR_070,HR_123,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-14,8,2,0,10,0,4,NA,NA,NA,NA,NA,NA,2,5.89,1,4.01,1,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.945,4.01,2.11,NA,NA,NA,3.0216666666666665,0.9523173490666508,0.5,5,29.31,2022-04-07,27.037,468.834,NA,20.625,brightmax: 178,1.26,NA,16.36904761904762,0.061090909090909085,2022-04-07,122,148,139,2022-04-26,19,1,1,1,1,-30.55,3.12
1,1,40,HR_053,HR_092,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,NA,2022-04-14,2022-04-20,2022-04-26,2022-05-05,NA,NA,NA,NA,2022-04-14,9,0,0,9,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,NA,NA,NA,2.25,NA,0.1111111111111111,1,40.84,2022-04-14,25.389,291.844,NA,30.692,brightmax: 209,1.67,NA,18.378443113772455,0.05441157304835136,2022-04-14,129,155,146,2022-05-05,21,1,1,1,1,-31.23,2.97
1,1,41,HR_110,HR_039,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-07,5,0,0,5,0,7,NA,NA,NA,NA,NA,NA,NA,NA,7,14.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05,NA,NA,NA,NA,2.05,NA,1.4,7,11.93,2022-04-07,22.176,276.584,NA,10.351,brightmax: 165,0.59,NA,17.54406779661017,0.05699932373683701,2022-04-07,122,148,139,2022-04-26,19,1,1,1,1,-30.79,1.27
1,1,42,HR_160,HR_173,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,NA,2022-04-14,NA,2022-04-26,NA,NA,NA,NA,NA,2022-04-14,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5.2,2022-04-14,24.879,383.173,NA,51.697,brightmax: 172,2.96,NA,17.465202702702705,0.05725670735245758,2022-04-14,129,155,146,2022-04-26,12,1,1,1,0,NA,NA
1,1,43,HR_189,HR_018,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-07,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-07,23.408,324.232,NA,58.613,brightmax: 196,2.99,NA,19.603010033444814,0.051012574002354434,2022-04-07,111,148,139,2022-04-26,19,1,1,0,0,NA,NA
1,1,44,HR_115,HR_026,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,NA,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,NA,NA,NA,NA,1.31,NA,0.3333333333333333,1,NA,NA,NA,NA,NA,25.196,brightmax: 171,1.49,NA,16.910067114093962,0.05913637085251626,2022-04-14,129,155,146,2022-04-20,6,1,1,1,1,-31.91,2.49
1,1,45,HR_110,HR_037,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-11-19,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,2022-05-05,NA,NA,NA,NA,2022-04-14,8,0,0,8,0,11,NA,NA,NA,NA,NA,NA,NA,NA,11,24.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.213636363636364,NA,NA,NA,NA,2.213636363636364,NA,1.375,11,69.81,2022-04-14,25.619,336.521,NA,45.424,brightmax: 152,2.49,NA,18.242570281124497,0.05481683691440648,2022-04-07,139,148,139,2022-05-05,28,1,1,1,1,-30,3.31
1,1,46,HR_006,HR_162,R,2,TRUE,TRUE,TRUE,2,"5,2,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,NA,2022-04-14,2022-04-20,2022-04-26,2022-05-05,NA,NA,NA,NA,2022-04-14,10,0,0,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,57.18,2022-04-14,19.506,235.732,NA,86.98,brightmax: 172,3.4,NA,25.582352941176474,0.0390894458496206,2022-04-14,129,155,146,2022-05-05,21,1,1,1,0,-31.2,3.61
1,2,47,HR_100,HR_195,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-11-19,2021-11-10,2021-11-19,NA,NA,NA,NA,NA,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-14,7,1,0,8,4,11,NA,NA,NA,NA,6,26.23,5,11.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.371666666666667,2.35,NA,NA,NA,NA,NA,3.360833333333334,1.4295342092988037,1.5714285714285714,12.571428571428571,30.61,2022-04-14,12.235,93.653,NA,37.647,brightmax:130,2.77,NA,13.590974729241877,0.07357823996599995,2022-04-14,146,155,146,2022-04-20,6,1,1,1,1,-31.27,2.44
1,2,48,HR_088,HR_014,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-24,23.013,335.051,NA,32.672,brightmax alt; 196,1.7,NA,19.218823529411765,0.05203232125367287,2022-03-31,115,141,132,2022-04-20,20,1,1,0,0,-30.33,2.06
1,2,49,HR_148,HR_050,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-11-19,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-03-24,11,1,0,12,5,14,NA,NA,NA,NA,NA,NA,8,38.94,3,10.85,3,13.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8675,3.6166666666666667,4.4366666666666665,NA,NA,NA,4.3069444444444445,0.6354265481927459,1.2727272727272727,15.272727272727273,36.32,2022-03-24,22.099,305.403,NA,46.373,brightmax: 173,3.15,NA,14.7215873015873,0.06792745778793695,2022-03-24,125,134,125,2022-04-14,21,1,1,1,1,-29.81,3.02
1,2,50,HR_175,HR_027,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-24,23.37,332.921,NA,NA,NA,NA,NA,NA,NA,2022-03-24,108,134,125,2022-04-20,27,1,1,0,0,NA,NA
1,2,51,HR_157,HR_085,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-03-24,30,5,0,35,12,42,NA,NA,NA,NA,1,3.07,21,71.1,15,39.57,5,10.19,NA,NA,NA,NA,NA,NA,NA,NA,3.07,3.3857142857142852,2.638,2.038,NA,NA,NA,2.782928571428571,0.5835761846282849,1.4,49,118.36,2022-03-24,26.863,464.299,NA,38.244,brightmax: 165,3.08,NA,12.416883116883117,0.08053550883798766,2022-03-24,108,134,125,2022-04-26,33,1,1,1,1,-31.48,2.74
1,2,52,HR_141,HR_015,R,6,TRUE,TRUE,TRUE,6,"6,3,7",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-03-31,5,7,0,12,0,5,NA,NA,NA,NA,NA,NA,NA,NA,5,8.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6300000000000001,NA,NA,NA,NA,1.6300000000000001,NA,1,12,80.49,2022-03-31,23.131,313.631,NA,55.091,brightmax: 185,2.78,NA,19.816906474820147,0.050461962934054555,2022-03-31,115,141,132,2022-04-26,26,1,1,1,1,-30.91,3.39
1,2,53,HR_034,HR_112,R,3,TRUE,TRUE,TRUE,3,"5,3,7",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-03-31,31,4,0,35,0,67,NA,NA,NA,NA,2,5.24,32,69.79,23,40.65,10,15.51,NA,NA,NA,NA,NA,NA,NA,NA,2.62,2.1809375,1.767391304347826,1.551,NA,NA,NA,2.0298322010869567,0.4723298082598943,2.161290322580645,75.64516129032258,123.33,2022-03-31,23.737,351.041,NA,77.543,"brightmax: 162 (two images for the same maternal ID, the first one was used)",9.39,NA,8.2580404685836,0.12109410262692957,2022-03-24,108,134,125,2022-04-26,33,1,1,1,1,-30.13,2.97
1,2,54,HR_005,HR_149,R,1,TRUE,TRUE,TRUE,1,"1,2,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,2022-05-05,NA,NA,NA,NA,2022-04-07,29,0,0,29,0,5,NA,NA,NA,NA,1,2.95,1,3.03,2,4.92,1,2.33,NA,NA,NA,NA,NA,NA,NA,NA,2.95,3.03,2.46,2.33,NA,NA,NA,2.6925,0.34912987077399527,0.1724137931034483,5,93.27,2022-04-07,26.362,423.887,NA,84.294,brightmax:165,4.35,NA,19.37793103448276,0.051605096448145774,2022-04-07,122,148,139,2022-05-05,28,1,1,1,1,-30.98,3.57
1,2,55,HR_027,HR_119,R,5,TRUE,TRUE,TRUE,5,"1,5,8",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-24,14,1,0,15,0,29,NA,NA,NA,NA,13,41.77,13,43.35,3,8.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2130769230769234,3.3346153846153848,2.813333333333333,NA,NA,NA,NA,3.1203418803418805,0.2727335427858271,2.0714285714285716,31.071428571428573,53.68,2022-03-24,24.9,383.697,NA,31.131,brightmax: 144,2.09,NA,14.895215311004787,0.06713565256496738,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-31.22,1.39
1,2,56,HR_085,HR_107,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-11-19,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,2022-05-05,NA,NA,NA,NA,2022-03-31,18,0,0,18,1,14,NA,NA,NA,NA,NA,NA,9,24.96,3,3.64,2,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7733333333333334,1.2133333333333334,0.815,NA,NA,NA,1.6005555555555555,1.0349991053851921,0.7777777777777778,14,76.26,2022-03-31,23.548,388.177,NA,56.903,brightmax: 163,3.51,NA,16.21168091168091,0.061683918246841114,2022-03-31,132,141,132,2022-05-05,35,1,1,1,1,-30,3.13
1,2,57,HR_133,HR_072,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-03-31,19,0,0,19,10,20,NA,NA,NA,NA,13,32.86,4,8.88,2,2.58,1,3.48,NA,NA,NA,NA,NA,NA,NA,NA,2.5276923076923077,2.22,1.29,3.48,NA,NA,NA,2.379423076923077,0.9028679649484621,1.0526315789473684,20,115.22,2022-03-24,15.99,NA,rolled petals,40.948,brightmax alt; 162,3.93,NA,10.419338422391856,0.09597538341310932,2022-03-24,108,134,125,2022-04-26,33,1,1,1,1,-29.54,2.98
1,2,58,HR_133,HR_161,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-03-24,21,2,0,23,6,63,NA,NA,NA,NA,NA,NA,50,89.24,3,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7848,1.1233333333333333,NA,NA,NA,NA,1.4540666666666666,0.46772756552886163,3,69,66.77,2022-03-24,19.962,257.983,NA,32.002,brightmax:149,1.85,NA,17.298378378378377,0.05780888694456597,2022-03-24,108,134,125,2022-04-26,33,1,1,1,1,-30.73,2.26
1,2,59,HR_085,HR_035,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,6,0,0,6,4,4,NA,NA,NA,NA,NA,NA,4,17.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.485,NA,NA,NA,NA,NA,4.485,NA,0.6666666666666666,4,29.95,2022-03-31,21.062,278.717,NA,57.312,brightmax: 194,2.9,NA,19.762758620689656,0.050600223338916804,2022-03-24,108,134,125,2022-04-20,27,1,1,1,1,-29.54,3.08
1,2,60,HR_090,HR_126,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-03-24,21,0,0,21,0,36,NA,NA,NA,NA,2,5.17,23,47.78,4,5.01,7,16.97,NA,NA,NA,NA,NA,NA,NA,NA,2.585,2.077391304347826,1.2525,2.424285714285714,NA,NA,NA,2.084794254658385,0.593921647145287,1.7142857142857142,36,58.09,2022-03-24,17.893,180.732,NA,53.651,brightmax: 178,4.64,NA,11.562715517241381,0.08648487446645914,2022-03-24,97,134,125,2022-04-26,33,1,1,1,1,-31.84,3.09
1,2,61,HR_053,HR_169,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,2022-03-24,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-03-24,44,5,0,49,0,70,NA,NA,NA,NA,NA,NA,50,159.59,14,38.1,3,9.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1918,2.7214285714285715,3.186666666666667,NA,NA,NA,3.033298412698413,0.2700994005880702,1.5909090909090908,77.95454545454545,168.19,2022-03-24,22.75,319.662,NA,26.76,brightmax:106,2.08,NA,12.865384615384615,0.07772795216741406,2022-03-24,108,134,125,2022-04-26,33,1,1,1,1,-31.21,3.78
1,2,62,HR_125,HR_034,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-03-31,22,6,0,28,1,36,NA,NA,NA,NA,NA,NA,29,81.99,1,2.31,4,7.6,2,3.55,NA,NA,NA,NA,NA,NA,NA,2.827241379310345,2.31,1.9,1.775,NA,NA,2.2030603448275863,0.4747347628157886,1.6363636363636365,45.81818181818182,72.14,2022-03-31,23.621,350.741,NA,49.058,brightmax: 188,2.75,NA,17.83927272727273,0.05605609686493538,2022-03-31,115,141,132,2022-04-26,26,1,1,1,1,-31.53,1.07
1,2,63,HR_164,HR_201,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,NA,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,13,3,0,16,6,21,NA,NA,NA,NA,6,22.15,14,37.69,NA,NA,1,2.92,NA,NA,NA,NA,NA,NA,NA,NA,3.6916666666666664,2.692142857142857,NA,2.92,NA,NA,NA,3.101269841269841,0.5238377878377448,1.6153846153846154,25.846153846153847,84.65,2022-03-31,21.336,293.717,folding,38.599,brightmax:171,2.2,NA,17.544999999999998,0.056996295240809354,2022-03-31,115,141,132,2022-04-20,20,1,1,1,1,-30.5,1.11
1,2,64,HR_034,HR_080,R,1,TRUE,TRUE,TRUE,1,"1,5,6",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,NA,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-07,11,0,0,11,0,11,NA,NA,NA,NA,NA,NA,4,5.05,5,7.37,2,1.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2625,1.474,0.53,NA,NA,NA,1.0888333333333333,0.49538276446938817,1,11,45.67,2022-04-07,19.642,236.462,NA,38.621,brightmax alt; 192,3.02,NA,12.788410596026491,0.07819580021231971,2022-03-31,115,141,132,2022-04-26,26,1,1,1,1,-30.93,3.14
1,2,65,HR_155,HR_121,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,8,0,0,8,0,7,NA,NA,NA,NA,NA,NA,6,19.54,1,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2566666666666664,1.28,NA,NA,NA,NA,2.268333333333333,1.3977144041454088,0.875,7,34.69,NA,NA,NA,NA,36.488,brightmax alt: 180,1.47,leaf was broken and folded over. Looks OK to use (DG),24.821768707482992,0.04028721771541329,2022-03-31,115,141,132,2022-04-20,20,1,1,1,1,-30.75,1.36
1,2,66,HR_168,HR_101,R,3,TRUE,TRUE,TRUE,3,"6,3,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,7,2,0,9,7,13,NA,NA,NA,NA,NA,NA,NA,NA,2,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,NA,NA,NA,NA,1.58,NA,1.8571428571428572,16.714285714285715,19.72,2022-04-07,19.413,232.687,NA,NA,NA,NA,NA,NA,NA,2022-04-07,122,148,139,2022-04-20,13,1,1,1,1,-31.39,2.58
1,2,67,HR_053,HR_038,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,2022-03-31,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-03-31,12,5,0,17,0,8,NA,NA,NA,NA,NA,NA,3,6.57,5,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19,1.08,NA,NA,NA,NA,1.635,0.7848885271170677,0.6666666666666666,11.333333333333332,45.67,2022-03-31,18.126,201.13,NA,23.502,brightmax: 197,1.43,NA,16.434965034965035,0.060845885456556885,2022-03-31,115,141,132,2022-04-20,20,1,1,1,1,-31.41,1.65
1,2,68,HR_005,HR_180,R,6,TRUE,TRUE,TRUE,6,"2,6,7",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,5,0,0,5,0,8,NA,NA,NA,NA,NA,NA,6,12.15,2,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.025,2.35,NA,NA,NA,NA,2.1875,0.22980970388562807,1.6,8,8.93,2022-04-07,20.628,256.546,NA,NA,NA,NA,NA,NA,NA,2022-04-07,122,148,139,2022-04-20,13,1,1,1,1,-31.76,1.66
1,2,69,HR_139,HR_129,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-04-07,5,0,0,5,2,4,NA,NA,NA,NA,NA,NA,4,10.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7075,NA,NA,NA,NA,NA,2.7075,NA,0.8,4,14.65,NA,NA,NA,NA,57.614,brightmax: 166,3.75,NA,15.363733333333332,0.06508834658242789,2022-04-07,122,148,139,2022-04-14,7,1,1,1,1,-29.55,1.44
1,2,70,HR_157,HR_088,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,1,2,NA,NA,NA,NA,NA,NA,2,2.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.395,NA,NA,NA,NA,NA,1.395,NA,2,4,5.33,NA,NA,NA,NA,24.708,brightmax alt; 195,1.61,NA,15.346583850931674,0.06516108143111544,2022-04-07,122,148,139,2022-04-07,0,1,1,1,1,NA,NA
1,2,71,HR_006,HR_142,R,4,TRUE,TRUE,TRUE,4,"1,3,4",NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-26,3,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12.66,NA,NA,NA,NA,38.677,brightmax: 182,2.83,NA,13.666784452296818,0.07317010109367325,2022-04-07,122,148,139,2022-04-26,19,1,1,1,0,-30.9,2.6
1,2,72,HR_200,HR_153,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-11-19,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,NA,2022-04-20,NA,NA,NA,NA,NA,NA,2022-04-07,2,0,0,2,5,2,NA,NA,NA,NA,2,4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,NA,NA,NA,NA,NA,NA,2.32,NA,1,2,10.59,2022-04-07,22.254,313.694,NA,60.61,brightmax:166,2.91,NA,20.828178694158073,0.0480118792278502,2022-04-07,139,148,139,2022-04-20,13,1,1,1,1,-31.56,3.09
1,2,73,HR_125,HR_086,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-06,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,2022-04-20,2022-04-26,NA,NA,NA,NA,NA,2022-04-07,2,2,0,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.985,NA,NA,NA,NA,0.985,NA,1,4,32.19,2022-04-07,23.265,327.875,NA,51.18,brightmax alt; 184,3.12,NA,16.403846153846153,0.06096131301289567,2022-04-07,122,148,139,2022-04-26,19,1,1,1,1,-31.06,2.68
1,2,74,HR_171,HR_073,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-17,2021-11-10,2021-11-19,NA,NA,NA,NA,2022-04-07,2022-04-14,NA,NA,NA,NA,NA,NA,NA,2022-04-07,3,0,0,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16.03,2022-04-07,20.842,254.172,NA,44.896,brightmax alt; 187,3.1,NA,14.48258064516129,0.06904846756949394,2022-04-07,111,148,139,2022-04-14,7,1,1,1,0,-30.62,4.32
