Sequence,Location,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,FD_08,FD_09,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
77,26,R,G1,BB_016,1,,,,,,,,,,,,,,,,,
77,26,R,G1,BB_016,2,,,,,,,,,,,,,,,,,
77,26,R,G1,BB_016,3,,,,,,,,,,,,,,,,,
77,26,R,G1,BB_016,4,,,,,,,,,,,,,,,,,
77,26,R,G1,BB_016,5,,,,,,,,,,,,,,,,,
78,26,L,G1,BB_034,1,,,,,,,,,,,,,,,,,
78,26,L,G1,BB_034,2,,,,,,,,,,,,,,,,,
78,26,L,G1,BB_034,3,,,,,,,,,,,,,,,,,
78,26,L,G1,BB_034,4,,,,,,,,,,,,,,,,,
78,26,L,G1,BB_034,5,,,,,,,,,,,,,,,,,
78,26,R,G1,BB_064,1,,,,,,,,,,,,,,,,,
78,26,R,G1,BB_064,2,,,,,,,,,,,,,,,,,
78,26,R,G1,BB_064,3,,,,,,,,,,,,,,,,,
78,26,R,G1,BB_064,4,,,,,,,,,,,,,,,,,
78,26,R,G1,BB_064,5,,,,,,,,,,,,,,,,,
79,27,L,G1,BB_126,1,1,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,,,,,2023-02-15,,,,2023-05-25,
79,27,L,G1,BB_126,2,,,,,,,,,,,,,,,,,
79,27,L,G1,BB_126,3,,,,,2023-03-29,,,2023-05-10,,,,,,,,,
79,27,L,G1,BB_126,4,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,,,,2023-05-10,,,,,,
79,27,L,G1,BB_126,5,,,,,,,,,,,,,,,,,
79,27,R,G1,BB_149,1,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,,,,2023-05-10,2023-03-02,,,,,
79,27,R,G1,BB_149,2,,,,,,,,,,,,,,,,,
79,27,R,G1,BB_149,3,,,,,,,,,,,,,,,,,
79,27,R,G1,BB_149,4,,,,,,,,,,,,,,,,,
79,27,R,G1,BB_149,5,5,,,2023-03-16,2023-03-29,2023-04-12,2023-04-26,2023-05-10,2023-05-24,,,2023-03-16,1,0,,2023-06-07,
80,27,L,G1,BB_163,1,,,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,2023-05-10,,,,,,
80,27,L,G1,BB_163,2,,,,,,,,,,,,,,,,,
80,27,L,G1,BB_163,3,,,,,,,,,,,,,,,,,
80,27,L,G1,BB_163,4,,,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,,,,,,,,,,
80,27,L,G1,BB_163,5,5,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,,,,,2023-02-15,,,,2023-05-25,
80,27,R,G1,BB_013,1,,,,,,,,,,,,,,,,,
80,27,R,G1,BB_013,2,,,,,,,,,,,,,,,,,
80,27,R,G1,BB_013,3,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,,,,,,,,,,
80,27,R,G1,BB_013,4,,,,,,,,,,,,,,,,,
80,27,R,G1,BB_013,5,5,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,,,,,2023-02-15,,,,2023-05-25,
81,27,L,G1,BB_095,1,,,,2023-03-16,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,G,2023-05-10,,10,,,,
81,27,L,G1,BB_095,2,,,,2023-03-16,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,G,,2023-03-16,1,,,,
81,27,L,G1,BB_095,3,,,,,,,,,,G,,,,,,,
81,27,L,G1,BB_095,4,4,,,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,G,,2023-04-26,1,,,,Entire point gophered
81,27,L,G1,BB_095,5,,,,,,,,,,G,,,,,,,
81,27,R,G2,BB_020,1,,,,,,,,,,G,,,,,,,
81,27,R,G2,BB_020,2,2,,,2023-03-16,2023-03-29,2023-04-12,2023-04-26,,,G,,2023-03-16,,,,2023-05-25,
81,27,R,G2,BB_020,3,,,,,,,,,,G,,,,,,,
81,27,R,G2,BB_020,4,,,,,,,,,,G,,,,,,,
81,27,R,G2,BB_020,5,,,,,,,,,,G,,,,,,,
82,28,L,G1,BB_008,1,1,2023-02-15,2023-03-02,2023-03-16,2023-03-29,,2023-04-27,,,,,2023-03-02,,,,2023-05-25,retook photo 3/16
82,28,L,G1,BB_008,2,,,2023-03-02,2023-03-16,2023-03-29,,2023-04-27,,,,,,,,,,
82,28,L,G1,BB_008,3,,,2023-03-02,2023-03-16,2023-03-29,,2023-04-27,,,,,,,,,,
82,28,L,G1,BB_008,4,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,,2023-04-27,2023-05-10,,,2023-05-10,2023-02-15,3,,,,
82,28,L,G1,BB_008,5,,,,,,,,,,,,,,,,,
82,28,R,G2,BB_059,1,,,2023-03-02,2023-03-16,2023-03-29,,2023-04-27,,,,,,,,,,male sterile 
82,28,R,G2,BB_059,2,,,,,,,,,,,,,,,,,
82,28,R,G2,BB_059,3,,,2023-03-02,2023-03-16,,,2023-04-27,,,,,,,,,,
82,28,R,G2,BB_059,4,4,,2023-03-02,2023-03-16,2023-03-29,,2023-04-27,2023-05-10,,,2023-05-24,2023-03-16,1,,,2023-05-25,
82,28,R,G2,BB_059,5,,,,,,,,,,,,,,,,,
83,28,L,G1,BB_080,1,,,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-27,,,,,,,,,,
83,28,L,G1,BB_080,2,2,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,2023-02-15,1,,,2023-05-25,
83,28,L,G1,BB_080,3,,,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-27,,,,,,,,,,
83,28,L,G1,BB_080,4,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-27,,,,,2023-02-15,,,,,
83,28,L,G1,BB_080,5,,,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-27,,,,2023-05-10,,,,,,
83,28,R,G1,BB_185,1,1,,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,2023-03-02,1,,,2023-06-08,retook photo 3/16
83,28,R,G1,BB_185,2,,,,,,,,,,,,,,,,,
83,28,R,G1,BB_185,3,,,,,,,,,,,,,,,,,
83,28,R,G1,BB_185,4,,,2023-03-02,2023-03-16,,2023-04-12,2023-04-27,2023-05-10,,,2023-05-10,,10,,,,
83,28,R,G1,BB_185,5,,,,,,,,,,,,,,,,,
84,28,L,G1,BB_021,1,,,,,,,,,,,,,,,,,
84,28,L,G1,BB_021,2,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,2023-05-10,2023-02-15,1,,,,
84,28,L,G1,BB_021,3,3,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,2023-03-02,,,,2023-06-08,retook photo 3/16
84,28,L,G1,BB_021,4,,,,,,,,,,,,,,,,,
84,28,L,G1,BB_021,5,,,,,,,,,,,,,,,,,
84,28,R,G1,BB_152,1,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,2023-05-10,2023-03-02,2,,,,retook photo 3/16
84,28,R,G1,BB_152,2,,,,,,,,,,,,,,,,,
84,28,R,G1,BB_152,3,,,,,,,,,,,,,,,,,
84,28,R,G1,BB_152,4,4,,,,,2023-04-12,2023-04-27,,,,,,,,,2023-06-08,
84,28,R,G1,BB_152,5,,,,,,,,,,,,,,,,,
85,29,L,G2,BB_104,1,,,,,,,,,,,,,,,,,
85,29,L,G2,BB_104,2,2,,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,,,,,2023-03-16,,,,2023-05-25,
85,29,L,G2,BB_104,3,,,,,,2023-04-12,2023-04-26,,,,,,,,,,
85,29,L,G2,BB_104,4,,,,,,,,,,,,,,,,,
85,29,L,G2,BB_104,5,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,,,,2023-05-10,2023-02-15,,,,,
85,29,R,G1,BB_137,1,,,,,,,,,,,,,,,,,
85,29,R,G1,BB_137,2,,,,,,,,,,,,,,,,,
85,29,R,G1,BB_137,3,,,,,,,,,,,,,,,,,
85,29,R,G1,BB_137,4,,,,,,,,,,,,,,,,,
85,29,R,G1,BB_137,5,,,,,,,,,,,,,,,,,
86,29,L,G1,BB_216,1,,,,,,,,,,,,,,,,,
86,29,L,G1,BB_216,2,,,,2023-03-16,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,2023-05-10,,2,,,,
86,29,L,G1,BB_216,3,,,,,,,,,,,,,,,,,
86,29,L,G1,BB_216,4,,,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-03-02,2,,,,retook photo 3/16
86,29,L,G1,BB_216,5,5,,,2023-03-16,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-03-16,1,,,2023-05-25,
86,29,R,G2,BB_190,1,,,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,,,,,,,,,,
86,29,R,G2,BB_190,2,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,2023-05-10,,3,,,,
86,29,R,G2,BB_190,3,3,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-02-15,2,,,2023-06-07,
86,29,R,G2,BB_190,4,,,,,,,,,,,,,,,,,
86,29,R,G2,BB_190,5,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,,,,,,,,,,
87,29,L,G1,BB_060,1,,,,,,,,,,,,,,,,,
87,29,L,G1,BB_060,2,,,,,,,,,,,,,,,,,
87,29,L,G1,BB_060,3,,,,2023-03-16,2023-03-29,,,,,,2023-05-10,,,,,,
87,29,L,G1,BB_060,4,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,,,,,2023-02-15,,,,,
87,29,L,G1,BB_060,5,5,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-02-15,2,,,2023-05-25,
87,29,R,G1,BB_052,1,1,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-02-15,1,,,2023-05-25,
87,29,R,G1,BB_052,2,,,,,2023-03-29,,,,,,,,,,,,
87,29,R,G1,BB_052,3,,,,,2023-03-29,2023-04-12,2023-04-26,,,,,,,,,,
87,29,R,G1,BB_052,4,,,2023-03-02,2023-03-16,2023-03-29,2023-04-12,2023-04-26,,,,2023-05-10,,,,,,
87,29,R,G1,BB_052,5,,,,,,,,,,,,,,,,,
88,30,L,G1,BB_127,1,,,,2023-03-16,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,2023-05-10,2023-03-29,,,,,
88,30,L,G1,BB_127,2,,,,,,,,,,,,,,,,,
88,30,L,G1,BB_127,3,,,,,,,,,,,,,,,,2023-06-21,
88,30,L,G1,BB_127,4,,,,,,,,,,,,,,,,,
88,30,L,G1,BB_127,5,5,,,,,2023-04-12,2023-04-27,2023-05-10,,,,2023-04-12,1,,,2023-06-21,
88,30,R,G1,BB_171,1,,,,,,,,,,,,,,,,,
88,30,R,G1,BB_171,2,,,,,,,,,,,,,,,,,
88,30,R,G1,BB_171,3,,,,,,,,,,,,,,,,,
88,30,R,G1,BB_171,4,,,,,,,,,,,,,,,,,
88,30,R,G1,BB_171,5,,,,,,,,,,,,,,,,,
89,30,L,G1,BB_153,1,,,,,,,,,,,,,,,,,
89,30,L,G1,BB_153,2,,,,,,,,,,,,,,,,,
89,30,L,G1,BB_153,3,,,,,,,,,,,,,,,,,
89,30,L,G1,BB_153,4,,,,,,,,,,,,,,,,,
89,30,L,G1,BB_153,5,,,,,,,,,,,,,,,,,
89,30,R,G1,BB_201,1,,,,,,,,,,,,,,,,,
89,30,R,G1,BB_201,2,,,,,,,,,,,,,,,,,
89,30,R,G1,BB_201,3,,,,,,,,,,,,,,,,,
89,30,R,G1,BB_201,4,,,,,,,,,,,,,,,,,
89,30,R,G1,BB_201,5,,,,,,,,,,,,,,,,,
90,30,L,G1,BB_074,1,,,,,,,,,,,,,,,,,
90,30,L,G1,BB_074,2,2,,,2023-03-16,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,2023-03-16,1,,,2023-06-07,
90,30,L,G1,BB_074,3,,,,,,,,,,,,,,,,,
90,30,L,G1,BB_074,4,,2023-02-15,,2023-03-16,2023-03-29,2023-04-12,2023-04-27,,,,2023-05-10,2023-02-15,,,,,
90,30,L,G1,BB_074,5,,,,,,,,,,,,,,,,,
90,30,R,G1,BB_084,1,,,,,,,,,,,,,,,,,
90,30,R,G1,BB_084,2,,,,,,,,,,,,,,,,,
90,30,R,G1,BB_084,3,,,,,,2023-04-12,2023-04-27,,,,2023-05-10,,,,,,
90,30,R,G1,BB_084,4,4,,,2023-03-16,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,,4,,,2023-06-07,
90,30,R,G1,BB_084,5,,,,2023-03-16,2023-03-29,2023-04-12,2023-04-27,,,,,2023-03-16,,,,,
91,31,L,G1,BB_020,1,,G,,,,,,,,,,,,,,,
91,31,L,G1,BB_020,2,,G,,,,,,,,,,,,,,,
91,31,L,G1,BB_020,3,,G,,,,,,,,,,,,,,,
91,31,L,G1,BB_020,4,,G,,,,,,,,,,,,,,,
91,31,L,G1,BB_020,5,5,,,,,2023-04-13,2023-04-26,2023-05-11,2023-05-24,,2023-06-07,2023-04-26,3,3,,2023-06-07,
91,31,R,G1,BB_094,1,,,,,,,,,,,,,,,,,
91,31,R,G1,BB_094,2,2,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-03-02,1,,,2023-06-07,retook photo 3/16
91,31,R,G1,BB_094,3,,,,,,,,,,,,,,,,,
91,31,R,G1,BB_094,4,,,,,,,,,,,,,,,,,
91,31,R,G1,BB_094,5,,,,,,,,,,,,,,,,,
92,31,L,G2,BB_019,1,,,,,,,,,,,,,,,,,
92,31,L,G2,BB_019,2,,,,,,,,,,,,,,,,,
92,31,L,G2,BB_019,3,3,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-03-16,1,,,2023-06-07,
92,31,L,G2,BB_019,4,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,1,,,,
92,31,L,G2,BB_019,5,,,,,,,,,,,,,,,,,
92,31,R,G2,BB_145,1,,,,,2023-03-29,2023-04-13,,,,,,,,,,,
92,31,R,G2,BB_145,2,2,,,2023-03-16,2023-03-29,2023-04-13,,,G,,,2023-04-13,,,,,Plant gone
92,31,R,G2,BB_145,3,,,,,,,,,G,,,,,,,,
92,31,R,G2,BB_145,4,,,,,,,,,,,,,,,,,
92,31,R,G2,BB_145,5,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-29,,,,,
93,31,L,G2,BB_087,1,,,,,,,,,,,,,,,,,
93,31,L,G2,BB_087,2,,,,,,,,,,,,,,,,,
93,31,L,G2,BB_087,3,,,,,,,,,,,,,,,,,
93,31,L,G2,BB_087,4,,,,,,,,,,,,,,,,,
93,31,L,G2,BB_087,5,,,,,,,,,,,,,,,,,
93,31,R,G2,BB_138,1,,,,,,,,,,,,,,,,,
93,31,R,G2,BB_138,2,,,,,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,2,,,,
93,31,R,G2,BB_138,3,,,,,,,,,,,,,,,,,
93,31,R,G2,BB_138,4,4,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-29,,,,,Plant gone
93,31,R,G2,BB_138,5,,,,,,,,,,,,,,,,,
94,32,L,G2,BB_039,1,1,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-16,,,,2023-05-25,
94,32,L,G2,BB_039,2,,,,,,,,,,,,,,,,,
94,32,L,G2,BB_039,3,,,,,,,,,,,,,,,,,
94,32,L,G2,BB_039,4,,,,,,,,,,,,,,,,,
94,32,L,G2,BB_039,5,,,,,,,,,,,,,,,,,
94,32,R,G1,BB_119,1,,,,,,,,,,,,,,,,,
94,32,R,G1,BB_119,2,2,,,,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-29,,,,2023-06-08,
94,32,R,G1,BB_119,3,,,,,2023-03-29,2023-04-13,,,,,,,,,,,
94,32,R,G1,BB_119,4,,,,,,,,,,,,,,,,,
94,32,R,G1,BB_119,5,,,,,,,,,,,,,,,,,
95,32,L,G1,BB_215,1,,,,,,,,,,,,,,,,,
95,32,L,G1,BB_215,2,,,,,,,,,,,,,,,,,
95,32,L,G1,BB_215,3,,,,,,,,,,,,,,,,,
95,32,L,G1,BB_215,4,,,,,,,,,,,,,,,,,
95,32,L,G1,BB_215,5,,,,,,,,,,,,,,,,,
95,32,R,G1,BB_151,1,,,,,,,,,,,,,,,,,
95,32,R,G1,BB_151,2,,,,,,,,,,,,,,,,,
95,32,R,G1,BB_151,3,3,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-16,,,,2023-05-25,
95,32,R,G1,BB_151,4,,,,,,,,,,,,,,,,,
95,32,R,G1,BB_151,5,,,,,,,,,,,,,,,,,
96,32,L,G1,BB_044,1,,,,,,,,,,,,,,,,,
96,32,L,G1,BB_044,2,,,,,,,,,,,,,,,,,
96,32,L,G1,BB_044,3,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-16,,,,,
96,32,L,G1,BB_044,4,4,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-03-29,2,,,2023-06-08,
96,32,L,G1,BB_044,5,,,,,,,,,,,,,,,,,
96,32,R,G2,BB_207,1,,,,,,,,,,,,,,,,,
96,32,R,G2,BB_207,2,2,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-29,,,,2023-05-25,
96,32,R,G2,BB_207,3,,,,,,,,,,,,,,,,,
96,32,R,G2,BB_207,4,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
96,32,R,G2,BB_207,5,,,,2023-03-16,2023-03-29,2023-04-13,G,,,,,,,,,,
97,33,L,G1,BB_078,1,,,,,,,,,,,,,,,,,
97,33,L,G1,BB_078,2,,,,,,,,,,,,,,,,,
97,33,L,G1,BB_078,3,3,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-03-16,,,,2023-05-25,
97,33,L,G1,BB_078,4,,,,,,,,,,,,,,,,,
97,33,L,G1,BB_078,5,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
97,33,R,G1,BB_163,1,,,,,,,,,,,,,,,,,
97,33,R,G1,BB_163,2,,,,,,,,,,,,,,,,,
97,33,R,G1,BB_163,3,,,,,,,,,,,,,,,,,
97,33,R,G1,BB_163,4,4,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-03-16,1,,,2023-06-08,
97,33,R,G1,BB_163,5,,,,,,,,,,,,,,,,,
98,33,L,G2,BB_143,1,,,,,,,,,,,,,,,,,
98,33,L,G2,BB_143,2,,,,,,,,,,,,,,,,,
98,33,L,G2,BB_143,3,,,,,,,,,,,,,,,,,
98,33,L,G2,BB_143,4,,,,,,,,,,,,,,,,,
98,33,L,G2,BB_143,5,,,,,,,,,,,,,,,,,
98,33,R,G1,BB_192,1,,,,,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,1,,,,
98,33,R,G1,BB_192,2,,,,,,,,,,,,,,,,,
98,33,R,G1,BB_192,3,,,,,,,,,,,,,,,,,
98,33,R,G1,BB_192,4,,,,,,,,,,,,,,,,,
98,33,R,G1,BB_192,5,5,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,2023-05-24,,,2023-03-29,1,1,,2023-06-08,male sterile
99,33,L,G1,BB_160,1,,,,,,,,,,,,,,,,,
99,33,L,G1,BB_160,2,,,,,,,,,,,,,,,,,
99,33,L,G1,BB_160,3,,,,,,,,,,,,,,,,,
99,33,L,G1,BB_160,4,,,,,,,,,,,,,,,,,
99,33,L,G1,BB_160,5,,,,,,,,,,,,,,,,,
99,33,R,G2,BB_083,1,,,,,,,,,,,,,,,,,
99,33,R,G2,BB_083,2,,,,,,,,,,,,,,,,,
99,33,R,G2,BB_083,3,,,,,,,,,,,,,,,,,
99,33,R,G2,BB_083,4,,,,,,,,,,,,,,,,,
99,33,R,G2,BB_083,5,,,,,,,,,,,,,,,,,
100,34,L,G1,BB_049,1,,,,,,,,,,,,,,,,,plant location curved and weird
100,34,L,G1,BB_049,2,,,,,,,,,,,,,,,,,
100,34,L,G1,BB_049,3,,,,,,,,,,,,,,,,,
100,34,L,G1,BB_049,4,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
100,34,L,G1,BB_049,5,5,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-15,,,,2023-05-11,
100,34,R,G2,BB_135,1,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
100,34,R,G2,BB_135,2,2,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-02-15,1,,,2023-06-08,
100,34,R,G2,BB_135,3,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
100,34,R,G2,BB_135,4,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
100,34,R,G2,BB_135,5,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
101,34,L,G1,BB_004,1,,,,,,,,,,,,,,,,,
101,34,L,G1,BB_004,2,,,,,2023-03-29,,,,,,2023-05-11,,,,,,
101,34,L,G1,BB_004,3,,,,,,,,,,,,,,,,,
101,34,L,G1,BB_004,4,4,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-16,,,,2023-06-08,sterile male
101,34,L,G1,BB_004,5,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,,1,,,,
101,34,R,G2,BB_210,1,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
101,34,R,G2,BB_210,2,2,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-15,,,,2023-05-25,
101,34,R,G2,BB_210,3,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
101,34,R,G2,BB_210,4,,,,,2023-03-29,2023-04-13,,,,,,,,,,,
101,34,R,G2,BB_210,5,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
102,34,L,G1,BB_037,1,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,1,,,,
102,34,L,G1,BB_037,2,2,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-15,,,,2023-06-08,
102,34,L,G1,BB_037,3,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
102,34,L,G1,BB_037,4,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
102,34,L,G1,BB_037,5,,,,,,,,,,,,,,,,,
102,34,R,G1,BB_201,1,1,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-16,,,,,
102,34,R,G1,BB_201,2,,,,,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,,,,,
102,34,R,G1,BB_201,3,,,,,,,,,,,,,,,,,
102,34,R,G1,BB_201,4,,,,,,,,,,,,,,,,,
102,34,R,G1,BB_201,5,,,,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
103,35,L,G2,BB_021,1,,2023-02-15,G,,,,,,,,,,,,,,
103,35,L,G2,BB_021,2,2,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-03-16,1,,,2023-06-07,
103,35,L,G2,BB_021,3,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,
103,35,L,G2,BB_021,4,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
103,35,L,G2,BB_021,5,,,,,,,,,,,,,,,,,
103,35,R,G2,BB_148,1,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
103,35,R,G2,BB_148,2,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,,,,,,
103,35,R,G2,BB_148,3,3,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-02,,,,2023-06-07,
103,35,R,G2,BB_148,4,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,,,,,
103,35,R,G2,BB_148,5,,,,,,,,,,,,,,,,,
104,35,L,G1,BB_119,1,,,,,,,,,,,,,,,,,
104,35,L,G1,BB_119,2,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
104,35,L,G1,BB_119,3,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,2,,,,
104,35,L,G1,BB_119,4,4,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-03-02,1,,,2023-06-07,
104,35,L,G1,BB_119,5,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
104,35,R,G1,BB_019,1,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
104,35,R,G1,BB_019,2,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,1,,,,
104,35,R,G1,BB_019,3,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
104,35,R,G1,BB_019,4,4,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-02-15,2,,,2023-06-07,
104,35,R,G1,BB_019,5,,,,,,,,,,,,,,,,,
105,35,L,G2,BB_046,1,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,,,,,
105,35,L,G2,BB_046,2,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,,1,,,,
105,35,L,G2,BB_046,3,,,,,,,,,,,,,,,,,
105,35,L,G2,BB_046,4,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
105,35,L,G2,BB_046,5,5,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-02,,,,2023-06-07,retook photo 3/16
105,35,R,G1,BB_008,1,1,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-03-02,2,,,2023-06-07,
