Sequence,Location,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,FD_08,FD_09,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
105,35,R,G1,BB_008,2,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,
105,35,R,G1,BB_008,3,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,,1,,,,
105,35,R,G1,BB_008,4,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-02-15,,,,,
105,35,R,G1,BB_008,5,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
106,36,L,G2,BB_185,1,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
106,36,L,G2,BB_185,2,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
106,36,L,G2,BB_185,3,3,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-15,,,,2023-05-25,
106,36,L,G2,BB_185,4,,,,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
106,36,L,G2,BB_185,5,,,,,,,2023-04-27,,,,,,,,,,
106,36,R,G1,BB_046,1,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
106,36,R,G1,BB_046,2,,,,,,,,,,,,,,,,,
106,36,R,G1,BB_046,3,3,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-16,,,,2023-05-25,
106,36,R,G1,BB_046,4,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
106,36,R,G1,BB_046,5,,2023-02-15,2023-03-02,2023-03-16,,2023-04-13,2023-04-27,,,,,2023-02-15,,,,,
107,36,L,G1,BB_010,1,1,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,2023-03-02,,,,2023-05-25,
107,36,L,G1,BB_010,2,,,,,,,,,,,,,,,,,
107,36,L,G1,BB_010,3,,,,,,,,,,,,,,,,,
107,36,L,G1,BB_010,4,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
107,36,L,G1,BB_010,5,,,,,,,,,,,,,,,,,
107,36,R,G1,BB_159,1,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,2,,,,
107,36,R,G1,BB_159,2,,,,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
107,36,R,G1,BB_159,3,3,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,2023-03-16,,,,2023-05-25,
107,36,R,G1,BB_159,4,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
107,36,R,G1,BB_159,5,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-02-15,1,,,,
108,36,L,G2,BB_101,1,,,,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
108,36,L,G2,BB_101,2,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-02,,,,,
108,36,L,G2,BB_101,3,3,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-29,,,,2023-06-07,
108,36,L,G2,BB_101,4,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
108,36,L,G2,BB_101,5,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
108,36,R,G1,BB_154,1,1,2023-02-15,2023-03-02,2023-03-16,2023-03-29,,,,,,,2023-03-02,,,,2023-05-11,retook photo 3/16
108,36,R,G1,BB_154,2,,,,2023-03-16,2023-03-29,,,,,,2023-05-11,,,,,,
108,36,R,G1,BB_154,3,,,,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
108,36,R,G1,BB_154,4,,,,,,,,,,,,,,,,,
108,36,R,G1,BB_154,5,,,,,2023-03-29,,,,,,,,,,,,
109,37,L,G1,BB_158,1,,,,,,,,,,,,,,,,,
109,37,L,G1,BB_158,2,2,,,,,2023-04-13,2023-04-26,2023-05-11,,,,2023-04-13,2,,,,
109,37,L,G1,BB_158,3,,,,,,,,,,,,,,,,,
109,37,L,G1,BB_158,4,,,,,,,,,,,,,,,,,
109,37,L,G1,BB_158,5,,,,,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,3,,,,
109,37,R,G1,BB_018,1,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,3,,,,
109,37,R,G1,BB_018,2,,,,,,,,,,,,,,,,,
109,37,R,G1,BB_018,3,3,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-16,,,,2023-05-25,
109,37,R,G1,BB_018,4,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
109,37,R,G1,BB_018,5,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
110,37,L,G2,BB_153,1,,,,,,,,,,,,,,,,,
110,37,L,G2,BB_153,2,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,2023-03-02,4,,,,
110,37,L,G2,BB_153,3,,,,,,,,,,,,,,,,,
110,37,L,G2,BB_153,4,,,,,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,,1,,,,
110,37,L,G2,BB_153,5,5,,,2023-03-16,2023-03-29,2023-04-13,,,,,,2023-04-13,,,,2023-05-25,
110,37,R,G1,BB_077,1,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,
110,37,R,G1,BB_077,2,,,,,,2023-04-13,2023-04-26,,,,,,,,,,
110,37,R,G1,BB_077,3,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
110,37,R,G1,BB_077,4,,,,,,,,,,,,,,,,,
110,37,R,G1,BB_077,5,5,,2023-03-02,2023-03-16,2023-03-29,,,,,,,2023-03-16,,,,2023-05-25,
111,37,L,G1,BB_205,1,,,,,,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,
111,37,L,G1,BB_205,2,,,,,,,,,,,,,,,,,
111,37,L,G1,BB_205,3,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-02,,,,,
111,37,L,G1,BB_205,4,4,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-16,,,,2023-05-11,
111,37,L,G1,BB_205,5,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
111,37,R,G2,BB_121,1,,,,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
111,37,R,G2,BB_121,2,,,,,,,,,,,,,,,,,
111,37,R,G2,BB_121,3,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,
111,37,R,G2,BB_121,4,,,,,,,,,,,,,,,,,
111,37,R,G2,BB_121,5,5,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-16,,,,2023-05-25,
112,38,L,G1,BB_063,1,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
112,38,L,G1,BB_063,2,2,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-16,,,,2023-05-25,
112,38,L,G1,BB_063,3,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
112,38,L,G1,BB_063,4,,2023-02-15,2023-03-02,,2023-03-29,,,,,,,,,,,,
112,38,L,G1,BB_063,5,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-02,,,,,
112,38,R,G1,BB_087,1,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,1,,,,
112,38,R,G1,BB_087,2,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
112,38,R,G1,BB_087,3,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
112,38,R,G1,BB_087,4,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
112,38,R,G1,BB_087,5,5,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-02,,,,"5/11/2023, 5/25",
113,38,L,G1,BB_147a,1,,,,,,,,,,,,,,,,,
113,38,L,G1,BB_147a,2,2,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-25,2023-03-02,,,,2023-05-25,retook photo 3/16
113,38,L,G1,BB_147a,3,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
113,38,L,G1,BB_147a,4,,,,,,2023-04-13,2023-04-27,,,,,,,,,,
113,38,L,G1,BB_147a,5,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
113,38,R,G1,BB_147b,1,,,,,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,1,,,,
113,38,R,G1,BB_147b,2,2,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-16,,,,2023-05-24,
113,38,R,G1,BB_147b,3,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-03-02,2,,,,
113,38,R,G1,BB_147b,4,,,,,,,,,,,,,,,,,
113,38,R,G1,BB_147b,5,,,,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
114,38,L,G1,BB_089,1,,,,,,,,,,,,,,,,,
114,38,L,G1,BB_089,2,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,1,,,,
114,38,L,G1,BB_089,3,,,,,,,,,,,,,,,,,
114,38,L,G1,BB_089,4,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,,,,,,,2023-03-16,,,,,"4 was fitness, changed to 5 because 4 was gone"
114,38,L,G1,BB_089,5,5,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-03-02,5,,,2023-06-07,
114,38,R,G1,BB_116,1,,,,,,,,,,,,,,,,,
114,38,R,G1,BB_116,2,,,,,,,,,,,,,,,,,
114,38,R,G1,BB_116,3,3,,,,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-25,,,,,2023-05-25,
114,38,R,G1,BB_116,4,,,,,,,,,,,,,,,,,
114,38,R,G1,BB_116,5,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,2023-03-16,1,,,,
115,39,L,G1,BB_088,1,,,,,,,,,,,,,,,,,
115,39,L,G1,BB_088,2,2,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,2023-03-02,,,,,No plant
115,39,L,G1,BB_088,3,,,,,,,,,,,,,,,,,
115,39,L,G1,BB_088,4,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,,,,,,,2023-02-15,,,,,
115,39,L,G1,BB_088,5,,,,,,,,,,,,,,,,,
115,39,R,G1,BB_133,1,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
115,39,R,G1,BB_133,2,,,,,,,,,,,,,,,,,
115,39,R,G1,BB_133,3,,,,,,,,,,,,,,,,,
115,39,R,G1,BB_133,4,4,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-02-15,,,,2023-05-25,
115,39,R,G1,BB_133,5,,,,,,,,,,,,,,,,,
116,39,L,G1,BB_034,1,,,,,,,,,,,,,,,,,
116,39,L,G1,BB_034,2,2,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-02-15,,,,2023-05-25,
116,39,L,G1,BB_034,3,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-25,,,,,,
116,39,L,G1,BB_034,4,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,2023-05-25,
116,39,L,G1,BB_034,5,,,,,,,,,,,,,,,,,
116,39,R,G1,BB_046,1,,,,,,,,,,,,,,,,,
116,39,R,G1,BB_046,2,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-02,,,,,
116,39,R,G1,BB_046,3,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
116,39,R,G1,BB_046,4,4,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-16,,,,2023-05-25,sterile male
116,39,R,G1,BB_046,5,,,,,,2023-04-13,,,,,,,,,,,
117,39,L,G1,BB_039,1,,,,,,,,,,,,,,,,,
117,39,L,G1,BB_039,2,,,,,,,,,,,,,,,,,
117,39,L,G1,BB_039,3,,,,,,,,,,,,,,,,,
117,39,L,G1,BB_039,4,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,
117,39,L,G1,BB_039,5,5,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-03-16,3,,,2023-06-08,
117,39,R,G1,BB_164,1,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,
117,39,R,G1,BB_164,2,,,,,,,,,,,,,,,,,
117,39,R,G1,BB_164,3,3,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-02-15,,,,2023-05-25,
117,39,R,G1,BB_164,4,,,,,,,,,,,,,,,,,
117,39,R,G1,BB_164,5,,,,,,,,,,,,,,,,,
118,40,L,G2,BB_029,1,,,,,,,,,,,,,,,,,
118,40,L,G2,BB_029,2,,,,,,,,,,,,,,,,,
118,40,L,G2,BB_029,3,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,2023-02-15,,,,,
118,40,L,G2,BB_029,4,,,,,2023-03-29,,,,,,,,,,,,
118,40,L,G2,BB_029,5,5,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-15,,,,2023-05-11,
118,40,R,G1,BB_025,1,,,,,,,,,,,,,,,,,
118,40,R,G1,BB_025,2,,,,,,,,,,,,,,,,,
118,40,R,G1,BB_025,3,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,2023-02-15,,,,,
118,40,R,G1,BB_025,4,4,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-04-13,,,,2023-05-25,
118,40,R,G1,BB_025,5,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,,,,,,,2023-03-02,,,,,"5 was fitness, changed to 4 because plant 5 wasn't our plant"
119,40,L,G2,BB_051,1,1,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-04-13,,,,2023-06-21,
119,40,L,G2,BB_051,2,,,2023-03-02,2023-03-16,2023-03-29,G,,,,,,2023-03-02,,,,,
119,40,L,G2,BB_051,3,,,2023-03-02,2023-03-16,2023-03-29,G,,,,,,2023-03-16,,,,,"3 was fitness, changed to 1 because 3 was gone (4/27)"
119,40,L,G2,BB_051,4,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-15,,,,,
119,40,L,G2,BB_051,5,,,2023-03-02,2023-03-16,,,2023-04-27,2023-05-11,,,2023-05-11,,1,,,,
119,40,R,G1,BB_021,1,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,2023-02-15,,,,,
119,40,R,G1,BB_021,2,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
119,40,R,G1,BB_021,3,3,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-16,,,,2023-05-25,
119,40,R,G1,BB_021,4,,,,,,,,,,,,,,,,,
119,40,R,G1,BB_021,5,,,,,,,,,,,,,,,,,
120,40,L,G1,BB_054,1,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-15,,,,,
120,40,L,G1,BB_054,2,2,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,,1,,,2023-06-07,
120,40,L,G1,BB_054,3,,2023-02-15,,2023-03-16,,,,,,,,,,,,,
120,40,L,G1,BB_054,4,,,,,,,,,,,,,,,,,
120,40,L,G1,BB_054,5,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,2,,,,
120,40,R,G1,BB_183,1,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,,,,,
120,40,R,G1,BB_183,2,,,,,,,2023-04-27,,,,,,1,,,,
120,40,R,G1,BB_183,3,,,,,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
120,40,R,G1,BB_183,4,,,,,,,,,,,,,,,,,
120,40,R,G1,BB_183,5,5,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-02-15,1,,,2023-05-25,
121,41,L,G1,BB_189,1,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,2023-03-02,1,,,,
121,41,L,G1,BB_189,2,,,,,,,,,,,,,,,,,
121,41,L,G1,BB_189,3,3,,,,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-03-29,2,,,2023-05-25,
121,41,L,G1,BB_189,4,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
121,41,L,G1,BB_189,5,,,,,,,,,,,,,,,,,
121,41,R,G2,BB_132,1,,,,,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,,,,,,
121,41,R,G2,BB_132,2,2,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-02,,,,2023-05-25,
121,41,R,G2,BB_132,3,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,2,,,,
121,41,R,G2,BB_132,4,,,,,,,,,,,,,,,,,
121,41,R,G2,BB_132,5,,,,,,2023-04-13,2023-04-26,,,,,,,,,,
122,41,L,G1,BB_187,1,,,,,,,,,,,,,,,,,
122,41,L,G1,BB_187,2,,,,,,,,,,,,,,,,,
122,41,L,G1,BB_187,3,,,,,,,,,,,,,,,,,
122,41,L,G1,BB_187,4,,,,,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
122,41,L,G1,BB_187,5,5,,,,2023-03-29,2023-04-13,2023-04-26,,,,,2023-04-13,,,,,"male sterile, Plant gone 6/7 no skeleton "
122,41,R,G2,BB_134,1,1,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-02,,,,2023-05-11,
122,41,R,G2,BB_134,2,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
122,41,R,G2,BB_134,3,,,,,,,,,,,,,,,,,
122,41,R,G2,BB_134,4,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
122,41,R,G2,BB_134,5,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,
123,41,L,G1,BB_113,1,,,,,,,,,,,,,,,,,
123,41,L,G1,BB_113,2,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
123,41,L,G1,BB_113,3,,,,,,,,,,,,,,,,,
123,41,L,G1,BB_113,4,4,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-16,,,,2023-05-11,
123,41,L,G1,BB_113,5,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,
123,41,R,G1,BB_080,1,,,,,,,,,,,,,,,,,
123,41,R,G1,BB_080,2,2,,,,,,2023-04-26,,,,,2023-04-26,,,,,Plant gone 6/7 no skeleton 
123,41,R,G1,BB_080,3,,,,,,,,,,,,,,,,,
123,41,R,G1,BB_080,4,,,,,,,,,,,,,,,,,
123,41,R,G1,BB_080,5,,,,,,,,,,,,,,,,,
124,42,L,G1,BB_151,1,,,,,,,,,,,,,,,,,
124,42,L,G1,BB_151,2,,,,,,,,,,,,,,,,,
124,42,L,G1,BB_151,3,,,,,,,,,,,,,,,,,
124,42,L,G1,BB_151,4,,,,,,,,,,,,,,,,,
124,42,L,G1,BB_151,5,5,,,,2023-03-29,2023-04-13,,,,,,2023-03-29,,,,2023-05-25,
124,42,R,G1,BB_140,1,,,,,,,,,,,,,,,,,
124,42,R,G1,BB_140,2,,,,,,,,,,,,,,,,,
124,42,R,G1,BB_140,3,,,,,,,,,,,,,,,,,
124,42,R,G1,BB_140,4,,,,,,,,,,,,,,,,,
124,42,R,G1,BB_140,5,,,,2023-03-16,,,,,,,,,,,,,
125,42,L,G1,BB_149,1,1,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-02,,,,2023-05-11,
125,42,L,G1,BB_149,2,,,,,,,,,,,,,,,,,
125,42,L,G1,BB_149,3,,,,,,,,,,,,,,,,,
125,42,L,G1,BB_149,4,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
125,42,L,G1,BB_149,5,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,3,,,,
125,42,R,G2,BB_109,1,1,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-03-16,,,,2023-06-08,
125,42,R,G2,BB_109,2,,,,,,,,,,,,,,,,,
125,42,R,G2,BB_109,3,,,,,,,,,,,,,,,,,
125,42,R,G2,BB_109,4,,,,,,,,,,,,,,,,,
125,42,R,G2,BB_109,5,,,,,,,,,,,,,,,,,
126,42,L,G1,BB_205,1,,,,,,,,,,,,,,,,,
126,42,L,G1,BB_205,2,,,,,,,,,,,,,,,,,
126,42,L,G1,BB_205,3,,,,,,,,,,,,,,,,,
126,42,L,G1,BB_205,4,,,,,,,,,,,,,,,,,
126,42,L,G1,BB_205,5,,,,,,,,,,,,,,,,,
126,42,R,G2,BB_189,1,,,,,,,,,,,,,,,,,
126,42,R,G2,BB_189,2,2,,,,2023-03-29,,,,,,,,,,,2023-05-25,
126,42,R,G2,BB_189,3,,,,,,,,,,,,,,,,,
126,42,R,G2,BB_189,4,,,,,,,,,,,,,,,,,
126,42,R,G2,BB_189,5,,,,,,,,,,,,,,,,,
127,43,L,G1,BB_120,1,,,,,,,,,,,,,,,,,
127,43,L,G1,BB_120,2,,,2023-03-02,2023-03-16,,,,,,,,,,,,,
127,43,L,G1,BB_120,3,,,,,,,,,,,,,,,,,
127,43,L,G1,BB_120,4,,,,,,,,,,,,,,,,,
127,43,L,G1,BB_120,5,5,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-03-16,3,,,2023-06-08,
127,43,R,G1,BB_039,1,,,,,,,,,,,,,,,,,
127,43,R,G1,BB_039,2,2,,2023-03-02,2023-03-16,2023-03-29,,,,,,,2023-03-02,,,,2023-05-11,sterile male/ fitness dead 4/13
127,43,R,G1,BB_039,3,,,,,,,,,,,,,,,,,
127,43,R,G1,BB_039,4,,,,,,,,,,,,,,,,,
127,43,R,G1,BB_039,5,,,,,,,,,,,,,,,,,
128,43,L,G1,BB_010,1,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-02-15,,,,,
128,43,L,G1,BB_010,2,,,,,,,,,,,,,,,,,
128,43,L,G1,BB_010,3,3,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-02-15,,,,2023-05-11,
128,43,L,G1,BB_010,4,,,,,,,,,,,,,,,,,
128,43,L,G1,BB_010,5,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
128,43,R,G1,BB_206,1,1,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-02-15,,,,2023-05-25,
128,43,R,G1,BB_206,2,,,,,,,,,,,,,,,,,
128,43,R,G1,BB_206,3,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,,,,,sterile male
128,43,R,G1,BB_206,4,,,,,,,,,,,,,,,,,
128,43,R,G1,BB_206,5,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,
129,43,L,G1,BB_040,1,,,2023-03-02,,,,,,,,,,,,,,
129,43,L,G1,BB_040,2,2,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-04-13,,,,2023-05-11,
129,43,L,G1,BB_040,3,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,,,,,
129,43,L,G1,BB_040,4,,,,,,,,,,,,,,,,,
129,43,L,G1,BB_040,5,,,,,,,,,,,,,,,,,
129,43,R,G1,BB_089,1,1,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-04-13,,,,2023-05-25,
129,43,R,G1,BB_089,2,,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,
129,43,R,G1,BB_089,3,,,,,,G,,,,,,,,,,,
129,43,R,G1,BB_089,4,,,,,,,,,,,,,,,,,
129,43,R,G1,BB_089,5,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,,,,,,,2023-02-15,,,,,"no plant at 5, was marked as fitness?, fitness changed to 1"
130,44,L,G1,BB_027,1,,,,,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
130,44,L,G1,BB_027,2,2,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-15,,,,2023-05-11,sterile male
130,44,L,G1,BB_027,3,,2023-02-15,2023-03-02,,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
130,44,L,G1,BB_027,4,,,,,,,,,,,,,,,,,
130,44,L,G1,BB_027,5,,2023-02-15,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,,,,,,
130,44,R,G1,BB_152,1,1,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-02,,,,2023-05-25,
130,44,R,G1,BB_152,2,,,,2023-03-16,2023-03-29,,,,,,,,,,,,
130,44,R,G1,BB_152,3,,2023-02-15,2023-03-02,,,,,,,,,,,,,,
130,44,R,G1,BB_152,4,,,,,,,,,,,,,,,,,
130,44,R,G1,BB_152,5,,,2023-03-02,,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,
131,44,L,G1,BB_138,1,,,,,,,,,,,,,,,,,
131,44,L,G1,BB_138,2,,,,,,,,,,,,,,,,,
131,44,L,G1,BB_138,3,,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,
