Sequence,Transect,Segment,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,F_Num_01,17-May,F_Num_03,Skeleton,Notes
1,1,1,L,G1,BO_104,1,,,,,,,,,,,,,,,
1,1,1,L,G1,BO_104,2,,,,,,,,,,,,,,,
1,1,1,L,G1,BO_104,3,,,,,,,,,,,,,,,
1,1,1,L,G1,BO_104,4,,,,,,,,,,,,,,,
1,1,1,L,G1,BO_104,5,,,,,,,,,,,,,,,
1,1,1,R,G2,BO_061,1,,,,,,,,,,,,,,,
1,1,1,R,G2,BO_061,2,,,,,,,,,,,,,,,
1,1,1,R,G2,BO_061,3,,,,,,,,,,,,,,,
1,1,1,R,G2,BO_061,4,,,,,,,,,,,,,,,
1,1,1,R,G2,BO_061,5,,,,,,,,,,,,,,,
2,1,2,L,G2,BO_089,1,,,,,,,,,,,,,,,
2,1,2,L,G2,BO_089,2,,,,,,,,,,,,,,,
2,1,2,L,G2,BO_089,3,,,,,,,,,,,,,,,
2,1,2,L,G2,BO_089,4,,,,,,,,,,,,,,,
2,1,2,L,G2,BO_089,5,,,,,,,,,,,,,,,
2,1,2,R,G1,BO_024,1,,,,,,,,,,,,,,,
2,1,2,R,G1,BO_024,2,,,,,,,,,,,,,,,
2,1,2,R,G1,BO_024,3,,,,,,,,,,,,,,,
2,1,2,R,G1,BO_024,4,,,,,,,,,,,,,,,
2,1,2,R,G1,BO_024,5,,,,,,,,,,,,,,,
3,1,3,L,G1,BO_153,1,,,,,,,,,,,,,,,
3,1,3,L,G1,BO_153,2,,,,,,,,,,,,,,,
3,1,3,L,G1,BO_153,3,,,,,,,,,,,,,,,
3,1,3,L,G1,BO_153,4,,,,,,,,,,,,,,,
3,1,3,L,G1,BO_153,5,,,,,,,,,,,,,,,
3,1,3,R,G2,BO_177,1,,,,,,,,,,,,,,,
3,1,3,R,G2,BO_177,2,,,,,,,,,,,,,,,
3,1,3,R,G2,BO_177,3,,,,,,,,,,,,,,,
3,1,3,R,G2,BO_177,4,,,,,,,,,,,,,,,
3,1,3,R,G2,BO_177,5,,,,,,,,,,,,,,,
4,1,4,L,G1,BO_182,1,,,,,,,,,,,,,,,
4,1,4,L,G1,BO_182,2,,,,,,,,,,,,,,,
4,1,4,L,G1,BO_182,3,,,,,,,,,,,,,,,
4,1,4,L,G1,BO_182,4,,,,,,,,,,,,,,,
4,1,4,L,G1,BO_182,5,,,,,,,,,,,,,,,
4,1,4,R,G1,BO_029,1,,,,,,,,,,,,,,,
4,1,4,R,G1,BO_029,2,,,,,,,,,,,,,,,
4,1,4,R,G1,BO_029,3,,,,,,,,,,,,,,,
4,1,4,R,G1,BO_029,4,,,,,,,,,,,,,,,
4,1,4,R,G1,BO_029,5,,,,,,,,,,,,,,,
5,1,5,L,G2,BO_200,1,,,,,,,,,,,,,,,
5,1,5,L,G2,BO_200,2,,,,,,,,,,,,,,,
5,1,5,L,G2,BO_200,3,,,,,,,,,,,,,,,
5,1,5,L,G2,BO_200,4,,,,,,,,,,,,,,,
5,1,5,L,G2,BO_200,5,,,,,,,,,,,,,,,
5,1,5,R,G2,BO_151,1,,,,,,,,,,,,,,,
5,1,5,R,G2,BO_151,2,,,,,,,,,,,,,,,
5,1,5,R,G2,BO_151,3,,,,,,,,,,,,,,,
5,1,5,R,G2,BO_151,4,,,,,,,,,,,,,,,
5,1,5,R,G2,BO_151,5,,,,,,,,,,,,,,,
6,1,6,L,G1,BO_161,1,,,,,,,,,,,,,,,
6,1,6,L,G1,BO_161,2,,,,,,,,,,,,,,,
6,1,6,L,G1,BO_161,3,,,,,,,,,,,,,,,
6,1,6,L,G1,BO_161,4,,,,,,,,,,,,,,,
6,1,6,L,G1,BO_161,5,,,,,,,,,,,,,,,
6,1,6,R,G2,BO_071,1,,,,,,,,,,,,,,,
6,1,6,R,G2,BO_071,2,,,,,,,,,,,,,,,
6,1,6,R,G2,BO_071,3,,,,,,,,,,,,,,,
6,1,6,R,G2,BO_071,4,,,,,,,,,,,,,,,
6,1,6,R,G2,BO_071,5,,,,,,,,,,,,,,,
7,1,7,L,G1,BO_115,1,,,,,,,,,,,,,,,
7,1,7,L,G1,BO_115,2,,,,,,,,,,,,,,,
7,1,7,L,G1,BO_115,3,,,,,,,,,,,,,,,
7,1,7,L,G1,BO_115,4,,,,,,,,,,,,,,,
7,1,7,L,G1,BO_115,5,,,,,,,,,,,,,,,
7,1,7,R,G2,BO_108,1,,,,,,,,,,,,,,,
7,1,7,R,G2,BO_108,2,,,,,,,,,,,,,,,
7,1,7,R,G2,BO_108,3,,,,,,,,,,,,,,,
7,1,7,R,G2,BO_108,4,,,,,,,,,,,,,,,
7,1,7,R,G2,BO_108,5,,,,,,,,,,,,,,,
8,1,8,L,G1,BO_175,1,,,,,,,,,,,,,,,
8,1,8,L,G1,BO_175,2,,,,,,,,,,,,,,,
8,1,8,L,G1,BO_175,3,,,,,,,,,,,,,,,
8,1,8,L,G1,BO_175,4,,,,,,,,,,,,,,,
8,1,8,L,G1,BO_175,5,,,,,,,,,,,,,,,
8,1,8,R,G1,BO_157,1,,,,,,,,,,,,,,,
8,1,8,R,G1,BO_157,2,,,,,,,,,,,,,,,
8,1,8,R,G1,BO_157,3,,,,,,,,,,,,,,,
8,1,8,R,G1,BO_157,4,,,,,,,,,,,,,,,
8,1,8,R,G1,BO_157,5,,,,,,,,,,,,,,,
9,1,9,L,G1,BO_200,1,,,,,,,,,,,,,,,
9,1,9,L,G1,BO_200,2,,,,,,,,,,,,,,,
9,1,9,L,G1,BO_200,3,,,,,,,,,,,,,,,
9,1,9,L,G1,BO_200,4,,,,,,,,,,,,,,,
9,1,9,L,G1,BO_200,5,,,,,,,,,,,,,,,
9,1,9,R,G1,BO_056,1,,,,,,,,,,,,,,,
9,1,9,R,G1,BO_056,2,,,,,,,,,,,,,,,
9,1,9,R,G1,BO_056,3,,,,,,,,,,,,,,,
9,1,9,R,G1,BO_056,4,,,,,,,,,,,,,,,
9,1,9,R,G1,BO_056,5,,,,,,,,,,,,,,,
10,1,10,L,G1,BO_085,1,,,,,,,,,,,,,,,
10,1,10,L,G1,BO_085,2,,,,,,,,,,,,,,,
10,1,10,L,G1,BO_085,3,,,,,,,,,,,,,,,
10,1,10,L,G1,BO_085,4,,,,,,,,,,,,,,,
10,1,10,L,G1,BO_085,5,,,,,,,,,,,,,,,
10,1,10,R,G2,BO_078,1,,,,,,,,,,,,,,,
10,1,10,R,G2,BO_078,2,,,,,,,,,,,,,,,
10,1,10,R,G2,BO_078,3,,,,,,,,,,,,,,,
10,1,10,R,G2,BO_078,4,,,,,,,,,,,,,,,
10,1,10,R,G2,BO_078,5,,,,,,,,,,,,,,,
11,1,11,L,G2,BO_080,1,,,,,,,,,,,,,,,
11,1,11,L,G2,BO_080,2,,,,,,,,,,,,,,,
11,1,11,L,G2,BO_080,3,,,,,,,,,,,,,,,
11,1,11,L,G2,BO_080,4,,,,,,,,,,,,,,,
11,1,11,L,G2,BO_080,5,,,,,,,,,,,,,,,
11,1,11,R,G1,BO_099,1,,,,,,,,,,,,,,,
11,1,11,R,G1,BO_099,2,,,,,,,,,,,,,,,
11,1,11,R,G1,BO_099,3,,,,,,,,,,,,,,,
11,1,11,R,G1,BO_099,4,,,,,,,,,,,,,,,
11,1,11,R,G1,BO_099,5,,,,,,,,,,,,,,,
12,1,12,L,G2,BO_126,1,,,,,,,,,,,,,,,
12,1,12,L,G2,BO_126,2,,,,,,,,,,,,,,,
12,1,12,L,G2,BO_126,3,,,,,,,,,,,,,,,
12,1,12,L,G2,BO_126,4,,,,,,,,,,,,,,,
12,1,12,L,G2,BO_126,5,,,,,,,,,,,,,,,
12,1,12,R,G1,BO_034,1,,,,,,,,,,,,,,,
12,1,12,R,G1,BO_034,2,,,,,,,,,,,,,,,
12,1,12,R,G1,BO_034,3,,,,,,,,,,,,,,,
12,1,12,R,G1,BO_034,4,,,,,,,,,,,,,,,
12,1,12,R,G1,BO_034,5,,,,,,,,,,,,,,,
13,1,13,L,G1,BO_139,1,,,,,,,,,,,,,,,
13,1,13,L,G1,BO_139,2,,,,,,,,,,,,,,,
13,1,13,L,G1,BO_139,3,,,,,,,,,,,,,,,
13,1,13,L,G1,BO_139,4,,,,,,,,,,,,,,,
13,1,13,L,G1,BO_139,5,,,,,,,,,,,,,,,
13,1,13,R,G2,BO_045,1,,,,,,,,,,,,,,,
13,1,13,R,G2,BO_045,2,,,,,,,,,,,,,,,
13,1,13,R,G2,BO_045,3,,,,,,,,,,,,,,,
13,1,13,R,G2,BO_045,4,,,,,,,,,,,,,,,
13,1,13,R,G2,BO_045,5,,,,,,,,,,,,,,,
14,1,14,L,G1,BO_087,1,,,,,,,,,,,,,,,
14,1,14,L,G1,BO_087,2,,,,,,,,,,,,,,,
14,1,14,L,G1,BO_087,3,,,,,,,,,,,,,,,
14,1,14,L,G1,BO_087,4,4,,2023-05-05,,,,,,,2023-05-05,,,,15-Jun,
14,1,14,L,G1,BO_087,5,,,,,,,,,,,,,,,
14,1,14,R,G2,BO_056,1,,,,,,,,,,,,,,,
14,1,14,R,G2,BO_056,2,,,,,,,,,,,,,,,
14,1,14,R,G2,BO_056,3,,,,,,,,,,,,,,,
14,1,14,R,G2,BO_056,4,,,,,,,,,,,,,,,
14,1,14,R,G2,BO_056,5,,,,,,,,,,,,,,,
15,1,15,L,G2,BO_031,1,,,,,,,,,,,,,,,
15,1,15,L,G2,BO_031,2,,,,,,,,,,,,,,,
15,1,15,L,G2,BO_031,3,,,,,,,,,,,,,,,
15,1,15,L,G2,BO_031,4,,,,,,,,,,,,,,,
15,1,15,L,G2,BO_031,5,,,,,,,,,,,,,,,
15,1,15,R,G1,BO_177,1,,,,,,,,,,,,,,,
15,1,15,R,G1,BO_177,2,2,,,2023-05-17,,,,,,2023-05-17,,1,,15-Jun,
15,1,15,R,G1,BO_177,3,,,,,,,,,,,,,,,
15,1,15,R,G1,BO_177,4,,,,,,,,,,,,,,,
15,1,15,R,G1,BO_177,5,,,,,,,,,,,,,,,
16,1,16,L,G2,BO_071,1,,,,,,,,,,,,,,,
16,1,16,L,G2,BO_071,2,,,,,,,,,,,,,,,
16,1,16,L,G2,BO_071,3,,,,,,,,,,,,,,,
16,1,16,L,G2,BO_071,4,,,,,,,,,,,,,,,
16,1,16,L,G2,BO_071,5,,,,,,,,,,,,,,,
16,1,16,R,G2,BO_051,1,,,,,,,,,,,,,,,
16,1,16,R,G2,BO_051,2,,,,,,,,,,,,,,,
16,1,16,R,G2,BO_051,3,,,,,,,,,,,,,,,
16,1,16,R,G2,BO_051,4,,,,,,,,,,,,,,,
16,1,16,R,G2,BO_051,5,,,,,,,,,,,,,,,
17,1,17,L,G1,BO_189,1,,,,,,,,,,,,,,,
17,1,17,L,G1,BO_189,2,,,,,,,,,,,,,,,
17,1,17,L,G1,BO_189,3,,,,,,,,,,,,,,,
17,1,17,L,G1,BO_189,4,4,,,2023-05-17,,,,,,2023-05-17,,,,28-Jun,
17,1,17,L,G1,BO_189,5,,,,,,,,,,,,,,,
17,1,17,R,G1,BO_043,1,,,,,,,,,,,,,,,
17,1,17,R,G1,BO_043,2,,,,,,,,,,,,,,,
17,1,17,R,G1,BO_043,3,,,,,,,,,,,,,,,
17,1,17,R,G1,BO_043,4,,,,,,,,,,,,,,,
17,1,17,R,G1,BO_043,5,,,,,,,,,,,,,,,
18,1,18,L,G1,BO_117,1,,,,,,,,,,,,,,,
18,1,18,L,G1,BO_117,2,,,,,,,,,,,,,,,
18,1,18,L,G1,BO_117,3,,,,,,,,,,,,,,,
18,1,18,L,G1,BO_117,4,,,,,,,,,,,,,,,
18,1,18,L,G1,BO_117,5,,,,,,,,,,,,,,,
18,1,18,R,G1,BO_142,1,,,,,,,,,,,,,,,
18,1,18,R,G1,BO_142,2,,,,,,,,,,,,,,,
18,1,18,R,G1,BO_142,3,3,,2023-05-05,,,,,,,2023-05-05,,,,15-Jun,
18,1,18,R,G1,BO_142,4,,,,,,,,,,,,,,,
18,1,18,R,G1,BO_142,5,,,,,,,,,2023-05-05,,,,,,had fruit
19,1,19,L,G1,BO_141,1,,,,,,,,,,,,,,,
19,1,19,L,G1,BO_141,2,,,,,,,,,,,,,,,
19,1,19,L,G1,BO_141,3,,,,,,,,,,,,,,,
19,1,19,L,G1,BO_141,4,,,,,,,,,,,,,,,
19,1,19,L,G1,BO_141,5,,,,,,,,,,,,,,,
19,1,19,R,G1,BO_055,1,,,,,,,,,,,,,,,
19,1,19,R,G1,BO_055,2,,,,,,,,,,,,,,,
19,1,19,R,G1,BO_055,3,,,,,,,,,,,,,,,
19,1,19,R,G1,BO_055,4,4,,,2023-05-17,,2023-06-15,,,2023-06-15,,,,,15-Jun,
19,1,19,R,G1,BO_055,5,,,,,,,,,,,,,,,
20,1,20,L,G1,BO_086,1,,,,,,,,,,,,,,,
20,1,20,L,G1,BO_086,2,,,,,,,,,,,,,,,
20,1,20,L,G1,BO_086,3,,,,,,,,,,,,,,,
20,1,20,L,G1,BO_086,4,,,,,,,,,,,,,,,
20,1,20,L,G1,BO_086,5,,,,,,,,,,,,,,,
20,1,20,R,G2,BO_124,1,,,,,,,,,,,,,,,
20,1,20,R,G2,BO_124,2,2,,2023-05-05,,,,,,,2023-05-05,,,,15-Jun,
20,1,20,R,G2,BO_124,3,,,,,,,,,,,,,,,
20,1,20,R,G2,BO_124,4,,,,,,,,,,,,,,,
20,1,20,R,G2,BO_124,5,,,,,,,,,,,,,,,
21,1,21,L,G2,BO_091,1,1,,2023-05-05,,,,,,,,,,,15-Jun,
21,1,21,L,G2,BO_091,2,,,,,,,,,,,,,,,
21,1,21,L,G2,BO_091,3,,,,,,,,,,,,,,,
21,1,21,L,G2,BO_091,4,,,,,,,,,,,,,,,
21,1,21,L,G2,BO_091,5,,,,,,,,,,,,,,,
21,1,21,R,G1,BO_178,1,,,,,,,,,,,,,,,
21,1,21,R,G1,BO_178,2,,,,,,,,,,,,,,,
21,1,21,R,G1,BO_178,3,,,,,,,,,,,,,,,
21,1,21,R,G1,BO_178,4,,,,,,,,,,,,,,,
21,1,21,R,G1,BO_178,5,,,,,,,,,,,,,,,
22,1,22,L,G1,BO_195,1,,,,,,,,,,,,,,,
22,1,22,L,G1,BO_195,2,,,,,,,,,,,,,,,
22,1,22,L,G1,BO_195,3,,,,,,,,,,,,,,,
22,1,22,L,G1,BO_195,4,,,,,,,,,,,,,,,
22,1,22,L,G1,BO_195,5,,,,,,,,,,,,,,,
22,1,22,R,G1,BO_190,1,,,,,,,,,,,,,,,
22,1,22,R,G1,BO_190,2,,,,,,,,,,,,,,,
22,1,22,R,G1,BO_190,3,,,,,,,,,,,,,,,
22,1,22,R,G1,BO_190,4,,,,,,,,,,,,,,,
22,1,22,R,G1,BO_190,5,5,,2023-05-05,,,,,,,2023-05-05,,,,15-Jun,
23,1,23,L,G1,BO_046,1,,,,,,,,,,,,,,,
23,1,23,L,G1,BO_046,2,,,,,,,,,,,,,,,
23,1,23,L,G1,BO_046,3,,,,,,,,,,,,,,,
23,1,23,L,G1,BO_046,4,,,,,,,,,,,,,,,
23,1,23,L,G1,BO_046,5,,,,,,,,,,,,,,,
23,1,23,R,G2,BO_017,1,,,,,,,,,,,,,,,
23,1,23,R,G2,BO_017,2,,,,,,,,,,,,,,,
23,1,23,R,G2,BO_017,3,,,,,,,,,,,,,,,
23,1,23,R,G2,BO_017,4,,,,,,,,,,,,,,,
23,1,23,R,G2,BO_017,5,,,,,,,,,,,,,,,
24,1,24,L,G1,BO_099,1,1,,2023-05-05,,,,,,2023-06-15,2023-05-05,,,,15-Jun,
24,1,24,L,G1,BO_099,2,,,,,,,,,,,,,,,
24,1,24,L,G1,BO_099,3,,,,,,,,,,,,,,,
24,1,24,L,G1,BO_099,4,,,,,,,,,,,,,,,
24,1,24,L,G1,BO_099,5,,,,,,,,,,,,,,,
24,1,24,R,G2,BO_098,1,,,,,,,,,,,,,,,
24,1,24,R,G2,BO_098,2,,,,,,,,,,,,,,,
24,1,24,R,G2,BO_098,3,,,,,,,,,,,,,,,
24,1,24,R,G2,BO_098,4,,,,,,,,,,,,,,,
24,1,24,R,G2,BO_098,5,,,,,,,,,,,,,,,
25,1,25,L,G1,BO_055,1,,,,,,,,,,,,,,,
25,1,25,L,G1,BO_055,2,,,,,,,,,,,,,,,
25,1,25,L,G1,BO_055,3,,,,,,,,,,,,,,,
25,1,25,L,G1,BO_055,4,,,2023-05-05,,,,,,,,,,,,
25,1,25,L,G1,BO_055,5,5,,2023-05-05,,,,,,,2023-05-05,1,,,15-Jun,"photo taken 5/5, not marked until 6/5"
25,1,25,R,G1,BO_139,1,,,,,,,,,,,,,,,
25,1,25,R,G1,BO_139,2,,,,,,,,,,,,,,,
25,1,25,R,G1,BO_139,3,,,,,,,,,,,,,,,
25,1,25,R,G1,BO_139,4,,,,,,,,,,,,,,,
25,1,25,R,G1,BO_139,5,,,,,,,,,,,,,,,
26,1,26,L,G2,BO_155,1,,,,,,,,,,,,,,,
26,1,26,L,G2,BO_155,2,,,,,,,,,,,,,,,
26,1,26,L,G2,BO_155,3,,,,,,,,,,,,,,,
26,1,26,L,G2,BO_155,4,,,,,,,,,,,,,,,
26,1,26,L,G2,BO_155,5,,,,,,,,,,,,,,,
26,1,26,R,G1,BO_037,1,,,2023-05-05,,,,,,,,,,,,
26,1,26,R,G1,BO_037,2,2,,2023-05-05,,,,,,,2023-05-05,1,,,15-Jun,
26,1,26,R,G1,BO_037,3,,,,,,,,,,,,,,,
26,1,26,R,G1,BO_037,4,,,2023-05-05,,,,,,,,,,,,
26,1,26,R,G1,BO_037,5,,,,,,,,,,,,,,,
27,1,27,L,G2,BO_127,1,,,,,,,,,,,,,,,
27,1,27,L,G2,BO_127,2,,,,,,,,,,,,,,,
27,1,27,L,G2,BO_127,3,,,,,,,,,,,,,,,
27,1,27,L,G2,BO_127,4,,,,,,,,,,,,,,,
27,1,27,L,G2,BO_127,5,,,,,,,,,,,,,,,
27,1,27,R,G1,BO_139,1,,,,,,,,,,,,,,,
27,1,27,R,G1,BO_139,2,,,,,,,,,,,,,,,
27,1,27,R,G1,BO_139,3,,,,,,,,,,,,,,,
27,1,27,R,G1,BO_139,4,4,,2023-05-05,,,,,,,2023-05-05,2,,,15-Jun,
27,1,27,R,G1,BO_139,5,,,,,,,,,,,,,,,
28,1,28,L,G1,BO_144,1,1,,2023-05-05,,,,,,,2023-05-05,1,,,15-Jun,
28,1,28,L,G1,BO_144,2,,,,,,,,,,,,,,,
28,1,28,L,G1,BO_144,3,,,,,,,,,,,,,,,
28,1,28,L,G1,BO_144,4,,,,,,,,,,,,,,,
28,1,28,L,G1,BO_144,5,,,,,,,,,,,,,,,
28,1,28,R,G2,BO_124,1,,,,,,,,,,,,,,,
28,1,28,R,G2,BO_124,2,,,,,,,,,,,,,,,
28,1,28,R,G2,BO_124,3,,,,,,,,,,,,,,,
28,1,28,R,G2,BO_124,4,,,,,,,,,,,,,,,
28,1,28,R,G2,BO_124,5,5,,,2023-05-17,,,,,,,,,,15-Jun,
29,1,29,L,G2,BO_174,1,,,,,,,,,,,,,,,
29,1,29,L,G2,BO_174,2,,,,,,,,,,,,,,,
29,1,29,L,G2,BO_174,3,,,,,,,,,,,,,,,
29,1,29,L,G2,BO_174,4,,,,,,,,,,,,,,,
29,1,29,L,G2,BO_174,5,,,,,,,,,,,,,,,
29,1,29,R,G2,BO_069,1,,,,,,,,,,,,,,,
29,1,29,R,G2,BO_069,2,,,,,,,,,,,,,,,
29,1,29,R,G2,BO_069,3,,,,,,,,,,,,,,,
29,1,29,R,G2,BO_069,4,,,,,,,,,,,,,,,
29,1,29,R,G2,BO_069,5,,,,,,,,,,,,,,,
30,1,30,L,G1,BO_089,1,1,2023-04-21,2023-05-05,,,,,,,2023-04-21,6,,,15-Jun,
30,1,30,L,G1,BO_089,2,,,,,,,,,,,,,,,
30,1,30,L,G1,BO_089,3,,,,,,,,,,,,,,,
30,1,30,L,G1,BO_089,4,,,,,,,,,,,,,,,
30,1,30,L,G1,BO_089,5,,,,,,,,,,,,,,,
30,1,30,R,G1,BO_028,1,,,,,,,,,,,,,,,
30,1,30,R,G1,BO_028,2,,,,,,,,,,,,,,,
30,1,30,R,G1,BO_028,3,,,,,,,,,,,,,,,
30,1,30,R,G1,BO_028,4,,,,,,,,,,,,,,,
30,1,30,R,G1,BO_028,5,,,,,,,,,,,,,,,
31,1,31,L,G2,BO_095,1,,,,,,,,,,,,,,,
31,1,31,L,G2,BO_095,2,,,,,,,,,,,,,,,
31,1,31,L,G2,BO_095,3,,,,,,,,,,,,,,,
31,1,31,L,G2,BO_095,4,,,,,,,,,,,,,,,
31,1,31,L,G2,BO_095,5,,,,,,,,,,,,,,,
31,1,31,R,G1,BO_120,1,,,,,,,,,,,,,,,
31,1,31,R,G1,BO_120,2,,,,,,,,,,,,,,,
31,1,31,R,G1,BO_120,3,,,,,,,,,,,,,,,
31,1,31,R,G1,BO_120,4,,,,,,,,,,,,,,,
31,1,31,R,G1,BO_120,5,,,,,,,,,,,,,,,
32,1,32,L,G1,BO_153,1,,,,,,,,,,,,,,,
32,1,32,L,G1,BO_153,2,,,,,,,,,,,,,,,
32,1,32,L,G1,BO_153,3,,,,,,,,,,,,,,,
32,1,32,L,G1,BO_153,4,,,,,,,,,,,,,,,
32,1,32,L,G1,BO_153,5,,,,,,,,,,,,,,,
32,1,32,R,G2,BO_099,1,,,,,,,,,,,,,,,
32,1,32,R,G2,BO_099,2,,,,,,,,,,,,,,,
32,1,32,R,G2,BO_099,3,,,,,,,,,,,,,,,
32,1,32,R,G2,BO_099,4,,,,,,,,,,,,,,,
32,1,32,R,G2,BO_099,5,,,,,,,,,,,,,,,
33,1,33,L,G1,BO_151,1,,,,,,,,,,,,,,,
33,1,33,L,G1,BO_151,2,,,,,,,,,,,,,,,
33,1,33,L,G1,BO_151,3,3,,2023-05-05,,,,,,,2023-05-05,2,,,15-Jun,
33,1,33,L,G1,BO_151,4,,,,,,,,,,,,,,,
33,1,33,L,G1,BO_151,5,,,,,,,,,,,,,,,
33,1,33,R,G1,BO_189,1,,,,,,,,,,,,,,,
33,1,33,R,G1,BO_189,2,,,,,,,,,,,,,,,
33,1,33,R,G1,BO_189,3,,,,,,,,,,,,,,,
33,1,33,R,G1,BO_189,4,,,,,,,,,,,,,,,
33,1,33,R,G1,BO_189,5,,,,,,,,,,,,,,,
34,1,34,L,G1,BO_001,1,,,,,,,,,,,,,,,
34,1,34,L,G1,BO_001,2,,,,,,,,,,,,,,,
34,1,34,L,G1,BO_001,3,,,,,,,,,,,,,,,
34,1,34,L,G1,BO_001,4,,,,,,,,,,,,,,,
34,1,34,L,G1,BO_001,5,,,,,,,,,,,,,,,
34,1,34,R,G2,BO_132,1,,,,,,,,,,,,,,,
34,1,34,R,G2,BO_132,2,,,,,,,,,,,,,,,
34,1,34,R,G2,BO_132,3,,,,,,,,,,,,,,,
34,1,34,R,G2,BO_132,4,,,,,,,,,,,,,,,
34,1,34,R,G2,BO_132,5,,,,,,,,,,,,,,,
35,1,35,L,G1,BO_060,1,1,,2023-05-05,,,,,,,2023-05-05,2,,,15-Jun,
35,1,35,L,G1,BO_060,2,,,,,,,,,,,,,,,
35,1,35,L,G1,BO_060,3,,,,,,,,,,,,,,,
35,1,35,L,G1,BO_060,4,,,,,,,,,,,,,,,
35,1,35,L,G1,BO_060,5,,,,,,,,,,,,,,,
35,1,35,R,G1,BO_045,1,,,,,,,,,,,,,,,
35,1,35,R,G1,BO_045,2,,,,,,,,,,,,,,,
35,1,35,R,G1,BO_045,3,,,,,,,,,,,,,,,
35,1,35,R,G1,BO_045,4,,,,,,,,,,,,,,,
35,1,35,R,G1,BO_045,5,,,,,,,,,,,,,,,
36,1,36,L,G1,BO_051,1,,,,,,,,,,,,,,,
36,1,36,L,G1,BO_051,2,,,,,,,,,,,,,,,
36,1,36,L,G1,BO_051,3,,,,,,,,,,,,,,,
36,1,36,L,G1,BO_051,4,,,,,,,,,,,,,,,
36,1,36,L,G1,BO_051,5,,,,,,,,,,,,,,,
36,1,36,R,G1,BO_141,1,,,,,,,,,,,,,,,
36,1,36,R,G1,BO_141,2,,,,,,,,,,,,,,,
36,1,36,R,G1,BO_141,3,,,,,,,,,,,,,,,
36,1,36,R,G1,BO_141,4,,,,,,,,,,,,,,,
36,1,36,R,G1,BO_141,5,,,,,,,,,,,,,,,
37,1,37,L,G1,BO_125,1,,,,,,,,,,,,,,,
37,1,37,L,G1,BO_125,2,,,,,,,,,,,,,,,
37,1,37,L,G1,BO_125,3,,,,,,,,,,,,,,,
37,1,37,L,G1,BO_125,4,,,,,,,,,,,,,,,
37,1,37,L,G1,BO_125,5,5,,2023-05-05,2023-05-17,,,,,,2023-05-05,1,1,,15-Jun,
37,1,37,R,G1,BO_047,1,,,,,,,,,,,,,,,
37,1,37,R,G1,BO_047,2,,,,,,,,,,,,,,,
37,1,37,R,G1,BO_047,3,,,,,,,,,,,,,,,
37,1,37,R,G1,BO_047,4,,,,,,,,,,,,,,,
37,1,37,R,G1,BO_047,5,,,,,,,,,,,,,,,
38,1,38,L,G1,BO_100,1,,,,,,,,,,,,,,,
38,1,38,L,G1,BO_100,2,,,,,,,,,,,,,,,
38,1,38,L,G1,BO_100,3,,,,,,,,,,,,,,,
38,1,38,L,G1,BO_100,4,,,,,,,,,,,,,,,
38,1,38,L,G1,BO_100,5,,,,,,,,,,,,,,,
38,1,38,R,G2,BO_127,1,,,,,,,,,,,,,,,
38,1,38,R,G2,BO_127,2,,,,,,,,,,,,,,,
38,1,38,R,G2,BO_127,3,,,,,,,,,,,,,,,
38,1,38,R,G2,BO_127,4,,,,,,,,,,,,,,,
38,1,38,R,G2,BO_127,5,,,,,,,,,,,,,,,
39,1,39,L,G1,BO_147,1,,,,,,,,,,,,,,,
39,1,39,L,G1,BO_147,2,,,,,,,,,,,,,,,
39,1,39,L,G1,BO_147,3,,,,,,,,,,,,,,,
39,1,39,L,G1,BO_147,4,,,,,,,,,,,,,,,
39,1,39,L,G1,BO_147,5,,,,,,,,,,,,,,,
39,1,39,R,G1,BO_140,1,,,,,,,,,,,,,,,
39,1,39,R,G1,BO_140,2,,,,,,,,,,,,,,,
39,1,39,R,G1,BO_140,3,,,,,,,,,,,,,,,
39,1,39,R,G1,BO_140,4,,,,,,,,,,,,,,,
39,1,39,R,G1,BO_140,5,5,,,2023-05-17,,,,,,,,,,,
40,1,40,L,G1,BO_145,1,,,,,,,,,,,,,,,
40,1,40,L,G1,BO_145,2,,,,,,,,,,,,,,,
40,1,40,L,G1,BO_145,3,,,,,,,,,,,,,,,
40,1,40,L,G1,BO_145,4,,,,,,,,,,,,,,,
40,1,40,L,G1,BO_145,5,,,,,,,,,,,,,,,
40,1,40,R,G1,BO_069,1,,,,,,,,,,,,,,,
40,1,40,R,G1,BO_069,2,,,,,,,,,,,,,,,
40,1,40,R,G1,BO_069,3,,,,,,,,,,,,,,,
40,1,40,R,G1,BO_069,4,,,,,,,,,,,,,,,
40,1,40,R,G1,BO_069,5,,,,,,,,,,,,,,,
41,2,1,L,G1,BO_175,1,1,,,2023-05-17,2023-06-01,2023-06-15,,,,2023-05-17,,,2,28-Jun,
41,2,1,L,G1,BO_175,2,,,,,,,,,,,,,,,
41,2,1,L,G1,BO_175,3,,,,,,,,,,,,,,,
41,2,1,L,G1,BO_175,4,,,,,,,,,,,,,,,
41,2,1,L,G1,BO_175,5,,,,,,,,,,,,,,,
41,2,1,R,G1,BO_166,1,,,,,,,,,,,,,,,
41,2,1,R,G1,BO_166,2,,,,,,,,,,,,,,,
