Sequence,Transect,Segment,side,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,F_Num_01,17-May,F_Num_03,Skeleton,Notes
269,9,20,R,G1,BO_195,2,,,,,,,,,,,,,,,
269,9,20,R,G1,BO_195,3,3,,2023-05-05,,,,,,,,,,,17-May,
269,9,20,R,G1,BO_195,4,,,,,,,,,,,,,,,
269,9,20,R,G1,BO_195,5,,,,,,,,,,,,,,,
270,9,21,L,G2,BO_043,1,,,,,,,,,,,,,,,
270,9,21,L,G2,BO_043,2,,,,,,,,,,,,,,,
270,9,21,L,G2,BO_043,3,3,,2023-05-05,,,,,,2023-05-17,2023-05-05,1,,,,
270,9,21,L,G2,BO_043,4,,,,,,,,,,,,,,,
270,9,21,L,G2,BO_043,5,,,,,,,,,,,,,,,
270,9,21,R,G1,BO_085,1,,,,,,,,,,,,,,,
270,9,21,R,G1,BO_085,2,,,,,,,,,,,,,,,
270,9,21,R,G1,BO_085,3,,,,,,,,,,,,,,,
270,9,21,R,G1,BO_085,4,,,,,,,,,,,,,,,
270,9,21,R,G1,BO_085,5,5,,2023-05-05,,,,,,2023-05-17,,1,,,15-Jun,
271,9,22,L,G1,BO_143,1,,,,,,,,,,,,,,,
271,9,22,L,G1,BO_143,2,,,,,,,,,,,,,,,
271,9,22,L,G1,BO_143,3,,,,,,,,,,,,,,,
271,9,22,L,G1,BO_143,4,,,,,,,,,,,,,,,
271,9,22,L,G1,BO_143,5,,,,,,,,,,,,,,,
271,9,22,R,G2,BO_025,1,,,,,,,,,,,,,,,
271,9,22,R,G2,BO_025,2,,,,,,,,,,,,,,,
271,9,22,R,G2,BO_025,3,,,,,,,,,,,,,,,
271,9,22,R,G2,BO_025,4,,2023-04-21,,,,,,,,,,,,,
271,9,22,R,G2,BO_025,5,5,2023-04-21,,,,,,,2023-05-17,2023-04-21,,,,,
272,9,23,L,G1,BO_186,1,1,,2023-05-05,,,,,,,2023-05-05,1,,,15-Jun,
272,9,23,L,G1,BO_186,2,,,2023-05-05,,,,,,2023-05-17,,1,,,,
272,9,23,L,G1,BO_186,3,,,,,,,,,,,,,,,
272,9,23,L,G1,BO_186,4,,2023-04-21,,,,,,,,,,,,,
272,9,23,L,G1,BO_186,5,,,,,,,,,,,,,,,
272,9,23,R,G1,BO_052,1,,,,,,,,,,,,,,,
272,9,23,R,G1,BO_052,2,2,,2023-05-05,,,,,,,,1,,,15-Jun,
272,9,23,R,G1,BO_052,3,,2023-04-21,,,,,,,2023-05-05,2023-04-21,,,,,
272,9,23,R,G1,BO_052,4,,,,,,,,,,,,,,,
272,9,23,R,G1,BO_052,5,,,,,,,,,,,,,,,
273,9,24,L,G2,BO_061,1,,,,,,,,,,,,,,,
273,9,24,L,G2,BO_061,2,,,,,,,,,,,,,,,
273,9,24,L,G2,BO_061,3,,2023-04-21,2023-05-05,,,,,,2023-05-05,,1,,,,
273,9,24,L,G2,BO_061,4,4,2023-04-21,,,,,,,,2023-04-21,,,,15-Jun,
273,9,24,L,G2,BO_061,5,,,,,,,,,,,,,,,
273,9,24,R,G1,BO_106,1,1,2023-04-21,,,,,,,2023-05-17,2023-04-21,,,,15-Jun,
273,9,24,R,G1,BO_106,2,,,,,,,,,,,,,,,
273,9,24,R,G1,BO_106,3,,,,,,,,,,,,,,,
273,9,24,R,G1,BO_106,4,,,,,,,,,,,,,,,
273,9,24,R,G1,BO_106,5,,,,,,,,,,,,,,,
274,9,25,L,G1,BO_111,1,,,,,,,,,,,,,,,
274,9,25,L,G1,BO_111,2,,,,,,,,,,,,,,,
274,9,25,L,G1,BO_111,3,,,,,,,,,,,,,,,
274,9,25,L,G1,BO_111,4,4,2023-04-21,,,,,,,,2023-04-21,,,,,
274,9,25,L,G1,BO_111,5,,,,,,,,,,,,,,,
274,9,25,R,G1,BO_009,1,,,,,,,,,,,,,,,
274,9,25,R,G1,BO_009,2,,,,,,,,,,,,,,,
274,9,25,R,G1,BO_009,3,,2023-04-21,,,,,,,2023-05-05,2023-04-21,,,,,
274,9,25,R,G1,BO_009,4,,,,,,,,,,,,,,,
274,9,25,R,G1,BO_009,5,5,2023-04-21,2023-05-05,,,,,,,2023-05-05,1,,,15-Jun,
275,9,26,L,G1,BO_090,1,,,,,,,,,,,,,,,
275,9,26,L,G1,BO_090,2,,,,,,,,,,,,,,,
275,9,26,L,G1,BO_090,3,,,,,,,,,,,,,,,
275,9,26,L,G1,BO_090,4,,,,,,,,,,,,,,,
275,9,26,L,G1,BO_090,5,,,,,,,,,,,,,,,
275,9,26,R,G2,BO_131,1,,,,,,,,,,,,,,,
275,9,26,R,G2,BO_131,2,,,,,,,,,,,,,,,
275,9,26,R,G2,BO_131,3,,,,,,,,,,,,,,,
275,9,26,R,G2,BO_131,4,,,,,,,,,,,,,,,
275,9,26,R,G2,BO_131,5,,,,,,,,,,,,,,,
276,9,27,L,G2,BO_166,1,,,,,,,,,,,,,,,
276,9,27,L,G2,BO_166,2,,,,,,,,,,,,,,,
276,9,27,L,G2,BO_166,3,,,,,,,,,,,,,,,
276,9,27,L,G2,BO_166,4,,,,,,,,,,,,,,,
276,9,27,L,G2,BO_166,5,5,2023-04-21,2023-05-05,2023-05-17,,,,,2023-05-17,2023-04-21,1,1,,15-Jun,
276,9,27,R,G1,BO_169,1,,,,,,,,,,,,,,,
276,9,27,R,G1,BO_169,2,2,,2023-05-05,,,,,,2023-05-17,2023-05-05,1,,,28-Jun,
276,9,27,R,G1,BO_169,3,,,,,,,,,,,,,,,
276,9,27,R,G1,BO_169,4,,,,,,,,,,,,,,,
276,9,27,R,G1,BO_169,5,,,,,,,,,,,,,,,
277,9,28,L,G1,BO_167,1,,,,,,,,,,,,,,,
277,9,28,L,G1,BO_167,2,,,,,,,,,,,,,,,
277,9,28,L,G1,BO_167,3,,,,,,,,,,,,,,,
277,9,28,L,G1,BO_167,4,,,,,,,,,,,,,,,
277,9,28,L,G1,BO_167,5,,,,,,,,,,,,,,,
277,9,28,R,G1,BO_067,1,,,,,,,,,,,,,,,
277,9,28,R,G1,BO_067,2,,,,,,,,,,,,,,,
277,9,28,R,G1,BO_067,3,,,,,,,,,,,,,,,
277,9,28,R,G1,BO_067,4,,,,,,,,,,,,,,,
277,9,28,R,G1,BO_067,5,,,,,,,,,,,,,,,
278,9,29,L,G2,BO_145,1,,,,,,,,,,,,,,,
278,9,29,L,G2,BO_145,2,,,,,,,,,,,,,,,
278,9,29,L,G2,BO_145,3,,,,,,,,,,,,,,,
278,9,29,L,G2,BO_145,4,,,,,,,,,,,,,,,
278,9,29,L,G2,BO_145,5,,,,,,,,,,,,,,,
278,9,29,R,G1,BO_123,1,,,,,,,,,,,,,,,
278,9,29,R,G1,BO_123,2,,,,,,,,,,,,,,,
278,9,29,R,G1,BO_123,3,,,,,,,,,,,,,,,
278,9,29,R,G1,BO_123,4,,,,,,,,,,,,,,,
278,9,29,R,G1,BO_123,5,,,,,,,,,,,,,,,
279,9,30,L,G2,BO_102,1,,,,,,,,,,,,,,,
279,9,30,L,G2,BO_102,2,,,,,,,,,,,,,,,
279,9,30,L,G2,BO_102,3,,,,,,,,,,,,,,,
279,9,30,L,G2,BO_102,4,,,,,,,,,,,,,,,
279,9,30,L,G2,BO_102,5,,,,,,,,,,,,,,,
279,9,30,R,G2,BO_018,1,1,,,2023-05-17,,,,,,2023-05-17,1,,,,"photo taken 5/17, not marked until 6/6"
279,9,30,R,G2,BO_018,2,,,,,,,,,,,,,,,
279,9,30,R,G2,BO_018,3,,,,,,,,,,,,,,,
279,9,30,R,G2,BO_018,4,,,,,,,,,,,,,,15-Jun,
279,9,30,R,G2,BO_018,5,,,,,,,,,,,,,,,
280,10,1,L,G1,BO_091,1,,,,,,,,,,,,,,,
280,10,1,L,G1,BO_091,2,,,,,,,,,,,,,,,
280,10,1,L,G1,BO_091,3,,,,,,,,,,,,,,,
280,10,1,L,G1,BO_091,4,,,,,,,,,,,,,,,
280,10,1,L,G1,BO_091,5,,,,,,,,,,,,,,,
280,10,1,R,G2,BO_079,1,,,,,,,,,,,,,,,
280,10,1,R,G2,BO_079,2,,,,,,,,,,,,,,,
280,10,1,R,G2,BO_079,3,,,,,,,,,,,,,,,
280,10,1,R,G2,BO_079,4,,,,,,,,,,,,,,,
280,10,1,R,G2,BO_079,5,,,,,,,,,,,,,,,
281,10,2,L,G2,BO_184,1,,,,,,,,,,,,,,,
281,10,2,L,G2,BO_184,2,,,2023-05-05,,,,,,2023-05-17,,1,,,,
281,10,2,L,G2,BO_184,3,3,,2023-05-05,2023-05-17,,2023-06-15,,,,,1,1,,28-Jun,
281,10,2,L,G2,BO_184,4,,,,,,,,,,,,,,,
281,10,2,L,G2,BO_184,5,,,,,,,,,,,,,,,
281,10,2,R,G2,BO_142,1,,2023-04-21,,,,,,,2023-05-17,2023-04-21,,,,,"photo taken 4/21, not marked until 6/5"
281,10,2,R,G2,BO_142,2,,,,,,,,,,,,,,,
281,10,2,R,G2,BO_142,3,,,,,,,,,,,,,,,
281,10,2,R,G2,BO_142,4,,,,,,,,,,,,,,,
281,10,2,R,G2,BO_142,5,5,,2023-05-05,2023-05-17,,,,,,2023-05-05,2,3,,15-Jun,
282,10,3,L,G2,BO_184,1,,,,,,,,,,,,,,,
282,10,3,L,G2,BO_184,2,,,,,,,,,,,,,,,
282,10,3,L,G2,BO_184,3,,,,,,,,,,,,,,,
282,10,3,L,G2,BO_184,4,,,,,,,,,,,,,,,
282,10,3,L,G2,BO_184,5,,,,,,,,,,,,,,,
282,10,3,R,G2,BO_199,1,,,,,,,,,,,,,,,
282,10,3,R,G2,BO_199,2,,,,,,,,,,,,,,,
282,10,3,R,G2,BO_199,3,3,,2023-05-05,,,,,,,,1,,,15-Jun,
282,10,3,R,G2,BO_199,4,,,,,,,,,2023-05-05,,,,,,
282,10,3,R,G2,BO_199,5,,,,,,,,,,,,,,,
283,10,4,L,G2,BO_137,1,,,,,,,,,,,,,,,
283,10,4,L,G2,BO_137,2,,,,,,,,,,,,,,,
283,10,4,L,G2,BO_137,3,,,,,,,,,,,,,,,
283,10,4,L,G2,BO_137,4,,,,,,,,,,,,,,,
283,10,4,L,G2,BO_137,5,,,,,,,,,,,,,,,
283,10,4,R,G1,BO_184,1,,,,,,,,,,,,,,,
283,10,4,R,G1,BO_184,2,,,,,,,,,2023-05-05,,,,,,
283,10,4,R,G1,BO_184,3,,,,,,,,,,,,,,,
283,10,4,R,G1,BO_184,4,,,,,,,,,,,,,,,
283,10,4,R,G1,BO_184,5,5,2023-04-21,2023-05-05,,,,,,,2023-04-21,1,,,15-Jun,
284,10,5,L,G1,BO_122,1,,,,,,,,,,,,,,,
284,10,5,L,G1,BO_122,2,,,,,,,,,,,,,,,
284,10,5,L,G1,BO_122,3,,,,,,,,,,,,,,,
284,10,5,L,G1,BO_122,4,,,,,,,,,,,,,,,
284,10,5,L,G1,BO_122,5,,,,,,,,,,,,,,,
284,10,5,R,G1,BO_047,1,,,,,,,,,,,,,,,
284,10,5,R,G1,BO_047,2,,,,,,,,,,,,,,,
284,10,5,R,G1,BO_047,3,,,,,,,,,,,,,,,
284,10,5,R,G1,BO_047,4,,,,,,,,,,,,,,,
284,10,5,R,G1,BO_047,5,,,,,,,,,,,,,,,
285,10,6,L,G2,BO_032,1,,,,,,,,,,,,,,,
285,10,6,L,G2,BO_032,2,,,2023-05-05,,,,,,,,1,,,,
285,10,6,L,G2,BO_032,3,3,,2023-05-05,,,,,,2023-05-05,2023-05-05,1,,,,double check if fit plant
285,10,6,L,G2,BO_032,4,,,,,,,,,,,,,,,
285,10,6,L,G2,BO_032,5,,,,,,,,,,,,,,,
285,10,6,R,G1,BO_052,1,,,,,,,,,,,,,,,
285,10,6,R,G1,BO_052,2,,,,,,,,,,,,,,,
285,10,6,R,G1,BO_052,3,,,,,,,,,,,,,,,
285,10,6,R,G1,BO_052,4,,,,,,,,,,,,,,,
285,10,6,R,G1,BO_052,5,,,,,,,,,,,,,,,
286,10,7,L,G2,BO_115,1,,,,,,,,,2023-05-05,,,,,,
286,10,7,L,G2,BO_115,2,,,,,,,,,,,,,,,
286,10,7,L,G2,BO_115,3,,,,,,,,,,,,,,,
286,10,7,L,G2,BO_115,4,4,2023-04-21,2023-05-05,,,,,,,2023-04-21,1,,,15-Jun,
286,10,7,L,G2,BO_115,5,,,,,,,,,,,,,,,
286,10,7,R,G1,BO_149,1,,,,,,,,,,,,,,,
286,10,7,R,G1,BO_149,2,2,,,,,,,,2023-05-17,,,,,15-Jun,
286,10,7,R,G1,BO_149,3,,,,,,,,,,,,,,,
286,10,7,R,G1,BO_149,4,,,,,,,,,,,,,,,
286,10,7,R,G1,BO_149,5,,,,,,,,,,,,,,,
287,10,8,L,G1,BO_142,1,1,,2023-05-05,,,,,,,,2,,,15-Jun,
287,10,8,L,G1,BO_142,2,,,,,,,,,,,,,,,
287,10,8,L,G1,BO_142,3,,,,,,,,,,,,,,,
287,10,8,L,G1,BO_142,4,,,,2023-05-17,,,,,2023-05-17,,,,,,
287,10,8,L,G1,BO_142,5,,,,,,,,,,,,,,,
287,10,8,R,G1,BO_013,1,,,,,,,,,,,,,,,
287,10,8,R,G1,BO_013,2,,,,,,,,,,,,,,,
287,10,8,R,G1,BO_013,3,,,,,,,,,,,,,,,
287,10,8,R,G1,BO_013,4,4,2023-04-21,2023-05-05,,,,,,,,1,,,15-Jun,fitness chosen remotely
287,10,8,R,G1,BO_013,5,,,,,,,,,,,,,,,
288,10,9,L,G1,BO_019,1,,,,,,,,,,,,,,,
288,10,9,L,G1,BO_019,2,,,,,,,,,,,,,,,
288,10,9,L,G1,BO_019,3,,,,,,,,,,,,,,,
288,10,9,L,G1,BO_019,4,,,,,,,,,,,,,,,
288,10,9,L,G1,BO_019,5,5,2023-04-21,,,,,,,2023-05-17,2023-04-21,,,,15-Jun,
288,10,9,R,G2,BO_089,1,,,,,,,,,,,,,,,
288,10,9,R,G2,BO_089,2,,,,,,,,,,,,,,,
288,10,9,R,G2,BO_089,3,,,,,,,,,,,,,,,
288,10,9,R,G2,BO_089,4,,,,,,,,,,,,,,,
288,10,9,R,G2,BO_089,5,5,,2023-05-05,,,,,,2023-05-17,2023-05-05,2,,,2-Jun,
289,10,10,L,G2,BO_127,1,,,,,,,,,,,,,,,
289,10,10,L,G2,BO_127,2,,,,,,,,,,,,,,,
289,10,10,L,G2,BO_127,3,,,,,,,,,,,,,,,
289,10,10,L,G2,BO_127,4,,,,,,,,,,,,,,,
289,10,10,L,G2,BO_127,5,,,,,,,,,,,,,,,
289,10,10,R,G2,BO_143,1,1,,,,2023-06-02,,,,,,,,1,15-Jun,Too small to photograph
289,10,10,R,G2,BO_143,2,,,,,,,,,,,,,,,
289,10,10,R,G2,BO_143,3,,,,,,,,,,,,,,,
289,10,10,R,G2,BO_143,4,,,,,,,,,,,,,,,
289,10,10,R,G2,BO_143,5,,,,,,,,,,,,,,,
290,10,11,L,G2,BO_055,1,,,,,,,,,,,,,,,
290,10,11,L,G2,BO_055,2,,,,,,,,,,,,,,,
290,10,11,L,G2,BO_055,3,,,,,,,,,,,,,,,
290,10,11,L,G2,BO_055,4,,,,,,,,,,,,,,,
290,10,11,L,G2,BO_055,5,,,,,,,,,,,,,,,
290,10,11,R,G1,BO_152,1,,,,,,,,,,,,,,,
290,10,11,R,G1,BO_152,2,,,,,,,,,,,,,,,
290,10,11,R,G1,BO_152,3,,,,,,,,,,,,,,,
290,10,11,R,G1,BO_152,4,,,,,,,,,,,,,,,
290,10,11,R,G1,BO_152,5,,,,,,,,,,,,,,,
291,10,12,L,G2,BO_180,1,1,,2023-05-05,,,,,,2023-05-17,2023-05-05,1,,,,
291,10,12,L,G2,BO_180,2,,,,,,,,,,,,,,,
291,10,12,L,G2,BO_180,3,,,,,,,,,,,,,,,
291,10,12,L,G2,BO_180,4,,,,,,,,,,,,,,,
291,10,12,L,G2,BO_180,5,,,,,,,,,,,,,,,
291,10,12,R,G1,BO_008,1,,,,,,,,,,,,,,,
291,10,12,R,G1,BO_008,2,,,,,,,,,,,,,,,
291,10,12,R,G1,BO_008,3,,,,,,,,,,,,,,,
291,10,12,R,G1,BO_008,4,,,,,,,,,,,,,,,
291,10,12,R,G1,BO_008,5,5,2023-04-21,2023-05-05,,,,,,2023-05-17,2023-04-21,1,,,15-Jun,
292,10,13,L,G1,BO_169,1,,,,,,,,,,,,,,,
292,10,13,L,G1,BO_169,2,,,,,,,,,,,,,,,
292,10,13,L,G1,BO_169,3,,,,,,,,,,,,,,,
292,10,13,L,G1,BO_169,4,,,,,,,,,,,,,,,
292,10,13,L,G1,BO_169,5,,,,,,,,,,,,,,,
292,10,13,R,G1,BO_060,1,1,,2023-05-05,,,,,,2023-05-17,2023-05-05,1,,,2-Jun,
292,10,13,R,G1,BO_060,2,,,,,,,,,,,,,,,
292,10,13,R,G1,BO_060,3,,,,,,,,,,,,,,,
292,10,13,R,G1,BO_060,4,,,,,,,,,,,,,,,
292,10,13,R,G1,BO_060,5,,,,,,,,,,,,,,,
293,10,14,L,G1,BO_095,1,,,2023-05-05,,,,,,2023-05-05,2023-05-05,1,,,,no photo  from 5/5 
293,10,14,L,G1,BO_095,2,,,2023-05-05,,,,,,,,1,,,,
293,10,14,L,G1,BO_095,3,,,,,,,,,,,,,,,
293,10,14,L,G1,BO_095,4,4,2023-04-21,2023-05-05,,,,,,,2023-04-21,1,,,2-Jun,"photo taken 4/21, not marked unitl 6/5"
293,10,14,L,G1,BO_095,5,,,,,,,,,,,,,,,
293,10,14,R,G1,BO_012,1,,,,,,,,,,,,,,,
293,10,14,R,G1,BO_012,2,,,,,,,,,,,,,,,
293,10,14,R,G1,BO_012,3,3,,2023-05-05,,,,,,2023-05-17,2023-05-05,3,,,2-Jun,
293,10,14,R,G1,BO_012,4,,,,,,,,,,,,,,,
293,10,14,R,G1,BO_012,5,,,,,,,,,,,,,,,
294,10,15,L,G2,BO_154,1,,,,,,,,,,,,,,,
294,10,15,L,G2,BO_154,2,,,,,,,,,,,,,,,
294,10,15,L,G2,BO_154,3,,,,,,,,,,,,,,,
294,10,15,L,G2,BO_154,4,,,,,,,,,,,,,,,
294,10,15,L,G2,BO_154,5,,,,,,,,,,,,,,,
294,10,15,R,G2,BO_125,1,,,,,,,,,,,,,,,
294,10,15,R,G2,BO_125,2,,,,,,,,,,,,,,,
294,10,15,R,G2,BO_125,3,,,,,,,,,,,,,,,
294,10,15,R,G2,BO_125,4,,,2023-05-05,,,,,,2023-05-05,,1,,,,
294,10,15,R,G2,BO_125,5,5,,2023-05-05,,,,,,,,1,,,2-Jun,
295,10,16,L,G1,BO_146,1,,,,,,,,,,,,,,,
295,10,16,L,G1,BO_146,2,,,,,,,,,,,,,,,
295,10,16,L,G1,BO_146,3,,,,,,,,,,,,,,,
295,10,16,L,G1,BO_146,4,,,,,,,,,,,,,,,
295,10,16,L,G1,BO_146,5,5,,2023-05-05,,,,,,2023-05-17,,1,,,2-Jun,
295,10,16,R,G2,BO_137,1,,,,,,,,,,,,,,,
295,10,16,R,G2,BO_137,2,,,,,,,,,,,,,,,
295,10,16,R,G2,BO_137,3,,,,,,,,,,,,,,,
295,10,16,R,G2,BO_137,4,,,,,,,,,,,,,,,
295,10,16,R,G2,BO_137,5,,,,,,,,,,,,,,,
296,10,17,L,G1,BO_151,1,,,,,,,,,,,,,,,
296,10,17,L,G1,BO_151,2,,,,,,,,,,,,,,,
296,10,17,L,G1,BO_151,3,,,,,,,,,,,,,,,
296,10,17,L,G1,BO_151,4,,,,,,,,,,,,,,,
296,10,17,L,G1,BO_151,5,,,,,,,,,,,,,,,
296,10,17,R,G2,BO_079,1,,,,,,,,,,,,,,,
296,10,17,R,G2,BO_079,2,,,,,,,,,,,,,,,
296,10,17,R,G2,BO_079,3,3,2023-04-21,2023-05-05,2023-05-17,2023-06-02,,,,2023-05-17,2023-04-21,1,1,,,
296,10,17,R,G2,BO_079,4,,,,,,,,,,,,,,,
296,10,17,R,G2,BO_079,5,,,,,,,,,,,,,,,
297,10,18,L,G1,BO_096,1,,,,,,,,,,,,,,,
297,10,18,L,G1,BO_096,2,,,,,,,,,,,,,,,
297,10,18,L,G1,BO_096,3,,,,,,,,,,,,,,,
297,10,18,L,G1,BO_096,4,,,,,,,,,,,,,,,
297,10,18,L,G1,BO_096,5,,,,,,,,,,,,,,,
297,10,18,R,G1,BO_186,1,,,,,,,,,,,,,,,
297,10,18,R,G1,BO_186,2,,,,,,,,,,,,,,,
297,10,18,R,G1,BO_186,3,,,2023-05-05,,,,,,,,1,,,,
297,10,18,R,G1,BO_186,4,4,,2023-05-05,,,,,,2023-05-17,2023-05-05,2,,,15-Jun,
297,10,18,R,G1,BO_186,5,,,,,,,,,,,,,,,
298,10,19,L,G1,BO_070,1,,,,,,,,,,,,,,,
298,10,19,L,G1,BO_070,2,,,,,,,,,,,,,,,
298,10,19,L,G1,BO_070,3,,,,,,,,,,,,,,,
298,10,19,L,G1,BO_070,4,,,,,,,,,,,,,,,
298,10,19,L,G1,BO_070,5,,,,,,,,,,,,,,,
298,10,19,R,G1,BO_108,1,,,,,,,,,,,,,,,
298,10,19,R,G1,BO_108,2,,,,,,,,,,,,,,,
298,10,19,R,G1,BO_108,3,3,2023-04-21,,,,,,,,2023-04-21,,,,2-Jun,
298,10,19,R,G1,BO_108,4,,,,,,,,,2023-05-05,,,,,,
298,10,19,R,G1,BO_108,5,,,,,,,,,,,,,,,
299,10,20,L,G2,BO_017,1,,,,,,,,,,,,,,,
299,10,20,L,G2,BO_017,2,,,,,,,,,,,,,,,
299,10,20,L,G2,BO_017,3,,,,,,,,,,,,,,,
299,10,20,L,G2,BO_017,4,,,,,,,,,,,,,,,
299,10,20,L,G2,BO_017,5,,,,,,,,,,,,,,,
299,10,20,R,G1,BO_130,1,,,,,,,,,,,,,,,
299,10,20,R,G1,BO_130,2,,,,,,,,,,,,,,,
299,10,20,R,G1,BO_130,3,,,,,,,,,,,,,,,
299,10,20,R,G1,BO_130,4,,,,,,,,,,,,,,,
299,10,20,R,G1,BO_130,5,,,,,,,,,,,,,,,
300,10,21,L,G1,BO_108,1,,,,,,,,,,,,,,,
300,10,21,L,G1,BO_108,2,,,,,,,,,,,,,,,
300,10,21,L,G1,BO_108,3,,,,,,,,,,,,,,,
300,10,21,L,G1,BO_108,4,,,,,,,,,,,,,,,
300,10,21,L,G1,BO_108,5,,,,,,,,,,,,,,,
300,10,21,R,G2,BO_151,1,,,,,,,,,,,,,,,
300,10,21,R,G2,BO_151,2,,,,,,,,,,,,,,,
300,10,21,R,G2,BO_151,3,,,,,,,,,,,,,,,
300,10,21,R,G2,BO_151,4,,,,,,,,,,,,,,,
300,10,21,R,G2,BO_151,5,,,,,,,,,,,,,,,
301,10,22,L,G2,BO_001,1,,,2023-05-05,,,,,,2023-05-17,,1,,,,
301,10,22,L,G2,BO_001,2,,,,,,,,,,,,,,,
301,10,22,L,G2,BO_001,3,3,,2023-05-05,,,,,,,,1,,,2-Jun,
301,10,22,L,G2,BO_001,4,,2023-04-21,2023-05-05,,,,,,,2023-04-21,1,,,,
301,10,22,L,G2,BO_001,5,,,,,,,,,,,,,,,
301,10,22,R,G2,BO_118,1,,,,,,,,,,,,,,,
301,10,22,R,G2,BO_118,2,,,,,,,,,,,,,,,
301,10,22,R,G2,BO_118,3,,,,,,,,,,,,,,,
301,10,22,R,G2,BO_118,4,,,,,,,,,,,,,,,
301,10,22,R,G2,BO_118,5,,,,,,,,,,,,,,,
302,10,23,L,G1,BO_037,1,,,,,,,,,,,,,,,
302,10,23,L,G1,BO_037,2,,,,,,,,,,,,,,,
302,10,23,L,G1,BO_037,3,,,,,,,,,,,,,,,
302,10,23,L,G1,BO_037,4,,,,,,,,,,,,,,,
302,10,23,L,G1,BO_037,5,5,2023-04-21,2023-05-05,,,,,,2023-05-17,2023-04-21,1,,,2-Jun,
302,10,23,R,G1,BO_098,1,,2023-04-21,2023-05-05,,,,,,2023-05-17,,1,,,,
302,10,23,R,G1,BO_098,2,2,2023-04-21,2023-05-05,,,,,,,2023-04-21,1,,,2-Jun,
302,10,23,R,G1,BO_098,3,,,,,,,,,,,,,,,
302,10,23,R,G1,BO_098,4,,,,,,,,,,,,,,,
302,10,23,R,G1,BO_098,5,,,,,,,,,,,,,,,
303,10,24,L,G2,BO_099,1,,,,,,,,,,,,,,,
303,10,24,L,G2,BO_099,2,,,,,,,,,,,,,,,
303,10,24,L,G2,BO_099,3,,,,,,,,,,,,,,,
303,10,24,L,G2,BO_099,4,,,,,,,,,,,,,,,
303,10,24,L,G2,BO_099,5,,,,,,,,,,,,,,,
303,10,24,R,G2,BO_025,1,,,2023-05-05,,,,,,2023-05-05,,1,,,,
303,10,24,R,G2,BO_025,2,,,,,,,,,,,,,,,
303,10,24,R,G2,BO_025,3,,,,,,,,,,,,,,,
303,10,24,R,G2,BO_025,4,4,2023-04-21,2023-05-05,,,,,,,2023-04-21,1,,,2-Jun,
303,10,24,R,G2,BO_025,5,,,,,,,,,,,,,,,
304,10,25,L,G1,BO_100,1,,,,,,,,,,,,,,,
304,10,25,L,G1,BO_100,2,,,,,,,,,,,,,,,
304,10,25,L,G1,BO_100,3,,,,,,,,,,,,,,,
304,10,25,L,G1,BO_100,4,,,,,,,,,,,,,,,
304,10,25,L,G1,BO_100,5,,,,,,,,,,,,,,,
304,10,25,R,G2,BO_177,1,,,,,,,,,,,,,,,
304,10,25,R,G2,BO_177,2,2,2023-04-21,2023-05-05,,,,,,2023-05-17,2023-04-21,1,,,2-Jun,
304,10,25,R,G2,BO_177,3,,,,,,,,,,,,,,,
304,10,25,R,G2,BO_177,4,,,,,,,,,,,,,,,
304,10,25,R,G2,BO_177,5,,,,,,,,,,,,,,,
305,10,26,L,G1,BO_184,1,,,,2023-05-17,,,,,,,,,,,
305,10,26,L,G1,BO_184,2,,,,,,,,,,,,,,,
305,10,26,L,G1,BO_184,3,,,,,,,,,,,,,,,
305,10,26,L,G1,BO_184,4,,,2023-05-05,2023-05-17,2023-06-02,,,,2023-05-05,,1,,1,,
305,10,26,L,G1,BO_184,5,5,,2023-05-05,,,,,,,2023-05-05,1,,,15-Jun,
305,10,26,R,G1,BO_171,1,1,,2023-05-05,,,,,,,,1,,,2-Jun,Fitness plant already chosen as 1- DG. Ignore plant 5
305,10,26,R,G1,BO_171,2,,,,,,,,,,,,,,,
305,10,26,R,G1,BO_171,3,,,,2023-05-17,,,,,,,,,,,
305,10,26,R,G1,BO_171,4,,,,,,,,,,,,,,,
305,10,26,R,G1,BO_171,5,,2023-04-21,2023-05-05,,,,,,2023-05-05,2023-04-21,1,,,,fitness chosen remotely
306,10,27,L,G2,BO_134,1,,,,,,,,,,,,,,,
306,10,27,L,G2,BO_134,2,,,,,,,,,,,,,,,
306,10,27,L,G2,BO_134,3,,,,,,,,,,,,,,,
306,10,27,L,G2,BO_134,4,,,,,,,,,,,,,,,
306,10,27,L,G2,BO_134,5,,,,,,,,,,,,,,,
306,10,27,R,G1,BO_063,1,,,,,,,,,,,,,,,
306,10,27,R,G1,BO_063,2,,,,,,,,,,,,,,,
306,10,27,R,G1,BO_063,3,,,,,,,,,,,,,,,
306,10,27,R,G1,BO_063,4,,,,,,,,,,,,,,,
306,10,27,R,G1,BO_063,5,,,,,,,,,,,,,,,
307,10,28,L,G1,BO_176,1,1,2023-04-21,2023-05-05,,,,,,,,1,,,2-Jun,
307,10,28,L,G1,BO_176,2,,,2023-05-05,,,,,,2023-05-05,,1,,,,
307,10,28,L,G1,BO_176,3,,,,,,,,,,,,,,,
307,10,28,L,G1,BO_176,4,,,,,,,,,,,,,,,
