Sequence,Transect,Segment,position,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,Notes
240,7,26,L,G2,AC_082,2,,,,,,,,,,,
240,7,26,L,G2,AC_082,3,,,,,,,,,,,
240,7,26,L,G2,AC_082,4,,,,,,,,,,,
240,7,26,L,G2,AC_082,5,,,,,,,,,,,
240,7,26,R,G1,AC_092,1,,,,,,,,,,,
240,7,26,R,G1,AC_092,2,,,,,,,,,,,
240,7,26,R,G1,AC_092,3,,,,,,,,,,,
240,7,26,R,G1,AC_092,4,,,,,,,,,,,
240,7,26,R,G1,AC_092,5,,,,,,,,,,,
241,7,27,L,G2,AC_203,1,,,,,,,,,,,
241,7,27,L,G2,AC_203,2,,,,,,,,,,,
241,7,27,L,G2,AC_203,3,,,,,,,,,,,
241,7,27,L,G2,AC_203,4,,,,,,,,,,,
241,7,27,L,G2,AC_203,5,,,,,,,,,,,
241,7,27,R,G2,AC_017,1,,,,,,,,,,,
241,7,27,R,G2,AC_017,2,,,,,,,,,,,
241,7,27,R,G2,AC_017,3,,,,,,,,,,,
241,7,27,R,G2,AC_017,4,,,,,,,,,,,
241,7,27,R,G2,AC_017,5,,,,,,,,,,,
242,7,28,L,G1,AC_151,1,,,,,,,,,,,
242,7,28,L,G1,AC_151,2,,,,,,,,,,,
242,7,28,L,G1,AC_151,3,,,,,,,,,,,
242,7,28,L,G1,AC_151,4,,,,,,,,,,,
242,7,28,L,G1,AC_151,5,,,,,,,,,,,
242,7,28,R,G2,AC_189,1,,,,,,,,,,,
242,7,28,R,G2,AC_189,2,,,,,,,,,,,
242,7,28,R,G2,AC_189,3,,,,,,,,,,,
242,7,28,R,G2,AC_189,4,,,,,,,,,,,
242,7,28,R,G2,AC_189,5,,,,,,,,,,,
243,7,29,L,G2,AC_178,1,,,,,,,,,,,
243,7,29,L,G2,AC_178,2,,,,,,,,,,,
243,7,29,L,G2,AC_178,3,,,,,,,,,,,
243,7,29,L,G2,AC_178,4,,,,,,,,,,,
243,7,29,L,G2,AC_178,5,,,,,,,,,,,
243,7,29,R,G1,AC_216,1,,,,,,,,,,,
243,7,29,R,G1,AC_216,2,,,,,,,,,,,
243,7,29,R,G1,AC_216,3,,,,,,,,,,,
243,7,29,R,G1,AC_216,4,,,,,,,,,,,
243,7,29,R,G1,AC_216,5,,,,,,,,,,,
244,7,30,L,G2,AC_096,1,,,,,,,,,,,
244,7,30,L,G2,AC_096,2,,,,,,,,,,,
244,7,30,L,G2,AC_096,3,,,,,,,,,,,
244,7,30,L,G2,AC_096,4,,,,,,,,,,,
244,7,30,L,G2,AC_096,5,,,,,,,,,,,
244,7,30,R,G1,AC_192,1,,,,,,,,,,,
244,7,30,R,G1,AC_192,2,,,,,,,,,,,
244,7,30,R,G1,AC_192,3,,,,,,,,,,,
244,7,30,R,G1,AC_192,4,,,,,,,,,,,
244,7,30,R,G1,AC_192,5,,,,,,,,,,,
245,7,31,L,G2,AC_114,1,,,,,,,,,,,
245,7,31,L,G2,AC_114,2,,,,,,,,,,,
245,7,31,L,G2,AC_114,3,,,,,,,,,,,
245,7,31,L,G2,AC_114,4,,,,,,,,,,,
245,7,31,L,G2,AC_114,5,,,,,,,,,,,
245,7,31,R,G2,AC_123,1,,,,,,,,,,,
245,7,31,R,G2,AC_123,2,,,,,,,,,,,
245,7,31,R,G2,AC_123,3,,,,,,,,,,,
245,7,31,R,G2,AC_123,4,,,,,,,,,,,
245,7,31,R,G2,AC_123,5,,,,,,,,,,,
246,7,32,L,G2,AC_083,1,,,,,,,,,,,
246,7,32,L,G2,AC_083,2,,,,,,,,,,,
246,7,32,L,G2,AC_083,3,,,,,,,,,,,
246,7,32,L,G2,AC_083,4,,,,,,,,,,,
246,7,32,L,G2,AC_083,5,,,,,,,,,,,
246,7,32,R,G2,AC_034,1,,,,,,,,,,,
246,7,32,R,G2,AC_034,2,,,,,,,,,,,
246,7,32,R,G2,AC_034,3,,,,,,,,,,,
246,7,32,R,G2,AC_034,4,,,,,,,,,,,
246,7,32,R,G2,AC_034,5,,,,,,,,,,,
247,7,33,L,G2,AC_216,1,,,,,,,,,,,
247,7,33,L,G2,AC_216,2,,,,,,,,,,,
247,7,33,L,G2,AC_216,3,,,,,,,,,,,
247,7,33,L,G2,AC_216,4,,,,,,,,,,,
247,7,33,L,G2,AC_216,5,,,,,,,,,,,
247,7,33,R,G1,AC_075,1,,,,,,,,,,,
247,7,33,R,G1,AC_075,2,,,,,,,,,,,
247,7,33,R,G1,AC_075,3,,,,,,,,,,,
247,7,33,R,G1,AC_075,4,,,,,,,,,,,
247,7,33,R,G1,AC_075,5,,,,,,,,,,,
248,7,34,L,G1,AC_107,1,,,,,,,,,,,
248,7,34,L,G1,AC_107,2,,,,,,,,,,,
248,7,34,L,G1,AC_107,3,,,,,,,,,,,
248,7,34,L,G1,AC_107,4,,,,,,,,,,,
248,7,34,L,G1,AC_107,5,,,,,,,,,,,
248,7,34,R,G1,AC_082,1,,,,,,,,,,,
248,7,34,R,G1,AC_082,2,,,,,,,,,,,
248,7,34,R,G1,AC_082,3,,,,,,,,,,,
248,7,34,R,G1,AC_082,4,,,,,,,,,,,
248,7,34,R,G1,AC_082,5,,,,,,,,,,,
249,7,35,L,G1,AC_097,1,,,,,,,,,,,
249,7,35,L,G1,AC_097,2,,,,,,,,,,,
249,7,35,L,G1,AC_097,3,,,,,,,,,,,
249,7,35,L,G1,AC_097,4,,,,,,,,,,,
249,7,35,L,G1,AC_097,5,,,,,,,,,,,
249,7,35,R,G2,AC_211,1,,,,,,,,,,,
249,7,35,R,G2,AC_211,2,,,,,,,,,,,
249,7,35,R,G2,AC_211,3,,,,,,,,,,,
249,7,35,R,G2,AC_211,4,,,,,,,,,,,
249,7,35,R,G2,AC_211,5,,,,,,,,,,,
250,7,36,L,G2,AC_052,1,,,,,,,,,,,
250,7,36,L,G2,AC_052,2,,,,,,,,,,,
250,7,36,L,G2,AC_052,3,,,,,,,,,,,
250,7,36,L,G2,AC_052,4,,,,,,,,,,,
250,7,36,L,G2,AC_052,5,,,,,,,,,,,
250,7,36,R,G2,AC_030,1,,,,,,,,,,,
250,7,36,R,G2,AC_030,2,,,,,,,,,,,
250,7,36,R,G2,AC_030,3,,,,,,,,,,,
250,7,36,R,G2,AC_030,4,,,,,,,,,,,
250,7,36,R,G2,AC_030,5,,,,,,,,,,,
251,8,1,L,G2,AC_193,1,,,,,,,,,,,
251,8,1,L,G2,AC_193,2,,,,,,,,,,,
251,8,1,L,G2,AC_193,3,,,,,,,,,,,
251,8,1,L,G2,AC_193,4,,,,,,,,,,,
251,8,1,L,G2,AC_193,5,,,,,,,,,,,
251,8,1,R,G1,AC_011,1,,,,,,,,,,,
251,8,1,R,G1,AC_011,2,,,,,,,,,,,
251,8,1,R,G1,AC_011,3,,,,,,,,,,,
251,8,1,R,G1,AC_011,4,,,,,,,,,,,
251,8,1,R,G1,AC_011,5,,,,,,,,,,,
252,8,2,L,G2,AC_038,1,,,,,,,,,,,
252,8,2,L,G2,AC_038,2,,,,,,,,,,,
252,8,2,L,G2,AC_038,3,,,,,,,,,,,
252,8,2,L,G2,AC_038,4,,,,,,,,,,,
252,8,2,L,G2,AC_038,5,,,,,,,,,,,
252,8,2,R,G2,AC_191,1,,,,,,,,,,,
252,8,2,R,G2,AC_191,2,,,,,,,,,,,
252,8,2,R,G2,AC_191,3,,,,,,,,,,,
252,8,2,R,G2,AC_191,4,,,,,,,,,,,
252,8,2,R,G2,AC_191,5,,,,,,,,,,,
253,8,3,L,G2,AC_148,1,,,,,,,,,,,
253,8,3,L,G2,AC_148,2,,,,,,,,,,,
253,8,3,L,G2,AC_148,3,,,,,,,,,,,
253,8,3,L,G2,AC_148,4,,,,,,,,,,,
253,8,3,L,G2,AC_148,5,,,,,,,,,,,
253,8,3,R,G1,AC_038,1,,,,,,,,,,,
253,8,3,R,G1,AC_038,2,,,,,,,,,,,
253,8,3,R,G1,AC_038,3,,,,,,,,,,,
253,8,3,R,G1,AC_038,4,,,,,,,,,,,
253,8,3,R,G1,AC_038,5,,,,,,,,,,,
254,8,4,L,G2,AC_144,1,,,,,,,,,,,
254,8,4,L,G2,AC_144,2,,,,,,,,,,,
254,8,4,L,G2,AC_144,3,,,,,,,,,,,
254,8,4,L,G2,AC_144,4,,,,,,,,,,,
254,8,4,L,G2,AC_144,5,,,,,,,,,,,
254,8,4,R,G2,AC_089,1,,,,,,,,,,,
254,8,4,R,G2,AC_089,2,,,,,,,,,,,
254,8,4,R,G2,AC_089,3,,,,,,,,,,,
254,8,4,R,G2,AC_089,4,,,,,,,,,,,
254,8,4,R,G2,AC_089,5,,,,,,,,,,,
255,8,5,L,G1,AC_131,1,,,,,,,,,,,
255,8,5,L,G1,AC_131,2,,,,,,,,,,,
255,8,5,L,G1,AC_131,3,,,,,,,,,,,
255,8,5,L,G1,AC_131,4,,,,,,,,,,,
255,8,5,L,G1,AC_131,5,,,,,,,,,,,
255,8,5,R,G2,AC_218,1,,,,,,,,,,,
255,8,5,R,G2,AC_218,2,,,,,,,,,,,
255,8,5,R,G2,AC_218,3,,,,,,,,,,,
255,8,5,R,G2,AC_218,4,,,,,,,,,,,
255,8,5,R,G2,AC_218,5,,,,,,,,,,,
256,8,6,L,G1,AC_206,1,,,,,,,,,,,
256,8,6,L,G1,AC_206,2,,,,,,,,,,,
256,8,6,L,G1,AC_206,3,,,,,,,,,,,
256,8,6,L,G1,AC_206,4,,,,,,,,,,,
256,8,6,L,G1,AC_206,5,,,,,,,,,,,
256,8,6,R,G1,AC_186,1,,,,,,,,,,,
256,8,6,R,G1,AC_186,2,,,,,,,,,,,
256,8,6,R,G1,AC_186,3,,,,,,,,,,,
256,8,6,R,G1,AC_186,4,,,,,,,,,,,
256,8,6,R,G1,AC_186,5,,,,,,,,,,,
257,8,7,L,G2,AC_148,1,,,,,,,,,,,
257,8,7,L,G2,AC_148,2,,,,,,,,,,,
257,8,7,L,G2,AC_148,3,,,,,,,,,,,
257,8,7,L,G2,AC_148,4,,,,,,,,,,,
257,8,7,L,G2,AC_148,5,,,,,,,,,,,
257,8,7,R,G2,AC_057,1,,,,,,,,,,,
257,8,7,R,G2,AC_057,2,,,,,,,,,,,
257,8,7,R,G2,AC_057,3,,,,,,,,,,,
257,8,7,R,G2,AC_057,4,,,,,,,,,,,
257,8,7,R,G2,AC_057,5,,,,,,,,,,,
258,8,8,L,G1,AC_211,1,,,,,,,,,,,
258,8,8,L,G1,AC_211,2,,,,,,,,,,,
258,8,8,L,G1,AC_211,3,,,,,,,,,,,
258,8,8,L,G1,AC_211,4,,,,,,,,,,,
258,8,8,L,G1,AC_211,5,,,,,,,,,,,
258,8,8,R,G2,AC_017,1,,,,,,,,,,,
258,8,8,R,G2,AC_017,2,,,,,,,,,,,
258,8,8,R,G2,AC_017,3,,,,,,,,,,,
258,8,8,R,G2,AC_017,4,,,,,,,,,,,
258,8,8,R,G2,AC_017,5,,,,,,,,,,,
259,8,9,L,G2,AC_185,1,,,,,,,,,,,
259,8,9,L,G2,AC_185,2,,,,,,,,,,,
259,8,9,L,G2,AC_185,3,,,,,,,,,,,
259,8,9,L,G2,AC_185,4,,,,,,,,,,,
259,8,9,L,G2,AC_185,5,,,,,,,,,,,
259,8,9,R,G2,AC_172,1,,,,,,,,,,,
259,8,9,R,G2,AC_172,2,,,,,,,,,,,
259,8,9,R,G2,AC_172,3,,,,,,,,,,,
259,8,9,R,G2,AC_172,4,,,,,,,,,,,
259,8,9,R,G2,AC_172,5,,,,,,,,,,,
260,8,10,L,G2,AC_100,1,,,,,,,,,,,
260,8,10,L,G2,AC_100,2,,,,,,,,,,,
260,8,10,L,G2,AC_100,3,,,,,,,,,,,
260,8,10,L,G2,AC_100,4,,,,,,,,,,,
260,8,10,L,G2,AC_100,5,,,,,,,,,,,
260,8,10,R,G2,AC_142,1,,,,,,,,,,,
260,8,10,R,G2,AC_142,2,,,,,,,,,,,
260,8,10,R,G2,AC_142,3,,,,,,,,,,,
260,8,10,R,G2,AC_142,4,,,,,,,,,,,
260,8,10,R,G2,AC_142,5,,,,,,,,,,,
261,8,11,L,G1,AC_204,1,,,,,,,,,,,
261,8,11,L,G1,AC_204,2,,,,,,,,,,,
261,8,11,L,G1,AC_204,3,,,,,,,,,,,
261,8,11,L,G1,AC_204,4,,,,,,,,,,,
261,8,11,L,G1,AC_204,5,,,,,,,,,,,
261,8,11,R,G2,AC_212,1,,,,,,,,,,,
261,8,11,R,G2,AC_212,2,,,,,,,,,,,
261,8,11,R,G2,AC_212,3,,,,,,,,,,,
261,8,11,R,G2,AC_212,4,,,,,,,,,,,
261,8,11,R,G2,AC_212,5,,,,,,,,,,,
262,8,12,L,G2,AC_066,1,,,,,,,,,,,
262,8,12,L,G2,AC_066,2,,,,,,,,,,,
262,8,12,L,G2,AC_066,3,,,,,,,,,,,
262,8,12,L,G2,AC_066,4,,,,,,,,,,,
262,8,12,L,G2,AC_066,5,,,,,,,,,,,
262,8,12,R,G1,AC_072,1,,,,,,,,,,,
262,8,12,R,G1,AC_072,2,,,,,,,,,,,
262,8,12,R,G1,AC_072,3,,,,,,,,,,,
262,8,12,R,G1,AC_072,4,,,,,,,,,,,
262,8,12,R,G1,AC_072,5,,,,,,,,,,,
263,8,13,L,G2,AC_104,1,,,,,,,,,,,
263,8,13,L,G2,AC_104,2,,,,,,,,,,,
263,8,13,L,G2,AC_104,3,,,,,,,,,,,
263,8,13,L,G2,AC_104,4,,,,,,,,,,,
263,8,13,L,G2,AC_104,5,,,,,,,,,,,
263,8,13,R,G1,AC_082,1,,,,,,,,,,,
263,8,13,R,G1,AC_082,2,,,,,,,,,,,
263,8,13,R,G1,AC_082,3,,,,,,,,,,,
263,8,13,R,G1,AC_082,4,,,,,,,,,,,
263,8,13,R,G1,AC_082,5,,,,,,,,,,,
264,8,14,L,G1,AC_193,1,,,,,,,,,,,
264,8,14,L,G1,AC_193,2,,,,,,,,,,,
264,8,14,L,G1,AC_193,3,,,,,,,,,,,
264,8,14,L,G1,AC_193,4,,,,,,,,,,,
264,8,14,L,G1,AC_193,5,,,,,,,,,,,
264,8,14,R,G1,AC_074,1,,,,,,,,,,,
264,8,14,R,G1,AC_074,2,,,,,,,,,,,
264,8,14,R,G1,AC_074,3,,,,,,,,,,,
264,8,14,R,G1,AC_074,4,,,,,,,,,,,
264,8,14,R,G1,AC_074,5,,,,,,,,,,,
265,8,15,L,G2,AC_160,1,,,,,,,,,,,
265,8,15,L,G2,AC_160,2,,,,,,,,,,,
265,8,15,L,G2,AC_160,3,,,,,,,,,,,
265,8,15,L,G2,AC_160,4,,,,,,,,,,,
265,8,15,L,G2,AC_160,5,,,,,,,,,,,
265,8,15,R,G1,AC_160,1,,,,,,,,,,,
265,8,15,R,G1,AC_160,2,,,,,,,,,,,
265,8,15,R,G1,AC_160,3,,,,,,,,,,,
265,8,15,R,G1,AC_160,4,,,,,,,,,,,
265,8,15,R,G1,AC_160,5,,,,,,,,,,,
266,8,16,L,G2,AC_133,1,,,,,,,,,,,
266,8,16,L,G2,AC_133,2,,,,,,,,,,,
266,8,16,L,G2,AC_133,3,,,,,,,,,,,
266,8,16,L,G2,AC_133,4,,,,,,,,,,,
266,8,16,L,G2,AC_133,5,,,,,,,,,,,
266,8,16,R,G2,AC_005,1,,,,,,,,,,,
266,8,16,R,G2,AC_005,2,,,,,,,,,,,
266,8,16,R,G2,AC_005,3,,,,,,,,,,,
266,8,16,R,G2,AC_005,4,,,,,,,,,,,
266,8,16,R,G2,AC_005,5,,,,,,,,,,,
267,8,17,L,G1,AC_206,1,,,,,,,,,,,
267,8,17,L,G1,AC_206,2,,,,,,,,,,,
267,8,17,L,G1,AC_206,3,,,,,,,,,,,
267,8,17,L,G1,AC_206,4,,,,,,,,,,,
267,8,17,L,G1,AC_206,5,,,,,,,,,,,
267,8,17,R,G1,AC_110,1,,,,,,,,,,,
267,8,17,R,G1,AC_110,2,,,,,,,,,,,
267,8,17,R,G1,AC_110,3,,,,,,,,,,,
267,8,17,R,G1,AC_110,4,,,,,,,,,,,
267,8,17,R,G1,AC_110,5,,,,,,,,,,,
268,8,18,L,G2,AC_200,1,,,,,,,,,,,
268,8,18,L,G2,AC_200,2,,,,,,,,,,,
268,8,18,L,G2,AC_200,3,,,,,,,,,,,
268,8,18,L,G2,AC_200,4,,,,,,,,,,,
268,8,18,L,G2,AC_200,5,,,,,,,,,,,
268,8,18,R,G2,AC_123,1,,,,,,,,,,,
268,8,18,R,G2,AC_123,2,,,,,,,,,,,
268,8,18,R,G2,AC_123,3,,,,,,,,,,,
268,8,18,R,G2,AC_123,4,,,,,,,,,,,
268,8,18,R,G2,AC_123,5,,,,,,,,,,,
269,8,19,L,G1,AC_213,1,,,,,,,,,,,
269,8,19,L,G1,AC_213,2,,,,,,,,,,,
269,8,19,L,G1,AC_213,3,,,,,,,,,,,
269,8,19,L,G1,AC_213,4,,,,,,,,,,,
269,8,19,L,G1,AC_213,5,,,,,,,,,,,
269,8,19,R,G1,AC_062,1,,,,,,,,,,,
269,8,19,R,G1,AC_062,2,,,,,,,,,,,
269,8,19,R,G1,AC_062,3,,,,,,,,,,,
269,8,19,R,G1,AC_062,4,,,,,,,,,,,
269,8,19,R,G1,AC_062,5,,,,,,,,,,,
270,8,20,L,G1,AC_014,1,,,,,,,,,,,
270,8,20,L,G1,AC_014,2,,,,,,,,,,,
270,8,20,L,G1,AC_014,3,,,,,,,,,,,
270,8,20,L,G1,AC_014,4,,,,,,,,,,,
270,8,20,L,G1,AC_014,5,,,,,,,,,,,
270,8,20,R,G2,AC_058,1,,,,,,,,,,,
270,8,20,R,G2,AC_058,2,,,,,,,,,,,
270,8,20,R,G2,AC_058,3,,,,,,,,,,,
270,8,20,R,G2,AC_058,4,,,,,,,,,,,
270,8,20,R,G2,AC_058,5,,,,,,,,,,,
271,8,21,L,G2,AC_155,1,,,,,,,,,,,
271,8,21,L,G2,AC_155,2,,,,,,,,,,,
271,8,21,L,G2,AC_155,3,,,,,,,,,,,
271,8,21,L,G2,AC_155,4,,,,,,,,,,,
271,8,21,L,G2,AC_155,5,,,,,,,,,,,
271,8,21,R,G1,AC_115,1,,,,,,,,,,,
271,8,21,R,G1,AC_115,2,,,,,,,,,,,
271,8,21,R,G1,AC_115,3,,,,,,,,,,,
271,8,21,R,G1,AC_115,4,,,,,,,,,,,
271,8,21,R,G1,AC_115,5,,,,,,,,,,,
272,8,22,L,G2,AC_113,1,,,,,,,,,,,
272,8,22,L,G2,AC_113,2,,,,,,,,,,,
272,8,22,L,G2,AC_113,3,,,,,,,,,,,
272,8,22,L,G2,AC_113,4,,,,,,,,,,,
272,8,22,L,G2,AC_113,5,,,,,,,,,,,
272,8,22,R,G1,AC_189,1,,,,,,,,,,,
272,8,22,R,G1,AC_189,2,,,,,,,,,,,
272,8,22,R,G1,AC_189,3,,,,,,,,,,,
272,8,22,R,G1,AC_189,4,,,,,,,,,,,
272,8,22,R,G1,AC_189,5,,,,,,,,,,,
273,8,23,L,G1,AC_188,1,,,,,,,,,,,
273,8,23,L,G1,AC_188,2,,,,,,,,,,,
273,8,23,L,G1,AC_188,3,,,,,,,,,,,
273,8,23,L,G1,AC_188,4,,,,,,,,,,,
273,8,23,L,G1,AC_188,5,,,,,,,,,,,
273,8,23,R,G2,AC_052,1,,,,,,,,,,,
273,8,23,R,G2,AC_052,2,,,,,,,,,,,
273,8,23,R,G2,AC_052,3,,,,,,,,,,,
273,8,23,R,G2,AC_052,4,,,,,,,,,,,
273,8,23,R,G2,AC_052,5,,,,,,,,,,,
274,8,24,L,G2,AC_218,1,,,,,,,,,,,
274,8,24,L,G2,AC_218,2,,,,,,,,,,,
274,8,24,L,G2,AC_218,3,,,,,,,,,,,
274,8,24,L,G2,AC_218,4,,,,,,,,,,,
274,8,24,L,G2,AC_218,5,,,,,,,,,,,
274,8,24,R,G2,AC_104,1,,,,,,,,,,,
274,8,24,R,G2,AC_104,2,,,,,,,,,,,
274,8,24,R,G2,AC_104,3,,,,,,,,,,,
274,8,24,R,G2,AC_104,4,,,,,,,,,,,
274,8,24,R,G2,AC_104,5,,,,,,,,,,,
275,8,25,L,G2,AC_208,1,,,,,,,,,,,
275,8,25,L,G2,AC_208,2,,,,,,,,,,,
275,8,25,L,G2,AC_208,3,,,,,,,,,,,
275,8,25,L,G2,AC_208,4,,,,,,,,,,,
275,8,25,L,G2,AC_208,5,,,,,,,,,,,
275,8,25,R,G2,AC_097,1,,,,,,,,,,,
275,8,25,R,G2,AC_097,2,,,,,,,,,,,
275,8,25,R,G2,AC_097,3,,,,,,,,,,,
275,8,25,R,G2,AC_097,4,,,,,,,,,,,
275,8,25,R,G2,AC_097,5,,,,,,,,,,,
276,8,26,L,G2,AC_158,1,,,,,,,,,,,
276,8,26,L,G2,AC_158,2,,,,,,,,,,,
276,8,26,L,G2,AC_158,3,,,,,,,,,,,
276,8,26,L,G2,AC_158,4,,,,,,,,,,,
276,8,26,L,G2,AC_158,5,,,,,,,,,,,
276,8,26,R,G1,AC_143,1,,,,,,,,,,,
276,8,26,R,G1,AC_143,2,,,,,,,,,,,
276,8,26,R,G1,AC_143,3,,,,,,,,,,,
276,8,26,R,G1,AC_143,4,,,,,,,,,,,
276,8,26,R,G1,AC_143,5,,,,,,,,,,,
277,8,27,L,G2,AC_096,1,,,,,,,,,,,
277,8,27,L,G2,AC_096,2,,,,,,,,,,,
277,8,27,L,G2,AC_096,3,,,,,,,,,,,
277,8,27,L,G2,AC_096,4,,,,,,,,,,,
277,8,27,L,G2,AC_096,5,,,,,,,,,,,
277,8,27,R,G1,AC_083,1,,,,,,,,,,,
277,8,27,R,G1,AC_083,2,,,,,,,,,,,
277,8,27,R,G1,AC_083,3,,,,,,,,,,,
277,8,27,R,G1,AC_083,4,,,,,,,,,,,
277,8,27,R,G1,AC_083,5,,,,,,,,,,,
278,8,28,L,G2,AC_133,1,,,,,,,,,,,
278,8,28,L,G2,AC_133,2,,,,,,,,,,,
278,8,28,L,G2,AC_133,3,,,,,,,,,,,
278,8,28,L,G2,AC_133,4,,,,,,,,,,,
278,8,28,L,G2,AC_133,5,,,,,,,,,,,
278,8,28,R,G1,AC_142,1,,,,,,,,,,,
278,8,28,R,G1,AC_142,2,,,,,,,,,,,
278,8,28,R,G1,AC_142,3,,,,,,,,,,,
278,8,28,R,G1,AC_142,4,,,,,,,,,,,
278,8,28,R,G1,AC_142,5,,,,,,,,,,,
279,8,29,L,G2,AC_130,1,,,,,,,,,,,
279,8,29,L,G2,AC_130,2,,,,,,,,,,,
279,8,29,L,G2,AC_130,3,,,,,,,,,,,
279,8,29,L,G2,AC_130,4,,,,,,,,,,,
279,8,29,L,G2,AC_130,5,,,,,,,,,,,
279,8,29,R,G1,AC_092,1,,,,,,,,,,,
279,8,29,R,G1,AC_092,2,,,,,,,,,,,
279,8,29,R,G1,AC_092,3,,,,,,,,,,,
279,8,29,R,G1,AC_092,4,,,,,,,,,,,
279,8,29,R,G1,AC_092,5,,,,,,,,,,,
280,8,30,L,G1,AC_152,1,,,,,,,,,,,
280,8,30,L,G1,AC_152,2,,,,,,,,,,,
280,8,30,L,G1,AC_152,3,,,,,,,,,,,
280,8,30,L,G1,AC_152,4,,,,,,,,,,,
280,8,30,L,G1,AC_152,5,,,,,,,,,,,
280,8,30,R,G1,AC_014,1,,,,,,,,,,,
280,8,30,R,G1,AC_014,2,,,,,,,,,,,
280,8,30,R,G1,AC_014,3,,,,,,,,,,,
280,8,30,R,G1,AC_014,4,,,,,,,,,,,
280,8,30,R,G1,AC_014,5,,,,,,,,,,,
281,8,31,L,G1,AC_151,1,,,,,,,,,,,
281,8,31,L,G1,AC_151,2,,,,,,,,,,,
281,8,31,L,G1,AC_151,3,,,,,,,,,,,
281,8,31,L,G1,AC_151,4,,,,,,,,,,,
281,8,31,L,G1,AC_151,5,,,,,,,,,,,
281,8,31,R,G1,AC_195,1,,,,,,,,,,,
281,8,31,R,G1,AC_195,2,,,,,,,,,,,
281,8,31,R,G1,AC_195,3,,,,,,,,,,,
281,8,31,R,G1,AC_195,4,,,,,,,,,,,
281,8,31,R,G1,AC_195,5,,,,,,,,,,,
282,8,32,L,G2,AC_120,1,,,,,,,,,,,
282,8,32,L,G2,AC_120,2,,,,,,,,,,,
282,8,32,L,G2,AC_120,3,,,,,,,,,,,
282,8,32,L,G2,AC_120,4,,,,,,,,,,,
282,8,32,L,G2,AC_120,5,,,,,,,,,,,
282,8,32,R,G2,AC_014,1,,,,,,,,,,,
282,8,32,R,G2,AC_014,2,,,,,,,,,,,
282,8,32,R,G2,AC_014,3,,,,,,,,,,,
282,8,32,R,G2,AC_014,4,,,,,,,,,,,
282,8,32,R,G2,AC_014,5,,,,,,,,,,,
283,8,33,L,G1,AC_015,1,,,,,,,,,,,
283,8,33,L,G1,AC_015,2,,,,,,,,,,,
283,8,33,L,G1,AC_015,3,,,,,,,,,,,
283,8,33,L,G1,AC_015,4,,,,,,,,,,,
283,8,33,L,G1,AC_015,5,,,,,,,,,,,
283,8,33,R,G2,AC_151,1,,,,,,,,,,,
283,8,33,R,G2,AC_151,2,,,,,,,,,,,
283,8,33,R,G2,AC_151,3,,,,,,,,,,,
283,8,33,R,G2,AC_151,4,,,,,,,,,,,
283,8,33,R,G2,AC_151,5,,,,,,,,,,,
284,8,34,L,G2,AC_119,1,,,,,,,,,,,
284,8,34,L,G2,AC_119,2,,,,,,,,,,,
284,8,34,L,G2,AC_119,3,,,,,,,,,,,
284,8,34,L,G2,AC_119,4,,,,,,,,,,,
284,8,34,L,G2,AC_119,5,,,,,,,,,,,
284,8,34,R,G2,AC_088,1,,,,,,,,,,,
284,8,34,R,G2,AC_088,2,,,,,,,,,,,
284,8,34,R,G2,AC_088,3,,,,,,,,,,,
284,8,34,R,G2,AC_088,4,,,,,,,,,,,
284,8,34,R,G2,AC_088,5,,,,,,,,,,,
285,8,35,L,G1,AC_064,1,,,,,,,,,,,
285,8,35,L,G1,AC_064,2,,,,,,,,,,,
285,8,35,L,G1,AC_064,3,,,,,,,,,,,
285,8,35,L,G1,AC_064,4,,,,,,,,,,,
285,8,35,L,G1,AC_064,5,,,,,,,,,,,
285,8,35,R,G1,AC_182,1,,,,,,,,,,,
285,8,35,R,G1,AC_182,2,,,,,,,,,,,
285,8,35,R,G1,AC_182,3,,,,,,,,,,,
285,8,35,R,G1,AC_182,4,,,,,,,,,,,
285,8,35,R,G1,AC_182,5,,,,,,,,,,,
286,8,36,L,G1,AC_111,1,,,,,,,,,,,
286,8,36,L,G1,AC_111,2,,,,,,,,,,,
286,8,36,L,G1,AC_111,3,,,,,,,,,,,
286,8,36,L,G1,AC_111,4,,,,,,,,,,,
286,8,36,L,G1,AC_111,5,,,,,,,,,,,
286,8,36,R,G1,AC_200,1,,,,,,,,,,,
286,8,36,R,G1,AC_200,2,,,,,,,,,,,
286,8,36,R,G1,AC_200,3,,,,,,,,,,,
286,8,36,R,G1,AC_200,4,,,,,,,,,,,
286,8,36,R,G1,AC_200,5,,,,,,,,,,,
287,9,1,L,G2,AC_182,1,,,,,,,,,,,
287,9,1,L,G2,AC_182,2,,,,,,,,,,,
287,9,1,L,G2,AC_182,3,,,,,,,,,,,
287,9,1,L,G2,AC_182,4,,,,,,,,,,,
287,9,1,L,G2,AC_182,5,,,,,,,,,,,
287,9,1,R,G2,AC_099,1,,,,,,,,,,,
287,9,1,R,G2,AC_099,2,,,,,,,,,,,
287,9,1,R,G2,AC_099,3,,,,,,,,,,,
287,9,1,R,G2,AC_099,4,,,,,,,,,,,
287,9,1,R,G2,AC_099,5,,,,,,,,,,,
