Sequence,Transect,Segment,position,Gen,Recipient,Plant_ID,Fit_plant,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,LeafD,FLR_P,Notes
144,5,1,R,G1,AC_153,1,,,,,,,,,,,
144,5,1,R,G1,AC_153,2,,,,,,,,,,,
144,5,1,R,G1,AC_153,3,,,,,,,,,,,
144,5,1,R,G1,AC_153,4,,,,,,,,,,,
144,5,1,R,G1,AC_153,5,,,,,,,,,,,
145,5,2,L,G1,AC_200,1,,,,,,,,,,,
145,5,2,L,G1,AC_200,2,,,,,,,,,,,
145,5,2,L,G1,AC_200,3,,,,,,,,,,,
145,5,2,L,G1,AC_200,4,,,,,,,,,,,
145,5,2,L,G1,AC_200,5,,,,,,,,,,,
145,5,2,R,G1,AC_171,1,,,,,,,,,,,
145,5,2,R,G1,AC_171,2,,,,,,,,,,,
145,5,2,R,G1,AC_171,3,,,,,,,,,,,
145,5,2,R,G1,AC_171,4,,,,,,,,,,,
145,5,2,R,G1,AC_171,5,,,,,,,,,,,
146,5,3,L,G2,AC_128,1,,,,,,,,,,,
146,5,3,L,G2,AC_128,2,,,,,,,,,,,
146,5,3,L,G2,AC_128,3,,,,,,,,,,,
146,5,3,L,G2,AC_128,4,,,,,,,,,,,
146,5,3,L,G2,AC_128,5,,,,,,,,,,,
146,5,3,R,G2,AC_046,1,,,,,,,,,,,
146,5,3,R,G2,AC_046,2,,,,,,,,,,,
146,5,3,R,G2,AC_046,3,,,,,,,,,,,
146,5,3,R,G2,AC_046,4,,,,,,,,,,,
146,5,3,R,G2,AC_046,5,,,,,,,,,,,
147,5,4,L,G1,AC_058,1,,,,,,,,,,,
147,5,4,L,G1,AC_058,2,,,,,,,,,,,
147,5,4,L,G1,AC_058,3,,,,,,,,,,,
147,5,4,L,G1,AC_058,4,,,,,,,,,,,
147,5,4,L,G1,AC_058,5,,,,,,,,,,,
147,5,4,R,G1,AC_195,1,,,,,,,,,,,
147,5,4,R,G1,AC_195,2,,,,,,,,,,,
147,5,4,R,G1,AC_195,3,,,,,,,,,,,
147,5,4,R,G1,AC_195,4,,,,,,,,,,,
147,5,4,R,G1,AC_195,5,,,,,,,,,,,
148,5,5,L,G2,AC_208,1,,,,,,,,,,,
148,5,5,L,G2,AC_208,2,,,,,,,,,,,
148,5,5,L,G2,AC_208,3,,,,,,,,,,,
148,5,5,L,G2,AC_208,4,,,,,,,,,,,
148,5,5,L,G2,AC_208,5,,,,,,,,,,,
148,5,5,R,G2,AC_178,1,,,,,,,,,,,
148,5,5,R,G2,AC_178,2,,,,,,,,,,,
148,5,5,R,G2,AC_178,3,,,,,,,,,,,
148,5,5,R,G2,AC_178,4,,,,,,,,,,,
148,5,5,R,G2,AC_178,5,,,,,,,,,,,
149,5,6,L,G1,AC_192,1,,,,,,,,,,,
149,5,6,L,G1,AC_192,2,,,,,,,,,,,
149,5,6,L,G1,AC_192,3,,,,,,,,,,,
149,5,6,L,G1,AC_192,4,,,,,,,,,,,
149,5,6,L,G1,AC_192,5,,,,,,,,,,,
149,5,6,R,G2,AC_010,1,,,,,,,,,,,
149,5,6,R,G2,AC_010,2,,,,,,,,,,,
149,5,6,R,G2,AC_010,3,,,,,,,,,,,
149,5,6,R,G2,AC_010,4,,,,,,,,,,,
149,5,6,R,G2,AC_010,5,,,,,,,,,,,
150,5,7,L,G1,AC_068,1,,,,,,,,,,,
150,5,7,L,G1,AC_068,2,,,,,,,,,,,
150,5,7,L,G1,AC_068,3,,,,,,,,,,,
150,5,7,L,G1,AC_068,4,,,,,,,,,,,
150,5,7,L,G1,AC_068,5,,,,,,,,,,,
150,5,7,R,G2,AC_188,1,,,,,,,,,,,
150,5,7,R,G2,AC_188,2,,,,,,,,,,,
150,5,7,R,G2,AC_188,3,,,,,,,,,,,
150,5,7,R,G2,AC_188,4,,,,,,,,,,,
150,5,7,R,G2,AC_188,5,,,,,,,,,,,
151,5,8,L,G1,AC_206,1,,,,,,,,,,,
151,5,8,L,G1,AC_206,2,,,,,,,,,,,
151,5,8,L,G1,AC_206,3,,,,,,,,,,,
151,5,8,L,G1,AC_206,4,,,,,,,,,,,
151,5,8,L,G1,AC_206,5,,,,,,,,,,,
151,5,8,R,G2,AC_032,1,,,,,,,,,,,
151,5,8,R,G2,AC_032,2,,,,,,,,,,,
151,5,8,R,G2,AC_032,3,,,,,,,,,,,
151,5,8,R,G2,AC_032,4,,,,,,,,,,,
151,5,8,R,G2,AC_032,5,,,,,,,,,,,
152,5,9,L,G2,AC_111,1,,,,,,,,,,,
152,5,9,L,G2,AC_111,2,,,,,,,,,,,
152,5,9,L,G2,AC_111,3,,,,,,,,,,,
152,5,9,L,G2,AC_111,4,,,,,,,,,,,
152,5,9,L,G2,AC_111,5,,,,,,,,,,,
152,5,9,R,G1,AC_056,1,,,,,,,,,,,
152,5,9,R,G1,AC_056,2,,,,,,,,,,,
152,5,9,R,G1,AC_056,3,,,,,,,,,,,
152,5,9,R,G1,AC_056,4,,,,,,,,,,,
152,5,9,R,G1,AC_056,5,,,,,,,,,,,
153,5,10,L,G1,AC_217,1,,,,,,,,,,,
153,5,10,L,G1,AC_217,2,,,,,,,,,,,
153,5,10,L,G1,AC_217,3,,,,,,,,,,,
153,5,10,L,G1,AC_217,4,,,,,,,,,,,
153,5,10,L,G1,AC_217,5,,,,,,,,,,,
153,5,10,R,G1,AC_064,1,,,,,,,,,,,
153,5,10,R,G1,AC_064,2,,,,,,,,,,,
153,5,10,R,G1,AC_064,3,,,,,,,,,,,
153,5,10,R,G1,AC_064,4,,,,,,,,,,,
153,5,10,R,G1,AC_064,5,,,,,,,,,,,
154,5,11,L,G2,AC_064,1,,,,,,,,,,,
154,5,11,L,G2,AC_064,2,,,,,,,,,,,
154,5,11,L,G2,AC_064,3,,,,,,,,,,,
154,5,11,L,G2,AC_064,4,,,,,,,,,,,
154,5,11,L,G2,AC_064,5,,,,,,,,,,,
154,5,11,R,G1,AC_070,1,,,,,,,,,,,
154,5,11,R,G1,AC_070,2,,,,,,,,,,,
154,5,11,R,G1,AC_070,3,,,,,,,,,,,
154,5,11,R,G1,AC_070,4,,,,,,,,,,,
154,5,11,R,G1,AC_070,5,,,,,,,,,,,
155,5,12,L,G2,AC_055,1,,,,,,,,,,,
155,5,12,L,G2,AC_055,2,,,,,,,,,,,
155,5,12,L,G2,AC_055,3,,,,,,,,,,,
155,5,12,L,G2,AC_055,4,,,,,,,,,,,
155,5,12,L,G2,AC_055,5,,,,,,,,,,,
155,5,12,R,G1,AC_142,1,,,,,,,,,,,
155,5,12,R,G1,AC_142,2,,,,,,,,,,,
155,5,12,R,G1,AC_142,3,,,,,,,,,,,
155,5,12,R,G1,AC_142,4,,,,,,,,,,,
155,5,12,R,G1,AC_142,5,,,,,,,,,,,
156,5,13,L,G2,AC_153,1,,,,,,,,,,,
156,5,13,L,G2,AC_153,2,,,,,,,,,,,
156,5,13,L,G2,AC_153,3,,,,,,,,,,,
156,5,13,L,G2,AC_153,4,,,,,,,,,,,
156,5,13,L,G2,AC_153,5,,,,,,,,,,,
156,5,13,R,G1,AC_051,1,,,,,,,,,,,
156,5,13,R,G1,AC_051,2,,,,,,,,,,,
156,5,13,R,G1,AC_051,3,,,,,,,,,,,
156,5,13,R,G1,AC_051,4,,,,,,,,,,,
156,5,13,R,G1,AC_051,5,,,,,,,,,,,
157,5,14,L,G2,AC_128,1,,,,,,,,,,,
157,5,14,L,G2,AC_128,2,,,,,,,,,,,
157,5,14,L,G2,AC_128,3,,,,,,,,,,,
157,5,14,L,G2,AC_128,4,,,,,,,,,,,
157,5,14,L,G2,AC_128,5,,,,,,,,,,,
157,5,14,R,G1,AC_040,1,,,,,,,,,,,
157,5,14,R,G1,AC_040,2,,,,,,,,,,,
157,5,14,R,G1,AC_040,3,,,,,,,,,,,
157,5,14,R,G1,AC_040,4,,,,,,,,,,,
157,5,14,R,G1,AC_040,5,,,,,,,,,,,
158,5,15,L,G1,AC_104,1,,,,,,,,,,,
158,5,15,L,G1,AC_104,2,,,,,,,,,,,
158,5,15,L,G1,AC_104,3,,,,,,,,,,,
158,5,15,L,G1,AC_104,4,,,,,,,,,,,
158,5,15,L,G1,AC_104,5,,,,,,,,,,,
158,5,15,R,G1,AC_005,1,,,,,,,,,,,
158,5,15,R,G1,AC_005,2,,,,,,,,,,,
158,5,15,R,G1,AC_005,3,,,,,,,,,,,
158,5,15,R,G1,AC_005,4,,,,,,,,,,,
158,5,15,R,G1,AC_005,5,,,,,,,,,,,
159,5,16,L,G1,AC_030,1,,,,,,,,,,,
159,5,16,L,G1,AC_030,2,,,,,,,,,,,
159,5,16,L,G1,AC_030,3,,,,,,,,,,,
159,5,16,L,G1,AC_030,4,,,,,,,,,,,
159,5,16,L,G1,AC_030,5,,,,,,,,,,,
159,5,16,R,G2,AC_048,1,,,,,,,,,,,
159,5,16,R,G2,AC_048,2,,,,,,,,,,,
159,5,16,R,G2,AC_048,3,,,,,,,,,,,
159,5,16,R,G2,AC_048,4,,,,,,,,,,,
159,5,16,R,G2,AC_048,5,,,,,,,,,,,
160,5,17,L,G1,AC_144,1,,,,,,,,,,,
160,5,17,L,G1,AC_144,2,,,,,,,,,,,
160,5,17,L,G1,AC_144,3,,,,,,,,,,,
160,5,17,L,G1,AC_144,4,,,,,,,,,,,
160,5,17,L,G1,AC_144,5,,,,,,,,,,,
160,5,17,R,G1,AC_213,1,,,,,,,,,,,Only 4 seeds planted
160,5,17,R,G1,AC_213,2,,,,,,,,,,,Only 4 seeds planted
160,5,17,R,G1,AC_213,3,,,,,,,,,,,Only 4 seeds planted
160,5,17,R,G1,AC_213,4,,,,,,,,,,,Only 4 seeds planted
160,5,17,R,G1,AC_213,5,,,,,,,,,,,Only 4 seeds planted
161,5,18,L,G1,AC_115,1,,,,,,,,,,,
161,5,18,L,G1,AC_115,2,,,,,,,,,,,
161,5,18,L,G1,AC_115,3,,,,,,,,,,,
161,5,18,L,G1,AC_115,4,,,,,,,,,,,
161,5,18,L,G1,AC_115,5,,,,,,,,,,,
161,5,18,R,G2,AC_090,1,,,,,,,,,,,
161,5,18,R,G2,AC_090,2,,,,,,,,,,,
161,5,18,R,G2,AC_090,3,,,,,,,,,,,
161,5,18,R,G2,AC_090,4,,,,,,,,,,,
161,5,18,R,G2,AC_090,5,,,,,,,,,,,
162,5,19,L,G2,AC_109,1,,,,,,,,,,,
162,5,19,L,G2,AC_109,2,,,,,,,,,,,
162,5,19,L,G2,AC_109,3,,,,,,,,,,,
162,5,19,L,G2,AC_109,4,,,,,,,,,,,
162,5,19,L,G2,AC_109,5,,,,,,,,,,,
162,5,19,R,G1,AC_090,1,,,,,,,,,,,
162,5,19,R,G1,AC_090,2,,,,,,,,,,,
162,5,19,R,G1,AC_090,3,,,,,,,,,,,
162,5,19,R,G1,AC_090,4,,,,,,,,,,,
162,5,19,R,G1,AC_090,5,,,,,,,,,,,
163,5,20,L,G2,AC_192,1,,,,,,,,,,,
163,5,20,L,G2,AC_192,2,,,,,,,,,,,
163,5,20,L,G2,AC_192,3,,,,,,,,,,,
163,5,20,L,G2,AC_192,4,,,,,,,,,,,
163,5,20,L,G2,AC_192,5,,,,,,,,,,,
163,5,20,R,G2,AC_205,1,,,,,,,,,,,
163,5,20,R,G2,AC_205,2,,,,,,,,,,,
163,5,20,R,G2,AC_205,3,,,,,,,,,,,
163,5,20,R,G2,AC_205,4,,,,,,,,,,,
163,5,20,R,G2,AC_205,5,,,,,,,,,,,
164,5,21,L,G1,AC_097,1,,,,,,,,,,,
164,5,21,L,G1,AC_097,2,,,,,,,,,,,
164,5,21,L,G1,AC_097,3,,,,,,,,,,,
164,5,21,L,G1,AC_097,4,,,,,,,,,,,
164,5,21,L,G1,AC_097,5,,,,,,,,,,,
164,5,21,R,G2,AC_182,1,,,,,,,,,,,
164,5,21,R,G2,AC_182,2,,,,,,,,,,,
164,5,21,R,G2,AC_182,3,,,,,,,,,,,
164,5,21,R,G2,AC_182,4,,,,,,,,,,,
164,5,21,R,G2,AC_182,5,,,,,,,,,,,
165,5,22,L,G1,AC_160,1,,,,,,,,,,,
165,5,22,L,G1,AC_160,2,,,,,,,,,,,
165,5,22,L,G1,AC_160,3,,,,,,,,,,,
165,5,22,L,G1,AC_160,4,,,,,,,,,,,
165,5,22,L,G1,AC_160,5,,,,,,,,,,,
165,5,22,R,G2,AC_204,1,,,,,,,,,,,
165,5,22,R,G2,AC_204,2,,,,,,,,,,,
165,5,22,R,G2,AC_204,3,,,,,,,,,,,
165,5,22,R,G2,AC_204,4,,,,,,,,,,,
165,5,22,R,G2,AC_204,5,,,,,,,,,,,
166,5,23,L,G1,AC_155,1,,,,,,,,,,,
166,5,23,L,G1,AC_155,2,,,,,,,,,,,
166,5,23,L,G1,AC_155,3,,,,,,,,,,,
166,5,23,L,G1,AC_155,4,,,,,,,,,,,
166,5,23,L,G1,AC_155,5,,,,,,,,,,,
166,5,23,R,G2,AC_056,1,,,,,,,,,,,
166,5,23,R,G2,AC_056,2,,,,,,,,,,,
166,5,23,R,G2,AC_056,3,,,,,,,,,,,
166,5,23,R,G2,AC_056,4,,,,,,,,,,,
166,5,23,R,G2,AC_056,5,,,,,,,,,,,
167,5,24,L,G2,AC_192,1,,,,,,,,,,,
167,5,24,L,G2,AC_192,2,,,,,,,,,,,
167,5,24,L,G2,AC_192,3,,,,,,,,,,,
167,5,24,L,G2,AC_192,4,,,,,,,,,,,
167,5,24,L,G2,AC_192,5,,,,,,,,,,,
167,5,24,R,G1,AC_046,1,,,,,,,,,,,
167,5,24,R,G1,AC_046,2,,,,,,,,,,,
167,5,24,R,G1,AC_046,3,,,,,,,,,,,
167,5,24,R,G1,AC_046,4,,,,,,,,,,,
167,5,24,R,G1,AC_046,5,,,,,,,,,,,
168,5,25,L,G2,AC_181,1,,,,,,,,,,,
168,5,25,L,G2,AC_181,2,,,,,,,,,,,
168,5,25,L,G2,AC_181,3,,,,,,,,,,,
168,5,25,L,G2,AC_181,4,,,,,,,,,,,
168,5,25,L,G2,AC_181,5,,,,,,,,,,,
168,5,25,R,G2,AC_123,1,,,,,,,,,,,
168,5,25,R,G2,AC_123,2,,,,,,,,,,,
168,5,25,R,G2,AC_123,3,,,,,,,,,,,
168,5,25,R,G2,AC_123,4,,,,,,,,,,,
168,5,25,R,G2,AC_123,5,,,,,,,,,,,
169,5,26,L,G2,AC_215,1,,,,,,,,,,,
169,5,26,L,G2,AC_215,2,,,,,,,,,,,
169,5,26,L,G2,AC_215,3,,,,,,,,,,,
169,5,26,L,G2,AC_215,4,,,,,,,,,,,
169,5,26,L,G2,AC_215,5,,,,,,,,,,,
169,5,26,R,G1,AC_095,1,,,,,,,,,,,
169,5,26,R,G1,AC_095,2,,,,,,,,,,,
169,5,26,R,G1,AC_095,3,,,,,,,,,,,
169,5,26,R,G1,AC_095,4,,,,,,,,,,,
169,5,26,R,G1,AC_095,5,,,,,,,,,,,
170,5,27,L,G2,AC_142,1,,,,,,,,,,,
170,5,27,L,G2,AC_142,2,,,,,,,,,,,
170,5,27,L,G2,AC_142,3,,,,,,,,,,,
170,5,27,L,G2,AC_142,4,,,,,,,,,,,
170,5,27,L,G2,AC_142,5,,,,,,,,,,,
170,5,27,R,G2,AC_206,1,,,,,,,,,,,
170,5,27,R,G2,AC_206,2,,,,,,,,,,,
170,5,27,R,G2,AC_206,3,,,,,,,,,,,
170,5,27,R,G2,AC_206,4,,,,,,,,,,,
170,5,27,R,G2,AC_206,5,,,,,,,,,,,
171,5,28,L,G2,AC_120,1,,,,,,,,,,,
171,5,28,L,G2,AC_120,2,,,,,,,,,,,
171,5,28,L,G2,AC_120,3,,,,,,,,,,,
171,5,28,L,G2,AC_120,4,,,,,,,,,,,
171,5,28,L,G2,AC_120,5,,,,,,,,,,,
171,5,28,R,G2,AC_171,1,,,,,,,,,,,
171,5,28,R,G2,AC_171,2,,,,,,,,,,,
171,5,28,R,G2,AC_171,3,,,,,,,,,,,
171,5,28,R,G2,AC_171,4,,,,,,,,,,,
171,5,28,R,G2,AC_171,5,,,,,,,,,,,
172,5,29,L,G1,AC_185,1,,,,,,,,,,,
172,5,29,L,G1,AC_185,2,,,,,,,,,,,
172,5,29,L,G1,AC_185,3,,,,,,,,,,,
172,5,29,L,G1,AC_185,4,,,,,,,,,,,
172,5,29,L,G1,AC_185,5,,,,,,,,,,,
172,5,29,R,G1,AC_147,1,,,,,,,,,,,
172,5,29,R,G1,AC_147,2,,,,,,,,,,,
172,5,29,R,G1,AC_147,3,,,,,,,,,,,
172,5,29,R,G1,AC_147,4,,,,,,,,,,,
172,5,29,R,G1,AC_147,5,,,,,,,,,,,
173,5,30,L,G1,AC_130,1,,,,,,,,,,,
173,5,30,L,G1,AC_130,2,,,,,,,,,,,
173,5,30,L,G1,AC_130,3,,,,,,,,,,,
173,5,30,L,G1,AC_130,4,,,,,,,,,,,
173,5,30,L,G1,AC_130,5,,,,,,,,,,,
173,5,30,R,G1,AC_058,1,,,,,,,,,,,
173,5,30,R,G1,AC_058,2,,,,,,,,,,,
173,5,30,R,G1,AC_058,3,,,,,,,,,,,
173,5,30,R,G1,AC_058,4,,,,,,,,,,,
173,5,30,R,G1,AC_058,5,,,,,,,,,,,
174,5,31,L,G1,AC_159,1,,,,,,,,,,,
174,5,31,L,G1,AC_159,2,,,,,,,,,,,
174,5,31,L,G1,AC_159,3,,,,,,,,,,,
174,5,31,L,G1,AC_159,4,,,,,,,,,,,
174,5,31,L,G1,AC_159,5,,,,,,,,,,,
174,5,31,R,G2,AC_158,1,,,,,,,,,,,
174,5,31,R,G2,AC_158,2,,,,,,,,,,,
174,5,31,R,G2,AC_158,3,,,,,,,,,,,
174,5,31,R,G2,AC_158,4,,,,,,,,,,,
174,5,31,R,G2,AC_158,5,,,,,,,,,,,
175,5,32,L,G1,AC_011,1,,,,,,,,,,,
175,5,32,L,G1,AC_011,2,,,,,,,,,,,
175,5,32,L,G1,AC_011,3,,,,,,,,,,,
175,5,32,L,G1,AC_011,4,,,,,,,,,,,
175,5,32,L,G1,AC_011,5,,,,,,,,,,,
175,5,32,R,G1,AC_168,1,,,,,,,,,,,
175,5,32,R,G1,AC_168,2,,,,,,,,,,,
175,5,32,R,G1,AC_168,3,,,,,,,,,,,
175,5,32,R,G1,AC_168,4,,,,,,,,,,,
175,5,32,R,G1,AC_168,5,,,,,,,,,,,
176,5,33,L,G1,AC_114,1,,,,,,,,,,,
176,5,33,L,G1,AC_114,2,,,,,,,,,,,
176,5,33,L,G1,AC_114,3,,,,,,,,,,,
176,5,33,L,G1,AC_114,4,,,,,,,,,,,
176,5,33,L,G1,AC_114,5,,,,,,,,,,,
176,5,33,R,G1,AC_100,1,,,,,,,,,,,
176,5,33,R,G1,AC_100,2,,,,,,,,,,,
176,5,33,R,G1,AC_100,3,,,,,,,,,,,
176,5,33,R,G1,AC_100,4,,,,,,,,,,,
176,5,33,R,G1,AC_100,5,,,,,,,,,,,
177,5,34,L,G1,AC_153,1,,,,,,,,,,,
177,5,34,L,G1,AC_153,2,,,,,,,,,,,
177,5,34,L,G1,AC_153,3,,,,,,,,,,,
177,5,34,L,G1,AC_153,4,,,,,,,,,,,
177,5,34,L,G1,AC_153,5,,,,,,,,,,,
177,5,34,R,G2,AC_081,1,,,,,,,,,,,
177,5,34,R,G2,AC_081,2,,,,,,,,,,,
177,5,34,R,G2,AC_081,3,,,,,,,,,,,
177,5,34,R,G2,AC_081,4,,,,,,,,,,,
177,5,34,R,G2,AC_081,5,,,,,,,,,,,
178,5,35,L,G2,AC_216,1,,,,,,,,,,,
178,5,35,L,G2,AC_216,2,,,,,,,,,,,
178,5,35,L,G2,AC_216,3,,,,,,,,,,,
178,5,35,L,G2,AC_216,4,,,,,,,,,,,
178,5,35,L,G2,AC_216,5,,,,,,,,,,,
178,5,35,R,G2,AC_168,1,,,,,,,,,,,
178,5,35,R,G2,AC_168,2,,,,,,,,,,,
178,5,35,R,G2,AC_168,3,,,,,,,,,,,
178,5,35,R,G2,AC_168,4,,,,,,,,,,,
178,5,35,R,G2,AC_168,5,,,,,,,,,,,
179,5,36,L,G1,AC_205,1,,,,,,,,,,,
179,5,36,L,G1,AC_205,2,,,,,,,,,,,
179,5,36,L,G1,AC_205,3,,,,,,,,,,,
179,5,36,L,G1,AC_205,4,,,,,,,,,,,
179,5,36,L,G1,AC_205,5,,,,,,,,,,,
179,5,36,R,G1,AC_034,1,,,,,,,,,,,
179,5,36,R,G1,AC_034,2,,,,,,,,,,,
179,5,36,R,G1,AC_034,3,,,,,,,,,,,
179,5,36,R,G1,AC_034,4,,,,,,,,,,,
179,5,36,R,G1,AC_034,5,,,,,,,,,,,
180,6,1,L,G1,AC_083,1,,,,,,,,,,,
180,6,1,L,G1,AC_083,2,,,,,,,,,,,
180,6,1,L,G1,AC_083,3,,,,,,,,,,,
180,6,1,L,G1,AC_083,4,,,,,,,,,,,
180,6,1,L,G1,AC_083,5,,,,,,,,,,,
180,6,1,R,G2,AC_016,1,,,,,,,,,,,
180,6,1,R,G2,AC_016,2,,,,,,,,,,,
180,6,1,R,G2,AC_016,3,,,,,,,,,,,
180,6,1,R,G2,AC_016,4,,,,,,,,,,,
180,6,1,R,G2,AC_016,5,,,,,,,,,,,
181,6,2,L,G1,AC_115,1,,,,,,,,,,,
181,6,2,L,G1,AC_115,2,,,,,,,,,,,
181,6,2,L,G1,AC_115,3,,,,,,,,,,,
181,6,2,L,G1,AC_115,4,,,,,,,,,,,
181,6,2,L,G1,AC_115,5,,,,,,,,,,,
181,6,2,R,G2,AC_160,1,,,,,,,,,,,
181,6,2,R,G2,AC_160,2,,,,,,,,,,,
181,6,2,R,G2,AC_160,3,,,,,,,,,,,
181,6,2,R,G2,AC_160,4,,,,,,,,,,,
181,6,2,R,G2,AC_160,5,,,,,,,,,,,
182,6,3,L,G1,AC_094,1,,,,,,,,,,,
182,6,3,L,G1,AC_094,2,,,,,,,,,,,
182,6,3,L,G1,AC_094,3,,,,,,,,,,,
182,6,3,L,G1,AC_094,4,,,,,,,,,,,
182,6,3,L,G1,AC_094,5,,,,,,,,,,,
182,6,3,R,G1,AC_120,1,,,,,,,,,,,
182,6,3,R,G1,AC_120,2,,,,,,,,,,,
182,6,3,R,G1,AC_120,3,,,,,,,,,,,
182,6,3,R,G1,AC_120,4,,,,,,,,,,,
182,6,3,R,G1,AC_120,5,,,,,,,,,,,
183,6,4,L,G1,AC_099,1,,,,,,,,,,,
183,6,4,L,G1,AC_099,2,,,,,,,,,,,
183,6,4,L,G1,AC_099,3,,,,,,,,,,,
183,6,4,L,G1,AC_099,4,,,,,,,,,,,
183,6,4,L,G1,AC_099,5,,,,,,,,,,,
183,6,4,R,G1,AC_131,1,,,,,,,,,,,
183,6,4,R,G1,AC_131,2,,,,,,,,,,,
183,6,4,R,G1,AC_131,3,,,,,,,,,,,
183,6,4,R,G1,AC_131,4,,,,,,,,,,,
183,6,4,R,G1,AC_131,5,,,,,,,,,,,
184,6,5,L,G2,AC_110,1,,,,,,,,,,,
184,6,5,L,G2,AC_110,2,,,,,,,,,,,
184,6,5,L,G2,AC_110,3,,,,,,,,,,,
184,6,5,L,G2,AC_110,4,,,,,,,,,,,
184,6,5,L,G2,AC_110,5,,,,,,,,,,,
184,6,5,R,G1,AC_054,1,,,,,,,,,,,
184,6,5,R,G1,AC_054,2,,,,,,,,,,,
184,6,5,R,G1,AC_054,3,,,,,,,,,,,
184,6,5,R,G1,AC_054,4,,,,,,,,,,,
184,6,5,R,G1,AC_054,5,,,,,,,,,,,
185,6,6,L,G1,AC_104,1,,,,,,,,,,,
185,6,6,L,G1,AC_104,2,,,,,,,,,,,
185,6,6,L,G1,AC_104,3,,,,,,,,,,,
185,6,6,L,G1,AC_104,4,,,,,,,,,,,
185,6,6,L,G1,AC_104,5,,,,,,,,,,,
185,6,6,R,G1,AC_171,1,,,,,,,,,,,
185,6,6,R,G1,AC_171,2,,,,,,,,,,,
185,6,6,R,G1,AC_171,3,,,,,,,,,,,
185,6,6,R,G1,AC_171,4,,,,,,,,,,,
185,6,6,R,G1,AC_171,5,,,,,,,,,,,
186,6,7,L,G1,AC_185,1,,,,,,,,,,,
186,6,7,L,G1,AC_185,2,,,,,,,,,,,
186,6,7,L,G1,AC_185,3,,,,,,,,,,,
186,6,7,L,G1,AC_185,4,,,,,,,,,,,
186,6,7,L,G1,AC_185,5,,,,,,,,,,,
186,6,7,R,G1,AC_089,1,,,,,,,,,,,
186,6,7,R,G1,AC_089,2,,,,,,,,,,,
186,6,7,R,G1,AC_089,3,,,,,,,,,,,
186,6,7,R,G1,AC_089,4,,,,,,,,,,,
186,6,7,R,G1,AC_089,5,,,,,,,,,,,
187,6,8,L,G1,AC_187,1,,,,,,,,,,,
187,6,8,L,G1,AC_187,2,,,,,,,,,,,
187,6,8,L,G1,AC_187,3,,,,,,,,,,,
187,6,8,L,G1,AC_187,4,,,,,,,,,,,
187,6,8,L,G1,AC_187,5,,,,,,,,,,,
187,6,8,R,G2,AC_195,1,,,,,,,,,,,
187,6,8,R,G2,AC_195,2,,,,,,,,,,,
187,6,8,R,G2,AC_195,3,,,,,,,,,,,
187,6,8,R,G2,AC_195,4,,,,,,,,,,,
187,6,8,R,G2,AC_195,5,,,,,,,,,,,
188,6,9,L,G2,AC_136,1,,,,,,,,,,,
188,6,9,L,G2,AC_136,2,,,,,,,,,,,
188,6,9,L,G2,AC_136,3,,,,,,,,,,,
188,6,9,L,G2,AC_136,4,,,,,,,,,,,
188,6,9,L,G2,AC_136,5,,,,,,,,,,,
188,6,9,R,G1,AC_191,1,,,,,,,,,,,
188,6,9,R,G1,AC_191,2,,,,,,,,,,,
188,6,9,R,G1,AC_191,3,,,,,,,,,,,
188,6,9,R,G1,AC_191,4,,,,,,,,,,,
188,6,9,R,G1,AC_191,5,,,,,,,,,,,
189,6,10,L,G2,AC_187,1,,,,,,,,,,,
189,6,10,L,G2,AC_187,2,,,,,,,,,,,
189,6,10,L,G2,AC_187,3,,,,,,,,,,,
189,6,10,L,G2,AC_187,4,,,,,,,,,,,
189,6,10,L,G2,AC_187,5,,,,,,,,,,,
189,6,10,R,G1,AC_016,1,,,,,,,,,,,
189,6,10,R,G1,AC_016,2,,,,,,,,,,,
189,6,10,R,G1,AC_016,3,,,,,,,,,,,
189,6,10,R,G1,AC_016,4,,,,,,,,,,,
189,6,10,R,G1,AC_016,5,,,,,,,,,,,
190,6,11,L,G1,AC_111,1,,,,,,,,,,,
190,6,11,L,G1,AC_111,2,,,,,,,,,,,
190,6,11,L,G1,AC_111,3,,,,,,,,,,,
190,6,11,L,G1,AC_111,4,,,,,,,,,,,
190,6,11,L,G1,AC_111,5,,,,,,,,,,,
190,6,11,R,G1,AC_095,1,,,,,,,,,,,
190,6,11,R,G1,AC_095,2,,,,,,,,,,,
190,6,11,R,G1,AC_095,3,,,,,,,,,,,
190,6,11,R,G1,AC_095,4,,,,,,,,,,,
190,6,11,R,G1,AC_095,5,,,,,,,,,,,
191,6,12,L,G1,AC_211,1,,,,,,,,,,,
191,6,12,L,G1,AC_211,2,,,,,,,,,,,
191,6,12,L,G1,AC_211,3,,,,,,,,,,,
191,6,12,L,G1,AC_211,4,,,,,,,,,,,
191,6,12,L,G1,AC_211,5,,,,,,,,,,,
191,6,12,R,G1,AC_197,1,,,,,,,,,,,
191,6,12,R,G1,AC_197,2,,,,,,,,,,,
191,6,12,R,G1,AC_197,3,,,,,,,,,,,
191,6,12,R,G1,AC_197,4,,,,,,,,,,,
191,6,12,R,G1,AC_197,5,,,,,,,,,,,
192,6,13,L,G1,AC_172,1,,,,,,,,,,,
192,6,13,L,G1,AC_172,2,,,,,,,,,,,
192,6,13,L,G1,AC_172,3,,,,,,,,,,,
