Block,Location,Sequence,Co.,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_2.25,Fl_3.3,Fl_3.11,Fl_3.17,Fl_3.25,Fl_4.1,Fl_4.9,Fl_4.22,Fl_4.28,Fl_5.4,Fl_5.12,Fl_5.19,Fl_5.25,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,seeds_weighed_d6,seed_mass_mg_d6,seeds_weighed_d7,seed_mass_mg_d7,seeds_weighed_d8,seed_mass_mg_d8,seeds_weighed_d9,seed_mass_mg_d9,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_d6,msm_d7,msm_d8,msm_d9,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_area_mm2,corolla_diam_mm,notes_corolla,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
1,28,79,3,BB_169,BB_076,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-12,2022-05-19,2022-05-25,NA,2022-05-19,2,0,0,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,17.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9116666666666666,NA,2.9116666666666666,NA,3,6,33.49,2022-05-19,204.006,17.895,NA,2022-05-12,151,164,161,2022-05-25,13,1,1,1,1
1,28,80,2,BB_107,BB_123,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.53,NA,NA,NA,NA,2022-03-26,104,117,114,2022-04-01,6,1,1,0,0
1,28,81,1,BB_194,BB_163,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-22,2022-04-28,NA,NA,2022-05-19,NA,NA,2022-04-08,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-08,465.107,29.032,NA,2022-04-08,109,130,127,2022-05-19,41,1,1,0,0
1,29,82,3,BB_168,BB_081,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,29,83,1,BB_100,BB_135,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,22,2022-03-17,513.397,28.272,NA,2022-03-17,95,108,105,2022-04-01,15,1,1,1,0
1,31,84,5,BB_173,BB_095,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-08,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-08,109,130,127,2022-04-22,14,1,1,0,0
1,31,85,1,BB_162,BB_154,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,NA,2022-04-22,2022-04-28,NA,NA,2022-05-19,NA,NA,2022-03-17,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8.05,2022-03-17,230.872,18.355,NA,2022-03-17,95,108,105,2022-05-19,63,1,1,0,0
1,31,86,3,BB_065,BB_133,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-02,345.906,24.77,NA,2022-04-02,103,124,121,2022-04-08,6,1,1,0,0
1,32,87,4,BB_073,BB_064,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-17,514.196,29.155,NA,2022-03-17,95,108,105,2022-04-02,16,1,1,0,0
1,32,88,3,BB_167,BB_008,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.27,NA,NA,NA,NA,2022-04-02,103,124,121,2022-04-08,6,1,1,1,0
1,33,89,1,BB_194,BB_159,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-20,2021-11-29,2021-12-02,NA,2022-03-03,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-08,2022-04-22,2022-04-28,NA,2022-05-12,NA,NA,NA,2022-03-11,5,3,0,8,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,82.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.406,NA,NA,16.406,NA,1,8,197.61,NA,NA,NA,NA,2022-03-03,73,94,91,2022-05-12,70,1,1,1,1
1,33,90,5,BB_217,BB_205_A,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-08,5,2,0,7,0,24,NA,NA,NA,NA,NA,NA,NA,NA,4,9.68,18,82.77,2,7.57,NA,NA,NA,NA,NA,NA,NA,NA,2.42,4.598333333333333,3.785,NA,NA,3.601111111111111,1.1007476415465853,4.8,33.6,40.6,2022-04-08,443.6,29.449,NA,2022-04-02,111,124,121,2022-04-22,20,1,1,1,1
1,33,91,1,BB_213,BB_147,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,NA,1,0,0,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,4,4,13.95,2022-04-28,164.237,15.84,NA,2022-04-08,117,130,127,2022-04-28,20,1,1,1,1
1,34,92,2,BB_014,BB_102,R,7,TRUE,TRUE,TRUE,7,"5,2,7",NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-02,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-02,348.746,24.461,NA,2022-04-02,103,124,121,2022-04-22,20,1,1,0,0
1,34,93,4,BB_026,BB_053,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,2,0,0,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-17,237.598,18.237,NA,2022-03-17,87,108,105,2022-04-02,16,1,1,1,0
1,34,94,3,BB_168,BB_046,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-17,534.413,29.635,NA,2022-03-17,95,108,105,2022-04-02,16,1,1,0,0
1,35,95,3,BB_174,BB_002,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-04-22,2,0,0,2,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.11,2022-04-22,340.236,23.534,NA,2022-04-22,123,144,141,2022-04-28,6,1,1,1,0
1,36,97,2,BB_107,BB_151,n,2,TRUE,FALSE,TRUE,2,2,NA,NA,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-08,NA,130,127,2022-04-08,0,0,1,0,0
1,36,98,1,BB_213,BB_204,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-26,224.568,19.865,NA,2022-03-17,87,108,105,2022-03-17,0,1,1,1,0
1,36,99,4,BB_001,BB_072,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19.78,2022-04-02,196.929,18.504,NA,2022-03-26,104,117,114,2022-04-02,7,1,1,0,0
1,37,100,5,BB_057,BB_121,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-04-08,1,2,0,3,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,14.12,2022-04-08,474.521,28.674,NA,2022-04-08,109,130,127,2022-04-28,20,1,1,1,0
1,37,101,1,BB_213,BB_132,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,NA,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,7,1,0,8,18,21,NA,NA,NA,NA,NA,NA,9,26.85,NA,NA,NA,NA,NA,NA,12,65.57,NA,NA,NA,NA,NA,2.9833333333333334,NA,NA,NA,5.464166666666666,NA,4.22375,1.7542140729936264,3,24,349.51,2022-03-17,NA,24.74,herbivory,2022-03-17,95,108,105,2022-04-02,16,1,1,1,1
1,37,102,4,BB_175,BB_050,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-22,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,4,NA,NA,NA,NA,NA,NA,4,28.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1375,NA,NA,NA,NA,NA,7.1375,NA,4,4,10.44,NA,NA,NA,NA,2022-04-22,131,144,141,2022-04-22,0,1,1,1,1
1,38,103,2,BB_196,BB_089,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,2022-03-11,2022-03-17,NA,2022-04-02,NA,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-03-11,1,2,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,13.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.556666666666667,NA,4.556666666666667,NA,3,9,67.57,NA,NA,NA,NA,2022-03-11,81,102,99,2022-04-28,48,1,1,1,1
1,38,104,1,BB_122,BB_126,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-26,363.301,23.192,NA,2022-03-26,104,117,114,2022-04-08,13,1,1,0,0
1,38,106,5,BB_091,BB_139,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-28,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83,NA,NA,3.83,NA,1,1,6.22,NA,NA,NA,NA,2022-04-28,129,150,147,2022-04-28,0,1,1,1,1
1,39,107,2,BB_055,BB_145,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-17,3,0,0,3,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,33.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1675,NA,NA,NA,4.1675,NA,2.6666666666666665,8,NA,2022-03-17,426.601,25.203,NA,2022-03-17,95,108,105,2022-04-08,22,1,1,1,1
1,39,108,5,BB_051,BB_105,R,3,TRUE,TRUE,TRUE,3,"2,3,4",*2 never flowered,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,40.93,NA,NA,NA,NA,2022-04-02,111,124,121,2022-04-08,6,1,1,1,0
1,39,109,6,BB_171,BB_039,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-28,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-28,137,150,147,2022-04-28,0,1,1,0,0
1,41,111,5,BB_141,BB_037,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-02,0,2,0,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,10.82,2022-04-02,366.473,27.878,NA,2022-03-26,96,117,114,2022-04-02,7,1,1,1,0
1,41,112,1,BB_023,BB_190,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-02,0,3,0,3,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,36.81,2022-04-02,NA,25.52,folded,2022-03-26,104,117,114,2022-04-22,27,1,1,1,0
1,42,113,2,BB_015,BB_111,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,35.03,2022-04-08,348.042,23.494,NA,2022-03-26,104,117,114,2022-04-22,27,1,1,1,0
1,42,114,3,BB_198,BB_138,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,5,11.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.246,NA,NA,NA,NA,2.246,NA,2.5,5,23,NA,NA,NA,NA,2022-03-26,104,117,114,2022-04-08,13,1,1,1,1
1,43,115,3,BB_198,BB_035,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-03-11,89,102,99,2022-04-08,28,1,1,0,0
1,43,116,5,BB_217,BB_054,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-22,NA,NA,NA,2022-05-19,NA,NA,2022-04-08,2,0,0,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-08,510.216,28.308,NA,2022-04-08,117,130,127,2022-05-19,41,1,1,1,0
1,43,117,2,BB_066,BB_087,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-04-22,1,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.705,NA,NA,3.705,NA,2,2,NA,2022-04-08,NA,22.677,folded,2022-04-02,111,124,121,2022-04-28,26,1,1,1,1
1,44,118,2,BB_014,BB_152,R,2,TRUE,TRUE,TRUE,2,2,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-02,2,0,0,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,1,6.55,5,16.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55,3.3560000000000003,NA,NA,NA,4.953,2.2584990591098326,3,6,16.35,2022-04-02,317.295,22.435,NA,2022-04-02,111,124,121,2022-04-08,6,1,1,1,1
1,44,119,1,BB_122,BB_208,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-26,199.16,17.604,NA,2022-03-26,104,117,114,2022-04-02,7,1,1,0,0
1,44,120,1,BB_162,BB_040,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-26,2022-04-02,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16.37,NA,NA,NA,NA,2022-03-11,89,102,99,2022-04-02,22,1,1,0,0
1,45,122,4,BB_001,BB_074,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-22,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,11.16,NA,NA,NA,NA,2022-04-22,131,144,141,2022-04-22,0,1,1,0,0
1,45,123,3,BB_065,BB_192,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-30,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-22,2022-04-28,NA,2022-05-12,NA,NA,NA,2022-04-22,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-22,322.93,24.669,NA,2022-04-22,113,144,141,2022-05-12,20,1,1,0,0
1,46,124,4,BB_026,BB_153,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-02,2022-04-08,2022-04-22,2022-04-28,NA,2022-05-12,NA,NA,NA,2022-04-22,3,1,0,4,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,63.75,3,10.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,3.3699999999999997,NA,NA,3.5599999999999996,0.2687005768508883,6.666666666666667,26.666666666666668,75.22,2022-04-22,277.005,22.352,NA,2022-04-02,111,124,121,2022-05-12,40,1,1,1,1
1,46,125,4,BB_125,BB_024,R,4,TRUE,TRUE,TRUE,4,"3,4,8",NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,2022-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,1,0,0,1,0,4,NA,NA,NA,NA,NA,NA,4,9.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4525,NA,NA,NA,NA,NA,2.4525,NA,4,4,9.34,NA,NA,NA,NA,2022-03-11,81,102,99,2022-03-11,0,1,1,1,1
1,47,127,3,BB_144,BB_030,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-26,273.969,22.795,NA,2022-03-26,104,117,114,2022-04-08,13,1,1,0,0
1,47,128,5,BB_176,BB_049,R,3,TRUE,TRUE,TRUE,3,"5,3,8",NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-26,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-26,245.567,19.197,NA,2022-03-11,89,102,99,2022-03-26,15,1,1,0,0
1,47,129,1,BB_100,BB_031,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-26,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-17,441.075,25.784,NA,2022-03-17,95,108,105,2022-04-08,22,1,1,0,0
1,48,131,6,BB_171,BB_157,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,NA,2022-04-02,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5.71,NA,NA,NA,NA,2022-03-17,95,108,105,2022-04-08,22,1,1,0,0
