Block,Location,Sequence,Co.,Donor,Recipient,Replicated,Plant_ID,FitP,Rep_FitP,any_FitP,F_plant,F_multi,F_plant_notes,Germ_Date,Sow_Date,Plant_Date,Fl_2.25,Fl_3.3,Fl_3.11,Fl_3.17,Fl_3.25,Fl_4.1,Fl_4.9,Fl_4.22,Fl_4.28,Fl_5.4,Fl_5.12,Fl_5.19,Fl_5.25,LEAF,flr_P,closed_fruits_F,open_fruits_F,damaged_fruits_F,total_fruits_F,nonfitness_fruits,seed_ct,seeds_weighed_d1,seed_mass_mg_d1,seeds_weighed_d2,seed_mass_mg_d2,seeds_weighed_d3,seed_mass_mg_d3,seeds_weighed_d4,seed_mass_mg_d4,seeds_weighed_d5,seed_mass_mg_d5,seeds_weighed_d6,seed_mass_mg_d6,seeds_weighed_d7,seed_mass_mg_d7,seeds_weighed_d8,seed_mass_mg_d8,seeds_weighed_d9,seed_mass_mg_d9,msm_d1,msm_d2,msm_d3,msm_d4,msm_d5,msm_d6,msm_d7,msm_d8,msm_d9,msm_all,sd_msm_all,mean_seeds_per_fruit,total_est_seed_production,AG_biomass_mg,photo_date,corolla_area_mm2,corolla_diam_mm,notes_corolla,FFD,days_germ2flower,days_sow2flower,days_plant2flower,LFD,fl_duration,surv_to_germ,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
1,11,32,2,BB_197,BB_060,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-22,2022-04-28,NA,2022-05-12,2022-05-19,2022-05-25,NA,2022-04-01,13,4,0,17,2,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,139.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9765957446808513,NA,2.9765957446808513,NA,3.6153846153846154,61.46153846153846,258.43,2022-04-01,475.731,27.32,NA,2022-03-25,103,116,113,2022-05-25,61,1,1,1,1
1,11,33,2,BB_142,BB_093,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-19,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,NA,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-17,4,1,0,5,0,41,NA,NA,NA,NA,NA,NA,NA,NA,23,53.3,18,43.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.317391304347826,2.433888888888889,NA,NA,NA,2.3756400966183575,0.08237623202083905,10.25,51.25,79.64,2022-03-17,442.657,26.407,NA,2022-03-17,88,108,105,2022-04-08,22,1,1,1,1
1,12,35,3,BB_174,BB_068,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-01,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-01,576.87,30.868,NA,2022-04-01,110,123,120,2022-04-22,21,1,1,0,0
1,12,36,1,BB_202,BB_018,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-19,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-25,1,2,0,3,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,44.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1557142857142857,NA,NA,NA,3.1557142857142857,NA,14,42,61.06,2022-03-25,460.709,27.293,NA,2022-03-25,96,116,113,2022-04-08,14,1,1,1,1
1,13,37,4,BB_047,BB_131,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-25,2022-04-01,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-03-11,1,0,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,28.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.04,NA,NA,NA,7.04,NA,4,4,44.29,NA,NA,NA,NA,2022-03-11,89,102,99,2022-04-22,42,1,1,1,1
1,13,38,5,BB_141,BB_029,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-01,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-01,1,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,10.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66,NA,NA,NA,3.66,NA,3,3,NA,2022-04-01,695.946,33.478,NA,2022-04-01,110,123,120,2022-04-22,21,1,1,1,1
1,13,39,3,BB_198,BB_045,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-19,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-04-01,0,1,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-25,457.726,26.118,NA,2022-03-25,96,116,113,2022-04-28,34,1,1,1,0
1,14,40,4,BB_175,BB_172,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-30,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-01,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-01,1,1,0,2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,NA,1.08,NA,1,2,11.07,2022-04-01,393.849,27.091,NA,2022-04-01,92,123,120,2022-04-22,21,1,1,1,1
1,14,41,1,BB_028,BB_083,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-25,2022-04-01,2022-04-08,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-03-17,4,2,2,6,0,25,NA,NA,NA,NA,NA,NA,NA,NA,18,78.64,7,49.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.368888888888889,7.017142857142857,NA,NA,NA,5.693015873015873,1.8725983392565648,6.25,37.5,NA,2022-03-17,552.351,28.672,NA,2022-03-17,95,108,105,2022-04-28,42,1,1,1,1
1,14,42,3,BB_011,BB_116,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-30,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-01,NA,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-04-01,0,1,0,1,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12.26,2022-04-01,751.338,36.069,NA,2022-04-01,92,123,120,2022-04-28,27,1,1,1,0
1,15,43,2,BB_066,BB_019,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-19,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-22,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.55,2022-04-22,714.629,35.97,NA,2022-04-22,124,144,141,2022-04-22,0,1,1,0,0
1,15,44,4,BB_099,BB_061,R,8,TRUE,TRUE,TRUE,8,8,NA,2021-12-19,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-22,NA,NA,NA,2022-05-19,NA,NA,NA,2,2,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-04-22,124,144,141,2022-05-19,27,1,1,1,0
1,16,45,5,BB_215,BB_210,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-01,2022-04-08,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-04-01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-01,366.059,23.626,NA,2022-04-01,110,123,120,2022-04-28,27,1,1,0,0
1,16,46,4,BB_005,BB_166,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-22,2022-04-28,NA,2022-05-12,NA,NA,NA,2022-03-25,2,0,0,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,24.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.988,NA,4.988,NA,2.5,5,14.87,2022-03-25,221.695,18.527,NA,2022-03-25,103,116,113,2022-05-12,48,1,1,1,1
1,17,47,4,BB_005,BB_034,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-25,2022-04-01,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-03-17,1,0,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,20.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.670000000000001,NA,NA,6.670000000000001,NA,3,3,11.66,2022-03-17,351.852,21.51,NA,2022-03-17,95,108,105,2022-04-22,36,1,1,1,1
1,17,48,5,BB_057,BB_146,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-17,2,0,0,2,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,40.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3958333333333335,NA,NA,NA,3.3958333333333335,NA,6,12,NA,2022-03-17,539.534,27.81,NA,2022-03-17,95,108,105,2022-04-01,15,1,1,1,1
1,17,49,5,BB_091,BB_098,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-03-25,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-03-25,595.8,29.11,NA,2022-03-25,103,116,113,2022-04-22,28,1,1,1,0
1,18,50,1,BB_202,BB_101,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-19,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-01,2022-04-08,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-04-08,2,0,0,2,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,13.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,NA,NA,1.46,NA,4.5,9,NA,2022-04-01,389.905,23.47,NA,2022-04-01,103,123,120,2022-04-28,27,1,1,1,1
1,18,51,2,BB_066,BB_052,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-01,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-01,1,0,0,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.39,NA,10.39,NA,1,1,60.78,2022-03-25,397.98,26.461,NA,2022-03-25,103,116,113,2022-04-22,28,1,1,1,1
1,19,52,4,BB_177,BB_134,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-19,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-17,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,113.85,2022-03-17,543.616,28.53,NA,2022-03-17,88,108,105,2022-04-08,22,1,1,1,0
1,19,53,4,BB_177,BB_117,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-30,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-22,2022-04-28,NA,NA,2022-05-19,2022-05-25,NA,2022-04-08,6,0,0,6,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16.22,5,18.42,NA,NA,NA,NA,NA,NA,NA,NA,5.406666666666666,3.684,NA,4.545333333333334,1.2181092817240255,1.3333333333333333,8,43.25,2022-04-08,517.391,27.91,NA,2022-04-08,99,130,127,2022-05-25,47,1,1,1,1
1,19,54,1,BB_028,BB_209,n,6,TRUE,FALSE,TRUE,6,6,NA,NA,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-25,0,1,0,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,6.02,2022-03-25,281.964,19.87,NA,2022-03-25,NA,116,113,2022-04-08,14,0,1,1,0
1,20,55,1,BB_075,BB_164,R,4,TRUE,TRUE,TRUE,4,"1,4,8",NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,6,4,NA,NA,NA,NA,NA,NA,4,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.125,NA,NA,NA,NA,NA,2.125,NA,4,4,7.46,NA,NA,NA,NA,2022-03-25,103,116,113,2022-04-08,14,1,1,1,1
1,20,56,2,BB_142,BB_150,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-19,2021-11-29,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-25,2022-04-01,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-03-11,7,1,0,8,4,53,7,NA,NA,NA,NA,NA,NA,NA,10,26.14,36,118.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.614,3.2969444444444442,NA,NA,NA,2.9554722222222223,0.482914647840346,7.571428571428571,60.57142857142857,43.67,NA,NA,NA,NA,2022-03-11,82,102,99,2022-04-22,42,1,1,1,1
1,20,57,4,BB_130,BB_048,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-19,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-25,1,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.685,NA,NA,6.685,NA,2,2,11.93,2022-03-25,351.649,24.11,NA,2022-03-25,96,116,113,2022-04-01,7,1,1,1,1
1,21,58,3,BB_167,BB_110,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4.36,2022-04-01,571.653,29.26,NA,2022-04-01,102,123,120,2022-04-01,0,1,1,0,0
1,21,59,3,BB_169,BB_160,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-25,2022-04-01,2022-04-08,NA,2022-04-28,NA,2022-05-12,NA,NA,NA,2022-03-25,1,1,0,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,49.37,2022-03-25,336.135,21.58,NA,2022-03-17,95,108,105,2022-05-12,56,1,1,1,1
1,21,60,5,BB_215,BB_004,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-25,2022-04-01,2022-04-08,2022-04-22,NA,NA,NA,NA,NA,NA,2022-03-17,1,2,0,3,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,29.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.88,NA,NA,4.88,NA,6,18,48.9,2022-03-17,353.796,22.47,NA,2022-03-17,87,108,105,2022-04-22,36,1,1,1,1
1,22,61,4,BB_073,BB_084,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,1,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,NA,NA,5.56,NA,1,1,NA,2022-04-01,599.111,28.33,NA,2022-04-01,102,123,120,2022-04-01,0,1,1,1,1
1,22,62,3,BB_011,BB_215,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-01,2022-04-08,NA,2022-04-28,NA,NA,NA,NA,NA,2022-04-01,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-01,414.096,23.74,NA,2022-04-01,110,123,120,2022-04-28,27,1,1,0,0
1,22,63,3,BB_038,BB_149,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-22,2022-04-28,NA,2022-05-12,2022-05-19,NA,NA,2022-04-08,2,0,2,2,2,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,83.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.893103448275862,NA,NA,2.893103448275862,NA,14.5,29,NA,2022-04-08,623.27,30.34,NA,2022-04-08,117,130,127,2022-05-19,41,1,1,1,1
1,23,64,2,BB_182,BB_103,n,5,TRUE,FALSE,TRUE,5,5,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-25,2022-04-01,2022-04-08,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-03-11,16,18,1,34,51,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,105.21,30,92.65,NA,NA,50,134.62,NA,NA,NA,NA,NA,3.006,3.0883333333333334,NA,2.6924,2.9289111111111112,0.20892061579390309,8.6875,295.375,155.98,NA,NA,NA,NA,2022-03-11,89,102,99,2022-04-28,48,1,1,1,1
1,23,65,4,BB_130,BB_007,n,7,TRUE,FALSE,TRUE,7,7,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.58,NA,NA,NA,NA,2022-04-08,117,130,127,2022-04-08,0,1,1,0,0
1,23,66,5,BB_173,BB_044,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0
1,24,67,5,BB_057,BB_200,n,5,TRUE,FALSE,TRUE,5,5,Plants 5 and 8 originally selected,2021-12-20,2021-11-29,2021-12-02,NA,NA,2022-03-11,2022-03-17,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,2022-03-11,2,1,0,3,10,10,NA,NA,10,19.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9460000000000002,NA,NA,NA,NA,NA,NA,NA,1.9460000000000002,NA,5,15,14.23,NA,NA,NA,NA,2022-03-11,81,102,99,2022-04-01,21,1,1,1,1
1,24,68,2,BB_197,BB_199,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,NA,2022-04-22,NA,NA,NA,NA,NA,NA,2022-04-22,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,7.59,2022-04-22,266.145,20.61,NA,2022-04-22,131,144,141,2022-04-22,0,1,1,0,0
1,24,69,2,BB_197,BB_211,n,3,TRUE,FALSE,TRUE,3,3,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,2022-04-01,2022-04-08,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-04-01,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21.83,2022-04-01,320.087,20.45,NA,2022-04-01,110,123,120,2022-04-28,27,1,1,0,0
1,25,70,1,BB_100,BB_113,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-25,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-17,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.55,2022-03-17,265.405,18.73,NA,2022-03-17,95,108,105,2022-04-08,22,1,1,1,0
1,25,71,6,BB_188,BB_171,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-03-25,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,15.39,2022-03-25,406.134,23.29,NA,2022-03-25,95,116,113,2022-04-08,14,1,1,0,0
1,25,72,5,BB_091,BB_094,n,2,TRUE,FALSE,TRUE,2,2,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-08,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-08,NA,28.592,folded,2022-04-08,109,130,127,2022-04-08,0,1,1,0,0
1,26,73,1,BB_202,BB_025,n,4,TRUE,FALSE,TRUE,4,4,NA,2021-12-30,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8.43,NA,NA,NA,NA,2022-04-08,99,130,127,2022-04-08,0,1,1,0,0
1,26,74,5,BB_176,BB_059,R,3,TRUE,TRUE,TRUE,3,"2,3,4",NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,2022-04-22,2022-04-28,NA,NA,NA,NA,NA,2022-04-28,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9.68,NA,NA,NA,NA,2022-04-08,117,130,127,2022-04-28,20,1,1,1,0
1,26,75,2,BB_014,BB_185,R,4,TRUE,TRUE,TRUE,4,"6,4,8",NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-01,2022-04-08,NA,2022-04-28,NA,NA,NA,NA,NA,2022-03-25,1,1,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,12.2,NA,2,4,22.95,2022-03-25,168.676,15.924,NA,2022-03-25,103,116,113,2022-04-28,34,1,1,1,1
1,27,76,4,BB_026,BB_070,n,6,TRUE,FALSE,TRUE,6,6,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,2022-04-01,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.6,2022-04-01,NA,28.691,missing petals,2022-03-25,95,116,113,2022-04-01,7,1,1,1,0
1,27,77,4,BB_073,BB_092,n,8,TRUE,FALSE,TRUE,8,8,NA,2021-12-12,2021-11-29,2021-12-02,NA,NA,NA,2022-03-17,2022-03-25,2022-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,2022-03-17,95,108,105,2022-04-01,15,1,1,0,0
1,27,78,5,BB_108,BB_097,n,1,TRUE,FALSE,TRUE,1,1,NA,2021-12-20,2021-11-29,2021-12-02,NA,NA,NA,NA,NA,NA,2022-04-08,NA,NA,NA,NA,NA,NA,NA,2022-04-08,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,2022-04-08,122.175,14.408,NA,2022-04-08,109,130,127,2022-04-08,0,1,1,0,0
