Transect,Sequence,Recipient,Plant ID,URL of JPEG of Flower,Date_Flower_Photo_Taken_yr-mo-day,# of Anthers,Corolla area (mm^2),Maximum corolla diameter (mm),"Notes (highlight key: purple=HEIC file, orange=something wrong with data, green=where John M left off)",URL of JPEG of Rosette,Date_Rosette_Photo_Taken_yr-mo-day,Rosette Diameter (mm),Rosette Radius (center to tip of farthest extruding leaf),Units
8,993,BO_091,1,,,,,,,,,,,
8,993,BO_091,2,,,,,,,,,,,
8,994,BO_091,3,,,,,,,,,,,
8,994,BO_091,4,,,,,,,,,,,
8,995,BO_091,5,,,,,,,,,,,
8,995,BO_091,6,,,,,,,,,,,
8,996,BO_091,7,https://drive.google.com/file/d/1DjvJM0DxxrKgIzM0U8tFh_dcyvg63-HL/view?usp=sharing,2022-03-11,,,,rosette photo,,,,,
8,996,BO_091,8,,,,,,,,,,,
8,997,BO_048,1,https://drive.google.com/file/d/1c6L2_LAI0qS5FRm8mm1FkWMYx55uMwI3/view?usp=sharing,2022-05-20,,218.818,19.228,,https://drive.google.com/file/d/1--dcCnhxHHZBrsut3EnKi6boxsMfXv6n/view?usp=sharing,2022-03-25,,,
8,997,BO_048,2,,,,,,,,,,,
8,998,BO_048,3,,,,,,,,,,,
8,998,BO_048,4,,,,,,,,,,,
8,999,BO_048,5,,,,,,,,,,,
8,999,BO_048,6,https://drive.google.com/file/d/1SP3j7sCAJv29Gxf2eW5BZJ8xBu-qYZCR/view?usp=sharing,2022-04-08,,166.271,18.43,folded,https://drive.google.com/file/d/1Xz7kJz9uMfLOia1UVykXVTrZuHo1hRv-/view?usp=sharing,2022-03-17,,,
8,1000,BO_048,7,,,,,,,,,,,
8,1000,BO_048,8,https://drive.google.com/file/d/1VrGgIpCx6Fx8VfiSn_v6FilYzmjYEEKr/view?usp=sharing,2022-03-25,4,339.153,22.263,minor folding,https://drive.google.com/file/d/1Xy2va5gkptjDkeFKSNJDf7rntbaZT0JV/view?usp=sharing,2022-03-17,,,
8,1001,BO_126,1,https://drive.google.com/file/d/1CvYMvlEMcysg59hliL-hRnXOJMD-pdUE/view?usp=sharing,2022-04-08,,208.938,20.229,,https://drive.google.com/file/d/1zzSa3gi_HLyT_fHs8jTyjEkq-Uj8pLIe/view?usp=sharing,2022-03-25,,,
8,1001,BO_126,2,,,,,,,,,,,
8,1002,BO_126,3,,,,,,,https://drive.google.com/file/d/1zjE8xc0fT6du-6DgFRKFAezn9hl2wMEK/view?usp=sharing,2022-03-25,,,
8,1002,BO_126,4,,,,,,,,,,,
8,1003,BO_126,5,,,,,,,,,,,
8,1003,BO_126,6,https://drive.google.com/file/d/1Ye7QNd6PrdkGRiYSjhsj5ZPv3VFwCktN/view?usp=sharing,2022-04-01,,335.779,22.813,folded,https://drive.google.com/file/d/1lThP43MucABmJXD1APX-Sx7g6urLpnZK/view?usp=sharing,2022-03-25,,,
8,1004,BO_126,7,,,,,,,,,,,
8,1004,BO_126,8,,,,,,,https://drive.google.com/file/d/1XpEVolFk6WKy8vOM1EzSr8usKuWoEj3i/view?usp=sharing,2022-03-17,,,
8,1005,BO_021,1,,,,,,,,,,,
8,1005,BO_021,2,,,,,,,,,,,
8,1006,BO_021,3,https://drive.google.com/file/d/1G1uQeSnkwJz18zmhtX9BW0PLI3JUH6Jf/view?usp=sharing,2022-04-21,,298.584,21.56,,https://drive.google.com/file/d/1zj3d2ObGH9xY6Y9iHkN6xCy7IgDOz_sw/view?usp=sharing,2022-03-25,,,
8,1006,BO_021,4,https://drive.google.com/file/d/1N6q6SxQJSchksRhWaSh887agjBTS7FD6/view?usp=sharing,2022-04-08,,166.597,17.654,folded,,,,,
8,1007,BO_021,5,,,,,,,,,,,
8,1007,BO_021,6,https://drive.google.com/file/d/1fiL4Doaa99cp4j3l9pZ-4WlRJqqSofKT/view?usp=sharing,2022-04-22,1?,,,,https://drive.google.com/file/d/1ziEaeRRX16V0bdM39w9OMyLtlaUblJDr/view?usp=sharing,2022-03-25,,,
8,1008,BO_021,7,,,,,,,,,,,
8,1008,BO_021,8,,,,,,,,,,,
8,1009,BO_190,1,https://drive.google.com/file/d/1XllPsEXjCI5awBJzNewfm-K-bDt12EPJ/view?usp=sharing,2022-03-17,,399.665,24.827,very minor folding,https://drive.google.com/file/d/1Xo5EVPhD1CdQPt6XVs8UYzfSilGRE_av/view?usp=sharing,2022-03-17,,,
8,1009,BO_190,2,,,,,,,,,,,
8,1010,BO_190,3,https://drive.google.com/file/d/1fjp_g5jOhS3JeyYpZme4AMalvykb4B2k/view?usp=sharing,2022-04-13,3,,,,https://drive.google.com/file/d/1zgHBDxwYePO-PT8RMHxjVctLEhZZXMGi/view?usp=sharing,2022-03-25,,,
8,1010,BO_190,4,,,,,,,,,,,
8,1011,BO_190,5,,,,,,,,,,,
8,1011,BO_190,6,,,,,,,,,,,
8,1012,BO_190,7,,,,,,,,,,,
8,1012,BO_190,8,,,,,,,,,,,
8,1013,BO_154,1,,,,,,,,,,,
8,1013,BO_154,2,,,,,,,,,,,
8,1014,BO_154,3,https://drive.google.com/file/d/1zV_tFaVvB7X12a4Ph4ayDH8vUYZEe3Dr/view?usp=sharing,2022-03-25,,291.919,21.924,,https://drive.google.com/file/d/1zZ4u4y6EO1JjB5w4DbU93DYBoAO8wPcA/view?usp=sharing,2022-03-25,,,
8,1014,BO_154,4,,,,,,,,,,,
8,1015,BO_154,5,,,,,,,,,,,
8,1015,BO_154,6,,,,,,,https://drive.google.com/file/d/1zZYguqAZihafIM9C78tZRGs1k2AEKjNs/view?usp=sharing,2022-03-25,,,
8,1016,BO_154,7,,,,,,,,,,,
8,1016,BO_154,8,,,,,,,https://drive.google.com/file/d/1XjGzSlrG7JQ5UiWVZiPZ7gga79vG51Av/view?usp=sharing,2022-03-17,,,
8,1017,BO_201,1,,,,,,,,,,,
8,1017,BO_201,2,https://drive.google.com/file/d/1XbcnhOkk0XqqTpvHb_41rrY1-drx0MCf/view?usp=sharing,2022-03-17,,260.426,20.292,very minor folding,https://drive.google.com/file/d/1XedCoHoh2NVxpSwrlsEU5WBC2I30iOaq/view?usp=sharing,2022-03-17,,,
8,1018,BO_201,3,,,,,,,https://drive.google.com/file/d/1XPZG6hDl_Suw2SF7gfIWb3EeBVQuATUC/view?usp=sharing,2022-03-17,,,
8,1018,BO_201,4,,,,,,,,,,,
8,1019,BO_201,5,,,,,,,https://drive.google.com/file/d/1XJKhvUSCvRsggtVLDUERfB-2wiPtmyna/view?usp=sharing,2022-03-17,,,
8,1019,BO_201,6,,,,,,,,,,,
8,1020,BO_201,7,,,,,,,,,,,
8,1020,BO_201,8,,,,,,,,,,,
8,1021,BO_178,1,,,,,,,,,,,
8,1021,BO_178,2,,,,,,,,,,,
8,1022,BO_178,3,,,,,,,https://drive.google.com/file/d/1zTF6ZQlVT0ke53uTOI88A-N6nYHz1FpB/view?usp=sharing,2022-03-25,,,
8,1022,BO_178,4,,,,,,,,,,,
8,1023,BO_178,5,,,,,,,https://drive.google.com/file/d/1XIghBJjwN2KdRhwGBolANKyheqCxfJsN/view?usp=sharing,2022-03-17,,,
8,1023,BO_178,6,,,,,,,,,,,
8,1024,BO_178,7,,,,,,,,,,,
8,1024,BO_178,8,,,,,,,,,,,
8,1025,BO_015,1,,,,,,,,,,,
8,1025,BO_015,2,,,,,,,,,,,
8,1026,BO_015,3,https://drive.google.com/file/d/1EKuZCzJ4NpD046TNHh0HED0Xe9plhDIH/view?usp=sharing,2022-04-08,,289.728,22.61,,https://drive.google.com/file/d/1daNgX8FGmABukuN_UhSrLh2tfkC2n4ma/view?usp=sharing,2022-04-08,,,
8,1026,BO_015,4,,,,,,,,,,,
8,1027,BO_015,5,,,,,,,,,,,
8,1027,BO_015,6,,,,,,,,,,,
8,1028,BO_015,7,,,,,,,,,,,
8,1028,BO_015,8,,,,,,,,,,,
8,1029,BO_004,1,,,,,,,,,,,
8,1029,BO_004,2,https://drive.google.com/file/d/1zT4iGAe3fVJgatr-m-SS_oxYemOS9A19/view?usp=sharing,2022-03-25,,325.356,22.036,,https://drive.google.com/file/d/1zNK1gVzwLMSLUeNVppS_eiKV27wnf2rA/view?usp=sharing,2022-03-25,,,
8,1030,BO_004,3,,,,,,,,,,,
8,1030,BO_004,4,,,,,,,,,,,
8,1031,BO_004,5,,,,,,,,,,,
8,1031,BO_004,6,,,,,,,,,,,
8,1032,BO_004,7,,,,,,,,,,,
8,1032,BO_004,8,,,,,,,,,,,
8,1033,BO_176,1,https://drive.google.com/file/d/1zH1QPdWFLU8fl3VbJ3kCD4jtbOHMY2lf/view?usp=sharing,2022-03-25,,276.285,21.641,minor folding,https://drive.google.com/file/d/1zLToFPN9j-3rXNdKh7zu37aUw8bxHANY/view?usp=sharing,2022-03-25,,,
8,1033,BO_176,2,,,,,,,,,,,
8,1034,BO_176,3,,,,,,,,,,,
8,1034,BO_176,4,,,,,,,,,,,
8,1035,BO_176,5,,,,,,,,,,,
8,1035,BO_176,6,,,,,,,,,,,
8,1036,BO_176,7,,,,,,,,,,,
8,1036,BO_176,8,,,,,,,,,,,
8,1037,BO_009,1,,,,,,,,,,,
8,1037,BO_009,2,,,,,,,,,,,
8,1038,BO_009,3,,,,,,,,,,,
8,1038,BO_009,4,,,,,,,,,,,
8,1039,BO_009,5,,,,,,,,,,,
8,1039,BO_009,6,,,,,,,,,,,
8,1040,BO_009,7,https://drive.google.com/file/d/1l4oi63zNKb07bO7l3FWdxorIX_wbKwd6/view?usp=sharing,2022-04-01,,545.931,30.47,partially obstructed by vegetation,https://drive.google.com/file/d/1zFTp-M3f5x3LNazGyJRIEhbbne1pmPDH/view?usp=sharing,2022-03-25,,,
8,1040,BO_009,8,,,,,,,,,,,
8,1041,BO_144,1,,,,,,,,,,,
8,1041,BO_144,2,,,,,,,,,,,
8,1042,BO_144,3,,,,,,,,,,,
8,1042,BO_144,4,,,,,,,,,,,
8,1043,BO_144,5,https://drive.google.com/file/d/13fn5ClImLX6i_Q_utetYxkm0HrVZrW8N/view?usp=sharing ; https://drive.google.com/file/d/1z8Id9z2NA2ghL0mqtDtYGBut1SHTAMxS/view?usp=sharing,2022-03-25,,284.849,23.544,,https://drive.google.com/file/d/1z7-MXM6J7VklmV3oUDKQg0Lhk6lABiE9/view?usp=sharing,2022-03-25,,,
8,1043,BO_144,6,,,,,,,,,,,
8,1044,BO_144,7,,,,,,,,,,,
8,1044,BO_144,8,,,,,,,,,,,
8,1045,BO_169,1,https://drive.google.com/file/d/1z4qIGTnJ21tr3wD0c1fNjhCliXRHcdOY/view?usp=sharing,2022-03-25,,343.471,24.308,,https://drive.google.com/file/d/1z6Odmx0FE_4qOX0dAokkB_-LUGqk8jEr/view?usp=sharing,2022-03-25,,,
8,1045,BO_169,2,,,,,,,,,,,
8,1046,BO_169,3,,,,,,,,,,,
8,1046,BO_169,4,,,,,,,,,,,
8,1047,BO_169,5,,,,,,,,,,,
8,1047,BO_169,6,,,,,,,,,,,
8,1048,BO_169,7,,,,,,,,,,,
8,1048,BO_169,8,,,,,,,,,,,
8,1049,BO_167,1,https://drive.google.com/file/d/1cU8ERN-IQ0AtawQ7b_k7vGCKGkeLbHrH/view?usp=sharing,2022-04-08,,331.685,25.046,,https://drive.google.com/file/d/1eovSMRTplaCE_Vu7VVrWwNaZp3RIXfQj/view?usp=sharing,2022-04-08,,,
8,1049,BO_167,2,,,,,,,,,,,
8,1050,BO_167,3,https://drive.google.com/file/d/1q05xLuwQGnKg8zXALwPYVfK815WwR-af/view?usp=sharing,2022-05-05,,,,petals broken,https://drive.google.com/file/d/1Z8nwa-NV_5CGUVQ4k11NZOvJ1mqnNS8z/view?usp=sharing,2022-04-08,,,
8,1050,BO_167,4,,,,,,,,,,,
8,1051,BO_167,5,,,,,,,,,,,
8,1051,BO_167,6,,,,,,,,,,,
8,1052,BO_167,7,,,,,,,,,,,
8,1052,BO_167,8,,,,,,,,,,,
8,1053,BO_102,1,,,,,,,,,,,
8,1053,BO_102,2,,,,,,,,,,,
8,1054,BO_102,3,,,,,,,https://drive.google.com/file/d/1gVZ7IBNaSuB2YjDR6rXfe1MqUsY7vxpd/view?usp=sharing,2022-04-08,,,
8,1054,BO_102,4,,,,,,,,,,,
8,1055,BO_102,5,,,,,,,,,,,
8,1055,BO_102,6,,,,,,,,,,,
8,1056,BO_102,7,https://drive.google.com/file/d/1kPUZnsWwZvecc8zSKQ1iyVKrmSapCDbx/view?usp=sharing,2022-04-08,,428.88,27.329,,https://drive.google.com/file/d/1dV6kGWxabJiRrLsSed-1HWyul8zLpx2k/view?usp=sharing,2022-04-08,,,
8,1056,BO_102,8,,,,,,,,,,,
9,1057,BO_053,1,,,,,,,,,,,
9,1057,BO_053,2,,,,,,,,,,,
9,1058,BO_053,3,,,,,,,,,,,
9,1058,BO_053,4,,,,,,,,,,,
9,1059,BO_053,5,,,,,,,,,,,
9,1059,BO_053,6,,,,,,,,,,,
9,1060,BO_053,7,https://drive.google.com/file/d/1amldOXMwhp_tBsaIZoGA3_YArXf6KqoS/view?usp=sharing,2022-04-08,,315.127,25.543,,https://drive.google.com/file/d/1yttBLq0O5uxd4HFZoVBlVGnMcOWpwuBm/view?usp=sharing,2022-03-25,,,
9,1060,BO_053,8,https://drive.google.com/file/d/1yoEP6EnLEaS3T1XsWKx10gnBts5kzVnb/view?usp=sharing,2022-03-25,2,325.76,23.632,,https://drive.google.com/file/d/1y_OqQKiZSbKx2SBSvGCRuWIDxDoONDhU/view?usp=sharing,2022-03-25,,,
9,1061,BO_116,1,,,,,,,,,,,
9,1061,BO_116,2,,,,,,,,,,,
9,1062,BO_116,3,https://drive.google.com/file/d/1yWz3_fHb9yvAUnNJJxR2h3Bdq6eCHcs1/view?usp=sharing,2022-03-25,4,150.285,15.847,,https://drive.google.com/file/d/1y_09Cas-EauqpTcSRAWn0cocqdJ-BcN4/view?usp=sharing,2022-03-25,,,
9,1062,BO_116,4,,,,,,,,,,,
9,1063,BO_116,5,,,,,,,,,,,
9,1063,BO_116,6,,,,,,,,,,,
9,1064,BO_116,7,,,,,,,,,,,
9,1064,BO_116,8,,,,,,,https://drive.google.com/file/d/1XBS91xjhcWIP8BW9DLuDrPa-db0dWVlp/view?usp=sharing,2022-03-17,,,
9,1065,BO_106,1,,,,,,,,,,,
9,1065,BO_106,2,,,,,,,,,,,
9,1066,BO_106,3,,,,,,,,,,,
9,1066,BO_106,4,,,,,,,,,,,
9,1067,BO_106,5,,,,,,,,,,,
9,1067,BO_106,6,https://drive.google.com/file/d/1P7eHtReuQ2Jez2zPGgCiOOXzSkfoDe44/view?usp=sharing; https://drive.google.com/file/d/107oYqbhrQIqu2FCSNSnN36mxH6Jw9pB1/view?usp=sharing,2022-04-01,,282.385,22.04,,https://drive.google.com/file/d/1y0zdEprFPCCrcHJ03VsxF4fbbsboI5F5/view?usp=sharing,2022-03-25,,,
9,1067,BO_106,6,https://drive.google.com/file/d/107oYqbhrQIqu2FCSNSnN36mxH6Jw9pB1/view?usp=sharing,2022-04-08,,341.98,23.454,,,,,,
9,1068,BO_106,7,,,,,,,,,,,
9,1068,BO_106,8,,,,,,,,,,,
9,1069,BO_088,1,,,,,,,,,,,
9,1069,BO_088,2,,,,,,,,,,,
9,1070,BO_088,3,,,,,,,,,,,
9,1070,BO_088,4,,,,,,,https://drive.google.com/file/d/1X7vplJSiNdJrRYGxSXBi4as-VKU8w_H2/view?usp=sharing,2022-03-17,,,
9,1071,BO_088,5,,,,,,,https://drive.google.com/file/d/1xv7S0YgIAdbY1LbbtRmJcUbaHVGZ-9aD/view?usp=sharing,2022-03-25,,,
9,1071,BO_088,6,,,,,,,,,,,
9,1072,BO_088,7,https://drive.google.com/file/d/1WwFoZYhzkwaHvAYf16R_DVs9jhTklo_l/view?usp=sharing,2022-03-17,,416.797,24.674,,https://drive.google.com/file/d/1WyiUVS5xZ-NPKdISKypAbIUkr7uPJpnx/view?usp=sharing,2022-03-17,,,
9,1072,BO_088,8,,,,,,,,,,,
9,1073,BO_125,1,,,,,,,,,,,
9,1073,BO_125,2,,,,,,,,,,,
9,1074,BO_125,3,,,,,,,,,,,
9,1074,BO_125,4,,,,,,,,,,,
9,1075,BO_125,5,,,,,,,,,,,
9,1075,BO_125,6,,,,,,,,,,,
9,1076,BO_125,7,,,,,,,,,,,
9,1076,BO_125,8,https://drive.google.com/file/d/1xteg2jRViHf76hDZv5-WsqMrjwH3noFe/view?usp=sharing,2022-03-25,4,244.039,19.701,,https://drive.google.com/file/d/1xsY0e6jGUwb-hpqsFMVR68XFbiXZGPvL/view?usp=sharing,2022-03-25,,,
9,1077,BO_146,1,,,,,,,,,,,
9,1077,BO_146,2,,,,,,,,,,,
9,1078,BO_146,3,,,,,,,,,,,
9,1078,BO_146,4,,,,,,,,,,,
9,1079,BO_146,5,https://drive.google.com/file/d/1pxPYdTU3o4pbsjLK1gUM_d6mEQcRpe6-/view?usp=sharing,2022-05-05,0,181.52,17.422,,https://drive.google.com/file/d/1xqE-7r0MIhCfNJTX4kiRJjLbG6A8quBd/view?usp=sharing,2022-03-25,,,
9,1079,BO_146,6,,,,,,,,,,,
9,1080,BO_146,7,https://drive.google.com/file/d/1zNHlEd6H9xksKrWZcqEzpAHv5vKtfnkn/view?usp=sharing,2022-04-01,,309.8,22.331,"REMOVE - folded, area invalid",https://drive.google.com/file/d/1SCzWl9MCsy6bnuiAR_SaNbIdCSQ817VD/view?usp=sharing,2022-03-25,,,
9,1080,BO_146,8,,,,,,,,,,,
9,1081,BO_070,1,,,,,,,,,,,
9,1081,BO_070,2,,,,,,,,,,,
9,1082,BO_070,3,,,,,,,,,,,
9,1082,BO_070,4,,,,,,,https://drive.google.com/file/d/1xn3LCL2JrRjYv4hqwmVjZLaUAH85_pQJ/view?usp=sharing ; https://drive.google.com/file/d/1QGNrKHQX_xD4XfsHXqc2ud_mtBBPxJYw/view?usp=sharing,2022-03-25 ; 2022-04-21,,,
9,1083,BO_070,5,,,,,,,,,,,
9,1083,BO_070,6,,,,,,,,,,,
9,1084,BO_070,7,https://drive.google.com/file/d/1xiv7ingzM3eq6bo6mil7_2FpYrtumqpS/view?usp=sharing,2022-03-25,4,239.053,21.178,,https://drive.google.com/file/d/1xjFcF0V-ThcwPvga6wbaBGpn0BMycCWB/view?usp=sharing,2022-03-25,,,
9,1084,BO_070,8,,,,,,,,,,,
9,1085,BO_123,1,,,,,,,https://drive.google.com/file/d/1WtG9vg1kYmV5lySnwl7Qgsfde_tCfE6b/view?usp=sharing,2022-03-17,,,
9,1085,BO_123,2,,,,,,,,,,,
9,1086,BO_123,3,,,,,,,,,,,
9,1086,BO_123,4,,,,,,,,,,,
9,1087,BO_123,5,,,,,,,,,,,
9,1087,BO_123,6,https://drive.google.com/file/d/1WmvnQ1woMEQhBZByDfkXr3WweX2ZNkZA/view?usp=sharing,2022-03-17,,287.779,20.932,,https://drive.google.com/file/d/1WoatpvgbedgGg_eVVc9kGZNfoadBDuXT/view?usp=sharing,2022-03-17,,,
9,1088,BO_123,7,https://drive.google.com/file/d/1fVLB9m07fWp76pfy3u6tpTwiOx7FcTOU/view?usp=sharing,2022-04-01,,347.857,23.754,,https://drive.google.com/file/d/1xgIw6bg3YKrZG2qDaWxhkY8g5CyYmtGa/view?usp=sharing,2022-03-25,,,
9,1088,BO_123,8,https://drive.google.com/file/d/1Wji9h91wh4P69CPdjyoQPjn_g1Mb6EAo/view?usp=sharing,2022-03-17,,346.108,25.882,"REMOVE - petal missing, area invalid",https://drive.google.com/file/d/1WkPPy5gMmTkVpeiBWZfaJkL_ER6zbukj/view?usp=sharing,2022-03-17,,,
9,1089,BO_094,1,,,,,,,,,,,
9,1089,BO_094,2,,,,,,,,,,,
9,1090,BO_094,3,https://drive.google.com/file/d/1xL8mCx0mBwywsENuGNuHbHi8g2HWxcMy/view?usp=sharing,2022-03-25,,380.083,24.316,,https://drive.google.com/file/d/1xMJCEdTi1Cd_J_EUakv3_NERxbHiWjB6/view?usp=sharing,2022-03-25,,,
9,1090,BO_094,4,,,,,,,,,,,
9,1091,BO_094,5,,,,,,,,,,,
9,1091,BO_094,6,https://drive.google.com/file/d/1LoNIoGnonAaNnuZKejeAu8fhoC1yV-eW/view?usp=sharing,2022-04-08,,145.865,15.76,,https://drive.google.com/file/d/1xV52k8jFoWfJx43HRHXZb0iJO3xtE22m/view?usp=sharing,2022-03-25,,,
9,1092,BO_094,7,,,,,,,,,,,
9,1092,BO_094,8,,,,,,,,,,,
9,1093,BO_072,1,,,,,,,,,,,
9,1093,BO_072,2,,,,,,,,,,,
9,1094,BO_072,3,https://drive.google.com/file/d/1hBAG_r_87h-LO7TVCC31uQzBIx96BCeq/view?usp=sharing,2022-04-01,,370.302,25.131,,https://drive.google.com/file/d/12A_sc_Op4sbtsteNJ4m-hU64nB5v-1jN/view?usp=sharing,2022-03-25,,,
9,1094,BO_072,4,,,,,,,https://drive.google.com/file/d/1xJyE1M4y8xbfygnBH1lPQ62utU_i5UL2/view?usp=sharing,2022-03-25,,,
9,1095,BO_072,5,,,,,,,,,,,
9,1095,BO_072,6,,,,,,,,,,,
9,1096,BO_072,7,,,,,,,,,,,
9,1096,BO_072,8,,,,,,,,,,,
9,1097,BO_102,1,https://drive.google.com/file/d/1nPLdv1fAGw-nvwj3BR8VJuOX8xuYswvn/view?usp=sharing,2022-04-01,,184.681,21.482,"REMOVE - petals missing, area invalid",,,,,
9,1097,BO_102,2,,,,,,,,,,,
9,1098,BO_102,3,,,,,,,,,,,
9,1098,BO_102,4,https://drive.google.com/file/d/1wxwHXOqq4gWSRpXmxXppeS4cQgy6w4-h/view?usp=sharing,2022-03-25,,138.759,14.37,,https://drive.google.com/file/d/1x7awbIzMP6llS_uGvI6a2O1DmjgrqZ6n/view?usp=sharing,2022-03-25,,,
9,1099,BO_102,5,,,,,,,,,,,
9,1099,BO_102,6,,,,,,,,,,,
9,1100,BO_102,7,,,,,,,,,,,
9,1100,BO_102,8,,,,,,,,,,,
9,1101,BO_143,1,,,,,,,,,,,
9,1101,BO_143,2,,,,,,,,,,,
9,1102,BO_143,3,https://drive.google.com/file/d/1wxJG5qQ9tCAFGXxrSTOQmXGZKKvD2lJy/view?usp=sharing,2022-03-25,,379.125,26.19,,https://drive.google.com/file/d/1wol-eoJLPvCq32eRWZm3nWrg_B_wz9C6/view?usp=sharing,2022-03-25,,,
9,1102,BO_143,4,,,,,,,,,,,
9,1103,BO_143,5,,,,,,,,,,,
9,1103,BO_143,6,,,,,,,,,,,
9,1104,BO_143,7,,,,,,,,,,,
9,1104,BO_143,8,,,,,,,,,,,
9,1105,BO_174,1,,,,,,,,,,,
9,1105,BO_174,2,,,,,,,,,,,
9,1106,BO_174,3,https://drive.google.com/file/d/18o1PqcgwZMrMktgiDm5mggMJEhzCwCDx/view?usp=sharing,2022-04-08,,240.766,19.424,,https://drive.google.com/file/d/1wm3zYWl6sCsBifJU_RhoxHc09V_KgGtr/view?usp=sharing,2022-03-25,,,
9,1106,BO_174,4,,,,,,,,,,,
9,1107,BO_174,5,,,,,,,,,,,
9,1107,BO_174,6,,,,,,,,,,,
9,1108,BO_174,7,,,,,,,,,,,
9,1108,BO_174,8,,,,,,,,,,,
9,1109,BO_095,1,,,,,,,,,,,
9,1109,BO_095,2,,,,,,,,,,,
9,1110,BO_095,3,,,,,,,https://drive.google.com/file/d/1WgqHMNJo3pgfriaILCfCBfUWRTFROFed/view?usp=sharing,2022-03-17,,,
9,1110,BO_095,4,,,,,,,,,,,
9,1111,BO_095,5,,,,,,,,,,,
9,1111,BO_095,6,https://drive.google.com/file/d/1whdRDPWiEQl01DRB8fAgHTK7de5hkJE1/view?usp=sharing,2022-03-25,,271.475,22.234,,https://drive.google.com/file/d/1WfTBQkb_qXN_5qbUGzw1jwjJPhhcCQvb/view?usp=sharing,2022-03-17,,,
9,1112,BO_095,7,,,,,,,,,,,
9,1112,BO_095,8,,,,,,,https://drive.google.com/file/d/1WfTBQkb_qXN_5qbUGzw1jwjJPhhcCQvb/view?usp=sharing,2022-03-17,,,
9,1113,BO_199,1,,,,,,,,,,,
9,1113,BO_199,2,,,,,,,https://drive.google.com/file/d/1wXyGjxqP5OuLrd8I-eg7EV6Ae8nW3NMs/view?usp=sharing,2022-03-25,,,
9,1114,BO_199,3,,,,,,,,,,,
9,1114,BO_199,4,https://drive.google.com/file/d/1SBfdSt4xQb4BfFePJ8lfWJNnlR83G_Xz/view?usp=sharing,2022-04-01,,286.88,21.36,,https://drive.google.com/file/d/1wWCSW-Qcfv5PnDIWfuQVUC17kOgs2OT2/view?usp=sharing,2022-03-25,,,
9,1115,BO_199,5,,,,,,,,,,,
9,1115,BO_199,6,,,,,,,,,,,
9,1116,BO_199,7,https://drive.google.com/file/d/1wPzv1Ofk0QOi-LhQe6PvaonHdFiVfW7L/view?usp=sharing,2022-03-25,,288.925,21.792,,https://drive.google.com/file/d/1WcjgddfxHNhB1ysKXii_6xeBWIiZPQPX/view?usp=sharing,2022-03-17,,,
9,1116,BO_199,8,,,,,,,,,,,
9,1117,BO_034,1,,,,,,,,,,,
9,1117,BO_034,2,,,,,,,https://drive.google.com/file/d/1WY9gi0CmGfFIgssuYO_7shLwJ9GD3g14/view?usp=sharing,2022-03-17,,,
9,1118,BO_034,3,,,,,,,,,,,
9,1118,BO_034,4,,,,,,,,,,,
9,1119,BO_034,5,,,,,,,,,,,
9,1119,BO_034,6,https://drive.google.com/file/d/1WF9LX7KhrM7us0cPhFhj4Bz0JzyGSHZA/view?usp=sharing,2022-03-17,,244.058,19.552,minor folding,https://drive.google.com/file/d/1WGksjap_VYPjQvYURAGN50KlG5LOALu1/view?usp=sharing,2022-03-17,,,
9,1120,BO_034,7,https://drive.google.com/file/d/1wPZfbiBoKtC9Ukh-BTwp2Rs4zY1GbK7m/view?usp=sharing,2022-03-25,,525.898,29.283,,https://drive.google.com/file/d/1WDMoWB-82D-BBm84e_DcZxPOGDVxtcwU/view?usp=sharing,2022-03-17,,,
9,1120,BO_034,8,,,,,,,,,,,
9,1121,BO_154,1,,,,,,,,,,,
9,1121,BO_154,2,https://drive.google.com/file/d/1E24872l2aYLSlBkysiFwfjhu6d3MQChC/view?usp=sharing,2022-04-01,,368.758,27.073,,https://drive.google.com/file/d/1wNDYc0tlvooWY4TCoL1ZUPxg7AMkbDK4/view?usp=sharing,2022-03-25,,,
9,1122,BO_154,3,https://drive.google.com/file/d/1wKQaxe9-_2NlQ44b1uj8CUPLNhHiNUyE/view?usp=sharing,2022-03-25,2,318.796,23.385,,https://drive.google.com/file/d/1wM7e6wEwSm_QlOMCBSXYTvz4Cm62nJWX/view?usp=sharing,2022-03-25,,,
9,1122,BO_154,4,,,,,,,,,,,
9,1123,BO_154,5,,,,,,,,,,,
9,1123,BO_154,6,,,,,,,,,,,
9,1124,BO_154,7,,,,,,,,,,,
9,1124,BO_154,8,,,,,,,,,,,
9,1125,BO_148,1,https://drive.google.com/file/d/1gR3XYZ9ebN3MhJDmhlJCHZnBhvjoLIPw/view?usp=sharing,2022-04-01,,355.42,24.845,folded,https://drive.google.com/file/d/1OHcr5p7nCTWmQvrSSxj2OoFxEdLfhGmx/view?usp=sharing,2022-03-25,,,
9,1125,BO_148,2,,,,,,,,,,,
9,1126,BO_148,3,,,,,,,,,,,
9,1126,BO_148,4,,,,,,,,,,,
9,1127,BO_148,5,,,,,,,,,,,
9,1127,BO_148,6,,,,,,,,,,,
9,1128,BO_148,7,,,,,,,,,,,
