Sequence,Transect,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,skel_weight_mg,Sym,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,est_fecundity,surv_to_flower,surv_to_fruitprod,prod_closed_fruits,prod_filled_seeds
352,8,37R,G2,HR_168,HR_064,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,2.78,X,1,0,2,4,1,2,2,1,1,1,1
353,8,38L,G1,HR_085,HR_107,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,31.45,-,6,0,8,15,6,1.333333333,8,1,1,1,1
353,8,38R,G2,HR_115,HR_111,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,12.92,X,2,1,0,1,3,0,0,1,1,1,0
354,8,39L,G2,HR_168,HR_064,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,2.9,X,0,1,0,0,1,,,1,1,0,0
354,8,39R,G1,HR_141,HR_044,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,4.24,-,1,1,2,2,2,2,4,1,1,1,1
355,8,40L,G2,HR_095,HR_178,3,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,8.66,X,0,0,0,0,0,,0,0,0,0,0
355,8,40R,G1,HR_139,HR_062,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,4.9,-,0,0,0,0,0,,0,1,0,0,0
356,8,41L,G2,HR_168,HR_101,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,0.7,X,0,0,0,0,0,,0,1,0,0,0
356,8,41R,G2,HR_108,HR_175,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,0.63,X,0,0,0,0,0,,0,1,0,0,0
357,8,42L,G1,HR_139,HR_129,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,,-,0,0,0,0,0,,0,1,0,0,0
357,8,42R,G1,HR_135,HR_152,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,2.62,-,0,0,0,0,0,,0,1,0,0,0
358,8,43L,G1,HR_175,HR_027,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,8.8,-,4,1,4,8,5,1,5,1,1,1,1
358,8,43R,G2,HR_006,HR_146,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,5.65,X,0,0,0,0,0,,0,1,0,0,0
359,8,44L,G2,HR_157,HR_085,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,1.93,X,0,0,0,0,0,,0,1,0,0,0
359,8,44R,G1,HR_135,HR_083,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,4.89,-,0,0,0,0,0,,0,1,0,0,0
360,8,45L,G1,HR_160,HR_033,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,5.21,-,1,0,0,0,1,0,0,1,1,1,0
360,8,45R,G1,HR_064,HR_028,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,15.11,-,2,0,0,0,2,0,0,1,1,1,0
361,9,1L,G1,HR_064,HR_190,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,48.58,-,17,1,48,77,18,2.823529412,50.82352941,1,1,1,1
361,9,1R,G1,HR_095,HR_020,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,14.7,-,7,1,9,12,8,1.285714286,10.28571429,1,1,1,1
362,9,2L,G1,HR_171,HR_001,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,6.56,-,3,3,7,12,6,2.333333333,14,1,1,1,1
362,9,2R,G2,HR_175,HR_196,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,4.86,X,3,0,3,6,3,1,3,1,1,1,1
363,9,3R,G1,HR_064,HR_019,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,45.74,-,18,2,35,58,20,1.944444444,38.88888889,1,1,1,1
364,9,4L,G2,HR_168,HR_148,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,4.83,X,3,0,5,6,3,1.666666667,5,1,1,1,1
364,9,4R,G2,HR_125,HR_086,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,30.25,X,6,3,15,19,9,2.5,22.5,1,1,1,1
365,9,5L,G2,HR_085,HR_035,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,,X,3,0,6,6,3,2,6,1,1,1,1
365,9,5R,G1,HR_110,HR_039,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,1,,,77.32,-,22,0,75,135,22,3.409090909,75,1,1,1,1
366,9,6L,G2,HR_125,HR_034,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,11.7,X,3,1,11,11,4,3.666666667,14.66666667,1,1,1,1
367,9,7L,G1,HR_156,HR_025,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,24.74,-,2,0,0,1,2,0,0,1,1,1,0
367,9,7R,G2,HR_034,HR_080,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,,,,,12.78,X,4,1,20,24,5,5,25,1,1,1,1
368,9,8L,G2,HR_147,HR_021,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,102.15,X,14,3,53,67,17,3.785714286,64.35714286,1,1,1,1
368,9,8R,G1,HR_147,HR_118,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,7.87,-,2,0,0,4,2,0,0,1,1,1,0
369,9,9L,G1,HR_110,HR_032,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,23.76,-,6,0,24,34,6,4,24,1,1,1,1
369,9,9R,G1,HR_155,HR_009,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,44.56,-,11,2,20,21,13,1.818181818,23.63636364,1,1,1,1
370,9,10L,G2,HR_141,HR_015,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,6.58,X,2,0,3,4,2,1.5,3,1,1,1,1
370,9,10R,G2,HR_066,HR_137,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,30.75,X,6,1,12,24,7,2,14,1,1,1,1
371,9,11L,G1,HR_168,HR_064,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,29.28,-,3,0,4,6,3,1.333333333,4,1,1,1,1
371,9,11R,G2,HR_121,HR_105,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,10.51,X,2,2,4,7,4,2,8,1,1,1,1
372,9,12L,G2,HR_148,HR_114,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,7.35,X,2,2,7,11,4,3.5,14,1,1,1,1
373,9,13L,G2,HR_090,HR_053,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,15.54,X,9,0,25,29,9,2.777777778,25,1,1,1,1
373,9,13R,G1,HR_121,HR_139,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,7.43,-,0,1,0,0,1,,,1,1,0,0
374,9,14L,G1,HR_133,HR_161,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,4.65,-,1,2,2,8,3,2,6,1,1,1,1
374,9,14R,G2,HR_200,HR_159,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,9.61,X,1,4,2,2,5,2,10,1,1,1,1
375,9,15L,G2,HR_074,HR_115,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,11.68,X,0,2,0,0,2,,,1,1,0,0
375,9,15R,G2,HR_053,HR_092,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,15.82,X,4,2,7,17,6,1.75,10.5,1,1,1,1
376,9,16L,G2,HR_149,HR_174,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,3.07,X,0,1,0,0,1,,,1,1,0,0
376,9,16R,G2,HR_062,HR_116,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,45.1,X,8,0,8,14,8,1,8,1,1,1,1
377,9,17L,G1,HR_069,HR_133,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,11.41,-,0,6,0,0,6,,,1,1,0,0
377,9,17R,G2,HR_053,HR_038,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-20,,,,11.06,X,3,1,14,17,4,4.666666667,18.66666667,1,1,1,1
378,9,18L,G2,HR_090,HR_103,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,,,,,,X,2,0,4,4,2,2,4,1,1,1,1
378,9,18R,G1,HR_155,HR_121,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,11.16,-,2,2,2,2,4,1,4,1,1,1,1
379,9,19L,G1,HR_180,HR_023,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,,,,,10.07,-,2,0,8,10,2,4,8,1,1,1,1
379,9,19R,G1,HR_147,HR_021,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,4.05,-,1,0,4,4,1,4,4,1,1,1,1
380,9,20L,G1,HR_108,HR_016,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,3.16,-,1,1,0,3,2,0,0,1,1,1,0
380,9,20R,G2,HR_121,HR_141,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,5.24,X,2,1,12,12,3,6,18,1,1,1,1
381,9,21L,G1,HR_175,HR_027,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,6.96,-,6,0,23,31,6,3.833333333,23,1,1,1,1
381,9,21R,G1,HR_125,HR_086,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,10.24,-,2,0,8,8,2,4,8,1,1,1,1
382,9,22L,G1,HR_090,HR_126,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,6.55,-,3,0,10,13,3,3.333333333,10,1,1,1,1
382,9,22R,G2,HR_155,HR_009,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,14.03,X,2,2,5,7,4,2.5,10,1,1,1,1
383,9,23L,G1,HR_196,HR_054,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-20,,,,18.09,-,7,1,16,17,8,2.285714286,18.28571429,1,1,1,1
383,9,23R,G1,HR_139,HR_127,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-20,,,,8.68,-,4,0,10,11,4,2.5,10,1,1,1,1
384,9,24L,G1,HR_115,HR_131,1,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,,-,0,1,0,0,1,,,0,1,0,0
384,9,24R,G2,HR_085,HR_176,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,,1,,,,X,0,2,0,0,2,,,1,1,0,0
385,9,25L,G2,HR_034,HR_112,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,3.65,X,0,3,0,0,3,,,1,1,0,0
385,9,25R,G2,HR_062,HR_136,5,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,1.57,X,0,0,0,0,0,,0,0,0,0,0
386,9,26L,G2,HR_121,HR_141,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,7.16,X,1,0,4,5,1,4,4,1,1,1,1
386,9,26R,G1,HR_147,HR_150,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,2023-04-20,,,,12.85,-,6,0,9,10,6,1.5,9,1,1,1,1
387,9,27L,G1,HR_148,HR_050,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,6.5,-,2,1,4,6,3,2,6,1,1,1,1
387,9,27R,G1,HR_171,HR_057,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-20,,,,15.83,-,8,0,24,35,8,3,24,1,1,1,1
388,9,28L,G1,HR_168,HR_148,3,TRUE,2022-11-10,2022-11-13,2023-05-04,175,172,2023-05-04,0,,,,,,8.17,-,2,0,5,8,2,2.5,5,1,1,1,1
388,9,28R,G2,HR_168,HR_148,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,,,,,7.33,X,2,0,9,9,2,4.5,9,1,1,1,1
389,9,29L,G2,HR_006,HR_162,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,13.61,X,2,5,1,3,7,0.5,3.5,1,1,1,1
389,9,29R,G2,HR_131,HR_046,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,17.2,X,6,0,21,30,6,3.5,21,1,1,1,1
390,9,30L,G2,HR_057,HR_147,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,9.07,X,1,0,0,9,1,0,0,1,1,1,0
390,9,30R,G2,HR_121,HR_141,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,2.54,X,0,0,0,0,0,,0,1,0,0,0
391,9,31L,G1,HR_062,HR_136,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,1.65,-,0,1,0,0,1,,,1,1,0,0
391,9,31R,G1,HR_027,HR_043,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,20.05,-,5,0,9,14,5,1.8,9,1,1,1,1
392,9,32L,G2,HR_110,HR_037,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,15.56,X,4,0,11,17,4,2.75,11,1,1,1,1
392,9,32R,G2,HR_095,HR_020,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,,X,0,0,0,0,0,,0,1,0,0,0
393,9,33L,G2,HR_070,HR_061,4,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,,X,0,0,0,0,0,,0,0,0,0,0
393,9,33R,G2,HR_148,HR_050,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,,X,2,0,4,4,2,2,4,1,1,1,1
394,9,34L,G2,HR_053,HR_169,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,10.13,X,1,2,0,1,3,0,0,1,1,1,0
394,9,34R,G2,HR_059,HR_155,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,16.87,X,0,7,0,0,7,,,1,1,0,0
395,9,35L,G1,HR_164,HR_201,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,6.83,-,1,0,3,5,1,3,3,1,1,1,1
395,9,35R,G1,HR_008,HR_012,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,4.95,-,0,1,0,0,1,,,1,1,0,0
396,9,36R,G1,HR_157,HR_085,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,9.83,-,1,0,0,5,1,0,0,1,1,1,0
397,9,37L,G1,HR_168,HR_064,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,,,,18.47,-,0,7,0,0,7,,,1,1,0,0
398,9,38L,G2,HR_005,HR_180,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,2023-05-17,2023-04-20,5,,,20.23,X,5,2,9,23,7,1.8,12.6,1,1,1,1
398,9,38R,G2,HR_189,HR_051,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,1.75,X,0,2,0,0,2,,,1,1,0,0
399,9,39L,G2,HR_053,HR_092,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,30.08,X,0,14,0,0,14,,,1,1,0,0
399,9,39R,G2,HR_115,HR_131,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,4.7,X,1,0,3,4,1,3,3,1,1,1,1
400,9,40L,G1,HR_164,HR_041,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,4.52,-,1,0,0,0,1,0,0,1,1,1,0
400,9,40R,G2,HR_121,HR_105,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,2023-04-20,,,,5.51,X,0,0,0,0,0,,0,1,0,0,0
401,9,41L,G2,HR_164,HR_201,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,1.75,X,0,1,0,0,1,,,1,1,0,0
401,9,41R,G1,HR_148,HR_109,1,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,2.99,-,0,1,0,0,1,,,0,1,0,0
402,9,42R,G1,HR_135,HR_152,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,2023-05-17,2023-04-20,,,,9.77,-,2,0,4,4,2,2,4,1,1,1,1
403,9,43L,G1,HR_008,HR_058,3,TRUE,2022-11-10,2022-11-13,,,,,,,,,,,4.32,-,0,1,0,0,1,,,0,1,0,0
403,9,43R,G2,HR_053,HR_092,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,,X,0,0,0,0,0,,0,1,0,0,0
404,9,44L,G2,HR_027,HR_043,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,,,,25.12,X,7,0,12,26,7,1.714285714,12,1,1,1,1
404,9,44R,G2,HR_131,HR_113,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,2.01,X,0,1,0,0,1,,,1,1,0,0
405,9,45L,G2,HR_059,HR_166,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,6.11,X,0,3,0,0,3,,,1,1,0,0
405,9,45R,G1,HR_108,HR_177,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,,-,0,0,0,0,0,,0,1,0,0,0
406,9,46R,G1,HR_053,HR_038,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,,,,4.44,-,0,2,0,0,2,,,1,1,0,0
