Sequence,Location,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,FD_08,FD_09,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes,latitude,longitude
159,53,159R,G1,BB_057,BB_146,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06964
159,53,159R,G1,BB_057,BB_146,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06964
160,54,160L,G1,BB_073,BB_064,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06971
160,54,160L,G1,BB_073,BB_064,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06971
160,54,160L,G1,BB_073,BB_064,3,FALSE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-04-27,70,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,,38.31435,-123.06971
160,54,160L,G1,BB_073,BB_064,4,FALSE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-04-27,70,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,,38.31435,-123.06971
160,54,160L,G1,BB_073,BB_064,5,TRUE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-04-27,70,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-02,,,,11-May,,38.31435,-123.06971
160,54,160R,G2,BB_167,BB_114,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06971
160,54,160R,G2,BB_167,BB_114,2,FALSE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-03-16,0,,,2023-03-16,,,,,,,,,,,,,,38.31435,-123.06971
160,54,160R,G2,BB_167,BB_114,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06971
160,54,160R,G2,BB_167,BB_114,4,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-05-11,70,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,2023-05-11,,,,2023-03-02,3,,,25-May,,38.31435,-123.06971
160,54,160R,G2,BB_167,BB_114,5,FALSE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-04-27,70,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,,38.31435,-123.06971
161,54,161L,G2,BB_197,BB_060,1,FALSE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-27,56,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,,38.31435,-123.06971
161,54,161L,G2,BB_197,BB_060,2,TRUE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-05-11,84,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-03-02,2,,,25-May,,38.31435,-123.06971
161,54,161L,G2,BB_197,BB_060,3,FALSE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-27,56,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,,38.31435,-123.06971
161,54,161L,G2,BB_197,BB_060,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06971
161,54,161L,G2,BB_197,BB_060,5,FALSE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-05-11,84,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,2023-02-16,1,,,,,38.31435,-123.06971
161,54,161R,G1,BB_141,BB_037,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06971
161,54,161R,G1,BB_141,BB_037,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06971
161,54,161R,G1,BB_141,BB_037,3,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-03-02,0,,2023-03-02,,,,,,,,,,,,,,"no plant, no skel 6/21",38.31435,-123.06971
161,54,161R,G1,BB_141,BB_037,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06971
161,54,161R,G1,BB_141,BB_037,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06971
162,54,162L,G1,BB_202,BB_101,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06971
162,54,162L,G1,BB_202,BB_101,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06971
162,54,162L,G1,BB_202,BB_101,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06971
162,54,162L,G1,BB_202,BB_101,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06971
162,54,162L,G1,BB_202,BB_101,5,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-03-29,27,,2023-03-02,,2023-03-29,,,,,,,2023-03-02,,,,,not our plant,38.31435,-123.06971
162,54,162R,G1,BB_130,BB_048,1,FALSE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-04-27,70,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,,38.31435,-123.06971
162,54,162R,G1,BB_130,BB_048,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06971
162,54,162R,G1,BB_130,BB_048,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31435,-123.06971
162,54,162R,G1,BB_130,BB_048,4,TRUE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-05-11,84,2023-02-16,2023-03-02,2023-03-16,2023-03-29,,,2023-05-11,,,,2023-02-16,1,,,25-May,,38.31435,-123.06971
162,54,162R,G1,BB_130,BB_048,5,FALSE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-13,42,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,2023-05-11,,,,,,,38.31435,-123.06971
163,55,163L,G1,BB_197,BB_211,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
163,55,163L,G1,BB_197,BB_211,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
163,55,163L,G1,BB_197,BB_211,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,2023-05-11,,,,,,had a fruit so we assumed it had flowered,38.3144,-123.06969
163,55,163L,G1,BB_197,BB_211,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
163,55,163L,G1,BB_197,BB_211,5,TRUE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-05-11,84,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-02-16,7,,,8-Jun,,38.3144,-123.06969
163,55,163R,G1,BB_167,BB_114,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
163,55,163R,G1,BB_167,BB_114,2,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-13,15,,,,2023-03-29,2023-04-13,,,,,,2023-04-13,,,,25-May,,38.3144,-123.06969
163,55,163R,G1,BB_167,BB_114,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
163,55,163R,G1,BB_167,BB_114,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
163,55,163R,G1,BB_167,BB_114,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
164,55,164L,G2,BB_051,BB_143,1,FALSE,2022-10-03,2022-10-06,2023-04-13,192,189,2023-04-26,13,,,,,2023-04-13,2023-04-26,,,,2023-05-11,,,,,,,38.3144,-123.06969
164,55,164L,G2,BB_051,BB_143,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
164,55,164L,G2,BB_051,BB_143,3,FALSE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-04-26,41,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,,38.3144,-123.06969
164,55,164L,G2,BB_051,BB_143,4,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-04-26,41,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-16,,,,25-May,,38.3144,-123.06969
164,55,164L,G2,BB_051,BB_143,5,FALSE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-13,15,,,,2023-03-29,2023-04-13,,,,,,,,,,,,38.3144,-123.06969
164,55,164R,G1,BB_075,BB_079,1,FALSE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-13,15,,,,2023-03-29,2023-04-13,,,,,2023-05-11,,,,,,,38.3144,-123.06969
164,55,164R,G1,BB_075,BB_079,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
164,55,164R,G1,BB_075,BB_079,3,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-04-26,41,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-03-16,,,,8-Jun,,38.3144,-123.06969
164,55,164R,G1,BB_075,BB_079,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
164,55,164R,G1,BB_075,BB_079,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
165,55,165L,G1,BB_005,BB_166,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
165,55,165L,G1,BB_005,BB_166,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
165,55,165L,G1,BB_005,BB_166,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
165,55,165L,G1,BB_005,BB_166,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
165,55,165L,G1,BB_005,BB_166,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
165,55,165R,G1,BB_073,BB_092,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
165,55,165R,G1,BB_073,BB_092,2,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-13,15,,,,2023-03-29,2023-04-13,,,,,,,,,,25-May,,38.3144,-123.06969
165,55,165R,G1,BB_073,BB_092,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,2023-03-29,,,,,"fitness marked as 3, mistaken for plant 2, switched on data sheet 5 /11",38.3144,-123.06969
165,55,165R,G1,BB_073,BB_092,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
165,55,165R,G1,BB_073,BB_092,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3144,-123.06969
166,56,166L,G1,BB_001,BB_074,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31441,-123.06973
166,56,166L,G1,BB_001,BB_074,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31441,-123.06973
166,56,166L,G1,BB_001,BB_074,3,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-03-16,0,,,2023-03-16,,,,,,,,2023-03-16,,,,,,38.31441,-123.06973
166,56,166L,G1,BB_001,BB_074,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31441,-123.06973
166,56,166L,G1,BB_001,BB_074,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31441,-123.06973
166,56,166R,G1,BB_182,BB_103,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31441,-123.06973
166,56,166R,G1,BB_182,BB_103,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31441,-123.06973
166,56,166R,G1,BB_182,BB_103,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31441,-123.06973
166,56,166R,G1,BB_182,BB_103,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31441,-123.06973
166,56,166R,G1,BB_182,BB_103,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31441,-123.06973
167,56,167L,G2,BB_047,BB_131,1,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-27,56,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-03-02,,,,25-May,,38.31441,-123.06973
167,56,167L,G2,BB_047,BB_131,2,FALSE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-27,56,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,,38.31441,-123.06973
167,56,167L,G2,BB_047,BB_131,3,FALSE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-27,56,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,,38.31441,-123.06973
167,56,167L,G2,BB_047,BB_131,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31441,-123.06973
167,56,167L,G2,BB_047,BB_131,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31441,-123.06973
167,56,167R,G1,BB_176,BB_059,1,FALSE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-05-11,70,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,2,,,,,38.31441,-123.06973
167,56,167R,G1,BB_176,BB_059,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31441,-123.06973
167,56,167R,G1,BB_176,BB_059,3,TRUE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-05-11,84,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-02-16,1,,,25-May,,38.31441,-123.06973
167,56,167R,G1,BB_176,BB_059,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31441,-123.06973
167,56,167R,G1,BB_176,BB_059,5,FALSE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-05-11,84,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-02-16,1,,,,,38.31441,-123.06973
168,56,168L,G1,BB_028,BB_109,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31441,-123.06973
168,56,168L,G1,BB_028,BB_109,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31441,-123.06973
168,56,168L,G1,BB_028,BB_109,3,TRUE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-04-27,70,2023-02-16,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-16,,,,25-May,,38.31441,-123.06973
168,56,168L,G1,BB_028,BB_109,4,FALSE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-03-29,13,,,2023-03-16,2023-03-29,,,,,,,,,,,,,38.31441,-123.06973
168,56,168L,G1,BB_028,BB_109,5,FALSE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-04-27,70,2023-02-16,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,2023-05-11,,,,,,,38.31441,-123.06973
168,56,168R,G1,BB_144,BB_030,1,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-27,56,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,11-May,,38.31441,-123.06973
168,56,168R,G1,BB_144,BB_030,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31441,-123.06973
168,56,168R,G1,BB_144,BB_030,3,FALSE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-04-27,70,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,,,,,,,38.31441,-123.06973
168,56,168R,G1,BB_144,BB_030,4,FALSE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-05-11,84,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,2023-05-11,,,,,1,,,,,38.31441,-123.06973
168,56,168R,G1,BB_144,BB_030,5,FALSE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-05-11,84,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,2023-02-16,,,,,,38.31441,-123.06973
169,57,169L,G2,BB_182,BB_103,1,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-04-13,28,,,2023-03-16,2023-03-29,2023-04-13,,,,,,2023-03-29,,,,8-Jun,,38.31439,-123.06978
169,57,169L,G2,BB_182,BB_103,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31439,-123.06978
169,57,169L,G2,BB_182,BB_103,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31439,-123.06978
169,57,169L,G2,BB_182,BB_103,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31439,-123.06978
169,57,169L,G2,BB_182,BB_103,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31439,-123.06978
169,57,169R,G2,BB_177,BB_117,1,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-05-25,70,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,2023-05-25,,,2023-04-13,1,2,,8-Jun,,38.31439,-123.06978
169,57,169R,G2,BB_177,BB_117,2,FALSE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-11,43,,,,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,,,,,,,38.31439,-123.06978
169,57,169R,G2,BB_177,BB_117,3,FALSE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-03-16,0,,,2023-03-16,,,,,,,,,,,,,"3 was fitness, moved to 1 because 3 was gone",38.31439,-123.06978
169,57,169R,G2,BB_177,BB_117,4,FALSE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-03-29,0,,,,2023-03-29,,,,,,,,,,,,,38.31439,-123.06978
169,57,169R,G2,BB_177,BB_117,5,FALSE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-26,55,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,2023-03-02,,,,,,38.31439,-123.06978
170,57,170L,G1,BB_177,BB_117,1,FALSE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-04-26,69,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,2023-05-11,2023-03-02,,,,,,38.31439,-123.06978
170,57,170L,G1,BB_177,BB_117,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31439,-123.06978
170,57,170L,G1,BB_177,BB_117,3,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-26,55,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,2023-04-13,,,,,"No plant 6/8, no skeleton",38.31439,-123.06978
170,57,170L,G1,BB_177,BB_117,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31439,-123.06978
170,57,170L,G1,BB_177,BB_117,5,FALSE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-26,28,,,,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,,38.31439,-123.06978
170,57,170R,G2,BB_169,BB_076,1,FALSE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-03-16,14,,2023-03-02,2023-03-16,,,,,,,,2023-03-02,,,,,,38.31439,-123.06978
170,57,170R,G2,BB_169,BB_076,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31439,-123.06978
170,57,170R,G2,BB_169,BB_076,3,FALSE,2022-10-03,2022-10-06,2023-05-11,220,217,2023-05-11,0,,,,,,,2023-05-11,,,2023-05-11,,,,,,,38.31439,-123.06978
170,57,170R,G2,BB_169,BB_076,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31439,-123.06978
170,57,170R,G2,BB_169,BB_076,5,TRUE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-13,42,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,,,,,,2023-03-16,,,,11-May,,38.31439,-123.06978
171,57,171L,G1,BB_051,BB_118,1,FALSE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-04-26,55,,2023-03-02,2023-03-16,,,2023-04-26,,,,,2023-03-02,,,,,sterile male,38.31439,-123.06978
171,57,171L,G1,BB_051,BB_118,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31439,-123.06978
171,57,171L,G1,BB_051,BB_118,3,TRUE,2022-10-03,2022-10-06,2023-04-13,192,189,2023-04-26,13,,,,,2023-04-13,2023-04-26,,,,,2023-04-13,,,,11-May,,38.31439,-123.06978
171,57,171L,G1,BB_051,BB_118,4,FALSE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-04-26,41,,,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,,38.31439,-123.06978
171,57,171L,G1,BB_051,BB_118,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31439,-123.06978
171,57,171R,G1,BB_144,BB_030,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31439,-123.06978
171,57,171R,G1,BB_144,BB_030,2,FALSE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-04-26,69,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,,38.31439,-123.06978
171,57,171R,G1,BB_144,BB_030,3,FALSE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-05-11,84,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,2023-05-11,,1,,,,,38.31439,-123.06978
171,57,171R,G1,BB_144,BB_030,4,TRUE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-05-11,84,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,2023-05-11,,,,2023-02-16,1,,,8-Jun,,38.31439,-123.06978
171,57,171R,G1,BB_144,BB_030,5,FALSE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-04-26,69,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-26,,,,,,,,,,,38.31439,-123.06978
172,58,172L,G1,BB_197,BB_211,1,FALSE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-04-13,28,,,2023-03-16,,2023-04-13,,,,,,,,,,,,38.31446,-123.06974
172,58,172L,G1,BB_197,BB_211,2,FALSE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-05-11,70,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,1,,,,,38.31446,-123.06974
172,58,172L,G1,BB_197,BB_211,3,FALSE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-04-27,70,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-16,,,,,,38.31446,-123.06974
172,58,172L,G1,BB_197,BB_211,4,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-05-11,56,,,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,,2023-04-13,1,,,8-Jun,,38.31446,-123.06974
172,58,172L,G1,BB_197,BB_211,5,FALSE,2022-10-03,2022-10-06,2023-04-27,206,203,2023-04-27,0,,,,,,2023-04-27,,,,,,,,,,,38.31446,-123.06974
172,58,172R,G1,BB_011,BB_056,1,TRUE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-04-27,70,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-16,,,,25-May,,38.31446,-123.06974
172,58,172R,G1,BB_011,BB_056,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31446,-123.06974
172,58,172R,G1,BB_011,BB_056,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31446,-123.06974
172,58,172R,G1,BB_011,BB_056,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31446,-123.06974
172,58,172R,G1,BB_011,BB_056,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31446,-123.06974
173,58,173L,G1,BB_142,BB_093,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31446,-123.06974
173,58,173L,G1,BB_142,BB_093,2,TRUE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-03-29,13,,,2023-03-16,2023-03-29,,,,,,,,,,,25-May,,38.31446,-123.06974
173,58,173L,G1,BB_142,BB_093,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31446,-123.06974
173,58,173L,G1,BB_142,BB_093,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31446,-123.06974
173,58,173L,G1,BB_142,BB_093,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31446,-123.06974
173,58,173R,G2,BB_055,BB_145,1,FALSE,2022-10-03,2022-10-06,2023-03-02,150,147,2023-05-11,70,,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,2023-05-11,,,2023-05-11,,,,,,,38.31446,-123.06974
173,58,173R,G2,BB_055,BB_145,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31446,-123.06974
173,58,173R,G2,BB_055,BB_145,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31446,-123.06974
173,58,173R,G2,BB_055,BB_145,4,TRUE,2022-10-03,2022-10-06,2023-02-16,136,133,2023-04-27,70,2023-02-16,2023-03-02,2023-03-16,2023-03-29,2023-04-13,2023-04-27,,,,,2023-02-16,,,,25-May,,38.31446,-123.06974
173,58,173R,G2,BB_055,BB_145,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31446,-123.06974
174,58,174L,G2,BB_198,BB_045,1,FALSE,2022-10-03,2022-10-06,2023-03-16,164,161,2023-03-16,0,,,2023-03-16,,,,,,,2023-05-11,,,,,,,38.31446,-123.06974
174,58,174L,G2,BB_198,BB_045,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31446,-123.06974
174,58,174L,G2,BB_198,BB_045,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31446,-123.06974
