Sequence,Location,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,FD_01,FD_02,FD_03,FD_04,FD_05,FD_06,FD_07,FD_08,FD_09,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes,latitude,longitude
43,15,43R,G1,BB_202,BB_101,1,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-03-29,0,,,,2023-03-29,,,,,,,,,,,,4/29 dead,38.3149,-123.06934
43,15,43R,G1,BB_202,BB_101,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3149,-123.06934
43,15,43R,G1,BB_202,BB_101,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3149,-123.06934
43,15,43R,G1,BB_202,BB_101,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3149,-123.06934
43,15,43R,G1,BB_202,BB_101,5,FALSE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,,2023-03-01,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,2023-05-10,2023-03-01,2,,,,,38.3149,-123.06934
44,15,44L,G1,BB_162,BB_154,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3149,-123.06934
44,15,44L,G1,BB_162,BB_154,2,FALSE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,,,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,2023-05-10,,1,,,,,38.3149,-123.06934
44,15,44L,G1,BB_162,BB_154,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3149,-123.06934
44,15,44L,G1,BB_162,BB_154,4,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-05-10,42,,,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-04-26,4,,,"6/7, 6/21",,38.3149,-123.06934
44,15,44L,G1,BB_162,BB_154,5,FALSE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-03-29,28,,2023-03-01,2023-03-15,2023-03-29,,,,,,,2023-03-01,,,,,,38.3149,-123.06934
44,15,44R,G1,BB_057,BB_200,1,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-02-15,2023-03-01,,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-02-15,,,,7-Jun,,38.3149,-123.06934
44,15,44R,G1,BB_057,BB_200,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3149,-123.06934
44,15,44R,G1,BB_057,BB_200,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3149,-123.06934
44,15,44R,G1,BB_057,BB_200,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3149,-123.06934
44,15,44R,G1,BB_057,BB_200,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3149,-123.06934
45,15,45L,G2,BB_171,BB_157,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3149,-123.06934
45,15,45L,G2,BB_171,BB_157,2,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-26,56,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,2023-03-01,,,,25-May,,38.3149,-123.06934
45,15,45L,G2,BB_171,BB_157,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3149,-123.06934
45,15,45L,G2,BB_171,BB_157,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3149,-123.06934
45,15,45L,G2,BB_171,BB_157,5,FALSE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-26,28,,,,2023-03-29,2023-04-12,2023-04-26,,,,,,,,,,,38.3149,-123.06934
45,15,45R,G2,BB_182,BB_103,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3149,-123.06934
45,15,45R,G2,BB_182,BB_103,2,TRUE,2022-10-03,2022-10-06,2023-04-12,191,188,2023-04-26,14,,,,,2023-04-12,2023-04-26,,,,,2023-04-26,,,,25-May,try to retake,38.3149,-123.06934
45,15,45R,G2,BB_182,BB_103,3,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-03-29,42,2023-02-15,2023-03-01,2023-03-15,2023-03-29,,,,,,,2023-02-15,,,,,,38.3149,-123.06934
45,15,45R,G2,BB_182,BB_103,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3149,-123.06934
45,15,45R,G2,BB_182,BB_103,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3149,-123.06934
46,16,46L,G1,BB_047,BB_071,1,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,,,,,25-May,,38.31488,-123.06934
46,16,46L,G1,BB_047,BB_071,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31488,-123.06934
46,16,46L,G1,BB_047,BB_071,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31488,-123.06934
46,16,46L,G1,BB_047,BB_071,4,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-12,56,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,,,,,,2023-02-15,,,,,,38.31488,-123.06934
46,16,46L,G1,BB_047,BB_071,5,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,2023-05-10,,,,,,,38.31488,-123.06934
46,16,46R,G1,BB_177,BB_117,1,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,2023-05-10,2023-02-15,,,,,,38.31488,-123.06934
46,16,46R,G1,BB_177,BB_117,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31488,-123.06934
46,16,46R,G1,BB_177,BB_117,3,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,2023-03-01,1,,,8-Jun,,38.31488,-123.06934
46,16,46R,G1,BB_177,BB_117,4,FALSE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-27,57,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,,,,,,,38.31488,-123.06934
46,16,46R,G1,BB_177,BB_117,5,FALSE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-27,43,,,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,,,,,,,38.31488,-123.06934
47,16,47L,G1,BB_142,BB_093,1,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-02-15,,,2023-03-29,2023-04-12,2023-04-27,,,,,,,,,,,38.31488,-123.06934
47,16,47L,G1,BB_142,BB_093,2,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-12,28,,,2023-03-15,2023-03-29,2023-04-12,,,,,,,,,,,Gophered,38.31488,-123.06934
47,16,47L,G1,BB_142,BB_093,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31488,-123.06934
47,16,47L,G1,BB_142,BB_093,4,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,2023-05-10,2023-02-15,2,,,,,38.31488,-123.06934
47,16,47L,G1,BB_142,BB_093,5,FALSE,2022-10-03,2022-10-06,2023-04-12,191,188,2023-04-27,15,,,,,2023-04-12,2023-04-27,,,,,,,,,,,38.31488,-123.06934
47,16,47R,G1,BB_107,BB_123,1,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-12,56,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,,,,,2023-05-10,2023-02-15,,,,,,38.31488,-123.06934
47,16,47R,G1,BB_107,BB_123,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31488,-123.06934
47,16,47R,G1,BB_107,BB_123,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31488,-123.06934
47,16,47R,G1,BB_107,BB_123,4,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-27,57,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-03-01,,,,8-Jun,,38.31488,-123.06934
47,16,47R,G1,BB_107,BB_123,5,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-12,56,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,,,,,,,,,,,,38.31488,-123.06934
48,16,48L,G1,BB_055,BB_119,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31488,-123.06934
48,16,48L,G1,BB_055,BB_119,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31488,-123.06934
48,16,48L,G1,BB_055,BB_119,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31488,-123.06934
48,16,48L,G1,BB_055,BB_119,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31488,-123.06934
48,16,48L,G1,BB_055,BB_119,5,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,,2023-02-15,,,,8-Jun,,38.31488,-123.06934
48,16,48R,G1,BB_073,BB_064,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31488,-123.06934
48,16,48R,G1,BB_073,BB_064,2,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,2023-05-10,,,2023-05-10,,,,,,,38.31488,-123.06934
48,16,48R,G1,BB_073,BB_064,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31488,-123.06934
48,16,48R,G1,BB_073,BB_064,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31488,-123.06934
48,16,48R,G1,BB_073,BB_064,5,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-03-01,,,,8-Jun,,38.31488,-123.06934
49,17,49L,G1,BB_217,BB_205A,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
49,17,49L,G1,BB_217,BB_205A,2,FALSE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,2023-05-10,,2,,,,,38.31486,-123.06934
49,17,49L,G1,BB_217,BB_205A,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
49,17,49L,G1,BB_217,BB_205A,4,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,,,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,2023-03-15,,,,7-Jun,,38.31486,-123.06934
49,17,49L,G1,BB_217,BB_205A,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
49,17,49R,G2,BB_169,BB_076,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
49,17,49R,G2,BB_169,BB_076,2,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-26,56,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,2023-03-15,,,,7-Jun,,38.31486,-123.06934
49,17,49R,G2,BB_169,BB_076,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
49,17,49R,G2,BB_169,BB_076,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
49,17,49R,G2,BB_169,BB_076,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
50,17,50L,G1,BB_107,BB_151,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
50,17,50L,G1,BB_107,BB_151,2,FALSE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,,,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,,,,,,,38.31486,-123.06934
50,17,50L,G1,BB_107,BB_151,3,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-26,70,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,2023-05-10,2023-02-15,,,,,,38.31486,-123.06934
50,17,50L,G1,BB_107,BB_151,4,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-26,70,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,2023-02-15,,,,,No plant,38.31486,-123.06934
50,17,50L,G1,BB_107,BB_151,5,FALSE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-03-29,14,,,2023-03-15,2023-03-29,,,,,,,,,,,,,38.31486,-123.06934
50,17,50R,G2,BB_130,BB_120,1,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-03-01,1,,,25-May,,38.31486,-123.06934
50,17,50R,G2,BB_130,BB_120,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
50,17,50R,G2,BB_130,BB_120,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
50,17,50R,G2,BB_130,BB_120,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
50,17,50R,G2,BB_130,BB_120,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
51,17,51L,G1,BB_066,BB_052,1,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-26,42,,,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,2023-03-15,,,,25-May,,38.31486,-123.06934
51,17,51L,G1,BB_066,BB_052,2,FALSE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-03-01,0,,2023-03-01,,,,,,,,,,,,,,,38.31486,-123.06934
51,17,51L,G1,BB_066,BB_052,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
51,17,51L,G1,BB_066,BB_052,4,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-26,70,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,2023-05-10,2023-02-15,,,,,,38.31486,-123.06934
51,17,51L,G1,BB_066,BB_052,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
51,17,51R,G1,BB_194,BB_159,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
51,17,51R,G1,BB_194,BB_159,2,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-03-15,1,,,25-May,,38.31486,-123.06934
51,17,51R,G1,BB_194,BB_159,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
51,17,51R,G1,BB_194,BB_159,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
51,17,51R,G1,BB_194,BB_159,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31486,-123.06934
52,18,52L,G1,BB_188,BB_171,1,FALSE,2022-10-03,2022-10-06,2023-04-27,206,203,2023-04-27,0,,,,,,2023-04-27,,,,,,,,,,,38.31483,-123.06932
52,18,52L,G1,BB_188,BB_171,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31483,-123.06932
52,18,52L,G1,BB_188,BB_171,3,TRUE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-12,14,,,,2023-03-29,2023-04-12,,,,,,2023-03-29,,,,25-May,,38.31483,-123.06932
52,18,52L,G1,BB_188,BB_171,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31483,-123.06932
52,18,52L,G1,BB_188,BB_171,5,FALSE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-27,57,,2023-03-01,,2023-03-29,2023-04-12,2023-04-27,,,,2023-05-10,,,,,,,38.31483,-123.06932
52,18,52R,G1,BB_100,BB_031,1,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-27,57,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-03-01,,,,,,38.31483,-123.06932
52,18,52R,G1,BB_100,BB_031,2,FALSE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-03-01,0,,2023-03-01,,,,,,,,,,,,,,,38.31483,-123.06932
52,18,52R,G1,BB_100,BB_031,3,FALSE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-27,57,,2023-03-01,,2023-03-29,2023-04-12,2023-04-27,,,,,,,,,,,38.31483,-123.06932
52,18,52R,G1,BB_100,BB_031,4,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-12,56,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,,,,,,2023-02-15,,,,,,38.31483,-123.06932
52,18,52R,G1,BB_100,BB_031,5,FALSE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-12,14,,,,2023-03-29,2023-04-12,,,,,,,,,,,,38.31483,-123.06932
53,18,53L,G1,BB_051,BB_118,1,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-05-10,70,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,,2023-05-10,,,,2023-03-01,,,,,plant tone,38.31483,-123.06932
53,18,53L,G1,BB_051,BB_118,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31483,-123.06932
53,18,53L,G1,BB_051,BB_118,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31483,-123.06932
53,18,53L,G1,BB_051,BB_118,4,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-02-15,,,,,,38.31483,-123.06932
53,18,53L,G1,BB_051,BB_118,5,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-02-15,,,,,,38.31483,-123.06932
53,18,53R,G2,BB_141,BB_037,1,FALSE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-03-29,14,,,2023-03-15,2023-03-29,,,,,,,,,,,,,38.31483,-123.06932
53,18,53R,G2,BB_141,BB_037,2,FALSE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-27,29,,,,2023-03-29,2023-04-12,2023-04-27,,,,,,,,,,,38.31483,-123.06932
53,18,53R,G2,BB_141,BB_037,3,TRUE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-12,28,,,2023-03-15,2023-03-29,2023-04-12,,,,,,2023-03-15,,,,,plant gone,38.31483,-123.06932
53,18,53R,G2,BB_141,BB_037,4,FALSE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-03-29,0,,,,2023-03-29,,,,,,,,,,,,,38.31483,-123.06932
53,18,53R,G2,BB_141,BB_037,5,FALSE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-27,57,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-03-01,,,,,,38.31483,-123.06932
54,18,54L,G2,BB_055,BB_145,1,FALSE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-12,28,,,2023-03-15,2023-03-29,2023-04-12,,,,,2023-05-10,,,,,,,38.31483,-123.06932
54,18,54L,G2,BB_055,BB_145,2,FALSE,2022-10-03,2022-10-06,2023-03-29,177,174,2023-04-12,14,,,,2023-03-29,2023-04-12,,,,,,,,,,,,38.31483,-123.06932
54,18,54L,G2,BB_055,BB_145,3,FALSE,2022-10-03,2022-10-06,2023-03-15,163,160,2023-04-12,28,,,2023-03-15,2023-03-29,2023-04-12,,,,,,,,,,,,38.31483,-123.06932
54,18,54L,G2,BB_055,BB_145,4,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,,2023-02-15,,,,7-Jun,,38.31483,-123.06932
54,18,54L,G2,BB_055,BB_145,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31483,-123.06932
54,18,54R,G1,BB_001,BB_074,1,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-03-29,42,2023-02-15,2023-03-01,2023-03-15,2023-03-29,,,,,,,,,,,,,38.31483,-123.06932
54,18,54R,G1,BB_001,BB_074,2,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-02-15,,2023-03-15,2023-03-29,,2023-04-27,,,,,,,,,21-Jun,,38.31483,-123.06932
54,18,54R,G1,BB_001,BB_074,3,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-27,71,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-27,,,,2023-05-10,2023-02-15,,,,,,38.31483,-123.06932
54,18,54R,G1,BB_001,BB_074,4,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-12,56,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,,,,,,2023-03-15,,,,,Gophered,38.31483,-123.06932
54,18,54R,G1,BB_001,BB_074,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.31483,-123.06932
55,19,55L,G1,BB_108,BB_097,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
55,19,55L,G1,BB_108,BB_097,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
55,19,55L,G1,BB_108,BB_097,3,TRUE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-26,56,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,2023-03-15,,,,25-May,,38.3148,-123.06935
55,19,55L,G1,BB_108,BB_097,4,FALSE,2022-10-03,2022-10-06,2023-03-01,149,146,2023-04-26,56,,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,,2023-03-01,,,,,,38.3148,-123.06935
55,19,55L,G1,BB_108,BB_097,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
55,19,55R,G2,BB_202,BB_018,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
55,19,55R,G2,BB_202,BB_018,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
55,19,55R,G2,BB_202,BB_018,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
55,19,55R,G2,BB_202,BB_018,4,TRUE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-05-10,84,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,2023-05-10,,,,2023-02-15,2,,,7-Jun,,38.3148,-123.06935
55,19,55R,G2,BB_202,BB_018,5,FALSE,2022-10-03,2022-10-06,2023-02-15,135,132,2023-04-26,70,2023-02-15,2023-03-01,2023-03-15,2023-03-29,2023-04-12,2023-04-26,,,,2023-05-10,2023-02-15,,,,,,38.3148,-123.06935
56,19,56L,G1,BB_075,BB_079,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
56,19,56L,G1,BB_075,BB_079,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
56,19,56L,G1,BB_075,BB_079,3,TRUE,2022-10-03,2022-10-06,2023-04-26,205,202,2023-04-26,0,,,,,,2023-04-26,,,,,2023-04-26,,,,7-Jun,,38.3148,-123.06935
56,19,56L,G1,BB_075,BB_079,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
56,19,56L,G1,BB_075,BB_079,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
56,19,56R,G1,BB_171,BB_157,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
56,19,56R,G1,BB_171,BB_157,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
56,19,56R,G1,BB_171,BB_157,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
56,19,56R,G1,BB_171,BB_157,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
56,19,56R,G1,BB_171,BB_157,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
57,19,57L,G2,BB_057,BB_200,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
57,19,57L,G2,BB_057,BB_200,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
57,19,57L,G2,BB_057,BB_200,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
57,19,57L,G2,BB_057,BB_200,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
57,19,57L,G2,BB_057,BB_200,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
57,19,57R,G2,BB_028,BB_083,1,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
57,19,57R,G2,BB_028,BB_083,2,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
57,19,57R,G2,BB_028,BB_083,3,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
57,19,57R,G2,BB_028,BB_083,4,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
57,19,57R,G2,BB_028,BB_083,5,FALSE,2022-10-03,2022-10-06,,,,,,,,,,,,,,,,,,,,,,38.3148,-123.06935
