Sequence,Transect,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FD_01,FD_02,FD_03,FD_04,FD_05,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
226,7,12L,G1,AC_064,AC_017,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
226,7,12L,G1,AC_064,AC_017,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
226,7,12L,G1,AC_064,AC_017,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
226,7,12R,G2,AC_068,AC_056,1,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,3,,,2023-06-09,
226,7,12R,G2,AC_068,AC_056,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
226,7,12R,G2,AC_068,AC_056,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
226,7,12R,G2,AC_068,AC_056,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
226,7,12R,G2,AC_068,AC_056,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
227,7,13L,G2,AC_094,AC_216,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
227,7,13L,G2,AC_094,AC_216,2,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,2023-05-26,,2023-04-28,193,189,2023-05-26,28,,2023-04-28,3,1,,2023-06-09,
227,7,13L,G2,AC_094,AC_216,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
227,7,13L,G2,AC_094,AC_216,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
227,7,13L,G2,AC_094,AC_216,5,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
227,7,13R,G2,AC_097,AC_054,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
227,7,13R,G2,AC_097,AC_054,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
227,7,13R,G2,AC_097,AC_054,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
227,7,13R,G2,AC_097,AC_054,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
227,7,13R,G2,AC_097,AC_054,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
228,7,14L,G1,AC_186,AC_048,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
228,7,14L,G1,AC_186,AC_048,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
228,7,14L,G1,AC_186,AC_048,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
228,7,14L,G1,AC_186,AC_048,4,TRUE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,2023-04-28,,,,2023-05-26,
228,7,14L,G1,AC_186,AC_048,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
228,7,14R,G2,AC_091,AC_189,1,TRUE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,2023-05-26,
228,7,14R,G2,AC_091,AC_189,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
228,7,14R,G2,AC_091,AC_189,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
228,7,14R,G2,AC_091,AC_189,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
228,7,14R,G2,AC_091,AC_189,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
229,7,15L,G2,AC_161,AC_088,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
229,7,15L,G2,AC_161,AC_088,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
229,7,15L,G2,AC_161,AC_088,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
229,7,15L,G2,AC_161,AC_088,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
229,7,15L,G2,AC_161,AC_088,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
229,7,15R,G2,AC_002,AC_122,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
229,7,15R,G2,AC_002,AC_122,2,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,3,,,2023-06-09,
229,7,15R,G2,AC_002,AC_122,3,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,2023-05-26,,2023-04-28,193,189,2023-05-26,28,,,,,,,
229,7,15R,G2,AC_002,AC_122,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
229,7,15R,G2,AC_002,AC_122,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
230,7,16L,G2,AC_094,AC_217,1,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,2023-06-09,
230,7,16L,G2,AC_094,AC_217,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
230,7,16L,G2,AC_094,AC_217,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
230,7,16L,G2,AC_094,AC_217,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
230,7,16L,G2,AC_094,AC_217,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
230,7,16R,G2,AC_198,AC_072,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
230,7,16R,G2,AC_198,AC_072,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
230,7,16R,G2,AC_198,AC_072,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
230,7,16R,G2,AC_198,AC_072,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
230,7,16R,G2,AC_198,AC_072,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
231,7,17L,G1,AC_094,AC_217,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
231,7,17L,G1,AC_094,AC_217,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
231,7,17L,G1,AC_094,AC_217,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
231,7,17L,G1,AC_094,AC_217,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
231,7,17L,G1,AC_094,AC_217,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
231,7,17R,G1,AC_198,AC_066,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
231,7,17R,G1,AC_198,AC_066,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
231,7,17R,G1,AC_198,AC_066,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
231,7,17R,G1,AC_198,AC_066,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
231,7,17R,G1,AC_198,AC_066,5,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,2023-06-09,
232,7,18L,G1,AC_008,AC_092,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
232,7,18L,G1,AC_008,AC_092,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
232,7,18L,G1,AC_008,AC_092,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
232,7,18L,G1,AC_008,AC_092,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
232,7,18L,G1,AC_008,AC_092,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
232,7,18R,G2,AC_168,AC_159,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
232,7,18R,G2,AC_168,AC_159,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
232,7,18R,G2,AC_168,AC_159,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
232,7,18R,G2,AC_168,AC_159,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
232,7,18R,G2,AC_168,AC_159,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
233,7,19L,G2,AC_186,AC_153,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
233,7,19L,G2,AC_186,AC_153,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
233,7,19L,G2,AC_186,AC_153,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
233,7,19L,G2,AC_186,AC_153,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
233,7,19L,G2,AC_186,AC_153,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
233,7,19R,G2,AC_054,AC_155,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
233,7,19R,G2,AC_054,AC_155,2,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,2023-06-09,
233,7,19R,G2,AC_054,AC_155,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
233,7,19R,G2,AC_054,AC_155,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
233,7,19R,G2,AC_054,AC_155,5,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
234,7,20L,G2,AC_150,AC_110,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
234,7,20L,G2,AC_150,AC_110,2,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,,,,,,
234,7,20L,G2,AC_150,AC_110,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
234,7,20L,G2,AC_150,AC_110,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
234,7,20L,G2,AC_150,AC_110,5,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,5,,,2023-06-09,
234,7,20R,G1,AC_052,AC_212,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
234,7,20R,G1,AC_052,AC_212,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
234,7,20R,G1,AC_052,AC_212,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
234,7,20R,G1,AC_052,AC_212,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
234,7,20R,G1,AC_052,AC_212,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
235,7,21L,G1,AC_064,AC_017,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
235,7,21L,G1,AC_064,AC_017,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
235,7,21L,G1,AC_064,AC_017,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
235,7,21L,G1,AC_064,AC_017,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
235,7,21L,G1,AC_064,AC_017,5,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,,
235,7,21R,G2,AC_064,AC_017,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,2023-05-12,2023-04-28,,,,,
235,7,21R,G2,AC_064,AC_017,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
235,7,21R,G2,AC_064,AC_017,3,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,2023-05-26,
235,7,21R,G2,AC_064,AC_017,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
235,7,21R,G2,AC_064,AC_017,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
236,7,22L,G2,AC_198,AC_051,1,TRUE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,2023-05-26,
236,7,22L,G2,AC_198,AC_051,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
236,7,22L,G2,AC_198,AC_051,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
236,7,22L,G2,AC_198,AC_051,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
236,7,22L,G2,AC_198,AC_051,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
236,7,22R,G2,AC_064,AC_086,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
236,7,22R,G2,AC_064,AC_086,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
236,7,22R,G2,AC_064,AC_086,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
236,7,22R,G2,AC_064,AC_086,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
236,7,22R,G2,AC_064,AC_086,5,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,2023-04-28,4,,,2023-06-09,
237,7,23L,G2,AC_002,AC_104,1,TRUE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,2023-05-12,,,2023-04-14,179,175,2023-05-12,28,,2023-04-14,1,,,2023-06-09,
237,7,23L,G2,AC_002,AC_104,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
237,7,23L,G2,AC_002,AC_104,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
237,7,23L,G2,AC_002,AC_104,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
237,7,23L,G2,AC_002,AC_104,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
237,7,23R,G2,AC_089,AC_057,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
237,7,23R,G2,AC_089,AC_057,2,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,0,,,2023-06-22,
237,7,23R,G2,AC_089,AC_057,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
237,7,23R,G2,AC_089,AC_057,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
237,7,23R,G2,AC_089,AC_057,5,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,,,,,,
238,7,24L,G1,AC_091,AC_218,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
238,7,24L,G1,AC_091,AC_218,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
238,7,24L,G1,AC_091,AC_218,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
238,7,24L,G1,AC_091,AC_218,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
238,7,24L,G1,AC_091,AC_218,5,TRUE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,2023-05-12,,,2023-04-14,179,175,2023-05-12,28,,2023-04-14,1,,,2023-06-09,
238,7,24R,G2,AC_007,AC_081,1,TRUE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,0,,,2023-06-09,
238,7,24R,G2,AC_007,AC_081,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
238,7,24R,G2,AC_007,AC_081,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
238,7,24R,G2,AC_007,AC_081,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
238,7,24R,G2,AC_007,AC_081,5,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,2023-05-12,,,,,,
239,7,25L,G1,AC_179,AC_114,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
239,7,25L,G1,AC_179,AC_114,2,TRUE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,2023-06-09,
239,7,25L,G1,AC_179,AC_114,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
239,7,25L,G1,AC_179,AC_114,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
239,7,25L,G1,AC_179,AC_114,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
239,7,25R,G2,AC_168,AC_010,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
239,7,25R,G2,AC_168,AC_010,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
239,7,25R,G2,AC_168,AC_010,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
239,7,25R,G2,AC_168,AC_010,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
239,7,25R,G2,AC_168,AC_010,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
240,7,26L,G2,AC_207,AC_082,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
240,7,26L,G2,AC_207,AC_082,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
240,7,26L,G2,AC_207,AC_082,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
240,7,26L,G2,AC_207,AC_082,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
240,7,26L,G2,AC_207,AC_082,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
240,7,26R,G1,AC_008,AC_092,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
240,7,26R,G1,AC_008,AC_092,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
240,7,26R,G1,AC_008,AC_092,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
240,7,26R,G1,AC_008,AC_092,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
240,7,26R,G1,AC_008,AC_092,5,TRUE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,0,,,2023-05-26,
241,7,27L,G2,AC_170,AC_203,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
241,7,27L,G2,AC_170,AC_203,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
241,7,27L,G2,AC_170,AC_203,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
241,7,27L,G2,AC_170,AC_203,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
241,7,27L,G2,AC_170,AC_203,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
241,7,27R,G2,AC_064,AC_017,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
241,7,27R,G2,AC_064,AC_017,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
241,7,27R,G2,AC_064,AC_017,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
241,7,27R,G2,AC_064,AC_017,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
241,7,27R,G2,AC_064,AC_017,5,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,1,,,2023-06-09,
242,7,28L,G1,AC_045,AC_151,1,TRUE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,0,,,2023-06-08,
242,7,28L,G1,AC_045,AC_151,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
242,7,28L,G1,AC_045,AC_151,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
242,7,28L,G1,AC_045,AC_151,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
242,7,28L,G1,AC_045,AC_151,5,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
242,7,28R,G2,AC_091,AC_189,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
242,7,28R,G2,AC_091,AC_189,2,TRUE,2022-10-17,2022-10-21,,2023-04-28,,,2023-06-09,2023-04-28,193,189,2023-06-09,42,,2023-06-09,,,,2023-06-22,
242,7,28R,G2,AC_091,AC_189,3,FALSE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,,,,2023-04-14,179,175,2023-04-28,14,2023-05-12,2023-04-14,,,,,
242,7,28R,G2,AC_091,AC_189,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
242,7,28R,G2,AC_091,AC_189,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
243,7,29L,G2,AC_102,AC_178,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
243,7,29L,G2,AC_102,AC_178,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
243,7,29L,G2,AC_102,AC_178,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
243,7,29L,G2,AC_102,AC_178,4,TRUE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,2023-06-09,
243,7,29L,G2,AC_102,AC_178,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
243,7,29R,G1,AC_094,AC_216,1,FALSE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,2023-05-12,,,2023-04-14,179,175,2023-05-12,28,,2023-04-14,,,,,
243,7,29R,G1,AC_094,AC_216,2,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
243,7,29R,G1,AC_094,AC_216,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
243,7,29R,G1,AC_094,AC_216,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
243,7,29R,G1,AC_094,AC_216,5,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,1,,,2023-06-09,
244,7,30L,G2,AC_045,AC_096,1,TRUE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,2023-05-26,
244,7,30L,G2,AC_045,AC_096,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
244,7,30L,G2,AC_045,AC_096,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
244,7,30L,G2,AC_045,AC_096,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
244,7,30L,G2,AC_045,AC_096,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
244,7,30R,G1,AC_159,AC_192,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
244,7,30R,G1,AC_159,AC_192,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
244,7,30R,G1,AC_159,AC_192,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
244,7,30R,G1,AC_159,AC_192,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
244,7,30R,G1,AC_159,AC_192,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
245,7,31L,G2,AC_179,AC_114,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
245,7,31L,G2,AC_179,AC_114,2,TRUE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,0,,,2023-05-26,
245,7,31L,G2,AC_179,AC_114,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
245,7,31L,G2,AC_179,AC_114,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
245,7,31L,G2,AC_179,AC_114,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
245,7,31R,G2,AC_045,AC_123,1,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
245,7,31R,G2,AC_045,AC_123,2,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
245,7,31R,G2,AC_045,AC_123,3,TRUE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,,,,2023-04-14,179,175,2023-04-28,14,,2023-04-14,,,,2023-06-09,
245,7,31R,G2,AC_045,AC_123,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
245,7,31R,G2,AC_045,AC_123,5,FALSE,2022-10-17,2022-10-21,,2023-04-28,2023-05-12,,,2023-04-28,193,189,2023-05-12,14,,,,,,,
246,7,32L,G2,AC_150,AC_083,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
246,7,32L,G2,AC_150,AC_083,2,TRUE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,2023-06-09,
246,7,32L,G2,AC_150,AC_083,3,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
246,7,32L,G2,AC_150,AC_083,4,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
246,7,32L,G2,AC_150,AC_083,5,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
246,7,32R,G2,AC_216,AC_034,1,FALSE,2022-10-17,2022-10-21,,2023-04-28,,,,2023-04-28,193,189,2023-04-28,0,,,,,,,
246,7,32R,G2,AC_216,AC_034,2,TRUE,2022-10-17,2022-10-21,2023-04-14,2023-04-28,2023-05-12,,,2023-04-14,179,175,2023-05-12,28,,2023-04-14,0,,,2023-06-09,
246,7,32R,G2,AC_216,AC_034,3,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
246,7,32R,G2,AC_216,AC_034,4,FALSE,2022-10-17,2022-10-21,,,,,,,,,,,,,,,,,
246,7,32R,G2,AC_216,AC_034,5,FALSE,2022-10-17,2022-10-21,,,2023-05-12,,,2023-05-12,207,203,2023-05-12,0,,,,,,,
