Sequence,Transect,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,skel_weight_mg,Sym,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,total_est_seed_production,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
187,6,8L,G1,AC_007,AC_187,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2,,,13.46,-,8,1,26,32,9,3.25,29.25,1,1,1
188,6,9L,G2,AC_179,AC_136,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-05-12,4,2,,46.43,X,11,4,23,34,15,2.090909091,31.36363636,1,1,1
189,6,10L,G2,AC_007,AC_187,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,6.91,X,2,2,14,14,4,7,28,1,1,1
190,6,11L,G1,AC_172,AC_111,5,TRUE,2022-10-17,2022-10-21,,,,,,,,,,,0.87,-,0,0,0,0,0,0,0,0,0,0
190,6,11R,G1,AC_125,AC_095,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,21.94,-,4,1,13,18,5,3.25,16.25,1,1,1
192,6,13R,G1,AC_002,AC_122,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,5.1,-,0,3,0,0,3,0,0,1,1,0
193,6,14L,G2,AC_015,AC_197,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,10.4,X,2,4,0,5,6,0,0,1,1,0
193,6,14R,G2,AC_169,AC_120,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,6.66,X,4,2,5,7,6,1.25,7.5,1,1,1
194,6,15L,G2,AC_161,AC_213,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,6.21,X,3,1,6,6,4,2,8,1,1,1
194,6,15R,G1,AC_061,AC_158,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,7.21,-,0,4,0,0,4,0,0,1,1,0
195,6,16L,G1,AC_094,AC_109,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,5.9,-,1,3,1,1,4,1,4,1,1,1
196,6,17L,G1,AC_107,AC_172,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,0,,,0.57,-,1,0,2,2,1,2,2,1,1,1
196,6,17R,G2,AC_159,AC_143,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,3.49,X,2,0,10,11,2,5,10,1,1,1
197,6,18R,G1,AC_216,AC_099,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,0,,,1.68,-,0,1,0,0,1,0,0,1,1,0
198,6,19R,G1,AC_198,AC_066,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,6.69,-,2,3,3,6,5,1.5,7.5,1,1,1
199,6,20L,G1,AC_107,AC_172,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,,,,,-,1,1,5,5,2,5,10,1,1,1
199,6,20R,G2,AC_168,AC_142,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,4,,,20.23,X,6,2,5,21,8,0.8333333333,6.666666667,1,1,1
200,6,21L,G2,AC_179,AC_171,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,11.08,X,0,3,0,0,3,0,0,1,1,0
200,6,21R,G2,AC_165,AC_199,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,3.86,X,2,0,0,3,2,0,0,1,1,0
201,6,22R,G1,AC_195,AC_193,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,0,,,3.39,-,0,1,0,0,1,0,0,1,1,0
202,6,23L,G2,AC_071,AC_115,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,3,1,,118.47,X,20,8,49,68,28,2.45,68.6,1,1,1
202,6,23R,G1,AC_165,AC_062,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,29.32,-,2,5,4,7,7,2,14,1,1,1
203,6,24R,G1,AC_091,AC_189,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,0,,,10.48,-,1,4,0,3,5,0,0,1,1,0
204,6,25L,G2,AC_156,AC_090,1,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,,,,3.52,X,0,0,0,0,0,0,0,1,0,0
204,6,25R,G1,AC_207,AC_055,5,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-12,28,,2023-04-14,2,,,19.46,-,10,1,27,52,11,2.7,29.7,1,1,1
205,6,26R,G2,AC_172,AC_208,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,0,,,4.25,X,1,1,0,0,2,0,0,1,1,0
206,6,27L,G2,AC_169,AC_182,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,10.41,X,2,1,7,7,3,3.5,10.5,1,1,1
206,6,27R,G1,AC_107,AC_130,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,1,,,8.88,-,1,2,7,7,3,7,21,1,1,1
207,6,28L,G2,AC_156,AC_016,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,7.47,X,0,2,0,0,2,0,0,1,1,0
207,6,28R,G2,AC_052,AC_131,5,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-12,28,,2023-04-14,,,,20.53,X,4,3,10,13,7,2.5,17.5,1,1,1
208,6,29L,G2,AC_064,AC_086,2,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-04-28,14,,2023-04-14,0,,,7.78,X,2,4,2,2,6,1,6,1,1,1
208,6,29R,G2,AC_160,AC_186,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,2.36,X,2,1,4,7,3,2,6,1,1,1
209,6,30L,G2,AC_061,AC_052,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,0,,,,X,3,0,3,5,3,1,3,1,1,1
209,6,30R,G2,AC_061,AC_158,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,4.84,X,1,1,0,0,2,0,0,1,1,0
210,6,31L,G2,AC_216,AC_034,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,3.39,X,1,1,6,6,2,6,12,1,1,1
210,6,31R,G1,AC_179,AC_171,5,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-04-28,14,,2023-04-14,0,,,3.81,-,2,1,6,8,3,3,9,1,1,1
212,6,33R,G1,AC_169,AC_182,3,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-04-28,14,,2023-04-14,0,,,2.56,-,0,4,0,0,4,0,0,1,1,0
213,6,34L,G1,AC_096,AC_128,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,5.1,-,0,3,0,0,3,0,0,1,1,0
213,6,34R,G2,AC_007,AC_147,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,1,,,,X,0,2,0,0,2,0,0,1,1,0
214,6,35R,G1,AC_170,AC_118,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,1,,,0.33,-,0,5,0,0,5,0,0,1,1,0
215,7,1L,G1,AC_168,AC_142,3,TRUE,2022-10-17,2022-10-21,2023-05-26,221,217,2023-05-26,0,,,,,,,-,0,0,0,0,0,0,0,1,0,0
216,7,2L,G2,AC_198,AC_072,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,3,,,,X,3,0,0,0,3,0,0,1,1,0
216,7,2R,G1,AC_150,AC_110,5,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,2,,,8.5,-,5,0,5,10,5,1,5,1,1,1
217,7,3L,G2,AC_102,AC_191,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,2023-06-09,2023-04-28,3,1,,16.2,X,9,0,5,15,9,0.5555555556,5,1,1,1
217,7,3R,G2,AC_207,AC_070,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,2023-06-09,,1,,,,X,6,0,2,8,6,0.3333333333,2,1,1,1
218,7,4L,G2,AC_007,AC_187,2,TRUE,2022-10-17,2022-10-21,,,,,,,,,,,1.95,X,0,0,0,0,0,0,0,0,0,0
218,7,4R,G1,AC_103,AC_201,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,,-,5,0,3,8,5,0.6,3,1,1,1
220,7,6L,G2,AC_107,AC_172,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,,X,0,0,0,0,0,0,0,1,0,0
220,7,6R,G1,AC_125,AC_095,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,1,,,,-,5,0,8,12,5,1.6,8,1,1,1
221,7,7L,G1,AC_068,AC_056,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,7,2,,179.96,-,28,1,73,126,29,2.607142857,75.60714286,1,1,1
221,7,7R,G1,AC_207,AC_055,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,29.05,-,9,1,20,35,10,2.222222222,22.22222222,1,1,1
222,7,8L,G2,AC_177,AC_211,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,1,1,,17.99,X,6,2,15,23,8,2.5,20,1,1,1
222,7,8R,G2,AC_165,AC_199,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,3,,,32.03,X,4,2,6,21,6,1.5,9,1,1,1
223,7,9L,G1,AC_061,AC_052,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,,,,,-,0,0,0,0,0,0,0,1,0,0
223,7,9R,G2,AC_091,AC_204,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,0,,,13.86,X,1,0,0,2,1,0,0,1,1,0
224,7,10L,G1,AC_096,AC_074,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,,-,1,3,5,5,4,5,20,1,1,1
224,7,10R,G1,AC_195,AC_179,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,3,,,,-,5,1,14,22,6,2.8,16.8,1,1,1
225,7,11R,G2,AC_150,AC_200,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,2023-06-09,,2,,,28.96,X,8,0,35,45,8,4.375,35,1,1,1
226,7,12L,G1,AC_064,AC_017,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,0,,,,-,3,0,2,3,3,0.6666666667,2,1,1,1
226,7,12R,G2,AC_068,AC_056,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,3,,,,X,4,4,10,13,8,2.5,20,1,1,1
227,7,13L,G2,AC_094,AC_216,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,3,1,,61.79,X,12,0,5,9,12,0.4166666667,5,1,1,1
228,7,14L,G1,AC_186,AC_048,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,,,,2.98,-,0,0,0,0,0,0,0,1,0,0
228,7,14R,G2,AC_091,AC_189,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,3.13,X,1,0,0,3,1,0,0,1,1,0
229,7,15R,G2,AC_002,AC_122,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,3,,,14.33,X,5,1,6,10,6,1.2,7.2,1,1,1
230,7,16L,G2,AC_094,AC_217,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,28.6,X,7,2,10,22,9,1.428571429,12.85714286,1,1,1
231,7,17R,G1,AC_198,AC_066,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,16.98,-,2,3,3,9,5,1.5,7.5,1,1,1
233,7,19R,G2,AC_054,AC_155,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,34.71,X,5,1,15,19,6,3,18,1,1,1
234,7,20L,G2,AC_150,AC_110,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,5,,,35.64,X,7,4,34,45,11,4.857142857,53.42857143,1,1,1
235,7,21R,G2,AC_064,AC_017,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,12.64,X,1,3,2,2,4,2,8,1,1,1
236,7,22L,G2,AC_198,AC_051,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,7.31,X,1,1,2,2,2,2,4,1,1,1
236,7,22R,G2,AC_064,AC_086,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,4,,,19.84,X,5,1,17,22,6,3.4,20.4,1,1,1
237,7,23L,G2,AC_002,AC_104,1,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-12,28,,2023-04-14,1,,,,X,2,1,7,7,3,3.5,10.5,1,1,1
237,7,23R,G2,AC_089,AC_057,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,0,,,,X,1,0,2,2,1,2,2,1,1,1
238,7,24L,G1,AC_091,AC_218,5,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-12,28,,2023-04-14,1,,,,-,0,3,0,0,3,0,0,1,1,0
238,7,24R,G2,AC_007,AC_081,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,2.19,X,1,1,2,2,2,2,4,1,1,1
239,7,25L,G1,AC_179,AC_114,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,1.66,-,0,0,0,0,0,0,0,1,0,0
240,7,26R,G1,AC_008,AC_092,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,2.85,-,0,0,0,0,0,0,0,1,0,0
241,7,27R,G2,AC_064,AC_017,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,1,,,,X,4,3,17,20,7,4.25,29.75,1,1,1
242,7,28L,G1,AC_045,AC_151,1,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,0,,,0.73,-,0,1,0,0,1,0,0,1,1,0
242,7,28R,G2,AC_091,AC_189,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-06-09,42,,2023-06-09,,,,,X,1,1,10,12,2,10,20,1,1,1
243,7,29L,G2,AC_102,AC_178,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,2,X,0,3,0,0,3,0,0,1,1,0
243,7,29R,G1,AC_094,AC_216,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,1,,,4.14,-,3,3,9,10,6,3,18,1,1,1
244,7,30L,G2,AC_045,AC_096,1,TRUE,2022-10-17,2022-10-21,,,,,,,,,,,1.85,X,1,0,0,2,1,0,0,0,1,0
245,7,31L,G2,AC_179,AC_114,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,0,,,11.23,X,2,1,15,15,3,7.5,22.5,1,1,1
245,7,31R,G2,AC_045,AC_123,3,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-04-28,14,,2023-04-14,,,,2.78,X,2,2,4,4,4,2,8,1,1,1
246,7,32L,G2,AC_150,AC_083,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,,X,1,2,2,2,3,2,6,1,1,1
246,7,32R,G2,AC_216,AC_034,2,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-12,28,,2023-04-14,0,,,,X,1,4,3,3,5,3,15,1,1,1
247,7,33L,G2,AC_094,AC_216,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,0,,,3.29,X,0,2,0,0,2,0,0,1,1,0
247,7,33R,G1,AC_169,AC_075,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,1,,,2.83,-,1,2,2,2,3,2,6,1,1,1
248,7,34L,G1,AC_177,AC_107,5,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-04-14,0,,2023-04-14,,,,2.69,-,0,0,0,0,0,0,0,1,0,0
248,7,34R,G1,AC_207,AC_082,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,0,,,3.92,-,0,1,0,0,1,0,0,1,1,0
249,7,35L,G1,AC_015,AC_097,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,0,,,,-,3,4,9,12,7,3,21,1,1,1
249,7,35R,G2,AC_177,AC_211,1,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-04-28,14,,2023-04-14,0,,,10.59,X,2,3,2,5,5,1,5,1,1,1
250,7,36L,G2,AC_061,AC_052,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,2,,,11.91,X,1,1,7,7,2,7,14,1,1,1
250,7,36R,G2,AC_124,AC_030,5,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-12,28,,2023-04-14,2,,,37.2,X,2,9,4,4,11,2,22,1,1,1
251,8,1L,G2,AC_195,AC_193,1,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,2023-05-12,1,,,1.56,X,1,0,0,4,1,0,0,1,1,0
251,8,1R,G1,AC_186,AC_011,5,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,2023-05-12,1,,,17.44,-,3,0,0,6,3,0,0,1,1,0
252,8,2L,G2,AC_125,AC_038,4,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,2023-05-12,3,,,11.54,X,3,0,0,2,3,0,0,1,1,0
252,8,2R,G2,AC_102,AC_191,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,3,,,,X,12,0,16,38,12,1.333333333,16,1,1,1
253,8,3L,G2,AC_039,AC_148,4,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,1,,,3.54,X,2,0,0,2,2,0,0,1,1,0
253,8,3R,G1,AC_125,AC_038,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,2,,,,-,3,0,2,3,3,0.6666666667,2,1,1,1
254,8,4R,G2,AC_068,AC_089,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-05-12,2,,,53.5,X,8,0,17,36,8,2.125,17,1,1,1
255,8,5L,G1,AC_052,AC_131,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,1.19,-,0,0,0,0,0,0,0,1,0,0
255,8,5R,G2,AC_091,AC_218,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,,,,X,12,0,12,33,12,1,12,1,1,1
256,8,6L,G1,AC_165,AC_206,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,1,,,3.36,-,2,0,12,16,2,6,12,1,1,1
256,8,6R,G1,AC_160,AC_186,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,17.03,-,5,1,18,19,6,3.6,21.6,1,1,1
258,8,8L,G1,AC_177,AC_211,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,31.13,-,7,1,13,18,8,1.857142857,14.85714286,1,1,1
258,8,8R,G2,AC_064,AC_017,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,1,,,10.63,X,3,1,5,6,4,1.666666667,6.666666667,1,1,1
259,8,9L,G2,AC_170,AC_185,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,4,,,15.58,X,5,5,14,19,10,2.8,28,1,1,1
260,8,10L,G2,AC_124,AC_100,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,3,,,19.78,X,9,1,32,41,10,3.555555556,35.55555556,1,1,1
260,8,10R,G2,AC_168,AC_142,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,0,,,,X,0,0,0,0,0,0,0,1,0,0
261,8,11L,G1,AC_091,AC_204,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,3,,,37.5,-,6,4,8,21,10,1.333333333,13.33333333,1,1,1
262,8,12R,G1,AC_198,AC_072,2,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,,,,4.19,-,1,0,0,2,1,0,0,1,1,0
263,8,13R,G1,AC_207,AC_082,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,,,,6.2,-,1,1,0,2,2,0,0,1,1,0
264,8,14R,G1,AC_096,AC_074,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,16.03,-,3,3,10,12,6,3.333333333,20,1,1,1
265,8,15L,G2,AC_002,AC_160,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,6.24,X,0,3,0,0,3,0,0,1,1,0
265,8,15R,G1,AC_002,AC_160,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,6.44,-,2,1,4,6,3,2,6,1,1,1
266,8,16L,G2,AC_052,AC_133,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,1,1,,56.96,X,5,4,8,12,9,1.6,14.4,1,1,1
266,8,16R,G2,AC_156,AC_005,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,3.15,X,0,1,0,0,1,0,0,1,1,0
267,8,17L,G1,AC_165,AC_206,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,0,,,5.97,-,0,0,0,0,0,0,0,1,0,0
267,8,17R,G1,AC_150,AC_110,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,3.7,-,0,1,0,0,1,0,0,1,1,0
268,8,18R,G2,AC_045,AC_123,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,0,,,,X,5,1,13,19,6,2.6,15.6,1,1,1
269,8,19R,G1,AC_165,AC_062,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,21.76,-,0,2,0,0,2,0,0,1,1,0
270,8,20L,G1,AC_124,AC_014,2,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-12,28,,,1,,,8.92,-,1,3,1,1,4,1,4,1,1,1
270,8,20R,G2,AC_216,AC_058,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,0,,,13.79,X,3,4,1,16,7,0.3333333333,2.333333333,1,1,1
271,8,21L,G2,AC_054,AC_155,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,2,,,15.12,X,2,2,1,5,4,0.5,2,1,1,1
271,8,21R,G1,AC_071,AC_115,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,1.51,-,0,2,0,0,2,0,0,1,1,0
272,8,22L,G2,AC_047,AC_113,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,1,,,16.77,X,3,1,2,11,4,0.6666666667,2.666666667,1,1,1
272,8,22R,G1,AC_091,AC_189,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,0,,,4.86,-,0,1,0,0,1,0,0,1,1,0
273,8,23R,G2,AC_061,AC_052,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,0,,,8.13,X,2,1,0,1,3,0,0,1,1,0
274,8,24L,G2,AC_091,AC_218,4,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-12,28,,2023-04-14,2,,,19.68,X,0,3,0,0,3,0,0,1,1,0
274,8,24R,G2,AC_002,AC_104,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,7.79,X,0,4,0,0,4,0,0,1,1,0
275,8,25L,G2,AC_172,AC_208,4,TRUE,2022-10-17,2022-10-21,,,,,,,,,,,,X,3,0,4,11,3,1.333333333,4,0,1,1
275,8,25R,G2,AC_015,AC_097,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,5.52,X,3,0,0,3,3,0,0,1,1,0
276,8,26L,G2,AC_061,AC_158,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,7.55,X,2,2,5,5,4,2.5,10,1,1,1
277,8,27L,G2,AC_045,AC_096,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,3.9,X,0,0,0,0,0,0,0,1,0,0
277,8,27R,G1,AC_150,AC_083,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,1,,,2.46,-,0,1,0,0,1,0,0,1,1,0
278,8,28L,G2,AC_052,AC_133,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,1,,,8.36,X,2,0,3,3,2,1.5,3,1,1,1
278,8,28R,G1,AC_168,AC_142,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,,-,0,0,0,0,0,0,0,1,0,0
279,8,29L,G2,AC_107,AC_130,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,0,,,1.03,X,0,0,0,0,0,0,0,1,0,0
279,8,29R,G1,AC_008,AC_092,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,0,,,2.7,-,0,1,0,0,1,0,0,1,1,0
280,8,30R,G1,AC_124,AC_014,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,1.92,-,0,2,0,0,2,0,0,1,1,0
