Sequence,Transect,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,skel_weight_mg,Sym,ALL_closed_fruit,ALL_open_fruit,ALL_filled_seeds,total_seeds,total_fruits,mean_seeds_per_fruit,total_est_seed_production,surv_to_flower,surv_to_fruitprod,surv_to_seedprod
1,1,1L,G1,AC_089,AC_057,2,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-26,14,,2023-05-12,,1,,7.72,-,4,0,3,3,4,0.75,3,1,1,1
1,1,1R,G2,AC_107,AC_130,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,20.93,X,4,0,7,14,4,1.75,7,1,1,1
2,1,2L,G2,AC_071,AC_215,5,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,2023-05-12,,,,12.06,X,1,0,0,0,1,0,0,1,1,0
2,1,2R,G2,AC_102,AC_191,5,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,2023-05-12,,,,,X,0,0,0,0,0,0,0,1,0,0
3,1,3L,G2,AC_091,AC_189,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-05-12,,,,7.84,X,4,0,6,11,4,1.5,6,1,1,1
3,1,3R,G1,AC_089,AC_032,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,59.42,-,8,1,20,35,9,2.5,22.5,1,1,1
4,1,4L,G1,AC_198,AC_072,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-05-12,,,,9.11,-,9,2,1,9,11,0.1111111111,1.222222222,1,1,1
4,1,4R,G2,AC_089,AC_032,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-05-12,,,,4.4,X,1,2,0,3,3,0,0,1,1,0
5,1,5L,G1,AC_091,AC_204,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,30.95,-,6,2,19,36,8,3.166666667,25.33333333,1,1,1
5,1,5R,G1,AC_054,AC_119,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-05-12,,2,,38.66,-,7,3,9,25,10,1.285714286,12.85714286,1,1,1
6,1,6L,G2,AC_159,AC_094,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,0,,,X,8,7,12,37,15,1.5,22.5,1,1,1
6,1,6R,G1,AC_045,AC_123,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,60.99,-,13,1,33,56,14,2.538461538,35.53846154,1,1,1
7,1,7L,G1,AC_124,AC_030,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,,-,6,1,11,15,7,1.833333333,12.83333333,1,1,1
7,1,7R,G2,AC_045,AC_151,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,2,,50.18,X,10,2,25,28,12,2.5,30,1,1,1
8,1,8L,G2,AC_007,AC_147,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,,X,9,2,21,42,11,2.333333333,25.66666667,1,1,1
8,1,8R,G1,AC_007,AC_147,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-05-12,,,,,-,8,2,18,49,10,2.25,22.5,1,1,1
9,1,9L,G1,AC_064,AC_086,3,TRUE,2022-10-17,2022-10-21,2023-05-26,221,217,2023-05-26,0,,,,0,,10.31,-,4,1,5,9,5,1.25,6.25,1,1,1
9,1,9R,G1,AC_068,AC_089,3,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,2023-05-12,,,,8.44,-,4,0,5,7,4,1.25,5,1,1,1
10,1,10L,G2,AC_052,AC_212,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,,,1,,16.29,X,9,1,6,8,10,0.6666666667,6.666666667,1,1,1
11,1,11L,G1,AC_195,AC_179,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,1,,9.12,-,6,0,13,17,6,2.166666667,13,1,1,1
11,1,11R,G2,AC_159,AC_192,1,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,,,,4.26,X,3,1,9,10,4,3,12,1,1,1
12,1,12L,G2,AC_177,AC_107,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,7.37,X,3,1,3,4,4,1,4,1,1,1
12,1,12R,G2,AC_008,AC_188,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,1,,33.68,X,11,0,27,48,11,2.454545455,27,1,1,1
13,1,13L,G1,AC_008,AC_068,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,1,,19.84,-,7,1,14,31,8,2,16,1,1,1
13,1,13R,G2,AC_068,AC_195,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,60.42,X,14,1,59,66,15,4.214285714,63.21428571,1,1,1
14,1,14R,G1,AC_216,AC_034,1,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,,,,5.29,-,2,0,1,3,2,0.5,1,1,1,1
15,1,15L,G2,AC_159,AC_094,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,24.18,X,5,0,15,16,5,3,15,1,1,1
15,1,15R,G2,AC_177,AC_107,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,,,56.29,X,17,3,83,111,20,4.882352941,97.64705882,1,1,1
16,1,16L,G2,AC_165,AC_199,3,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,2023-05-12,,,,8.85,X,4,0,11,14,4,2.75,11,1,1,1
17,1,17R,G2,AC_198,AC_066,2,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,,,,2.48,X,5,0,12,15,5,2.4,12,1,1,1
18,1,18L,G1,AC_007,AC_081,3,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,2023-05-12,,,,5.22,-,2,0,5,5,2,2.5,5,1,1,1
18,1,18R,G1,AC_186,AC_153,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,5.77,-,3,0,7,7,3,2.333333333,7,1,1,1
19,1,19L,G2,AC_054,AC_155,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,,X,0,0,0,0,0,0,0,1,0,0
19,1,19R,G1,AC_054,AC_119,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,5.07,-,2,0,3,3,2,1.5,3,1,1,1
20,1,20L,G2,AC_161,AC_213,3,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,2023-05-12,,,,,X,1,0,1,1,1,1,1,1,1,1
20,1,20R,G1,AC_102,AC_178,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,2.77,-,4,0,17,18,4,4.25,17,1,1,1
21,1,21L,G1,AC_008,AC_188,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,,-,3,0,10,10,3,3.333333333,10,1,1,1
21,1,21R,G2,AC_186,AC_011,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,3.91,X,2,0,2,2,2,1,2,1,1,1
22,1,22L,G1,AC_052,AC_133,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,,-,0,0,0,0,0,0,0,1,0,0
22,1,22R,G2,AC_165,AC_062,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,,X,2,3,4,10,5,2,10,1,1,1
23,1,23L,G2,AC_107,AC_130,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-06-08,41,,2023-04-28,,1,2,,X,1,3,0,1,4,0,0,1,1,0
23,1,23R,G2,AC_156,AC_005,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,1,,53.28,X,7,0,19,20,7,2.714285714,19,1,1,1
24,1,24L,G1,AC_091,AC_218,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,1,,29.66,-,2,0,3,3,2,1.5,3,1,1,1
24,1,24R,G1,AC_102,AC_178,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,,,1,,39.96,-,7,0,43,60,7,6.142857143,43,1,1,1
25,1,25L,G1,AC_177,AC_107,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,,,51.7,-,5,1,21,22,6,4.2,25.2,1,1,1
25,1,25R,G1,AC_103,AC_154,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,2.16,-,5,2,14,19,7,2.8,19.6,1,1,1
26,1,26L,G1,AC_064,AC_086,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,,,,-,3,0,7,17,3,2.333333333,7,1,1,1
26,1,26R,G2,AC_170,AC_118,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,10.43,X,3,0,11,12,3,3.666666667,11,1,1,1
27,1,27L,G2,AC_160,AC_015,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,,,,X,1,0,2,2,1,2,2,1,1,1
27,1,27R,G2,AC_103,AC_201,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,,,,3.4,X,0,2,0,0,2,0,0,1,1,0
28,1,28L,G1,AC_091,AC_189,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,23.38,-,3,0,11,15,3,3.666666667,11,1,1,1
29,1,29L,G1,AC_045,AC_123,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,1,,,-,2,2,1,2,4,0.5,2,1,1,1
29,1,29R,G1,AC_172,AC_208,4,TRUE,2022-10-17,2022-10-21,,,,,,,,,,,2.42,-,0,2,0,0,2,0,0,0,1,0
30,1,30L,G1,AC_054,AC_119,5,TRUE,2022-10-17,2022-10-21,2023-05-26,221,217,2023-05-26,0,,2023-05-26,,1,,,-,2,0,2,2,2,1,2,1,1,1
31,1,31L,G2,AC_172,AC_040,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,,X,3,1,1,4,4,0.3333333333,1.333333333,1,1,1
32,1,32R,G2,AC_047,AC_113,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,7.22,X,2,1,5,6,3,2.5,7.5,1,1,1
33,1,33L,G2,AC_150,AC_083,5,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-12,28,,2023-04-14,,,,34.02,X,1,6,0,3,7,0,0,1,1,0
33,1,33R,G1,AC_039,AC_148,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,12.42,-,1,1,4,4,2,4,8,1,1,1
34,1,34R,G2,AC_096,AC_181,2,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-26,42,,2023-04-14,,,,52.91,X,13,6,30,54,19,2.307692308,43.84615385,1,1,1
35,1,35L,G2,AC_179,AC_136,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,7.36,X,1,2,2,2,3,2,6,1,1,1
35,1,35R,G1,AC_047,AC_113,3,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-26,42,,2023-04-14,,,,,-,4,1,7,11,5,1.75,8.75,1,1,1
36,1,36L,G2,AC_071,AC_115,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,,,,4.34,X,0,6,0,0,6,0,0,1,1,0
37,2,1L,G2,AC_156,AC_005,4,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-26,14,,2023-05-12,,,,,X,5,0,1,2,5,0.2,1,1,1,1
37,2,1R,G1,AC_097,AC_054,3,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-26,14,,2023-05-12,,1,,26.49,-,7,2,8,14,9,1.142857143,10.28571429,1,1,1
38,2,2L,G2,AC_165,AC_206,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,4.11,X,1,0,3,3,1,3,3,1,1,1
38,2,2R,G2,AC_186,AC_011,5,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,2023-05-12,,,,,X,1,0,0,0,1,0,0,1,1,0
39,2,3L,G2,AC_172,AC_111,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,2023-05-12,2023-04-28,,,,18.13,X,4,1,16,18,5,4,20,1,1,1
39,2,3R,G1,AC_170,AC_203,5,TRUE,2022-10-17,2022-10-21,,,,,,,,,,,2.48,-,0,0,0,0,0,0,0,0,0,0
40,2,4L,G2,AC_054,AC_119,4,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,2023-05-12,,,,3.78,X,1,0,0,0,1,0,0,1,1,0
40,2,4R,G2,AC_207,AC_082,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,1,,42.05,X,7,2,21,41,9,3,27,1,1,1
41,2,5L,G2,AC_170,AC_118,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,2.89,X,1,0,0,0,1,0,0,1,1,0
41,2,5R,G1,AC_094,AC_216,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,1,,49.29,-,15,6,35,63,21,2.333333333,49,1,1,1
42,2,6L,G1,AC_052,AC_131,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,,-,2,1,0,0,3,0,0,1,1,0
42,2,6R,G2,AC_064,AC_086,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,,,23.83,X,6,2,3,3,8,0.5,4,1,1,1
43,2,7L,G1,AC_064,AC_205,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,14.44,-,4,0,10,10,4,2.5,10,1,1,1
43,2,7R,G2,AC_165,AC_062,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,,,165.12,X,22,2,91,155,24,4.136363636,99.27272727,1,1,1
44,2,8L,G1,AC_064,AC_205,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,0.8,-,0,0,0,0,0,0,0,1,0,0
44,2,8R,G1,AC_170,AC_118,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,29.8,-,6,3,26,29,9,4.333333333,39,1,1,1
45,2,9L,G1,AC_103,AC_144,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-05-12,,,,17.35,-,5,2,30,35,7,6,42,1,1,1
45,2,9R,G1,AC_161,AC_088,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,4.88,-,3,0,0,4,3,0,0,1,1,0
46,2,10L,G1,AC_124,AC_030,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,6.33,-,4,0,5,7,4,1.25,5,1,1,1
46,2,10R,G2,AC_172,AC_040,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,,,1,,22.62,X,5,0,4,11,5,0.8,4,1,1,1
47,2,11L,G1,AC_198,AC_051,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,20.96,-,4,0,1,5,4,0.25,1,1,1,1
47,2,11R,G1,AC_156,AC_090,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,15.07,-,6,2,4,17,8,0.6666666667,5.333333333,1,1,1
48,2,12L,G2,AC_125,AC_038,3,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-26,14,,2023-05-12,,,,,X,2,0,3,3,2,1.5,3,1,1,1
48,2,12R,G2,AC_195,AC_193,5,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-26,14,,,,,,51.14,X,1,0,1,1,1,1,1,1,1,1
49,2,13L,G2,AC_039,AC_168,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,2.49,X,0,2,0,0,2,0,0,1,1,0
49,2,13R,G1,AC_068,AC_089,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-05-12,,1,,17.83,-,7,1,16,17,8,2.285714286,18.28571429,1,1,1
50,2,14L,G2,AC_015,AC_190,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,8.63,X,6,7,40,40,13,6.666666667,86.66666667,1,1,1
50,2,14R,G2,AC_156,AC_016,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,,,,2.79,X,1,3,2,2,4,2,8,1,1,1
51,2,15L,G2,AC_168,AC_010,3,TRUE,2022-10-17,2022-10-21,2023-05-26,221,217,2023-05-26,0,,2023-05-26,,,,,X,1,0,1,1,1,1,1,1,1,1
51,2,15R,G1,AC_097,AC_054,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,5.23,-,4,0,8,8,4,2,8,1,1,1
52,2,16R,G2,AC_103,AC_144,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,3.05,X,2,0,11,11,2,5.5,11,1,1,1
53,2,17L,G2,AC_169,AC_075,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,2,,25.77,X,6,1,33,35,7,5.5,38.5,1,1,1
53,2,17R,G1,AC_169,AC_120,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,10.71,-,5,3,15,15,8,3,24,1,1,1
54,2,18L,G2,AC_198,AC_066,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,7.41,X,5,0,13,13,5,2.6,13,1,1,1
54,2,18R,G1,AC_169,AC_075,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,1,,49.07,-,8,1,14,21,9,1.75,15.75,1,1,1
55,2,19L,G1,AC_068,AC_056,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,11.33,-,4,1,7,8,5,1.75,8.75,1,1,1
55,2,19R,G2,AC_094,AC_217,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,28.59,X,6,1,21,25,7,3.5,24.5,1,1,1
56,2,20L,G1,AC_064,AC_086,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,6.5,-,3,0,17,18,3,5.666666667,17,1,1,1
56,2,20R,G1,AC_198,AC_072,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,63.39,-,14,4,26,42,18,1.857142857,33.42857143,1,1,1
57,2,21L,G1,AC_096,AC_181,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,2023-04-28,,,,,-,1,0,2,2,1,2,2,1,1,1
57,2,21R,G2,AC_052,AC_131,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,12.9,X,3,2,14,16,5,4.666666667,23.33333333,1,1,1
58,2,22L,G1,AC_089,AC_032,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,,-,5,0,21,33,5,4.2,21,1,1,1
58,2,22R,G1,AC_094,AC_109,2,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-12,28,,2023-04-14,,,,18.67,-,7,3,25,28,10,3.571428571,35.71428571,1,1,1
59,2,23L,G1,AC_207,AC_055,3,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,,,,5.54,-,2,1,5,5,3,2.5,7.5,1,1,1
59,2,23R,G1,AC_103,AC_154,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,3.15,-,3,0,8,8,3,2.666666667,8,1,1,1
60,2,24L,G2,AC_096,AC_128,5,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,,,,2.77,X,0,2,0,0,2,0,0,1,1,0
61,2,25L,G1,AC_103,AC_154,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,21.67,-,7,3,32,36,10,4.571428571,45.71428571,1,1,1
61,2,25R,G1,AC_002,AC_122,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-04-28,,,,16.79,-,5,2,17,27,7,3.4,23.8,1,1,1
62,2,26L,G1,AC_052,AC_133,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,,-,2,0,6,8,2,3,6,1,1,1
62,2,26R,G1,AC_015,AC_197,4,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-12,28,,2023-04-14,,,,25.08,-,6,3,20,46,9,3.333333333,30,1,1,1
63,2,27L,G2,AC_216,AC_058,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,22.81,X,6,2,27,28,8,4.5,36,1,1,1
63,2,27R,G1,AC_124,AC_014,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,5.64,-,3,0,3,4,3,1,3,1,1,1
64,2,28L,G2,AC_097,AC_054,5,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,,,,1.39,X,1,0,1,2,1,1,1,1,1,1
64,2,28R,G2,AC_052,AC_133,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,6.2,X,3,1,12,12,4,4,16,1,1,1
65,2,29L,G1,AC_177,AC_107,2,TRUE,2022-10-17,2022-10-21,,,,,,,,,,,19.66,-,7,2,5,8,9,0.7142857143,6.428571429,0,1,1
65,2,29R,G2,AC_054,AC_046,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,,,,,13.05,X,5,0,18,24,5,3.6,18,1,1,1
66,2,30L,G1,AC_161,AC_088,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,12.52,-,2,2,4,6,4,2,8,1,1,1
66,2,30R,G2,AC_179,AC_114,2,TRUE,2022-10-17,2022-10-21,2023-05-26,221,217,2023-05-26,0,,,,,,7.55,X,1,0,4,4,1,4,4,1,1,1
67,2,31L,G2,AC_150,AC_200,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,14.39,X,2,2,5,9,4,2.5,10,1,1,1
67,2,31R,G2,AC_170,AC_203,5,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,,X,4,3,19,20,7,4.75,33.25,1,1,1
68,2,32L,G2,AC_096,AC_074,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,1.73,X,0,0,0,0,0,0,0,1,0,0
68,2,32R,G1,AC_054,AC_046,3,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-12,28,,2023-04-14,,,,3.81,-,0,2,0,0,2,0,0,1,1,0
69,2,33L,G1,AC_007,AC_187,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,13.87,-,3,4,20,20,7,6.666666667,46.66666667,1,1,1
69,2,33R,G1,AC_169,AC_182,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,10.52,-,3,2,4,4,5,1.333333333,6.666666667,1,1,1
70,2,34L,G2,AC_125,AC_095,5,TRUE,2022-10-17,2022-10-21,2023-05-26,221,217,2023-05-26,0,,2023-05-26,,1,,22.24,X,2,0,1,1,2,0.5,1,1,1,1
70,2,34R,G2,AC_008,AC_092,2,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-04-28,0,,,,,,14.52,X,1,1,0,0,2,0,0,1,1,0
71,2,35L,G2,AC_064,AC_205,4,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-05-26,,1,,172.2,X,16,3,32,72,19,2,38,1,1,1
72,2,36L,G1,AC_061,AC_158,2,TRUE,2022-10-17,2022-10-21,2023-04-14,179,175,2023-05-12,28,,2023-04-14,,,,47.47,-,3,2,7,8,5,2.333333333,11.66666667,1,1,1
72,2,36R,G2,AC_186,AC_048,4,TRUE,2022-10-17,2022-10-21,2023-05-26,221,217,2023-05-26,0,,,,,,0.23,X,0,0,0,0,0,0,0,1,0,0
73,3,1L,G1,AC_061,AC_052,3,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,2023-05-12,,,,5.65,-,1,0,0,0,1,0,0,1,1,0
73,3,1R,G2,AC_047,AC_113,2,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,,,,,1.62,X,0,0,0,0,0,0,0,1,0,0
74,3,2L,G1,AC_071,AC_215,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,2023-05-12,,,,,-,0,0,0,0,0,0,0,1,0,0
74,3,2R,G1,AC_125,AC_038,3,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-26,14,,2023-05-26,,2,,38.13,-,6,2,10,10,8,1.666666667,13.33333333,1,1,1
75,3,3L,G2,AC_068,AC_089,3,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-26,28,,2023-04-28,,,,12.56,X,3,0,11,12,3,3.666666667,11,1,1,1
75,3,3R,G1,AC_015,AC_190,2,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,2023-05-12,,,,,-,1,0,0,0,1,0,0,1,1,0
76,3,4L,G2,AC_015,AC_197,2,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-26,14,,,,,,10.12,X,4,2,7,10,6,1.75,10.5,1,1,1
76,3,4R,G1,AC_089,AC_057,1,TRUE,2022-10-17,2022-10-21,2023-05-12,207,203,2023-05-12,0,,2023-05-12,,,,5.85,-,2,1,1,1,3,0.5,1.5,1,1,1
77,3,5L,G2,AC_015,AC_197,1,TRUE,2022-10-17,2022-10-21,2023-04-28,193,189,2023-05-12,14,,,,,,,X,4,1,10,11,5,2.5,12.5,1,1,1
