Sequence,Transect,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,FD_01,FD_02,FD_03,FD_04,FD_05,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
87,2,42R,G1,HR_069,HR_133,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
87,2,42R,G1,HR_069,HR_133,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
87,2,42R,G1,HR_069,HR_133,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
87,2,42R,G1,HR_069,HR_133,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,2023-04-05,,,,14-Jun,
87,2,42R,G1,HR_069,HR_133,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
88,2,43L,G1,HR_088,HR_067,1,FALSE,2022-11-10,2022-11-13,2023-05-04,175,172,2023-05-04,0,,,,2023-05-04,,,,1,,,,
88,2,43L,G1,HR_088,HR_067,2,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,2023-05-05,2023-04-20,,,,,
88,2,43L,G1,HR_088,HR_067,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
88,2,43L,G1,HR_088,HR_067,4,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
88,2,43L,G1,HR_088,HR_067,5,TRUE,2022-11-10,2022-11-13,2023-05-04,175,172,2023-05-04,0,,,,2023-05-04,,,,,,,16-May,
88,2,43R,G1,HR_053,HR_038,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
88,2,43R,G1,HR_053,HR_038,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
88,2,43R,G1,HR_053,HR_038,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
88,2,43R,G1,HR_053,HR_038,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,,
88,2,43R,G1,HR_053,HR_038,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,,,,,,
89,2,44L,G1,HR_168,HR_101,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,2023-04-20,,,,16-May,
89,2,44L,G1,HR_168,HR_101,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,2023-05-05,,,,,,
89,2,44L,G1,HR_168,HR_101,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
89,2,44L,G1,HR_168,HR_101,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
89,2,44L,G1,HR_168,HR_101,5,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,,2023-04-20,2023-05-04,,,,1,,,,
89,2,44R,G1,HR_160,HR_079,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
89,2,44R,G1,HR_160,HR_079,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,,2023-04-20,2023-05-04,,,2023-04-20,,,,16-May,
89,2,44R,G1,HR_160,HR_079,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,,
89,2,44R,G1,HR_160,HR_079,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,,,,,,
89,2,44R,G1,HR_160,HR_079,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,2023-05-05,,3,,,,
90,2,45L,G2,HR_108,HR_175,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,14-Jun,
90,2,45L,G2,HR_108,HR_175,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
90,2,45L,G2,HR_108,HR_175,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
90,2,45L,G2,HR_108,HR_175,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
90,2,45L,G2,HR_108,HR_175,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
90,2,45R,G1,HR_155,HR_121,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
90,2,45R,G1,HR_155,HR_121,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
90,2,45R,G1,HR_155,HR_121,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,16-May,
90,2,45R,G1,HR_155,HR_121,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
90,2,45R,G1,HR_155,HR_121,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
91,3,1L,G1,HR_157,HR_088,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,2023-04-20,,,,16-May,
91,3,1L,G1,HR_157,HR_088,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
91,3,1L,G1,HR_157,HR_088,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,2023-04-05,,,,,
91,3,1L,G1,HR_157,HR_088,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
91,3,1L,G1,HR_157,HR_088,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,2023-05-05,,,,,,
91,3,1R,G2,HR_008,HR_012,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,2023-04-05,,,,1-Jun,
91,3,1R,G2,HR_008,HR_012,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
91,3,1R,G2,HR_008,HR_012,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
91,3,1R,G2,HR_008,HR_012,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
91,3,1R,G2,HR_008,HR_012,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
92,3,2L,G1,HR_156,HR_193,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,2023-04-20,,,,1-Jun,
92,3,2L,G1,HR_156,HR_193,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,,
92,3,2L,G1,HR_156,HR_193,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,2023-05-05,,,,,,
92,3,2L,G1,HR_156,HR_193,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
92,3,2L,G1,HR_156,HR_193,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
92,3,2R,G1,HR_059,HR_011,1,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,1-Jun,
92,3,2R,G1,HR_059,HR_011,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,2023-05-05,,2,,,,
92,3,2R,G1,HR_059,HR_011,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
92,3,2R,G1,HR_059,HR_011,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
92,3,2R,G1,HR_059,HR_011,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
93,3,3L,G1,HR_034,HR_112,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
93,3,3L,G1,HR_034,HR_112,2,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,16-May,
93,3,3L,G1,HR_034,HR_112,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
93,3,3L,G1,HR_034,HR_112,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
93,3,3L,G1,HR_034,HR_112,5,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,2023-04-20,,,,,
93,3,3R,G1,HR_002,HR_056,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,2023-04-20,,,,1-Jun,
93,3,3R,G1,HR_002,HR_056,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
93,3,3R,G1,HR_002,HR_056,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
93,3,3R,G1,HR_002,HR_056,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,,
93,3,3R,G1,HR_002,HR_056,5,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
94,3,4L,G2,HR_189,HR_018,1,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,,2023-04-20,2023-05-04,,,,,,,,
94,3,4L,G2,HR_189,HR_018,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,2023-04-20,,,,16-May,
94,3,4L,G2,HR_189,HR_018,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
94,3,4L,G2,HR_189,HR_018,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
94,3,4L,G2,HR_189,HR_018,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,2023-04-05,,,,,
94,3,4R,G2,HR_095,HR_020,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,,,,,,
94,3,4R,G2,HR_095,HR_020,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
94,3,4R,G2,HR_095,HR_020,3,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,2023-04-20,,,,16-May,
94,3,4R,G2,HR_095,HR_020,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,2023-05-05,2023-04-05,,,,,
94,3,4R,G2,HR_095,HR_020,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
95,3,5L,G2,HR_005,HR_149,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
95,3,5L,G2,HR_005,HR_149,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
95,3,5L,G2,HR_005,HR_149,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
95,3,5L,G2,HR_005,HR_149,4,TRUE,2022-11-10,2022-11-13,2023-05-04,175,172,2023-05-04,0,,,,2023-05-04,,,2023-05-05,1,,,1-Jun,
95,3,5L,G2,HR_005,HR_149,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
95,3,5R,G1,HR_147,HR_150,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
95,3,5R,G1,HR_147,HR_150,2,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
95,3,5R,G1,HR_147,HR_150,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,14-Jun,
95,3,5R,G1,HR_147,HR_150,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,,,,,,
95,3,5R,G1,HR_147,HR_150,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,,,,,,
96,3,6L,G2,HR_062,HR_134,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
96,3,6L,G2,HR_062,HR_134,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,1-Jun,
96,3,6L,G2,HR_062,HR_134,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,2023-05-04,,,,,"photo taken 5/4, marked 6/22, photo likely not usable"
96,3,6L,G2,HR_062,HR_134,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
96,3,6L,G2,HR_062,HR_134,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
96,3,6R,G2,HR_070,HR_165,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
96,3,6R,G2,HR_070,HR_165,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
96,3,6R,G2,HR_070,HR_165,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
96,3,6R,G2,HR_070,HR_165,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
96,3,6R,G2,HR_070,HR_165,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,16-May,
97,3,7L,G2,HR_115,HR_026,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,2023-04-20,,,,16-May,
97,3,7L,G2,HR_115,HR_026,2,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,,2023-04-20,2023-05-04,,,,,,,,
97,3,7L,G2,HR_115,HR_026,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,2023-04-05,,,,,
97,3,7L,G2,HR_115,HR_026,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,2023-05-05,,,,,,
97,3,7L,G2,HR_115,HR_026,5,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
97,3,7R,G2,HR_139,HR_127,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
97,3,7R,G2,HR_139,HR_127,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
97,3,7R,G2,HR_139,HR_127,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
97,3,7R,G2,HR_139,HR_127,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
97,3,7R,G2,HR_139,HR_127,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
98,3,8L,G1,HR_088,HR_067,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
98,3,8L,G1,HR_088,HR_067,2,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
98,3,8L,G1,HR_088,HR_067,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
98,3,8L,G1,HR_088,HR_067,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
98,3,8L,G1,HR_088,HR_067,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,"5/16, 6/1",
98,3,8R,G1,HR_088,HR_067,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,2023-05-05,,,,,,
98,3,8R,G1,HR_088,HR_067,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
98,3,8R,G1,HR_088,HR_067,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
98,3,8R,G1,HR_088,HR_067,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
98,3,8R,G1,HR_088,HR_067,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,2023-04-05,,,,"5/16, 6/1",
99,3,9L,G2,HR_156,HR_193,1,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,,2023-04-20,2023-05-04,,,,,,,,
99,3,9L,G2,HR_156,HR_193,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,2023-05-05,,,,,,
99,3,9L,G2,HR_156,HR_193,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
99,3,9L,G2,HR_156,HR_193,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,,
99,3,9L,G2,HR_156,HR_193,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,14-Jun,
99,3,9R,G1,HR_070,HR_123,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
99,3,9R,G1,HR_070,HR_123,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
99,3,9R,G1,HR_070,HR_123,3,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
99,3,9R,G1,HR_070,HR_123,4,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,2023-04-05,,,,"5/16, 6/1",
99,3,9R,G1,HR_070,HR_123,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-05,0,,2023-04-05,,,,,,,,,,
100,3,10L,G2,HR_057,HR_006,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
100,3,10L,G2,HR_057,HR_006,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
100,3,10L,G2,HR_057,HR_006,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,40,,
100,3,10L,G2,HR_057,HR_006,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
100,3,10L,G2,HR_057,HR_006,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,1-Jun,
100,3,10R,G2,HR_074,HR_066,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,2023-05-05,,,,,,
100,3,10R,G2,HR_074,HR_066,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
100,3,10R,G2,HR_074,HR_066,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,16-May,
100,3,10R,G2,HR_074,HR_066,4,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
100,3,10R,G2,HR_074,HR_066,5,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
101,3,11L,G2,HR_131,HR_046,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
101,3,11L,G2,HR_131,HR_046,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
101,3,11L,G2,HR_131,HR_046,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,2023-05-05,2023-04-05,,,,,
101,3,11L,G2,HR_131,HR_046,4,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,2023-04-20,,,,17-May,
101,3,11L,G2,HR_131,HR_046,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
101,3,11R,G2,HR_175,HR_164,1,FALSE,2022-11-10,2022-11-13,2023-05-04,175,172,2023-05-04,0,,,,2023-05-04,,,,,,,,
101,3,11R,G2,HR_175,HR_164,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,2023-05-05,,,,,,
101,3,11R,G2,HR_175,HR_164,3,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,17-May,
101,3,11R,G2,HR_175,HR_164,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
101,3,11R,G2,HR_175,HR_164,5,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
102,3,12L,G1,HR_196,HR_170,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
102,3,12L,G1,HR_196,HR_170,2,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
102,3,12L,G1,HR_196,HR_170,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,2023-05-05,,,,,,
102,3,12L,G1,HR_196,HR_170,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
102,3,12L,G1,HR_196,HR_170,5,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,2023-04-05,1,,,1-Jun,
102,3,12R,G2,HR_133,HR_158,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,2023-05-05,,,,,,
102,3,12R,G2,HR_133,HR_158,2,TRUE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,2023-04-05,,,,1-Jun,
102,3,12R,G2,HR_133,HR_158,3,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
102,3,12R,G2,HR_133,HR_158,4,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
102,3,12R,G2,HR_133,HR_158,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
103,3,13L,G2,HR_156,HR_193,1,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,2023-05-05,,,,,,
103,3,13L,G2,HR_156,HR_193,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
103,3,13L,G2,HR_156,HR_193,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
103,3,13L,G2,HR_156,HR_193,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,,
103,3,13L,G2,HR_156,HR_193,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,2023-04-20,,,,1-Jun,
103,3,13R,G2,HR_069,HR_156,1,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,2023-05-05,,,,,,
103,3,13R,G2,HR_069,HR_156,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-05-04,29,,2023-04-05,2023-04-20,2023-05-04,,,2023-04-05,1,,,,
103,3,13R,G2,HR_069,HR_156,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
103,3,13R,G2,HR_069,HR_156,4,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-05-04,14,,,2023-04-20,2023-05-04,,,,2,,,,
103,3,13R,G2,HR_069,HR_156,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,2023-04-20,,,,1-Jun,
104,3,14L,G1,HR_131,HR_049,1,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,2023-04-20,,,,17-May,
104,3,14L,G1,HR_131,HR_049,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
104,3,14L,G1,HR_131,HR_049,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
104,3,14L,G1,HR_131,HR_049,4,FALSE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,,,,,,
104,3,14L,G1,HR_131,HR_049,5,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,2023-05-05,,,,,,
104,3,14R,G2,HR_149,HR_065,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
104,3,14R,G2,HR_149,HR_065,2,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,2023-04-05,,,,,
104,3,14R,G2,HR_149,HR_065,3,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
104,3,14R,G2,HR_149,HR_065,4,FALSE,2022-11-10,2022-11-13,2023-04-05,146,143,2023-04-20,15,,2023-04-05,2023-04-20,,,,,,,,,
104,3,14R,G2,HR_149,HR_065,5,TRUE,2022-11-10,2022-11-13,2023-04-20,161,158,2023-04-20,0,,,2023-04-20,,,,2023-04-20,,,,17-May,
105,3,15L,G1,HR_125,HR_086,1,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
105,3,15L,G1,HR_125,HR_086,2,FALSE,2022-11-10,2022-11-13,,,,,,,,,,,,,,,,,
