Sequence,Transect,SegPos,Gen,Donor,Recipient,Plant_ID,F_plant,Sow_Date,Plant_Date,FFD,days_sow2flower,days_plant2flower,LFD,fl_duration,FD_01,FD_02,FD_03,FD_04,FD_05,LeafD,FLR_P,F_Num_01,F_Num_02,F_Num_03,Skeleton,Notes
81,3,10L,G1,BO_109,BO_028,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
81,3,10R,G1,BO_106,BO_131,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
81,3,10R,G1,BO_106,BO_131,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
81,3,10R,G1,BO_106,BO_131,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
81,3,10R,G1,BO_106,BO_131,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
81,3,10R,G1,BO_106,BO_131,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
82,3,11L,G2,BO_199,BO_015,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
82,3,11L,G2,BO_199,BO_015,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
82,3,11L,G2,BO_199,BO_015,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
82,3,11L,G2,BO_199,BO_015,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
82,3,11L,G2,BO_199,BO_015,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
82,3,11R,G2,BO_001,BO_048,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
82,3,11R,G2,BO_001,BO_048,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
82,3,11R,G2,BO_001,BO_048,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
82,3,11R,G2,BO_001,BO_048,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
82,3,11R,G2,BO_001,BO_048,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
83,3,12L,G2,BO_163,BO_072,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
83,3,12L,G2,BO_163,BO_072,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
83,3,12L,G2,BO_163,BO_072,3,TRUE,2022-10-31,2022-11-03,2023-05-17,198,195,2023-05-17,0,,,2023-05-17,,,,2023-05-17,,,,,
83,3,12L,G2,BO_163,BO_072,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
83,3,12L,G2,BO_163,BO_072,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
83,3,12R,G1,BO_162,BO_108,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
83,3,12R,G1,BO_162,BO_108,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
83,3,12R,G1,BO_162,BO_108,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
83,3,12R,G1,BO_162,BO_108,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
83,3,12R,G1,BO_162,BO_108,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
84,3,13L,G2,BO_153,BO_177,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
84,3,13L,G2,BO_153,BO_177,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
84,3,13L,G2,BO_153,BO_177,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
84,3,13L,G2,BO_153,BO_177,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
84,3,13L,G2,BO_153,BO_177,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
84,3,13R,G1,BO_198,BO_100,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
84,3,13R,G1,BO_198,BO_100,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
84,3,13R,G1,BO_198,BO_100,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
84,3,13R,G1,BO_198,BO_100,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
84,3,13R,G1,BO_198,BO_100,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
85,3,14L,G1,BO_168,BO_180,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
85,3,14L,G1,BO_168,BO_180,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
85,3,14L,G1,BO_168,BO_180,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
85,3,14L,G1,BO_168,BO_180,4,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-05,0,,2023-05-05,,,,,2023-05-05,3,,,15-Jun,
85,3,14L,G1,BO_168,BO_180,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
85,3,14R,G1,BO_170,BO_045,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
85,3,14R,G1,BO_170,BO_045,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
85,3,14R,G1,BO_170,BO_045,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
85,3,14R,G1,BO_170,BO_045,4,TRUE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,2-Jun,
85,3,14R,G1,BO_170,BO_045,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
86,3,15L,G2,BO_188,BO_154,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
86,3,15L,G2,BO_188,BO_154,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
86,3,15L,G2,BO_188,BO_154,3,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,,2023-05-05,2023-05-17,,,,,1,1,,15-Jun,
86,3,15L,G2,BO_188,BO_154,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
86,3,15L,G2,BO_188,BO_154,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
86,3,15R,G2,BO_074,BO_027,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
86,3,15R,G2,BO_074,BO_027,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
86,3,15R,G2,BO_074,BO_027,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
86,3,15R,G2,BO_074,BO_027,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
86,3,15R,G2,BO_074,BO_027,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
87,3,16L,G2,BO_069,BO_201,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
87,3,16L,G2,BO_069,BO_201,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
87,3,16L,G2,BO_069,BO_201,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
87,3,16L,G2,BO_069,BO_201,4,TRUE,2022-10-31,2022-11-03,2023-05-05,186,183,2023-05-17,12,,2023-05-05,2023-05-17,,,,2023-05-05,3,2,,15-Jun,
87,3,16L,G2,BO_069,BO_201,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
87,3,16R,G2,BO_040,BO_171,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
87,3,16R,G2,BO_040,BO_171,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
87,3,16R,G2,BO_040,BO_171,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
87,3,16R,G2,BO_040,BO_171,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
87,3,16R,G2,BO_040,BO_171,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
88,3,17L,G1,BO_058,BO_123,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
88,3,17L,G1,BO_058,BO_123,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
88,3,17L,G1,BO_058,BO_123,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
88,3,17L,G1,BO_058,BO_123,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
88,3,17L,G1,BO_058,BO_123,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
88,3,17R,G1,BO_119,BO_013,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
88,3,17R,G1,BO_119,BO_013,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
88,3,17R,G1,BO_119,BO_013,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
88,3,17R,G1,BO_119,BO_013,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
88,3,17R,G1,BO_119,BO_013,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
89,3,18L,G1,BO_199,BO_015,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
89,3,18L,G1,BO_199,BO_015,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
89,3,18L,G1,BO_199,BO_015,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
89,3,18L,G1,BO_199,BO_015,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
89,3,18L,G1,BO_199,BO_015,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
89,3,18R,G2,BO_143,BO_152,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
89,3,18R,G2,BO_143,BO_152,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
89,3,18R,G2,BO_143,BO_152,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
89,3,18R,G2,BO_143,BO_152,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
89,3,18R,G2,BO_143,BO_152,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
90,3,19L,G1,BO_001,BO_025,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
90,3,19L,G1,BO_001,BO_025,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
90,3,19L,G1,BO_001,BO_025,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
90,3,19L,G1,BO_001,BO_025,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
90,3,19L,G1,BO_001,BO_025,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
90,3,19R,G1,BO_187,BO_135,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
90,3,19R,G1,BO_187,BO_135,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
90,3,19R,G1,BO_187,BO_135,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
90,3,19R,G1,BO_187,BO_135,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
90,3,19R,G1,BO_187,BO_135,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
91,3,20L,G1,BO_143,BO_004,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
91,3,20L,G1,BO_143,BO_004,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
91,3,20L,G1,BO_143,BO_004,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
91,3,20L,G1,BO_143,BO_004,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
91,3,20L,G1,BO_143,BO_004,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
91,3,20R,G2,BO_088,BO_050,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
91,3,20R,G2,BO_088,BO_050,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
91,3,20R,G2,BO_088,BO_050,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
91,3,20R,G2,BO_088,BO_050,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
91,3,20R,G2,BO_088,BO_050,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
92,3,21L,G1,BO_128,BO_044,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
92,3,21L,G1,BO_128,BO_044,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
92,3,21L,G1,BO_128,BO_044,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
92,3,21L,G1,BO_128,BO_044,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
92,3,21L,G1,BO_128,BO_044,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
92,3,21R,G1,BO_109,BO_001,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
92,3,21R,G1,BO_109,BO_001,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
92,3,21R,G1,BO_109,BO_001,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
92,3,21R,G1,BO_109,BO_001,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
92,3,21R,G1,BO_109,BO_001,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
93,3,22L,G1,BO_149,BO_032,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
93,3,22L,G1,BO_149,BO_032,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
93,3,22L,G1,BO_149,BO_032,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
93,3,22L,G1,BO_149,BO_032,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
93,3,22L,G1,BO_149,BO_032,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
93,3,22R,G1,BO_119,BO_017,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
93,3,22R,G1,BO_119,BO_017,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
93,3,22R,G1,BO_119,BO_017,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
93,3,22R,G1,BO_119,BO_017,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
93,3,22R,G1,BO_119,BO_017,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
94,3,23L,G2,BO_187,BO_135,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
94,3,23L,G2,BO_187,BO_135,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
94,3,23L,G2,BO_187,BO_135,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
94,3,23L,G2,BO_187,BO_135,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
94,3,23L,G2,BO_187,BO_135,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
94,3,23R,G2,BO_058,BO_123,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
94,3,23R,G2,BO_058,BO_123,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
94,3,23R,G2,BO_058,BO_123,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
94,3,23R,G2,BO_058,BO_123,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
94,3,23R,G2,BO_058,BO_123,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
95,3,24L,G1,BO_033,BO_143,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
95,3,24L,G1,BO_033,BO_143,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
95,3,24L,G1,BO_033,BO_143,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
95,3,24L,G1,BO_033,BO_143,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
95,3,24L,G1,BO_033,BO_143,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
95,3,24R,G1,BO_168,BO_175,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
95,3,24R,G1,BO_168,BO_175,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
95,3,24R,G1,BO_168,BO_175,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
95,3,24R,G1,BO_168,BO_175,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
95,3,24R,G1,BO_168,BO_175,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
96,3,25L,G2,BO_032,BO_088,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
96,3,25L,G2,BO_032,BO_088,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
96,3,25L,G2,BO_032,BO_088,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
96,3,25L,G2,BO_032,BO_088,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
96,3,25L,G2,BO_032,BO_088,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
96,3,25R,G1,BO_106,BO_191,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
96,3,25R,G1,BO_106,BO_191,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
96,3,25R,G1,BO_106,BO_191,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
96,3,25R,G1,BO_106,BO_191,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
96,3,25R,G1,BO_106,BO_191,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
97,3,26L,G1,BO_170,BO_045,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
97,3,26L,G1,BO_170,BO_045,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
97,3,26L,G1,BO_170,BO_045,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
97,3,26L,G1,BO_170,BO_045,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
97,3,26L,G1,BO_170,BO_045,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
97,3,26R,G1,BO_033,BO_124,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
97,3,26R,G1,BO_033,BO_124,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
97,3,26R,G1,BO_033,BO_124,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
97,3,26R,G1,BO_033,BO_124,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
97,3,26R,G1,BO_033,BO_124,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
98,4,1L,G2,BO_119,BO_051,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
98,4,1L,G2,BO_119,BO_051,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
98,4,1L,G2,BO_119,BO_051,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
98,4,1L,G2,BO_119,BO_051,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
98,4,1L,G2,BO_119,BO_051,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
98,4,1R,G1,BO_065,BO_115,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
98,4,1R,G1,BO_065,BO_115,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
98,4,1R,G1,BO_065,BO_115,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
98,4,1R,G1,BO_065,BO_115,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
98,4,1R,G1,BO_065,BO_115,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
99,4,2L,G1,BO_039,BO_102,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
99,4,2L,G1,BO_039,BO_102,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
99,4,2L,G1,BO_039,BO_102,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
99,4,2L,G1,BO_039,BO_102,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
99,4,2L,G1,BO_039,BO_102,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
99,4,2R,G1,BO_194,BO_098,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
99,4,2R,G1,BO_194,BO_098,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
99,4,2R,G1,BO_194,BO_098,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
99,4,2R,G1,BO_194,BO_098,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
99,4,2R,G1,BO_194,BO_098,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
100,4,3L,G1,BO_177,BO_121,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
100,4,3L,G1,BO_177,BO_121,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
100,4,3L,G1,BO_177,BO_121,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
100,4,3L,G1,BO_177,BO_121,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
100,4,3L,G1,BO_177,BO_121,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
100,4,3R,G1,BO_177,BO_147,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
100,4,3R,G1,BO_177,BO_147,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
100,4,3R,G1,BO_177,BO_147,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
100,4,3R,G1,BO_177,BO_147,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
100,4,3R,G1,BO_177,BO_147,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
101,4,4L,G1,BO_058,BO_081,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
101,4,4L,G1,BO_058,BO_081,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
101,4,4L,G1,BO_058,BO_081,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
101,4,4L,G1,BO_058,BO_081,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
101,4,4L,G1,BO_058,BO_081,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
101,4,4R,G1,BO_074,BO_118,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
101,4,4R,G1,BO_074,BO_118,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
101,4,4R,G1,BO_074,BO_118,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
101,4,4R,G1,BO_074,BO_118,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
101,4,4R,G1,BO_074,BO_118,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
102,4,5L,G1,BO_177,BO_147,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
102,4,5L,G1,BO_177,BO_147,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
102,4,5L,G1,BO_177,BO_147,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
102,4,5L,G1,BO_177,BO_147,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
102,4,5L,G1,BO_177,BO_147,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
102,4,5R,G1,BO_192,BO_021,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
102,4,5R,G1,BO_192,BO_021,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
102,4,5R,G1,BO_192,BO_021,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
102,4,5R,G1,BO_192,BO_021,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
102,4,5R,G1,BO_192,BO_021,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
103,4,6L,G1,BO_187,BO_135,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
103,4,6L,G1,BO_187,BO_135,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
103,4,6L,G1,BO_187,BO_135,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
103,4,6L,G1,BO_187,BO_135,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
103,4,6L,G1,BO_187,BO_135,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
103,4,6R,G1,BO_106,BO_104,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
103,4,6R,G1,BO_106,BO_104,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
103,4,6R,G1,BO_106,BO_104,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
103,4,6R,G1,BO_106,BO_104,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
103,4,6R,G1,BO_106,BO_104,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
104,4,7L,G2,BO_040,BO_067,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
104,4,7L,G2,BO_040,BO_067,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
104,4,7L,G2,BO_040,BO_067,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
104,4,7L,G2,BO_040,BO_067,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
104,4,7L,G2,BO_040,BO_067,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
104,4,7R,G1,BO_058,BO_123,1,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
104,4,7R,G1,BO_058,BO_123,2,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
104,4,7R,G1,BO_058,BO_123,3,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
104,4,7R,G1,BO_058,BO_123,4,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
104,4,7R,G1,BO_058,BO_123,5,FALSE,2022-10-31,2022-11-03,,,,,,,,,,,,,,,,,
